"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"Human Diseases","Infectious disease: viral","hsa05170","Human immunodeficiency virus 1 infection","22/392","214/9521",0.102803738317757,2.49692447072287,4.58935678529071,6.8474185514884e-05,0.00174609173062954,0.00150763338282771,"3106/25939/6891/6890/3105/3107/3134/684/6892/841/567/3710/8737/85363/3133/578/7097/5600/60489/10298/4775/59345",22,"Down_res_DEq_MS_BD_vs_BM1"
"Genetic Information Processing","Replication and repair","hsa03030","DNA replication","8/392","36/9521",0.222222222222222,5.39739229024943,5.47744086515003,8.43044543372256e-05,0.00198439715593777,0.00171339417316952,"4174/4172/4171/4173/4175/4176/2237/5981",8,"Down_res_DEq_MS_BD_vs_BM1"
"Organismal Systems","Immune system","hsa04612","Antigen processing and presentation","12/392","82/9521",0.146341463414634,3.55438028870085,4.81370411127153,0.000122039247224253,0.00266742926075867,0.0023031466957359,"3106/6891/6890/3105/3107/3134/6892/567/5641/972/10437/3133",12,"Down_res_DEq_MS_BD_vs_BM1"
"Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","20/392","196/9521",0.102040816326531,2.47839441899209,4.33355022182111,0.000161432266185581,0.00329321823018585,0.00284347360088286,"6772/3106/6773/5610/3105/3107/10379/3134/841/3665/3710/7098/3459/3133/578/148022/5600/3717/4775/59345",20,"Down_res_DEq_MS_BD_vs_BM1"
"Environmental Information Processing","Signaling molecules and interaction","hsa04518","Integrin signaling","17/392","154/9521",0.11038961038961,2.68117214418235,4.35835086619175,0.000194164093206952,0.00371338828258295,0.00320626232861479,"7057/3655/3678/3675/7060/3912/5649/3371/7148/83706/1291/1293/1311/1292/29780/3684/1280",17,"Down_res_DEq_MS_BD_vs_BM1"
"Human Diseases","Infectious disease: viral","hsa05160","Hepatitis C","17/392","159/9521",0.106918238993711,2.59685855474265,4.20756270719463,0.000285319970246787,0.00513575946444217,0.00443438467690053,"4939/4599/6772/3434/23586/4938/4940/6773/5610/10379/841/3665/7098/8737/578/148022/9069",17,"Down_res_DEq_MS_BD_vs_BM1"
"Organismal Systems","Immune system","hsa04623","Cytosolic DNA-sensing pathway","11/392","83/9521",0.132530120481928,3.21892672731743,4.20718805908212,0.000560324595834288,0.00952551812918289,0.00822464757628106,"23586/25939/11277/834/841/103/197259/3665/840/8737/3606",11,"Down_res_DEq_MS_BD_vs_BM1"
"Organismal Systems","Digestive system","hsa04979","Cholesterol metabolism","8/392","51/9521",0.156862745098039,3.80992396958784,4.16921768906881,0.00103403169634496,0.0166533525832399,0.0143790557220269,"27329/51129/255738/3988/5360/27141/3931/6646",8,"Down_res_DEq_MS_BD_vs_BM1"
"Organismal Systems","Immune system","hsa04620","Toll-like receptor signaling pathway","12/392","109/9521",0.110091743119266,2.67393746489421,3.64218015258538,0.00170045260683404,0.0257926525657486,0.0222702297695318,"6772/6773/10379/841/3929/958/3665/7098/8737/7097/148022/5600",12,"Down_res_DEq_MS_BD_vs_BM1"
"Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","18/392","203/9521",0.0886699507389163,2.15363928822761,3.44275888658996,0.0017700839996102,0.0257926525657486,0.0222702297695318,"7057/3655/3678/3675/7060/3912/5649/3371/7148/1291/1293/1311/1292/394/29780/23396/10298/1280",18,"Down_res_DEq_MS_BD_vs_BM1"
"Cellular Processes","Transport and catabolism","hsa04148","Efferocytosis","15/392","157/9521",0.0955414012738854,2.32053490185883,3.45715548252395,0.00202746892426746,0.0282002495829929,0.0243490287077097,"7057/834/4240/961/840/102/140885/3988/6868/6513/5600/3717/4775/80824/23411",15,"Down_res_DEq_MS_BD_vs_BM1"
"Human Diseases","Cardiovascular disease","hsa05416","Viral myocarditis","9/392","70/9521",0.128571428571429,3.12277696793003,3.69372372984447,0.00217858338619671,0.0289846311380953,0.0250262896995594,"3106/3105/3107/3134/841/958/3133/1604/1981",9,"Down_res_DEq_MS_BD_vs_BM1"
"Human Diseases","Infectious disease: bacterial","hsa05152","Tuberculosis","16/392","182/9521",0.0879120879120879,2.13523211482395,3.20420341483327,0.00340378961909343,0.0433983176434413,0.037471543613704,"6772/841/3929/10312/972/527/3606/3459/8767/9902/7097/5600/245972/3717/10892/3684",16,"Down_res_DEq_MS_BD_vs_BM1"
"Organismal Systems","Immune system","hsa04625","C-type lectin receptor signaling pathway","11/392","105/9521",0.104761904761905,2.54448493683188,3.29757745936312,0.00386090452319101,0.0472574713638579,0.0408036646450923,"6772/6773/10379/834/841/3710/5580/5600/4193/10892/4775",11,"Down_res_DEq_MS_BD_vs_BM1"
