"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count","name"
"Metabolism","Amino acid metabolism","hsa00250","Alanine, aspartate and glutamate metabolism","5/186","37/9521",0.135135135135135,6.9173205463528,5.09035382304259,0.000707540238315454,0.0063089004583128,0.00477899985528859,"122622/84706/8528/27165/443",5,"Up_res_DEq_MS_BDM_vs_D"
"Metabolism","Amino acid metabolism","hsa00350","Tyrosine metabolism","5/186","37/9521",0.135135135135135,6.9173205463528,5.09035382304259,0.000707540238315454,0.0063089004583128,0.00477899985528859,"6898/126/124/125/4282",5,"Up_res_DEq_MS_BDM_vs_D"
"Metabolism","Nucleotide metabolism","hsa00240","Pyrimidine metabolism","6/186","58/9521",0.103448275862069,5.29532814238042,4.63141512208506,0.000893057401151538,0.00762071063467423,0.00577269767702819,"51251/129607/1890/1806/51733/1807",6,"Up_res_DEq_MS_BDM_vs_D"
"Metabolism","Amino acid metabolism","hsa00220","Arginine biosynthesis","4/186","23/9521",0.173913043478261,8.90229079008883,5.35572941748535,0.000933537042142951,0.00762071063467423,0.00577269767702819,"84706/383/27165/162417",4,"Up_res_DEq_MS_BDM_vs_D"
"Human Diseases","Infectious disease: viral","hsa05170","Human immunodeficiency virus 1 infection","12/186","214/9521",0.0560747663551402,2.87036478745855,3.90612495913521,0.00098421521579457,0.00762071063467423,0.00577269767702819,"25939/6891/684/3106/6890/3105/3107/6892/3134/567/55080/60489",12,"Up_res_DEq_MS_BDM_vs_D"
"Metabolism","Xenobiotics biodegradation and metabolism","hsa00983","Drug metabolism - other enzymes","7/186","81/9521",0.0864197530864197,4.42366918890216,4.36783367106544,0.000997102326032142,0.00762071063467423,0.00577269767702819,"1890/1806/7498/51733/1807/3251/10",7,"Up_res_DEq_MS_BDM_vs_D"
"Metabolism","Amino acid metabolism","hsa00260","Glycine, serine and threonine metabolism","5/186","41/9521",0.121951219512195,6.24246000524521,4.74832755948252,0.0011420829509991,0.00821969872773647,0.00622643189410436,"875/635/26227/27232/1491",5,"Up_res_DEq_MS_BDM_vs_D"
"Organismal Systems","Immune system","hsa04623","Cytosolic DNA-sensing pathway","7/186","83/9521",0.0843373493975904,4.31707475061536,4.28422334466955,0.00115229421416866,0.00821969872773647,0.00622643189410436,"23586/25939/103/3665/11277/834/197259",7,"Up_res_DEq_MS_BDM_vs_D"
"Cellular Processes","Cell growth and death","hsa04217","Necroptosis","10/186","168/9521",0.0595238095238095,3.04691500256016,3.77830286815139,0.00166138756654158,0.0114689335238677,0.00868773124778956,"6772/5610/6773/10616/10379/834/7098/197259/7128/8743",10,"Up_res_DEq_MS_BDM_vs_D"
"Genetic Information Processing","Folding, sorting and degradation","hsa03050","Proteasome","5/186","46/9521",0.108695652173913,5.56393174380552,4.37971884887548,0.00193101243416256,0.0129136456534621,0.009782102462534,"5721/5698/5696/5720/5699",5,"Up_res_DEq_MS_BDM_vs_D"
"Metabolism","Metabolism of other amino acids","hsa00410","beta-Alanine metabolism","4/186","31/9521",0.129032258064516,6.60492542490461,4.41199858438607,0.00293709971085394,0.0190466466097801,0.0144278582287562,"1806/51733/1807/55748",4,"Up_res_DEq_MS_BDM_vs_D"
"Metabolism","Metabolism of other amino acids","hsa00430","Taurine and hypotaurine metabolism","3/186","17/9521",0.176470588235294,9.03320683111954,4.67926866019551,0.00407671588641044,0.025659329402701,0.0194369735760746,"2326/570/1036",3,"Up_res_DEq_MS_BDM_vs_D"
"Human Diseases","Infectious disease: viral","hsa05167","Kaposi sarcoma-associated herpesvirus infection","10/186","196/9521",0.0510204081632653,2.61164143076585,3.21802803984928,0.00505799484107301,0.0309260255997035,0.0234265024218118,"6772/5610/6773/3106/3665/10379/3105/3107/3134/7098",10,"Up_res_DEq_MS_BDM_vs_D"
"Organismal Systems","Endocrine system","hsa04910","Insulin signaling pathway","8/186","138/9521",0.0579710144927536,2.96743026336294,3.28613815282717,0.00559269100829361,0.0332454409937454,0.0251834624350063,"5105/10580/5256/5261/2998/5257/51422/2645",8,"Up_res_DEq_MS_BDM_vs_D"
"Human Diseases","Immune disease","hsa05330","Allograft rejection","4/186","39/9521",0.102564102564103,5.25006892748828,3.75401571791159,0.0068022082586217,0.0393425018201363,0.0298019935086128,"3106/3105/3107/3134",4,"Up_res_DEq_MS_BDM_vs_D"
"Metabolism","Metabolism of cofactors and vitamins","hsa00770","Pantothenate and CoA biosynthesis","3/186","21/9521",0.142857142857143,7.31259600614439,4.08764927816614,0.00752977680252373,0.0416393264007188,0.0315418409528317,"1806/51733/1807",3,"Up_res_DEq_MS_BDM_vs_D"
"Metabolism","Lipid metabolism","hsa00590","Arachidonic acid metabolism","5/186","63/9521",0.0793650793650794,4.06255333674688,3.44248507519196,0.00758847537209361,0.0416393264007188,0.0315418409528317,"1558/247/3248/8529/1573",5,"Up_res_DEq_MS_BDM_vs_D"
