Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Molecular_Function_2023	Chromatin DNA Binding (GO:0031490)	11/83	1.499443e-06	5.793303e-05	0	0	7.161826e+00	9.604307e+01	H2AZ1;H1-5;RBBP4;DHX9;HNRNPC;MACROH2A2;H1-1;MACROH2A1;H1-0;H3-3A;H1-2
GO_Molecular_Function_2023	Pyridoxal Phosphate Binding (GO:0030170)	6/20	2.749489e-06	9.737775e-05	0	0	1.991076e+01	2.549392e+02	PYGB;OAT;SHMT2;PSAT1;ALB;PYGL
GO_Molecular_Function_2023	Low-Density Lipoprotein Particle Receptor Binding (GO:0050750)	6/22	5.104426e-06	1.668755e-04	0	0	1.742013e+01	2.122713e+02	CLTC;APOE;APOB;CLU;HSPG2;HSP90B1
GO_Molecular_Function_2023	Nucleosome Binding (GO:0031491)	9/62	6.312768e-06	1.698338e-04	0	0	7.929945e+00	9.494473e+01	H2AZ1;H1-5;RBBP4;HNRNPC;H1-1;MACROH2A1;H1-0;H3-3A;H1-2
GO_Molecular_Function_2023	Protein Homodimerization Activity (GO:0042803)	33/662	6.325551e-06	1.698338e-04	0	0	2.522544e+00	3.019716e+01	HSP90AB1;SHMT2;TYRP1;HSD17B4;ENO1;THBS1;FBLN5;SRM;JCHAIN;ATIC;PSAP;RACK1;FLNA;APOE;HSP90AA1;NPM1;G6PD;TPI1;AMBP;GDF15;ACTN1;APLP2;IDH1;SERPINF2;APOA1;EXT1;GLUD1;COL2A1;XPNPEP3;MYH9;ANG;HNRNPC;MASP1
GO_Molecular_Function_2023	Ubiquitin Protein Ligase Binding (GO:0031625)	19/271	6.393745e-06	1.698338e-04	0	0	3.570446e+00	4.270322e+01	HSPA9;YWHAE;CCT2;HSPA8;VCP;HSP90AA1;TPI1;HSP90AB1;HSPA5;XRCC5;PA2G4;PRDX6;CLU;YWHAZ;RTN4;HSPD1;TCP1;RPS27A;HSPA1A
GO_Molecular_Function_2023	MHC Class II Protein Complex Binding (GO:0023026)	6/25	1.147540e-05	2.868851e-04	0	0	1.466733e+01	1.668454e+02	YWHAE;CD74;HSPA8;HSP90AA1;HSP90AB1;PKM
GO_Molecular_Function_2023	Purine Ribonucleoside Triphosphate Binding (GO:0035639)	26/476	1.309904e-05	3.092829e-04	0	0	2.755323e+00	3.097802e+01	ARF1;HSP90AB1;DHX9;OLA1;PYGL;RAP1B;TUBA1C;TUBB3;TUBB1;PGK1;RAC1;HSPA8;HSP90AA1;HSPA5;TUBB4B;TUBA4A;RAB11B;EEF1A1;GLUD1;PSMA6;ACLY;ACTA1;MYH9;RAN;HSPA1A;GALK1
GO_Molecular_Function_2023	Ubiquitin-Like Protein Ligase Binding (GO:0044389)	19/289	1.591584e-05	3.560122e-04	0	0	3.329312e+00	3.678289e+01	HSPA9;YWHAE;CCT2;HSPA8;VCP;HSP90AA1;TPI1;HSP90AB1;HSPA5;XRCC5;PA2G4;PRDX6;CLU;YWHAZ;RTN4;HSPD1;TCP1;RPS27A;HSPA1A
GO_Molecular_Function_2023	Calcium Ion Binding (GO:0005509)	21/346	1.925200e-05	4.091050e-04	0	0	3.063342e+00	3.326145e+01	GSN;HSPA5;LRP1;AMY1A;C1R;PLA2G2A;LTBP4;FBLN1;ITIH1;CLU;THBS1;THBS4;HSP90B1;THBS3;COMP;CLEC3B;ADAMTS13;F9;SPOCK2;MASP1;AGRN
GO_Molecular_Function_2023	Metal Ion Binding (GO:0046872)	27/521	2.273688e-05	4.601511e-04	0	0	2.606948e+00	2.787225e+01	FEN1;LRP1;C1R;LTBP4;PLOD3;FBLN1;ITIH1;CLU;THBS1;THBS4;HSP90B1;THBS3;COMP;CLEC3B;ADAMTS13;SPOCK2;APOE;GSN;HSPA5;AMY1A;IDH1;PLA2G2A;HSPE1;F9;MASP1;AGRN;RAN
GO_Molecular_Function_2023	rRNA Binding (GO:0019843)	7/46	5.019671e-05	9.697092e-04	0	0	8.347863e+00	8.264018e+01	RPS14;NPM1;RPS9;RPL12;RPLP0;RPS3;RPS13
GO_Molecular_Function_2023	Disordered Domain Specific Binding (GO:0097718)	5/23	1.061235e-04	1.960978e-03	0	0	1.287191e+01	1.177896e+02	HSP90AA1;HSP90AB1;CLTC;GAPDH;HSPA1A
GO_Molecular_Function_2023	mRNA Binding (GO:0003729)	17/282	1.282954e-04	2.271898e-03	0	0	3.021040e+00	2.707207e+01	EIF4A1;DHX9;SHMT2;SRSF1;RPS14;HNRNPK;PKM;EIF6;C1QBP;NCL;RPS3;PPIE;ACO1;HNRNPC;RPS2;RPS13;CCT5
GO_Molecular_Function_2023	Amyloid-Beta Binding (GO:0001540)	8/79	2.805732e-04	4.769745e-03	0	0	5.244412e+00	4.289234e+01	CST3;CD74;LRP1;CLSTN1;APOA1;APOE;CLU;HSPG2
GO_Molecular_Function_2023	Double-Stranded RNA Binding (GO:0003725)	7/65	4.611429e-04	7.537913e-03	0	0	5.607759e+00	4.307769e+01	EIF4A1;HSP90AB1;DHX9;ACTN1;CLTC;TUBB4B;HSPD1
GO_Molecular_Function_2023	Small Ribosomal Subunit rRNA Binding (GO:0070181)	3/9	7.375788e-04	1.161004e-02	0	0	2.307429e+01	1.664150e+02	RPS14;RPS3;RPS13
GO_Molecular_Function_2023	GTP Binding (GO:0005525)	12/201	1.332142e-03	2.010689e-02	0	0	2.965615e+00	1.963524e+01	EEF1A1;RAP1B;GLUD1;TUBA1C;ARF1;TUBB3;TUBB1;RAC1;TUBB4B;TUBA4A;RAN;RAB11B
GO_Molecular_Function_2023	Tau Protein Binding (GO:0048156)	5/39	1.372000e-03	2.010689e-02	0	0	6.808963e+00	4.488118e+01	PPP2CA;HSP90AA1;HSP90AB1;APOE;CLU
GO_Molecular_Function_2023	mRNA 5'-UTR Binding (GO:0048027)	4/24	1.551293e-03	2.197665e-02	0	0	9.244917e+00	5.980229e+01	RPS14;SHMT2;NCL;RPS13
GO_Molecular_Function_2023	Actin Binding (GO:0003779)	11/183	1.978194e-03	2.712041e-02	0	0	2.982600e+00	1.856839e+01	GSN;MYH9;ANG;FLNB;PARVB;P4HB;EZR;PFN1;ALDOA;SPTAN1;SPTBN1
GO_Molecular_Function_2023	Ribosome Binding (GO:0043022)	7/85	2.272534e-03	3.018209e-02	0	0	4.165598e+00	2.535541e+01	NPM1;EIF6;DHX9;C1QBP;RACK1;RPSA;EEF2
GO_Molecular_Function_2023	Oxidoreductase Activity, Acting On The CH-NH Group Of Donors, NAD Or NADP As Acceptor (GO:0016646)	3/13	2.356526e-03	3.034920e-02	0	0	1.384175e+01	8.375041e+01	ALDH1L1;PYCR1;BLVRB
GO_Molecular_Function_2023	ADP Binding (GO:0043531)	4/27	2.436105e-03	3.045131e-02	0	0	8.037825e+00	4.836645e+01	ACTA1;GLUD1;PGK1;MYH9
GO_Molecular_Function_2023	Adenyl Ribonucleotide Binding (GO:0032559)	15/309	2.787885e-03	3.299426e-02	0	0	2.387433e+00	1.404401e+01	HSPA8;HSP90AA1;HSP90AB1;HSPA5;DHX9;OLA1;PYGL;APRT;GLUD1;ACLY;ACTA1;PGK1;MYH9;HSPA1A;GALK1
GO_Molecular_Function_2023	Monocarboxylic Acid Binding (GO:0033293)	4/28	2.794808e-03	3.299426e-02	0	0	7.702522e+00	4.529077e+01	PSAP;AKR1C3;PYGL;SERPINA5
GO_Molecular_Function_2023	Hyaluronic Acid Binding (GO:0005540)	3/14	2.952027e-03	3.390842e-02	0	0	1.258276e+01	7.329790e+01	CEMIP;ITIH2;ITIH1
GO_Molecular_Function_2023	Guanyl Ribonucleotide Binding (GO:0032561)	12/226	3.518577e-03	3.935251e-02	0	0	2.615787e+00	1.477841e+01	EEF1A1;RAP1B;GLUD1;TUBA1C;ARF1;TUBB3;TUBB1;RAC1;TUBB4B;TUBA4A;RAN;RAB11B
GO_Molecular_Function_2023	C3HC4-type RING Finger Domain Binding (GO:0055131)	2/5	4.357470e-03	4.409344e-02	0	0	3.069804e+01	1.668704e+02	HSPA8;HSPA1A
GO_Molecular_Function_2023	Dihydropyrimidinase Activity (GO:0004157)	2/5	4.357470e-03	4.409344e-02	0	0	3.069804e+01	1.668704e+02	DPYSL5;DPYSL2
GO_Molecular_Function_2023	High-Density Lipoprotein Particle Binding (GO:0008035)	2/5	4.357470e-03	4.409344e-02	0	0	3.069804e+01	1.668704e+02	PLTP;HSPD1
GO_Molecular_Function_2023	Large Ribosomal Subunit rRNA Binding (GO:0070180)	2/5	4.357470e-03	4.409344e-02	0	0	3.069804e+01	1.668704e+02	RPL12;RPLP0
GO_Molecular_Function_2023	Kinase Binding (GO:0019900)	19/460	4.953947e-03	4.896343e-02	0	0	2.020297e+00	1.072287e+01	GRB7;CHIA;NPM1;GSN;HSP90AB1;PGAM1;CLTC;AP1B1;PEBP1;PLG;EEF2;MACROH2A1;YWHAZ;TUBA4A;ACTB;EEF1A1;RPS3;FLNA;RAC1
GO_Molecular_Function_2023	Carboxylic Acid Binding (GO:0031406)	3/17	5.259100e-03	5.079812e-02	0	0	9.884939e+00	5.187414e+01	AMBP;PSAP;ASS1
GO_Molecular_Function_2023	Serine-Type Endopeptidase Activity (GO:0004252)	8/125	5.428120e-03	5.126558e-02	0	0	3.174999e+00	1.656131e+01	F9;C1S;F10;C1R;CNTN1;PLG;MASP1;F2
GO_Molecular_Function_2023	MHC Protein Binding (GO:0042287)	4/34	5.725236e-03	5.289621e-02	0	0	6.160126e+00	3.180394e+01	CD74;ATP5F1B;COL2A1;TUBB4B
GO_Molecular_Function_2023	Cholesterol Transfer Activity (GO:0120020)	3/18	6.212061e-03	5.589271e-02	0	0	9.225472e+00	4.687704e+01	APOA1;APOB;PLTP
GO_Molecular_Function_2023	MHC Class II Protein Binding (GO:0042289)	2/6	6.444101e-03	5.589271e-02	0	0	2.302235e+01	1.161383e+02	CD74;COL2A1
GO_Molecular_Function_2023	Oxidoreductase Activity, Acting On A Sulfur Group Of Donors, Oxygen As Acceptor (GO:0016670)	2/6	6.444101e-03	5.589271e-02	0	0	2.302235e+01	1.161383e+02	P4HB;PCYOX1
GO_Molecular_Function_2023	Carboxylic Ester Hydrolase Activity (GO:0052689)	7/104	6.939683e-03	5.822816e-02	0	0	3.346392e+00	1.663324e+01	AARS1;APMAP;ESD;PLA2G2A;LCAT;NOTUM;PRDX6
GO_Molecular_Function_2023	ATP Binding (GO:0005524)	13/279	7.241594e-03	5.822816e-02	0	0	2.279167e+00	1.123154e+01	HSPA8;HSP90AA1;HSP90AB1;HSPA5;DHX9;OLA1;PYGL;ACLY;ACTA1;PGK1;MYH9;HSPA1A;GALK1
GO_Molecular_Function_2023	Sterol Transfer Activity (GO:0120015)	3/19	7.261394e-03	5.822816e-02	0	0	8.648438e+00	4.259514e+01	APOA1;APOB;PLTP
GO_Molecular_Function_2023	DNA Polymerase Binding (GO:0070182)	3/19	7.261394e-03	5.822816e-02	0	0	8.648438e+00	4.259514e+01	HSP90AA1;HSP90AB1;PCNA
GO_Molecular_Function_2023	Carboxypeptidase Activity (GO:0004180)	4/38	8.524568e-03	6.372924e-02	0	0	5.434293e+00	2.589333e+01	CPB2;CPA1;CPVL;CPN1
GO_Molecular_Function_2023	Hydroxymethyl-, Formyl- And Related Transferase Activity (GO:0016742)	2/7	8.894837e-03	6.372924e-02	0	0	1.841694e+01	8.697003e+01	ATIC;SHMT2
GO_Molecular_Function_2023	Peptidyl-Proline 4-Dioxygenase Activity (GO:0031545)	2/7	8.894837e-03	6.372924e-02	0	0	1.841694e+01	8.697003e+01	P4HA1;P4HB
GO_Molecular_Function_2023	Phosphatidylethanolamine Binding (GO:0008429)	2/7	8.894837e-03	6.372924e-02	0	0	1.841694e+01	8.697003e+01	PEBP1;PLTP
GO_Molecular_Function_2023	Procollagen-Proline Dioxygenase Activity (GO:0019798)	2/7	8.894837e-03	6.372924e-02	0	0	1.841694e+01	8.697003e+01	P4HA1;P4HB
GO_Molecular_Function_2023	Retinal Dehydrogenase Activity (GO:0001758)	2/7	8.894837e-03	6.372924e-02	0	0	1.841694e+01	8.697003e+01	ALDH1A1;AKR1C3
GO_Molecular_Function_2023	Receptor Ligand Activity (GO:0048018)	14/319	8.997070e-03	6.372924e-02	0	0	2.141484e+00	1.008822e+01	APP;COLEC10;TGFB1;GDF15;CLEC11A;SEMA3B;IGF2;APOA1;F2;AGT;MDK;FLNB;CRLF1;HSPA1A
GO_Molecular_Function_2023	Serine-Type Peptidase Activity (GO:0008236)	8/142	1.135743e-02	7.529746e-02	0	0	2.769779e+00	1.240275e+01	F9;C1S;F10;C1R;CNTN1;PLG;MASP1;F2
GO_Molecular_Function_2023	Bile Acid Binding (GO:0032052)	2/8	1.169325e-02	7.529746e-02	0	0	1.534667e+01	6.827338e+01	AKR1C3;PYGL
GO_Molecular_Function_2023	Carbonyl Reductase (NADPH) Activity (GO:0004090)	2/8	1.169325e-02	7.529746e-02	0	0	1.534667e+01	6.827338e+01	DCXR;DHRS2
GO_Molecular_Function_2023	Double-Stranded Telomeric DNA Binding (GO:0003691)	2/8	1.169325e-02	7.529746e-02	0	0	1.534667e+01	6.827338e+01	XRCC6;XRCC5
GO_Molecular_Function_2023	Mannosidase Activity (GO:0015923)	2/8	1.169325e-02	7.529746e-02	0	0	1.534667e+01	6.827338e+01	MAN2A1;MAN2B1
GO_Molecular_Function_2023	Phosphoserine Residue Binding (GO:0050815)	2/8	1.169325e-02	7.529746e-02	0	0	1.534667e+01	6.827338e+01	YWHAE;YWHAZ
GO_Molecular_Function_2023	Cyclosporin A Binding (GO:0016018)	3/23	1.246220e-02	7.788872e-02	0	0	6.917335e+00	3.033290e+01	PPIE;PPIB;PPIA
GO_Molecular_Function_2023	Lipoprotein Particle Binding (GO:0071813)	3/23	1.246220e-02	7.788872e-02	0	0	6.917335e+00	3.033290e+01	THBS1;PLTP;HSPD1
GO_Molecular_Function_2023	Peptidase Activator Activity (GO:0016504)	3/24	1.402090e-02	8.636062e-02	0	0	6.587601e+00	2.811065e+01	VCP;PSMD14;PSME2
GO_Molecular_Function_2023	Lipase Inhibitor Activity (GO:0055102)	2/9	1.482345e-02	8.999955e-02	0	0	1.315361e+01	5.539703e+01	APOC2;APOC3
GO_Molecular_Function_2023	AMP Binding (GO:0016208)	2/10	1.827007e-02	1.049295e-01	0	0	1.150882e+01	4.606396e+01	PYGL;APRT
GO_Molecular_Function_2023	alditol:NADP+ 1-Oxidoreductase Activity (GO:0004032)	2/10	1.827007e-02	1.049295e-01	0	0	1.150882e+01	4.606396e+01	AKR1E2;AKR1C3
GO_Molecular_Function_2023	Galactosyltransferase Activity (GO:0008378)	2/10	1.827007e-02	1.049295e-01	0	0	1.150882e+01	4.606396e+01	B4GALT1;B4GAT1
GO_Molecular_Function_2023	Platelet-Derived Growth Factor Binding (GO:0048407)	2/10	1.827007e-02	1.049295e-01	0	0	1.150882e+01	4.606396e+01	COL2A1;COL6A1
GO_Molecular_Function_2023	Manganese Ion Binding (GO:0030145)	4/48	1.903710e-02	1.078769e-01	0	0	4.197077e+00	1.662616e+01	FEN1;B4GALT1;XPNPEP3;PCK2
GO_Molecular_Function_2023	Histone Deacetylase Binding (GO:0042826)	6/99	1.942332e-02	1.086173e-01	0	0	2.985212e+00	1.176556e+01	H1-5;YWHAE;HSP90AA1;HSP90AB1;RBBP4;HSPA1A
GO_Molecular_Function_2023	Metallocarboxypeptidase Activity (GO:0004181)	3/29	2.340987e-02	1.292103e-01	0	0	5.319394e+00	1.997218e+01	CPB2;CPA1;CPN1
GO_Molecular_Function_2023	GDP-dissociation Inhibitor Activity (GO:0005092)	2/12	2.605354e-02	1.367006e-01	0	0	9.206118e+00	3.358025e+01	EIF5;GDI2
GO_Molecular_Function_2023	RNA Polymerase II Core Promoter Sequence-Specific DNA Binding (GO:0000979)	2/12	2.605354e-02	1.367006e-01	0	0	9.206118e+00	3.358025e+01	H2AZ1;H3-3A
GO_Molecular_Function_2023	Hydrolase Activity, Acting On Carbon-Nitrogen (But Not Peptide) Bonds, In Cyclic Amides (GO:0016812)	2/12	2.605354e-02	1.367006e-01	0	0	9.206118e+00	3.358025e+01	DPYSL5;DPYSL2
GO_Molecular_Function_2023	Lipase Activator Activity (GO:0060229)	2/12	2.605354e-02	1.367006e-01	0	0	9.206118e+00	3.358025e+01	APOC2;APOH
GO_Molecular_Function_2023	Adenyl Nucleotide Binding (GO:0030554)	3/31	2.791526e-02	1.446828e-01	0	0	4.938932e+00	1.767437e+01	G6PD;ALDH1A1;PGD
GO_Molecular_Function_2023	Endopeptidase Activity (GO:0004175)	13/335	2.855997e-02	1.462408e-01	0	0	1.877329e+00	6.675312e+00	PDIA3;F10;C1S;C1R;PLG;F2;PSMA6;ADAMTS13;F9;CNTN1;MASP1;CTSD;CTSB
GO_Molecular_Function_2023	DNA Replication Origin Binding (GO:0003688)	2/13	3.036209e-02	1.500452e-01	0	0	8.368770e+00	2.924517e+01	DHX9;HSPD1
GO_Molecular_Function_2023	MHC Class I Protein Binding (GO:0042288)	2/13	3.036209e-02	1.500452e-01	0	0	8.368770e+00	2.924517e+01	ATP5F1B;TUBB4B
GO_Molecular_Function_2023	Ribosomal Large Subunit Binding (GO:0043023)	2/13	3.036209e-02	1.500452e-01	0	0	8.368770e+00	2.924517e+01	NPM1;EIF6
GO_Molecular_Function_2023	G Protein-Coupled Receptor Binding (GO:0001664)	7/140	3.083599e-02	1.506356e-01	0	0	2.436090e+00	8.475335e+00	HSPA8;PSMC5;DMBT1;C1QBP;FLNA;FLNB;HSPA1A
GO_Molecular_Function_2023	Telomeric DNA Binding (GO:0042162)	3/33	3.284734e-02	1.586377e-01	0	0	4.609198e+00	1.574449e+01	XRCC6;XRCC5;NCL
GO_Molecular_Function_2023	Metalloexopeptidase Activity (GO:0008235)	4/57	3.332717e-02	1.591466e-01	0	0	3.482760e+00	1.184620e+01	CPA1;CPB2;XPNPEP3;CPN1
GO_Molecular_Function_2023	Transaminase Activity (GO:0008483)	2/14	3.493045e-02	1.596284e-01	0	0	7.670980e+00	2.573151e+01	OAT;PSAT1
GO_Molecular_Function_2023	Aldehyde Dehydrogenase (NAD+) Activity (GO:0004029)	2/14	3.493045e-02	1.596284e-01	0	0	7.670980e+00	2.573151e+01	ALDH1L1;ALDH1A1
GO_Molecular_Function_2023	Aldehyde Dehydrogenase [NAD(P)+] Activity (GO:0004030)	2/14	3.493045e-02	1.596284e-01	0	0	7.670980e+00	2.573151e+01	ALDH1L1;ALDH1A1
GO_Molecular_Function_2023	Endopeptidase Activator Activity (GO:0061133)	2/14	3.493045e-02	1.596284e-01	0	0	7.670980e+00	2.573151e+01	PSMD14;PSME2
GO_Molecular_Function_2023	Growth Factor Activity (GO:0008083)	5/85	3.541737e-02	1.601317e-01	0	0	2.886996e+00	9.644164e+00	TGFB1;MDK;CLEC11A;IGF2;F2
GO_Molecular_Function_2023	Core Promoter Sequence-Specific DNA Binding (GO:0001046)	3/35	3.820161e-02	1.709019e-01	0	0	4.320681e+00	1.410649e+01	H2AZ1;NPM1;H3-3A
GO_Molecular_Function_2023	Insulin-Like Growth Factor Binding (GO:0005520)	2/15	3.974559e-02	1.741431e-01	0	0	7.080543e+00	2.283657e+01	IGFALS;IGF2R
GO_Molecular_Function_2023	Oxidoreductase Activity, Acting On NAD(P)H, Quinone Or Similar Compound As Acceptor (GO:0016655)	2/15	3.974559e-02	1.741431e-01	0	0	7.080543e+00	2.283657e+01	DCXR;AKR1C3
GO_Molecular_Function_2023	Amino Acid Binding (GO:0016597)	3/36	4.103510e-02	1.770396e-01	0	0	4.189537e+00	1.337856e+01	GLUD1;SHMT2;ASS1
GO_Molecular_Function_2023	UDP-glycosyltransferase Activity (GO:0008194)	4/61	4.123982e-02	1.770396e-01	0	0	3.237692e+00	1.032290e+01	EXT1;B4GALT1;B4GAT1;HEXB
GO_Molecular_Function_2023	Low-Density Lipoprotein Particle Binding (GO:0030169)	2/16	4.479497e-02	1.903786e-01	0	0	6.574454e+00	2.041801e+01	THBS1;PLTP
GO_Molecular_Function_2023	Protein Kinase Binding (GO:0019901)	17/511	4.849877e-02	2.040790e-01	0	0	1.601378e+00	4.846116e+00	GRB7;HSP90AA1;NPM1;PGAM1;CLTC;AP1B1;PEBP1;EEF2;MACROH2A1;YWHAZ;TUBA4A;ACTB;EEF1A1;RACK1;RPS3;RAC1;EZR
GO_Molecular_Function_2023	RNA Polymerase Binding (GO:0070063)	2/17	5.006643e-02	2.086101e-01	0	0	6.135843e+00	1.837320e+01	DHX9;PPIB
GO_Molecular_Function_2023	Protein Heterodimerization Activity (GO:0046982)	8/190	5.174349e-02	2.135047e-01	0	0	2.034252e+00	6.024349e+00	EXT1;YWHAE;PPP2CA;KRT1;CFHR5;KRT10;P4HB;RAN
GO_Molecular_Function_2023	Acetylglucosaminyltransferase Activity (GO:0008375)	3/40	5.338725e-02	2.181691e-01	0	0	3.735849e+00	1.094672e+01	EXT1;B4GAT1;HEXB
GO_Molecular_Function_2023	Hexosyltransferase Activity (GO:0016758)	5/96	5.480428e-02	2.197341e-01	0	0	2.536587e+00	7.366215e+00	EXT1;B4GALT1;B4GAT1;HEXB;ALG1
GO_Molecular_Function_2023	Single-Stranded DNA Binding (GO:0003697)	5/96	5.480428e-02	2.197341e-01	0	0	2.536587e+00	7.366215e+00	DHX9;SUB1;HNRNPA1;JCHAIN;HSPD1
GO_Molecular_Function_2023	Oxidoreductase Activity, Acting On The CH-CH Group Of Donors, NAD Or NADP As Acceptor (GO:0016628)	2/18	5.554823e-02	2.206355e-01	0	0	5.752059e+00	1.662635e+01	BLVRB;BLVRA
GO_Molecular_Function_2023	Translation Initiation Factor Activity (GO:0003743)	3/41	5.672367e-02	2.232181e-01	0	0	3.637351e+00	1.043761e+01	EIF4A1;EIF5;EIF6
GO_Molecular_Function_2023	NAD-retinol Dehydrogenase Activity (GO:0004745)	2/19	6.122905e-02	2.344355e-01	0	0	5.413426e+00	1.512042e+01	AKR1A1;AKR1C3
GO_Molecular_Function_2023	UDP-galactosyltransferase Activity (GO:0035250)	2/19	6.122905e-02	2.344355e-01	0	0	5.413426e+00	1.512042e+01	B4GALT1;B4GAT1
GO_Molecular_Function_2023	Alcohol Dehydrogenase (NADP+) Activity (GO:0008106)	2/19	6.122905e-02	2.344355e-01	0	0	5.413426e+00	1.512042e+01	AKR1E2;AKR1C3
GO_Molecular_Function_2023	Cell-Cell Adhesion Mediator Activity (GO:0098632)	3/43	6.368475e-02	2.374212e-01	0	0	3.455130e+00	9.514771e+00	KRT18;CLSTN3;CNTN1
GO_Molecular_Function_2023	Single-Stranded RNA Binding (GO:0003727)	3/43	6.368475e-02	2.374212e-01	0	0	3.455130e+00	9.514771e+00	DHX9;HNRNPC;HNRNPA1
GO_Molecular_Function_2023	snRNA Binding (GO:0017069)	3/43	6.368475e-02	2.374212e-01	0	0	3.455130e+00	9.514771e+00	DDX39B;SNRPD3;HNRNPC
