"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BDM_vs_BT","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
0.886175000000001,18.3297875,30.194393211477,6.9235002887913e-09,2.85925609575232e-06,11.3814837851912,"ADH1G_HUMAN",33,35.6459107082177,7.90836353311572e-10,3.21903915085379e-07,0.886175000000001,"Up in BT",6.4922737412714,"ADH1C","Alcohol dehydrogenase 1C","ADH1G_HUMAN"
-0.610049999999999,13.942825,-23.0194244130488,4.85210828662003e-08,7.58060477919285e-06,9.48221320083904,"APOB_HUMAN",239,-35.4970416470243,8.16593397389967e-10,3.21903915085379e-07,-0.610049999999999,"Up in BDM",6.4922737412714,"APOB","Apolipoprotein B-100","APOB_HUMAN"
0.850125000000002,16.0786125,31.9808173501629,4.57823638387757e-09,2.30739716950388e-06,11.7647600520657,"AK1C4_HUMAN",23,35.495672769817,8.16834592630166e-10,3.21903915085379e-07,0.850125000000002,"Up in BT",6.4922737412714,"AKR1C4","Aldo-keto reductase family 1 member C4","AK1C4_HUMAN"
-1.13815,13.30835,-31.5894996230588,5.00245925027891e-09,2.30739716950388e-06,11.6833256875117,"BGH3_HUMAN",32,-35.3673819942864,8.39800543785353e-10,3.21903915085379e-07,-1.13815,"Up in BDM",6.4922737412714,"TGFBI","Transforming growth factor-beta-induced protein ig-h3","BGH3_HUMAN"
-2.001275,10.2494625,-40.1027998423838,8.96057324149388e-10,1.22431299056278e-06,13.1891348469556,"SYUG_HUMAN",9,-35.2371885358449,8.63855346655079e-10,3.21903915085379e-07,-2.001275,"Up in BDM",6.4922737412714,"SNCG","Gamma-synuclein","SYUG_HUMAN"
-1.1549,12.081125,-32.0522336309226,4.50531083808871e-09,2.30739716950388e-06,11.7794749059837,"K1C19_HUMAN",26,-34.9947388878501,9.10753603578786e-10,3.24624262701691e-07,-1.1549,"Up in BDM",6.48861902374678,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN"
-0.686500000000001,10.73145,-27.3853764393811,1.39680257146507e-08,4.55730478290574e-06,10.7136418929418,"ITA2_HUMAN",32,-34.0882918423747,1.11341444765386e-09,3.73741356614172e-07,-0.686500000000001,"Up in BDM",6.42742884232819,"ITGA2","Integrin alpha-2","ITA2_HUMAN"
-1.07705,12.6126,-31.8011839141718,4.76767620692332e-09,2.30739716950388e-06,11.7275478946228,"PAI1_HUMAN",22,-33.9844052605492,1.1397333392723e-09,3.73741356614172e-07,-1.07705,"Up in BDM",6.42742884232819,"SERPINE1","Plasminogen activator inhibitor 1","PAI1_HUMAN"
0.847550000000002,13.99525,29.3567893594443,8.47595827641486e-09,3.30885266428805e-06,11.1911437553858,"AL8A1_HUMAN",26,33.1952014691322,1.3642658507309e-09,4.30163517088149e-07,0.847550000000002,"Up in BT",6.36636642565282,"ALDH8A1","2-aminomuconic semialdehyde dehydrogenase","AL8A1_HUMAN"
0.5169,15.8737,21.0311434108369,9.25495599094216e-08,1.06114236806862e-05,8.82406120609491,"AOXA_HUMAN",91,32.9335547839123,1.44942439239755e-09,4.4008819143982e-07,0.5169,"Up in BT",6.35646028438259,"AOX1","Aldehyde oxidase","AOXA_HUMAN"
0.895800000000001,16.86785,27.527133775485,1.34595420113025e-08,4.55730478290574e-06,10.7494415298294,"SBP1_HUMAN",39,32.2511726154242,1.7012195648049e-09,4.89529205047084e-07,0.895800000000001,"Up in BT",6.3102213933145,"SELENBP1","Methanethiol oxidase","SBP1_HUMAN"
0.631875000000001,16.9418125,27.2554002943167,1.44535160228774e-08,4.55730478290574e-06,10.6806086848134,"ADH4_HUMAN",25,32.1764236077329,1.73168418472377e-09,4.89529205047084e-07,0.631875000000001,"Up in BT",6.3102213933145,"ADH4","All-trans-retinol dehydrogenase [NAD(+)] ADH4","ADH4_HUMAN"
0.625899999999998,16.2877,25.5883091686592,2.27358677090704e-08,5.64814071148362e-06,10.2383973215911,"GLYC_HUMAN",30,31.6068821118165,1.98512648957633e-09,5.42468898718225e-07,0.625899999999998,"Up in BT",6.26562515610109,"SHMT1","Serine hydroxymethyltransferase, cytosolic","GLYC_HUMAN"
-0.713250000000002,12.43815,-24.2131935680138,3.37827322676028e-08,6.9564586315988e-06,9.84574893232225,"HKDC1_HUMAN",55,-30.6607562507225,2.50437945651501e-09,6.62287186597097e-07,-0.713250000000002,"Up in BDM",6.17895364725419,"HKDC1","Hexokinase HKDC1","HKDC1_HUMAN"
-0.364349999999998,14.471,-16.3545496859215,5.53184608471702e-07,2.91898244177483e-05,6.9490353395962,"IQGA1_HUMAN",91,-30.2604738330612,2.76898516039317e-09,7.09379385778226e-07,-0.364349999999998,"Non-significant",6.14912143606825,"IQGAP1","Ras GTPase-activating-like protein IQGAP1","IQGA1_HUMAN"
0.831000000000001,11.832675,25.9846860244906,2.03618670731016e-08,5.21645582079021e-06,10.3467565883891,"GYS2_HUMAN",33,29.9498024006906,2.99619035827925e-09,7.44326319914343e-07,0.831000000000001,"Up in BT",6.12823662377118,"GYS2","Glycogen [starch] synthase, liver","GYS2_HUMAN"
1.196325,13.2477375,30.163000936722,6.97549669615105e-09,2.85925609575232e-06,11.37447714041,"GNMT_HUMAN",15,29.7235247927125,3.17493932096296e-09,7.65533898625128e-07,1.196325,"Up in BT",6.11603557353544,"GNMT","Glycine N-methyltransferase","GNMT_HUMAN"
-0.787300000000002,11.07,-25.386042189502,2.40675776746803e-08,5.80311769932437e-06,10.1822948183539,"ITA7_HUMAN",33,-29.4940818414018,3.36857971651916e-09,7.89017614743544e-07,-0.787300000000002,"Up in BDM",6.10291330109916,"ITGA7","Integrin alpha-7","ITA7_HUMAN"
0.611565000000001,10.2396425,20.9518977572294,9.50778528166119e-08,1.06773731149395e-05,8.79634045517682,"SYNE2_HUMAN",160,28.8488278210285,3.98862616575223e-09,9.08298814078799e-07,0.611565000000001,"Up in BT",6.04177125284825,"SYNE2","Nesprin-2","SYNE2_HUMAN"
0.742625000000004,15.8397375,23.9169975255439,3.68968439516359e-08,7.20191254084551e-06,9.75759761329054,"FTCD_HUMAN",36,28.1285538013905,4.83795946261828e-09,1.07193491012283e-06,0.742625000000004,"Up in BT",5.96983158500959,"FTCD","Formimidoyltransferase-cyclodeaminase","FTCD_HUMAN"
0.614425000000001,14.8463875,24.1648547675874,3.42699114978246e-08,6.9564586315988e-06,9.83145239692402,"GPDA_HUMAN",25,27.8076624687653,5.28074485298865e-09,1.13925121854739e-06,0.614425000000001,"Up in BT",5.94338049822225,"GPD1","Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic","GPDA_HUMAN"
0.985375000000001,15.0693875,25.2007889828517,2.53655221035389e-08,5.94133000585176e-06,10.1304233328933,"CP2C9_HUMAN",28,27.4877544280812,5.76823834665938e-09,1.21251328117727e-06,0.985375000000001,"Up in BT",5.91631349568618,"CYP2C9","Cytochrome P450 2C9","CP2C9_HUMAN"
-0.574725000000001,11.6659125,-21.8330696195588,7.08402358408062e-08,9.36690731327305e-06,9.09794728153179,"BMP1_HUMAN",35,-27.1698803011785,6.30353173980207e-09,1.2615843466487e-06,-0.574725000000001,"Up in BDM",5.89908370823834,"BMP1","Bone morphogenetic protein 1","BMP1_HUMAN"
0.947399999999998,10.985775,23.7948446556581,3.82751842163471e-08,7.29720837687473e-06,9.72085757017891,"DPYD_HUMAN",55,27.1665322176487,6.30946062607911e-09,1.2615843466487e-06,0.947399999999998,"Up in BT",5.89908370823834,"DPYD","Dihydropyrimidine dehydrogenase [NADP(+)]","DPYD_HUMAN"
0.734424999999998,13.1755125,24.3657626194991,3.22959402921212e-08,6.9564586315988e-06,9.89064552896084,"BUP1_HUMAN",23,26.5784670268693,7.45559635137538e-09,1.45526140210894e-06,0.734424999999998,"Up in BT",5.83705898929194,"UPB1","Beta-ureidopropionase","BUP1_HUMAN"
0.514874999999998,13.9293125,21.0483698010866,9.20101198500031e-08,1.06114236806862e-05,8.83007118122904,"ACSA_HUMAN",31,26.2583710041317,8.17719329737698e-09,1.54453255999214e-06,0.514874999999998,"Up in BT",5.81120293198806,"ACSS2","Acetyl-coenzyme A synthetase, cytoplasmic","ACSA_HUMAN"
0.614149999999999,17.727975,23.2704312840575,4.48971139555155e-08,7.58060477919285e-06,9.5605058053903,"LDHA_HUMAN",24,26.2113227162732,8.28975757985534e-09,1.54453255999214e-06,0.614149999999999,"Up in BT",5.81120293198806,"LDHA","L-lactate dehydrogenase A chain","LDHA_HUMAN"
0.601100000000001,15.11295,22.8469934263517,5.12032779379653e-08,7.77341615806369e-06,9.42783685945611,"HEM2_HUMAN",25,26.0803787511768,8.61236283277683e-09,1.55311173655513e-06,0.601100000000001,"Up in BT",5.80879729840944,"ALAD","Delta-aminolevulinic acid dehydratase","HEM2_HUMAN"
0.823700000000002,15.764175,23.2277343162048,4.54912431810345e-08,7.58060477919285e-06,9.54725949172087,"ALDOC_HUMAN",31,25.9879338663346,8.84865261088121e-09,1.55311173655513e-06,0.823700000000002,"Up in BT",5.80879729840944,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN"
0.620674999999995,14.9075375,21.0106431933617,9.31962070028549e-08,1.06114236806862e-05,8.81690164108256,"KPYR_HUMAN",45,25.9325165897685,8.99380331036994e-09,1.55311173655513e-06,0.620674999999995,"Up in BT",5.80879729840944,"PKLR","Pyruvate kinase PKLR","KPYR_HUMAN"
-0.879299999999999,13.400625,-22.5924502856319,5.5476490299474e-08,8.04495894791252e-06,9.3466681697495,"TSP1_HUMAN",50,-25.7953045124163,9.3648993685208e-09,1.55311173655513e-06,-0.879299999999999,"Up in BDM",5.80879729840944,"THBS1","Thrombospondin-1","TSP1_HUMAN"
-1.08025,14.104375,-26.5776703454664,1.73176773985272e-08,4.73234397710421e-06,10.5050577093522,"IL18_HUMAN",14,-25.7949168795887,9.36597192919876e-09,1.55311173655513e-06,-1.08025,"Up in BDM",5.80879729840944,"IL18","Interleukin-18","IL18_HUMAN"
0.822574999999997,13.9827875,24.1147090815887,3.47837579078662e-08,6.9564586315988e-06,9.81658469681752,"CGL_HUMAN",22,25.7566629015905,9.47250388238064e-09,1.55311173655513e-06,0.822574999999997,"Up in BT",5.80879729840944,"CTH","Cystathionine gamma-lyase","CGL_HUMAN"
0.727225000000001,12.0287375,22.7088794679063,5.34735420975727e-08,7.9704745111982e-06,9.38392908611617,"PURA1_HUMAN",29,25.6725962978427,9.71145674291977e-09,1.56106906624424e-06,0.727225000000001,"Up in BT",5.80657788205916,"ADSS1","Adenylosuccinate synthetase isozyme 1","PURA1_HUMAN"
0.598299999999998,11.67815,21.5609361189334,7.74827308660902e-08,9.77236042523396e-06,9.0063344849412,"UAP1_HUMAN",31,25.6057948321242,9.90619034923869e-09,1.56174900928959e-06,0.598299999999998,"Up in BT",5.80638876088071,"UAP1","UDP-N-acetylhexosamine pyrophosphorylase","UAP1_HUMAN"
0.614124999999998,14.9702125,22.9943970387091,4.89002967057105e-08,7.58060477919285e-06,9.47435094845999,"PBLD_HUMAN",23,25.5026452453333,1.02156002602516e-08,1.58014133836872e-06,0.614124999999998,"Up in BT",5.80130406511627,"PBLD","Phenazine biosynthesis-like domain-containing protein","PBLD_HUMAN"
0.756099999999993,16.65335,23.1398298911683,4.67427866985334e-08,7.58060477919285e-06,9.51989604090387,"GSTM1_HUMAN",24,25.2292452492237,1.10898322594194e-08,1.66380506408514e-06,0.756099999999993,"Up in BT",5.77889755818437,"GSTM1","Glutathione S-transferase Mu 1","GSTM1_HUMAN"
0.41755,14.123725,17.7758418104601,3.06477092131264e-07,2.17943029441334e-05,7.57568881116901,"AASS_HUMAN",44,25.2076549187652,1.11623906470703e-08,1.66380506408514e-06,0.41755,"Non-significant",5.77889755818437,"AASS","Alpha-aminoadipic semialdehyde synthase, mitochondrial","AASS_HUMAN"
0.865775000000006,17.8684625,26.6171099172148,1.71343209342053e-08,4.73234397710421e-06,10.5154284374446,"ADH1B_HUMAN",14,25.0451928012716,1.17258840323068e-08,1.67614424418333e-06,0.865775000000006,"Up in BT",5.77568860995557,"ADH1B","All-trans-retinol dehydrogenase [NAD(+)] ADH1B","ADH1B_HUMAN"
2.1841125,7.74896875,26.4013728171806,1.81650385846428e-08,4.80377375215813e-06,10.458461377517,"HBB_HUMAN",8,25.0114297779953,1.18469779053089e-08,1.67614424418333e-06,2.1841125,"Up in BT",5.77568860995557,"HBB","Hemoglobin subunit beta","HBB_HUMAN"
-0.652949999999997,12.010725,-21.3459792091178,8.32320985558481e-08,1.01841305068783e-05,8.93301240181573,"TFR1_HUMAN",34,-25.0082245873407,1.185854673855e-08,1.67614424418333e-06,-0.652949999999997,"Up in BDM",5.77568860995557,"TFRC","Transferrin receptor protein 1","TFR1_HUMAN"
0.737250000000001,12.6793,23.020395782745,4.85064322191481e-08,7.58060477919285e-06,9.48251814731022,"AK1D1_HUMAN",23,24.9414747769799,1.21023951156719e-08,1.68161754505557e-06,0.737250000000001,"Up in BT",5.77427277010683,"AKR1D1","Aldo-keto reductase family 1 member D1","AK1D1_HUMAN"
0.976104999999999,9.5361575,22.987293296931,4.90085451692145e-08,7.58060477919285e-06,9.47211747624769,"GLSL_HUMAN",27,24.7690502231047,1.27589077877872e-08,1.74329210073799e-06,0.976104999999999,"Up in BT",5.75862983772642,"GLS2","Glutaminase liver isoform, mitochondrial","GLSL_HUMAN"
0.5593,13.9189,21.3874366092985,8.20865259069686e-08,1.01841305068783e-05,8.94722018355652,"BGLR_HUMAN",24,24.133643847466,1.55498995382164e-08,2.04594826906014e-06,0.5593,"Up in BT",5.68910535143801,"GUSB","Beta-glucuronidase","BGLR_HUMAN"
-0.6287,13.6641,-22.2163068505722,6.25542245339591e-08,8.69185648693893e-06,9.22472050540133,"EHD1_HUMAN",22,-24.1325688842931,1.55551713323259e-08,2.04594826906014e-06,-0.6287,"Up in BDM",5.68910535143801,"EHD1","EH domain-containing protein 1","EHD1_HUMAN"
0.431650000000005,15.71435,17.0319482542225,4.15031262528195e-07,2.48352283956653e-05,7.25473294371301,"C1TC_HUMAN",59,24.0943583939668,1.57438781539895e-08,2.04594826906014e-06,0.431650000000005,"Non-significant",5.68910535143801,"MTHFD1","C-1-tetrahydrofolate synthase, cytoplasmic","C1TC_HUMAN"
-2.0040225,8.33239625,-23.0885922122999,4.74903162881469e-08,7.58060477919285e-06,9.5038890639572,"MCM5_HUMAN",27,-24.0487971313306,1.59722724103255e-08,2.04594826906014e-06,-2.0040225,"Up in BDM",5.68910535143801,"MCM5","DNA replication licensing factor MCM5","MCM5_HUMAN"
-0.582299999999996,13.453925,-21.9240335668959,6.87660526734002e-08,9.24170655436943e-06,9.12827273659868,"GBA1_HUMAN",22,-23.9943086955348,1.62503417113863e-08,2.04954309769146e-06,-0.582299999999996,"Up in BDM",5.68834294492845,"GBA1","Lysosomal acid glucosylceramidase","GBA1_HUMAN"
0.638025000000001,12.3093125,19.9175750250845,1.36434137572354e-07,1.36400860953434e-05,8.42309953457695,"XDH_HUMAN",47,23.9305800796122,1.65825204570812e-08,2.05975004101745e-06,0.638025000000001,"Up in BT",5.68618547982182,"XDH","Xanthine dehydrogenase/oxidase","XDH_HUMAN"
0.473899999999999,11.382875,17.8967441101205,2.9207668835459e-07,2.13789704565262e-05,7.62646935222312,"KPBB_HUMAN",49,23.7158011792936,1.77597669523555e-08,2.17305327575239e-06,0.473899999999999,"Non-significant",5.66292962614995,"PHKB","Phosphorylase b kinase regulatory subunit beta","KPBB_HUMAN"
-1.502305,9.6044975,-22.5216708523658,5.67357391645763e-08,8.04495894791252e-06,9.32390520180115,"ITA3_HUMAN",23,-23.4770272797734,1.91806051457568e-08,2.31239119095463e-06,-1.502305,"Up in BDM",5.63593869373693,"ITGA3","Integrin alpha-3","ITA3_HUMAN"
-0.600349999999999,11.489175,-19.603262444214,1.52809684183267e-07,1.45666719876096e-05,8.3052916604543,"S12A4_HUMAN",38,-23.3296430513992,2.01214816640481e-08,2.39066531422995e-06,-0.600349999999999,"Up in BDM",5.62148121951662,"SLC12A4","Solute carrier family 12 member 4","S12A4_HUMAN"
0.521725000000002,15.4180875,18.0948161637137,2.70113545496606e-07,2.04182781280721e-05,7.70885569515445,"PYGL_HUMAN",56,23.2217129926359,2.08435447134162e-08,2.41820170686349e-06,0.521725000000002,"Up in BT",5.61650747662487,"PYGL","Glycogen phosphorylase, liver form","PYGL_HUMAN"
-0.684799999999999,13.62055,-20.8586424595984,9.81541938308957e-08,1.08738929868336e-05,8.76356377162558,"MUC18_HUMAN",27,-23.2071494771875,2.09431960462683e-08,2.41820170686349e-06,-0.684799999999999,"Up in BDM",5.61650747662487,"MCAM","Cell surface glycoprotein MUC18","MUC18_HUMAN"
-1.1575,10.9549,-22.017700957004,6.67020211827953e-08,9.11371949427593e-06,9.15934578266743,"CCN1_HUMAN",22,-23.0336516695049,2.21726500369215e-08,2.49530653495526e-06,-1.1575,"Up in BDM",5.60287609602764,"CCN1","CCN family member 1","CCN1_HUMAN"
-0.420549999999999,15.74145,-15.6176546567435,7.66197825235871e-07,3.60993665016303e-05,6.60079910076943,"FLNA_HUMAN",147,-23.02722457008,2.22197337218509e-08,2.49530653495526e-06,-0.420549999999999,"Non-significant",5.60287609602764,"FLNA","Filamin-A","FLNA_HUMAN"
-1.05391,8.919895,-21.567091309604,7.73248762161297e-08,9.77236042523396e-06,9.00842148873262,"BICC1_HUMAN",25,-22.8545531093614,2.35279163583931e-08,2.60651159873117e-06,-1.05391,"Up in BDM",5.58394033816311,"BICC1","Protein bicaudal C homolog 1","BICC1_HUMAN"
-0.238200000000001,14.1394,-10.7527062457815,1.03352208025357e-05,0.00019125991002074,3.7719370111198,"EPIPL_HUMAN",162,-22.8106750965393,2.38740409205443e-08,2.6095918328883e-06,-0.238200000000001,"Non-significant",5.58342741549183,"EPPK1","Epiplakin","EPIPL_HUMAN"
-0.515525,12.9426875,-18.9016020820489,1.98087231452118e-07,1.76512948200486e-05,8.03445457238445,"P4HA2_HUMAN",32,-22.7343755214222,2.44896855561594e-08,2.64141258988408e-06,-0.515525,"Up in BDM",5.57816375649289,"P4HA2","Prolyl 4-hydroxylase subunit alpha-2","P4HA2_HUMAN"
-0.491650000000002,13.307975,-17.4006950322418,3.56559083411017e-07,2.3526903859884e-05,7.41569113217824,"ITAV_HUMAN",58,-22.6864647397596,2.48854148937264e-08,2.64141258988408e-06,-0.491650000000002,"Non-significant",5.57816375649289,"ITGAV","Integrin alpha-V","ITAV_HUMAN"
-0.533700000000001,15.6041,-18.3027272243051,2.49052906113653e-07,1.9822676935143e-05,7.79427553205944,"KPYM_HUMAN",44,-22.6500656944714,2.51908849517827e-08,2.64141258988408e-06,-0.533700000000001,"Up in BDM",5.57816375649289,"PKM","Pyruvate kinase PKM","KPYM_HUMAN"
0.378099999999996,13.599625,17.1060424813584,4.02457710593483e-07,2.46496042944171e-05,7.28737556990558,"ACSL5_HUMAN",31,22.5486994547443,2.60641107448415e-08,2.64141258988408e-06,0.378099999999996,"Non-significant",5.57816375649289,"ACSL5","Long-chain-fatty-acid--CoA ligase 5","ACSL5_HUMAN"
0.556625000000002,11.7947125,17.5248627104967,3.39020149065044e-07,2.34158977308098e-05,7.46906007556887,"ACACB_HUMAN",121,22.5418131777982,2.61246606324983e-08,2.64141258988408e-06,0.556625000000002,"Up in BT",5.57816375649289,"ACACB","Acetyl-CoA carboxylase 2","ACACB_HUMAN"
0.564824999999999,15.4371875,18.3244738250764,2.46959878276727e-07,1.9822676935143e-05,7.80314829467929,"TRFE_HUMAN",51,22.5368578985307,2.61683297591758e-08,2.64141258988408e-06,0.564824999999999,"Up in BT",5.57816375649289,"TF","Serotransferrin","TRFE_HUMAN"
0.673825000000004,17.0435375,24.7634914130302,2.87573899818609e-08,6.54869675198044e-06,10.0060903239503,"DOPD_HUMAN",14,22.5084167440377,2.64205699402896e-08,2.64141258988408e-06,0.673825000000004,"Up in BT",5.57816375649289,"DDT","D-dopachrome decarboxylase","DOPD_HUMAN"
0.839725000000001,11.7239625,21.6917330591544,7.42056429666111e-08,9.65615652444886e-06,9.05053426228405,"ASM3A_HUMAN",18,22.2367582504288,2.89731667008398e-08,2.86171109172873e-06,0.839725000000001,"Up in BT",5.54337421320425,"SMPDL3A","Cyclic GMP-AMP phosphodiesterase SMPDL3A","ASM3A_HUMAN"
-0.506207500000002,9.91959625,-17.1650376980557,3.92755130362014e-07,2.43924739296045e-05,7.31325731291442,"LAMB2_HUMAN",62,-21.99880403886,3.14393292534528e-08,3.06832882404531e-06,-0.506207500000002,"Up in BDM",5.51309810012852,"LAMB2","Laminin subunit beta-2","LAMB2_HUMAN"
0.679349999999999,15.447325,21.0853628944087,9.08637183793844e-08,1.06114236806862e-05,8.84295822208025,"ADH6_HUMAN",19,21.8741500069618,3.28252075918509e-08,3.16589472750581e-06,0.679349999999999,"Up in BT",5.499503530416,"ADH6","Alcohol dehydrogenase 6","ADH6_HUMAN"
0.67995,13.94425,26.8515419822346,1.60889225548172e-08,4.7106066822997e-06,10.5766744905482,"PGDH_HUMAN",12,21.739790923866,3.43966996829386e-08,3.27888539535734e-06,0.67995,"Up in BT",5.48427376266388,"HPGD","15-hydroxyprostaglandin dehydrogenase [NAD(+)]","PGDH_HUMAN"
-0.488375,14.9447375,-18.053637284133,2.74520712709071e-07,2.04592800253542e-05,7.6918094162571,"ITB1_HUMAN",31,-21.6260294515336,3.57938273251796e-08,3.37284823461864e-06,-0.488375,"Non-significant",5.47200319997609,"ITGB1","Integrin beta-1","ITB1_HUMAN"
-0.724724999999996,10.4804375,-20.0202873249651,1.31522202517622e-07,1.34777377029933e-05,8.46114166043567,"GLSK_HUMAN",24,-21.5926896643238,3.62153271497953e-08,3.37378695425025e-06,-0.724724999999996,"Up in BDM",5.47188234543237,"GLS","Glutaminase kidney isoform, mitochondrial","GLSK_HUMAN"
0.704424999999999,15.0771875,19.9182976868608,1.36398858190697e-07,1.36400860953434e-05,8.42336796734547,"BHMT2_HUMAN",24,21.5311952028299,3.70075439533024e-08,3.40885219470981e-06,0.704424999999999,"Up in BT",5.46739182904789,"BHMT2","S-methylmethionine--homocysteine S-methyltransferase BHMT2","BHMT2_HUMAN"
