"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","B2_vs_D","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-0.658050000000003,11.7747,-25.5834592890152,1.98323936646131e-08,3.4592758140957e-06,10.2731807536163,"A0AAG2UXZ5_HUMAN;COIA1_HUMAN",30,-31.1310217876211,1.82843005921395e-09,4.28270560726741e-07,-0.658050000000003,"Up in B2",6.36828177793439,"COL18A1","Collagen type XVIII alpha 1 chain;Collagen alpha-1(XVIII) chain","A0AAG2UXZ5_HUMAN;COIA1_HUMAN"
0.9474,12.0182,27.5512072030499,1.15874481723615e-08,2.20916046783766e-06,10.8419854735854,"RO52_HUMAN",27,30.5439256020828,2.11885642045877e-09,4.82405266588376e-07,0.9474,"Up in D",6.31658795949605,"TRIM21","E3 ubiquitin-protein ligase TRIM21","RO52_HUMAN"
3.266175,14.3440625,29.0319991026775,7.92351433576496e-09,1.66556334678464e-06,11.2407512428414,"OAS3_HUMAN",45,30.2812021950275,2.26540218252253e-09,4.82405266588376e-07,3.266175,"Up in D",6.31658795949605,"OAS3","2'-5'-oligoadenylate synthase 3","OAS3_HUMAN"
1.23275,11.7924,28.4713547419201,9.12891783687042e-09,1.82533825430887e-06,11.0925442215324,"5NT3A_HUMAN",23,30.2358793106943,2.29182155176304e-09,4.82405266588376e-07,1.23275,"Up in D",6.31658795949605,"NT5C3A","Cytosolic 5'-nucleotidase 3A","5NT3A_HUMAN"
-7.2309925,9.17890375,-29.9796803814828,6.27438418469919e-09,1.42881670961567e-06,11.4839869456834,"Q15194_HBV",5,-30.1850191179466,2.32188310330511e-09,4.82405266588376e-07,-7.2309925,"Up in B2",6.31658795949605,"PreC-C","Capsid protein","Q15194_HBV"
0.737025000000001,14.8336375,27.7892525303732,1.08860858687502e-08,2.12486028457177e-06,10.9077017540469,"APOL2_HUMAN",21,30.1318747709052,2.35377051275129e-09,4.82405266588376e-07,0.737025000000001,"Up in D",6.31658795949605,"APOL2","Apolipoprotein L2","APOL2_HUMAN"
0.635025000000002,16.1994625,23.6600240382889,3.49281033112548e-08,5.40265265935221e-06,9.66851240971285,"AMPL_HUMAN",38,29.6989888486656,2.63270820943742e-09,5.2641321709678e-07,0.635025000000002,"Up in D",6.27867321506253,"LAP3","Cytosol aminopeptidase","AMPL_HUMAN"
1.644455,9.3120225,28.8478007427193,8.29839445347193e-09,1.70075594323907e-06,11.192420128019,"TREX1_HUMAN",15,29.1677050498957,3.02733149275988e-09,5.90906275658226e-07,1.644455,"Up in D",6.22848139761677,"TREX1","Three-prime repair exonuclease 1","TREX1_HUMAN"
-2.622095,10.3907275,-27.2842870834316,1.24356436093157e-08,2.31698650702659e-06,10.7675343067807,"TSP4_HUMAN",21,-28.2665964889061,3.85895086926691e-09,7.27033469073251e-07,-2.622095,"Up in B2",6.13844559588202,"THBS4","Thrombospondin-4","TSP4_HUMAN"
-0.429650000000001,12.5848,-17.6006836389935,2.94384616296018e-07,3.0940578005061e-05,7.35176073608511,"LRP1_HUMAN",189,-28.2259694865523,3.90210693330362e-09,7.27033469073251e-07,-0.429650000000001,"Non-significant",6.13844559588202,"LRP1","Prolow-density lipoprotein receptor-related protein 1","LRP1_HUMAN"
2.1870475,6.74951125,29.2485513167231,7.50714979674786e-09,1.61956879036155e-06,11.2971260486308,"IRF7_HUMAN",9,28.0900687946951,4.05047007333096e-09,7.37905636914827e-07,2.1870475,"Up in D",6.13199917203524,"IRF7","Interferon regulatory factor 7","IRF7_HUMAN"
1.568325,12.1023625,37.3191471846408,1.27504488207854e-09,4.75128088330905e-07,13.1064468629149,"BST2_HUMAN",7,27.954650789303,4.20466044408426e-09,7.49343615665278e-07,1.568325,"Up in D",6.12531898848627,"BST2","Bone marrow stromal antigen 2","BST2_HUMAN"
0.808325,11.7145125,23.3324921184778,3.86340065843463e-08,5.78790151086784e-06,9.56023154293668,"UBA7_HUMAN",43,27.1061737947237,5.33562138645415e-09,9.22887915223203e-07,0.808325,"Up in D",6.03485104085481,"UBA7","Ubiquitin-like modifier-activating enzyme 7","UBA7_HUMAN"
1.65356,8.88526,25.4045417627825,2.08671123075772e-08,3.56392888953162e-06,10.2190700807905,"SAMD9_HUMAN",42,27.031814783983,5.45007520733659e-09,9.22887915223203e-07,1.65356,"Up in D",6.03485104085481,"SAMD9","Sterile alpha motif domain-containing protein 9","SAMD9_HUMAN"
0.959850000000003,11.95145,24.7419801967541,2.52699195353027e-08,4.14325600700823e-06,10.0149774370482,"NUB1_HUMAN",27,26.9896752991733,5.51616343570834e-09,9.22887915223203e-07,0.959850000000003,"Up in D",6.03485104085481,"NUB1","NEDD8 ultimate buster 1","NUB1_HUMAN"
-0.537274999999992,15.7358875,-21.5975920507543,6.75208223981591e-08,9.38196105118827e-06,8.95805179911105,"APOE_HUMAN",29,-26.3830596446276,6.57496111890896e-09,1.07803062505631e-06,-0.537274999999992,"Up in B2",5.96736890139043,"APOE","Apolipoprotein E","APOE_HUMAN"
0.917399999999999,11.681625,25.1911396849917,2.21823154307193e-08,3.71123718165382e-06,10.1539788689009,"APOL3_HUMAN",18,25.882944776297,7.6219321796491e-09,1.22518823546595e-06,0.917399999999999,"Up in D",5.91179718203911,"APOL3","Apolipoprotein L3","APOL3_HUMAN"
-6.9998875,9.20050625,-26.7799654104923,1.42380279476937e-08,2.53746419815637e-06,10.6246112577802,"Q6VBP1_HBV",1,-25.6344815293138,8.21106393945075e-09,1.29450581106956e-06,-6.9998875,"Up in B2",5.88789599566574,"S","Large envelope protein","Q6VBP1_HBV"
0.909000000000001,14.9646,23.7102281909619,3.43965219021864e-08,5.40265265935221e-06,9.68496639402648,"GBP1_HUMAN",22,25.2224520331318,9.30469579784918e-09,1.43924332359939e-06,0.909000000000001,"Up in D",5.84186577648507,"GBP1","Guanylate-binding protein 1","GBP1_HUMAN"
0.7423,11.669825,21.0034269640673,8.25765809792124e-08,1.12377719611356e-05,8.73990759812537,"DSRAD_HUMAN",59,24.7530218046665,1.07556749296737e-08,1.63287079765675e-06,0.7423,"Up in D",5.78704817783811,"ADAR","Double-stranded RNA-specific adenosine deaminase","DSRAD_HUMAN"
-2.266505,8.7248625,-24.2455415748928,2.92644597813447e-08,4.70411845661694e-06,9.85809726025671,"AMY1B_HUMAN;AMY1C_HUMAN;AMY1A_HUMAN",12,-24.515083356388,1.15873611721586e-08,1.72072654102383e-06,-2.266505,"Up in B2",5.76428814254909,"AMY1B;AMY1C;AMY1A","Alpha-amylase 1B;Alpha-amylase 1C;Alpha-amylase 1A","AMY1B_HUMAN;AMY1C_HUMAN;AMY1A_HUMAN"
0.714274999999999,11.9357625,20.9669471667878,8.36184544558758e-08,1.12377719611356e-05,8.72630272929967,"DTX3L_HUMAN",43,24.4696787986067,1.17541700777427e-08,1.72072654102383e-06,0.714274999999999,"Up in D",5.76428814254909,"DTX3L","E3 ubiquitin-protein ligase DTX3L","DTX3L_HUMAN"
-0.407099999999996,12.43055,-16.8082783871838,4.09441744811569e-07,4.09341880971371e-05,6.9889855558403,"CSDE1_HUMAN",47,-23.425670776465,1.64480000950034e-08,2.36562639962873e-06,-0.407099999999996,"Non-significant",5.62605384186835,"CSDE1","Cold shock domain-containing protein E1","CSDE1_HUMAN"
-1.139975,11.9757125,-22.1658477494926,5.59746652462159e-08,7.91172940842203e-06,9.16081398607475,"APOA5_HUMAN",23,-23.3422199202409,1.69063340675743e-08,2.38962287389611e-06,-1.139975,"Up in B2",5.62167063323984,"APOA5","Apolipoprotein A-V","APOA5_HUMAN"
1.446475,11.0934375,23.2580941834642,3.9536775385289e-08,5.78790151086784e-06,9.53540716109171,"NAT8_HUMAN",11,22.6091685281376,2.16134572891122e-08,3.00317157383291e-06,1.446475,"Up in D",5.52241985546658,"NAT8","N-acetyltransferase 8","NAT8_HUMAN"
1.1627275,9.80883625,23.3031895753045,3.89867510688667e-08,5.78790151086784e-06,9.55046435545338,"CDHR5_HUMAN",12,22.4455996886918,2.2855259896688e-08,3.09316778930302e-06,1.1627275,"Up in D",5.50959652099522,"CDHR5","Cadherin-related family member 5","CDHR5_HUMAN"
-0.34965,14.298475,-14.2128038087361,1.35253903855228e-06,9.72641670004522e-05,5.66853087236574,"UTRN_HUMAN",162,-22.4251911014679,2.30157642287734e-08,3.09316778930302e-06,-0.34965,"Non-significant",5.50959652099522,"UTRN","Utrophin","UTRN_HUMAN"
-0.884814999999996,10.4632425,-20.0981825780765,1.13441264652455e-07,1.4761769644775e-05,8.39474749172845,"TRFL_HUMAN",33,-21.9525246752793,2.71129925005594e-08,3.58503729870299e-06,-0.884814999999996,"Up in B2",5.44550632157592,"LTF","Lactotransferrin","TRFL_HUMAN"
0.759324999999999,13.1157875,19.7415117986831,1.29053372102497e-07,1.65309303827542e-05,8.25426659593234,"HOIL1_HUMAN",29,21.7191575276887,2.94345711893276e-08,3.81322223839296e-06,0.759324999999999,"Up in D",5.41870788287343,"RBCK1","RanBP-type and C3HC4-type zinc finger-containing protein 1","HOIL1_HUMAN"
1.67015,11.53245,20.6545328306168,9.31784620642012e-08,1.232059729036e-05,8.60876013004902,"STAT2_HUMAN",35,21.6872557467676,2.97689952741095e-08,3.81322223839296e-06,1.67015,"Up in D",5.41870788287343,"STAT2","Signal transducer and activator of transcription 2","STAT2_HUMAN"
0.659249999999998,15.2883,19.1233097878651,1.62250890839982e-07,1.95607765162673e-05,8.00441616344595,"TYPH_HUMAN",30,21.4887790413908,3.19483169020131e-08,4.02464137042198e-06,0.659249999999998,"Up in D",5.39527281288268,"TYMP","Thymidine phosphorylase","TYPH_HUMAN"
0.694582500000001,10.13915875,19.6411824043249,1.33874472430522e-07,1.66288321967488e-05,8.21427398025392,"TLR3_HUMAN",25,21.4494341900519,3.24013577028361e-08,4.02464137042198e-06,0.694582500000001,"Up in D",5.39527281288268,"TLR3","Toll-like receptor 3","TLR3_HUMAN"
-0.658124999999998,11.7945125,-19.6692479894201,1.32505570075952e-07,1.66288321967488e-05,8.22548263323227,"HRG_HUMAN",21,-20.9294282658636,3.91222555692305e-08,4.78692912173958e-06,-0.658124999999998,"Up in B2",5.31994300290562,"HRG","Histidine-rich glycoprotein","HRG_HUMAN"
-0.4152,12.57175,-16.580915764784,4.51331075873675e-07,4.40477638096713e-05,6.88170908754389,"PROS_HUMAN",30,-20.3964758622891,4.76862064493499e-08,5.74899294811428e-06,-0.4152,"Non-significant",5.24040822407223,"PROS1","Vitamin K-dependent protein S","PROS_HUMAN"
1.09791,9.34613,18.5395689484192,2.02745845384188e-07,2.37444348637082e-05,7.7607156227385,"ZNFX1_HUMAN",61,19.9947480088142,5.55446850276364e-08,6.59935257763135e-06,1.09791,"Up in D",5.18049866836022,"ZNFX1","NFX1-type zinc finger-containing protein 1","ZNFX1_HUMAN"
1.1116575,10.31439625,18.1537235946514,2.3579604836522e-07,2.68480000624732e-05,7.59526856438259,"CMTR1_HUMAN",42,19.3953416307649,7.01326886398236e-08,8.21353973527534e-06,1.1116575,"Up in D",5.08546963749779,"CMTR1","Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1","CMTR1_HUMAN"
0.913149999999998,12.39615,18.3852181919561,2.1529249898787e-07,2.48587029113037e-05,7.69495831404639,"SP100_HUMAN",21,19.237597790697,7.46577800630722e-08,8.5448346951257e-06,0.913149999999998,"Up in D",5.06829633454525,"SP100","Nuclear autoantigen Sp-100","SP100_HUMAN"
-0.755925,12.2901625,-18.0652919375336,2.44206120678201e-07,2.74246818810944e-05,7.55684338915783,"RIR2B_HUMAN",23,-19.2245645196682,7.50461207671444e-08,8.5448346951257e-06,-0.755925,"Up in B2",5.06829633454525,"RRM2B","Ribonucleoside-diphosphate reductase subunit M2 B","RIR2B_HUMAN"
-0.543299999999999,14.989225,-15.7485043786913,6.51984201980013e-07,5.87358954706829e-05,6.47599432395984,"CO3_HUMAN",111,-19.1667722016478,7.67957287973884e-08,8.62426554357521e-06,-0.543299999999999,"Up in B2",5.06427787990154,"C3","Complement C3","CO3_HUMAN"
-0.491274999999998,17.0776375,-15.1321965364437,8.66480674550387e-07,6.89361386530922e-05,6.16164756188783,"AHNK_HUMAN",315,-19.1215001231101,7.81984005320981e-08,8.66311469678568e-06,-0.491274999999998,"Non-significant",5.06232593564701,"AHNAK","Neuroblast differentiation-associated protein AHNAK","AHNK_HUMAN"
0.600437500000002,10.27373125,17.7133124083205,2.81224894364151e-07,3.03352853157541e-05,7.40197756481666,"LX15B_HUMAN",22,19.0080267099447,8.18426687176477e-08,8.94594930863034e-06,0.600437500000002,"Up in D",5.04837356704471,"ALOX15B","Polyunsaturated fatty acid lipoxygenase ALOX15B","LX15B_HUMAN"
-0.697624999999997,13.3756875,-16.817624662972,4.07816565225862e-07,4.09341880971371e-05,6.9933641560652,"ITIH2_HUMAN",47,-18.87362974637,8.64085694961084e-08,9.16931023299147e-06,-0.697624999999997,"Up in B2",5.03766333317106,"ITIH2","Inter-alpha-trypsin inhibitor heavy chain H2","ITIH2_HUMAN"
0.903250000000003,10.6014,17.5241938643772,3.03719861810379e-07,3.15176636344492e-05,7.31747054370521,"PAR12_HUMAN",33,18.8389289548819,8.76335776584723e-08,9.16931023299147e-06,0.903250000000003,"Up in D",5.03766333317106,"PARP12","Protein mono-ADP-ribosyltransferase PARP12","PAR12_HUMAN"
-0.510225000000002,11.4819875,-15.1990076508017,8.39731849087786e-07,6.82872600095032e-05,6.19632908302537,"VP13C_HUMAN",153,-18.8335225442053,8.78261894843716e-08,9.16931023299147e-06,-0.510225000000002,"Up in B2",5.03766333317106,"VPS13C","Intermembrane lipid transfer protein VPS13C","VP13C_HUMAN"
0.632650000000002,12.1409,16.6860217850609,4.3139075717777e-07,4.26089328595585e-05,6.93148361820556,"AMPE_HUMAN",38,18.8186077473116,8.83600278612254e-08,9.16931023299147e-06,0.632650000000002,"Up in D",5.03766333317106,"ENPEP","Glutamyl aminopeptidase","AMPE_HUMAN"
0.799100000000001,10.67525,19.0575805869282,1.66318069679951e-07,1.97605150034237e-05,7.97736115917266,"FBX6_HUMAN",14,18.651868681536,9.45834601628171e-08,9.69244008018468e-06,0.799100000000001,"Up in D",5.0135668751725,"FBXO6","F-box only protein 6","FBX6_HUMAN"
0.465549999999999,13.711725,15.7069398994835,6.64388692476755e-07,5.92028097926569e-05,6.45518027571847,"EHD4_HUMAN",31,18.3588604805214,1.06752916624282e-07,1.08044495121712e-05,0.465549999999999,"Non-significant",4.96639735556618,"EHD4","EH domain-containing protein 4","EHD4_HUMAN"
0.869325000000003,13.5810875,17.8000159378736,2.71547943378336e-07,3.00831086461567e-05,7.44041477557896,"PSB9_HUMAN",15,17.8662122243477,1.31401422287435e-07,1.31369373160048e-05,0.869325000000003,"Up in D",4.88150587235572,"PSMB9","Proteasome subunit beta type-9","PSB9_HUMAN"
3.152805,7.0093875,17.3963184777881,3.20086043669518e-07,3.28008173250338e-05,7.2598039593763,"LEG9_HUMAN",7,17.5392788049759,1.51285366747646e-07,1.49426197180386e-05,3.152805,"Up in D",4.82557325597778,"LGALS9","Galectin-9","LEG9_HUMAN"
-0.315225000000002,14.6714625,-12.9174339857697,2.65775431738869e-06,0.000162599029059347,4.91861747648006,"THRB_HUMAN",42,-17.4828543445726,1.55048989035976e-07,1.5132043001392e-05,-0.315225000000002,"Non-significant",4.82010243322381,"F2","Prothrombin","THRB_HUMAN"
0.648000000000001,11.0281,17.7628208818061,2.75652266552951e-07,3.01306304160146e-05,7.42394891834961,"OXDD_HUMAN",15,17.455261540782,1.56927760410923e-07,1.5135220939397e-05,0.648000000000001,"Up in D",4.82001123496108,"DDO","D-aspartate oxidase","OXDD_HUMAN"
0.825937500000002,9.78825625,15.8684001811934,6.17647566988838e-07,5.68929747660055e-05,6.53572997613851,"KPCD2_HUMAN",30,16.9722160384614,1.94345082035519e-07,1.85260579363626e-05,0.825937500000002,"Up in D",4.73221698211757,"PRKD2","Serine/threonine-protein kinase D2","KPCD2_HUMAN"
1.7876625,6.97945625,16.3003997136266,5.09867192092989e-07,4.91751910679803e-05,6.74730280416374,"DDX6L_HUMAN",25,16.9208583379157,1.98882122496413e-07,1.87339439237631e-05,1.7876625,"Up in D",4.72737078407589,"DDX60L","Probable ATP-dependent RNA helicase DDX60-like","DDX6L_HUMAN"
0.986625,10.9355375,15.6299752694864,6.88070637911702e-07,6.0653796662367e-05,6.41649450602445,"RN213_HUMAN",232,16.8962716386501,2.01096250950372e-07,1.87339439237631e-05,0.986625,"Up in D",4.72737078407589,"RNF213","E3 ubiquitin-protein ligase RNF213","RN213_HUMAN"
0.469325,14.3734375,16.1516887305394,5.44361061915841e-07,5.11676682731608e-05,6.67510868006425,"SNAA_HUMAN",19,16.8482140510829,2.05504572665609e-07,1.89295110866591e-05,0.469325,"Non-significant",4.72286060289347,"NAPA","Alpha-soluble NSF attachment protein","SNAA_HUMAN"
0.243199999999996,11.801925,10.6245292669458,1.04096393148475e-05,0.000440149271441056,3.39820208716526,"PARP4_HUMAN",65,16.7664637396757,2.13255600453167e-07,1.93566329956294e-05,0.243199999999996,"Non-significant",4.71317018414484,"PARP4","Protein mono-ADP-ribosyltransferase PARP4","PARP4_HUMAN"
