"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BDM_vs_BM2","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
0.754324999999998,15.3107375,29.186773058897,8.88455587433276e-09,2.10167082269135e-06,11.1772950971731,"KHK_HUMAN",20,40.1085355490681,1.56045331510043e-09,5.81460768939199e-07,0.754324999999998,"Up in BM2",6.23547958172312,"KHK","Ketohexokinase","KHK_HUMAN"
0.723174999999994,14.9587875,28.4662342314772,1.06326026127946e-08,2.20367504921073e-06,10.9990542196083,"KPYR_HUMAN",45,40.0341482258142,1.58078385335945e-09,5.81460768939199e-07,0.723174999999994,"Up in BM2",6.23547958172312,"PKLR","Pyruvate kinase PKLR","KPYR_HUMAN"
-0.953574999999999,14.8131875,-37.7186077242561,1.40265028660011e-09,7.08601391661792e-07,12.935307353394,"VIME_HUMAN",46,-39.9189842070277,1.61285868712554e-09,5.81460768939199e-07,-0.953574999999999,"Up in BDM",6.23547958172312,"VIM","Vimentin","VIME_HUMAN"
-1.0492,12.0989,-33.7643614383821,3.11505150403001e-09,1.14845734648505e-06,12.1932965346692,"PEG10_HUMAN",23,-39.7731983227499,1.65453392126705e-09,5.81460768939199e-07,-1.0492,"Up in BDM",6.23547958172312,"PEG10","Retrotransposon-derived protein PEG10","PEG10_HUMAN"
-0.731550000000002,12.9413,-30.7350098690447,6.12709171165291e-09,1.65084274350968e-06,11.542398587087,"MFGM_HUMAN",22,-39.4095149881975,1.76397034634071e-09,5.94090512894664e-07,-0.731550000000002,"Up in BDM",6.22614738287057,"MFGE8","Lactadherin","MFGM_HUMAN"
0.844724999999997,16.8423125,37.8990511074084,1.35521557968109e-09,7.08601391661792e-07,12.9666166203287,"SBP1_HUMAN",39,38.8372806730976,1.95333731314671e-09,6.31553020086596e-07,0.844724999999997,"Up in BM2",6.19959018372392,"SELENBP1","Methanethiol oxidase","SBP1_HUMAN"
0.283575000000001,15.2857125,14.3887800078067,1.36922004317157e-06,4.12962895856561e-05,5.87844578708279,"HDGF_HUMAN",22,37.8453696591191,2.3393662891207e-09,7.27272989037023e-07,0.283575000000001,"Non-significant",6.13830254185247,"HDGF","Hepatoma-derived growth factor","HDGF_HUMAN"
-0.488775000000004,13.3094125,-21.8156099875393,7.15710986017381e-08,6.37155590843246e-06,9.04706543050784,"ITAV_HUMAN",58,-37.1167217249949,2.67879618000964e-09,8.01952204556219e-07,-0.488775000000004,"Non-significant",6.09585151440416,"ITGAV","Integrin alpha-V","ITAV_HUMAN"
1.32525,14.611775,34.9503834142212,2.42933447746886e-09,9.8181552906904e-07,12.4276699125161,"CP2C8_HUMAN",33,36.3737584406365,3.0840954377722e-09,8.90312265125454e-07,1.32525,"Up in BM2",6.05045764365226,"CYP2C8","Cytochrome P450 2C8","CP2C8_HUMAN"
0.606825000000002,14.4011875,26.785285122256,1.64604467630246e-08,2.60881943501035e-06,10.5608615503475,"GBP1_HUMAN",22,35.6665728913818,3.53614938819999e-09,9.85610189821398e-07,0.606825000000002,"Up in BM2",6.00629481516308,"GBP1","Guanylate-binding protein 1","GBP1_HUMAN"
0.5617,15.09325,24.4170050607905,3.19678953925077e-08,3.85666415608417e-06,9.88423081471352,"HEM2_HUMAN",25,34.6598228437646,4.31658333963923e-09,1.16303143781013e-06,0.5617,"Up in BM2",5.93440854573335,"ALAD","Delta-aminolevulinic acid dehydratase","HEM2_HUMAN"
-0.596525000000002,11.9943375,-24.2342003634166,3.37358714816985e-08,3.95193591547305e-06,9.82882035949844,"ITA6_HUMAN",48,-34.3544430897067,4.59096862875701e-09,1.17482146237954e-06,-0.596525000000002,"Up in BDM",5.93002812811122,"ITGA6","Integrin alpha-6","ITA6_HUMAN"
0.854875,12.7381125,28.7584269860502,9.88042697788833e-09,2.10167082269135e-06,11.0719986099617,"AK1D1_HUMAN",23,34.1828951213887,4.75381907454742e-09,1.17482146237954e-06,0.854875,"Up in BM2",5.93002812811122,"AKR1D1","Aldo-keto reductase family 1 member D1","AK1D1_HUMAN"
0.523249999999999,15.034,23.0395849089068,4.84447703848566e-08,5.08389771341404e-06,9.45440299337092,"GDE_HUMAN",104,34.0963343929531,4.83848941577364e-09,1.17482146237954e-06,0.523249999999999,"Up in BM2",5.93002812811122,"AGL","Glycogen debranching enzyme","GDE_HUMAN"
0.782349999999997,10.560575,27.5751609204407,1.33609616998611e-08,2.49692210969089e-06,10.7708081808161,"AKA12_HUMAN",66,33.9931092882936,4.94172086117832e-09,1.17482146237954e-06,0.782349999999997,"Up in BM2",5.93002812811122,"AKAP12","A-kinase anchor protein 12","AKA12_HUMAN"
0.867525000000001,11.3595375,29.3205205328761,8.59736674937402e-09,2.10167082269135e-06,11.2097812995827,"VTDB_HUMAN",21,33.0780296742917,5.97558839858499e-09,1.36209954005819e-06,0.867525000000001,"Up in BM2",5.86579115371664,"GC","Vitamin D-binding protein","VTDB_HUMAN"
0.627125000000001,14.9757875,28.7986213447592,9.78176984089273e-09,2.10167082269135e-06,11.081961433509,"CBS_HUMAN",31,33.006344315032,6.06650791068845e-09,1.36209954005819e-06,0.627125000000001,"Up in BM2",5.86579115371664,"CBS","Cystathionine beta-synthase","CBS_HUMAN"
-2.5898975,6.42784625,-32.4015274557424,4.19054404078383e-09,1.30277567237137e-06,11.9102214522204,"RAB6B_HUMAN",3,-32.7067135054887,6.46403372946727e-09,1.41212931446713e-06,-2.5898975,"Up in BDM",5.85012553133804,"RAB6B","Ras-related protein Rab-6B","RAB6B_HUMAN"
0.721424999999995,15.0556125,25.3496670393011,2.44369085400887e-08,3.46532511806206e-06,10.1595873927834,"CK054_HUMAN",18,32.4254157632594,6.8645173785226e-09,1.46015510448943e-06,0.721424999999995,"Up in BM2",5.83560100897854,"C11orf54","Ester hydrolase C11orf54","CK054_HUMAN"
-1.046125,13.3172125,-29.1157377376659,9.04151261001536e-09,2.10167082269135e-06,11.1599659532484,"TSP1_HUMAN",50,-32.2745277927311,7.09097323497742e-09,1.46213212775717e-06,-1.046125,"Up in BDM",5.83501337993421,"THBS1","Thrombospondin-1","TSP1_HUMAN"
0.483299999999998,14.362475,21.5194030093055,7.89126260905107e-08,6.78510392251226e-06,8.94460920030468,"SERC_HUMAN",22,32.108805019453,7.34958424334561e-09,1.46213212775717e-06,0.483299999999998,"Non-significant",5.83501337993421,"PSAT1","Phosphoserine aminotransferase","SERC_HUMAN"
0.798325000000006,17.1057875,29.0795962465912,9.12257798232639e-09,2.10167082269135e-06,11.1511290634094,"DOPD_HUMAN",14,32.0670188415232,7.41648116269258e-09,1.46213212775717e-06,0.798325000000006,"Up in BM2",5.83501337993421,"DDT","D-dopachrome decarboxylase","DOPD_HUMAN"
0.911824999999997,11.9511125,27.4603302740825,1.3767334597248e-08,2.49692210969089e-06,10.7407415331884,"ATTY_HUMAN",28,31.7354614288142,7.97264428994727e-09,1.51458399777492e-06,0.911824999999997,"Up in BM2",5.81970663599336,"TAT","Tyrosine aminotransferase","ATTY_HUMAN"
-0.767082500000001,8.88080375,-25.8325739979881,2.13442758440613e-08,3.13683239359177e-06,10.2975180630686,"GSTA3_HUMAN",2,-31.5965786630028,8.21965370813894e-09,1.51458399777492e-06,-0.767082500000001,"Up in BDM",5.81970663599336,"GSTA3","Glutathione S-transferase A3","GSTA3_HUMAN"
-0.653725000000001,11.1367875,-27.2640043162703,1.44950974148988e-08,2.49692210969089e-06,10.6889818831357,"ITA7_HUMAN",33,-31.3479501335891,8.684005075392e-09,1.51458399777492e-06,-0.653725000000001,"Up in BDM",5.81970663599336,"ITGA7","Integrin alpha-7","ITA7_HUMAN"
1.399975,11.2120625,38.8267855121133,1.13837849111295e-09,6.74356776009671e-07,13.1243720018636,"DPYD_HUMAN",55,31.1428729370869,9.08964864796802e-09,1.51458399777492e-06,1.399975,"Up in BM2",5.81970663599336,"DPYD","Dihydropyrimidine dehydrogenase [NADP(+)]","DPYD_HUMAN"
0.669550000000001,15.442425,25.1563476775416,2.58154325427413e-08,3.58925263945536e-06,10.1034987205611,"ADH6_HUMAN",19,31.1425794640458,9.09024444102715e-09,1.51458399777492e-06,0.669550000000001,"Up in BM2",5.81970663599336,"ADH6","Alcohol dehydrogenase 6","ADH6_HUMAN"
0.524500000000003,15.760775,21.6212100220715,7.62968811356661e-08,6.63126548623214e-06,8.98000086410271,"C1TC_HUMAN",59,31.1076859183404,9.16140235262081e-09,1.51458399777492e-06,0.524500000000003,"Up in BM2",5.81970663599336,"MTHFD1","C-1-tetrahydrofolate synthase, cytoplasmic","C1TC_HUMAN"
0.899565000000001,10.3836425,26.8824071282625,1.60383826664088e-08,2.59276494185164e-06,10.5870764059003,"SYNE2_HUMAN",160,31.1021925924471,9.17266266733565e-09,1.51458399777492e-06,0.899565000000001,"Up in BM2",5.81970663599336,"SYNE2","Nesprin-2","SYNE2_HUMAN"
0.778550000000001,14.33095,26.9982381290625,1.55510115039959e-08,2.56528216299589e-06,10.6181925202999,"SERA_HUMAN",27,31.0303716597462,9.32134609160219e-09,1.51458399777492e-06,0.778550000000001,"Up in BM2",5.81970663599336,"PHGDH","D-3-phosphoglycerate dehydrogenase","SERA_HUMAN"
-0.874775000000003,14.2071125,-27.1779787347191,1.48276953192085e-08,2.49692210969089e-06,10.6661596811863,"IL18_HUMAN",14,-31.0076542380048,9.36894715931536e-09,1.51458399777492e-06,-0.874775000000003,"Up in BDM",5.81970663599336,"IL18","Interleukin-18","IL18_HUMAN"
0.4802,12.596825,20.5235458538527,1.1066426832216e-07,8.20641542062402e-06,8.58825886335185,"DDAH2_HUMAN",17,30.7691218314416,9.88588265928435e-09,1.56681548107834e-06,0.4802,"Non-significant",5.80498214601255,"DDAH2","Putative hydrolase DDAH2","DDAH2_HUMAN"
0.643625,12.7209875,23.9824602077324,3.63554512161158e-08,4.13888890394175e-06,9.75171567816511,"KFA_HUMAN",16,30.5305072504199,1.04358394880493e-08,1.62217097272889e-06,0.643625,"Up in BM2",5.78990337416952,"AFMID","Kynurenine formamidase","KFA_HUMAN"
0.759425,11.7587125,27.1916185425008,1.47743860513984e-08,2.49692210969089e-06,10.6697840804077,"UAP1_HUMAN",31,30.4119887949489,1.07219337252445e-08,1.63519604341795e-06,0.759425,"Up in BM2",5.78643017237943,"UAP1","UDP-N-acetylhexosamine pyrophosphorylase","UAP1_HUMAN"
-0.652224999999998,11.5826125,-24.4861376356135,3.13269177512665e-08,3.85666415608417e-06,9.90506017467789,"5NTD_HUMAN",22,-30.298944805358,1.10031861344056e-08,1.63846390422923e-06,-0.652224999999998,"Up in BDM",5.78556312179258,"NT5E","5'-nucleotidase","5NTD_HUMAN"
1.1179,13.805375,31.0536921503689,5.68896134377839e-09,1.58731789470957e-06,11.6146788425265,"NDRG1_HUMAN",15,30.2417184523675,1.11487708440687e-08,1.63846390422923e-06,1.1179,"Up in BM2",5.78556312179258,"NDRG1","Protein NDRG1","NDRG1_HUMAN"
-0.833024999999999,12.3782625,-27.3892377238506,1.40259610045715e-08,2.49692210969089e-06,10.7220505047155,"HKDC1_HUMAN",55,-29.9506091995541,1.19242791891478e-08,1.68381135869731e-06,-0.833024999999999,"Up in BDM",5.77370656513199,"HKDC1","Hexokinase HKDC1","HKDC1_HUMAN"
0.802824999999995,16.6767125,27.518659158011,1.35591854688152e-08,2.49692210969089e-06,10.7560330860461,"GSTM1_HUMAN",24,29.9074116918775,1.20445258299664e-08,1.68381135869731e-06,0.802824999999995,"Up in BM2",5.77370656513199,"GSTM1","Glutathione S-transferase Mu 1","GSTM1_HUMAN"
0.7196,14.9365,24.4370732243144,3.17803063021962e-08,3.85666415608417e-06,9.89028433492015,"CP2C9_HUMAN",28,29.8939508084246,1.20822787089502e-08,1.68381135869731e-06,0.7196,"Up in BM2",5.77370656513199,"CYP2C9","Cytochrome P450 2C9","CP2C9_HUMAN"
0.456550000000004,16.021375,19.6522162948403,1.50760876208819e-07,9.26304105370679e-06,8.26045881953523,"AK1A1_HUMAN",24,29.4245653824234,1.3487266535692e-08,1.84775551538981e-06,0.456550000000004,"Non-significant",5.73335549271616,"AKR1A1","Aldo-keto reductase family 1 member A1","AK1A1_HUMAN"
0.580749999999998,16.371325,24.326721241727,3.28275493928586e-08,3.90213355503641e-06,9.85692511176081,"F16P1_HUMAN",26,28.8138249994749,1.56035601208534e-08,2.1020596076143e-06,0.580749999999998,"Up in BM2",5.67735497294577,"FBP1","Fructose-1,6-bisphosphatase 1","F16P1_HUMAN"
0.479050000000001,13.75565,20.4088580137116,1.15176224991979e-07,8.31222702330505e-06,8.5459944604583,"SPS2_HUMAN",17,28.3691675715519,1.73838927176293e-08,2.3035082760098e-06,0.479050000000001,"Non-significant",5.63761022308183,"SEPHS2","Selenide, water dikinase 2","SPS2_HUMAN"
-0.871325000000002,11.0979875,-29.1340501503892,9.00075072152723e-09,2.10167082269135e-06,11.1644382988443,"CCN1_HUMAN",22,-28.2523903904719,1.788917311783e-08,2.33222881147451e-06,-0.871325000000002,"Up in BDM",5.63222884384183,"CCN1","CCN family member 1","CCN1_HUMAN"
0.724435,9.9186075,23.4345034793461,4.28973653495608e-08,4.64004726412121e-06,9.58060214554766,"TPPP_HUMAN",10,28.0352257749542,1.88740696206593e-08,2.38995726288512e-06,0.724435,"Up in BM2",5.62160986501802,"TPPP","Tubulin polymerization-promoting protein","TPPP_HUMAN"
-0.5481,12.8131,-24.6355635123943,2.99907678901051e-08,3.85666415608417e-06,9.94984839150865,"GALT2_HUMAN",30,-28.0247061293805,1.89233285691757e-08,2.38995726288512e-06,-0.5481,"Up in BDM",5.62160986501802,"GALNT2","Polypeptide N-acetylgalactosaminyltransferase 2","GALT2_HUMAN"
0.667825000000004,13.2656375,23.4225906008743,4.30537603376334e-08,4.64004726412121e-06,9.57683104697459,"ASPDH_HUMAN",17,27.8206666156644,1.99084080465919e-08,2.47568711139389e-06,0.667825000000004,"Up in BM2",5.60630424429718,"ASPDH","Aspartate dehydrogenase domain-containing protein","ASPDH_HUMAN"
0.8947,18.33405,24.956361113215,2.73353163117477e-08,3.68252269579761e-06,10.044939993518,"ADH1G_HUMAN",33,27.6805180289568,2.06189623440321e-08,2.5251980701032e-06,0.8947,"Up in BM2",5.59770455125655,"ADH1C","Alcohol dehydrogenase 1C","ADH1G_HUMAN"
3.0047775,9.51286125,28.2202939328241,1.13164469155917e-08,2.28677101046819e-06,10.9369394346565,"NUA4L_HUMAN",5,27.6061661711663,2.10076574142974e-08,2.53440141611591e-06,3.0047775,"Up in BM2",5.59612459742521,"NDUFA4L2","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2","NUA4L_HUMAN"
-1.64374,9.53378,-33.1803338703898,3.53201366623997e-09,1.24127245496599e-06,12.0738496747284,"ITA3_HUMAN",23,-27.436643870786,2.19255731578987e-08,2.5549673851798e-06,-1.64374,"Up in BDM",5.59261463937539,"ITGA3","Integrin alpha-3","ITA3_HUMAN"
-0.415675,15.5453625,-18.0897659960538,2.71749161022653e-07,1.39022054971272e-05,7.63112331041168,"SQOR_HUMAN",36,-27.4164260753689,2.20380722516094e-08,2.5549673851798e-06,-0.415675,"Non-significant",5.59261463937539,"SQOR","Sulfide:quinone oxidoreductase, mitochondrial","SQOR_HUMAN"
-0.838350000000002,12.73195,-24.1856065739407,3.42243615097258e-08,3.95193591547305e-06,9.81400924742077,"PAI1_HUMAN",22,-27.3762898423036,2.22633630567723e-08,2.5549673851798e-06,-0.838350000000002,"Up in BDM",5.59261463937539,"SERPINE1","Plasminogen activator inhibitor 1","PAI1_HUMAN"
0.7317,11.464875,23.6028826521434,4.07544923583076e-08,4.5125830374274e-06,9.63366927000843,"DDC_HUMAN",22,27.3002908223292,2.26971990337161e-08,2.5549673851798e-06,0.7317,"Up in BM2",5.59261463937539,"DDC","Aromatic-L-amino-acid decarboxylase","DDC_HUMAN"
0.464524999999998,13.9041375,19.8593744776199,1.39909883101932e-07,9.19424052937328e-06,8.33981467342822,"ACSA_HUMAN",31,27.2691590027814,2.28776938315854e-08,2.5549673851798e-06,0.464524999999998,"Non-significant",5.59261463937539,"ACSS2","Acetyl-coenzyme A synthetase, cytoplasmic","ACSA_HUMAN"
-0.506450000000003,13.110725,-21.2559123991208,8.6169009872776e-08,6.99783136087946e-06,8.85213510297189,"VA0D1_HUMAN",16,-27.2355015690119,2.30746776095664e-08,2.5549673851798e-06,-0.506450000000003,"Up in BDM",5.59261463937539,"ATP6V0D1","V-type proton ATPase subunit d 1","VA0D1_HUMAN"
0.650600000000001,15.94055,22.0484583807577,6.63424791191643e-08,6.09370748545687e-06,9.12651620846613,"AOXA_HUMAN",91,26.8836651988213,2.52540555132206e-08,2.75849365828867e-06,0.650600000000001,"Up in BM2",5.55932801013778,"AOX1","Aldehyde oxidase","AOXA_HUMAN"
0.520024999999999,15.4147875,20.4117710701193,1.15059066240755e-07,8.31222702330505e-06,8.54707120551179,"TRFE_HUMAN",51,26.5794028012564,2.73297392377814e-08,2.93868462965362e-06,0.520024999999999,"Up in BM2",5.53184701853786,"TF","Serotransferrin","TRFE_HUMAN"
0.670274999999997,15.8890375,22.4104586685483,5.90525711116366e-08,5.55025502669021e-06,9.24817606981671,"CP2E1_HUMAN",29,26.4832618104098,2.80256221968197e-08,2.93868462965362e-06,0.670274999999997,"Up in BM2",5.53184701853786,"CYP2E1","Cytochrome P450 2E1","CP2E1_HUMAN"
-1.08657,10.475215,-31.0491560039702,5.69494234152883e-09,1.58731789470957e-06,11.6136566194646,"COTL1_HUMAN",9,-26.4521201525362,2.82553513032105e-08,2.93868462965362e-06,-1.08657,"Up in BDM",5.53184701853786,"COTL1","Coactosin-like protein","COTL1_HUMAN"
0.710799999999999,11.4308,22.9816948712232,4.93245665439466e-08,5.08389771341404e-06,9.43569602902206,"PHKG2_HUMAN",21,26.4014163010673,2.86340038677411e-08,2.93868462965362e-06,0.710799999999999,"Up in BM2",5.53184701853786,"PHKG2","Phosphorylase b kinase gamma catalytic chain, liver/testis isoform","PHKG2_HUMAN"
0.373975000000005,15.7556625,17.4226894697835,3.54779410018564e-07,1.70695355427384e-05,7.34451119414329,"AMPL_HUMAN",38,26.3898055868162,2.87215248970229e-08,2.93868462965362e-06,0.373975000000005,"Non-significant",5.53184701853786,"LAP3","Cytosol aminopeptidase","AMPL_HUMAN"
-0.579799999999999,10.67315,-22.2816056104944,6.15376887444705e-08,5.71734641519029e-06,9.20512763269302,"ADA10_HUMAN",33,-25.9730254123687,3.2075102225765e-08,3.24078814113573e-06,-0.579799999999999,"Up in BDM",5.48934935901502,"ADAM10","Disintegrin and metalloproteinase domain-containing protein 10","ADA10_HUMAN"
0.631575,14.1024125,21.9092756485386,6.94134856312879e-08,6.30414836356966e-06,9.07913943662347,"DPYS_HUMAN",26,25.7511848484465,3.40412248972142e-08,3.39513077368464e-06,0.631575,"Up in BM2",5.46914349290165,"DPYS","Dihydropyrimidinase","DPYS_HUMAN"
0.967700000000001,11.0987,28.7670941630113,9.85905805991632e-09,2.10167082269135e-06,11.0741483629936,"ACO12_HUMAN",27,25.7076791145855,3.44427469308599e-08,3.39513077368464e-06,0.967700000000001,"Up in BM2",5.46914349290165,"ACOT12","Acetyl-coenzyme A thioesterase","ACO12_HUMAN"
0.787899999999999,12.38425,26.4195044437351,1.81673623987532e-08,2.7894617763164e-06,10.4610974489333,"XDH_HUMAN",47,25.6180076137137,3.5287516363574e-08,3.43649391285263e-06,0.787899999999999,"Up in BM2",5.46388442103089,"XDH","Xanthine dehydrogenase/oxidase","XDH_HUMAN"
1.3890175,10.09209125,25.7555978195756,2.1806004379925e-08,3.14746309648096e-06,10.2757370594358,"TTC36_HUMAN",9,25.4967725315756,3.64675116461001e-08,3.50270731306545e-06,1.3890175,"Up in BM2",5.45559615090133,"TTC36","Tetratricopeptide repeat protein 36","TTC36_HUMAN"
-1.359675,11.9787375,-24.7707013976444,2.88379333161385e-08,3.82126254089094e-06,9.99008181696301,"K1C19_HUMAN",26,-25.4600168087991,3.6834111296618e-08,3.50270731306545e-06,-1.359675,"Up in BDM",5.45559615090133,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN"
-0.845325000000001,11.2410875,-24.4456063561573,3.17009213775544e-08,3.85666415608417e-06,9.89285658355942,"SCMC1_HUMAN",23,-25.4020008412165,3.74213534818831e-08,3.51717209527978e-06,-0.845325000000001,"Up in BDM",5.45380638112809,"SLC25A24","Mitochondrial adenyl nucleotide antiporter SLC25A24","SCMC1_HUMAN"
0.760750000000002,11.248425,24.5474496426685,3.07706510861824e-08,3.85666415608417e-06,9.92347599921714,"KPB2_HUMAN",54,25.3163233252776,3.83082408036399e-08,3.55801489919861e-06,0.760750000000002,"Up in BM2",5.44879223763877,"PHKA2","Phosphorylase b kinase regulatory subunit alpha, liver isoform","KPB2_HUMAN"
0.730400000000005,11.8816,22.6414396722325,5.48778198391537e-08,5.21855785599858e-06,9.32464722838427,"ACACB_HUMAN",121,25.2757795366774,3.87362750376689e-08,3.55801489919861e-06,0.730400000000005,"Up in BM2",5.44879223763877,"ACACB","Acetyl-CoA carboxylase 2","ACACB_HUMAN"
-0.859644999999999,10.2890025,-32.0782273947611,4.50413749123419e-09,1.34840530894985e-06,11.8407897127876,"DREB_HUMAN",21,-25.2036069216444,3.95118057917432e-08,3.5884710810636e-06,-0.859644999999999,"Up in BDM",5.44509054932998,"DBN1","Drebrin","DREB_HUMAN"
-0.813124999999999,11.5938375,-22.7322060935283,5.33299072316058e-08,5.13173381134607e-06,9.35445538468309,"4F2_HUMAN",23,-25.1204366057266,4.0427583350568e-08,3.63084618025157e-06,-0.813124999999999,"Up in BDM",5.43999214945752,"SLC3A2","Amino acid transporter heavy chain SLC3A2","4F2_HUMAN"
