"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BDM_vs_D","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-0.824725000000001,11.3900875,-32.1331755296549,4.56458587902936e-09,5.19655600847807e-07,11.7060409957741,"CBPD_HUMAN",54,-41.3554488130495,1.26045399338509e-09,2.16771268692163e-07,-0.824725000000001,"Up in BDM",6.66399828059922,"CPD","Carboxypeptidase D","CBPD_HUMAN"
0.750899999999996,15.44865,37.1507601861612,1.60824430361701e-09,2.8551260447368e-07,12.8187995089869,"TKFC_HUMAN",40,40.2109702228696,1.5329441834134e-09,2.53787441618982e-07,0.750899999999996,"Up in D",6.59552987227488,"TKFC","Triokinase/FMN cyclase","TKFC_HUMAN"
1.472775,12.1501375,36.8669208575307,1.6994819350932e-09,2.89982021806119e-07,12.7604534859081,"BST2_HUMAN",7,40.1901652754763,1.53848628471237e-09,2.53787441618982e-07,1.472775,"Up in D",6.59552987227488,"BST2","Bone marrow stromal antigen 2","BST2_HUMAN"
-0.483049999999999,12.530025,-23.071326767134,4.90164276831162e-08,2.97894575159871e-06,9.11553463730798,"MPRI_HUMAN",111,-39.9430605496131,1.60609207871088e-09,2.59640845444401e-07,-0.483049999999999,"Non-significant",6.58562698538577,"IGF2R","Cation-independent mannose-6-phosphate receptor","MPRI_HUMAN"
1.6831,11.298775,38.7093457304207,1.1964949080804e-09,2.35884593707655e-07,13.1304223298142,"APOL3_HUMAN",18,39.8227072876294,1.64024456642609e-09,2.59962682949453e-07,1.6831,"Up in D",6.58508898953798,"APOL3","Apolipoprotein L3","APOL3_HUMAN"
-1.60795,11.8546,-36.7994531085644,1.72202610994602e-09,2.89982021806119e-07,12.7465101691885,"K1C19_HUMAN",26,-38.7028326994919,2.00113427489413e-09,3.11060929691716e-07,-1.60795,"Up in BDM",6.50715453432643,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN"
3.7164775,9.86871125,39.3592392889466,1.06135830574086e-09,2.19973312443677e-07,13.2561592447731,"NUA4L_HUMAN",5,38.4440927128269,2.096926948362e-09,3.19801141954906e-07,3.7164775,"Up in D",6.49511998979607,"NDUFA4L2","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2","NUA4L_HUMAN"
-1.070525,10.9627875,-36.2437586156887,1.92122215961357e-09,3.00729836383632e-07,12.6305592198832,"ANGL3_HUMAN",22,-38.122395218743,2.2234194633203e-09,3.32812954111444e-07,-1.070525,"Up in BDM",6.47779977796536,"ANGPTL3","Angiopoietin-related protein 3","ANGL3_HUMAN"
1.1855525,10.41874875,33.6923613262037,3.24737957910683e-09,4.16643954570167e-07,12.0713682711504,"PAR10_HUMAN",43,37.7815223682415,2.36705900583582e-09,3.47871598984926e-07,1.1855525,"Up in D",6.45858102657755,"PARP10","Protein mono-ADP-ribosyltransferase PARP10","PAR10_HUMAN"
-1.821875,15.2110875,-40.0454309268374,9.37180318306401e-10,1.99348118759754e-07,13.3863574486511,"FIBG_HUMAN",29,-37.1660547685167,2.6541155876636e-09,3.83093148126515e-07,-1.821875,"Up in BDM",6.41669561559055,"FGG","Fibrinogen gamma chain","FIBG_HUMAN"
0.643699999999999,11.70085,30.080239324203,7.333124335932e-09,7.69787584510888e-07,11.194330387724,"UAP1_HUMAN",31,36.7427369261949,2.87466114849172e-09,4.07647123916817e-07,0.643699999999999,"Up in D",6.38971561741811,"UAP1","UDP-N-acetylhexosamine pyrophosphorylase","UAP1_HUMAN"
-0.504925,12.4794625,-23.1567848200703,4.77389630624837e-08,2.92328816995497e-06,9.14468082854487,"CSDE1_HUMAN",47,-36.4861456491644,3.0185118854143e-09,4.20666061548341e-07,-0.504925,"Up in BDM",6.37606252453359,"CSDE1","Cold shock domain-containing protein E1","CSDE1_HUMAN"
0.922250000000002,10.967725,33.3169372399169,3.5197302517693e-09,4.37691994231558e-07,11.9851300776051,"RN213_HUMAN",232,36.2130943683197,3.18069744129058e-09,4.35755549456809e-07,0.922250000000002,"Up in D",6.360757073333,"RNF213","E3 ubiquitin-protein ligase RNF213","RN213_HUMAN"
0.796415,10.3320675,28.6202711417099,1.04790225689498e-08,1.02050529427496e-06,10.8069048831591,"SYNE2_HUMAN",160,35.6439501339232,3.55181297814012e-09,4.78488405038443e-07,0.796415,"Up in D",6.32012858179275,"SYNE2","Nesprin-2","SYNE2_HUMAN"
-0.855074999999999,15.8947875,-30.1202177835456,7.26354921938025e-09,7.69787584510888e-07,11.2046528221281,"APOE_HUMAN",29,-35.3012121887451,3.79908563757366e-09,5.0340998702472e-07,-0.855074999999999,"Up in BDM",6.29807817284268,"APOE","Apolipoprotein E","APOE_HUMAN"
1.47334,10.850005,34.9944171230785,2.47254736293983e-09,3.56885720261475e-07,12.3624206352919,"PCKGC_HUMAN",35,35.146151669071,3.91737560449106e-09,5.10712048566149e-07,1.47334,"Up in D",6.29182389627787,"PCK1","Phosphoenolpyruvate carboxykinase, cytosolic [GTP]","PCKGC_HUMAN"
-1.54608,9.721335,-34.0289842775779,3.02341484991005e-09,4.04160449514531e-07,12.1477953517045,"PTPRF_HUMAN",57,-35.0353912616388,4.00444786205216e-09,5.1377701696774e-07,-1.54608,"Up in BDM",6.28922532713728,"PTPRF","Receptor-type tyrosine-protein phosphatase F","PTPRF_HUMAN"
1.506625,12.8270125,35.6911822784998,2.14570413270419e-09,3.21180120456445e-07,12.5132600334046,"HLAB_HUMAN",2,33.8717803904738,5.06628801127585e-09,6.39856343674105e-07,1.506625,"Up in D",6.19391752000471,"HLA-B","HLA class I histocompatibility antigen, B alpha chain","HLAB_HUMAN"
0.376449999999998,14.9606,19.0757698372257,1.89976578717084e-07,7.39291476082993e-06,7.61341127271941,"GDE_HUMAN",104,33.766203287843,5.17760732396224e-09,6.43855384609028e-07,0.376449999999998,"Non-significant",6.19121166791831,"AGL","Glycogen debranching enzyme","GDE_HUMAN"
1.217475,14.5578875,32.4604024345604,4.24413307737509e-09,5.04335593173696e-07,11.7843039053599,"CP2C8_HUMAN",33,33.6376822582354,5.31690804764118e-09,6.51160117410359e-07,1.217475,"Up in D",6.18631220719599,"CYP2C8","Cytochrome P450 2C8","CP2C8_HUMAN"
2.000625,11.1962375,32.8791975710991,3.87067445310598e-09,4.74040327340237e-07,11.8832145850224,"PLS1_HUMAN",7,33.3801361136307,5.60913866561586e-09,6.76696534838402e-07,2.000625,"Up in D",6.16960604740365,"PLSCR1","Phospholipid scramblase 1","PLS1_HUMAN"
-0.479044999999999,8.8968725,-21.624560231399,7.78137424899664e-08,3.88252148485431e-06,8.60453848695294,"RPA1_HUMAN",60,-33.1916969140433,5.8345940660047e-09,6.79495086915768e-07,-0.479044999999999,"Non-significant",6.16781367908319,"POLR1A","DNA-directed RNA polymerase I subunit RPA1","RPA1_HUMAN"
0.786625000000001,13.1021375,27.4319244606697,1.42026557397787e-08,1.22127730153863e-06,10.4756189028447,"HOIL1_HUMAN",29,33.1618395700189,5.87125808297968e-09,6.79495086915768e-07,0.786625000000001,"Up in D",6.16781367908319,"RBCK1","RanBP-type and C3HC4-type zinc finger-containing protein 1","HOIL1_HUMAN"
1.231925,15.9682875,32.3958923194685,4.30522775318384e-09,5.04335593173696e-07,11.7689435952755,"ALDOC_HUMAN",31,33.1510840273226,5.88453001164218e-09,6.79495086915768e-07,1.231925,"Up in D",6.16781367908319,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN"
-1.619375,14.8866625,-34.505272591718,2.73590265001279e-09,3.74818663051752e-07,12.2545128811861,"FINC_HUMAN",120,-32.9672363862038,6.11677454373545e-09,6.92710408564887e-07,-1.619375,"Up in BDM",6.15944828666902,"FN1","Fibronectin","FINC_HUMAN"
0.626950000000001,15.53885,26.1126990759375,2.02169136764202e-08,1.60209130633828e-06,10.0895379628217,"PSME2_HUMAN",24,32.8575626879989,6.26029830015287e-09,6.92710408564887e-07,0.626950000000001,"Up in D",6.15944828666902,"PSME2","Proteasome activator complex subunit 2","PSME2_HUMAN"
1.19295,13.419275,29.9911301893337,7.49094720150118e-09,7.73890532940711e-07,11.1712690456832,"PSB9_HUMAN",15,32.8119624044028,6.32110194022417e-09,6.92710408564887e-07,1.19295,"Up in D",6.15944828666902,"PSMB9","Proteasome subunit beta type-9","PSB9_HUMAN"
0.496725000000001,15.8636125,22.0649597912697,6.73916883074171e-08,3.56030729796636e-06,8.76370621981284,"AOXA_HUMAN",91,32.7965721775698,6.34177535986659e-09,6.92710408564887e-07,0.496725000000001,"Non-significant",6.15944828666902,"AOX1","Aldehyde oxidase","AOXA_HUMAN"
0.546150000000004,12.754225,26.3015418692861,1.9200101175726e-08,1.55194417803393e-06,10.1460501844277,"ADPRS_HUMAN",17,32.6800050822065,6.5008895582027e-09,7.00622537319365e-07,0.546150000000004,"Up in D",6.15451589659867,"ADPRS","ADP-ribosylhydrolase ARH3","ADPRS_HUMAN"
0.990650000000004,13.74175,33.9526491795754,3.0726198903548e-09,4.04160449514531e-07,12.1305377600221,"NDRG1_HUMAN",15,32.6078670515554,6.60164061470229e-09,7.02119224850508e-07,0.990650000000004,"Up in D",6.1535891353086,"NDRG1","Protein NDRG1","NDRG1_HUMAN"
-1.040875,11.8167625,-35.3943676231132,2.27852236216134e-09,3.34859931879093e-07,12.4494099121752,"TFR1_HUMAN",34,-32.4096750644471,6.88775135789691e-09,7.16214192946054e-07,-1.040875,"Up in BDM",6.14495707698918,"TFRC","Transferrin receptor protein 1","TFR1_HUMAN"
0.857675,13.6821875,28.8092785708249,9.99578733554499e-09,9.85316451624514e-07,10.8582411163949,"PSB8_HUMAN",16,32.3376765174515,6.99517580281645e-09,7.16214192946054e-07,0.857675,"Up in D",6.14495707698918,"PSMB8","Proteasome subunit beta type-8","PSB8_HUMAN"
-0.999342499999997,10.34312875,-31.6678732681897,5.06879372545103e-09,5.61247392915352e-07,11.5932408740602,"GLSK_HUMAN",24,-32.3344793644601,6.99999025643181e-09,7.16214192946054e-07,-0.999342499999997,"Up in BDM",6.14495707698918,"GLS","Glutaminase kidney isoform, mitochondrial","GLSK_HUMAN"
-0.988002500000002,8.95284875,-27.5667066053712,1.37123743583376e-08,1.20475132541785e-06,10.5139532013664,"BICC1_HUMAN",25,-31.0865137579219,9.20488844254189e-09,9.26124140921117e-07,-0.988002500000002,"Up in BDM",6.03333079506378,"BICC1","Protein bicaudal C homolog 1","BICC1_HUMAN"
-1.5422125,8.74711625,-30.1279297908755,7.25021444966372e-09,7.69787584510888e-07,11.2066423600584,"DAB2_HUMAN",13,-31.0498655917983,9.28071946240387e-09,9.26124140921117e-07,-1.5422125,"Up in BDM",6.03333079506378,"DAB2","Disabled homolog 2","DAB2_HUMAN"
0.735775,13.4284125,27.3343026125296,1.45702204243263e-08,1.2272741486908e-06,10.4477286461066,"CN37_HUMAN",30,30.9839037992455,9.41900981497159e-09,9.27177044645286e-07,0.735775,"Up in D",6.03283732931721,"CNP","2',3'-cyclic-nucleotide 3'-phosphodiesterase","CN37_HUMAN"
0.798475000000003,11.5644125,27.8111740043365,1.28714057410912e-08,1.19585715638207e-06,10.5829786440107,"OGFR_HUMAN",31,30.9190370261841,9.5573038921586e-09,9.27177044645286e-07,0.798475000000003,"Up in D",6.03283732931721,"OGFR","Opioid growth factor receptor","OGFR_HUMAN"
0.617900000000001,14.971175,27.706974492105,1.32224666197597e-08,1.20086738974739e-06,10.5536370230462,"CBS_HUMAN",31,30.8475532553049,9.71239807744702e-09,9.27177044645286e-07,0.617900000000001,"Up in D",6.03283732931721,"CBS","Cystathionine beta-synthase","CBS_HUMAN"
0.743950000000002,12.12155,27.6374955804838,1.34625996231961e-08,1.20475132541785e-06,10.5340071670277,"PML_HUMAN",44,30.8303736215698,9.75009882405657e-09,9.27177044645286e-07,0.743950000000002,"Up in D",6.03283732931721,"PML","Protein PML","PML_HUMAN"
0.436849999999998,13.8903,20.7341075221583,1.05001543291348e-07,4.63278925746044e-06,8.27237205232728,"ACSA_HUMAN",31,30.7460121296771,9.93767264587227e-09,9.34025674378902e-07,0.436849999999998,"Non-significant",6.02964118577437,"ACSS2","Acetyl-coenzyme A synthetase, cytoplasmic","ACSA_HUMAN"
0.586975000000002,15.7619125,23.8906110729551,3.81996733039004e-08,2.51030861232055e-06,9.39048100733358,"FTCD_HUMAN",36,30.6467889579927,1.01635863326226e-08,9.37821647801563e-07,0.586975000000002,"Up in D",6.02787974663209,"FTCD","Formimidoyltransferase-cyclodeaminase","FTCD_HUMAN"
0.973924999999999,15.1309625,36.2429868444786,1.92151646589152e-09,3.00729836383632e-07,12.6303967940873,"TYPH_HUMAN",30,30.6266688404285,1.02101082526955e-08,9.37821647801563e-07,0.973924999999999,"Up in D",6.02787974663209,"TYMP","Thymidine phosphorylase","TYPH_HUMAN"
-1.0869,12.08005,-28.0077346578931,1.22376347006151e-08,1.1501953637799e-06,10.6380113691496,"PEG10_HUMAN",23,-30.4676978945473,1.05863554956662e-08,9.61455185072699e-07,-1.0869,"Up in BDM",6.0170709540976,"PEG10","Retrotransposon-derived protein PEG10","PEG10_HUMAN"
0.5299,12.66545,21.9320349914452,7.03601354669413e-08,3.6166356193333e-06,8.71600948198925,"SRBS1_HUMAN",46,30.3745697284747,1.08141130018665e-08,9.71227504378742e-07,0.5299,"Up in D",6.01267902722559,"SORBS1","Sorbin and SH3 domain-containing protein 1","SRBS1_HUMAN"
0.532899999999998,17.4079,22.1258660108103,6.60792847017069e-08,3.56030729796636e-06,8.78546279218178,"BHMT1_HUMAN",31,30.3032308712066,1.09923699926767e-08,9.76388204953906e-07,0.532899999999998,"Up in D",6.01037747562352,"BHMT","Betaine--homocysteine S-methyltransferase 1","BHMT1_HUMAN"
