"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CM_vs_D","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
2.259275,12.8570625,61.5605685291589,3.43923880972684e-11,2.81948797621406e-08,16.3093649594195,"UB2L6_HUMAN",12,54.9858627929736,2.20446156677857e-11,1.50601466037089e-08,2.259275,"Up in D",7.82217080045458,"UBE2L6","Ubiquitin/ISG15-conjugating enzyme E2 L6","UB2L6_HUMAN"
1.362675,11.1507625,48.6848748213133,1.90214158468943e-10,1.11383976509171e-07,14.8757393460474,"TAP1_HUMAN",24,54.4118355553743,2.39204487972178e-11,1.50846030184301e-08,1.362675,"Up in D",7.82146611466856,"TAP1","Antigen peptide transporter 1","TAP1_HUMAN"
3.28851,11.772745,50.8466218246115,1.38605228644957e-10,9.46904720359466e-08,15.1539760321561,"OAS1_HUMAN",20,52.6909545929649,3.07164517208037e-11,1.79866765147964e-08,3.28851,"Up in D",7.74504907593326,"OAS1","2'-5'-oligoadenylate synthase 1","OAS1_HUMAN"
1.05755,11.0204,34.6640296693155,2.2520099271195e-09,9.03130246478788e-07,12.5402862332189,"PAR14_HUMAN",91,46.7307771154575,7.8136343978999e-11,4.27041165293222e-08,1.05755,"Up in D",7.36953025846916,"PARP14","Protein mono-ADP-ribosyltransferase PARP14","PAR14_HUMAN"
1.5936,11.85985,40.6862419570404,7.02652675010751e-10,3.38843919396361e-07,13.673603495119,"SAMH1_HUMAN",38,46.1608850801751,8.5957511420568e-11,4.40424799141135e-08,1.5936,"Up in D",7.35612823505241,"SAMHD1","Deoxynucleoside triphosphate triphosphohydrolase SAMHD1","SAMH1_HUMAN"
1.4485,11.6668,42.431267421431,5.1762565680822e-10,2.65218445907112e-07,13.9619196823213,"E2AK2_HUMAN",23,45.7333249311567,9.24064231370689e-11,4.45616386398642e-08,1.4485,"Up in D",7.35103884747602,"EIF2AK2","Interferon-induced, double-stranded RNA-activated protein kinase","E2AK2_HUMAN"
2.944445,10.1707275,42.8447514267793,4.82348663218271e-10,2.63619622737559e-07,14.0279220468178,"CMPK2_HUMAN",26,44.9817794332738,1.05109431271999e-10,4.78715065315469e-08,2.944445,"Up in D",7.31992290491742,"CMPK2","UMP-CMP kinase 2, mitochondrial","CMPK2_HUMAN"
1.01518,10.15906,32.8452261557141,3.33101281700893e-09,1.15864610398964e-06,12.1485229344065,"TSP1_HUMAN",50,41.4422834741418,1.98713213164915e-10,8.57395221855776e-08,1.01518,"Up in D",7.06681894108134,"THBS1","Thrombospondin-1","TSP1_HUMAN"
1.203675,11.8069375,35.1915604786693,2.01794781169511e-09,9.03130246478788e-07,12.6492042043096,"5NT3A_HUMAN",23,37.9237912538565,3.95768450961131e-10,1.58214406809171e-07,1.203675,"Up in D",6.80075397271667,"NT5C3A","Cytosolic 5'-nucleotidase 3A","5NT3A_HUMAN"
1.138575,11.9242375,32.0701625886591,3.96157783697616e-09,1.20285241139002e-06,11.9734732452079,"PML_HUMAN",44,37.8079121460725,4.05282086239643e-10,1.58214406809171e-07,1.138575,"Up in D",6.80075397271667,"PML","Protein PML","PML_HUMAN"
2.1547175,10.16921625,32.4688095337154,3.62176893902406e-09,1.15864610398964e-06,12.0641385569888,"HELZ2_HUMAN",117,35.1911084243271,7.07054128201844e-10,2.63474079227214e-07,2.1547175,"Up in D",6.5792621045589,"HELZ2","3'-5' exoribonuclease HELZ2","HELZ2_HUMAN"
-1.205725,12.0085875,-32.6261784469861,3.49684038722078e-09,1.15864610398964e-06,12.0995604398796,"APOA5_HUMAN",23,-34.9405558665688,7.47343228447861e-10,2.66379121165894e-07,-1.205725,"Up in CM",6.57449981823218,"APOA5","Apolipoprotein A-V","APOA5_HUMAN"
4.587195,7.6248725,32.5892274275219,3.52572845781571e-09,1.15864610398964e-06,12.0912617779316,"HERC6_HUMAN",41,33.9147848157407,9.41596966785156e-10,3.2163383057103e-07,4.587195,"Up in D",6.49263827690869,"HERC6","Probable E3 ubiquitin-protein ligase HERC6","HERC6_HUMAN"
0.893850000000004,10.5646,27.4377071232766,1.2278174446837e-08,2.79601316986582e-06,10.8106871377246,"PAR10_HUMAN",43,33.2071344982152,1.10880091065076e-09,3.63597994620597e-07,0.893850000000004,"Up in D",6.43937852074053,"PARP10","Protein mono-ADP-ribosyltransferase PARP10","PAR10_HUMAN"
1.8731425,10.88010375,34.878903691241,2.1531347880751e-09,9.03130246478788e-07,12.5848970755146,"NAT8_HUMAN",11,32.7867242153759,1.22387810580372e-09,3.75003182250136e-07,1.8731425,"Up in D",6.42596504686479,"NAT8","N-acetyltransferase 8","NAT8_HUMAN"
1.28425,16.2966,32.4040418995563,3.67465219611255e-09,1.15864610398964e-06,12.0494998518936,"HLAA_HUMAN",17,32.6440818736397,1.26593683708975e-09,3.75003182250136e-07,1.28425,"Up in D",6.42596504686479,"HLA-A","HLA class I histocompatibility antigen, A alpha chain","HLAA_HUMAN"
-0.800274999999999,11.2186875,-24.9907160420067,2.41371636687189e-08,4.49719244900358e-06,10.1011752299748,"CGNL1_HUMAN",84,-32.4814656796531,1.31588533972755e-09,3.75003182250136e-07,-0.800274999999999,"Up in CM",6.42596504686479,"CGNL1","Cingulin-like protein 1","CGNL1_HUMAN"
0.997774999999999,11.9930125,29.1484577806645,7.92149312249218e-09,1.96789092782397e-06,11.2651490743536,"RO52_HUMAN",27,32.4476327528798,1.32655431632763e-09,3.75003182250136e-07,0.997774999999999,"Up in D",6.42596504686479,"TRIM21","E3 ubiquitin-protein ligase TRIM21","RO52_HUMAN"
3.275775,14.3392625,30.7967922908166,5.31565334483812e-09,1.50268021106837e-06,11.674564612494,"OAS3_HUMAN",45,32.2488052666352,1.39125875317187e-09,3.80184641950099e-07,3.275775,"Up in D",6.42000543100304,"OAS3","2'-5'-oligoadenylate synthase 3","OAS3_HUMAN"
2.4755175,9.71146625,31.2813326517448,4.7464101516049e-09,1.38968108653061e-06,11.7900138490058,"IRF9_HUMAN",16,31.9961651500442,1.47866861019293e-09,3.91036298914892e-07,2.4755175,"Up in D",6.40778292626979,"IRF9","Interferon regulatory factor 9","IRF9_HUMAN"
4.2866575,11.99179625,30.2989766765435,5.98270100333043e-09,1.58213492984848e-06,11.5536873321266,"OAS2_HUMAN",31,31.4735765622444,1.67984831890479e-09,4.30356141199422e-07,4.2866575,"Up in D",6.3661719952544,"OAS2","2'-5'-oligoadenylate synthase 2","OAS2_HUMAN"
1.58229,10.25938,29.003930963083,8.21211919709658e-09,1.98008685817052e-06,11.2279635405946,"GBP4_HUMAN",27,30.821987087472,1.97528148660206e-09,4.90707806883747e-07,1.58229,"Up in D",6.30917703258448,"GBP4","Guanylate-binding protein 4","GBP4_HUMAN"
0.735975000000002,11.7506875,24.0909262214003,3.14607997418593e-08,5.60686165834267e-06,9.82048095239634,"UBA7_HUMAN",43,29.9295300816056,2.4797799044426e-09,5.97918695782953e-07,0.735975000000002,"Up in D",6.22335786680325,"UBA7","Ubiquitin-like modifier-activating enzyme 7","UBA7_HUMAN"
6.4189725,7.92306375,28.6972343944475,8.86988045500913e-09,2.077579427719e-06,11.1483345425833,"IF44L_HUMAN",23,29.6821632172787,2.64427914010143e-09,6.05472977542547e-07,6.4189725,"Up in D",6.2179052347935,"IFI44L","Interferon-induced protein 44-like","IF44L_HUMAN"
0.783600000000003,11.68495,23.2335865252044,4.08698557172457e-08,6.98023077437459e-06,9.542053570062,"FLNC_HUMAN",102,29.661132555098,2.65882254105046e-09,6.05472977542547e-07,0.783600000000003,"Up in D",6.2179052347935,"FLNC","Filamin-C","FLNC_HUMAN"
-0.54035,16.352325,-19.3904986561195,1.502474046473e-07,1.8662548837857e-05,8.14058189945322,"FAS_HUMAN",149,-29.2618753006457,2.95276987843577e-09,6.54238039551795e-07,-0.54035,"Up in CM",6.18426420816708,"FASN","Fatty acid synthase","FAS_HUMAN"
0.805824999999999,13.0925375,25.203358947209,2.27029388546208e-08,4.4313974459567e-06,10.1658706645985,"HOIL1_HUMAN",29,28.8157144746979,3.32543678719627e-09,7.17419231090396e-07,0.805824999999999,"Up in D",6.14422698583611,"RBCK1","RanBP-type and C3HC4-type zinc finger-containing protein 1","HOIL1_HUMAN"
0.872374999999998,11.9951875,25.5140359517167,2.07780814746118e-08,4.15460272997238e-06,10.2593044434623,"NUB1_HUMAN",27,28.4070296553595,3.71386677543839e-09,7.80673841667792e-07,0.872374999999998,"Up in D",6.10753037246016,"NUB1","NEDD8 ultimate buster 1","NUB1_HUMAN"
4.6137425,8.76342875,26.9083857660873,1.41381387831392e-08,3.07045013103365e-06,10.6634455599539,"OASL_HUMAN",28,27.8889373119214,4.28185961376273e-09,8.77567127840671e-07,4.6137425,"Up in D",6.05671965305502,"OASL","2'-5'-oligoadenylate synthase-like protein","OASL_HUMAN"
1.7509725,8.83655375,26.0461133973096,1.78963093550784e-08,3.66784860232332e-06,10.4163974740706,"SAMD9_HUMAN",42,27.798961868579,4.39016586178153e-09,8.77819017924024e-07,1.7509725,"Up in D",6.05659501441154,"SAMD9","Sterile alpha motif domain-containing protein 9","SAMD9_HUMAN"
3.136375,10.8049875,26.8837018062167,1.42323865551694e-08,3.07045013103365e-06,10.6564988508929,"ISG20_HUMAN",11,27.1863128959281,5.21529349564256e-09,9.98156975635807e-07,3.136375,"Up in D",6.00080115381136,"ISG20","Interferon-stimulated gene 20 kDa protein","ISG20_HUMAN"
2.2677825,11.06265875,30.5053206872772,5.69529794211653e-09,1.55633508431571e-06,11.6040737597848,"PLS1_HUMAN",7,27.1727006297804,5.23551475388384e-09,9.98156975635807e-07,2.2677825,"Up in D",6.00080115381136,"PLSCR1","Phospholipid scramblase 1","PLS1_HUMAN"
-0.997050000000005,11.963975,-25.0786992118362,2.35316132813002e-08,4.4863294344209e-06,10.1280178038015,"HRG_HUMAN",21,-26.3323814524984,6.67331168796848e-09,1.24335930040831e-06,-0.997050000000005,"Up in CM",5.90540335274507,"HRG","Histidine-rich glycoprotein","HRG_HUMAN"
0.961199999999998,11.276975,26.079362085417,1.77318825555885e-08,3.66784860232332e-06,10.4260938988175,"T23O_HUMAN",17,26.1713569039649,6.99698520390112e-09,1.2746952155907e-06,0.961199999999998,"Up in D",5.89459364425787,"TDO2","Tryptophan 2,3-dioxygenase","T23O_HUMAN"
0.681625000000002,12.5490375,20.7145502333055,9.34554524332035e-08,1.25597999843836e-05,8.654518388286,"LIMC1_HUMAN",62,25.9381187821176,7.49766671836874e-09,1.33621460341711e-06,0.681625000000002,"Up in D",5.87412378617549,"LIMCH1","LIM and calponin homology domains-containing protein 1","LIMC1_HUMAN"
-0.409800000000002,12.574875,-15.4902034490358,7.48212327860634e-07,5.62738042550594e-05,6.38442759054699,"LRP1_HUMAN",189,-25.3239097301559,9.02091533229845e-09,1.57347795519538e-06,-0.409800000000002,"Non-significant",5.80313933727829,"LRP1","Prolow-density lipoprotein receptor-related protein 1","LRP1_HUMAN"
1.932775,11.9201375,29.3090738647931,7.61213058654461e-09,1.9501327046404e-06,11.3062230536175,"BST2_HUMAN",7,25.2435342582963,9.24490986698326e-09,1.57819352206289e-06,1.932775,"Up in D",5.80183974357851,"BST2","Bone marrow stromal antigen 2","BST2_HUMAN"
-0.603525000000001,15.0193375,-18.9493484470133,1.77232925673904e-07,2.06195835539399e-05,7.96112021072696,"CO3_HUMAN",111,-25.1138236835464,9.61973840749444e-09,1.57819352206289e-06,-0.603525000000001,"Up in CM",5.80183974357851,"C3","Complement C3","CO3_HUMAN"
0.906192499999998,9.15775875,22.8141756985309,4.6611449938513e-08,7.34847435761404e-06,9.40172070507121,"PHAR4_HUMAN",29,25.1118816789519,9.6254789098737e-09,1.57819352206289e-06,0.906192499999998,"Up in D",5.80183974357851,"PHACTR4","Phosphatase and actin regulator 4","PHAR4_HUMAN"
1.09135,10.883175,21.8217813330592,6.42329258847673e-08,9.23827239304075e-06,9.05820048817859,"RN213_HUMAN",232,24.7472658599461,1.07749825359358e-08,1.69921335507579e-06,1.09135,"Up in D",5.76975208722002,"RNF213","E3 ubiquitin-protein ligase RNF213","RN213_HUMAN"
0.607150000000001,11.747275,19.6534133679021,1.36395242654075e-07,1.74713781137204e-05,8.24551685033286,"ITA6_HUMAN",48,24.6726075165279,1.10289858236906e-08,1.69921335507579e-06,0.607150000000001,"Up in D",5.76975208722002,"ITGA6","Integrin alpha-6","ITA6_HUMAN"
1.1099,10.515775,23.2634707612859,4.04924246983548e-08,6.98023077437459e-06,9.55194698097238,"IFIT5_HUMAN",24,24.6631491130973,1.10616441155565e-08,1.69921335507579e-06,1.1099,"Up in D",5.76975208722002,"IFIT5","Interferon-induced protein with tetratricopeptide repeats 5","IFIT5_HUMAN"
0.724799999999998,11.9305,20.7780770055015,9.14187508590091e-08,1.24908486590359e-05,8.67829591561101,"DTX3L_HUMAN",43,24.5702007916922,1.13884418843346e-08,1.69921335507579e-06,0.724799999999998,"Up in D",5.76975208722002,"DTX3L","E3 ubiquitin-protein ligase DTX3L","DTX3L_HUMAN"
0.978905000000001,10.4446725,22.0959038593249,5.87059941591517e-08,8.59413821637009e-06,9.15475113017629,"TRFM_HUMAN",39,24.5669845002681,1.1399943221416e-08,1.69921335507579e-06,0.978905000000001,"Up in D",5.76975208722002,"MELTF","Melanotransferrin","TRFM_HUMAN"
0.806334999999997,10.3581575,21.5937321262192,6.92837004471069e-08,9.79289269423073e-06,8.97687766453653,"ITA2_HUMAN",32,24.2899449806306,1.24415639526369e-08,1.78652361074055e-06,0.806334999999997,"Up in D",5.74799123977692,"ITGA2","Integrin alpha-2","ITA2_HUMAN"
0.690624999999997,14.8568375,22.8466130925706,4.61361023659509e-08,7.34847435761404e-06,9.41267403154525,"APOL2_HUMAN",21,24.2780751348316,1.24885307160034e-08,1.78652361074055e-06,0.690624999999997,"Up in D",5.74799123977692,"APOL2","Apolipoprotein L2","APOL2_HUMAN"
0.942224999999999,11.3437875,22.9445142534724,4.4734462803831e-08,7.33466252131612e-06,9.44563052710419,"5NTD_HUMAN",22,24.2402664683893,1.26394693123874e-08,1.78652361074055e-06,0.942224999999999,"Up in D",5.74799123977692,"NT5E","5'-nucleotidase","5NTD_HUMAN"
1.699625,11.5177125,22.4619040326548,5.21482647131292e-08,7.91687915033765e-06,9.28166561044329,"STAT2_HUMAN",35,23.7171095357575,1.49537492466324e-08,2.07781078515072e-06,1.699625,"Up in D",5.6823940037983,"STAT2","Signal transducer and activator of transcription 2","STAT2_HUMAN"
1.3401025,9.34404375,22.2669309970736,5.55317668691179e-08,8.27726226896416e-06,9.21433737752512,"MLKL_HUMAN",19,22.9895000252101,1.90092161591502e-08,2.59729256787855e-06,1.3401025,"Up in D",5.58547912720601,"MLKL","Mixed lineage kinase domain-like protein","MLKL_HUMAN"
1.280985,9.4937575,22.7191501765023,4.80362993523668e-08,7.43021853001326e-06,9.36953511761634,"TREX1_HUMAN",15,22.8203599573951,2.0121017183109e-08,2.70413276831357e-06,1.280985,"Up in D",5.5679719890875,"TREX1","Three-prime repair exonuclease 1","TREX1_HUMAN"
-0.647099999999998,11.769225,-18.7067257638309,1.94396359703319e-07,2.15359642817272e-05,7.86055512874169,"A0AAG2UXZ5_HUMAN;COIA1_HUMAN",30,-21.1625666816356,3.59320180277025e-08,4.75114006114686e-06,-0.647099999999998,"Up in CM",5.32320216661582,"COL18A1","Collagen type XVIII alpha 1 chain;Collagen alpha-1(XVIII) chain","A0AAG2UXZ5_HUMAN;COIA1_HUMAN"
1.24567,10.009615,19.3482252453878,1.52620410578177e-07,1.86743600883566e-05,8.12357065423772,"TDRD7_HUMAN",52,20.8150983869861,4.08024380510709e-08,5.30811327191307e-06,1.24567,"Up in D",5.27505981812827,"TDRD7","Tudor domain-containing protein 7","TDRD7_HUMAN"
-0.527900000000001,15.378,-18.8562166508876,1.8360936806997e-07,2.06195835539399e-05,7.92267706454148,"PBLD_HUMAN",23,-20.7731423411906,4.1439283898809e-08,5.30811327191307e-06,-0.527900000000001,"Up in CM",5.27505981812827,"PBLD","Phenazine biosynthesis-like domain-containing protein","PBLD_HUMAN"
0.875419999999998,10.36594,19.5570773398835,1.41295431222635e-07,1.78206145409717e-05,8.20723884700309,"CCN1_HUMAN",22,20.5878809276348,4.43884810036111e-08,5.59841180411698e-06,0.875419999999998,"Up in D",5.25193515916071,"CCN1","CCN family member 1","CCN1_HUMAN"
0.640049999999999,12.12305,17.2829495851795,3.42660107437721e-07,3.15632310199374e-05,7.24182683369506,"HKDC1_HUMAN",55,20.4864066259772,4.61036163417477e-08,5.7266279813583e-06,0.640049999999999,"Up in D",5.2421010290206,"HKDC1","Hexokinase HKDC1","HKDC1_HUMAN"
0.598100000000001,10.79655,16.7475528749421,4.2904074011855e-07,3.78201719085148e-05,6.99554856713329,"CEIP2_HUMAN",61,20.2438346209123,5.05144185144092e-08,6.05899182883289e-06,0.598100000000001,"Up in D",5.21759963319338,"CEMIP2","Cell surface hyaluronidase CEMIP2","CEIP2_HUMAN"
0.633424999999999,15.1023875,18.9223930166601,1.7905227172935e-07,2.06195835539399e-05,7.95001374703317,"GBP1_HUMAN",22,20.2234184284525,5.09068257710982e-08,6.05899182883289e-06,0.633424999999999,"Up in D",5.21759963319338,"GBP1","Guanylate-binding protein 1","GBP1_HUMAN"
-0.550999999999995,17.1634,-16.1447706964978,5.57254092193987e-07,4.61451418970334e-05,6.70854485214793,"AL1L1_HUMAN",79,-20.2187706024507,5.09966377396279e-08,6.05899182883289e-06,-0.550999999999995,"Up in CM",5.21759963319338,"ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase","AL1L1_HUMAN"
1.01623,10.54491,18.3574657960244,2.22518152544315e-07,2.36909586306272e-05,7.71338728924684,"PAR12_HUMAN",33,19.7113483142612,6.19664205072641e-08,7.24519018834142e-06,1.01623,"Up in D",5.1399502096872,"PARP12","Protein mono-ADP-ribosyltransferase PARP12","PAR12_HUMAN"
-0.608874999999998,17.1182375,-16.9555837191901,3.92836922938275e-07,3.50051858070432e-05,7.09217909080222,"SBP1_HUMAN",39,-19.6791269203771,6.27480487158137e-08,7.24519018834142e-06,-0.608874999999998,"Up in CM",5.1399502096872,"SELENBP1","Methanethiol oxidase","SBP1_HUMAN"
-0.531250000000002,13.6483,-17.8862844672928,2.68071894148912e-07,2.61625403361045e-05,7.51019336006567,"BUP1_HUMAN",23,-19.556197976273,6.58337170094208e-08,7.49590016726711e-06,-0.531250000000002,"Up in CM",5.12517620615092,"UPB1","Beta-ureidopropionase","BUP1_HUMAN"
1.217915,10.2612675,18.2512551667618,2.31965023839374e-07,2.4071509689053e-05,7.66805813554398,"CMTR1_HUMAN",42,19.4892276082766,6.75864224652544e-08,7.59004782698843e-06,1.217915,"Up in D",5.11975548748637,"CMTR1","Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1","CMTR1_HUMAN"
0.480225000000001,12.8137125,18.469773578699,2.13000594120589e-07,2.32823849413412e-05,7.76102459038736,"SQSTM_HUMAN",20,19.427530453965,6.92477293636161e-08,7.67152547733682e-06,0.480225000000001,"Non-significant",5.11511826831754,"SQSTM1","Sequestosome-1","SQSTM_HUMAN"
-0.481925,11.4678375,-14.6879808826699,1.09153645856206e-06,6.99094991194666e-05,5.96808035244007,"VP13C_HUMAN",153,-19.3394892444494,7.16986053145208e-08,7.83713555157922e-06,-0.481925,"Non-significant",5.10584264158301,"VPS13C","Intermembrane lipid transfer protein VPS13C","VP13C_HUMAN"
0.632599999999998,10.508075,18.1753927337599,2.3899124719468e-07,2.43460703963178e-05,7.63551405052455,"ANXA3_HUMAN",21,19.1791126463299,7.64183113969023e-08,8.24312258989218e-06,0.632599999999998,"Up in D",5.08390824137699,"ANXA3","Annexin A3","ANXA3_HUMAN"
-0.388925,14.3181125,-13.2406929051974,2.27230894792206e-06,0.000111547238054282,5.15716835476741,"UTRN_HUMAN",162,-19.0040741054396,8.19730113070307e-08,8.70243663674369e-06,-0.388925,"Non-significant",5.06035913017097,"UTRN","Utrophin","UTRN_HUMAN"
0.744925000000002,10.1139875,17.6736915229356,2.92024003081674e-07,2.81648562031008e-05,7.41670367993195,"TLR3_HUMAN",25,18.9791754800525,8.27994703178833e-08,8.70243663674369e-06,0.744925000000002,"Up in D",5.06035913017097,"TLR3","Toll-like receptor 3","TLR3_HUMAN"
1.45345,11.718675,18.138722612545,2.42473882350365e-07,2.43460703963178e-05,7.61973271791182,"TAP2_HUMAN",22,18.85109939423,8.72017243178551e-08,9.049110581744e-06,1.45345,"Up in D",5.04339410459843,"TAP2","Antigen peptide transporter 2","TAP2_HUMAN"
4.9708525,8.18929875,18.3043834628744,2.27183857679575e-07,2.38776059648353e-05,7.69076649318075,"UBP18_HUMAN",10,18.8145732891099,8.85050583250854e-08,9.06955585186313e-06,4.9708525,"Up in D",5.04241398039393,"USP18","Ubl carboxyl-terminal hydrolase 18","UBP18_HUMAN"
0.970400000000001,12.367525,17.948867877212,2.61451243245624e-07,2.58238227967184e-05,7.53749757219172,"SP100_HUMAN",21,18.7071655612528,9.24664471060222e-08,9.35851769598975e-06,0.970400000000001,"Up in D",5.0287929341072,"SP100","Nuclear autoantigen Sp-100","SP100_HUMAN"
0.698500000000003,12.107975,16.5958401309862,4.57833265770835e-07,3.8693990853498e-05,6.92430766221358,"AMPE_HUMAN",38,18.5749889736463,9.76180170485071e-08,9.75942077760562e-06,0.698500000000003,"Up in D",5.01057595698027,"ENPEP","Glutamyl aminopeptidase","AMPE_HUMAN"
2.0221,12.569275,34.5358217345104,2.31345879190712e-09,9.03130246478788e-07,12.5135052955474,"HLAB_HUMAN",2,18.4552999157291,1.02562952628103e-07,1.01302540439179e-05,2.0221,"Up in D",4.9943796633773,"HLA-B","HLA class I histocompatibility antigen, B alpha chain","HLAB_HUMAN"
-0.5969,11.73835,-18.1278231282497,2.43520099109303e-07,2.43460703963178e-05,7.61503567803277,"BODG_HUMAN",18,-18.3859642061701,1.05556205464425e-07,1.03017830047304e-05,-0.5969,"Up in CM",4.98708760227535,"BBOX1","Gamma-butyrobetaine dioxygenase","BODG_HUMAN"
-0.839392500000002,8.89868375,-16.9616642535257,3.91832086086066e-07,3.50051858070432e-05,7.09498537017832,"MDR3_HUMAN",28,-18.1900379240169,1.14559898206035e-07,1.1048965241095e-05,-0.839392500000002,"Up in CM",4.95667839266892,"ABCB4","Phosphatidylcholine translocator ABCB4","MDR3_HUMAN"
0.998625000000004,12.6779125,17.4979453899579,3.13667282742851e-07,2.92209589082488e-05,7.33854282800663,"LG3BP_HUMAN",20,18.1472667446287,1.16638473963514e-07,1.11186303436382e-05,0.998625000000004,"Up in D",4.95394870833274,"LGALS3BP","Galectin-3-binding protein","LG3BP_HUMAN"
-0.470125000000001,12.0145375,-14.5841636176434,1.1478315171143e-06,7.01444607705908e-05,5.9125660301937,"PLMN_HUMAN",50,-18.0476617815904,1.21645600565337e-07,1.14141964653156e-05,-0.470125000000001,"Non-significant",4.94255465648759,"PLG","Plasminogen","PLMN_HUMAN"
-0.442775000000006,16.0454875,-14.6237350263237,1.12599472146616e-06,6.99310964134814e-05,5.93377178248013,"TKFC_HUMAN",40,-18.0306701105147,1.22523699554498e-07,1.14141964653156e-05,-0.442775000000006,"Non-significant",4.94255465648759,"TKFC","Triokinase/FMN cyclase","TKFC_HUMAN"
4.356935,7.1684175,18.431622242793,2.16180973440882e-07,2.33191002666888e-05,7.74487573275922,"LAMP3_HUMAN",3,17.9878687195347,1.2476738959761e-07,1.14755218503923e-05,4.356935,"Up in D",4.94022755576085,"LAMP3","Lysosome-associated membrane glycoprotein 3","LAMP3_HUMAN"
0.806975000000001,12.5519875,16.6660041957301,4.44253527070863e-07,3.83367412097572e-05,6.95733671683629,"ITA5_HUMAN",29,17.9534775126463,1.26603741406243e-07,1.14755218503923e-05,0.806975000000001,"Up in D",4.94022755576085,"ITGA5","Integrin alpha-5","ITA5_HUMAN"
0.633424999999997,12.6395625,15.896085340583,6.22418026688044e-07,5.03375126537189e-05,6.58698133978639,"K2C7_HUMAN",37,17.9309610461456,1.27822502527183e-07,1.14755218503923e-05,0.633424999999997,"Up in D",4.94022755576085,"KRT7","Keratin, type II cytoskeletal 7","K2C7_HUMAN"
