"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","B2_vs_C","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-0.575099999999992,16.107775,-16.5319320863927,4.60910881920204e-07,0.000251903160665456,7.15250459565469,"STOM_HUMAN",17,-16.7166497603882,2.18139677137773e-07,9.93505040653036e-05,-0.575099999999992,"Up in B2",4.00282992510953,"STOM","Stomatin","STOM_HUMAN"
-0.807500000000001,11.529275,-15.580797109034,7.0360269974554e-07,0.000303586049079681,6.76473171850527,"DDB2_HUMAN",18,-16.0459451344572,2.97801585472185e-07,0.000128493547247419,-0.807500000000001,"Up in B2",3.89111868140042,"DDB2","DNA damage-binding protein 2","DDB2_HUMAN"
-0.515075000000001,12.1061375,-14.6917269092247,1.06887776700707e-06,0.000398302724269271,6.37346800552748,"PAI1_HUMAN",22,-15.7635469168918,3.40768115090301e-07,0.000139680850375514,-0.515075000000001,"Up in B2",3.85486312965032,"SERPINE1","Plasminogen activator inhibitor 1","PAI1_HUMAN"
-3.0440275,7.51805375,-14.795770541213,1.01659549061396e-06,0.000396859515812058,6.42079005171736,"MATN3_HUMAN",18,-15.2713086460424,4.3340525671619e-07,0.000169193156883777,-3.0440275,"Up in B2",3.77161720623621,"MATN3","Matrilin-3","MATN3_HUMAN"
-0.592675,14.2800625,-14.396285648839,1.23473755898608e-06,0.000421765771190328,6.23677181266028,"VNN1_HUMAN",18,-14.805630448368,5.47842169478663e-07,0.000204145913881185,-0.592675,"Up in B2",3.69005930835236,"VNN1","Pantetheinase","VNN1_HUMAN"
0.361849999999997,14.7013,13.3947064107436,2.05735606326311e-06,0.000641716061679756,5.74632962223768,"PUR6_HUMAN",21,14.547741247689,6.25620045484085e-07,0.000222992744907762,0.361849999999997,"Non-significant",3.6517092665383,"PAICS","Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase","PUR6_HUMAN"
-0.488475000000003,10.2723125,-12.7435134339517,2.92356518643796e-06,0.000798912913280614,5.40320729972855,"ITA2_HUMAN",32,-14.2684715475958,7.24160972668782e-07,0.000247361318914111,-0.488475000000003,"Non-significant",3.60666821212628,"ITGA2","Integrin alpha-2","ITA2_HUMAN"
-0.417325,11.1176875,-13.0327688263619,2.49606559688877e-06,0.000730812348689076,5.55811513378389,"5NTD_HUMAN",22,-14.0965213724606,7.93465894355532e-07,0.000252243651329828,-0.417325,"Non-significant",3.59817975562473,"NT5E","5'-nucleotidase","5NTD_HUMAN"
-0.880050000000001,9.1178475,-15.0543666595792,8.98740712649339e-07,0.000368393818114964,6.53660969141352,"LBP_HUMAN",10,-14.0812054627085,7.99992063256345e-07,0.000252243651329828,-0.880050000000001,"Up in B2",3.59817975562473,"LBP","Lipopolysaccharide-binding protein","LBP_HUMAN"
-0.495599999999998,10.9897,-13.3437542938718,2.11348300382452e-06,0.000641716061679756,5.72020172398981,"PRS23_HUMAN",19,-13.8737831176198,8.94585418820559e-07,0.000271622639388554,-0.495599999999998,"Non-significant",3.56603403501097,"PRSS23","Serine protease 23","PRS23_HUMAN"
-0.307624999999996,11.5811625,-10.4077137257677,1.20031417094133e-05,0.00155946658023981,3.98518074714487,"MDR1_HUMAN",52,-13.4092689008506,1.15560697939666e-06,0.000338345214896208,-0.307624999999996,"Non-significant",3.47063996121943,"ABCB1","ATP-dependent translocase ABCB1","MDR1_HUMAN"
-1.04461,9.5392675,-12.3903550408178,3.56217061896917e-06,0.000892853439455903,5.20843226850112,"PTPRF_HUMAN",57,-13.0933771562586,1.38190974911751e-06,0.000373968903044439,-1.04461,"Up in B2",3.42716450955806,"PTPRF","Receptor-type tyrosine-protein phosphatase F","PTPRF_HUMAN"
0.354675,17.2899375,10.9558308212728,8.41280280352398e-06,0.00134247764364931,4.34724760169076,"SBP1_HUMAN",39,13.0810572067093,1.39169400252933e-06,0.000373968903044439,0.354675,"Non-significant",3.42716450955806,"SELENBP1","Methanethiol oxidase","SBP1_HUMAN"
-0.69548,9.95821,-17.0412699527701,3.70970111005882e-07,0.000233939459232786,7.34816176088714,"PRIO_HUMAN",8,-13.0531704263474,1.41412978706729e-06,0.000373968903044439,-0.69548,"Up in B2",3.42716450955806,"PRNP","Major prion protein","PRIO_HUMAN"
0.354900000000001,17.2429,10.4133595028081,1.19582734181464e-05,0.00155946658023981,3.98901211845963,"AL1L1_HUMAN",79,12.9329159406463,1.51564482137412e-06,0.000376342685384479,0.354900000000001,"Non-significant",3.42441652051726,"ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase","AL1L1_HUMAN"
0.322525000000001,10.8072875,10.7597985786675,9.53533428170471e-06,0.00141591825662719,4.22001555718839,"IFIT1_HUMAN",34,12.9269706998607,1.52087187870181e-06,0.000376342685384479,0.322525000000001,"Non-significant",3.42441652051726,"IFIT1","Interferon-induced protein with tetratricopeptide repeats 1","IFIT1_HUMAN"
0.467324999999999,10.5821375,12.6082881915779,3.15140809141247e-06,0.000833394952690304,5.32937414354623,"T23O_HUMAN",17,12.780035223941,1.65671711508517e-06,0.000376342685384479,0.467324999999999,"Non-significant",3.42441652051726,"TDO2","Tryptophan 2,3-dioxygenase","T23O_HUMAN"
0.329875000000001,17.1141625,11.3912986769256,6.41462428240472e-06,0.0012367075514816,4.62128796544679,"GSTM1_HUMAN",24,12.7725462569112,1.66399722703045e-06,0.000376342685384479,0.329875000000001,"Non-significant",3.42441652051726,"GSTM1","Glutathione S-transferase Mu 1","GSTM1_HUMAN"
0.444550000000001,11.89905,12.0481073624501,4.33548574994941e-06,0.000935324004686453,5.01349408339204,"VTDB_HUMAN",21,12.7722544122433,1.66428165889009e-06,0.000376342685384479,0.444550000000001,"Non-significant",3.42441652051726,"GC","Vitamin D-binding protein","VTDB_HUMAN"
0.322474999999999,12.5417625,9.98447284549576,1.59773284651727e-05,0.00181919637163175,3.69162349914602,"CING_HUMAN",80,12.7375010185795,1.69854590866379e-06,0.000376342685384479,0.322474999999999,"Non-significant",3.42441652051726,"CGN","Cingulin","CING_HUMAN"
0.452400000000001,11.449125,12.2036662135716,3.9626416331817e-06,0.000892853439455903,5.10286981393478,"APOL3_HUMAN",18,12.5397477049815,1.90925386364525e-06,0.00039511453013777,0.452400000000001,"Non-significant",3.40327699906413,"APOL3","Apolipoprotein L3","APOL3_HUMAN"
0.445,13.937675,12.8784066172723,2.7146730189891e-06,0.000767409979643885,5.47595523113857,"GNMT_HUMAN",15,12.5280441607359,1.9226148528379e-06,0.00039511453013777,0.445,"Non-significant",3.40327699906413,"GNMT","Glycine N-methyltransferase","GNMT_HUMAN"
-0.312899999999999,11.3542,-10.285530435679,1.30222786768304e-05,0.00156995059695081,3.90172693481288,"S12A4_HUMAN",38,-12.5157231035976,1.93679433357607e-06,0.00039511453013777,-0.312899999999999,"Non-significant",3.40327699906413,"SLC12A4","Solute carrier family 12 member 4","S12A4_HUMAN"
-7.5040025,8.94844875,-12.264960099526,3.82579903420619e-06,0.000892853439455903,5.1377306038383,"Q6VBP1_HBV",1,-12.443560031729,2.0222367590108e-06,0.00039511453013777,-7.5040025,"Up in B2",3.40327699906413,"S","Large envelope protein","Q6VBP1_HBV"
0.37415,11.6248,11.1075043863475,7.64628291244784e-06,0.00131146298525248,4.44401918030586,"ACO12_HUMAN",27,12.4419003082389,2.02425106925913e-06,0.00039511453013777,0.37415,"Non-significant",3.40327699906413,"ACOT12","Acetyl-coenzyme A thioesterase","ACO12_HUMAN"
-0.333200000000005,14.662475,-10.1922834824798,1.38659141035974e-05,0.00162389662601845,3.8373390210625,"THRB_HUMAN",42,-12.2369042196677,2.29127660770992e-06,0.000436834549535022,-0.333200000000005,"Non-significant",3.35968302030554,"F2","Prothrombin","THRB_HUMAN"
-0.647699999999999,12.344275,-11.5400002289936,5.8598481231863e-06,0.00123177012599696,4.71224861044625,"RIR2B_HUMAN",23,-12.1269134863312,2.45070337231588e-06,0.000456610596505581,-0.647699999999999,"Up in B2",3.34045401411056,"RRM2B","Ribonucleoside-diphosphate reductase subunit M2 B","RIR2B_HUMAN"
-0.710167500000001,9.52796125,-11.4028170055213,6.36959317438403e-06,0.0012367075514816,4.62838034726622,"PERM_HUMAN",27,-12.0394142898366,2.58644347020391e-06,0.000471192523749593,-0.710167500000001,"Up in B2",3.3268016089681,"MPO","Myeloperoxidase","PERM_HUMAN"
0.311400000000003,16.682675,10.1357980835276,1.44068759762274e-05,0.0016634868908889,3.79803739594049,"ALDOC_HUMAN",31,11.882906329371,2.8508090009037e-06,0.000498666937603314,0.311400000000003,"Non-significant",3.30218942522947,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN"
0.772475,12.3829625,11.2803996396363,6.86708706040172e-06,0.00124068466974046,4.55259672185418,"ATTY_HUMAN",28,11.8783705762592,2.85891023022149e-06,0.000498666937603314,0.772475,"Up in C",3.30218942522947,"TAT","Tyrosine aminotransferase","ATTY_HUMAN"
0.468174999999999,11.9750375,11.3745551022574,6.48072649760218e-06,0.0012367075514816,4.61096408097999,"KNG1_HUMAN",19,11.8105386458027,2.9831974281627e-06,0.000507652827856824,0.468174999999999,"Non-significant",3.29443319025559,"KNG1","Kininogen-1","KNG1_HUMAN"
0.415075000000003,13.7199375,13.7829883385021,1.68099754831996e-06,0.000551232716045081,5.94159704885892,"NDRG2_HUMAN",12,11.7799318472214,3.04125337934342e-06,0.000507652827856824,0.415075000000003,"Non-significant",3.29443319025559,"NDRG2","Protein NDRG2","NDRG2_HUMAN"
0.508599999999998,13.420575,12.3345056944557,3.67696321597348e-06,0.000892853439455903,5.17704432360844,"S22A1_HUMAN",13,11.7274167954219,3.14384277475957e-06,0.000507652827856824,0.508599999999998,"Up in C",3.29443319025559,"SLC22A1","Solute carrier family 22 member 1","S22A1_HUMAN"
-0.567987500000005,10.04748125,-10.8954463112241,8.74183600478588e-06,0.0013521805956082,4.30831785857391,"CDHR2_HUMAN",30,-11.6927432218711,3.21370483911174e-06,0.000507652827856824,-0.567987500000005,"Up in B2",3.29443319025559,"CDHR2","Cadherin-related family member 2","CDHR2_HUMAN"
-0.505775,10.5695625,-10.9367292474722,8.51534977674602e-06,0.00134247764364931,4.33495787653295,"EPHA2_HUMAN",25,-11.6896373489237,3.22004721255853e-06,0.000507652827856824,-0.505775,"Up in B2",3.29443319025559,"EPHA2","Ephrin type-A receptor 2","EPHA2_HUMAN"
-0.518325000000001,13.2272625,-12.174492460334,4.0297117906646e-06,0.000892853439455903,5.08620712381829,"SDCB1_HUMAN",13,-11.6300914460039,3.34439989203802e-06,0.000517309251225051,-0.518325000000001,"Up in B2",3.28624975487902,"SDCBP","Syntenin-1","SDCB1_HUMAN"
0.675625,10.7969625,11.258268341075,6.96163635131266e-06,0.00124068466974046,4.53880000324654,"RCN2_HUMAN",17,11.5402998351101,3.542232926793e-06,0.000537763435812019,0.675625,"Up in C",3.26940873012483,"RCN2","Reticulocalbin-2","RCN2_HUMAN"
0.574125,10.6329875,10.677973654173,1.0053181878689e-05,0.00143614506977323,4.16617341181855,"PLIN2_HUMAN",25,11.3075460618748,4.11905687711119e-06,0.000612546987879991,0.574125,"Up in C",3.21286059138091,"PLIN2","Perilipin-2","PLIN2_HUMAN"
-6.984365,9.3022175,-10.9531951415358,8.42686918544896e-06,0.00134247764364931,4.34555320949582,"Q15194_HBV",5,-11.2598814787105,4.24976330277513e-06,0.000612546987879991,-6.984365,"Up in B2",3.21286059138091,"PreC-C","Capsid protein","Q15194_HBV"
-0.391499999999997,12.12,-11.3355771096337,6.63761066908882e-06,0.0012367075514816,4.58686594279953,"TNR6_HUMAN",16,-11.2565800348302,4.25898735169059e-06,0.000612546987879991,-0.391499999999997,"Non-significant",3.21286059138091,"FAS","Tumor necrosis factor receptor superfamily member 6","TNR6_HUMAN"
-0.376670000000004,10.06294,-10.2994760202386,1.2901157694072e-05,0.00156995059695081,3.91130426006515,"GLSK_HUMAN",24,-11.1795712087275,4.48064576859299e-06,0.000633316103636644,-0.376670000000004,"Non-significant",3.19837946881523,"GLS","Glutaminase kidney isoform, mitochondrial","GLSK_HUMAN"
0.234024999999995,16.4874625,7.96101131549601,7.39259591870151e-05,0.00471175436117704,2.09209120861343,"FAS_HUMAN",149,11.1523787359716,4.56198198021851e-06,0.000633883530064937,0.234024999999995,"Non-significant",3.19799053217634,"FASN","Fatty acid synthase","FAS_HUMAN"
0.348225000000001,14.2534625,10.5418463834074,1.09866106594601e-05,0.00152658024044499,4.07562138938447,"GLNA_HUMAN",20,11.1240324514555,4.64853595193688e-06,0.000635144962232975,0.348225000000001,"Non-significant",3.19712714224675,"GLUL","Glutamine synthetase","GLNA_HUMAN"
-5.4034625,8.30691875,-10.6615999023499,1.0160577463631e-05,0.00143614506977323,4.15534651507778,"GPC3_HUMAN",10,-10.9899956269008,5.08354955840203e-06,0.000673178538124424,-5.4034625,"Up in B2",3.17186973839246,"GPC3","Glypican-3","GPC3_HUMAN"
-1.1164725,8.67348875,-10.4891942983074,1.13735830913931e-05,0.00155401056972068,4.04026521116778,"LAMA5_HUMAN",58,-10.9877757930373,5.09112824636671e-06,0.000673178538124424,-1.1164725,"Up in B2",3.17186973839246,"LAMA5","Laminin subunit alpha-5","LAMA5_HUMAN"
0.312100000000003,13.3652,9.52371219700204,2.20848527439291e-05,0.00220794661944794,3.35718577086421,"ANT3_HUMAN",28,10.7919197543027,5.8124596335297e-06,0.000756357842471056,0.312100000000003,"Non-significant",3.12127268566045,"SERPINC1","Antithrombin-III","ANT3_HUMAN"
-3.32485,6.68592,-10.36307751281,1.23646410972905e-05,0.00155946658023981,3.95481256785892,"RELN_HUMAN",51,-10.7139062200743,6.13112850869782e-06,0.000785359242411011,-3.32485,"Up in B2",3.10493164095113,"RELN","Reelin","RELN_HUMAN"
0.2424,11.31455,8.21199007250286,6.01195469459643e-05,0.00423873509666031,2.31019008823621,"ACD10_HUMAN",51,10.5621517761113,6.80868666226551e-06,0.00084711643336049,0.2424,"Non-significant",3.07205689322216,"ACAD10","Acyl-CoA dehydrogenase family member 10","ACD10_HUMAN"
0.409974999999999,12.1272875,9.91419080641983,1.67717181190034e-05,0.00185803439377824,3.64163571888418,"PALMD_HUMAN",22,10.5193242553172,7.01479905475694e-06,0.00084711643336049,0.409974999999999,"Non-significant",3.07205689322216,"PALMD","Palmdelphin","PALMD_HUMAN"
-0.363724999999999,11.7450375,-9.24827197696437,2.69765844513782e-05,0.00257155859688835,3.14942301197805,"FPRP_HUMAN",40,-10.5061800019385,7.07945212447913e-06,0.00084711643336049,-0.363724999999999,"Non-significant",3.07205689322216,"PTGFRN","Prostaglandin F2 receptor negative regulator","FPRP_HUMAN"
-3.72506,7.8219375,-10.2992240166769,1.29033351007554e-05,0.00156995059695081,3.91113131304526,"COMP_HUMAN",5,-10.4961031194293,7.12946975069247e-06,0.00084711643336049,-3.72506,"Up in B2",3.07205689322216,"COMP","Cartilage oligomeric matrix protein","COMP_HUMAN"
-0.581602499999999,9.27379875,-10.4099142745731,1.1985630885266e-05,0.00155946658023981,3.98667435597904,"TRI22_HUMAN",15,-10.4960139993785,7.12991386946497e-06,0.00084711643336049,-0.581602499999999,"Up in B2",3.07205689322216,"TRIM22","E3 ubiquitin-protein ligase TRIM22","TRI22_HUMAN"
-0.565850000000001,11.339575,-12.3061978825235,3.73674063939499e-06,0.000892853439455903,5.16107276041149,"TSN6_HUMAN",9,-10.470880705465,7.25640831276496e-06,0.000849829076400674,-0.565850000000001,"Up in B2",3.07066841386272,"TSPAN6","Tetraspanin-6","TSN6_HUMAN"
0.260149999999996,16.546025,8.50605779660848,4.74966022065541e-05,0.00363903873728346,2.55808260382075,"PGM1_HUMAN",40,10.4074502486772,7.58697796853789e-06,0.000876028808254558,0.260149999999996,"Non-significant",3.05748161179965,"PGM1","Phosphoglucomutase-1","PGM1_HUMAN"
-0.235299999999999,11.8717,-8.01591756799866,7.06251184997712e-05,0.00463749617001478,2.14033163543326,"HS74L_HUMAN",49,-10.2871601953743,8.26124350114575e-06,0.000940634364199901,-0.235299999999999,"Non-significant",3.02657915921765,"HSPA4L","Heat shock 70 kDa protein 4L","HS74L_HUMAN"
-0.497950000000001,11.538925,-9.31565569516371,2.56758756793885e-05,0.00247636269199561,3.20081053887391,"CO5_HUMAN",67,-10.2526532038721,8.46686765756274e-06,0.000950840836393141,-0.497950000000001,"Non-significant",3.02189217460966,"C5","Complement C5","CO5_HUMAN"
0.228924999999998,12.4040625,8.01445642416607,7.07107857101547e-05,0.00463749617001478,2.13905174454059,"CLMN_HUMAN",42,10.1953971266721,8.82081983940451e-06,0.000965841214970774,0.228924999999998,"Non-significant",3.01509426605882,"CLMN","Calmin","CLMN_HUMAN"
0.335750000000001,11.44405,8.61101141248091,4.37368163173703e-05,0.00355004376405744,2.64462460823113,"CGNL1_HUMAN",84,10.1929885199388,8.8360686902669e-06,0.000965841214970774,0.335750000000001,"Non-significant",3.01509426605882,"CGNL1","Cingulin-like protein 1","CGNL1_HUMAN"
-2.207925,14.8438875,-9.80963630778247,1.80372704205272e-05,0.0019456518803616,3.5665984244381,"FIBA_HUMAN",43,-10.1548319242674,9.08161799440879e-06,0.000979619793660043,-2.207925,"Up in B2",3.00894244834266,"FGA","Fibrinogen alpha chain","FIBA_HUMAN"
-2.68651,6.8408175,-9.92259657031557,1.6674402428067e-05,0.00185803439377824,3.64763333219843,"ATS13_HUMAN",7,-10.1169311033377,9.33310945924344e-06,0.000993673134375035,-2.68651,"Up in B2",3.00275645190315,"ADAMTS13","A disintegrin and metalloproteinase with thrombospondin motifs 13","ATS13_HUMAN"
-0.449999999999999,9.6131325,-9.54817502401052,2.17011537032615e-05,0.00219637108715231,3.37534809550622,"DREB_HUMAN",21,-10.0167666952351,1.00361249718547e-05,0.0010548224681957,-0.449999999999999,"Non-significant",2.97682062811117,"DBN1","Drebrin","DREB_HUMAN"
-0.391400000000001,12.922125,-8.63740105515192,4.28449278620554e-05,0.00354484496187462,2.66622849354281,"CO4B_HUMAN",83,-9.82753859738206,1.15320561654167e-05,0.00118254730353466,-0.391400000000001,"Non-significant",2.92718147786018,"C4B_2","Complement C4-B","CO4B_HUMAN"
-1.942825,15.2639625,-9.49718121704464,2.25096581190888e-05,0.00222330334048542,3.33743518237417,"FIBG_HUMAN",29,-9.82662474388328,1.15398614641099e-05,0.00118254730353466,-1.942825,"Up in B2",2.92718147786018,"FGG","Fibrinogen gamma chain","FIBG_HUMAN"
-0.268324999999997,10.5259625,-8.51661829817962,4.71022945300788e-05,0.00363903873728346,2.5668357602277,"BI2L1_HUMAN",28,-9.7327564232562,1.23740075875908e-05,0.00125237178028481,-0.268324999999997,"Non-significant",2.90226672691001,"BAIAP2L1","BAR/IMD domain-containing adapter protein 2-like 1","BI2L1_HUMAN"
-0.557500000000005,11.2309,-9.22694755514961,2.74035492528672e-05,0.00258223329626443,3.13308401543244,"IGSF8_HUMAN",21,-9.61825008730413,1.34842855062622e-05,0.00134809966561387,-0.557500000000005,"Up in B2",2.87027799902764,"IGSF8","Immunoglobulin superfamily member 8","IGSF8_HUMAN"
0.384725,15.8412125,9.69286956772068,1.95796161015509e-05,0.00205786785641685,3.48183062274448,"BAAT_HUMAN",15,9.55962808111332,1.4095523177459e-05,0.00139223010853987,0.384725,"Non-significant",2.85628897836769,"BAAT","Bile acid-CoA:amino acid N-acyltransferase","BAAT_HUMAN"
-0.439774999999999,13.5685625,-9.63847464638789,2.03484666571018e-05,0.0021116041728471,3.4419893307614,"IL18_HUMAN",14,-9.46698948288486,1.51256618213062e-05,0.00144479792472252,-0.439774999999999,"Non-significant",2.84019289084162,"IL18","Interleukin-18","IL18_HUMAN"
1.65166,6.6739275,9.16409962372401,2.87068497858049e-05,0.00264425566903403,3.08471290523885,"SMC5_HUMAN",19,9.46291985902823,1.51728090579838e-05,0.00144479792472252,1.65166,"Up in C",2.84019289084162,"SMC5","Structural maintenance of chromosomes protein 5","SMC5_HUMAN"
-0.494325000000003,12.0651375,-8.96854555273803,3.32307213746777e-05,0.00299368630581986,2.932107342533,"MA1A1_HUMAN",24,-9.45927351789886,1.52151921352956e-05,0.00144479792472252,-0.494325000000003,"Non-significant",2.84019289084162,"MAN1A1","Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA","MA1A1_HUMAN"
-0.272874999999999,13.4803875,-8.49246758231395,4.80095067614162e-05,0.0036442771891675,2.54680325642029,"EHD3_HUMAN",25,-9.44922365182467,1.53326932728543e-05,0.00144479792472252,-0.272874999999999,"Non-significant",2.84019289084162,"EHD3","EH domain-containing protein 3","EHD3_HUMAN"
-0.169924999999999,14.2489375,-6.33985230247478,0.000323670500873194,0.0122278837150159,0.520643220489447,"IQGA1_HUMAN",91,-9.39839235912568,1.59427672456144e-05,0.00145200269343571,-0.169924999999999,"Non-significant",2.83803257802767,"IQGAP1","Ras GTPase-activating-like protein IQGAP1","IQGA1_HUMAN"
0.346925000000001,14.3554375,9.8647091880808,1.73577279106853e-05,0.00189731537882397,3.60622444169642,"DHRS6_HUMAN",14,9.39022225363678,1.60433339878741e-05,0.00145200269343571,0.346925000000001,"Non-significant",2.83803257802767,"BDH2","Dehydrogenase/reductase SDR family member 6","DHRS6_HUMAN"
0.287674999999998,11.5237125,8.14171943022445,6.36682944941996e-05,0.0043496056521954,2.2497431658172,"BAIP2_HUMAN",36,9.38888369613731,1.60598779778639e-05,0.00145200269343571,0.287674999999998,"Non-significant",2.83803257802767,"BAIAP2","BAR/IMD domain-containing adapter protein 2","BAIP2_HUMAN"
0.2362,12.81205,7.57298558848732,0.000102860776586664,0.0060106236554221,1.74246592255205,"XDH_HUMAN",47,9.38422393721732,1.61176195538728e-05,0.00145200269343571,0.2362,"Non-significant",2.83803257802767,"XDH","Xanthine dehydrogenase/oxidase","XDH_HUMAN"
-0.382325,10.6385625,-8.8838431618036,3.54352271107527e-05,0.00315758686797773,2.86500509637813,"ANXA3_HUMAN",21,-9.35041855705937,1.65435391789215e-05,0.00147023202106456,-0.382325,"Non-significant",2.83261412272354,"ANXA3","Annexin A3","ANXA3_HUMAN"
