"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","B1_vs_CM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names","CM_vs_B1"
-0.344225000000003,11.4467125,-7.88080136743228,6.99653906774188e-05,0.00716439125065104,2.17726678400208,"CGNL1_HUMAN",84,10.1047324130848,8.59602052355623e-06,0.00155627214770853,0.344225000000003,"Non-significant",2.80791445495993,"CGNL1","Cingulin-like protein 1","CGNL1_HUMAN",-0.344225000000003
-0.828442500000001,8.54805125,-12.2123031561015,3.27382841316455e-06,0.00111627253345799,5.26734747579651,"CDO1_HUMAN",7,10.0832212808042,8.73243703276315e-06,0.00155627214770853,0.828442500000001,"Up in CM",2.80791445495993,"CDO1","Cysteine dioxygenase type 1","CDO1_HUMAN",-0.828442500000001
0.346124999999999,13.4101625,7.66039914385486,8.47214539199807e-05,0.00817113504983531,1.97756923131786,"APOB_HUMAN",239,-9.91027926293731,9.92148412122625e-06,0.00172177564051848,-0.346124999999999,"Non-significant",2.76402344082252,"APOB","Apolipoprotein B-100","APOB_HUMAN",0.346124999999999
-0.417575000000001,11.6173375,-8.86172119782885,3.13752079078912e-05,0.00451252551629636,3.00759345809178,"ACO12_HUMAN",27,9.88883408380013,1.00811454921795e-05,0.00172177564051848,0.417575000000001,"Non-significant",2.76402344082252,"ACOT12","Acetyl-coenzyme A thioesterase","ACO12_HUMAN",-0.417575000000001
0.6451475,10.03530125,12.0796418865138,3.54026419491435e-06,0.00111627253345799,5.19166085205631,"TBB3_HUMAN",8,-9.6547423511322,1.20240162641174e-05,0.00201169153741294,-0.6451475,"Up in B1",2.69643861102643,"TUBB3","Tubulin beta-3 chain","TBB3_HUMAN",0.6451475
2.754255,7.58089,10.0736608487392,1.28450674139229e-05,0.00250723482522239,3.91690420441381,"COL11_HUMAN",2,-9.59427885340178,1.25915353095201e-05,0.00206450812934891,-2.754255,"Up in B1",2.68518340267815,"COLEC11","Collectin-11","COL11_HUMAN",2.754255
0.707560000000003,9.6092,10.6255995458831,8.81955957507685e-06,0.00195412836206703,4.29387114959254,"COTL1_HUMAN",9,-9.55058500459053,1.30202790862476e-05,0.00209294603821683,-0.707560000000003,"Up in B1",2.67924196879785,"COTL1","Coactosin-like protein","COTL1_HUMAN",0.707560000000003
-0.395899999999997,10.749,-8.29226178199297,4.95050214095295e-05,0.00614912371992913,2.53680061207249,"IFIT1_HUMAN",34,9.49686599485265,1.35699022315432e-05,0.00212762092503515,0.395899999999997,"Non-significant",2.67210574706803,"IFIT1","Interferon-induced protein with tetratricopeptide repeats 1","IFIT1_HUMAN",-0.395899999999997
-0.39615,12.223925,-8.11574087381659,5.7324078090978e-05,0.00643757249575121,2.38462429651604,"CERU_HUMAN",44,9.47931517672923,1.37550511133036e-05,0.00212762092503515,0.39615,"Non-significant",2.67210574706803,"CP","Ceruloplasmin","CERU_HUMAN",-0.39615
0.67648,10.29346,8.74718921007802,3.43200033700684e-05,0.00468925646046368,2.91529503617965,"TRFM_HUMAN",39,-9.38527536959076,1.47964353764119e-05,0.00220918940666659,-0.67648,"Up in B1",2.65576704793853,"MELTF","Melanotransferrin","TRFM_HUMAN",0.67648
1.5294125,9.55501875,9.09989099439458,2.61164186576366e-05,0.00403966792745858,3.19583368087389,"CO6A1_HUMAN",22,-9.38311700527245,1.48213487883218e-05,0.00220918940666659,-1.5294125,"Up in B1",2.65576704793853,"COL6A1","Collagen alpha-1(VI) chain","CO6A1_HUMAN",1.5294125
-0.339924999999999,12.8231875,-7.5839133199314,9.06323008655726e-05,0.00841020285198272,1.90706583621225,"XDH_HUMAN",47,9.17250240936002,1.74936348957578e-05,0.00256094319420398,0.339924999999999,"Non-significant",2.59160005476756,"XDH","Xanthine dehydrogenase/oxidase","XDH_HUMAN",-0.339924999999999
0.694295,10.2753775,8.7513049362339,3.42089571651421e-05,0.00468925646046368,2.91863214349001,"CCN1_HUMAN",22,-9.14679894050656,1.78550798576816e-05,0.00256799902935569,-0.694295,"Up in B1",2.59040514475644,"CCN1","CCN family member 1","CCN1_HUMAN",0.694295
-1.770675,8.6539375,-8.9654608930615,2.89509440791783e-05,0.00431526981020188,3.09019185146486,"HBB_HUMAN",8,8.99737037185448,2.01287948057608e-05,0.0028451010313384,1.770675,"Up in CM",2.54590230692314,"HBB","Hemoglobin subunit beta","HBB_HUMAN",-1.770675
-0.474874999999997,18.9379625,-8.129082189357,5.66870777151998e-05,0.00643757249575121,2.39623279942078,"ALDOB_HUMAN",33,8.93672380413462,2.1142333840941e-05,0.00290749931451985,0.474874999999997,"Non-significant",2.53648037898998,"ALDOB","Fructose-bisphosphate aldolase B","ALDOB_HUMAN",-0.474874999999997
-0.4781525,10.27067375,-8.77935701938753,3.34627373875499e-05,0.00468925646046368,2.94133671833996,"EST3_HUMAN",16,8.9287617527539,2.12795753685278e-05,0.00290749931451985,0.4781525,"Non-significant",2.53648037898998,"CES3","Carboxylesterase 3","EST3_HUMAN",-0.4781525
-0.332424999999997,14.7326875,-8.15284837799231,5.55718780167969e-05,0.00643757249575121,2.41686844544653,"PUR6_HUMAN",21,8.88370035313684,2.20752739646424e-05,0.00296677206495309,0.332424999999997,"Non-significant",2.52771581894629,"PAICS","Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase","PUR6_HUMAN",-0.332424999999997
-0.238274999999998,12.2016125,-6.27050561068875,0.000316165880179705,0.01650909481346,0.591274496156915,"TENS1_HUMAN",76,8.78500423669952,2.39366595076871e-05,0.00314835245559567,0.238274999999998,"Non-significant",2.50191665466368,"TNS1","Tensin-1","TENS1_HUMAN",-0.238274999999998
-0.519575000000003,11.7247625,-12.1034425981285,3.49071473053421e-06,0.00111627253345799,5.20531132977529,"MBL2_HUMAN",8,8.77201250665047,2.41944626375369e-05,0.00314835245559567,0.519575000000003,"Up in CM",2.50191665466368,"MBL2","Mannose-binding protein C","MBL2_HUMAN",-0.519575000000003
-0.465924999999999,15.7308875,-8.70448210512103,3.54964707116176e-05,0.00477049289989904,2.88057705718064,"BAAT_HUMAN",15,8.72860555741094,2.50785314641126e-05,0.00321240313973117,0.465924999999999,"Non-significant",2.4931699582955,"BAAT","Bile acid-CoA:amino acid N-acyltransferase","BAAT_HUMAN",-0.465924999999999
-0.62846,9.437735,-8.91242605655741,3.0162952844729e-05,0.00441564084680515,3.04808316414367,"IGHA1_HUMAN",12,8.70206688378427,2.56367604919264e-05,0.00323027726285337,0.62846,"Up in CM",2.49076019947713,"IGHA1","Immunoglobulin heavy constant alpha 1","IGHA1_HUMAN",-0.62846
0.698159999999999,7.2752325,9.9136087810158,1.43734341039236e-05,0.00274031192520851,3.80346816039976,"ARP6_HUMAN",8,-8.68485829029454,2.60061355633474e-05,0.00323027726285337,-0.698159999999999,"Up in B1",2.49076019947713,"ACTR6","Actin-related protein 6","ARP6_HUMAN",0.698159999999999
3.7029525,7.49360625,8.4187798761474,4.46361531427374e-05,0.00571761224162752,2.64401159447312,"MATN3_HUMAN",18,-8.64919221352683,2.67907376312272e-05,0.00327806667314628,-3.7029525,"Up in B1",2.48438221748759,"MATN3","Matrilin-3","MATN3_HUMAN",3.7029525
-0.775850000000002,12.28915,-8.16833293871712,5.48585157203568e-05,0.00643757249575121,2.43028329646926,"ATTY_HUMAN",28,8.56198518821919,2.88227147567892e-05,0.00342090716256441,0.775850000000002,"Up in CM",2.46585871164747,"TAT","Tyrosine aminotransferase","ATTY_HUMAN",-0.775850000000002
-0.31265,11.129025,-7.35797521016767,0.000110967187860366,0.00947613547999252,1.69508136045166,"IFIT3_HUMAN",30,8.53953361438532,2.93732701248722e-05,0.00342090716256441,0.31265,"Non-significant",2.46585871164747,"IFIT3","Interferon-induced protein with tetratricopeptide repeats 3","IFIT3_HUMAN",-0.31265
-0.421777500000003,8.92802875,-8.54758913631489,4.02237637162975e-05,0.00529999551978295,2.75160516920584,"PDK4_HUMAN",15,8.5359153321825,2.9463089273866e-05,0.00342090716256441,0.421777500000003,"Non-significant",2.46585871164747,"PDK4","[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 4, mitochondrial","PDK4_HUMAN",-0.421777500000003
0.955385000000003,9.59957,8.11843529572487,5.71947854630426e-05,0.00643757249575121,2.38697018282438,"PTPRF_HUMAN",57,-8.52933288767219,2.96272759870789e-05,0.00342090716256441,-0.955385000000003,"Up in B1",2.46585871164747,"PTPRF","Receptor-type tyrosine-protein phosphatase F","PTPRF_HUMAN",0.955385000000003
-0.473000000000003,11.95285,-8.13917456368535,5.62104705295131e-05,0.00643757249575121,2.40500261272245,"KNG1_HUMAN",19,8.50422164379498,3.02630607061354e-05,0.00344578571762358,0.473000000000003,"Non-significant",2.46271173343099,"KNG1","Kininogen-1","KNG1_HUMAN",-0.473000000000003
-0.273724999999999,16.2669875,-6.45903014537939,0.000261265311621363,0.0150834720047319,0.793105456820741,"AOXA_HUMAN",91,8.47217993682126,3.1096503261166e-05,0.00345593518659621,0.273724999999999,"Non-significant",2.46143441097543,"AOX1","Aldehyde oxidase","AOXA_HUMAN",-0.273724999999999
-0.271474999999995,16.5866875,-6.93326961361089,0.000164557465403959,0.0121535324448798,1.28099165293363,"DHSO_HUMAN",34,8.45656542757696,3.15119006872665e-05,0.00345593518659621,0.271474999999995,"Non-significant",2.46143441097543,"SORD","Sorbitol dehydrogenase","DHSO_HUMAN",-0.271474999999995
-0.292425000000001,16.5569625,-6.94861415874595,0.000162179655825937,0.0120868074405549,1.29631921321401,"PGM1_HUMAN",40,8.45265581628065,3.16168747248983e-05,0.00345593518659621,0.292425000000001,"Non-significant",2.46143441097543,"PGM1","Phosphoglucomutase-1","PGM1_HUMAN",-0.292425000000001
0.32095,10.484325,7.05379675646518,0.000146876018213045,0.0113935353557445,1.40063418073863,"M4K4_HUMAN",44,-8.42733197768097,3.23063371363691e-05,0.0034757188948523,-0.32095,"Non-significant",2.45895535516675,"MAP4K4","Mitogen-activated protein kinase kinase kinase kinase 4","M4K4_HUMAN",0.32095
-0.312199999999999,11.20375,-7.58281718650651,9.07202980063289e-05,0.00841020285198272,1.90605086412611,"NADE_HUMAN",23,8.41508350052993,3.26458105517964e-05,0.0034757188948523,0.312199999999999,"Non-significant",2.45895535516675,"NADSYN1","Glutamine-dependent NAD(+) synthetase","NADE_HUMAN",-0.312199999999999
-0.737600000000004,10.75885,-8.15179207357058,5.56209185952672e-05,0.00643757249575121,2.41595246695534,"RCN2_HUMAN",17,8.37771995826839,3.37061642405719e-05,0.00354260428774626,0.737600000000004,"Up in CM",2.45067735606256,"RCN2","Reticulocalbin-2","RCN2_HUMAN",-0.737600000000004
-0.386274999999998,14.4518625,-9.21602514774746,2.39169746176641e-05,0.00377060303683866,3.2858547501766,"PGDH_HUMAN",12,8.29587574417182,3.61655770966706e-05,0.00375297975998109,0.386274999999998,"Non-significant",2.42562377775378,"HPGD","15-hydroxyprostaglandin dehydrogenase [NAD(+)]","PGDH_HUMAN",-0.386274999999998
0.708524999999998,10.0425875,7.76468406346166,7.73451090319754e-05,0.00754851433147779,2.07269292468397,"CDHR2_HUMAN",30,-8.17005768887398,4.03458132274781e-05,0.00413443721048582,-0.708524999999998,"Up in B1",2.38358359929523,"CDHR2","Cadherin-related family member 2","CDHR2_HUMAN",0.708524999999998
0.57006,10.128745,7.49002681950564,9.8527851117138e-05,0.00887616838965162,1.81965827083518,"AGRIN_HUMAN",63,-8.15174451259968,4.09979516564258e-05,0.004138500398129,-0.57006,"Up in B1",2.38315699868545,"AGRN","Agrin","AGRIN_HUMAN",0.57006
0.246949999999998,10.7641,6.42097479656652,0.000271431155977966,0.0152546628145804,0.752734106984233,"AT2B1_HUMAN",40,-8.14075009557417,4.13951003472283e-05,0.004138500398129,-0.246949999999998,"Non-significant",2.38315699868545,"ATP2B1","Plasma membrane calcium-transporting ATPase 1","AT2B1_HUMAN",0.246949999999998
0.630675,11.5194125,7.85293981641464,7.16613908945335e-05,0.00716439125065104,2.15230272972508,"DDB2_HUMAN",18,-8.10795023229228,4.26056021511521e-05,0.00418606339563438,-0.630675,"Up in B1",2.37819419879578,"DDB2","DNA damage-binding protein 2","DDB2_HUMAN",0.630675
-0.239599999999999,11.4897,-6.60445058798941,0.000226143885375304,0.0139393050549379,0.945678653345497,"C1R_HUMAN",30,8.09239934889677,4.31932495444592e-05,0.00418606339563438,0.239599999999999,"Non-significant",2.37819419879578,"C1R","Complement C1r subcomponent","C1R_HUMAN",-0.239599999999999
-2.4151425,6.64560125,-8.01899364600085,6.219080398632e-05,0.00679786948106468,2.29991127614514,"IGHG1_HUMAN",6,8.08691335642787,4.34027065905004e-05,0.00418606339563438,2.4151425,"Up in CM",2.37819419879578,"IGHG1","Immunoglobulin heavy constant gamma 1","IGHG1_HUMAN",-2.4151425
-0.4017575,9.69640625,-6.98106322443101,0.000157276521538375,0.0118857183222665,1.32864012841082,"SORL_HUMAN",64,7.97756831905693,4.78226462911257e-05,0.00455872156156568,0.4017575,"Non-significant",2.34115693290627,"SORL1","Sortilin-related receptor","SORL_HUMAN",-0.4017575
-0.475425,13.7243875,-8.34650996220433,4.73479583868073e-05,0.00597167019776994,2.58295810561685,"NDRG2_HUMAN",12,7.94793204341732,4.91053297852391e-05,0.0046271895813723,0.475425,"Non-significant",2.33468270658241,"NDRG2","Protein NDRG2","NDRG2_HUMAN",-0.475425
0.355875000000001,10.5998875,7.47650884948834,9.97267666903952e-05,0.00888652210138978,1.80699393170751,"ALDR_HUMAN",18,-7.79381314813052,5.64242253403005e-05,0.00525642953795208,-0.355875000000001,"Non-significant",2.27930915289649,"AKR1B1","Aldo-keto reductase family 1 member B1","ALDR_HUMAN",0.355875000000001
