"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BDM_vs_CM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-1.94005,14.909075,-37.3357880549723,1.11951650382826e-09,4.26411016845781e-07,13.2043520458545,"FIBA_HUMAN",43,-41.0615752819717,8.35533415513483e-10,3.71810892433706e-07,-1.94005,"Up in BDM",6.42967789144804,"FGA","Fibrinogen alpha chain","FIBA_HUMAN"
1.106075,16.8858625,34.8894597664946,1.84103078556523e-09,4.96035061324125e-07,12.7245230934731,"AL1L1_HUMAN",79,40.8048159842682,8.73983292866561e-10,3.71810892433706e-07,1.106075,"Up in CM",6.42967789144804,"ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase","AL1L1_HUMAN"
-0.933325,12.6748875,-29.9184001135038,5.68124669330792e-09,1.05080368320919e-06,11.6048626158508,"LIMC1_HUMAN",62,-40.5042968801742,9.21569537795797e-10,3.72452328700171e-07,-0.933325,"Up in BDM",6.42892930602266,"LIMCH1","LIM and calponin homology domains-containing protein 1","LIMC1_HUMAN"
0.952475,15.4098125,29.388055618499,6.47621684828285e-09,1.11377150605681e-06,11.4721248230513,"KHK_HUMAN",20,40.1693712783783,9.78114734178225e-10,3.76481018874409e-07,0.952475,"Up in CM",6.42425691483089,"KHK","Ketohexokinase","KHK_HUMAN"
-2.9844825,11.16633375,-38.6695673272072,8.65129088994577e-10,4.11343436843716e-07,13.4490809246694,"K1C19_HUMAN",26,-39.4274916553136,1.11800829006356e-09,4.05987612246477e-07,-2.9844825,"Up in BDM",6.39148721769146,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN"
0.978799999999998,15.15255,33.7999888217415,2.32348255306657e-09,5.44916452714665e-07,12.4968004135178,"PBLD_HUMAN",23,39.2478201526573,1.15522888552134e-09,4.05987612246477e-07,0.978799999999998,"Up in CM",6.39148721769146,"PBLD","Phenazine biosynthesis-like domain-containing protein","PBLD_HUMAN"
1.193675,15.6700375,37.7991122770946,1.02258372539945e-09,4.26411016845781e-07,13.2906500393081,"TKFC_HUMAN",40,38.8757220369143,1.23688765368044e-09,4.16573454362459e-07,1.193675,"Up in CM",6.38030840839504,"TKFC","Triokinase/FMN cyclase","TKFC_HUMAN"
-1.219125,10.8884875,-36.5189625036908,1.31693171472638e-09,4.46280205195644e-07,13.0487584707371,"ANGL3_HUMAN",22,-38.6215021255268,1.29645662662935e-09,4.19170356521802e-07,-1.219125,"Up in BDM",6.37760943798572,"ANGPTL3","Angiopoietin-related protein 3","ANGL3_HUMAN"
1.0492,17.9455,29.8905875588461,5.72007448487002e-09,1.05080368320919e-06,11.5979716586528,"LDHA_HUMAN",24,37.0456237255811,1.74759429339285e-09,5.27480010910214e-07,1.0492,"Up in CM",6.27779399350113,"LDHA","L-lactate dehydrogenase A chain","LDHA_HUMAN"
1.28535,11.56845,33.3351712062563,2.57186427685925e-09,5.61848079725764e-07,12.3968185459667,"VTDB_HUMAN",21,36.6742866463386,1.87842685267871e-09,5.27480010910214e-07,1.28535,"Up in CM",6.27779399350113,"GC","Vitamin D-binding protein","VTDB_HUMAN"
-1.284375,14.6477875,-35.9741498341085,1.47055618383703e-09,4.57173293613644e-07,12.9424526170182,"VIME_HUMAN",46,-36.665798044058,1.88154534805819e-09,5.27480010910214e-07,-1.284375,"Up in BDM",6.27779399350113,"VIM","Vimentin","VIME_HUMAN"
1.196965,10.5323425,30.7858019078482,4.60813506771688e-09,9.55065532111681e-07,11.8159875215656,"SYNE2_HUMAN",160,36.616634650393,1.89972304020822e-09,5.27480010910214e-07,1.196965,"Up in CM",6.27779399350113,"SYNE2","Nesprin-2","SYNE2_HUMAN"
1.05497500000001,18.4141875,30.1616589091414,5.35410003256407e-09,1.03040929912418e-06,11.664807820645,"ADH1G_HUMAN",33,36.2928074610244,2.02457313694523e-09,5.27480010910214e-07,1.05497500000001,"Up in CM",6.27779399350113,"ADH1C","Alcohol dehydrogenase 1C","ADH1G_HUMAN"
-1.76308,10.13696,-44.463642755771,3.10071547359328e-10,3.13288539663181e-07,14.3936359497705,"COTL1_HUMAN",9,-36.2924986350591,2.02469657938913e-09,5.27480010910214e-07,-1.76308,"Up in BDM",6.27779399350113,"COTL1","Coactosin-like protein","COTL1_HUMAN"
1.02835,17.94975,29.2110148399882,6.76914371564248e-09,1.11663242150078e-06,11.4271765884174,"ADH1B_HUMAN",14,35.9173491066083,2.18118009143917e-09,5.27480010910214e-07,1.02835,"Up in CM",6.27779399350113,"ADH1B","All-trans-retinol dehydrogenase [NAD(+)] ADH1B","ADH1B_HUMAN"
0.869049999999994,15.031725,26.3696113672858,1.43094022435665e-08,1.62001175244711e-06,10.6586300733774,"KPYR_HUMAN",45,35.7930827724023,2.23601625173699e-09,5.27480010910214e-07,0.869049999999994,"Up in CM",6.27779399350113,"PKLR","Pyruvate kinase PKLR","KPYR_HUMAN"
-1.624795,8.573415,-33.5998255741472,2.42694448815142e-09,5.44916452714665e-07,12.4539575451009,"MAP1B_HUMAN",55,-35.7890508107659,2.23782157636563e-09,5.27480010910214e-07,-1.624795,"Up in BDM",6.27779399350113,"MAP1B","Microtubule-associated protein 1B","MAP1B_HUMAN"
-1.60542,10.73094,-37.1530237105457,1.1605891835466e-09,4.26411016845781e-07,13.1699249009837,"CCN1_HUMAN",22,-35.649546895699,2.30131868149296e-09,5.27480010910214e-07,-1.60542,"Up in BDM",6.27779399350113,"CCN1","CCN family member 1","CCN1_HUMAN"
-1.860225,14.6329875,-34.256947462265,2.10550960405602e-09,5.15722246351055e-07,12.5934257794488,"FIBB_HUMAN",38,-35.4571646537897,2.39227670577876e-09,5.27480010910214e-07,-1.860225,"Up in BDM",6.27779399350113,"FGB","Fibrinogen beta chain","FIBB_HUMAN"
0.798500000000004,13.330975,27.2157985275636,1.13590960006561e-08,1.524184911518e-06,10.8972409096857,"ASPDH_HUMAN",17,35.4113347182402,2.41454415485314e-09,5.27480010910214e-07,0.798500000000004,"Up in CM",6.27779399350113,"ASPDH","Aspartate dehydrogenase domain-containing protein","ASPDH_HUMAN"
-1.8605,14.7661,-37.3570335581168,1.11484994341089e-09,4.26411016845781e-07,13.2083397761197,"FINC_HUMAN",120,-35.0882147688718,2.57840608066463e-09,5.48454114474006e-07,-1.8605,"Up in BDM",6.26085970111448,"FN1","Fibronectin","FINC_HUMAN"
1.459075,13.9759625,36.4882427779096,1.32509277801503e-09,4.46280205195644e-07,13.0428188993376,"NDRG1_HUMAN",15,34.8466110677497,2.70921697211457e-09,5.55593749379944e-07,1.459075,"Up in CM",6.25524264886867,"NDRG1","Protein NDRG1","NDRG1_HUMAN"
0.947575000000001,16.1273375,28.8534021066945,7.40787817669581e-09,1.19755758604464e-06,11.3353884581287,"AK1C4_HUMAN",23,34.7749743285333,2.74944327294293e-09,5.55593749379944e-07,0.947575000000001,"Up in CM",6.25524264886867,"AKR1C4","Aldo-keto reductase family 1 member C4","AK1C4_HUMAN"
2.8823625,8.09809375,34.2618021448147,2.10332192429457e-09,5.15722246351055e-07,12.594443599596,"HBB_HUMAN",8,33.8377941926142,3.34355110845044e-09,6.59168868526949e-07,2.8823625,"Up in CM",6.18100331184829,"HBB","Hemoglobin subunit beta","HBB_HUMAN"
0.7668,16.35815,27.9492505111837,9.35132786091433e-09,1.37430514726856e-06,11.0971969335127,"GLYC_HUMAN",30,33.1845624588437,3.84429398786899e-09,7.32579782584843e-07,0.7668,"Up in CM",6.1351450709745,"SHMT1","Serine hydroxymethyltransferase, cytosolic","GLYC_HUMAN"
0.76005,11.2388,24.363099885167,2.55044173153331e-08,2.19310856553019e-06,10.0559407108346,"CGNL1_HUMAN",84,33.0660844647058,3.94398761116504e-09,7.32579782584843e-07,0.76005,"Up in CM",6.1351450709745,"CGNL1","Cingulin-like protein 1","CGNL1_HUMAN"
-1.175375,14.6436875,-29.2831137931719,6.64807328937343e-09,1.11663242150078e-06,11.4455205509963,"VNN1_HUMAN",18,-33.0150728144364,3.98781522129569e-09,7.32579782584843e-07,-1.175375,"Up in BDM",6.1351450709745,"VNN1","Pantetheinase","VNN1_HUMAN"
0.6389,15.091825,22.6884411258527,4.28641569772866e-08,3.14973618952189e-06,9.50853588049901,"GDE_HUMAN",104,32.7905337578848,4.18743923477578e-09,7.36734015571441e-07,0.6389,"Up in CM",6.13268927797471,"AGL","Glycogen debranching enzyme","GDE_HUMAN"
-0.848900000000002,11.86815,-25.2496256006757,1.96477965990324e-08,1.91514790441207e-06,10.3289251580604,"ITA6_HUMAN",48,-32.7847590938555,4.19272110803987e-09,7.36734015571441e-07,-0.848900000000002,"Up in BDM",6.13268927797471,"ITGA6","Integrin alpha-6","ITA6_HUMAN"
-0.948567499999999,10.48876625,-28.5015365979535,8.1038927090288e-09,1.2541359589765e-06,11.2437513981499,"ADA10_HUMAN",33,-32.2328652985458,4.73436698778851e-09,8.05665824276255e-07,-0.948567499999999,"Up in BDM",6.09384505840266,"ADAM10","Disintegrin and metalloproteinase domain-containing protein 10","ADA10_HUMAN"
0.761975000000001,16.2415125,26.3701706826327,1.43071843302426e-08,1.62001175244711e-06,10.6587906959757,"FAS_HUMAN",149,32.185586674712,4.78435723929979e-09,8.05665824276255e-07,0.761975000000001,"Up in CM",6.09384505840266,"FASN","Fatty acid synthase","FAS_HUMAN"
-1.919175,13.5473875,-39.1818307134663,7.85414249516655e-10,3.96781461177695e-07,13.5401285782684,"FGL1_HUMAN",17,-31.9865371860903,5.00151721230359e-09,8.25046196470406e-07,-1.919175,"Up in BDM",6.08352173349797,"FGL1","Fibrinogen-like protein 1","FGL1_HUMAN"
-1.11971,10.514845,-29.7849126188531,5.87037232236315e-09,1.0544493218147e-06,11.5717189812601,"ITA2_HUMAN",32,-31.6617060839679,5.38044128545243e-09,8.6980213820624e-07,-1.11971,"Up in BDM",6.0605795290574,"ITGA2","Integrin alpha-2","ITA2_HUMAN"
0.566875,13.7995625,21.1489534904374,7.14778934997255e-08,4.44514480637841e-06,8.96453414285854,"SPS2_HUMAN",17,31.3209938115321,5.81342026675987e-09,9.21370117965098e-07,0.566875,"Up in CM",6.03556587696863,"SEPHS2","Selenide, water dikinase 2","SPS2_HUMAN"
-1.7057,15.269175,-33.6102696075467,2.42141857201617e-09,5.44916452714665e-07,12.4562008741975,"FIBG_HUMAN",29,-30.5640955544575,6.92492917048633e-09,1.07642697086617e-06,-1.7057,"Up in BDM",5.96801542912493,"FGG","Fibrinogen gamma chain","FIBG_HUMAN"
-1.5660925,9.93577875,-36.1690951663012,1.41336193242562e-09,4.5696817999185e-07,12.9807280604967,"DREB_HUMAN",21,-30.3084940926174,7.35350787754234e-09,1.12147932404103e-06,-1.5660925,"Up in BDM",5.95020872880207,"DBN1","Drebrin","DREB_HUMAN"
-1.03605,11.3907,-26.5603173171336,1.35752813142877e-08,1.60490021990737e-06,10.7131703825095,"5NTD_HUMAN",22,-30.2152536737907,7.51730175651316e-09,1.12522870551659e-06,-1.03605,"Up in BDM",5.94875919715344,"NT5E","5'-nucleotidase","5NTD_HUMAN"
-0.546875,11.5290125,-19.9233508898255,1.10280354926675e-07,5.71407762097637e-06,8.49987231037654,"CBPD_HUMAN",54,-30.1106225509531,7.70606972653201e-09,1.13251202908288e-06,-0.546875,"Up in BDM",5.94595717639101,"CPD","Carboxypeptidase D","CBPD_HUMAN"
-0.99175,12.2989,-27.4816498093151,1.05796284000088e-08,1.50026555012757e-06,10.9704363778698,"HKDC1_HUMAN",55,-29.9418984080397,8.02194596589442e-09,1.1578819507558e-06,-0.99175,"Up in BDM",5.93633571586655,"HKDC1","Hexokinase HKDC1","HKDC1_HUMAN"
-1.6021475,10.51380125,-28.4446087385875,8.22333364168684e-09,1.2541359589765e-06,11.2288000876178,"TBB3_HUMAN",8,-29.8125076311439,8.27418219503535e-09,1.17333709969247e-06,-1.6021475,"Up in BDM",5.93057719717361,"TUBB3","Tubulin beta-3 chain","TBB3_HUMAN"
1.345375,13.3222625,27.0974963939972,1.17267480071608e-08,1.524184911518e-06,10.8644017643954,"GNMT_HUMAN",15,29.6643157987446,8.57422626867379e-09,1.19492191258087e-06,1.345375,"Up in CM",5.9226604746684,"GNMT","Glycine N-methyltransferase","GNMT_HUMAN"
-1.5136275,10.76166125,-28.1041907535622,8.98065660129258e-09,1.34427124644904e-06,11.138652845472,"LAMC1_HUMAN",52,-29.4747395767788,8.97627943948599e-09,1.22097411297771e-06,-1.5136275,"Up in BDM",5.91329354384391,"LAMC1","Laminin subunit gamma-1","LAMC1_HUMAN"
-0.643249999999998,11.467725,-20.9994068353277,7.52619944577664e-08,4.5209580801294e-06,8.90940910671158,"S12A4_HUMAN",38,-29.3877136054219,9.16799770918895e-09,1.22097411297771e-06,-0.643249999999998,"Up in BDM",5.91329354384391,"SLC12A4","Solute carrier family 12 member 4","S12A4_HUMAN"
0.788599999999999,16.00955,23.1667202818715,3.68199211015379e-08,2.86168675253587e-06,9.66933729560023,"AOXA_HUMAN",91,29.3669931381605,9.21432894861318e-09,1.22097411297771e-06,0.788599999999999,"Up in CM",5.91329354384391,"AOX1","Aldehyde oxidase","AOXA_HUMAN"
0.899449999999998,11.54875,24.845027218817,2.21071091387345e-08,2.05392831228035e-06,10.2057040388485,"DDC_HUMAN",22,29.1731184548523,9.66098806875169e-09,1.25951236386645e-06,0.899449999999998,"Up in CM",5.89979756494029,"DDC","Aromatic-L-amino-acid decarboxylase","DDC_HUMAN"
-1.136025,11.4323875,-26.2453930550144,1.48117815340098e-08,1.62001175244711e-06,10.6228600627087,"4F2_HUMAN",23,-29.0677460178788,9.91405708595791e-09,1.27198926072695e-06,-1.136025,"Up in BDM",5.89551655537527,"SLC3A2","Amino acid transporter heavy chain SLC3A2","4F2_HUMAN"
-0.9198,13.0335,-24.3785744850098,2.53865284835774e-08,2.19310856553019e-06,10.0608012262844,"SQSTM_HUMAN",20,-28.9088785911348,1.03099945813858e-08,1.30212009689596e-06,-0.9198,"Up in BDM",5.8853489581535,"SQSTM1","Sequestosome-1","SQSTM_HUMAN"
0.734774999999999,10.9924625,23.347768345095,3.47889401814634e-08,2.78414854937395e-06,9.72925123118021,"NADE_HUMAN",23,28.7714006035696,1.06671925671426e-08,1.32650642338791e-06,0.734774999999999,"Up in CM",5.87729064267738,"NADSYN1","Glutamine-dependent NAD(+) synthetase","NADE_HUMAN"
0.810600000000001,17.031175,24.1333977055735,2.73294171911276e-08,2.27735751707097e-06,9.98338193258448,"ADH4_HUMAN",25,28.5525523465029,1.12652516241696e-08,1.37965195269943e-06,0.810600000000001,"Up in CM",5.86023046003829,"ADH4","All-trans-retinol dehydrogenase [NAD(+)] ADH4","ADH4_HUMAN"
-1.38325,12.4595,-26.3173118592242,1.45185247925523e-08,1.62001175244711e-06,10.6435935151207,"PAI1_HUMAN",22,-28.3277941947666,1.19195045959352e-08,1.41393241661278e-06,-1.38325,"Up in BDM",5.8495713485261,"SERPINE1","Plasminogen activator inhibitor 1","PAI1_HUMAN"
-1.181975,10.8205875,-37.98657331916,9.86099775763533e-10,4.26411016845781e-07,13.3251731770678,"CD44_HUMAN",8,-28.3275862470954,1.19201296080383e-08,1.41393241661278e-06,-1.181975,"Up in BDM",5.8495713485261,"CD44","CD44 antigen","CD44_HUMAN"
-1.09325,10.665125,-25.0939494638964,2.05553612589574e-08,1.97796410781134e-06,10.2817802080056,"ADAM9_HUMAN",25,-28.278097063244,1.20699414507339e-08,1.41393241661278e-06,-1.09325,"Up in BDM",5.8495713485261,"ADAM9","Disintegrin and metalloproteinase domain-containing protein 9","ADAM9_HUMAN"
1.6064,11.315275,35.0500801100472,1.78001534615546e-09,4.96035061324125e-07,12.7573351259359,"DPYD_HUMAN",55,27.9895103631164,1.29874092813307e-08,1.49967470315709e-06,1.6064,"Up in CM",5.82400293424085,"DPYD","Dihydropyrimidine dehydrogenase [NADP(+)]","DPYD_HUMAN"
0.545124999999999,13.9444375,19.8243811275304,1.14338389262482e-07,5.8125610088594e-06,8.46102347852516,"ACSA_HUMAN",31,27.8753821720405,1.33719447527442e-08,1.52232999206242e-06,0.545124999999999,"Up in CM",5.81749119631856,"ACSS2","Acetyl-coenzyme A synthetase, cytoplasmic","ACSA_HUMAN"
0.464924999999997,11.8705125,16.9097825964831,3.61277584370094e-07,1.25870979071701e-05,7.21534484947091,"XYLB_HUMAN",22,27.6797278390687,1.40617040603704e-08,1.57862158222186e-06,0.464924999999997,"Non-significant",5.8017219640064,"XYLB","Xylulose kinase","XYLB_HUMAN"
-1.016975,11.1552625,-26.5329677254684,1.36778910701498e-08,1.60490021990737e-06,10.7053763778842,"SCMC1_HUMAN",23,-27.5787284875938,1.44335543292884e-08,1.58460873590908e-06,-1.016975,"Up in BDM",5.80007795414801,"SLC25A24","Mitochondrial adenyl nucleotide antiporter SLC25A24","SCMC1_HUMAN"
1.058325,17.6706125,24.3706626307766,2.54467253050794e-08,2.19310856553019e-06,10.0583165748663,"BHMT1_HUMAN",31,27.5549845127454,1.45225889754053e-08,1.58460873590908e-06,1.058325,"Up in CM",5.80007795414801,"BHMT","Betaine--homocysteine S-methyltransferase 1","BHMT1_HUMAN"
-1.1017,10.9728,-25.9880520730974,1.59175342789397e-08,1.67092765683987e-06,10.5481336916373,"ALDR_HUMAN",18,-27.5073335055064,1.47031615975728e-08,1.58460873590908e-06,-1.1017,"Up in BDM",5.80007795414801,"AKR1B1","Aldo-keto reductase family 1 member B1","ALDR_HUMAN"
-1.22745,11.287575,-27.0186153636354,1.19793887631295e-08,1.524184911518e-06,10.8424128506822,"PRS23_HUMAN",19,-27.205087348349,1.5909827702636e-08,1.68976462805555e-06,-1.22745,"Up in BDM",5.77217378524174,"PRSS23","Serine protease 23","PRS23_HUMAN"
0.773350000000001,13.71635,21.3248907435943,6.72992530135779e-08,4.24984267272461e-06,9.02885009301539,"HDAC6_HUMAN",26,27.1137256339361,1.62964688112981e-08,1.68976462805555e-06,0.773350000000001,"Up in CM",5.77217378524174,"HDAC6","Histone deacetylase 6","HDAC6_HUMAN"
-4.2828025,8.04707375,-27.2146863973372,1.13624907634381e-08,1.524184911518e-06,10.8969329688145,"MIME_HUMAN",7,-27.0958224337197,1.63734813108346e-08,1.68976462805555e-06,-4.2828025,"Up in BDM",5.77217378524174,"OGN","Mimecan","MIME_HUMAN"
-1.0368,11.8188,-30.3258848388446,5.1453287528127e-09,1.01438273924354e-06,11.7049497711143,"TFR1_HUMAN",34,-27.0631530403724,1.65150817291091e-08,1.68976462805555e-06,-1.0368,"Up in BDM",5.77217378524174,"TFRC","Transferrin receptor protein 1","TFR1_HUMAN"
0.805275000000002,15.5102875,22.8194792838338,4.11031021604659e-08,3.04804013544079e-06,9.55296151182936,"ADH6_HUMAN",19,26.9526918487097,1.70042809161093e-08,1.69935833696117e-06,0.805275000000002,"Up in CM",5.76971503351715,"ADH6","Alcohol dehydrogenase 6","ADH6_HUMAN"
-0.940299999999997,13.808625,-28.6618506734642,7.77797366283779e-09,1.23273257091604e-06,11.2856671158484,"S10AB_HUMAN",6,-26.9471347177813,1.70293239259996e-08,1.69935833696117e-06,-0.940299999999997,"Up in BDM",5.76971503351715,"S100A11","Protein S100-A11","S10AB_HUMAN"
-1.136425,10.7001375,-24.6943104390118,2.31110781953109e-08,2.12280505741702e-06,10.1592217616052,"FSCN1_HUMAN",23,-26.8123356260121,1.76498365380992e-08,1.73980035045677e-06,-1.136425,"Up in BDM",5.75950058601035,"FSCN1","Fascin","FSCN1_HUMAN"
-1.10211,8.2764775,-24.9937103673917,2.11648828238568e-08,1.98925288215389e-06,10.2512480443798,"SPIT1_HUMAN",11,-26.7514956957882,1.79382931592515e-08,1.74693040489433e-06,-1.10211,"Up in BDM",5.75772439631782,"SPINT1","Kunitz-type protease inhibitor 1","SPIT1_HUMAN"
-0.80986,10.248645,-22.2663792196599,4.91454468907454e-08,3.51542165679553e-06,9.36350281910667,"AGRIN_HUMAN",63,-26.6626088765303,1.83694212479763e-08,1.76494903167224e-06,-0.80986,"Up in BDM",5.75326783168302,"AGRN","Agrin","AGRIN_HUMAN"
-2.101765,9.3047675,-31.6096826604562,3.79732862588288e-09,8.07731770605562e-07,12.0099564080877,"ITA3_HUMAN",23,-26.6240655225838,1.85600232206038e-08,1.76494903167224e-06,-2.101765,"Up in BDM",5.75326783168302,"ITGA3","Integrin alpha-3","ITA3_HUMAN"
1.002725,16.9213125,26.8952602383985,1.23869480778411e-08,1.524184911518e-06,10.8078767799581,"SBP1_HUMAN",39,26.5315152258973,1.9026954279315e-08,1.7883124586012e-06,1.002725,"Up in CM",5.7475565978495,"SELENBP1","Methanethiol oxidase","SBP1_HUMAN"
0.871599999999997,11.8148,24.2533685357529,2.63584103699454e-08,2.24113393871855e-06,10.0213747354396,"UAP1_HUMAN",31,26.4486206837018,1.94565422724325e-08,1.80766932400083e-06,0.871599999999997,"Up in CM",5.74288101185637,"UAP1","UDP-N-acetylhexosamine pyrophosphorylase","UAP1_HUMAN"
1.211275,11.2204875,30.3541947292432,5.11028125160909e-09,1.01438273924354e-06,11.7118431525516,"ACO12_HUMAN",27,26.3874657136848,1.97805453884726e-08,1.81688804971618e-06,1.211275,"Up in CM",5.74067183157383,"ACOT12","Acetyl-coenzyme A thioesterase","ACO12_HUMAN"
-1.05415,12.096425,-23.2427822278655,3.59507191857564e-08,2.82125886581038e-06,9.69457136387593,"PEG10_HUMAN",23,-25.8302988839142,2.30328547289475e-08,2.07462007272545e-06,-1.05415,"Up in BDM",5.68306142445853,"PEG10","Retrotransposon-derived protein PEG10","PEG10_HUMAN"
-1.2135725,9.36783875,-29.4735263101247,6.3399658480198e-09,1.11377150605681e-06,11.4937094040562,"FLRT3_HUMAN",27,-25.7993434733555,2.32306645337697e-08,2.07462007272545e-06,-1.2135725,"Up in BDM",5.68306142445853,"FLRT3","Leucine-rich repeat transmembrane protein FLRT3","FLRT3_HUMAN"
0.431375000000003,13.6042625,16.2994704865653,4.70838971954127e-07,1.50042973450926e-05,6.92643657542454,"GALM_HUMAN",17,25.7798101351004,2.33564798488205e-08,2.07462007272545e-06,0.431375000000003,"Non-significant",5.68306142445853,"GALM","Galactose mutarotase","GALM_HUMAN"
