"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BD_vs_C","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-2.24825,11.47945,-76.9049661883093,8.45540661031903e-12,4.62116155942636e-09,18.0169333031719,"DDX60_HUMAN",75,-98.8690436200113,3.12231688731285e-13,2.32697762201734e-10,-2.24825,"Up in BD",9.63320779319849,"DDX60","Probable ATP-dependent RNA helicase DDX60","DDX60_HUMAN"
-3.3316625,10.64566875,-83.4273475523814,4.6969119260711e-12,3.20877366416091e-09,18.534932505332,"IFIH1_HUMAN",45,-93.8020760147589,4.68031101567925e-13,3.19743247554487e-10,-3.3316625,"Up in BD",9.4951986183295,"IFIH1","Interferon-induced helicase C domain-containing protein 1","IFIH1_HUMAN"
-5.09778,12.26036,-83.5511023214394,4.64689629984474e-12,3.20877366416091e-09,18.5441863503961,"OAS2_HUMAN",31,-88.4864093797771,7.33159905140849e-13,4.62341915564976e-10,-5.09778,"Up in BD",9.335036731971,"OAS2","2'-5'-oligoadenylate synthase 2","OAS2_HUMAN"
-3.95525,14.511675,-77.8589842342129,7.73515226550315e-12,4.5294841623282e-09,18.0965872082454,"OAS3_HUMAN",45,-84.5744893968472,1.03816315177964e-12,6.07918679877823e-10,-3.95525,"Up in BD",9.21615451158641,"OAS3","2'-5'-oligoadenylate synthase 3","OAS3_HUMAN"
-2.65675,11.4102,-71.2383690906213,1.46943707288074e-11,7.08614419028019e-09,17.5133958698882,"SLFN5_HUMAN",37,-80.179680464263,1.56506354774233e-12,8.55359397626105e-10,-2.65675,"Up in BD",9.06785136876876,"SLFN5","Schlafen family member 5","SLFN5_HUMAN"
-4.4613025,11.35464875,-81.4588580157259,5.58095167926673e-12,3.51943398974067e-09,18.3849658206351,"ISG20_HUMAN",11,-77.4616302856356,2.04047869901413e-12,1.04549027340737e-09,-4.4613025,"Up in BD",8.98068000323384,"ISG20","Interferon-stimulated gene 20 kDa protein","ISG20_HUMAN"
-1.9103,12.31135,-63.175052015494,3.4973733423132e-11,1.30324848455835e-08,16.6943636005771,"PML_HUMAN",44,-76.376104317983,2.27442356367446e-12,1.09680731617666e-09,-1.9103,"Up in BD",8.95986966127785,"PML","Protein PML","PML_HUMAN"
0.973549999999999,16.1177,42.4939129071917,6.10483964415998e-10,9.26805100052288e-08,13.8009832661266,"FAS_HUMAN",149,74.0800182517,2.87621501551296e-12,1.30995614984307e-09,0.973549999999999,"Up in C",8.88274324190143,"FASN","Fatty acid synthase","FAS_HUMAN"
-1.528825,14.5640375,-56.880724213448,7.45861316040021e-11,2.35175810342158e-08,15.9536690438029,"VIME_HUMAN",46,-72.9060226873934,3.25216989100083e-12,1.40322572454868e-09,-1.528825,"Up in BD",8.85287246222837,"VIM","Vimentin","VIME_HUMAN"
-7.1264975,8.64630125,-69.6362982058353,1.73168834543619e-11,7.88687836438106e-09,17.360890139206,"IF44L_HUMAN",23,-72.2186756793039,3.49791021320214e-12,1.43379339639156e-09,-7.1264975,"Up in BD",8.84351342417129,"IFI44L","Interferon-induced protein 44-like","IF44L_HUMAN"
-2.32815,13.562825,-68.9614888191745,1.85780903334571e-11,7.89995703448213e-09,17.2952169734935,"FGL1_HUMAN",17,-69.8088756673883,4.54090846256495e-12,1.70934005945687e-09,-2.32815,"Up in BD",8.76717152928968,"FGL1","Fibrinogen-like protein 1","FGL1_HUMAN"
-2.3846,11.606375,-64.5991237569657,2.97760480008457e-11,1.16240019767111e-08,16.8488102066231,"TAP1_HUMAN",24,-69.7169437532089,4.58715312369493e-12,1.70934005945687e-09,-2.3846,"Up in BD",8.76717152928968,"TAP1","Antigen peptide transporter 1","TAP1_HUMAN"
-1.970025,12.1694125,-62.7224570923713,3.68365211902511e-11,1.31298174225078e-08,16.6443229796574,"5NT3A_HUMAN",23,-68.338106645017,5.34868618908736e-12,1.85879729142081e-09,-1.970025,"Up in BD",8.73076796903256,"NT5C3A","Cytosolic 5'-nucleotidase 3A","5NT3A_HUMAN"
-2.214975,12.1800375,-60.1961149323625,4.95600506679688e-11,1.69288873073337e-08,16.3561554172682,"SAMH1_HUMAN",38,-68.0607161785604,5.51859402884197e-12,1.85879729142081e-09,-2.214975,"Up in BD",8.73076796903256,"SAMHD1","Deoxynucleoside triphosphate triphosphohydrolase SAMHD1","SAMH1_HUMAN"
1.25295,14.054775,55.7068178751287,8.66957238803622e-11,2.53832694418289e-08,15.8040265409396,"AL8A1_HUMAN",26,67.8239575026067,5.66844746102956e-12,1.85879729142081e-09,1.25295,"Up in C",8.73076796903256,"ALDH8A1","2-aminomuconic semialdehyde dehydrogenase","AL8A1_HUMAN"
-2.9638,13.249625,-68.6116495704042,1.92728885935158e-11,7.89995703448213e-09,17.2608270363723,"UB2L6_HUMAN",12,-64.3565413273239,8.48541609516086e-12,2.5933176524899e-09,-2.9638,"Up in BD",8.58614428374194,"UBE2L6","Ubiquitin/ISG15-conjugating enzyme E2 L6","UB2L6_HUMAN"
1.00255,15.350725,43.7201131372261,4.97359462640024e-10,8.67521888238918e-08,14.0159678078198,"TRFE_HUMAN",51,64.3018480148606,8.54105594257468e-12,2.5933176524899e-09,1.00255,"Up in C",8.58614428374194,"TF","Serotransferrin","TRFE_HUMAN"
-1.64371,10.55792,-52.9783069196633,1.24544113055273e-10,3.00297834949155e-08,15.4405984263084,"CMTR1_HUMAN",42,-63.1664652516032,9.79454869445631e-12,2.8677039356126e-09,-1.64371,"Up in BD",8.54246568765097,"CMTR1","Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1","CMTR1_HUMAN"
1.2841,16.196325,50.7511066818938,1.69762734730717e-10,3.97632828377835e-08,15.1265583692028,"ALDOC_HUMAN",31,62.2875673034418,1.09083338137821e-11,3.08367312432365e-09,1.2841,"Up in C",8.51093166428719,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN"
1.106525,14.7776125,45.1410996751507,3.94983084245218e-10,7.09391828736001e-08,14.2565746535814,"ACOHC_HUMAN",48,61.8118447660566,1.15704682371127e-11,3.16182328692832e-09,1.106525,"Up in C",8.50006240627494,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN"
-1.454725,12.2087375,-53.0162187427024,1.23903176607464e-10,3.00297834949155e-08,15.4458045064171,"RO52_HUMAN",27,-61.3120010666315,1.23155384980575e-11,3.25686401958308e-09,-1.454725,"Up in BD",8.48720037369719,"TRIM21","E3 ubiquitin-protein ligase TRIM21","RO52_HUMAN"
-2.211425,14.6241625,-53.2199807405281,1.20522026843743e-10,3.00297834949155e-08,15.4737075664601,"FIBB_HUMAN",38,-58.9138007789516,1.67350809981408e-11,4.15535382414986e-09,-2.211425,"Up in BD",8.38139199057217,"FGB","Fibrinogen beta chain","FIBB_HUMAN"
-2.461525,12.1718875,-55.8094577933485,8.55520248356067e-11,2.53832694418289e-08,15.8172665383541,"TAP2_HUMAN",22,-58.8939461937557,1.67784854908312e-11,4.15535382414986e-09,-2.461525,"Up in BD",8.38139199057217,"TAP2","Antigen peptide transporter 2","TAP2_HUMAN"
-1.98425,16.621075,-57.9459175030324,6.52411264067104e-11,2.13938701712885e-08,16.0861471019618,"HLAA_HUMAN",17,-58.6891386388667,1.72337192023781e-11,4.15535382414986e-09,-1.98425,"Up in BD",8.38139199057217,"HLA-A","HLA class I histocompatibility antigen, A alpha chain","HLAA_HUMAN"
-1.652425,11.7352375,-53.2672337577994,1.19753004673139e-10,3.00297834949155e-08,15.4801597202559,"5NTD_HUMAN",22,-57.5646188225424,1.99960049391335e-11,4.68363567117191e-09,-1.652425,"Up in BD",8.32941689501588,"NT5E","5'-nucleotidase","5NTD_HUMAN"
-2.189125,13.1616125,-54.6891994838747,9.90278923774205e-11,2.73220160644927e-08,15.6711005514105,"LG3BP_HUMAN",20,-57.2464465615764,2.08659971775459e-11,4.75165124615338e-09,-2.189125,"Up in BD",8.32315544248591,"LGALS3BP","Galectin-3-binding protein","LG3BP_HUMAN"
1.06677,10.407765,39.0831302706661,1.11518102717037e-09,1.34444912657981e-07,13.1637450486119,"SYNE2_HUMAN",160,54.9353990058707,2.86377109993812e-11,6.34518796683587e-09,1.06677,"Up in C",8.19755550804517,"SYNE2","Nesprin-2","SYNE2_HUMAN"
-1.4916,12.4908,-46.4850484079674,3.19707727758598e-10,6.39259500528046e-08,14.4761737954063,"AMPE_HUMAN",38,-54.2981694630482,3.13231062204528e-11,6.75754802092821e-09,-1.4916,"Up in BD",8.17021085940652,"ENPEP","Glutamyl aminopeptidase","AMPE_HUMAN"
-1.664875,12.3407625,-48.8206502940275,2.24532418971025e-10,5.11310214090128e-08,14.8406247565352,"NUB1_HUMAN",27,-54.0754229008053,3.23280200184245e-11,6.79551559259087e-09,-1.664875,"Up in BD",8.16777758668391,"NUB1","NEDD8 ultimate buster 1","NUB1_HUMAN"
-1.257175,11.9507375,-43.0577459276659,5.5518264362351e-10,8.75266790851065e-08,13.9007101184044,"UBA7_HUMAN",43,-52.6318933569486,3.97962611418793e-11,8.15624372102817e-09,-1.257175,"Up in BD",8.08850980531712,"UBA7","Ubiquitin-like modifier-activating enzyme 7","UBA7_HUMAN"
-1.9951,15.2901,-48.003304515504,2.53595014333229e-10,5.6188430473076e-08,14.7154724667747,"FIBG_HUMAN",29,-52.2097021870169,4.23357886450289e-11,8.46509256858407e-09,-1.9951,"Up in BD",8.07236828837543,"FGG","Fibrinogen gamma chain","FIBG_HUMAN"
-2.986465,11.2434675,-54.6164778995728,9.99829814509371e-11,2.73220160644927e-08,15.6614843776029,"NAT8_HUMAN",11,-51.9239486415412,4.41584694484298e-11,8.5097592688917e-09,-2.986465,"Up in BD",8.07008272542313,"NAT8","N-acetyltransferase 8","NAT8_HUMAN"
1.27165,10.9761,41.1990526126189,7.62910718924769e-10,1.0253019793025e-07,13.5661220827232,"CGNL1_HUMAN",84,51.8513979245484,4.46352340280975e-11,8.5097592688917e-09,1.27165,"Up in C",8.07008272542313,"CGNL1","Cingulin-like protein 1","CGNL1_HUMAN"
-1.769825,11.8457875,-45.6303967274292,3.65457178875855e-10,6.80913171005513e-08,14.3373975748749,"E2AK2_HUMAN",23,-48.7641348041329,7.15154757241803e-11,1.30186923675643e-08,-1.769825,"Up in BD",7.88543263528171,"EIF2AK2","Interferon-induced, double-stranded RNA-activated protein kinase","E2AK2_HUMAN"
-2.8050375,9.87058125,-47.7474607988763,2.6355509544658e-10,5.68585440123965e-08,14.6757780653508,"IRF9_HUMAN",16,-48.6639850127735,7.26532521581901e-11,1.30186923675643e-08,-2.8050375,"Up in BD",7.88543263528171,"IRF9","Interferon regulatory factor 9","IRF9_HUMAN"
1.420325,11.1017125,43.5857107317829,5.08515501200764e-10,8.68502099759138e-08,13.9927437516986,"ACO12_HUMAN",27,48.6295210724062,7.30495058438592e-11,1.30186923675643e-08,1.420325,"Up in C",7.88543263528171,"ACOT12","Acetyl-coenzyme A thioesterase","ACO12_HUMAN"
-2.631525,10.7797125,-45.8128988170257,3.55093823311638e-10,6.76990503141583e-08,14.3672854061279,"GBP4_HUMAN",27,-48.4195635955406,7.55169107925665e-11,1.3172077333563e-08,-2.631525,"Up in BD",7.88034572819995,"GBP4","Guanylate-binding protein 4","GBP4_HUMAN"
-0.959875000000002,12.3285375,-42.6010219062658,5.99513182879552e-10,9.26805100052288e-08,13.8200441087859,"PAI1_HUMAN",22,-48.1648312489645,7.86378303231184e-11,1.34306861039359e-08,-0.959875000000002,"Up in BD",7.87190180091711,"SERPINE1","Plasminogen activator inhibitor 1","PAI1_HUMAN"
1.1593,13.3183,43.0653193773428,5.5447966157762e-10,8.75266790851065e-08,13.9020394521994,"BUP1_HUMAN",23,47.9226969778957,8.17400610059633e-11,1.36756126556508e-08,1.1593,"Up in C",7.86405320854053,"UPB1","Beta-ureidopropionase","BUP1_HUMAN"
-1.33445,10.875,-40.6679623196988,8.37630446901735e-10,1.08998323868261e-07,13.4673560513287,"TRFM_HUMAN",39,-47.3312582349938,8.99159184928978e-11,1.47426139960955e-08,-1.33445,"Up in BD",7.83142550538947,"MELTF","Melanotransferrin","TRFM_HUMAN"
-1.215775,16.4281125,-46.8333838731657,3.02958869598846e-10,6.20914203242834e-08,14.5318812612633,"STOM_HUMAN",17,-46.7991701206593,9.80675495879032e-11,1.5311335896028e-08,-1.215775,"Up in BD",7.81498691596647,"STOM","Stomatin","STOM_HUMAN"
-1.14215,10.853,-43.1221043223063,5.49240923455573e-10,8.75266790851065e-08,13.9119981206938,"ALAT2_HUMAN",21,-46.7572981335531,9.87436645257312e-11,1.5311335896028e-08,-1.14215,"Up in BD",7.81498691596647,"GPT2","Alanine aminotransferase 2","ALAT2_HUMAN"
-2.0296725,9.93986375,-46.8481416852196,3.02271641784124e-10,6.20914203242834e-08,14.5342306543235,"TREX1_HUMAN",15,-46.6469953590983,1.00550088766013e-10,1.5311335896028e-08,-2.0296725,"Up in BD",7.81498691596647,"TREX1","Three-prime repair exonuclease 1","TREX1_HUMAN"
0.945824999999999,16.9943625,36.5300489657712,1.81337545778929e-09,1.86292608275545e-07,12.6444736899259,"SBP1_HUMAN",39,46.5180083523485,1.02710022170229e-10,1.5311335896028e-08,0.945824999999999,"Up in C",7.81498691596647,"SELENBP1","Methanethiol oxidase","SBP1_HUMAN"
-0.869700000000002,10.997225,-33.8956525998698,3.10643337190762e-09,2.8050109396069e-07,12.064912049432,"CEIP2_HUMAN",61,-46.5172403237119,1.02723039068253e-10,1.5311335896028e-08,-0.869700000000002,"Up in BD",7.81498691596647,"CEMIP2","Cell surface hyaluronidase CEMIP2","CEIP2_HUMAN"
-2.2771475,10.24555125,-41.8388146812923,6.82771770364246e-10,9.81993504113348e-08,13.6831965466052,"HELZ2_HUMAN",117,-45.8149716885222,1.15444644007877e-10,1.69002712781532e-08,-2.2771475,"Up in BD",7.77210632416388,"HELZ2","3'-5' exoribonuclease HELZ2","HELZ2_HUMAN"
-1.184475,11.3341375,-43.368806662898,5.27125516611167e-10,8.75266790851065e-08,13.955089428674,"PRS23_HUMAN",19,-45.369964266766,1.24424504777997e-10,1.78952998275442e-08,-1.184475,"Up in BD",7.74726102080808,"PRSS23","Serine protease 23","PRS23_HUMAN"
-0.834575000000001,10.7160875,-33.4871732186487,3.38931750556958e-09,2.98770160329671e-07,11.9706591807097,"E41L2_HUMAN",47,-45.12892411798,1.29616317108513e-10,1.83205959940618e-08,-0.834575000000001,"Up in BD",7.73706040224447,"EPB41L2","Band 4.1-like protein 2","E41L2_HUMAN"
-2.10715,14.85065,-40.7832183004039,8.20732545889458e-10,1.08522022761319e-07,13.4889136355507,"FINC_HUMAN",120,-44.9816283860621,1.32909227234167e-10,1.84676244892491e-08,-2.10715,"Up in BD",7.7335889647417,"FN1","Fibronectin","FINC_HUMAN"
0.932725,14.4560125,37.4281961917699,1.52260750847387e-09,1.68680221006335e-07,12.8316216973251,"SERA_HUMAN",27,44.5099523002942,1.4410695299449e-10,1.96898133441471e-08,0.932725,"Up in C",7.70575840087514,"PHGDH","D-3-phosphoglycerate dehydrogenase","SERA_HUMAN"
-1.418075,12.6240125,-41.3932647181273,7.37503621585656e-10,1.0253019793025e-07,13.6018794824374,"SP100_HUMAN",21,-43.9739552242426,1.58145501018308e-10,2.07936358477994e-08,-1.418075,"Up in BD",7.68206956595575,"SP100","Nuclear autoantigen Sp-100","SP100_HUMAN"
-0.916250000000002,11.927925,-34.0480948975849,3.00782114992878e-09,2.77057503226024e-07,12.0997710207845,"ITA6_HUMAN",48,-43.8688674116497,1.61075481675632e-10,2.07936358477994e-08,-0.916250000000002,"Up in BD",7.68206956595575,"ITGA6","Integrin alpha-6","ITA6_HUMAN"
1.493875,13.4132375,45.0926968058842,3.98048598705246e-10,7.09391828736001e-08,14.2485240323484,"GNMT_HUMAN",15,43.8348716686553,1.62036413213645e-10,2.07936358477994e-08,1.493875,"Up in C",7.68206956595575,"GNMT","Glycine N-methyltransferase","GNMT_HUMAN"
-1.776975,12.7517125,-41.2855853566569,7.51469353869183e-10,1.0253019793025e-07,13.5820776597768,"ANXA1_HUMAN",23,-43.8244818402936,1.62331385003557e-10,2.07936358477994e-08,-1.776975,"Up in BD",7.68206956595575,"ANXA1","Annexin A1","ANXA1_HUMAN"
1.283075,15.3920375,45.9395459524952,3.48098690458832e-10,6.76990503141583e-08,14.3879444911955,"BAAT_HUMAN",15,43.6670551522324,1.66875834960774e-10,2.10468937693604e-08,1.283075,"Up in C",7.67681199096226,"BAAT","Bile acid-CoA:amino acid N-acyltransferase","BAAT_HUMAN"
-0.921675000000004,13.6119125,-31.8914365434519,4.81373406293006e-09,3.54294796341844e-07,11.5901550526235,"APOB_HUMAN",239,-43.3452359803037,1.76620071838348e-10,2.19383537716784e-08,-0.921675000000004,"Up in BD",7.65879596448691,"APOB","Apolipoprotein B-100","APOB_HUMAN"
1.088275,10.8916125,35.4472844754968,2.2515677229351e-09,2.25201662217194e-07,12.4119912543235,"ACD10_HUMAN",51,43.2095119400565,1.80921018643908e-10,2.21371718036233e-08,1.088275,"Up in C",7.65487786442104,"ACAD10","Acyl-CoA dehydrogenase family member 10","ACD10_HUMAN"
-1.7797325,10.28098375,-38.9712236301098,1.13843926418492e-09,1.34876044525017e-07,13.1417859164506,"TDRD7_HUMAN",52,-43.0976721944324,1.84554112805984e-10,2.22496267174038e-08,-1.7797325,"Up in BD",7.65267727079234,"TDRD7","Tudor domain-containing protein 7","TDRD7_HUMAN"
-1.56975,9.543375,-39.2001955273353,1.0914273586774e-09,1.33545096812498e-07,13.1866411879277,"PHAR4_HUMAN",29,-42.8184174731801,1.93990898575143e-10,2.28496601958839e-08,-1.56975,"Up in BD",7.64112025406896,"PHACTR4","Phosphatase and actin regulator 4","PHAR4_HUMAN"
-1.08215,15.5457,-35.1930790460226,2.37118279685051e-09,2.34204296006994e-07,12.3562793641348,"AMPN_HUMAN",49,-42.7220662203388,1.97372402770802e-10,2.28496601958839e-08,-1.08215,"Up in BD",7.64112025406896,"ANPEP","Aminopeptidase N","AMPN_HUMAN"
1.077875,16.8814125,34.3226236844291,2.83907911605781e-09,2.64486029470931e-07,12.1621214152863,"AL1L1_HUMAN",79,42.7074014623873,1.97892885326636e-10,2.28496601958839e-08,1.077875,"Up in C",7.64112025406896,"ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase","AL1L1_HUMAN"
1.492,11.72335,40.0744320941644,9.3116983914399e-10,1.19277036582851e-07,13.3552375871013,"HRG_HUMAN",21,42.3798700974194,2.09931449940109e-10,2.39030281473474e-08,1.492,"Up in C",7.62154707711137,"HRG","Histidine-rich glycoprotein","HRG_HUMAN"
-0.986875000000001,11.5403125,-37.5222350747014,1.495359539935e-09,1.68680221006335e-07,12.8509285138356,"4F2_HUMAN",23,-41.9168594791685,2.28386853654895e-10,2.56481565241484e-08,-0.986875000000001,"Up in BD",7.59094384459354,"SLC3A2","Amino acid transporter heavy chain SLC3A2","4F2_HUMAN"
-1.286865,10.6531425,-36.6058489690675,1.78653310909137e-09,1.86292608275545e-07,12.6604637718287,"PAR12_HUMAN",33,-41.276076805463,2.57028841319186e-10,2.81950715610883e-08,-1.286865,"Up in BD",7.54982679880408,"PARP12","Protein mono-ADP-ribosyltransferase PARP12","PAR12_HUMAN"
-1.440325,11.0466375,-35.4450997981884,2.25256602852036e-09,2.25201662217194e-07,12.4115143258848,"RN213_HUMAN",232,-41.2569376994414,2.57944665416153e-10,2.81950715610883e-08,-1.440325,"Up in BD",7.54982679880408,"RNF213","E3 ubiquitin-protein ligase RNF213","RN213_HUMAN"
-2.3558,14.917825,-38.4119732726265,1.26326847514589e-09,1.45863027595014e-07,13.030978442977,"FIBA_HUMAN",43,-40.9997426808842,2.70616117015468e-10,2.91909332538528e-08,-2.3558,"Up in BD",7.5347520201021,"FGA","Fibrinogen alpha chain","FIBA_HUMAN"
0.968024999999999,15.1258625,36.5203332195446,1.81684906305046e-09,1.86292608275545e-07,12.6424214970244,"PBLD_HUMAN",23,40.74366956885,2.83935079396165e-10,3.01615117688476e-08,0.968024999999999,"Up in C",7.52054689435352,"PBLD","Phenazine biosynthesis-like domain-containing protein","PBLD_HUMAN"
-1.017575,11.0430375,-32.4473358434282,4.25170831013653e-09,3.31957187871422e-07,11.7249952758425,"PAR14_HUMAN",91,-40.6871758160735,2.86972178332534e-10,3.01615117688476e-08,-1.017575,"Up in BD",7.52054689435352,"PARP14","Protein mono-ADP-ribosyltransferase PARP14","PAR14_HUMAN"
-2.20045,11.8132,-37.4390666210339,1.51942907959033e-09,1.68680221006335e-07,12.8338562192758,"STAT2_HUMAN",35,-39.8802509220659,3.34613450576893e-10,3.47235578206249e-08,-2.20045,"Up in BD",7.45937578284164,"STAT2","Signal transducer and activator of transcription 2","STAT2_HUMAN"
-0.852900000000005,16.43345,-31.8669861445966,4.84032900589004e-09,3.54294796341844e-07,11.58416640926,"AMPL_HUMAN",38,-39.7451563877402,3.43432556404211e-10,3.51932512175215e-08,-0.852900000000005,"Up in BD",7.45354061038544,"LAP3","Cytosol aminopeptidase","AMPL_HUMAN"
-1.199,12.1559,-37.1466872860349,1.6076131204617e-09,1.75722831487267e-07,12.7735029078543,"CASP1_HUMAN",20,-39.1873396835101,3.82735535471232e-10,3.83724280981621e-08,-1.199,"Up in BD",7.41598071901202,"CASP1","Caspase-1","CASP1_HUMAN"
1.126225,11.4288875,33.0977247034324,3.68660405862539e-09,3.10436707849966e-07,11.8796296004599,"DPYD_HUMAN",55,39.1282345151138,3.87189645648311e-10,3.83724280981621e-08,1.126225,"Up in C",7.41598071901202,"DPYD","Dihydropyrimidine dehydrogenase [NADP(+)]","DPYD_HUMAN"
0.913399999999999,13.970875,36.5173078187586,1.81793225933687e-09,1.86292608275545e-07,12.6417823386001,"GLNA_HUMAN",20,39.1110108072312,3.88498601140212e-10,3.83724280981621e-08,0.913399999999999,"Up in C",7.41598071901202,"GLUL","Glutamine synthetase","GLNA_HUMAN"
-1.14913,10.21446,-32.9745341276293,3.78673710478123e-09,3.10436707849966e-07,11.8505935642292,"AGRIN_HUMAN",63,-38.9863925008426,3.98119527556487e-10,3.88545700822391e-08,-1.14913,"Up in BD",7.41055789205561,"AGRN","Agrin","AGRIN_HUMAN"
-0.873749999999999,15.1622,-35.0051805045782,2.46425079426905e-09,2.40499142993068e-07,12.3148153783021,"GBP1_HUMAN",22,-38.8636169102268,4.07862113460074e-10,3.93371012487728e-08,-0.873749999999999,"Up in BD",7.40519764640056,"GBP1","Guanylate-binding protein 1","GBP1_HUMAN"
-2.6968375,10.34028125,-41.2348821702471,7.58149457098806e-10,1.0253019793025e-07,13.5727332230809,"SYUG_HUMAN",9,-38.4597750056807,4.41858946055229e-10,4.16779672832325e-08,-2.6968375,"Up in BD",7.38009347059152,"SNCG","Gamma-synuclein","SYUG_HUMAN"
0.652049999999999,14.0399,26.1733196247531,1.98641922929344e-08,9.86949384348339e-07,10.0378508532045,"LPPRC_HUMAN",87,38.4547581536016,4.42300945796686e-10,4.16779672832325e-08,0.652049999999999,"Up in C",7.38009347059152,"LRPPRC","Leucine-rich PPR motif-containing protein, mitochondrial","LPPRC_HUMAN"
0.906750000000009,17.714,32.1979975285485,4.49400882203427e-09,3.41128558546639e-07,11.6648250568072,"BHMT1_HUMAN",31,38.0279761819168,4.81796261741779e-10,4.48837017472626e-08,0.906750000000009,"Up in C",7.3479113321861,"BHMT","Betaine--homocysteine S-methyltransferase 1","BHMT1_HUMAN"
-1.0099125,10.26844375,-33.0007880983872,3.76514029775004e-09,3.10436707849966e-07,11.8567914516311,"CDHR2_HUMAN",30,-37.897008673111,4.94703748088508e-10,4.51969324855623e-08,-1.0099125,"Up in BD",7.34489103974173,"CDHR2","Cadherin-related family member 2","CDHR2_HUMAN"
-1.661445,10.5935275,-39.5623215618358,1.0215144583134e-09,1.26884477715958e-07,13.2569848112182,"MTAP2_HUMAN",13,-37.8822270587921,4.96184913844915e-10,4.51969324855623e-08,-1.661445,"Up in BD",7.34489103974173,"MAP2","Microtubule-associated protein 2","MTAP2_HUMAN"
0.548774999999999,15.8757375,24.1716219382547,3.51026270867448e-08,1.45339059018754e-06,9.40882712005059,"C1TC_HUMAN",59,37.1282039961115,5.78826217599751e-10,5.21452454053051e-08,0.548774999999999,"Up in C",7.28278528432998,"MTHFD1","C-1-tetrahydrofolate synthase, cytoplasmic","C1TC_HUMAN"
