"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","B1_vs_BD","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names","BD_vs_B1"
-4.251565,11.4595175,-63.1130123505005,1.55253341122521e-11,1.56864094536667e-08,17.0808438253125,"ISG20_HUMAN",11,56.7030821229629,6.33931539749358e-11,4.65824421435824e-08,4.251565,"Up in BD",7.33177774676571,"ISG20","Interferon-stimulated gene 20 kDa protein","ISG20_HUMAN",-4.251565
-2.943275,13.0785375,-58.6871771563264,2.68173958310967e-11,1.97059100457049e-08,16.6387447970267,"HLAB_HUMAN",2,54.9471922579066,7.97187979301658e-11,5.36972536391276e-08,2.943275,"Up in BD",7.2700479258437,"HLA-B","HLA class I histocompatibility antigen, B alpha chain","HLAB_HUMAN",-2.943275
-5.25136,9.16537,-53.3981468644951,5.45339374175791e-11,3.14855582961637e-08,16.0383608580541,"OASL_HUMAN",28,53.4216392659528,9.78655009651905e-11,6.08497572539719e-08,5.25136,"Up in BD",7.21574114994782,"OASL","2'-5'-oligoadenylate synthase-like protein","OASL_HUMAN",-5.25136
-2.7084125,11.44656875,-47.2488011198006,1.36703623876416e-10,6.90609619870671e-08,15.2209421324225,"PLS1_HUMAN",7,51.4600286323081,1.28514956039117e-10,7.41990278331556e-08,2.7084125,"Up in BD",7.12960178487545,"PLSCR1","Phospholipid scramblase 1","PLS1_HUMAN",-2.7084125
-1.961875,12.1734875,-42.7642960426341,2.88983667682547e-10,1.37403234463413e-07,14.5255073574879,"5NT3A_HUMAN",23,50.760793008025,1.41977540611414e-10,7.65069640508039e-08,1.961875,"Up in BD",7.11629903136689,"NT5C3A","Cytosolic 5'-nucleotidase 3A","5NT3A_HUMAN",-1.961875
-3.290315,10.6663425,-54.4070879830581,4.73787810731159e-11,2.9458668262615e-08,16.1595830819569,"IFIH1_HUMAN",45,47.9259928998009,2.15735216264747e-10,1.08986734566747e-07,3.290315,"Up in BD",6.96262635944522,"IFIH1","Interferon-induced helicase C domain-containing protein 1","IFIH1_HUMAN",-3.290315
-1.692025,12.3271875,-41.3794068163868,3.69948385752586e-10,1.66127377891008e-07,14.290803998266,"NUB1_HUMAN",27,46.3349194947931,2.75832679120347e-10,1.31150326195868e-07,1.692025,"Up in BD",6.8822306248991,"NUB1","NEDD8 ultimate buster 1","NUB1_HUMAN",-1.692025
-2.248325,12.2784875,-41.0259661589498,3.94537118580964e-10,1.67844396288944e-07,14.2292557458148,"TAP2_HUMAN",22,44.9659061296951,3.43109174284009e-10,1.54075080874313e-07,2.248325,"Up in BD",6.8122675956352,"TAP2","Antigen peptide transporter 2","TAP2_HUMAN",-2.248325
-2.28145,11.46285,-55.8945385877508,3.86863191686669e-11,2.60584598200279e-08,16.332351883529,"DDX60_HUMAN",75,40.2858641577025,7.63159809084715e-10,3.24664249306934e-07,2.28145,"Up in BD",6.48856553146497,"DDX60","Probable ATP-dependent RNA helicase DDX60","DDX60_HUMAN",-2.28145
-1.45255,12.606775,-32.3936690415855,2.31665928686729e-09,7.49022280629934e-07,12.4791331824333,"SP100_HUMAN",21,39.3162683942041,9.11037087465173e-10,3.6819563889905e-07,1.45255,"Up in BD",6.43392135981162,"SP100","Nuclear autoantigen Sp-100","SP100_HUMAN",-1.45255
-2.4963375,9.70653125,-35.6439662086576,1.13222486789695e-09,3.97903200313522e-07,13.1992679980487,"TREX1_HUMAN",15,37.803653075641,1.21164259368843e-09,4.66367004037314e-07,2.4963375,"Up in BD",6.33127218395967,"TREX1","Three-prime repair exonuclease 1","TREX1_HUMAN",-2.4963375
-4.68864,7.83898,-37.6282899006633,7.54427507308882e-10,2.77183524617168e-07,13.6005297263293,"LEG9_HUMAN",7,37.5070168369229,1.28302595840403e-09,4.71395400989989e-07,4.68864,"Up in BD",6.32661465883845,"LGALS9","Galectin-9","LEG9_HUMAN",-4.68864
-1.6256925,9.71752875,-31.3190230998131,2.98183181252755e-09,8.21023561123883e-07,12.2217834020694,"ACES_HUMAN",16,36.6933601304456,1.50466823684982e-09,5.28792754715524e-07,1.6256925,"Up in BD",6.27671450399258,"ACHE","Acetylcholinesterase","ACES_HUMAN",-1.6256925
-1.7172225,10.17521375,-30.8639932804947,3.32676295551517e-09,8.40319530294659e-07,12.1096613493073,"ECE1_HUMAN",28,35.392881143147,1.95556515395887e-09,6.58618047477065e-07,1.7172225,"Up in BD",6.18136637290696,"ECE1","Endothelin-converting enzyme 1","ECE1_HUMAN",-1.7172225
-1.3467,12.731175,-30.1534010941119,3.95968056778484e-09,9.20480205414547e-07,11.9306434136805,"SP14L_HUMAN",9,34.1022257656483,2.561017145753e-09,8.2802806356486e-07,1.3467,"Up in BD",6.08195494383731,"SP140L","Nuclear body protein SP140-like protein","SP14L_HUMAN",-1.3467
-1.5213,12.87955,-29.2883741954925,4.92202299126527e-09,1.10513088439992e-06,11.7059895860956,"ANXA1_HUMAN",23,33.7929829346459,2.73609046906306e-09,8.5060843313218e-07,1.5213,"Up in BD",6.07027031590296,"ANXA1","Annexin A1","ANXA1_HUMAN",-1.5213
-1.292325,13.6100125,-27.0243133242863,8.97575768220433e-09,1.76953778890872e-06,11.0800431711892,"LG3BP_HUMAN",20,32.879913771805,3.33783015094397e-09,9.99247448521484e-07,1.292325,"Up in BD",6.00032695199401,"LGALS3BP","Galectin-3-binding protein","LG3BP_HUMAN",-1.292325
-2.423025,12.7721375,-30.9524587079322,3.2563092792243e-09,8.40319530294659e-07,12.1316109214404,"IFM3_HUMAN",3,32.4291456038288,3.68946412602626e-09,1.06506923323822e-06,2.423025,"Up in BD",5.97262216064209,"IFITM3","Interferon-induced transmembrane protein 3","IFM3_HUMAN",-2.423025
0.864574999999999,14.6566375,22.3727923614547,3.66486570343166e-08,4.93718491347302e-06,9.58748152717944,"ACOHC_HUMAN",48,-31.9117651655242,4.14603196244685e-09,1.15559918456751e-06,-0.864574999999999,"Up in B1",5.93719277328159,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN",0.864574999999999
0.803725,13.1405125,22.4512891512275,3.5707026946238e-08,4.8918626916346e-06,9.61538728311203,"BUP1_HUMAN",23,-31.6569473876897,4.39427233999547e-09,1.18396344413945e-06,-0.803725,"Up in B1",5.92666170661108,"UPB1","Beta-ureidopropionase","BUP1_HUMAN",0.803725
-2.376125,11.5486375,-30.1269462175806,3.98574875535187e-09,9.20480205414547e-07,11.9238840786794,"NAT8_HUMAN",11,30.989027506357,5.12917061650493e-09,1.29789112200812e-06,2.376125,"Up in BD",5.8867617382709,"NAT8","N-acetyltransferase 8","NAT8_HUMAN",-2.376125
-1.458925,11.7917375,-28.6039212825365,5.87315450224359e-09,1.24928178530618e-06,11.5227438708223,"APOL3_HUMAN",18,30.8726550183361,5.27101781679628e-09,1.29789112200812e-06,1.458925,"Up in BD",5.8867617382709,"APOL3","Apolipoprotein L3","APOL3_HUMAN",-1.458925
-1.002375,16.3587125,-24.4242297418852,1.90811707199011e-08,2.96602121017232e-06,10.2841081011595,"AMPL_HUMAN",38,30.7862320516162,5.37924521669604e-09,1.29789112200812e-06,1.002375,"Up in BD",5.8867617382709,"LAP3","Cytosol aminopeptidase","AMPL_HUMAN",-1.002375
-1.571105,10.7402225,-27.3882433298718,8.12291973601617e-09,1.64143900565547e-06,11.1845912947989,"PAR10_HUMAN",43,30.7234925691863,5.45939603467474e-09,1.29789112200812e-06,1.571105,"Up in BD",5.8867617382709,"PARP10","Protein mono-ADP-ribosyltransferase PARP10","PAR10_HUMAN",-1.571105
-1.6537475,10.15892625,-30.2293560777285,3.88590173688431e-09,9.20480205414547e-07,11.9500120051501,"KPCD2_HUMAN",30,30.2447982244771,6.11763286791789e-09,1.41282361346801e-06,1.6537475,"Up in BD",5.84991205505108,"PRKD2","Serine/threonine-protein kinase D2","KPCD2_HUMAN",-1.6537475
-1.1974,14.953375,-32.6443444963086,2.18679564416304e-09,7.36494549657076e-07,12.5377092496912,"APOL2_HUMAN",21,29.3677217934987,7.5718434591334e-09,1.68650409099152e-06,1.1974,"Up in BD",5.77301260099545,"APOL2","Apolipoprotein L2","APOL2_HUMAN",-1.1974
-1.740725,11.8603375,-28.0158972661747,6.8587629998657e-09,1.42152259815165e-06,11.3612625201648,"E2AK2_HUMAN",23,29.2892873239094,7.71998656027293e-09,1.68650409099152e-06,1.740725,"Up in BD",5.77301260099545,"EIF2AK2","Interferon-induced, double-stranded RNA-activated protein kinase","E2AK2_HUMAN",-1.740725
-1.3012,10.77365,-25.3728407182067,1.43652915232065e-08,2.42354854343825e-06,10.5849380701288,"MTAP2_HUMAN",13,28.9984413510279,8.29879738659657e-09,1.76524155989105e-06,1.3012,"Up in BD",5.75319585631046,"MAP2","Microtubule-associated protein 2","MTAP2_HUMAN",-1.3012
0.934324999999996,10.8074375,22.0245671657233,4.1179038584255e-08,5.28333601391322e-06,9.46240860402212,"CGNL1_HUMAN",84,-28.5263183412957,9.34652105533676e-09,1.93712640231505e-06,-0.934324999999996,"Up in B1",5.7128420395613,"CGNL1","Cingulin-like protein 1","CGNL1_HUMAN",0.934324999999996
-1.5797675,9.40204125,-25.962355006383,1.21045734641115e-08,2.1269840719655e-06,10.7656921729059,"TMM62_HUMAN",13,27.926857757923,1.09002600452097e-08,2.20267004863574e-06,1.5797675,"Up in BD",5.65705055359315,"TMEM62","Transmembrane protein 62","TMM62_HUMAN",-1.5797675
-1.696925,12.4180375,-26.5947506238571,1.01156400010781e-08,1.88910493174776e-06,10.9545827742024,"PML_HUMAN",44,27.7121736053009,1.15265304649526e-08,2.27241331093199e-06,1.696925,"Up in BD",5.6435126754556,"PML","Protein PML","PML_HUMAN",-1.696925
-1.5249925,9.56575375,-26.1000311780995,1.1636453206962e-08,2.09016558381941e-06,10.8072488932112,"PHAR4_HUMAN",29,27.5170128353473,1.21315104258807e-08,2.33473806600938e-06,1.5249925,"Up in BD",5.63176183581208,"PHACTR4","Phosphatase and actin regulator 4","PHAR4_HUMAN",-1.5249925
0.828049999999998,13.5157,19.753194571521,9.23101974505347e-08,9.6901730648399e-06,8.5912892450639,"HDAC6_HUMAN",26,-27.1931796818868,1.3216687910382e-08,2.4232227932492e-06,-0.828049999999998,"Up in B1",5.61560665460761,"HDAC6","Histone deacetylase 6","HDAC6_HUMAN",0.828049999999998
-2.19965,11.69885,-31.2814769319032,3.00870680240154e-09,8.21023561123883e-07,12.2126043954421,"TAP1_HUMAN",24,27.0971246190719,1.35594764074357e-08,2.4232227932492e-06,2.19965,"Up in BD",5.61560665460761,"TAP1","Antigen peptide transporter 1","TAP1_HUMAN",-2.19965
-1.733175,15.6345875,-31.3394376931442,2.96733344300415e-09,8.21023561123883e-07,12.2267687810997,"B2MG_HUMAN",4,27.0824093488126,1.36128771527219e-08,2.4232227932492e-06,1.733175,"Up in BD",5.61560665460761,"B2M","Beta-2-microglobulin","B2MG_HUMAN",-1.733175
-0.850225000000002,17.1595625,-21.8604302547709,4.35317146707794e-08,5.49791952631109e-06,9.40271982805598,"FRIL_HUMAN",12,27.0339428783866,1.3790455089628e-08,2.4232227932492e-06,0.850225000000002,"Up in BD",5.61560665460761,"FTL","Ferritin light chain","FRIL_HUMAN",-0.850225000000002
-0.8217,11.70255,-19.9827170955711,8.47416301921247e-08,9.13288795790592e-06,8.68398375934414,"RN114_HUMAN",13,26.4579183313548,1.61155420443656e-08,2.77153034775759e-06,0.8217,"Up in BD",5.55728036159921,"RNF114","E3 ubiquitin-protein ligase RNF114","RN114_HUMAN",-0.8217
-2.203725,12.3383125,-25.2261826225881,1.49995305921725e-08,2.42482411553061e-06,10.5392470480163,"BST2_HUMAN",7,26.2338276332978,1.7138020617624e-08,2.88597126358864e-06,2.203725,"Up in BD",5.53970799761086,"BST2","Bone marrow stromal antigen 2","BST2_HUMAN",-2.203725
-1.5355975,9.90617625,-23.9018910422981,2.24133991008141e-08,3.2939546351251e-06,10.1129357649257,"HG2A_HUMAN",11,26.1155787702881,1.77071436187988e-08,2.92095595654594e-06,1.5355975,"Up in BD",5.53447499145961,"CD74","HLA class II histocompatibility antigen gamma chain","HG2A_HUMAN",-1.5355975
-1.085925,11.8458125,-23.2940753635418,2.7148925385863e-08,3.91865649810591e-06,9.90854626119492,"OGFR_HUMAN",31,26.0053402809763,1.82571142548155e-08,2.95144509043347e-06,1.085925,"Up in BD",5.52996529211196,"OGFR","Opioid growth factor receptor","OGFR_HUMAN",-1.085925
-1.802,16.7122,-31.6002776417925,2.78893820236363e-09,8.21023561123883e-07,12.290133176252,"HLAA_HUMAN",17,25.8934032931145,1.88354961935368e-08,2.98524148494819e-06,1.802,"Up in BD",5.52502053175789,"HLA-A","HLA class I histocompatibility antigen, A alpha chain","HLAA_HUMAN",-1.802
-0.866374999999998,10.9584875,-20.9059228247743,6.0633651122021e-08,7.27676406801766e-06,9.04588084570107,"CASP8_HUMAN",25,25.7229907965295,1.97564308878955e-08,3.07098520897807e-06,0.866374999999998,"Up in BD",5.51272227527776,"CASP8","Caspase-8","CASP8_HUMAN",-0.866374999999998
-1.307335,10.5586075,-24.9264888930071,1.63966238149728e-08,2.59870412345931e-06,10.444959035023,"GMPR1_HUMAN",11,25.5412235414868,2.07955411589627e-08,3.17151621109237e-06,1.307335,"Up in BD",5.49873306438004,"GMPR","GMP reductase 1","GMPR1_HUMAN",-1.307335
-1.359725,12.5567375,-22.6798508452361,3.31173998815809e-08,4.6153093662555e-06,9.69604842878848,"AMPE_HUMAN",38,25.2764684977275,2.2422044345446e-08,3.35624786007853e-06,1.359725,"Up in BD",5.47414597385958,"ENPEP","Glutamyl aminopeptidase","AMPE_HUMAN",-1.359725
-6.7675725,8.71823875,-25.3653296618755,1.4397026835616e-08,2.42354854343825e-06,10.5826051203355,"IFI44_HUMAN",27,25.0264135104373,2.40920637110625e-08,3.54065729048215e-06,6.7675725,"Up in BD",5.45091610771108,"IFI44","Interferon-induced protein 44","IFI44_HUMAN",-6.7675725
-0.616349999999999,11.678075,-18.1256735838124,1.74301285058121e-07,1.48302872328926e-05,7.90010873975545,"C1R_HUMAN",30,24.7248707141839,2.62969549351259e-08,3.79568369179683e-06,0.616349999999999,"Up in BD",5.42070998608428,"C1R","Complement C1r subcomponent","C1R_HUMAN",-0.616349999999999
-2.2716975,10.55285125,-24.0963913090766,2.11011238641046e-08,3.21812045648222e-06,10.1771475742444,"SYUG_HUMAN",9,24.4991511639738,2.80977941114883e-08,3.98446438251158e-06,2.2716975,"Up in BD",5.39963005101913,"SNCG","Gamma-synuclein","SYUG_HUMAN",-2.2716975
-0.810550000000001,13.893,-19.0951841483827,1.18609529560885e-07,1.13096052467379e-05,8.31919845751091,"EHD4_HUMAN",31,24.1561661711038,3.11088625526505e-08,4.33539544850127e-06,0.810550000000001,"Up in BD",5.36297128267009,"EHD4","EH domain-containing protein 4","EHD4_HUMAN",-0.810550000000001
-1.34946,10.35727,-29.1620218259308,5.08363225686222e-09,1.11056755492479e-06,11.6725343674248,"TLR3_HUMAN",25,24.0463993458732,3.2148684935941e-08,4.3897619777509e-06,1.34946,"Up in BD",5.35755902749178,"TLR3","Toll-like receptor 3","TLR3_HUMAN",-1.34946
-3.4591,11.974425,-24.0230344238452,2.15855700234109e-08,3.23104004628204e-06,10.1529963690492,"OAS1_HUMAN",20,24.001520678278,3.25851439645001e-08,4.3897619777509e-06,3.4591,"Up in BD",5.35755902749178,"OAS1","2'-5'-oligoadenylate synthase 1","OAS1_HUMAN",-3.4591
-1.106725,13.2961125,-20.4074290471754,7.25143845721075e-08,8.25540521825838e-06,8.85260623931774,"HOIL1_HUMAN",29,23.1909595578143,4.17519779083704e-08,5.53247930218619e-06,1.106725,"Up in BD",5.25708020215681,"RBCK1","RanBP-type and C3HC4-type zinc finger-containing protein 1","HOIL1_HUMAN",-1.106725
-1.2869325,10.28245875,-21.155720503188,5.55195302173109e-08,6.799460041614e-06,9.14091092886518,"FMOD_HUMAN",7,22.7577481347894,4.78334559187472e-08,6.23609393856828e-06,1.2869325,"Up in BD",5.2050873513577,"FMOD","Fibromodulin","FMOD_HUMAN",-1.2869325
1.15475,11.065,20.878935168588,6.12173644222691e-08,7.27676406801766e-06,9.03554222119446,"IYD1_HUMAN",13,-22.571244710999,5.07567714441891e-08,6.45658918232546e-06,-1.15475,"Up in B1",5.18999684585761,"IYD","Iodotyrosine deiodinase 1","IYD1_HUMAN",1.15475
0.811325000000004,16.0316625,18.7482445404632,1.35827315649156e-07,1.24760476408196e-05,8.17179787583539,"AK1C4_HUMAN",23,-22.5487839354746,5.11223193948818e-08,6.45658918232546e-06,-0.811325000000004,"Up in B1",5.18999684585761,"AKR1C4","Aldo-keto reductase family 1 member C4","AK1C4_HUMAN",0.811325000000004
-1.0226,12.780825,-22.122268133033,3.98470525253884e-08,5.19489879939862e-06,9.49771256621694,"ITA5_HUMAN",29,22.2802131095962,5.57330052228865e-08,6.84141240038669e-06,1.0226,"Up in BD",5.16485422951201,"ITGA5","Integrin alpha-5","ITA5_HUMAN",-1.0226
-1.3191,11.919775,-37.8628017530712,7.20097910376246e-10,2.77169114741486e-07,13.6462052611649,"UBA7_HUMAN",43,22.2534732510024,5.62173492135963e-08,6.84141240038669e-06,1.3191,"Up in BD",5.16485422951201,"UBA7","Ubiquitin-like modifier-activating enzyme 7","UBA7_HUMAN",-1.3191
-1.15415,12.178325,-25.2964441099677,1.46918073275361e-08,2.42354854343825e-06,10.5611734138718,"CASP1_HUMAN",20,22.186490549158,5.745173664082e-08,6.84141240038669e-06,1.15415,"Up in BD",5.16485422951201,"CASP1","Caspase-1","CASP1_HUMAN",-1.15415
-0.765799999999999,12.0838,-19.5470885735465,9.97629483572745e-08,1.03382552765622e-05,8.50708942576938,"IN35_HUMAN",18,22.1809680243599,5.75548735897928e-08,6.84141240038669e-06,0.765799999999999,"Up in BD",5.16485422951201,"IFI35","Interferon-induced 35 kDa protein","IN35_HUMAN",-0.765799999999999
-1.785625,8.37372,-21.5359776542622,4.8643606514429e-08,6.04901956086353e-06,9.28331310730748,"KCRB_HUMAN",12,21.989300795591,6.1268062513975e-08,7.17724274348492e-06,1.785625,"Up in BD",5.14404236512713,"CKB","Creatine kinase B-type","KCRB_HUMAN",-1.785625
-1.153325,15.0224125,-20.1407545086777,7.99381956803788e-08,8.9741727178403e-06,8.74716384425072,"GBP1_HUMAN",22,21.8560870197794,6.40090806352097e-08,7.39121998249143e-06,1.153325,"Up in BD",5.13128387176281,"GBP1","Guanylate-binding protein 1","GBP1_HUMAN",-1.153325
0.670200000000003,12.54095,16.5503850616071,3.40528954535166e-07,2.33262333856589e-05,7.16776411419651,"KFA_HUMAN",16,-21.7193896999935,6.69674313718582e-08,7.62391194054549e-06,-0.670200000000003,"Up in B1",5.11782212862839,"AFMID","Kynurenine formamidase","KFA_HUMAN",0.670200000000003
-0.66545,9.796475,-16.1215524980756,4.12961672571742e-07,2.66528919991291e-05,6.95620154761434,"PPR18_HUMAN",27,21.5454061089699,7.09598027040233e-08,7.96622340634195e-06,0.66545,"Up in BD",5.09874751831572,"PPP1R18","Phostensin","PPR18_HUMAN",-0.66545
-1.14469,9.98333,-20.0532299707604,8.25592405440105e-08,9.13288795790592e-06,8.71223770559386,"BT3A3_HUMAN",17,21.3922274681941,7.46995318579796e-08,8.27118241106917e-06,1.14469,"Up in BD",5.08243240122181,"BTN3A3","Butyrophilin subfamily 3 member A3","BT3A3_HUMAN",-1.14469
1.12395,13.228275,19.1340915884225,1.16837506089592e-07,1.13096052467379e-05,8.33555571518353,"GNMT_HUMAN",15,-21.3325299011767,7.62171942964776e-08,8.32518353376255e-06,-1.12395,"Up in B1",5.07960618342864,"GNMT","Glycine N-methyltransferase","GNMT_HUMAN",1.12395
-2.19735,12.18885,-20.6953332482868,6.53613796733229e-08,7.65675408549955e-06,8.96483022862205,"SAMH1_HUMAN",38,21.1748863039912,8.03959923308518e-08,8.664544080137e-06,2.19735,"Up in BD",5.06225428450113,"SAMHD1","Deoxynucleoside triphosphate triphosphohydrolase SAMHD1","SAMH1_HUMAN",-2.19735
0.661849999999999,15.96185,17.2050679870702,2.55971807443606e-07,1.93366366314642e-05,7.48035498522244,"FAS_HUMAN",149,-21.0533020881337,8.37969338884386e-08,8.9122449555296e-06,-0.661849999999999,"Up in B1",5.05001288530176,"FASN","Fatty acid synthase","FAS_HUMAN",0.661849999999999
-0.751075000000002,11.8866625,-17.0217901320777,2.76971595498389e-07,1.99889411286918e-05,7.39407115377955,"LSR_HUMAN",23,20.9703281893652,8.62116169147434e-08,9.04998051327105e-06,0.751075000000002,"Up in BD",5.04335235593159,"LSR","Lipolysis-stimulated lipoprotein receptor","LSR_HUMAN",-0.751075000000002
-1.3341975,9.51910125,-19.8775802899361,8.81178433839163e-08,9.37179642200257e-06,8.64166215273406,"CLC11_HUMAN",7,20.7118475016176,9.42553817892812e-08,9.76751603849692e-06,1.3341975,"Up in BD",5.01021586698058,"CLEC11A","C-type lectin domain family 11 member A","CLC11_HUMAN",-1.3341975
0.685124999999999,11.8067125,16.3061964539487,3.79830773814891e-07,2.51653454487357e-05,7.04797703654234,"AS3MT_HUMAN",25,-20.5467630986497,9.9837749758514e-08,1.02150446999756e-05,-0.685124999999999,"Up in B1",4.99075972859979,"AS3MT","Arsenite methyltransferase","AS3MT_HUMAN",0.685124999999999
0.630675000000004,13.9433875,15.6222295829616,5.2016463284732e-07,3.06624814414389e-05,6.70267024568151,"PGDH_HUMAN",12,-20.4790475001697,1.02235369348868e-07,1.03296061305863e-05,-0.630675000000004,"Up in B1",4.98591623787768,"HPGD","15-hydroxyprostaglandin dehydrogenase [NAD(+)]","PGDH_HUMAN",0.630675000000004
-3.8197775,10.55026125,-22.2205727768177,3.85558037839268e-08,5.10896003254886e-06,9.53306671224336,"CMPK2_HUMAN",26,20.3459012857358,1.0714276950781e-07,1.06917901966867e-05,3.8197775,"Up in BD",4.97094957192403,"CMPK2","UMP-CMP kinase 2, mitochondrial","CMPK2_HUMAN",-3.8197775
0.502627499999997,9.65218375,13.6942734040635,1.3608451450232e-06,6.24529489845195e-05,5.64263309841423,"FRK_HUMAN",29,-20.2121241463436,1.12344423773442e-07,1.10741460653748e-05,-0.502627499999997,"Up in B1",4.95568975254452,"FRK","Tyrosine-protein kinase FRK","FRK_HUMAN",0.502627499999997
1.017,10.90005,22.9776217033977,3.00563435247626e-08,4.26220043352029e-06,9.79983131730599,"ACO12_HUMAN",27,-20.0237883665958,1.20160502582115e-07,1.16135260572877e-05,-1.017,"Up in B1",4.93503590130119,"ACOT12","Acetyl-coenzyme A thioesterase","ACO12_HUMAN",1.017
0.510500000000002,14.16515,13.7284490017452,1.33640294850739e-06,6.20812932918691e-05,5.66265651000867,"HNMT_HUMAN",15,-20.0115387859367,1.20689866239288e-07,1.16135260572877e-05,-0.510500000000002,"Up in B1",4.93503590130119,"HNMT","Histamine N-methyltransferase","HNMT_HUMAN",0.510500000000002
-1.054725,16.5171625,-18.2715357592924,1.64288309663508e-07,1.44341565979362e-05,7.96461280484897,"FRIH_HUMAN",14,19.9311559192816,1.24229985573976e-07,1.18135408634641e-05,1.054725,"Up in BD",4.9276199121255,"FTH1","Ferritin heavy chain","FRIH_HUMAN",-1.054725
-1.147175,10.7705625,-19.2545824565598,1.1153679369296e-07,1.1130270412595e-05,8.38599413302421,"ANGL3_HUMAN",22,19.8285377300421,1.28921865407272e-07,1.20378021853971e-05,1.147175,"Up in BD",4.91945279762,"ANGPTL3","Angiopoietin-related protein 3","ANGL3_HUMAN",-1.147175
-4.8764275,12.37103625,-20.018801843933,8.36167577771917e-08,9.13288795790592e-06,8.69845563329212,"OAS2_HUMAN",31,19.8147630483964,1.29566842772429e-07,1.20378021853971e-05,4.8764275,"Up in BD",4.91945279762,"OAS2","2'-5'-oligoadenylate synthase 2","OAS2_HUMAN",-4.8764275
0.789300000000004,11.34085,16.4701633479869,3.52910062678557e-07,2.35749755093452e-05,7.12860775495445,"VP13C_HUMAN",153,-19.7165893039283,1.34271173221547e-07,1.22803824706328e-05,-0.789300000000004,"Up in B1",4.91078810694903,"VPS13C","Intermembrane lipid transfer protein VPS13C","VP13C_HUMAN",0.789300000000004
