"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","C_vs_DM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names","DM_vs_C"
-0.431816666666668,13.7035142857143,-12.4818838949209,1.26439579209762e-05,0.00851675932293753,4.00262990431659,"FIBB_HUMAN",38,14.8189038780098,5.93836179081978e-06,0.00434592536717779,0.431816666666668,"Non-significant",2.36191773611516,"FGB","Fibrinogen beta chain","FIBB_HUMAN",-0.431816666666668
0.893166666666662,12.1093142857143,18.8545892003036,1.03997896288518e-06,0.00251748958858673,5.98049752560083,"APOA5_HUMAN",23,-14.4743283374978,6.81572057269421e-06,0.00434592536717779,-0.893166666666662,"Up in C",2.36191773611516,"APOA5","Apolipoprotein A-V","APOA5_HUMAN",0.893166666666662
-0.277075000000002,11.7459714285714,-9.36194356677649,6.94361298292248e-05,0.0138202044260929,2.41105628402596,"GNA13_HUMAN",21,14.4121613106571,6.98961150232727e-06,0.00434592536717779,0.277075000000002,"Non-significant",2.36191773611516,"GNA13","Guanine nucleotide-binding protein subunit alpha-13","GNA13_HUMAN",-0.277075000000002
0.546541666666668,13.9259428571429,11.9957773537335,1.60360517079479e-05,0.00865894648536691,3.7905143645025,"GNMT_HUMAN",15,-13.9743528253525,8.37145420223493e-06,0.0046931488865482,-0.546541666666668,"Up in C",2.32853566790968,"GNMT","Glycine N-methyltransferase","GNMT_HUMAN",0.546541666666668
0.241891666666662,15.2856571428571,7.88613938403107,0.000187008575767642,0.0183049241071443,1.42218738526054,"KPYR_HUMAN",45,-13.8800409152459,8.70929522432549e-06,0.0046931488865482,-0.241891666666662,"Non-significant",2.32853566790968,"PKLR","Pyruvate kinase PKLR","KPYR_HUMAN",0.241891666666662
-0.473933333333337,10.6505142857143,-11.1088848025276,2.53403698784325e-05,0.00865894648536691,3.37237534685956,"ANXA3_HUMAN",21,13.5328896711277,1.00970624181341e-05,0.0048892958885184,0.473933333333337,"Non-significant",2.3107536794753,"ANXA3","Annexin A3","ANXA3_HUMAN",-0.473933333333337
-0.493125000000001,10.4191142857143,-11.2981651898103,2.29195704833699e-05,0.00865894648536691,3.46518889168282,"TRFM_HUMAN",39,13.4906041585399,1.02830669435621e-05,0.0048892958885184,0.493125000000001,"Non-significant",2.3107536794753,"MELTF","Melanotransferrin","TRFM_HUMAN",-0.493125000000001
-0.347191666666671,13.4658714285714,-10.209340059251,4.17634668584279e-05,0.0107782675382999,2.90229963133349,"MUC18_HUMAN",27,12.8986020112312,1.33549086015742e-05,0.00539745395696905,0.347191666666671,"Non-significant",2.26781105373103,"MCAM","Cell surface glycoprotein MUC18","MUC18_HUMAN",-0.347191666666671
-0.528945833333335,9.99017857142857,-12.3067989386227,1.37600670328967e-05,0.00855558629437724,3.92754423574811,"CDHR2_HUMAN",30,12.8917835283589,1.3396048963886e-05,0.00539745395696905,0.528945833333335,"Up in DM",2.26781105373103,"CDHR2","Cadherin-related family member 2","CDHR2_HUMAN",-0.528945833333335
-0.305158333333335,16.5150571428571,-9.11254607546083,8.12738406521338e-05,0.0141351337076247,2.25655101393005,"ALDOA_HUMAN",29,12.7763216533699,1.4115559888748e-05,0.00539745395696905,0.305158333333335,"Non-significant",2.26781105373103,"ALDOA","Fructose-bisphosphate aldolase A","ALDOA_HUMAN",-0.305158333333335
-0.240391666666671,11.9281,-7.76031681983039,0.000204955452103926,0.0185291100795877,1.32892204720262,"BIEA_HUMAN",19,12.6827738969284,1.47315619354926e-05,0.00539745395696905,0.240391666666671,"Non-significant",2.26781105373103,"BLVRA","Biliverdin reductase A","BIEA_HUMAN",-0.240391666666671
0.415966666666662,17.1008285714286,11.3595505540812,2.21926163077766e-05,0.00865894648536691,3.49485958315331,"GSTM1_HUMAN",24,-12.5950368966484,1.53378368305529e-05,0.00539745395696905,-0.415966666666662,"Non-significant",2.26781105373103,"GSTM1","Glutathione S-transferase Mu 1","GSTM1_HUMAN",0.415966666666662
-0.212825000000002,12.8957857142857,-7.17893628120263,0.000318293715634151,0.0224419958333605,0.877335305165767,"SRBS1_HUMAN",46,12.592140882193,1.53583373760099e-05,0.00539745395696905,0.212825000000002,"Non-significant",2.26781105373103,"SORBS1","Sorbin and SH3 domain-containing protein 1","SRBS1_HUMAN",-0.212825000000002
-0.662775000000003,10.7730714285714,-12.5327082854371,1.23398168226327e-05,0.00851675932293753,4.02415605538945,"CNBP_HUMAN",11,12.3740908811084,1.69974427569871e-05,0.00565361369350414,0.662775000000003,"Up in DM",2.24767386979612,"CNBP","CCHC-type zinc finger nucleic acid binding protein","CNBP_HUMAN",-0.662775000000003
0.452508333333334,14.2336428571429,10.5628295068129,3.4161156525707e-05,0.00962653302941848,3.0929497153005,"GLNA_HUMAN",20,-12.3082273656309,1.75318876150764e-05,0.00565361369350414,-0.452508333333334,"Non-significant",2.24767386979612,"GLUL","Glutamine synthetase","GLNA_HUMAN",0.452508333333334
-0.702133333333336,11.4966142857143,-11.5309745276291,2.02994101715485e-05,0.00865894648536691,3.57662633301883,"EHD2_HUMAN",32,12.2307689844341,1.81855692231978e-05,0.00565361369350414,0.702133333333336,"Up in DM",2.24767386979612,"EHD2","EH domain-containing protein 2","EHD2_HUMAN",-0.702133333333336
-0.425491666666664,13.9794285714286,-13.9808545132513,6.39378208041373e-06,0.00738299150799774,4.5902100099713,"FINC_HUMAN",120,11.7767556241167,2.26382172716458e-05,0.00660535487154684,0.425491666666664,"Non-significant",2.18010384502682,"FN1","Fibronectin","FINC_HUMAN",-0.425491666666664
-0.385441666666669,12.8215142857143,-9.5926561368471,6.02228843588093e-05,0.0124815788274937,2.54983375598111,"SQSTM_HUMAN",20,11.7518999632535,2.29164482747939e-05,0.00660535487154684,0.385441666666669,"Non-significant",2.18010384502682,"SQSTM1","Sequestosome-1","SQSTM_HUMAN",-0.385441666666669
0.314428333333334,9.90047,8.73932845929619,0.000103607143410443,0.0158010667959737,2.01621309080471,"A1BG_HUMAN",11,-11.578560207055,2.49710032080698e-05,0.00660535487154684,-0.314428333333334,"Non-significant",2.18010384502682,"A1BG","Alpha-1B-glycoprotein","A1BG_HUMAN",0.314428333333334
0.21555,15.0874714285714,7.3807912826924,0.000272303955364063,0.0217924046654229,1.03808390819553,"CO3_HUMAN",111,-11.4299149977383,2.69045757423089e-05,0.00660535487154684,-0.21555,"Non-significant",2.18010384502682,"C3","Complement C3","CO3_HUMAN",0.21555
0.262416666666661,13.7854857142857,8.1819671120169,0.000151481796588096,0.0169766723842536,1.63555458227534,"BUP1_HUMAN",23,-11.4265424150651,2.69504206574353e-05,0.00660535487154684,-0.262416666666661,"Non-significant",2.18010384502682,"UPB1","Beta-ureidopropionase","BUP1_HUMAN",0.262416666666661
-0.301291666666673,15.3362,-8.4595633399934,0.000125033511381382,0.0167369905479175,1.82851730850566,"SQOR_HUMAN",36,11.4252341119838,2.6968229355209e-05,0.00660535487154684,0.301291666666673,"Non-significant",2.18010384502682,"SQOR","Sulfide:quinone oxidoreductase, mitochondrial","SQOR_HUMAN",-0.301291666666673
-0.45499166666667,13.5436714285714,-10.0000804452024,4.71790533497646e-05,0.0111019627996983,2.78561156527165,"IL18_HUMAN",14,11.3622251133906,2.78422978164629e-05,0.00660535487154684,0.45499166666667,"Non-significant",2.18010384502682,"IL18","Interleukin-18","IL18_HUMAN",-0.45499166666667
0.206841666666662,16.9989285714286,7.16825394332154,0.000320965126806691,0.0224419958333605,0.868707045287725,"DCXR_HUMAN",22,-11.3059285409744,2.86511499230024e-05,0.00660535487154684,-0.206841666666662,"Non-significant",2.18010384502682,"DCXR","L-xylulose reductase","DCXR_HUMAN",0.206841666666662
-0.358941666666668,10.3599571428571,-9.09498969697608,8.21911770701917e-05,0.0141351337076247,2.24549412513913,"ADAM9_HUMAN",25,11.2779030834798,2.90639550996619e-05,0.00660535487154684,0.358941666666668,"Non-significant",2.18010384502682,"ADAM9","Disintegrin and metalloproteinase domain-containing protein 9","ADAM9_HUMAN",-0.358941666666668
-0.578558333333334,10.2760285714286,-10.8419003078141,2.92746887560658e-05,0.00910105035443385,3.23796977634422,"ITA2_HUMAN",32,11.2440630148239,2.9571634823257e-05,0.00660535487154684,0.578558333333334,"Up in DM",2.18010384502682,"ITGA2","Integrin alpha-2","ITA2_HUMAN",-0.578558333333334
-0.389349999999999,13.2646142857143,-10.1721866051959,4.26703651151301e-05,0.0107782675382999,2.88179399360887,"RRAS2_HUMAN",12,11.1515678219048,3.1012609353084e-05,0.00660535487154684,0.389349999999999,"Non-significant",2.18010384502682,"RRAS2","Ras-related protein R-Ras2","RRAS2_HUMAN",-0.389349999999999
-1.08651416666667,7.32764142857143,-11.0263276439229,2.64878191900637e-05,0.00865894648536691,3.33125647849832,"UBD_HUMAN",6,11.1490313048981,3.10532580871929e-05,0.00660535487154684,1.08651416666667,"Up in DM",2.18010384502682,"UBD","Ubiquitin D","UBD_HUMAN",-1.08651416666667
0.277566666666665,11.9870428571429,8.15911162612957,0.000153931968304072,0.0169766723842536,1.61935911678471,"PLMN_HUMAN",50,-11.070744055896,3.23387633431611e-05,0.00670241600263515,-0.277566666666665,"Non-significant",2.17376862006357,"PLG","Plasminogen","PLMN_HUMAN",0.277566666666665
-0.483758333333338,16.0402,-9.96823340320285,4.80723367548487e-05,0.0111019627996983,2.76759560614837,"FRIH_HUMAN",14,11.0088305509485,3.33992294536622e-05,0.00674914929184878,0.483758333333338,"Non-significant",2.17075096511554,"FTH1","Ferritin heavy chain","FRIH_HUMAN",-0.483758333333338
-0.59716666666667,10.5866285714286,-10.0715758348192,4.5242467276927e-05,0.0110816625151334,2.82580733912305,"TAGL_HUMAN",15,10.8615666211371,3.60877456482006e-05,0.00711456702620501,0.59716666666667,"Up in DM",2.14785152479285,"TAGLN","Transgelin","TAGL_HUMAN",-0.59716666666667
0.27690833333333,15.6873,8.17428971199584,0.000152299804895342,0.0169766723842536,1.63011966715535,"APOE_HUMAN",29,-10.6905650577408,3.95303395743345e-05,0.00760770797093681,-0.27690833333333,"Non-significant",2.11874616655498,"APOE","Apolipoprotein E","APOE_HUMAN",0.27690833333333
-0.255775000000003,13.0345428571429,-7.33634597851522,0.000281737930112045,0.0220657348222213,1.0030598198119,"ITAV_HUMAN",58,10.643550619707,4.05425740805358e-05,0.00762106107658072,0.255775000000003,"Non-significant",2.11798455784379,"ITGAV","Integrin alpha-V","ITAV_HUMAN",-0.255775000000003
0.913875000000001,8.22751428571429,10.4714184782831,3.59618676569952e-05,0.00968932587571642,3.04440798778615,"HXK4_HUMAN",13,-10.5000414888414,4.3823317444748e-05,0.00793029176550788,-0.913875000000001,"Up in C",2.10071083414279,"GCK","Hexokinase-4","HXK4_HUMAN",0.913875000000001
0.293616666666662,13.3954142857143,8.28166873937129,0.000141304310653444,0.0169766723842536,1.70564963865779,"ANT3_HUMAN",28,-10.4864436001594,4.41498366259872e-05,0.00793029176550788,-0.293616666666662,"Non-significant",2.10071083414279,"SERPINC1","Antithrombin-III","ANT3_HUMAN",0.293616666666662
-0.398641666666672,13.6826714285714,-10.543254149597,3.4537852016966e-05,0.00962653302941848,3.08259850098867,"PFKAP_HUMAN",34,10.4461664199585,4.51336611135035e-05,0.00793076919087933,0.398641666666672,"Non-significant",2.10068468920772,"PFKP","ATP-dependent 6-phosphofructokinase, platelet type","PFKAP_HUMAN",-0.398641666666672
-0.769929166666669,9.35411714285714,-10.703218136533,3.15942886718563e-05,0.00945839390128201,3.16649380928074,"CAH12_HUMAN",8,10.4021821254959,4.62371850747916e-05,0.00795181206296895,0.769929166666669,"Up in DM",2.0995338928185,"CA12","Carbonic anhydrase 12","CAH12_HUMAN",-0.769929166666669
-0.467889166666669,7.26617142857143,-9.68175254589969,5.70478943985609e-05,0.0124626521736099,2.60239085381201,"RBM34_HUMAN",18,10.2930303434725,4.91134617442262e-05,0.00827050231830376,0.467889166666669,"Non-significant",2.08246811228029,"RBM34","RNA-binding protein 34","RBM34_HUMAN",-0.467889166666669
-0.345033333333339,10.8897714285714,-9.84403240866297,5.17474160539671e-05,0.0116187323323393,2.69667277650999,"PRS23_HUMAN",19,10.2429984095714,5.05008158792258e-05,0.00833057336228128,0.345033333333339,"Non-significant",2.07932510669579,"PRSS23","Serine protease 23","PRS23_HUMAN",-0.345033333333339
-0.393583333333336,12.9185285714286,-8.79803411059279,9.96660476988141e-05,0.0154923204528753,2.05476491125701,"JUPI1_HUMAN",11,9.94808131817292,5.96643881747369e-05,0.00964534499232797,0.393583333333336,"Non-significant",2.01568223400405,"JPT1","Jupiter microtubule associated homolog 1","JUPI1_HUMAN",-0.393583333333336
-0.374116666666673,11.1124857142857,-8.39425859078796,0.000130742736950921,0.0167745006789571,1.78373662954537,"IGSF8_HUMAN",21,9.89347568929912,6.1565246361308e-05,0.00975748796742063,0.374116666666673,"Non-significant",2.01066197560255,"IGSF8","Immunoglobulin superfamily member 8","IGSF8_HUMAN",-0.374116666666673
0.253933333333329,13.7913714285714,7.52488111000621,0.000244118074591301,0.0202461563697222,1.15022104933808,"PON3_HUMAN",16,-9.78015773349482,6.57382032591587e-05,0.0102184980181496,-0.253933333333329,"Non-significant",1.99061293496129,"PON3","Serum paraoxonase/lactonase 3","PON3_HUMAN",0.253933333333329
-0.301833333333338,12.9200571428571,-8.63984334240106,0.000110702477485661,0.0160850947376649,1.95022751474706,"P4HA2_HUMAN",32,9.70987197217589,6.84909479609078e-05,0.0104130324712559,0.301833333333338,"Non-significant",1.98242277733395,"P4HA2","Prolyl 4-hydroxylase subunit alpha-2","P4HA2_HUMAN",-0.301833333333338
-0.342233333333334,11.9147714285714,-8.257761823755,0.000143671190902486,0.0169766723842536,1.68892359511388,"FLNC_HUMAN",102,9.68330035492735,6.95662196520872e-05,0.0104130324712559,0.342233333333334,"Non-significant",1.98242277733395,"FLNC","Filamin-C","FLNC_HUMAN",-0.342233333333334
-0.74836916666667,8.90070714285714,-9.34667035704057,7.01012472435739e-05,0.0138202044260929,2.40173013658023,"TTYH3_HUMAN",6,9.63268488587085,7.16690059468542e-05,0.0105327377285168,0.74836916666667,"Up in DM",1.97745872987328,"TTYH3","Protein tweety homolog 3","TTYH3_HUMAN",-0.74836916666667
-0.193541666666668,11.3471714285714,-6.71463611365535,0.000462139482129212,0.0262626884418599,0.490624149582059,"SRS11_HUMAN",10,9.55753566996999,7.49282509825207e-05,0.0105394526799883,0.193541666666668,"Non-significant",1.97718194170722,"SRSF11","Serine/arginine-rich splicing factor 11","SRS11_HUMAN",-0.193541666666668
0.137158333333328,16.0913428571429,4.81184923812702,0.00271138449138229,0.0603749885505318,-1.3794361834615,"C1TC_HUMAN",59,-9.52655413464976,7.63216425254131e-05,0.0105394526799883,-0.137158333333328,"Non-significant",1.97718194170722,"MTHFD1","C-1-tetrahydrofolate synthase, cytoplasmic","C1TC_HUMAN",0.137158333333328
0.24603333333333,11.6707571428571,7.04912348084031,0.000352563774822793,0.023466594811018,0.771641818239244,"PEG10_HUMAN",23,-9.50179102155104,7.74569509158503e-05,0.0105394526799883,-0.24603333333333,"Non-significant",1.97718194170722,"PEG10","Retrotransposon-derived protein PEG10","PEG10_HUMAN",0.24603333333333
-0.24369166666667,14.3249142857143,-8.00791614256639,0.000171336190723312,0.0175305117672979,1.5110102647404,"MVP_HUMAN",54,9.4705629990649,7.89166281558518e-05,0.0105394526799883,0.24369166666667,"Non-significant",1.97718194170722,"MVP","Major vault protein","MVP_HUMAN",-0.24369166666667
-0.273608333333332,15.5579857142857,-7.83676024064093,0.000193827876239324,0.0183049241071443,1.3857678197166,"KPYM_HUMAN",44,9.44922964548512,7.99321090853611e-05,0.0105394526799883,0.273608333333332,"Non-significant",1.97718194170722,"PKM","Pyruvate kinase PKM","KPYM_HUMAN",-0.273608333333332
-0.536117500000003,9.61789714285714,-11.5140492468369,2.04777953366243e-05,0.00865894648536691,3.56862396487475,"DREB_HUMAN",21,9.43850522294293,8.04483045856276e-05,0.0105394526799883,0.536117500000003,"Up in DM",1.97718194170722,"DBN1","Drebrin","DREB_HUMAN",-0.536117500000003
0.249458333333331,14.7753142857143,7.83822988330897,0.000193620841441685,0.0183049241071443,1.3868551426633,"PUR6_HUMAN",21,-9.43037877022677,8.08420222886647e-05,0.0105394526799883,-0.249458333333331,"Non-significant",1.97718194170722,"PAICS","Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase","PUR6_HUMAN",0.249458333333331
0.329008333333331,18.0263714285714,7.81975198524251,0.000196242474996356,0.0183049241071443,1.37316898904256,"BHMT1_HUMAN",31,-9.39786630513399,8.24396791752411e-05,0.010577141694817,-0.329008333333331,"Non-significant",1.97563167765816,"BHMT","Betaine--homocysteine S-methyltransferase 1","BHMT1_HUMAN",0.329008333333331
-0.270658333333333,15.3503714285714,-7.5175501595169,0.0002454686779949,0.0202461563697222,1.14456725858945,"ZYX_HUMAN",25,9.3561802857054,8.45418641603398e-05,0.0106773732501254,0.270658333333333,"Non-significant",1.97153557533058,"ZYX","Zyxin","ZYX_HUMAN",-0.270658333333333
-0.243549999999999,10.2704285714286,-7.29475056716691,0.000290907536163083,0.0220657348222213,0.970093381610956,"LAMC1_HUMAN",52,9.33056523739426,8.58643579212795e-05,0.0106775631550416,0.243549999999999,"Non-significant",1.97152785115331,"LAMC1","Laminin subunit gamma-1","LAMC1_HUMAN",-0.243549999999999
-0.315583333333336,13.2155,-7.68876314291328,0.000216039843962378,0.0189809788994337,1.27519474531801,"BGH3_HUMAN",32,9.23608691830158,9.09535319184031e-05,0.0109491357740595,0.315583333333336,"Non-significant",1.96062015875713,"TGFBI","Transforming growth factor-beta-induced protein ig-h3","BGH3_HUMAN",-0.315583333333336
0.235808333333329,15.9325142857143,7.42519428219946,0.000263238611819599,0.0213475123341536,1.0728688036697,"BAAT_HUMAN",15,-9.2168237621763,9.20335065575312e-05,0.0109491357740595,-0.235808333333329,"Non-significant",1.96062015875713,"BAAT","Bile acid-CoA:amino acid N-acyltransferase","BAAT_HUMAN",0.235808333333329
0.392840833333327,9.77325714285714,8.07440242098448,0.000163418556316647,0.0171739549070919,1.55891609649345,"UB2J1_HUMAN",10,-9.21543404101264,9.21119921608366e-05,0.0109491357740595,-0.392840833333327,"Non-significant",1.96062015875713,"UBE2J1","Ubiquitin-conjugating enzyme E2 J1","UB2J1_HUMAN",0.392840833333327
0.712832499999999,6.87405285714286,8.97491008220653,8.87948210951561e-05,0.0146475212022887,2.16921888550391,"TASP1_HUMAN",6,-9.19068818812947,9.35225786481162e-05,0.0109556956987351,-0.712832499999999,"Up in C",1.96036003905001,"TASP1","Threonine aspartase 1","TASP1_HUMAN",0.712832499999999
-0.339683333333333,11.9863285714286,-8.62993197660465,0.000111439478573455,0.0160850947376649,1.94360811513967,"FADS1_HUMAN",17,9.15877374163348,9.53788428894565e-05,0.0110135312439354,0.339683333333333,"Non-significant",1.95807341183008,"FADS1","Acyl-CoA (8-3)-desaturase","FADS1_HUMAN",-0.339683333333333
0.265099999999997,13.1817857142857,7.17458096151528,0.000319379797397045,0.0224419958333605,0.873818947883832,"AK1D1_HUMAN",23,-9.09181191479836,9.94138424517509e-05,0.0113177758948944,-0.265099999999997,"Non-significant",1.94623890985062,"AKR1D1","Aldo-keto reductase family 1 member D1","AK1D1_HUMAN",0.265099999999997
-0.243200000000002,11.5740285714286,-6.69738866575976,0.000468768963218864,0.0262626884418599,0.475785434632524,"ITA6_HUMAN",48,9.0102398200997,0.000104598762666923,0.0116296025063061,0.243200000000002,"Non-significant",1.93443512897473,"ITGA6","Integrin alpha-6","ITA6_HUMAN",-0.243200000000002
-0.227591666666669,10.3933142857143,-6.54691849735815,0.000531450823287721,0.0278942662638614,0.34483880405602,"DNJB2_HUMAN",12,9.00366023949578,0.000105030432136626,0.0116296025063061,0.227591666666669,"Non-significant",1.93443512897473,"DNAJB2","DnaJ homolog subfamily B member 2","DNJB2_HUMAN",-0.227591666666669
0.480541666666666,10.8110285714286,9.0226362267782,8.60996216894873e-05,0.014498817544086,2.19967125541016,"TTC36_HUMAN",9,-8.90798805296819,0.000111545887910686,0.0121114964496198,-0.480541666666666,"Non-significant",1.91680219379657,"TTC36","Tetratricopeptide repeat protein 36","TTC36_HUMAN",0.480541666666666
-0.551858333333337,11.5911857142857,-9.20183310294484,7.6787027134464e-05,0.0141351337076247,2.31241286091881,"HSPB8_HUMAN",8,8.89621713103312,0.000112379343526102,0.0121114964496198,0.551858333333337,"Up in DM",1.91680219379657,"HSPB8","Heat shock protein beta-8","HSPB8_HUMAN",-0.551858333333337
-0.519950000000005,11.2794857142857,-8.29172120031727,0.000140322477329397,0.0169766723842536,1.71266737027,"TSN6_HUMAN",9,8.78569277305919,0.000120566505685062,0.0124607150638012,0.519950000000005,"Up in DM",1.90445703477537,"TSPAN6","Tetraspanin-6","TSN6_HUMAN",-0.519950000000005
-0.754339166666666,9.04976571428571,-9.59505166960413,6.01348979946641e-05,0.0124815788274937,2.55125431406172,"RRP12_HUMAN",42,8.78535674428855,0.000120592427522195,0.0124607150638012,0.754339166666666,"Up in DM",1.90445703477537,"RRP12","RRP12-like protein","RRP12_HUMAN",-0.754339166666666
-0.358766666666671,14.1882571428571,-8.85965409164896,9.57135835959306e-05,0.0151696646314884,2.09492616219224,"RRAS_HUMAN",17,8.77002884170894,0.000121781724361332,0.0124607150638012,0.358766666666671,"Non-significant",1.90445703477537,"RRAS","Ras-related protein R-Ras","RRAS_HUMAN",-0.358766666666671
-0.261075,13.9115142857143,-8.30574300758562,0.000138966016094425,0.0169766723842536,1.7224410649379,"VIME_HUMAN",46,8.76997364928251,0.000121786031181528,0.0124607150638012,0.261075,"Non-significant",1.90445703477537,"VIM","Vimentin","VIME_HUMAN",-0.261075
-0.456300000000002,12.0810571428571,-8.369788238784,0.000132958782490098,0.0167922787323041,1.76686058883614,"HKDC1_HUMAN",55,8.74245500867778,0.000123955478133905,0.0125241516219544,0.456300000000002,"Non-significant",1.90225168329566,"HKDC1","Hexokinase HKDC1","HKDC1_HUMAN",-0.456300000000002
0.433249999999997,10.5395714285714,8.48546556823229,0.000122848783194216,0.0167369905479175,1.84617609033275,"F261_HUMAN",31,-8.72041681104972,0.000125725111093692,0.0125461243576582,-0.433249999999997,"Non-significant",1.90149041203405,"PFKFB1","6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1","F261_HUMAN",0.433249999999997
0.531490833333333,9.82786571428571,8.40761871563041,0.000129550765101824,0.0167745006789571,1.7929282616498,"GLSL_HUMAN",27,-8.68901276488557,0.000128297487789003,0.0126466901682745,-0.531490833333333,"Up in C",1.89802312110778,"GLS2","Glutaminase liver isoform, mitochondrial","GLSL_HUMAN",0.531490833333333
-0.522766666666667,11.5231428571429,-8.14541835954302,0.000155421719217464,0.0169766723842536,1.60963316959888,"SPP2A_HUMAN",4,8.65376999014687,0.000131257024548762,0.0126943509354563,0.522766666666667,"Up in DM",1.89638949978089,"SPPL2A","Signal peptide peptidase-like 2A","SPP2A_HUMAN",-0.522766666666667
-0.289166666666667,12.2052285714286,-7.15879464608751,0.000323352127893405,0.0224419958333605,0.86105634165042,"LIMS1_HUMAN",17,8.64558211570775,0.000131955851087899,0.0126943509354563,0.289166666666667,"Non-significant",1.89638949978089,"LIMS1","LIM and senescent cell antigen-like-containing domain protein 1","LIMS1_HUMAN",-0.289166666666667
-0.309658333333335,11.6329857142857,-7.19495357371251,0.000314335708751929,0.0224419958333605,0.890249583121467,"PALLD_HUMAN",29,8.62396745913306,0.000133821385142901,0.0126943509354563,0.309658333333335,"Non-significant",1.89638949978089,"PALLD","Palladin","PALLD_HUMAN",-0.309658333333335
-1.42006083333333,9.59027,-8.70725691292039,0.000105835776817669,0.0158420478521706,1.99503126946344,"CRCT1_HUMAN",1,8.56924467054455,0.000138682245738583,0.0126943509354563,1.42006083333333,"Up in DM",1.89638949978089,"CRCT1","Cysteine-rich C-terminal protein 1","CRCT1_HUMAN",-1.42006083333333
0.99188333333333,8.66484714285714,8.56687375260288,0.00011626275910364,0.0164868751199074,1.90129922437238,"PAGE4_HUMAN",3,-8.56770223103211,0.000138822182806846,0.0126943509354563,-0.99188333333333,"Up in C",1.89638949978089,"PAGE4","P antigen family member 4","PAGE4_HUMAN",0.99188333333333
