"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BD_vs_D","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
0.941075000000001,13.8136375,32.9829468664043,4.00721380474064e-09,9.7530741435172e-07,11.9751102805563,"CP2A6_HUMAN",38,38.66669012794,4.24056345303954e-10,1.10687723595463e-07,0.941075000000001,"Up in D",6.95590054416554,"CYP2A6","Cytochrome P450 2A6","CP2A6_HUMAN"
-0.862724999999999,12.3072125,-32.338520477326,4.61510245221526e-09,1.08098885437888e-06,11.8358182500641,"SLFN5_HUMAN",37,-38.5792611041532,4.31477853774289e-10,1.10687723595463e-07,-0.862724999999999,"Up in BD",6.95590054416554,"SLFN5","Schlafen family member 5","SLFN5_HUMAN"
-0.957249999999997,12.924025,-35.7710232953477,2.2409839876314e-09,7.98764640460966e-07,12.5403133641521,"TAP2_HUMAN",22,-38.5725045216438,4.32057471951062e-10,1.10687723595463e-07,-0.957249999999997,"Up in BD",6.95590054416554,"TAP2","Antigen peptide transporter 2","TAP2_HUMAN"
-0.530399999999997,13.339075,-24.911850236768,2.976066752963e-08,3.87266591123661e-06,9.93831191986908,"CO4B_HUMAN",83,-38.2897723904455,4.57118692524814e-10,1.13559364888437e-07,-0.530399999999997,"Up in BD",6.94477704504913,"C4B_2","Complement C4-B","CO4B_HUMAN"
0.469062500000003,10.21841875,23.8116169259241,4.10577105743562e-08,4.60578010318179e-06,9.60132640873824,"PLPL6_HUMAN",52,36.9659644306418,5.98576330608864e-10,1.44327316421514e-07,0.469062500000003,"Non-significant",6.840651463443,"PNPLA6","Patatin-like phospholipase domain-containing protein 6","PLPL6_HUMAN"
0.931675000000002,10.8573875,31.3991346177451,5.69893023362807e-09,1.26269810960224e-06,11.6264572504093,"ACO12_HUMAN",27,34.901147337136,9.29621331570436e-10,2.14301244853421e-07,0.931675000000002,"Up in D",6.66897530617982,"ACOT12","Acetyl-coenzyme A thioesterase","ACO12_HUMAN"
-1.39528,9.645935,-31.6818989256841,5.34485124102799e-09,1.2171414020541e-06,11.6902848461257,"PTPRF_HUMAN",57,-34.832071320138,9.43830008671083e-10,2.14301244853421e-07,-1.39528,"Up in BD",6.66897530617982,"PTPRF","Receptor-type tyrosine-protein phosphatase F","PTPRF_HUMAN"
-0.772975000000002,12.8800125,-28.6309781297023,1.10248684728545e-08,1.8829556612596e-06,10.9620053898266,"PML_HUMAN",44,-34.7209493841194,9.67204935298438e-10,2.14301244853421e-07,-0.772975000000002,"Up in BD",6.66897530617982,"PML","Protein PML","PML_HUMAN"
-0.565874999999991,16.1977875,-25.7403928101296,2.3568679783423e-08,3.42715691615334e-06,10.1810824724398,"STAT1_HUMAN",41,-34.2016306556129,1.08548060134354e-09,2.34178157100378e-07,-0.565874999999991,"Up in BD",6.63045361606628,"STAT1","Signal transducer and activator of transcription 1-alpha/beta","STAT1_HUMAN"
0.840074999999997,13.8483375,30.2616398232047,7.42022912700562e-09,1.5207759595798e-06,11.36236960215,"AL8A1_HUMAN",26,33.7699458448402,1.19631728920006e-09,2.51472029150309e-07,0.840074999999997,"Up in D",6.59951031383361,"ALDH8A1","2-aminomuconic semialdehyde dehydrogenase","AL8A1_HUMAN"
-0.862499999999994,16.60475,-34.044796716746,3.19381825323573e-09,9.02859380690569e-07,12.1973159592192,"STOM_HUMAN",17,-33.6318420658577,1.23443254305312e-09,2.52996949698738e-07,-0.862499999999994,"Up in BD",6.59688471493878,"STOM","Stomatin","STOM_HUMAN"
-1.59755,10.572225,-33.2664461150796,3.76905304496756e-09,9.7530741435172e-07,12.0353111948942,"RSAD2_HUMAN",15,-33.3676546312323,1.31122869285523e-09,2.62181776195785e-07,-1.59755,"Up in BD",6.58139749865915,"RSAD2","S-adenosylmethionine-dependent nucleotide dehydratase RSAD2","RSAD2_HUMAN"
0.958599999999999,11.317175,33.0471359587235,3.95182542184693e-09,9.7530741435172e-07,11.9887976705519,"FADS1_HUMAN",17,32.989850673156,1.43060660076345e-09,2.79240783644257e-07,0.958599999999999,"Up in D",6.55402115188646,"FADS1","Acyl-CoA (8-3)-desaturase","FADS1_HUMAN"
-1.212125,12.9792375,-38.7436630494354,1.26454986044768e-09,5.87853258114554e-07,13.0831308438084,"ISG20_HUMAN",11,-32.8178374148006,1.48898899866812e-09,2.83877483978634e-07,-1.212125,"Up in BD",6.54686905260138,"ISG20","Interferon-stimulated gene 20 kDa protein","ISG20_HUMAN"
-2.676325,12.6266375,-40.0381392268013,9.99028254601514e-10,5.87853258114554e-07,13.3024208905337,"CXL10_HUMAN",5,-32.3949289089546,1.64431590862705e-09,3.02921079525254e-07,-2.676325,"Up in BD",6.51867050414168,"CXCL10","C-X-C motif chemokine 10","CXL10_HUMAN"
1.02997499999999,16.0692625,29.3412105782772,9.25384010471444e-09,1.68584402618776e-06,11.1396733442818,"ALDOC_HUMAN",31,32.3476819636418,1.66277733332965e-09,3.02921079525254e-07,1.02997499999999,"Up in D",6.51867050414168,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN"
0.469400000000002,14.0316,22.5943180153116,5.96444579466323e-08,5.31483985050535e-06,9.20745764852436,"VILI_HUMAN",46,32.1591176752657,1.73882487604515e-09,3.09888833343873e-07,0.469400000000002,"Non-significant",6.50879407301697,"VIL1","Villin-1","VILI_HUMAN"
-0.8172,12.05155,-28.429619109391,1.15950605784432e-08,1.93055288111292e-06,10.91067437739,"CMPK2_HUMAN",26,-31.5512240953899,2.01206306204469e-09,3.50955169843454e-07,-0.8172,"Up in BD",6.45474835570811,"CMPK2","UMP-CMP kinase 2, mitochondrial","CMPK2_HUMAN"
0.827225,12.5725125,35.0424324059239,2.59697281699148e-09,8.57071806185796e-07,12.3981967014377,"FADS2_HUMAN",14,31.0765250877878,2.25934320513154e-09,3.67832125592554e-07,0.827225,"Up in D",6.43435034318307,"FADS2","Acyl-CoA 6-desaturase","FADS2_HUMAN"
-1.04495,11.573,-28.6677211751991,1.0924300640351e-08,1.8829556612596e-06,10.9713256090208,"GBP4_HUMAN",27,-31.061131303756,2.26791797001689e-09,3.67832125592554e-07,-1.04495,"Up in BD",6.43435034318307,"GBP4","Guanylate-binding protein 4","GBP4_HUMAN"
-0.896475000000001,10.5855875,-28.0892028792828,1.26370559211937e-08,1.99228047003742e-06,10.822903527982,"ECE1_HUMAN",28,-31.0460849384392,2.27633473431287e-09,3.67832125592554e-07,-0.896475000000001,"Up in BD",6.43435034318307,"ECE1","Endothelin-converting enzyme 1","ECE1_HUMAN"
0.451224999999997,15.8565375,20.2671611361535,1.29063222195309e-07,8.67262537341924e-06,8.38480696737267,"FAS_HUMAN",149,31.0248125354854,2.28829451149308e-09,3.67832125592554e-07,0.451224999999997,"Non-significant",6.43435034318307,"FASN","Fatty acid synthase","FAS_HUMAN"
-0.669699999999999,12.885275,-28.2821758296117,1.20338847478488e-08,1.93438798358558e-06,10.8728125413095,"MFGM_HUMAN",22,-30.8734856485624,2.375450093442e-09,3.74498843577644e-07,-0.669699999999999,"Up in BD",6.42654951902893,"MFGE8","Lactadherin","MFGM_HUMAN"
1.04915,12.439625,29.68487083047,8.51474559333240e-09,1.66199724700331e-06,11.223796949345,"ZA2G_HUMAN",19,30.6591269980509,2.50539692133969e-09,3.87532904927223e-07,1.04915,"Up in D",6.41169141619867,"AZGP1","Zinc-alpha-2-glycoprotein","ZA2G_HUMAN"
0.783925,11.7848375,30.8697037761467,6.43612974365158e-09,1.38474397928245e-06,11.5050245847467,"ACMSD_HUMAN",17,30.5015894903365,2.60601938300787e-09,3.95458222288884e-07,0.783925,"Up in D",6.40289939026431,"ACMSD","2-amino-3-carboxymuconate-6-semialdehyde decarboxylase","ACMSD_HUMAN"
-0.780774999999998,11.9211125,-25.9485899327469,2.22526323620141e-08,3.31685600188711e-06,10.2406763428197,"IFIH1_HUMAN",45,-30.4302040634773,2.65311078627575e-09,3.95458222288884e-07,-0.780774999999998,"Up in BD",6.40289939026431,"IFIH1","Interferon-induced helicase C domain-containing protein 1","IFIH1_HUMAN"
-2.7545625,7.59569625,-29.1075892410992,9.79796921762822e-09,1.746168514046e-06,11.0818059016068,"LAMB1_HUMAN",30,-30.3402819226425,2.71380354592772e-09,3.97281454812775e-07,-2.7545625,"Up in BD",6.40090170743509,"LAMB1","Laminin subunit beta-1","LAMB1_HUMAN"
0.784697499999998,9.84690125,25.5811101716055,2.46354451479078e-08,3.42715691615334e-06,10.1351136020603,"ABCA6_HUMAN",44,29.787987349773,3.1228196484218e-09,4.47021119041238e-07,0.784697499999998,"Up in D",6.34967195859869,"ABCA6","ATP-binding cassette sub-family A member 6","ABCA6_HUMAN"
0.568075000000004,14.0909875,23.7757960439869,4.15001993126476e-08,4.60578010318179e-06,9.59006088619335,"PLOD2_HUMAN",38,29.7386432560114,3.16262806835714e-09,4.47021119041238e-07,0.568075000000004,"Up in D",6.34967195859869,"PLOD2","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","PLOD2_HUMAN"
-1.07895,13.7167,-28.3685612023533,1.17745357472123e-08,1.93055288111292e-06,10.8950237515014,"LG3BP_HUMAN",20,-29.5407519968065,3.32813591209318e-09,4.61620110960829e-07,-1.07895,"Up in BD",6.33571527894882,"LGALS3BP","Galectin-3-binding protein","LG3BP_HUMAN"
0.545425000000002,16.6151875,22.0566972436321,7.07827221429535e-08,5.87468965961991e-06,9.02592892429582,"AL1L1_HUMAN",79,29.4826941554711,3.37853216121612e-09,4.61620110960829e-07,0.545425000000002,"Up in D",6.33571527894882,"ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase","AL1L1_HUMAN"
-0.674125000000002,14.4721875,-24.9820853084828,2.91694171087718e-08,3.87266591123661e-06,9.95924750032768,"OAS2_HUMAN",31,-28.9452087407163,3.88831278057298e-09,5.22563740576021e-07,-0.674125000000002,"Up in BD",6.28186072819857,"OAS2","2'-5'-oligoadenylate synthase 2","OAS2_HUMAN"
-0.579625,14.5313375,-22.6291763679457,5.89941080458189e-08,5.31465601933652e-06,9.21906229495496,"RIGI_HUMAN",56,-28.7786189995451,4.06353939974470e-09,5.3043262881599e-07,-0.579625,"Up in BD",6.27536976876828,"RIGI","Antiviral innate immune response receptor RIG-I","RIGI_HUMAN"
-0.755325000000003,11.3625875,-24.2167114467797,3.64097923476695e-08,4.45503698009245e-06,9.72741345148258,"CO5_HUMAN",67,-28.7668338240672,4.07626928707091e-09,5.3043262881599e-07,-0.755325000000003,"Up in BD",6.27536976876828,"C5","Complement C5","CO5_HUMAN"
0.595025,15.5265875,23.285639379893,4.81339230790254e-08,4.75423977592591e-06,9.4339666334966,"TKFC_HUMAN",40,28.5184097057307,4.35536932693662e-09,5.57740855335879e-07,0.595025,"Up in D",6.25356754163529,"TKFC","Triokinase/FMN cyclase","TKFC_HUMAN"
0.547249999999998,16.662625,23.0406445284895,5.18965948476505e-08,4.91864923423378e-06,9.35456189175006,"G6PI_HUMAN",35,28.4615916091241,4.42219512037475e-09,5.57740855335879e-07,0.547249999999998,"Up in D",6.25356754163529,"GPI","Glucose-6-phosphate isomerase","G6PI_HUMAN"
0.526025000000001,11.4431625,21.8041762244042,7.68182565694524e-08,6.17407909172913e-06,8.93897367254099,"KPBB_HUMAN",49,28.2114699430559,4.73046769643602e-09,5.71293311970618e-07,0.526025000000001,"Up in D",6.24314086011809,"PHKB","Phosphorylase b kinase regulatory subunit beta","KPBB_HUMAN"
0.786099999999999,12.267575,27.7725492735385,1.37028919041327e-08,2.11955297792603e-06,10.7401203733119,"3BHS7_HUMAN",18,28.1984880487823,4.74711789404191e-09,5.71293311970618e-07,0.786099999999999,"Up in D",6.24314086011809,"HSD3B7","3 beta-hydroxysteroid dehydrogenase type 7","3BHS7_HUMAN"
-0.768397499999999,9.61342375,-23.8401372702027,4.07092387817613e-08,4.60578010318179e-06,9.61028231635144,"TRNK1_HUMAN",78,-28.198042506678,4.74769050626818e-09,5.71293311970618e-07,-0.768397499999999,"Up in BD",6.24314086011809,"TRANK1","TPR and ankyrin repeat-containing protein 1","TRNK1_HUMAN"
0.644025000000001,13.0606625,25.5768345827287,2.46648277693397e-08,3.42715691615334e-06,10.1338751356006,"BUP1_HUMAN",23,28.1130693744585,4.85833739039826e-09,5.71293311970618e-07,0.644025000000001,"Up in D",6.24314086011809,"UPB1","Beta-ureidopropionase","BUP1_HUMAN"
0.540500000000002,15.78515,22.6648997223735,5.83359727696072e-08,5.313758941836e-06,9.23093435931484,"FTCD_HUMAN",36,28.0981345151825,4.87808390314019e-09,5.71293311970618e-07,0.540500000000002,"Up in D",6.24314086011809,"FTCD","Formimidoyltransferase-cyclodeaminase","FTCD_HUMAN"
0.57235,14.68235,22.7630635246323,5.65700636474387e-08,5.2700157020648e-06,9.26345084641819,"PH4H_HUMAN",38,27.8530875039568,5.21537041165873e-09,5.99721948805796e-07,0.57235,"Up in D",6.22205005643018,"PAH","Phenylalanine-4-hydroxylase","PH4H_HUMAN"
-0.699749999999998,10.43915,-23.1777734783254,4.97509434948109e-08,4.85545517583881e-06,9.39912191962896,"AGRIN_HUMAN",63,-27.7468548267344,5.36971023553374e-09,5.99721948805796e-07,-0.699749999999998,"Up in BD",6.22205005643018,"AGRN","Agrin","AGRIN_HUMAN"
-1.843125,10.7671375,-29.550719445254,8.79496297072863e-09,1.67676991707054e-06,11.1910988051318,"SYUG_HUMAN",9,-27.7295681924617,5.39530960227436e-09,5.99721948805796e-07,-1.843125,"Up in BD",6.22205005643018,"SNCG","Gamma-synuclein","SYUG_HUMAN"
0.480575000000004,12.6901125,20.9690945679769,1.01368948686436e-07,7.41984501188753e-06,8.64335961576151,"SRBS1_HUMAN",46,27.7173775529913,5.41344525635873e-09,5.99721948805796e-07,0.480575000000004,"Non-significant",6.22205005643018,"SORBS1","Sorbin and SH3 domain-containing protein 1","SRBS1_HUMAN"
-0.833849999999998,11.6851,-24.9599231397282,2.93545268875696e-08,3.87266591123661e-06,9.95264868805923,"IFI44_HUMAN",27,-27.2994129959809,6.07890767233051e-09,6.64465134636874e-07,-0.833849999999998,"Up in BD",6.17752780212842,"IFI44","Interferon-induced protein 44","IFI44_HUMAN"
-0.418350000000002,12.53915,-20.1851789394841,1.32825992748858e-07,8.8435517227719e-06,8.35398048594757,"OPTN_HUMAN",37,-27.220716373847,6.21427788734096e-09,6.70324343689752e-07,-0.418350000000002,"Non-significant",6.1737150083578,"OPTN","Optineurin","OPTN_HUMAN"
-1.077,11.67105,-25.6815024058122,2.39568439383834e-08,3.42715691615334e-06,10.1641249756476,"IF44L_HUMAN",23,-27.1242924890964,6.38480314324685e-09,6.79774235952438e-07,-1.077,"Up in BD",6.1676352995878,"IFI44L","Interferon-induced protein 44-like","IF44L_HUMAN"
-0.480475,10.7516125,-21.4708820709526,8.57012432268987e-08,6.62810181107656e-06,8.82249728557637,"ADA10_HUMAN",33,-26.8890021188063,6.82353164611971e-09,7.17170672242172e-07,-0.480475,"Non-significant",6.14437747865227,"ADAM10","Disintegrin and metalloproteinase domain-containing protein 10","ADA10_HUMAN"
0.402100000000001,10.420425,18.0043173110617,2.98296987244042e-07,1.42984041126348e-05,7.48102655392635,"MYO7A_HUMAN",93,26.5515554242526,7.51341336790357e-09,7.70901081496635e-07,0.402100000000001,"Non-significant",6.11300134505702,"MYO7A","Unconventional myosin-VIIa","MYO7A_HUMAN"
-0.717395,9.9695525,-23.7084282906752,4.23471534151613e-08,4.60578010318179e-06,9.56882220866696,"PHAR4_HUMAN",29,-26.5471986486738,7.52282099533189e-09,7.70901081496635e-07,-0.717395,"Up in BD",6.11300134505702,"PHACTR4","Phosphatase and actin regulator 4","PHAR4_HUMAN"
-0.746550000000003,12.188175,-24.5550629602036,3.29828806233652e-08,4.22490086484919e-06,9.83091277197335,"5NTD_HUMAN",22,-26.2212263074459,8.26591841543282e-09,8.36592582342201e-07,-0.746550000000003,"Up in BD",6.07748599041536,"NT5E","5'-nucleotidase","5NTD_HUMAN"
0.642225,12.2655125,23.1014248683223,5.09328423303148e-08,4.91232284028142e-06,9.37434885332021,"ATTY_HUMAN",28,26.1319143506024,8.48373360044421e-09,8.48166439712703e-07,0.642225,"Up in D",6.07151891571966,"TAT","Tyrosine aminotransferase","ATTY_HUMAN"
-0.673400000000001,11.087375,-24.3215143777433,3.53068125139168e-08,4.38553407559227e-06,9.75964613975087,"ALAT2_HUMAN",21,-25.834976717044,9.25585783772366e-09,9.0809084107061e-07,-0.673400000000001,"Up in BD",6.04187070456003,"GPT2","Alanine aminotransferase 2","ALAT2_HUMAN"
-0.741825000000002,12.8022875,-23.4435135339092,4.58738211239693e-08,4.69504014858267e-06,9.48464183124039,"NUB1_HUMAN",27,-25.8171551006763,9.30466341179937e-09,9.0809084107061e-07,-0.741825000000002,"Up in BD",6.04187070456003,"NUB1","NEDD8 ultimate buster 1","NUB1_HUMAN"
0.558154999999999,9.68572,21.1120424805387,9.65964197214291e-08,7.19906771705706e-06,8.69486353180364,"FIL1L_HUMAN",39,25.438812004396,1.04125335379896e-08,1.00425823464046e-06,0.558154999999999,"Up in D",5.99815459848676,"FILIP1L","Filamin A-interacting protein 1-like","FIL1L_HUMAN"
-0.3352,12.21845,-16.861142897843,4.73763420376134e-07,1.96157197992098e-05,6.97794155191046,"ITA6_HUMAN",48,-25.3466464313116,1.07044799605247e-08,1.02041077577188e-06,-0.3352,"Non-significant",5.99122496378867,"ITGA6","Integrin alpha-6","ITA6_HUMAN"
-0.920025000000003,12.2766875,-29.4012664016144,9.11957530440503e-09,1.68584402618776e-06,11.1544595776552,"NAT8_HUMAN",11,-24.9059946867233,1.22343098426954e-08,1.15283761023468e-06,-0.920025000000003,"Up in BD",5.93823186351698,"NAT8","N-acetyltransferase 8","NAT8_HUMAN"
0.472199999999999,14.87795,22.0496601485928,7.09434345331021e-08,5.87468965961991e-06,9.02352057153993,"PBLD_HUMAN",23,24.8614624450982,1.24021825619101e-08,1.15537605275612e-06,0.472199999999999,"Non-significant",5.9372766382345,"PBLD","Phenazine biosynthesis-like domain-containing protein","PBLD_HUMAN"
-1.12539,9.909855,-23.5124800954653,4.49245678662461e-08,4.69504014858267e-06,9.50665926251724,"ITA3_HUMAN",23,-24.7096498894375,1.29943113490753e-08,1.18710272181322e-06,-1.12539,"Up in BD",5.92551169925397,"ITGA3","Integrin alpha-3","ITA3_HUMAN"
