"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BD_vs_CM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-1.949325,12.1797625,-58.2470975894752,4.43631389941864e-11,2.39058168326673e-08,16.4374327716287,"5NT3A_HUMAN",23,-71.6313330627002,2.04129704730584e-11,1.26921569487485e-08,-1.949325,"Up in BD",7.89646456613718,"NT5C3A","Cytosolic 5'-nucleotidase 3A","5NT3A_HUMAN"
-2.224475,12.1752875,-57.2519866798322,5.03504190251602e-11,2.54364023112731e-08,16.3154474151157,"SAMH1_HUMAN",38,-68.9277669139965,2.68155798218747e-11,1.54821665500152e-08,-2.224475,"Up in BD",7.81016826491425,"SAMHD1","Deoxynucleoside triphosphate triphosphohydrolase SAMHD1","SAMH1_HUMAN"
-2.62724,10.781855,-56.7479845026466,5.37296356140696e-11,2.55468614510897e-08,16.2526121257069,"GBP4_HUMAN",27,-62.1329465649372,5.59664709773314e-11,3.01584656606513e-08,-2.62724,"Up in BD",7.52059075736668,"GBP4","Guanylate-binding protein 4","GBP4_HUMAN"
1.01695,14.136525,38.35934316378,9.51340767101504e-10,1.53793748409629e-07,13.3366197688079,"PGDH_HUMAN",12,61.4108977830968,6.08011098091153e-11,3.07159606616925e-08,1.01695,"Up in CM",7.51263589728898,"HPGD","15-hydroxyprostaglandin dehydrogenase [NAD(+)]","PGDH_HUMAN"
1.300475,14.0785375,43.0164875914003,4.10649625274085e-10,9.22022478080674e-08,14.2127222725198,"AL8A1_HUMAN",26,58.3068969031753,8.78134076541931e-11,3.92554251665112e-08,1.300475,"Up in CM",7.40610031453499,"ALDH8A1","2-aminomuconic semialdehyde dehydrogenase","AL8A1_HUMAN"
-1.333275,12.7378875,-46.8715813039839,2.18765037883773e-10,5.9658615334043e-08,14.8579262680452,"SP14L_HUMAN",9,-58.204114027158,8.89182827554814e-11,3.92554251665112e-08,-1.333275,"Up in BD",7.40610031453499,"SP140L","Nuclear body protein SP140-like protein","SP14L_HUMAN"
-3.575485,11.9162325,-55.8295064747461,6.05720307345781e-11,2.72002069126441e-08,16.1362339485542,"OAS1_HUMAN",20,-57.4867581688052,9.7086451288205e-11,3.92554251665112e-08,-3.575485,"Up in BD",7.40610031453499,"OAS1","2'-5'-oligoadenylate synthase 1","OAS1_HUMAN"
-2.7931675,11.34011625,-54.4488117404198,7.28039966076876e-11,2.84927796150909e-08,15.9566022190619,"NAT8_HUMAN",11,-57.1138868003164,1.01668264344806e-10,3.92554251665112e-08,-2.7931675,"Up in BD",7.40610031453499,"NAT8","N-acetyltransferase 8","NAT8_HUMAN"
-1.91155,12.310725,-51.8678648403192,1.04002195565289e-10,3.50270727814263e-08,15.6048408342365,"PML_HUMAN",44,-57.0886345911147,1.01987372076795e-10,3.92554251665112e-08,-1.91155,"Up in BD",7.40610031453499,"PML","Protein PML","PML_HUMAN"
1.175275,13.3262875,40.6945099751729,6.16887488744635e-10,1.23606987711017e-07,13.7903741636898,"BUP1_HUMAN",23,55.7685873172893,1.20375914284055e-10,4.27841347674964e-08,1.175275,"Up in CM",7.368717246414,"UPB1","Beta-ureidopropionase","BUP1_HUMAN"
1.21745,14.833075,39.685152348679,7.41608601628098e-10,1.39405170394417e-07,13.5979982548065,"ACOHC_HUMAN",48,55.5633616504155,1.23561875108304e-10,4.27841347674964e-08,1.21745,"Up in CM",7.368717246414,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN"
1.4442,16.276375,49.1705144925227,1.5393458854422e-10,4.78558953539588e-08,15.2131283104001,"ALDOC_HUMAN",31,55.1507179110817,1.3026337605133e-10,4.27841347674964e-08,1.4442,"Up in CM",7.368717246414,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN"
-5.25464,8.385555,-54.867221755517,6.88234089690221e-11,2.84927796150909e-08,16.0116456588726,"Q6VBP1_HBV",1,-54.7978242806843,1.36324778653292e-10,4.27841347674964e-08,-5.25464,"Up in BD",7.368717246414,"S","Large envelope protein","Q6VBP1_HBV"
-1.738075,9.3228875,-47.4229233449111,2.00771795897153e-10,5.79585152227388e-08,14.9450075931661,"TMM62_HUMAN",13,-54.7247016961026,1.37620624020154e-10,4.27841347674964e-08,-1.738075,"Up in BD",7.368717246414,"TMEM62","Transmembrane protein 62","TMM62_HUMAN"
-1.6235875,9.51645625,-46.794530723175,2.21422548561337e-10,5.9658615334043e-08,14.8456583343346,"PHAR4_HUMAN",29,-52.3717251902409,1.87888259554587e-10,5.49304228061797e-08,-1.6235875,"Up in BD",7.26018705814806,"PHACTR4","Phosphatase and actin regulator 4","PHAR4_HUMAN"
-2.32925,11.63405,-71.7380641457639,9.59552773995837e-12,5.96620390169873e-09,17.8572942727027,"TAP1_HUMAN",24,-52.2781994248161,1.9028230094928e-10,5.49304228061797e-08,-2.32925,"Up in BD",7.26018705814806,"TAP1","Antigen peptide transporter 1","TAP1_HUMAN"
0.991575000000001,16.1267125,38.0333215082012,1.0127471246564e-09,1.57583380635123e-07,13.2707687703236,"FAS_HUMAN",149,51.6866493335727,2.06255933194707e-10,5.65120847974019e-08,0.991575000000001,"Up in CM",7.24785867077136,"FASN","Fatty acid synthase","FAS_HUMAN"
3.9064625,9.88489375,53.0704335413744,8.78904662602745e-11,3.10282798493221e-08,15.7714147488186,"NUA4L_HUMAN",5,51.4629258256634,2.12691671532645e-10,5.65120847974019e-08,3.9064625,"Up in CM",7.24785867077136,"NDUFA4L2","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2","NUA4L_HUMAN"
-2.99195,13.0542,-53.0376446431146,8.82902927792167e-11,3.10282798493221e-08,15.7669358987047,"HLAB_HUMAN",2,-50.9840622749653,2.27251888918524e-10,5.65120847974019e-08,-2.99195,"Up in BD",7.24785867077136,"HLA-B","HLA class I histocompatibility antigen, B alpha chain","HLAB_HUMAN"
1.00135,13.60235,33.5753347994572,2.5235926795883e-09,2.7197599505483e-07,12.3010360129182,"HDAC6_HUMAN",26,50.8734687263249,2.30774138520094e-10,5.65120847974019e-08,1.00135,"Up in CM",7.24785867077136,"HDAC6","Histone deacetylase 6","HDAC6_HUMAN"
-1.78815,11.836625,-46.5143675934375,2.3139921007106e-10,6.03354779033671e-08,14.8008454532724,"E2AK2_HUMAN",23,-50.6739157903019,2.3728833682205e-10,5.65120847974019e-08,-1.78815,"Up in BD",7.24785867077136,"EIF2AK2","Interferon-induced, double-stranded RNA-activated protein kinase","E2AK2_HUMAN"
-1.688775,11.7170625,-44.0457143112339,3.45257202075669e-10,7.97346846965037e-08,14.3914907894581,"5NTD_HUMAN",22,-50.6612110956774,2.37710117915584e-10,5.65120847974019e-08,-1.688775,"Up in BD",7.24785867077136,"NT5E","5'-nucleotidase","5NTD_HUMAN"
-1.6142,12.3661,-45.8116296527461,2.58749718475206e-10,6.15139404245614e-08,14.6870015948252,"NUB1_HUMAN",27,-50.1911014745833,2.53935363277896e-10,5.86445583250066e-08,-1.6142,"Up in BD",7.23177228020769,"NUB1","NEDD8 ultimate buster 1","NUB1_HUMAN"
-1.748225,12.7660875,-42.5978390198837,4.41189815354102e-10,9.63820885812759e-08,14.1385647700663,"ANXA1_HUMAN",23,-48.9087579584603,3.05016227999235e-10,6.84846158588282e-08,-1.748225,"Up in BD",7.16440697592348,"ANXA1","Annexin A1","ANXA1_HUMAN"
-1.0602,11.021725,-35.2198382894702,1.77825620653376e-09,2.28849433495676e-07,12.6746241906843,"PAR14_HUMAN",91,-48.1403936248583,3.41207797866493e-10,7.45400710852666e-08,-1.0602,"Up in BD",7.1276101974163,"PARP14","Protein mono-ADP-ribosyltransferase PARP14","PAR14_HUMAN"
-1.587005,10.7487225,-39.7693510557636,7.30175443637104e-10,1.39405170394417e-07,13.6142596547118,"TRFM_HUMAN",39,-46.718308843869,4.2190999802624e-10,8.97446977380553e-08,-1.587005,"Up in BD",7.04699120081235,"MELTF","Melanotransferrin","TRFM_HUMAN"
0.981250000000006,17.9733,32.9332095473522,2.90661643116752e-09,2.97394691305406e-07,12.1496489172814,"ADH1B_HUMAN",14,46.1630593512518,4.59175908972209e-10,9.31067841520821e-08,0.981250000000006,"Up in CM",7.03101867334228,"ADH1B","All-trans-retinol dehydrogenase [NAD(+)] ADH1B","ADH1B_HUMAN"
1.27855,10.97955,36.8022983761598,1.28883060605852e-09,1.86028889085197e-07,13.0162377289038,"CGNL1_HUMAN",84,46.1406970902144,4.60753602138227e-10,9.31067841520821e-08,1.27855,"Up in CM",7.03101867334228,"CGNL1","Cingulin-like protein 1","CGNL1_HUMAN"
-0.723874999999998,12.9355375,-27.5525106273632,1.07043437057497e-08,6.96643517263213e-07,10.7394163036725,"SQSTM_HUMAN",20,-45.7656707605208,4.88155674291988e-10,9.62381052512717e-08,-0.723874999999998,"Up in BD",7.01665293603207,"SQSTM1","Sequestosome-1","SQSTM_HUMAN"
1.256445,10.5026025,35.5325275644845,1.66680266989997e-09,2.20865016078712e-07,12.7434680157278,"SYNE2_HUMAN",160,44.3181832093234,6.12846247641326e-10,1.17943719516306e-07,1.256445,"Up in CM",6.92832518027251,"SYNE2","Nesprin-2","SYNE2_HUMAN"
0.935549999999999,11.5307,32.0136872200961,3.5756713632699e-09,3.48218694329043e-07,11.9271377872429,"DDC_HUMAN",22,43.3952392776727,7.11266010090814e-10,1.33701468827071e-07,0.935549999999999,"Up in CM",6.87386382160871,"DDC","Aromatic-L-amino-acid decarboxylase","DDC_HUMAN"
-2.156675,15.0173875,-39.5100099128829,7.66047958876307e-10,1.40726492081754e-07,13.5640458022806,"FIBA_HUMAN",43,-42.6730842549622,8.00942425716853e-10,1.46905369966706e-07,-2.156675,"Up in BD",6.83296232875513,"FGA","Fibrinogen alpha chain","FIBA_HUMAN"
-1.477875,12.4976625,-36.2931147768013,1.42730952542133e-09,2.0240250691194e-07,12.9081405557468,"AMPE_HUMAN",38,-42.3212387948863,8.49261629071854e-10,1.46905369966706e-07,-1.477875,"Up in BD",6.83296232875513,"ENPEP","Glutamyl aminopeptidase","AMPE_HUMAN"
-1.4081,10.821725,-35.9415613435333,1.53278129464882e-09,2.09991037366888e-07,12.8325108851519,"PAR10_HUMAN",43,-42.2648347342868,8.57312831615418e-10,1.46905369966706e-07,-1.4081,"Up in BD",6.83296232875513,"PARP10","Protein mono-ADP-ribosyltransferase PARP10","PAR10_HUMAN"
-1.794825,15.4857375,-38.9366062888409,8.52694975695494e-10,1.49833336707536e-07,13.4516720350523,"HLAC_HUMAN",7,-42.2097821301859,8.65255165180657e-10,1.46905369966706e-07,-1.794825,"Up in BD",6.83296232875513,"HLA-C","HLA class I histocompatibility antigen, C alpha chain","HLAC_HUMAN"
-3.761645,10.5793275,-54.325602116868,7.40255315992713e-11,2.84927796150909e-08,15.9402911203707,"CMPK2_HUMAN",26,-42.1608755373228,8.72381264184325e-10,1.46905369966706e-07,-3.761645,"Up in BD",6.83296232875513,"CMPK2","UMP-CMP kinase 2, mitochondrial","CMPK2_HUMAN"
1.096425,16.8906875,34.9840896955958,1.86789053646635e-09,2.35815676335145e-07,12.62226898621,"AL1L1_HUMAN",79,41.993563081888,8.97271131806854e-10,1.48013113436629e-07,1.096425,"Up in CM",6.82969980595047,"ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase","AL1L1_HUMAN"
1.140875,11.0580625,35.2051835904851,1.78368357172183e-09,2.28849433495676e-07,12.671381037528,"IYD1_HUMAN",13,41.5996124509964,9.59140870756004e-10,1.55054713166416e-07,1.140875,"Up in CM",6.80951502806544,"IYD","Iodotyrosine deiodinase 1","IYD1_HUMAN"
-0.942350000000001,11.914875,-30.1032990758342,5.60696441891633e-09,4.67227766990729e-07,11.4417752142851,"ITA6_HUMAN",48,-41.4223478005533,9.88557130490017e-10,1.56676613446094e-07,-0.942350000000001,"Up in BD",6.8049958242672,"ITGA6","Integrin alpha-6","ITA6_HUMAN"
1.0001,15.1419,33.9505362304285,2.32646027753973e-09,2.57599704429501e-07,12.3880264807433,"PBLD_HUMAN",23,40.4054878515462,1.17856484204099e-09,1.83198838811872e-07,1.0001,"Up in CM",6.73707728339303,"PBLD","Phenazine biosynthesis-like domain-containing protein","PBLD_HUMAN"
-2.217425,11.4948625,-48.5197501538352,1.69751071485877e-10,5.08184411414942e-08,15.1146598321045,"DDX60_HUMAN",75,-40.1013422091872,1.24325800348005e-09,1.86628974953575e-07,-2.217425,"Up in BD",6.72902092926279,"DDX60","Probable ATP-dependent RNA helicase DDX60","DDX60_HUMAN"
-2.6358475,9.74315125,-73.4729969716255,8.04949755590423e-12,5.42200739536449e-09,18.0129369006992,"HLAF_HUMAN",14,-40.0851688887176,1.24680992793432e-09,1.86628974953575e-07,-2.6358475,"Up in BD",6.72902092926279,"HLA-F","HLA class I histocompatibility antigen, alpha chain F","HLAF_HUMAN"
-2.8720075,11.36477125,-38.4791234241523,9.298505834805e-10,1.53793748409629e-07,13.3606539706606,"PLS1_HUMAN",7,-39.1126858915623,1.48328793792702e-09,2.17989389132075e-07,-2.8720075,"Up in BD",6.66156464563183,"PLSCR1","Phospholipid scramblase 1","PLS1_HUMAN"
-1.450725,12.6076875,-34.5093417205124,2.06440821699716e-09,2.45391347323353e-07,12.5156378441902,"SP100_HUMAN",21,-38.8814261353218,1.54680492332586e-09,2.23264717772195e-07,-1.450725,"Up in BD",6.65117990248838,"SP100","Nuclear autoantigen Sp-100","SP100_HUMAN"
-1.32285,14.667025,-37.0260085655581,1.23286205768964e-09,1.84541185413062e-07,13.0632002774436,"VIME_HUMAN",46,-38.6530211055438,1.61259969253337e-09,2.28677952890302e-07,-1.32285,"Up in BD",6.64077570421544,"VIM","Vimentin","VIME_HUMAN"
-1.871325,15.3519875,-42.1786944577207,4.74375713474047e-10,1.00904707684493e-07,14.0634612818518,"FIBG_HUMAN",29,-38.5157412934145,1.65367825934312e-09,2.30460023625353e-07,-1.871325,"Up in BD",6.63740439792996,"FGG","Fibrinogen gamma chain","FIBG_HUMAN"
-1.6537525,10.20694875,-34.3596338709978,2.13116955941718e-09,2.46147502205439e-07,12.4816751484198,"ECE1_HUMAN",28,-38.0481163404381,1.80283323144777e-09,2.46988152708344e-07,-1.6537525,"Up in BD",6.60732387806337,"ECE1","Endothelin-converting enzyme 1","ECE1_HUMAN"
-0.694774999999998,13.0132875,-24.5388720317818,2.49061125555516e-08,1.23392790574367e-06,9.81516140994674,"VAMP8_HUMAN",6,-37.9325270510836,1.84202916343566e-09,2.4815202880084e-07,-0.694774999999998,"Up in BD",6.60528216981823,"VAMP8","Vesicle-associated membrane protein 8","VAMP8_HUMAN"
1.48515,11.719925,33.3065975504017,2.67645759389989e-09,2.84655351730168e-07,12.2380689398491,"HRG_HUMAN",21,37.7638347105748,1.90098875331037e-09,2.51896591688651e-07,1.48515,"Up in CM",6.59877770872589,"HRG","Histidine-rich glycoprotein","HRG_HUMAN"
-2.2067325,9.06443375,-38.9926942513942,8.4374593867091e-10,1.49833336707536e-07,13.4627470776767,"SAMD9_HUMAN",42,-37.4879628026776,2.00210695498884e-09,2.61016621244755e-07,-2.2067325,"Up in BD",6.58333183639719,"SAMD9","Sterile alpha motif domain-containing protein 9","SAMD9_HUMAN"
-1.95872499999999,16.6338375,-45.9096116309668,2.54724590818917e-10,6.15139404245614e-08,14.7029996488424,"HLAA_HUMAN",17,-37.1534553052972,2.13304574232501e-09,2.72314312372392e-07,-1.95872499999999,"Up in BD",6.56492953228837,"HLA-A","HLA class I histocompatibility antigen, A alpha chain","HLAA_HUMAN"
-2.068375,14.8700375,-38.6648546368299,8.97608680143173e-10,1.53793748409629e-07,13.3977537091532,"FINC_HUMAN",120,-37.0807609833169,2.16277660267993e-09,2.72314312372392e-07,-2.068375,"Up in BD",6.56492953228837,"FN1","Fibronectin","FINC_HUMAN"
-1.33969,10.54243,-35.6217092457471,1.63648409725343e-09,2.20461682634991e-07,12.7629792153296,"GMPR1_HUMAN",11,-36.9536273694013,2.21591534586122e-09,2.72314312372392e-07,-1.33969,"Up in BD",6.56492953228837,"GMPR","GMP reductase 1","GMPR1_HUMAN"
1.5896,10.26455,36.8097588997899,1.28691824190652e-09,1.86028889085197e-07,13.0178090550975,"TTC36_HUMAN",9,36.9357085367971,2.22352401541233e-09,2.72314312372392e-07,1.5896,"Up in CM",6.56492953228837,"TTC36","Tetratricopeptide repeat protein 36","TTC36_HUMAN"
-4.3485,11.41105,-38.0280615772873,1.01377406817102e-09,1.57583380635123e-07,13.2697011096239,"ISG20_HUMAN",11,-36.605760244144,2.36909175750601e-09,2.78491124755664e-07,-4.3485,"Up in BD",6.55518864081721,"ISG20","Interferon-stimulated gene 20 kDa protein","ISG20_HUMAN"
-1.320525,14.6945125,-31.9310836073972,3.64388286355284e-09,3.482876154722e-07,11.9068082911938,"TPSN_HUMAN",9,-36.5600328881461,2.3901107910846e-09,2.78491124755664e-07,-1.320525,"Up in BD",6.55518864081721,"TAPBP","Tapasin","TPSN_HUMAN"
1.434575,11.1088375,41.7800154896575,5.0859391375842e-10,1.05409348843829e-07,13.9912134124503,"ACO12_HUMAN",27,36.5308706659901,2.40362652160205e-09,2.78491124755664e-07,1.434575,"Up in CM",6.55518864081721,"ACOT12","Acetyl-coenzyme A thioesterase","ACO12_HUMAN"
-2.077575,13.2173875,-34.6040687017896,2.02339234180725e-09,2.44105676101911e-07,12.5370434356281,"LG3BP_HUMAN",20,-36.5133789187654,2.41177517417994e-09,2.78491124755664e-07,-2.077575,"Up in BD",6.55518864081721,"LGALS3BP","Galectin-3-binding protein","LG3BP_HUMAN"
-3.787925,14.5953375,-36.1144637276111,1.47984094691878e-09,2.06233696102491e-07,12.8698103129488,"OAS3_HUMAN",45,-36.1279752119313,2.59956415679053e-09,2.94280520006566e-07,-3.787925,"Up in BD",6.53123848521149,"OAS3","2'-5'-oligoadenylate synthase 3","OAS3_HUMAN"
-1.196775,16.4461375,-31.4738577230749,4.0492360055092e-09,3.71931529915124e-07,11.7932359079123,"FRIH_HUMAN",14,-36.0169061766505,2.65673917363959e-09,2.94280520006566e-07,-1.196775,"Up in BD",6.53123848521149,"FTH1","Ferritin heavy chain","FRIH_HUMAN"
1.21335,15.357175,32.4480290898386,3.24000792136694e-09,3.23320790474185e-07,12.03310068226,"BAAT_HUMAN",15,36.006666526664,2.66208203407597e-09,2.94280520006566e-07,1.21335,"Up in CM",6.53123848521149,"BAAT","Bile acid-CoA:amino acid N-acyltransferase","BAAT_HUMAN"
0.707550000000001,13.37645,25.5875107747611,1.83617019480778e-08,9.76431821357324e-07,10.1496356383325,"ASPDH_HUMAN",17,35.906383708128,2.71506036093676e-09,2.94280520006566e-07,0.707550000000001,"Up in CM",6.53123848521149,"ASPDH","Aspartate dehydrogenase domain-containing protein","ASPDH_HUMAN"
-0.974400000000001,10.678975,-28.0354706474162,9.42922462287574e-09,6.65928086677416e-07,10.8775809454928,"ANXA3_HUMAN",21,-35.8774835467419,2.730550414511e-09,2.94280520006566e-07,-0.974400000000001,"Up in BD",6.53123848521149,"ANXA3","Annexin A3","ANXA3_HUMAN"
-2.027,14.716375,-34.6873063467767,1.98811348963514e-09,2.43483656616982e-07,12.5557992462839,"FIBB_HUMAN",38,-35.6865143634855,2.83547677109033e-09,3.01567878167409e-07,-2.027,"Up in BD",6.5206149196908,"FGB","Fibrinogen beta chain","FIBB_HUMAN"
-2.0682325,8.29956125,-33.7415534735294,2.43401125731491e-09,2.65866391795627e-07,12.3397052960762,"AGRG2_HUMAN",8,-35.5636222403559,2.90542872898568e-09,3.04994550862224e-07,-2.0682325,"Up in BD",6.51570791983881,"ADGRG2","Adhesion G-protein coupled receptor G2","AGRG2_HUMAN"
-2.486425,12.1969625,-34.2920100771782,2.16212701429991e-09,2.46147502205439e-07,12.4662803073061,"BST2_HUMAN",7,-35.3413521187481,3.03700586130573e-09,3.14719466370952e-07,-2.486425,"Up in BD",6.50207639380103,"BST2","Bone marrow stromal antigen 2","BST2_HUMAN"
-1.707025,10.5707375,-32.9812143728939,2.87580306670131e-09,2.97394691305406e-07,12.1610781211238,"MTAP2_HUMAN",13,-35.2649669146309,3.08378234367347e-09,3.15521679543199e-07,-1.707025,"Up in BD",6.50097079495389,"MAP2","Microtubule-associated protein 2","MTAP2_HUMAN"
-1.106425,11.4801875,-29.3009621636598,6.83049751482021e-09,5.52109114122917e-07,11.2279320691448,"IGSF8_HUMAN",21,-35.1808059316062,3.13627432068383e-09,3.16881316676093e-07,-1.106425,"Up in BD",6.49910336605954,"IGSF8","Immunoglobulin superfamily member 8","IGSF8_HUMAN"
0.835274999999996,15.0486125,25.7282691834641,1.76420033535223e-08,9.5066875404347e-07,10.1934402656235,"KPYR_HUMAN",45,35.1001849961795,3.18751567385188e-09,3.18082582614133e-07,0.835274999999996,"Up in CM",6.49746011109279,"PKLR","Pyruvate kinase PKLR","KPYR_HUMAN"
-1.123425,13.8124375,-30.0028738467715,5.74557497450093e-09,4.73892678764194e-07,11.4153466891299,"IL18_HUMAN",14,-34.9540776614702,3.28283092247563e-09,3.23599053004518e-07,-1.123425,"Up in BD",6.48999275799769,"IL18","Interleukin-18","IL18_HUMAN"
-2.1391,13.65735,-40.6045326363238,6.26980885333624e-10,1.23606987711017e-07,13.7734492372339,"FGL1_HUMAN",17,-34.8406464922259,3.3590731071961e-09,3.25211524845883e-07,-2.1391,"Up in BD",6.48783407227759,"FGL1","Fibrinogen-like protein 1","FGL1_HUMAN"
0.527875,15.6166625,19.9343030089559,1.12672914933414e-07,3.61402845796343e-06,8.14802653036959,"CRYL1_HUMAN",21,34.8105248767634,3.37965706879304e-09,3.25211524845883e-07,0.527875,"Up in CM",6.48783407227759,"CRYL1","Lambda-crystallin homolog","CRYL1_HUMAN"
-4.9607825,12.32885875,-34.9119692812797,1.89632796755962e-09,2.35815676335145e-07,12.6061740953621,"OAS2_HUMAN",31,-34.6231008669065,3.51101418144477e-09,3.33876795630801e-07,-4.9607825,"Up in BD",6.47641376327472,"OAS2","2'-5'-oligoadenylate synthase 2","OAS2_HUMAN"
0.583450000000001,11.514825,21.5405763998859,6.42396868881887e-08,2.464057077518e-06,8.77052203132536,"AGFG2_HUMAN",15,34.4729256078535,3.62047487564328e-09,3.40282539765403e-07,0.583450000000001,"Up in CM",6.46816033441309,"AGFG2","Arf-GAP domain and FG repeat-containing protein 2","AGFG2_HUMAN"
-2.101435,9.9039825,-33.1426308115431,2.77487989578779e-09,2.9129031425523e-07,12.1993754973947,"TREX1_HUMAN",15,-34.3901102894841,3.68249957519766e-09,3.42133839842789e-07,-2.101435,"Up in BD",6.46580396840433,"TREX1","Three-prime repair exonuclease 1","TREX1_HUMAN"
1.366025,11.5063375,32.0499863688326,3.54615588823114e-09,3.48218694329043e-07,11.9360532700054,"KNG1_HUMAN",19,33.8291562551231,4.13599415192514e-09,3.75970651243001e-07,1.366025,"Up in CM",6.42484605534012,"KNG1","Kininogen-1","KNG1_HUMAN"
0.975125000000002,16.1135625,28.356651483587,8.67676651953328e-09,6.51776672213705e-07,10.9680722135482,"AK1C4_HUMAN",23,33.8248381325981,4.13972386003057e-09,3.75970651243001e-07,0.975125000000002,"Up in CM",6.42484605534012,"AKR1C4","Aldo-keto reductase family 1 member C4","AK1C4_HUMAN"
-1.04055,15.0318,-37.269068683877,1.1751565815303e-09,1.79222465066215e-07,13.1138641607132,"APOL2_HUMAN",21,-33.7129114250334,4.23774962315649e-09,3.80597002266377e-07,-1.04055,"Up in BD",6.41953463671189,"APOL2","Apolipoprotein L2","APOL2_HUMAN"
0.872472499999997,10.06291375,26.9745288326063,1.24951947037342e-08,7.70982128170104e-07,10.5706584489092,"PDCD4_HUMAN",21,33.453566453088,4.47522533874485e-09,3.97508202341479e-07,0.872472499999997,"Up in CM",6.40065390551093,"PDCD4","Programmed cell death protein 4","PDCD4_HUMAN"
