"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D_vs_DM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-3.91426666666666,14.8132571428571,-70.7423662860917,3.56261263516256e-10,2.92062983830627e-07,14.0373417433966,"ISG15_HUMAN",15,-70.6741399405878,9.40766569561815e-11,7.01127667024342e-08,-3.91426666666666,"Up in D",7.15420289496353,"ISG15","Ubiquitin-like protein ISG15","ISG15_HUMAN"
-1.12745,10.9456571428571,-38.9675100113964,1.37574692264742e-08,4.33783587379368e-06,10.8864830254608,"RN213_HUMAN",232,-60.9988903502003,2.48258707107335e-10,1.59626722382384e-07,-1.12745,"Up in D",6.79689440363845,"RNF213","E3 ubiquitin-protein ligase RNF213","RN213_HUMAN"
-1.19113333333333,11.3216142857143,-50.4875347096295,2.8173133012513e-09,1.35860790845048e-06,12.3691929483978,"TAP1_HUMAN",24,-60.8193341181164,2.5312849365345e-10,1.59626722382384e-07,-1.19113333333333,"Up in D",6.79689440363845,"TAP1","Antigen peptide transporter 1","TAP1_HUMAN"
-3.23145,14.5922428571429,-53.9817023567177,1.86961032265043e-09,1.13060171407791e-06,12.726412463581,"OAS3_HUMAN",45,-58.7730932447555,3.17159534459104e-10,1.85719561678267e-07,-3.23145,"Up in D",6.73114234999474,"OAS3","2'-5'-oligoadenylate synthase 3","OAS3_HUMAN"
-3.16227666666667,10.2876885714286,-51.5375547181785,2.48348337141964e-09,1.35730644525988e-06,12.4803301582737,"CMPK2_HUMAN",26,-54.7678836073389,5.04915516134996e-10,2.7595316008498e-07,-3.16227666666667,"Up in D",6.55916462823539,"CMPK2","UMP-CMP kinase 2, mitochondrial","CMPK2_HUMAN"
-2.237775,11.6838285714286,-47.111008539668,4.30516560268376e-09,1.96076375615564e-06,11.987672463304,"DDX60_HUMAN",75,-53.9250587648789,5.59222072284965e-10,2.86531409287009e-07,-2.237775,"Up in D",6.54282776415959,"DDX60","Probable ATP-dependent RNA helicase DDX60","DDX60_HUMAN"
-3.31871,11.9946957142857,-50.5448971063574,2.79778081087197e-09,1.35860790845048e-06,12.375352203744,"OAS1_HUMAN",20,-52.6456229866249,6.55043840830679e-10,3.15885259242936e-07,-3.31871,"Up in D",6.50047063993474,"OAS1","2'-5'-oligoadenylate synthase 1","OAS1_HUMAN"
-0.915874999999996,11.1566571428571,-32.5316560202978,4.147894711457e-08,9.715554527007e-06,9.7775121739091,"PAR14_HUMAN",91,-49.3723919348979,9.99663194516447e-10,4.55291048258102e-07,-0.915874999999996,"Up in D",6.34171088852407,"PARP14","Protein mono-ADP-ribosyltransferase PARP14","PAR14_HUMAN"
-1.064425,12.0373428571429,-36.2542603497747,2.13919083564243e-08,5.6571246679344e-06,10.4493925708374,"PML_HUMAN",44,-47.8283367514886,1.23225901364265e-09,5.31687336518022e-07,-1.064425,"Up in D",6.27434368338685,"PML","Protein PML","PML_HUMAN"
-1.73151666666667,11.1337714285714,-41.2273522709256,9.74366814384578e-09,3.63084506560217e-06,11.2213208666914,"SLFN5_HUMAN",37,-46.8002869597373,1.4217485669793e-09,5.69580639132161e-07,-1.73151666666667,"Up in D",6.24444478141644,"SLFN5","Schlafen family member 5","SLFN5_HUMAN"
-0.717174999999996,11.7336142857143,-28.5415995002806,9.21978061552645e-08,1.88959403715215e-05,8.94490071971611,"DSRAD_HUMAN",59,-46.6165744330437,1.45903798753054e-09,5.69580639132161e-07,-0.717174999999996,"Up in D",6.24444478141644,"ADAR","Double-stranded RNA-specific adenosine deaminase","DSRAD_HUMAN"
-1.10560833333333,11.9349428571429,-40.4022908445647,1.10268768025779e-08,3.93036243597971e-06,11.1019482823488,"5NT3A_HUMAN",23,-45.80084982535,1.63881448079975e-09,6.00212563558651e-07,-1.10560833333333,"Up in D",6.22169491822958,"NT5C3A","Cytosolic 5'-nucleotidase 3A","5NT3A_HUMAN"
-2.88656,8.23815285714286,-44.8205398378351,5.84182731124997e-09,2.5205947525067e-06,11.7059150570194,"XAF1_HUMAN",16,-45.6122393913049,1.68393375967906e-09,6.00212563558651e-07,-2.88656,"Up in D",6.22169491822958,"XAF1","XIAP-associated factor 1","XAF1_HUMAN"
-2.40272166666666,9.91948714285714,-43.5374222713318,6.97886437352507e-09,2.72441572067421e-06,11.5391504373402,"IRF9_HUMAN",16,-44.0161182897692,2.12877127394263e-09,7.27152787657568e-07,-2.40272166666666,"Up in D",6.13837432660323,"IRF9","Interferon regulatory factor 9","IRF9_HUMAN"
-1.50291666666666,11.7469428571429,-39.6969673343976,1.22816390238635e-08,4.02739506870532e-06,10.9973079336724,"E2AK2_HUMAN",23,-43.0372535831793,2.46828122601532e-09,8.09398779634945e-07,-1.50291666666666,"Up in D",6.09183745474827,"EIF2AK2","Interferon-induced, double-stranded RNA-activated protein kinase","E2AK2_HUMAN"
-1.24990333333333,10.0967771428571,-34.9348589479342,2.6833758582363e-08,6.47009273112389e-06,10.221496432507,"TDRD7_HUMAN",52,-42.6906112659537,2.60316484034378e-09,8.2079789850532e-07,-1.24990333333333,"Up in D",6.08576376415808,"TDRD7","Tudor domain-containing protein 7","TDRD7_HUMAN"
-1.23316666666666,11.9169,-38.0740220304023,1.58549985380134e-08,4.64211707195121e-06,10.7469919088302,"TAP2_HUMAN",22,-41.4620695047704,3.15445302657473e-09,9.57785404142949e-07,-1.23316666666666,"Up in D",6.01873178553154,"TAP2","Antigen peptide transporter 2","TAP2_HUMAN"
-1.63741833333333,9.61927428571428,-43.9620348513785,6.57624253273971e-09,2.69560181417001e-06,11.5950784670024,"HLAF_HUMAN",14,-40.954562164759,3.42061823955226e-09,1.00150815456605e-06,-1.63741833333333,"Up in D",5.99934551020603,"HLA-F","HLA class I histocompatibility antigen, alpha chain F","HLAF_HUMAN"
-1.086125,16.4732428571429,-39.7129570214063,1.2251412571419e-08,4.02739506870532e-06,10.9997072310213,"HLAA_HUMAN",17,-38.8265869090033,4.85833994775244e-09,1.3734024445405e-06,-1.086125,"Up in D",5.86220218393358,"HLA-A","HLA class I histocompatibility antigen, A alpha chain","HLAA_HUMAN"
-1.82101666666667,11.8762142857143,-34.9712375761472,2.66635803932354e-08,6.47009273112389e-06,10.2279241280533,"SAMH1_HUMAN",38,-38.437368207013,5.19103897384785e-09,1.41853791692016e-06,-1.82101666666667,"Up in D",5.84815905120467,"SAMHD1","Deoxynucleoside triphosphate triphosphohydrolase SAMHD1","SAMH1_HUMAN"
-0.804933333333333,11.6082285714286,-28.9813942429862,8.39866451395602e-08,1.81190136014241e-05,9.04324134144337,"PARP9_HUMAN",37,-38.1346730865876,5.46797320509258e-09,1.44601433339835e-06,-0.804933333333333,"Up in D",5.83982740214179,"PARP9","Protein mono-ADP-ribosyltransferase PARP9","PARP9_HUMAN"
-1.04140833333333,11.3112571428571,-37.1570604195144,1.84044939457754e-08,5.02933471224889e-06,10.5993663645899,"T23O_HUMAN",17,-36.4242835777479,7.39278199804266e-09,1.89393833812355e-06,-1.04140833333333,"Up in D",5.72263416464036,"TDO2","Tryptophan 2,3-dioxygenase","T23O_HUMAN"
-2.13166666666667,13.0731285714286,-37.315401326661,1.79320121841329e-08,5.02933471224889e-06,10.6251906943446,"UB2L6_HUMAN",12,-35.5033682893206,8.74742227567003e-09,2.17307175199827e-06,-2.13166666666667,"Up in D",5.66292593360472,"UBE2L6","Ubiquitin/ISG15-conjugating enzyme E2 L6","UB2L6_HUMAN"
-3.173695,11.01302,-35.6826694183312,2.35748405623057e-08,6.03957946655569e-06,10.3519668576089,"ISG20_HUMAN",11,-35.2151361265219,9.22862242570948e-09,2.22518372488136e-06,-3.173695,"Up in D",5.65263412517381,"ISG20","Interferon-stimulated gene 20 kDa protein","ISG20_HUMAN"
-2.17395666666667,11.2648542857143,-53.6989262335695,1.93076652806669e-09,1.13060171407791e-06,12.6988085034924,"PLS1_HUMAN",7,-34.4354154590919,1.06907579228422e-08,2.50408095575601e-06,-2.17395666666667,"Up in D",5.60135163469892,"PLSCR1","Phospholipid scramblase 1","PLS1_HUMAN"
-0.683166666666665,12.0001142857143,-24.8967059090487,2.11975398053237e-07,4.02953595012673e-05,8.05599320141033,"DTX3L_HUMAN",43,-34.2437625697473,1.10898892402649e-08,2.52541422199143e-06,-0.683166666666665,"Up in D",5.59766737811122,"DTX3L","E3 ubiquitin-protein ligase DTX3L","DTX3L_HUMAN"
-4.52509833333333,8.73539714285714,-30.6139197791965,6.01128799139025e-08,1.33190645820047e-05,9.3934960335277,"UBP18_HUMAN",10,-30.979942836252,2.14023473422541e-08,4.74206604085944e-06,-4.52509833333333,"Up in D",5.32403240206995,"USP18","Ubl carboxyl-terminal hydrolase 18","UBP18_HUMAN"
-1.07418499999999,10.40986,-26.2748001415633,1.52687258961115e-07,3.01016675699268e-05,8.40855892408376,"CMTR1_HUMAN",42,-30.3003788128114,2.4753916043614e-08,5.34033167698808e-06,-1.07418499999999,"Up in D",5.27243176899908,"CMTR1","Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1","CMTR1_HUMAN"
-1.38184333333333,9.54203142857143,-30.6780693088574,5.93495978967136e-08,1.33190645820047e-05,9.40680423159429,"TREX1_HUMAN",15,-30.1053854857308,2.5824500731555e-08,5.42844248710994e-06,-1.38184333333333,"Up in D",5.26532475904513,"TREX1","Three-prime repair exonuclease 1","TREX1_HUMAN"
-0.792841666666666,11.7788857142857,-24.091568784838,2.58917966924603e-07,4.71690998410644e-05,7.83970782939859,"UBA7_HUMAN",43,-29.8586893423767,2.72561667895819e-08,5.5861513835248e-06,-0.792841666666666,"Up in D",5.25288729918664,"UBA7","Ubiquitin-like modifier-activating enzyme 7","UBA7_HUMAN"
-1.001615,10.5822614285714,-24.814766866733,2.16271751409583e-07,4.02953595012673e-05,8.03434167610066,"PAR10_HUMAN",43,-28.7567534284652,3.48756067346056e-08,6.97342009781212e-06,-1.001615,"Up in D",5.15655417092501,"PARP10","Protein mono-ADP-ribosyltransferase PARP10","PAR10_HUMAN"
-1.21140166666667,10.5515528571429,-26.2318438355524,1.54216886793965e-07,3.01016675699268e-05,8.39788814650684,"IFIT5_HUMAN",24,-28.1668422330565,3.99492366989696e-08,7.75390774803245e-06,-1.21140166666667,"Up in D",5.11047937030828,"IFIT5","Interferon-induced protein with tetratricopeptide repeats 5","IFIT5_HUMAN"
-5.54598833333333,8.91162285714286,-28.800200517421,8.72622372483884e-08,1.83429697682638e-05,9.00293814460047,"CXL10_HUMAN",5,-28.090004377822,4.06706554239321e-08,7.75390774803245e-06,-5.54598833333333,"Up in D",5.11047937030828,"CXCL10","C-X-C motif chemokine 10","CXL10_HUMAN"
0.470366666666669,12.9120857142857,16.9681552111306,2.1649382002276e-06,0.000259466747389501,5.49610473313302,"FAT1_HUMAN",153,27.5338672953594,4.63629198662457e-08,8.63825493326096e-06,0.470366666666669,"Non-significant",5.06357398314627,"FAT1","Protocadherin Fat 1","FAT1_HUMAN"
-0.819366666666662,12.1407428571429,-23.4278752626065,3.06865055527597e-07,5.35251005364945e-05,7.65528464642667,"RO52_HUMAN",27,-26.5134875163055,5.93684494083765e-08,1.08156121833305e-05,-0.819366666666662,"Up in D",4.96594889367123,"TRIM21","E3 ubiquitin-protein ligase TRIM21","RO52_HUMAN"
-1.71661666666666,8.97634714285714,-23.4351023762385,3.06290116434894e-07,5.35251005364945e-05,7.65732386567382,"SAMD9_HUMAN",42,-25.0572417200206,8.59149668378098e-08,1.5311541263834e-05,-1.71661666666666,"Up in D",4.81498109090278,"SAMD9","Sterile alpha motif domain-containing protein 9","SAMD9_HUMAN"
-1.59575833333333,12.2026285714286,-38.0917527552394,1.58099078693635e-08,4.64211707195121e-06,10.7498011881741,"BST2_HUMAN",7,-24.9413412713301,8.85594467155119e-08,1.54470285994418e-05,-1.59575833333333,"Up in D",4.81115504937669,"BST2","Bone marrow stromal antigen 2","BST2_HUMAN"
-0.39340833333333,12.9052714285714,-15.039764734086,4.47179065694738e-06,0.000446436316213979,4.68117251319332,"CO4B_HUMAN",83,-24.8495880941105,9.07194762349607e-08,1.5494130545296e-05,-0.39340833333333,"Non-significant",4.80983278921976,"C4B_2","Complement C4-B","CO4B_HUMAN"
0.429191666666668,11.4108142857143,15.2489816369234,4.11611214227919e-06,0.000438232303148114,4.77454515114277,"VP13C_HUMAN",153,24.2235644972755,1.07185214933279e-07,1.79327426943473e-05,0.429191666666668,"Non-significant",4.74635328289026,"VPS13C","Intermembrane lipid transfer protein VPS13C","VP13C_HUMAN"
-0.487008333333334,11.3779571428571,-18.0363222823328,1.49785974838972e-06,0.000199318189923337,5.90766715017394,"PCKGC_HUMAN",35,-23.7941305958336,1.20473620592631e-07,1.97528548323678e-05,-0.487008333333334,"Non-significant",4.70437012796945,"PCK1","Phosphoenolpyruvate carboxykinase, cytosolic [GTP]","PCKGC_HUMAN"
-0.917524999999998,12.784,-22.4516268010925,3.97458786529033e-07,6.78826485826044e-05,7.37327390704411,"LG3BP_HUMAN",20,-23.5567289069407,1.28628834408059e-07,2.03644903939859e-05,-0.917524999999998,"Up in D",4.69112645333389,"LGALS3BP","Galectin-3-binding protein","LG3BP_HUMAN"
-0.928858333333334,10.6549428571429,-21.1074970958385,5.78172063592348e-07,9.47970915466013e-05,6.96230665858819,"PAR12_HUMAN",33,-23.5415308245707,1.29172176199959e-07,2.03644903939859e-05,-0.928858333333334,"Up in D",4.69112645333389,"PARP12","Protein mono-ADP-ribosyltransferase PARP12","PAR12_HUMAN"
-0.601566666666661,15.1612857142857,-21.187564598943,5.65042948401733e-07,9.45351447142328e-05,6.98757066057895,"GBP1_HUMAN",22,-23.4402502477589,1.32861170606077e-07,2.05508655967664e-05,-0.601566666666661,"Up in D",4.68716988103939,"GBP1","Guanylate-binding protein 1","GBP1_HUMAN"
0.429383333333337,11.0025714285714,15.0129473909819,4.51990903217373e-06,0.000446436316213979,4.66911006030642,"CGNL1_HUMAN",84,22.2003446366214,1.89430255782021e-07,2.87583192018705e-05,0.429383333333337,"Non-significant",4.54123650016273,"CGNL1","Cingulin-like protein 1","CGNL1_HUMAN"
-0.571999999999997,13.5511571428571,-18.4035257039293,1.32613006291098e-06,0.000184808557928969,6.04333785578772,"CN37_HUMAN",30,-21.9241076246835,2.055484990848e-07,3.0637938099949e-05,-0.571999999999997,"Up in D",4.51374046560425,"CNP","2',3'-cyclic-nucleotide 3'-phosphodiesterase","CN37_HUMAN"
0.41553333333334,12.4050857142857,15.3315667999541,3.98481950835661e-06,0.000435567337726767,4.81104922868855,"CSDE1_HUMAN",47,21.7372570254715,2.17345915238958e-07,3.18178895201603e-05,0.41553333333334,"Non-significant",4.49732863047655,"CSDE1","Cold shock domain-containing protein E1","CSDE1_HUMAN"
-3.83463666666667,8.13003428571429,-20.5434165868845,6.81397688680428e-07,0.000107612853936977,6.78134942284928,"RSAD2_HUMAN",15,-21.2277562409134,2.53681158887784e-07,3.64855814133694e-05,-3.83463666666667,"Up in D",4.43787872868756,"RSAD2","S-adenosylmethionine-dependent nucleotide dehydratase RSAD2","RSAD2_HUMAN"
-5.44307,8.73755571428571,-20.3636798672287,7.18679245130403e-07,0.00011116476323734,6.72256980227146,"OASL_HUMAN",28,-21.1442896766283,2.60277183153693e-07,3.67888335774823e-05,-5.44307,"Up in D",4.43428398164138,"OASL","2'-5'-oligoadenylate synthase-like protein","OASL_HUMAN"
0.230051666666666,9.36088857142857,9.46388014987396,6.9080735988084e-05,0.00363028124121995,1.57354794247704,"AKAP9_HUMAN",185,21.050573547565,2.67919384607476e-07,3.72271714408828e-05,0.230051666666666,"Non-significant",4.42913996067346,"AKAP9","A-kinase anchor protein 9","AKAP9_HUMAN"
-0.388799999999994,13.7778714285714,-15.5210192831034,3.70155322124018e-06,0.000410072071726041,4.89404897666494,"EHD4_HUMAN",31,-20.603664116081,3.08104162777819e-07,4.20972987742094e-05,-0.388799999999994,"Non-significant",4.37574577031854,"EHD4","EH domain-containing protein 4","EHD4_HUMAN"
0.258833333333335,14.2135285714286,10.6540444435572,3.46299734113351e-05,0.00207223738705201,2.36033653760848,"LPPRC_HUMAN",87,20.5058583378841,3.17797933496177e-07,4.27099583410109e-05,0.258833333333335,"Non-significant",4.36947085218071,"LRPPRC","Leucine-rich PPR motif-containing protein, mitochondrial","LPPRC_HUMAN"
-1.05402833333333,8.77749857142857,-18.439298276245,1.31065642522893e-06,0.000184808557928969,6.05640360111516,"TRNK1_HUMAN",78,-20.4398871111611,3.24534537813218e-07,4.29118409837542e-05,-1.05402833333333,"Up in D",4.36742285316868,"TRANK1","TPR and ankyrin repeat-containing protein 1","TRNK1_HUMAN"
-1.70050166666666,10.3217385714286,-19.1425002539001,1.04517535513438e-06,0.000153006206453423,6.30799045767083,"GBP4_HUMAN",27,-20.0988814391066,3.62084906505233e-07,4.7117016881427e-05,-1.70050166666666,"Up in D",4.32682221382679,"GBP4","Guanylate-binding protein 4","GBP4_HUMAN"
0.48254166666667,11.1845285714286,15.2818028817087,4.06334184962297e-06,0.000438232303148114,4.78907643244514,"CBPD_HUMAN",54,19.8902756056112,3.87512945645356e-07,4.96379863812598e-05,0.48254166666667,"Non-significant",4.30418584444254,"CPD","Carboxypeptidase D","CBPD_HUMAN"
-0.734149999999998,13.7011142857143,-20.5374958898171,6.82589461420198e-07,0.000107612853936977,6.77942193489834,"PSB9_HUMAN",15,-19.5642326385819,4.31481701721799e-07,5.44197998571585e-05,-0.734149999999998,"Up in D",4.26424305978323,"PSMB9","Proteasome subunit beta type-9","PSB9_HUMAN"
0.797483333333336,10.8722285714286,19.2109758098677,1.02283375120417e-06,0.000152458019861305,6.33196875914182,"FSTL1_HUMAN",17,19.400281813711,4.55742412829803e-07,5.66087318239201e-05,0.797483333333336,"Up in DM",4.24711657428062,"FSTL1","Follistatin-related protein 1","FSTL1_HUMAN"
-0.518866666666666,14.3857285714286,-18.3945528419352,1.33004451302869e-06,0.000184808557928969,6.04005640502688,"SNAA_HUMAN",19,-19.1045987120309,5.03571670306092e-07,6.1616127659244e-05,-0.518866666666666,"Up in D",4.21030559892831,"NAPA","Alpha-soluble NSF attachment protein","SNAA_HUMAN"
-0.989604999999999,9.77710857142857,-17.5574378296595,1.76208873576174e-06,0.000222240053165765,5.72635667994703,"KPCD2_HUMAN",30,-18.9145013802188,5.3736662664781e-07,6.39345797243549e-05,-0.989604999999999,"Up in D",4.19426418532402,"PRKD2","Serine/threonine-protein kinase D2","KPCD2_HUMAN"
-0.413716666666662,15.4731428571429,-14.0792793970433,6.63888859229962e-06,0.000607181039027455,4.23518465712378,"AMPN_HUMAN",49,-18.9104358184281,5.38117345813672e-07,6.39345797243549e-05,-0.413716666666662,"Non-significant",4.19426418532402,"ANPEP","Aminopeptidase N","AMPN_HUMAN"
0.185358333333337,12.4494142857143,7.77514595476753,0.000212714904060712,0.00817291599148978,0.291442386127674,"LRP1_HUMAN",189,18.7506887836366,5.68591830453927e-07,6.65902260865899e-05,0.185358333333337,"Non-significant",4.17658951059189,"LRP1","Prolow-density lipoprotein receptor-related protein 1","LRP1_HUMAN"
-5.430905,8.94064428571428,-18.0173574470222,1.50740763298938e-06,0.000199318189923337,5.90058232653807,"IFI44_HUMAN",27,-18.7006946272353,5.7853313922306e-07,6.68002066950795e-05,-5.430905,"Up in D",4.17522219371617,"IFI44","Interferon-induced protein 44","IFI44_HUMAN"
0.509383333333339,11.6837571428571,17.2359901888853,1.96987583036482e-06,0.000241030478467624,5.60176112433173,"HRG_HUMAN",21,18.6406710447171,5.90733712497787e-07,6.72615968757897e-05,0.509383333333339,"Up in DM",4.17223282619606,"HRG","Histidine-rich glycoprotein","HRG_HUMAN"
-0.688499999999994,11.5198285714286,-17.3386382607966,1.9005779402733e-06,0.000236074817490311,5.64180694280509,"5NTD_HUMAN",22,-18.5636552854332,6.06823661444947e-07,6.81471284455572e-05,-0.688499999999994,"Up in D",4.16655243955819,"NT5E","5'-nucleotidase","5NTD_HUMAN"
-1.29859166666666,9.45755571428571,-17.7716184637191,1.63773759426374e-06,0.000213113853932923,5.80807328057133,"MLKL_HUMAN",19,-18.4304235215328,6.3586225519415e-07,7.04432265956979e-05,-1.29859166666666,"Up in D",4.1521607597375,"MLKL","Mixed lineage kinase domain-like protein","MLKL_HUMAN"
-0.510408333333331,16.2982285714286,-15.1155580601013,4.33897235485621e-06,0.000446436316213979,4.71514830093418,"AMPL_HUMAN",38,-18.2426667485557,6.79537791249625e-07,7.42780108355257e-05,-0.510408333333331,"Up in D",4.12913973517892,"LAP3","Cytosol aminopeptidase","AMPL_HUMAN"
-0.454124999999998,15.4233,-15.0789879358511,4.40247757434983e-06,0.000446436316213979,4.69877640708528,"TYPH_HUMAN",30,-18.1537598723621,7.01415198770289e-07,7.56605499936688e-05,-0.454124999999998,"Non-significant",4.12113050604688,"TYMP","Thymidine phosphorylase","TYPH_HUMAN"
-0.605091666666665,12.1979,-15.0801039602188,4.40052369302631e-06,0.000446436316213979,4.69927662249115,"AMPE_HUMAN",38,-17.3246789375755,9.49573642180578e-07,0.000101098762579174,-0.605091666666665,"Up in D",3.99525416002053,"ENPEP","Glutamyl aminopeptidase","AMPE_HUMAN"
0.35138333333334,15.1966428571429,12.4015737186083,1.41352881699879e-05,0.00108300086371552,3.37912458353822,"ACOHC_HUMAN",48,17.0351815081527,1.05900033839989e-06,0.000111303650951311,0.35138333333334,"Non-significant",3.95349058982519,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN"
0.344283333333333,12.5117,13.241169792423,9.57550995669894e-06,0.000817708652343937,3.82074884381253,"PROS_HUMAN",30,16.9836584034128,1.07995910384604e-06,0.000112069680168732,0.344283333333333,"Non-significant",3.95051186748067,"PROS1","Vitamin K-dependent protein S","PROS_HUMAN"
-0.450516666666665,11.0788714285714,-14.0697517208334,6.66580794248243e-06,0.000607181039027455,4.23061107328034,"ABCD1_HUMAN",33,-16.9184100738933,1.10718828306282e-06,0.000113459119306862,-0.450516666666665,"Non-significant",3.94516059184178,"ABCD1","ATP-binding cassette sub-family D member 1","ABCD1_HUMAN"
-0.323341666666664,13.6756,-12.2723058681896,1.50415701086267e-05,0.00111090803378849,3.30858104096438,"TRI25_HUMAN",37,-16.7264569925663,1.19198082576208e-06,0.000120640232217254,-0.323341666666664,"Non-significant",3.91850783551131,"TRIM25","E3 ubiquitin/ISG15 ligase TRIM25","TRI25_HUMAN"
-0.655891666666665,11.8715285714286,-14.7363980160532,5.05278508625642e-06,0.000481659676013141,4.54344665598485,"PNPT1_HUMAN",42,-16.6877355282715,1.20997617814303e-06,0.000120968106200202,-0.655891666666665,"Up in D",3.91732911833709,"PNPT1","Polyribonucleotide nucleotidyltransferase 1, mitochondrial","PNPT1_HUMAN"
-3.58962166666667,7.80847571428571,-17.6959471939795,1.68047134013577e-06,0.000215257875725517,5.77931934627946,"LAMP3_HUMAN",3,-16.5622600354373,1.2704694992072e-06,0.000125485650054224,-3.58962166666667,"Up in D",3.90140593520756,"LAMP3","Lysosome-associated membrane glycoprotein 3","LAMP3_HUMAN"
-0.571590833333329,7.91542,-14.9150209687832,4.70078844760444e-06,0.0004587745677793,4.62487891660895,"HIRA_HUMAN",26,-16.5157958945323,1.2937462502547e-06,0.000126263473328429,-0.571590833333329,"Up in D",3.89872226802131,"HIRA","Protein HIRA","HIRA_HUMAN"
-1.569275,11.1441285714286,-16.6096304504435,2.46220432777244e-06,0.000288359301129692,5.35196292260198,"NAT8_HUMAN",11,-16.4803313569875,1.31184243481787e-06,0.000126523344478081,-1.569275,"Up in D",3.89782933660157,"NAT8","N-acetyltransferase 8","NAT8_HUMAN"
-1.90151833333333,7.37132857142857,-15.6101824422822,3.57635975424682e-06,0.000407208295351603,4.93275919517043,"DHX58_HUMAN",29,-16.3076576321374,1.40421162269423e-06,0.000133316764796261,-1.90151833333333,"Up in D",3.87511523392675,"DHX58","ATP-dependent RNA helicase DHX58","DHX58_HUMAN"
-1.87595833333333,12.7763428571429,-54.0790416415178,1.84908183293924e-09,1.13060171407791e-06,12.7358636921792,"HLAB_HUMAN",2,-16.2869610211234,1.415776208449e-06,0.000133316764796261,-1.87595833333333,"Up in D",3.87511523392675,"HLA-B","HLA class I histocompatibility antigen, B alpha chain","HLAB_HUMAN"
