logFC,AveExpr,t,P.Value,adj.P.Val,B,gene,count,sca.t,sca.P.Value,sca.adj.pval,B1_vs_BD,Diff_Abund,negLog10_sca_adjPval,Genes,ProtDesc,Protein.Names,Protein.Ids
-1.02006888389587,13.78880870342254,,1.237570999754284e-05,0.00035456841860093016,,CN37_HUMAN,8,,1.237570999754284e-05,0.00035456841860093016,1.02006888389587,Down,3.4502999496097595,CNP,"2',3'-cyclic-nucleotide 3'-phosphodiesterase",CN37_HUMAN,P09543
-1.34814357757568,7.273947596549988,,0.0017301499473115893,0.010075940773469199,,CSF1_HUMAN,8,,0.0017301499473115893,0.010075940773469199,1.34814357757568,Down,1.9967143939558922,CSF1,Macrophage colony-stimulating factor 1,CSF1_HUMAN,P09603
-5.4907238483429,13.521364569664016,,3.3485323683822835e-12,8.505275973245155e-09,,IFIT2_HUMAN,8,,3.3485323683822835e-12,8.505275973245155e-09,5.4907238483429,Down,8.070311590139239,IFIT2,Interferon-induced protein with tetratricopeptide repeats 2,IFIT2_HUMAN,P09913
-5.43090677261353,13.266516208648675,,7.214487174360807e-12,1.1823101581342492e-08,,IFIT1_HUMAN,8,,7.214487174360807e-12,1.1823101581342492e-08,5.43090677261353,Down,7.927268579041395,IFIT1,Interferon-induced protein with tetratricopeptide repeats 1,IFIT1_HUMAN,P09914
-1.3011167049408,10.51035058498384,,4.4940653227401966e-08,9.703934206353924e-06,,AMY1B_HUMAN;AMY1C_HUMAN;AMY1A_HUMAN,8,,4.4940653227401966e-08,9.703934206353924e-06,1.3011167049408,Down,5.013052156691597,AMY1B;AMY1C;AMY1A,Alpha-amylase 1B;Alpha-amylase 1C;Alpha-amylase 1A,AMY1B_HUMAN;AMY1C_HUMAN;AMY1A_HUMAN,P0DTE7;P0DTE8;P0DUB6
-1.62752747535706,15.56939113140104,,2.275496980150773e-06,0.0001187606513079964,,HLAC_HUMAN,8,,2.275496980150773e-06,0.0001187606513079964,1.62752747535706,Down,3.92532742930862,HLA-C,"HLA class I histocompatibility antigen, C alpha chain",HLAC_HUMAN,P10321
1.13539862632751,14.73210895061493,,0.031079675119254264,0.08324136277400523,,CP2C8_HUMAN,8,,0.031079675119254264,0.08324136277400523,-1.13539862632751,Non-significant,1.0796608184125265,CYP2C8,Cytochrome P450 2C8,CP2C8_HUMAN,P10632
-1.3011953830719,10.773663640022274,,1.0976006078543826e-07,1.5778490141682124e-05,,MTAP2_HUMAN,8,,1.0976006078543826e-07,1.5778490141682124e-05,1.3011953830719,Down,4.801934557179088,MAP2,Microtubule-associated protein 2,MTAP2_HUMAN,P11137
1.35584282875061,14.0210243463516,,0.0017978450380803364,0.01033240286832208,,CP2A6_HUMAN,8,,0.0017978450380803364,0.01033240286832208,-1.35584282875061,Up,1.9857986686932434,CYP2A6,Cytochrome P450 2A6,CP2A6_HUMAN,P11509
-1.11867296695709,7.916464745998383,,0.0030183461641460608,0.015173207649701117,,CO6A3_HUMAN,8,,0.0030183461641460608,0.015173207649701117,1.11867296695709,Down,1.8189225986920943,COL6A3,Collagen alpha-3(VI) chain,CO6A3_HUMAN,P12111
-1.78562963008881,8.373719513416292,,7.914986435992442e-07,6.176704653002101e-05,,KCRB_HUMAN,8,,7.914986435992442e-07,6.176704653002101e-05,1.78562963008881,Down,4.209243164509485,CKB,Creatine kinase B-type,KCRB_HUMAN,P12277
-1.31846940517426,6.5965530276298505,,0.003589394572775467,0.01721984726541111,,ACE_HUMAN,8,,0.003589394572775467,0.01721984726541111,1.31846940517426,Down,1.763970704919723,ACE,Angiotensin-converting enzyme,ACE_HUMAN,P12821
-1.1795175075531,13.249925494194041,,1.2578693942945594e-05,0.00035788131308505625,,CEAM1_HUMAN,8,,1.2578693942945594e-05,0.00035788131308505625,1.1795175075531,Down,3.446260977876887,CEACAM1,Carcinoembryonic antigen-related cell adhesion molecule 1,CEAM1_HUMAN,P13688
-1.58290863037109,10.315700531005856,,9.22250733677643e-06,0.0002998778774505796,,LBP_HUMAN,8,,9.22250733677643e-06,0.0002998778774505796,1.58290863037109,Down,3.5230555717713807,LBP,Lipopolysaccharide-binding protein,LBP_HUMAN,P18428
-1.08646631240845,9.410231828689579,,0.00010092728698913466,0.0014600765928042049,,IL1RA_HUMAN,8,,0.00010092728698913466,0.0014600765928042049,1.08646631240845,Down,2.8356243613664356,IL1RN,Interleukin-1 receptor antagonist protein,IL1RA_HUMAN,P18510
-1.41481018066406,12.22867751121521,,4.1491283013779517e-10,3.3997957301490936e-07,,RO52_HUMAN,8,,4.1491283013779517e-10,3.3997957301490936e-07,1.41481018066406,Down,6.468547175879537,TRIM21,E3 ubiquitin-protein ligase TRIM21,RO52_HUMAN,P19474
-1.74070572853088,11.86034452915192,,1.0642466020254772e-07,1.5577290600785372e-05,,E2AK2_HUMAN,8,,1.0642466020254772e-07,1.5577290600785372e-05,1.74070572853088,Down,4.807508078078957,EIF2AK2,"Interferon-induced, double-stranded RNA-activated protein kinase",E2AK2_HUMAN,P19525
1.01651708285014,8.181118528048195,,0.00504276676850388,0.021990649761107393,,RAB3B_HUMAN,7,,0.00504276676850388,0.021990649761107393,-1.01651708285014,Up,1.657761938283842,RAB3B,Ras-related protein Rab-3B,RAB3B_HUMAN,P20337
-5.94942808151245,14.30841279029846,,2.67946937144537e-13,2.195557202962336e-09,,MX1_HUMAN,8,,2.67946937144537e-13,2.195557202962336e-09,5.94942808151245,Down,8.658455243320578,MX1,Interferon-induced GTP-binding protein Mx1,MX1_HUMAN,P20591
-1.16717934608459,9.627284884452827,,9.028130402321659e-06,0.00029472709369172777,,MIME_HUMAN,8,,9.028130402321659e-06,0.00029472709369172777,1.16717934608459,Down,3.530579938463095,OGN,Mimecan,MIME_HUMAN,P20774
1.07033705711365,11.600166440010074,,0.09777810764373546,0.19189422438050396,,CP2B6_HUMAN,8,,0.09777810764373546,0.19189422438050396,-1.07033705711365,Non-significant,0.7169380964340123,CYP2B6,Cytochrome P450 2B6,CP2B6_HUMAN,P20813
-1.04559779167175,7.059804797172546,,0.159544257075293,0.2772652476086852,,FILA_HUMAN,8,,0.159544257075293,0.2772652476086852,1.04559779167175,Non-significant,0.5571045614268426,FLG,Filaggrin,FILA_HUMAN,P20930
-1.28038430213928,11.921255707740784,,9.35678164375396e-06,0.0003030413786123318,,5NTD_HUMAN,8,,9.35678164375396e-06,0.0003030413786123318,1.28038430213928,Down,3.518498066956234,NT5E,5'-nucleotidase,5NTD_HUMAN,P21589
-1.17712887128194,7.9284832080205305,,0.012306854480621502,0.042675567335680314,,MK_HUMAN,7,,0.012306854480621502,0.042675567335680314,1.17712887128194,Down,1.3698206965959456,MDK,Midkine,MK_HUMAN,P21741
-1.32934391498566,8.171766459941866,,0.004012396295621194,0.01857490126910738,,TENX_HUMAN,8,,0.004012396295621194,0.01857490126910738,1.32934391498566,Down,1.731073485960163,TNXB,Tenascin-X,TENX_HUMAN,P22105
-1.62566995620728,9.717519998550424,,3.263549068424142e-08,8.626297118279812e-06,,ACES_HUMAN,8,,3.263549068424142e-08,8.626297118279812e-06,1.62566995620728,Down,5.06417558739026,ACHE,Acetylcholinesterase,ACES_HUMAN,P22303
-1.22905147075653,6.25044506788254,,0.005752717349484432,0.024148445677087824,,FBLN1_HUMAN,6,,0.005752717349484432,0.024148445677087824,1.22905147075653,Down,1.6171108175247995,FBLN1,Fibulin-1,FBLN1_HUMAN,P23142
-1.45254588127136,12.60675323009491,,1.3135808657922536e-08,4.30539264572069e-06,,SP100_HUMAN,8,,1.3135808657922536e-08,4.30539264572069e-06,1.45254588127136,Down,5.365987235361584,SP100,Nuclear autoantigen Sp-100,SP100_HUMAN,P23497
1.4445264339447,12.6372936964035,,2.7362690663026247e-06,0.00012885625706484887,,ZA2G_HUMAN,8,,2.7362690663026247e-06,0.00012885625706484887,-1.4445264339447,Up,3.889894487918206,AZGP1,Zinc-alpha-2-glycoprotein,ZA2G_HUMAN,P25311
1.71486020088196,6.121145844459534,,0.0007130847915283827,0.005538404532496272,,MT3_HUMAN,6,,0.0007130847915283827,0.005538404532496272,-1.71486020088196,Up,2.2566153259803783,MT3,Metallothionein-3,MT3_HUMAN,P25713
-1.08673310279846,10.722811579704285,,3.3524010190304973e-06,0.00014846661019941,,TNR5_HUMAN,8,,3.3524010190304973e-06,0.00014846661019941,1.08673310279846,Down,3.828371207199613,CD40,Tumor necrosis factor receptor superfamily member 5,TNR5_HUMAN,P25942
-1.80036067962646,9.572386264801022,,2.4011031994389914e-06,0.00012333400781146418,,ITA3_HUMAN,8,,2.4011031994389914e-06,0.00012333400781146418,1.80036067962646,Down,3.908917155614861,ITGA3,Integrin alpha-3,ITA3_HUMAN,P26006
-1.02200984954834,12.401515007019045,,3.079956184603527e-05,0.000664135815174771,,VATL_HUMAN,8,,3.079956184603527e-05,0.000664135815174771,1.02200984954834,Down,3.1777430987201067,ATP6V0C,V-type proton ATPase 16 kDa proteolipid subunit c,VATL_HUMAN,P27449
-1.43131399154663,13.70793199539185,,2.056774358501776e-06,0.00011087637561554968,,PSB9_HUMAN,8,,2.056774358501776e-06,0.00011087637561554968,1.43131399154663,Down,3.9551609789434288,PSMB9,Proteasome subunit beta type-9,PSB9_HUMAN,P28065
-1.00239658355713,16.35871839523315,,3.57756117660312e-08,9.160792587839365e-06,,AMPL_HUMAN,8,,3.57756117660312e-08,9.160792587839365e-06,1.00239658355713,Down,5.038066949734563,LAP3,Cytosol aminopeptidase,AMPL_HUMAN,P28838
-1.69402833779653,7.0638364752133675,,0.005169914623772338,0.022442184673982093,,CD38_HUMAN,7,,0.005169914623772338,0.022442184673982093,1.69402833779653,Down,1.648934868196947,CD38,ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase 1,CD38_HUMAN,P28907
-1.15414834022522,12.17833721637724,,6.397737827814656e-08,1.2191410177003091e-05,,CASP1_HUMAN,8,,6.397737827814656e-08,1.2191410177003091e-05,1.15414834022522,Down,4.913946056754903,CASP1,Caspase-1,CASP1_HUMAN,P29466
-1.69692301750183,12.41802799701691,,1.5333015232196088e-07,1.848214419129782e-05,,PML_HUMAN,8,,1.5333015232196088e-07,1.848214419129782e-05,1.69692301750183,Down,4.733247645863213,PML,Protein PML,PML_HUMAN,P29590
-4.87642669677734,12.371023654937744,,1.8748762400465098e-06,0.00010450840755742246,,OAS2_HUMAN,8,,1.8748762400465098e-06,0.00010450840755742246,4.87642669677734,Down,3.9808487697546724,OAS2,2'-5'-oligoadenylate synthase 2,OAS2_HUMAN,P29728
-2.57662391662598,9.77278590202333,,1.365437541139162e-06,8.476056978859313e-05,,HLAF_HUMAN,8,,1.365437541139162e-06,8.476056978859313e-05,2.57662391662598,Down,4.071806132480237,HLA-F,"HLA class I histocompatibility antigen, alpha chain F",HLAF_HUMAN,P30511
1.12975335121155,10.254604220390338,,0.0008102002058872418,0.005991679139927851,,FMO4_HUMAN,8,,0.0008102002058872418,0.005991679139927851,-1.12975335121155,Up,2.2224514515652376,FMO4,Dimethylaniline monooxygenase [N-oxide-forming] 4,FMO4_HUMAN,P31512
-1.15333294868469,15.022409319877621,,6.221074363604867e-07,5.201579932181457e-05,,GBP1_HUMAN,8,,6.221074363604867e-07,5.201579932181457e-05,1.15333294868469,Down,4.283864723363111,GBP1,Guanylate-binding protein 1,GBP1_HUMAN,P32455
1.23787331581116,8.862938284873962,,0.011043866208395883,0.039516785900260205,,CP2CJ_HUMAN,8,,0.011043866208395883,0.039516785900260205,-1.23787331581116,Up,1.4032183860111844,CYP2C19,Cytochrome P450 2C19,CP2CJ_HUMAN,P33261
-1.04990983009338,11.17989838123321,,0.0007610172250385863,0.0057366836632623515,,ABCD1_HUMAN,8,,0.0007610172250385863,0.0057366836632623515,1.04990983009338,Down,2.241339097666341,ABCD1,ATP-binding cassette sub-family D member 1,ABCD1_HUMAN,P33897
-1.06813514232635,8.46787840127945,,0.020152833950022705,0.06127358864062562,,MCM4_HUMAN,8,,0.020152833950022705,0.06127358864062562,1.06813514232635,Non-significant,1.212726683383064,MCM4,DNA replication licensing factor MCM4,MCM4_HUMAN,P33991
-1.88964366912842,8.486146211624146,,0.01965369097658543,0.060045616652550704,,MCM5_HUMAN,8,,0.01965369097658543,0.060045616652550704,1.88964366912842,Non-significant,1.2215186907272166,MCM5,DNA replication licensing factor MCM5,MCM5_HUMAN,P33992
