"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BM_vs_CM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
0.207624015634504,20.2306871467722,7.53051897414939,8.86642001897302e-05,0.0191734882659185,2.02607507027735,"O00159;F5H6E2",43,9.8147072604295,3.55105921716821e-06,0.00252390715612317,-0.207624015634504,"Non-significant",2.59792662499249,"MYO1C","Unconventional myosin-Ic","O00159;F5H6E2"
0.462904708569532,18.3461258459134,8.56167628579027,3.67164713643281e-05,0.0149792261328122,2.84945567897675,"Q8TDD1",24,9.62041822987799,4.20510752792628e-06,0.00252390715612317,-0.462904708569532,"Non-significant",2.59792662499249,"DDX54","ATP-dependent RNA helicase DDX54","Q8TDD1"
0.553559461350403,17.9254208857486,9.40656153092868,1.8997220862245e-05,0.0113049295147743,3.44457775467289,"P08236",8,9.4009454463156,5.10762620484914e-06,0.00260525419491626,-0.55355946135041,"Up in BM",2.58414989614041,"GUSB","Beta-glucuronidase","P08236"
-0.340477333933165,23.3630960038919,-8.03415333983387,5.6983523435941e-05,0.0181144441500215,2.44254216527664,"Q3LXA3;H0YCY6;I3L252",46,-9.45632959047769,4.86134633992848e-06,0.00260525419491626,0.340477333933169,"Non-significant",2.58414989614041,"TKFC","Triokinase/FMN cyclase","Q3LXA3;H0YCY6;I3L252"
0.516186356591497,19.4384321666545,8.31220944488588,4.50700525666903e-05,0.0164893959726029,2.66060987727769,"O43278;H3BVD9;H3BMB6",24,9.29360416607323,5.62491894962581e-06,0.00267783641461853,-0.516186356591497,"Up in BM",2.57221595697242,"SPINT1","Kunitz-type protease inhibitor 1","O43278;H3BVD9;H3BMB6"
0.232873357212018,19.6710690313387,7.45190549599417,9.51995449283627e-05,0.0191734882659185,1.95845410823854,"O76024;A0A669KAX3;H0Y9G5",18,8.27497307155462,1.47462182342262e-05,0.00313313967281076,-0.232873357212025,"Non-significant",2.50402024419302,"WFS1","Wolframin","O76024;A0A669KAX3;H0Y9G5"
-0.461567434114098,18.2951378676011,-7.97013904943445,6.02013712628003e-05,0.0181144441500215,2.39117096694699,"P00439;A0A0U1RQY4;J3KND8",17,-8.76311967237254,9.18759397790162e-06,0.00313313967281076,0.461567434114098,"Non-significant",2.50402024419302,"PAH","Phenylalanine-4-hydroxylase","P00439;A0A0U1RQY4;J3KND8"
-0.24795467949555,19.1702708385433,-7.3501613096254,0.000104470073763605,0.0196190711450224,1.86985110568047,"P00742;B7ZBK1;Q5JVE8;F8WBM7",20,-8.31009475194205,1.42422965522273e-05,0.00313313967281076,0.247954679495557,"Non-significant",2.50402024419302,"F10","Coagulation factor X","P00742;B7ZBK1;Q5JVE8;F8WBM7"
0.198994184855518,23.3106501930135,6.39329501002305,0.000263711436493002,0.0254625969031876,0.973026354588695,"P02545;A0A6Q8PHQ9;A0A6Q8PFJ0;Q5TCI8;A0A0C4DGC5",72,8.17557584120811,1.62813756249028e-05,0.00313313967281076,-0.198994184855515,"Non-significant",2.50402024419302,"LMNA","Prelamin-A/C","P02545;A0A6Q8PHQ9;A0A6Q8PFJ0;Q5TCI8;A0A0C4DGC5"
-0.455475215419455,18.3646754688785,-7.92178924355797,6.27666193805188e-05,0.0181144441500215,2.35207477631864,"P02749;J3QLI0;J3QRN2",10,-8.20914469061476,1.57441723772279e-05,0.00313313967281076,0.455475215419455,"Non-significant",2.50402024419302,"APOH","Beta-2-glycoprotein 1","P02749;J3QLI0;J3QRN2"
-0.481996746342141,21.257112338066,-7.79275917147594,7.02315541851893e-05,0.0191734882659185,2.24647802550719,"P02760;S4R3Y4",13,-8.38858146851831,1.31830369054208e-05,0.00313313967281076,0.481996746342134,"Non-significant",2.50402024419302,"AMBP","Protein AMBP","P02760;S4R3Y4"
-0.440450812420956,22.8140402135661,-7.10086988894336,0.000131748337102092,0.0197646251964262,1.64746398337267,"P02771;J3KMX3",58,-8.07612106287255,1.79943999224948e-05,0.00313313967281076,0.440450812420959,"Non-significant",2.50402024419302,"AFP","Alpha-fetoprotein","P02771;J3KMX3"
0.228958064696691,22.7714681125018,7.49901953079743,9.12207195950166e-05,0.0191734882659185,1.99906731900197,"P04179;F5H4R2;F5GXZ9;G8JLJ2;F5H3C5;G5E9P6;F5GYZ5",20,8.5297416505538,1.14886675149816e-05,0.00313313967281076,-0.228958064696688,"Non-significant",2.50402024419302,"SOD2","Superoxide dismutase [Mn], mitochondrial","P04179;F5H4R2;F5GXZ9;G8JLJ2;F5H3C5;G5E9P6;F5GYZ5"
0.537107916728726,19.9902867198139,7.47872130780163,9.29117039399536e-05,0.0191734882659185,1.98160189956703,"P05121",16,8.20247387128973,1.58493599291951e-05,0.00313313967281076,-0.537107916728729,"Up in BM",2.50402024419302,"SERPINE1","Plasminogen activator inhibitor 1","P05121"
0.441101398382241,17.698064943496,8.52729160202592,3.77574667960538e-05,0.0149792261328122,2.82379883077135,"P05981;M0QZ63",8,8.30959157957625,1.42493813451539e-05,0.00313313967281076,-0.441101398382241,"Non-significant",2.50402024419302,"HPN","Serine protease hepsin","P05981;M0QZ63"
0.187501651413193,20.7672043692582,6.34438961772287,0.000277237638260077,0.0261781505258197,0.923930161990115,"P06213",57,8.20613020859843,1.57916106456358e-05,0.00313313967281076,-0.187501651413193,"Non-significant",2.50402024419302,"INSR","Insulin receptor","P06213"
-0.19689757306994,20.2471058811655,-7.47396237888762,9.33132013455343e-05,0.0191734882659185,1.97750011136982,"P09110;C9JDE9;H7C131;H0Y4D4",17,-8.17293414151196,1.63244953749991e-05,0.00313313967281076,0.19689757306994,"Non-significant",2.50402024419302,"ACAA1","3-ketoacyl-CoA thiolase, peroxisomal","P09110;C9JDE9;H7C131;H0Y4D4"
-0.323893939992402,20.4991505434013,-7.26225733876025,0.000113295402216651,0.0196190711450224,1.79230060788799,"P48449;A0A0G2JQD0",33,-8.39092954283146,1.31527071618112e-05,0.00313313967281076,0.323893939992402,"Non-significant",2.50402024419302,"LSS","Lanosterol synthase","P48449;A0A0G2JQD0"
0.451064462344167,19.0337053843279,7.90988071972898,6.34170429562438e-05,0.0181144441500215,2.34240610057616,"P78540",16,8.65563644333648,1.01776134575774e-05,0.00313313967281076,-0.451064462344171,"Non-significant",2.50402024419302,"ARG2","Arginase-2, mitochondrial","P78540"
1.04112847223668,17.5795946572737,7.40965117461734,9.89332664744726e-05,0.0191734882659185,1.92180697213415,"P98160;A0A0U1RQT3",51,8.20710599928791,1.57762377143956e-05,0.00313313967281076,-1.04112847223667,"Up in BM",2.50402024419302,"HSPG2","Basement membrane-specific heparan sulfate proteoglycan core protein","P98160;A0A0U1RQT3"
-0.507355773890822,19.9671670328364,-7.96336210238143,6.05537620468563e-05,0.0181144441500215,2.38570644286099,"Q02338;E9PCG9;C9K0G7;H7C2W1",12,-8.51775797752655,1.16228082295182e-05,0.00313313967281076,0.507355773890819,"Up in CM",2.50402024419302,"BDH1","D-beta-hydroxybutyrate dehydrogenase, mitochondrial","Q02338;E9PCG9;C9K0G7;H7C2W1"
0.464151653354776,19.7169381986509,7.26385586182932,0.000113127672652234,0.0196190711450224,1.79371921146306,"Q14764",42,8.21738575082194,1.56152795178626e-05,0.00313313967281076,-0.464151653354776,"Non-significant",2.50402024419302,"MVP","Major vault protein","Q14764"
0.178873786028987,18.9024332198567,6.27434335581136,0.000297972774418455,0.0261781505258197,0.853029768027281,"Q14980;H0YFY6;K4DIE0;A0A087WY61",90,8.32867930103032,1.39833066580255e-05,0.00313313967281076,-0.178873786028991,"Non-significant",2.50402024419302,"NUMA1","Nuclear mitotic apparatus protein 1","Q14980;H0YFY6;K4DIE0;A0A087WY61"
0.267964673804595,17.6703405920738,9.58661029765526,1.66171104882207e-05,0.0113049295147743,3.56310656480707,"Q1ED39;H3BMC9",9,8.05260730314394,1.84276524657684e-05,0.00313313967281076,-0.267964673804595,"Non-significant",2.50402024419302,"KNOP1","Lysine-rich nucleolar protein 1","Q1ED39;H3BMC9"
-0.646093579990911,19.6428309994809,-7.69065467499196,7.68446594359886e-05,0.0191734882659185,2.161596691211,"Q8N6C5;A0A494C0H8",26,-8.55093891283177,1.12555311914479e-05,0.00313313967281076,0.646093579990907,"Up in CM",2.50402024419302,"IGSF1","Immunoglobulin superfamily member 1","Q8N6C5;A0A494C0H8"
-0.476515606530448,17.2211322323957,-10.4520772763524,8.98886197126469e-06,0.0110943512426811,4.09602183246363,"Q8NBP7;A0A669KBG0",6,-8.92143941672296,7.91646901361369e-06,0.00313313967281076,0.476515606530455,"Non-significant",2.50402024419302,"PCSK9","Proprotein convertase subtilisin/kexin type 9","Q8NBP7;A0A669KBG0"
-0.282735476225049,21.5119133763609,-7.19772461344451,0.00012030399029463,0.0196190711450224,1.73477072359028,"Q8NBQ5;D6RCD0",29,-8.37002145229517,1.34254895899936e-05,0.00313313967281076,0.282735476225046,"Non-significant",2.50402024419302,"HSD17B11","Estradiol 17-beta-dehydrogenase 11","Q8NBQ5;D6RCD0"
0.329137149382206,19.0479895187117,7.09202245507727,0.000132852823053978,0.0197646251964262,1.63943065792814,"Q8WYP5",49,8.26203933982958,1.49366855048193e-05,0.00313313967281076,-0.329137149382209,"Non-significant",2.50402024419302,"AHCTF1","Protein ELYS","Q8WYP5"
0.433069498437753,21.0672118668708,7.54732628540869,8.73329041698451e-05,0.0191734882659185,2.04043829778692,"Q92522",13,8.09546359833829,1.76463620146615e-05,0.00313313967281076,-0.433069498437753,"Non-significant",2.50402024419302,"H1-10","Histone H1.10","Q92522"
0.415120781806525,16.6090389403835,10.2493816532427,1.03375080328247e-05,0.0110943512426811,3.97644427371266,"Q969G9",7,8.90259070026451,8.05715679089754e-06,0.00313313967281076,-0.415120781806522,"Non-significant",2.50402024419302,"NKD1","Protein naked cuticle homolog 1","Q969G9"
0.265107372682053,19.2399391891005,6.94982707882646,0.000152097510810989,0.0206233733493334,1.50896894330997,"Q96TA1",28,8.08799640494246,1.7779840729392e-05,0.00313313967281076,-0.265107372682056,"Non-significant",2.50402024419302,"NIBAN2","Protein Niban 2","Q96TA1"
0.219847267047278,20.9992307905216,7.49113784279713,9.18732052178479e-05,0.0191734882659185,1.99229134216024,"Q9Y6M5",16,8.06107111114614,1.82704006147167e-05,0.00313313967281076,-0.219847267047282,"Non-significant",2.50402024419302,"SLC30A1","Zinc transporter 1","Q9Y6M5"
-0.395480641822193,20.1565175675786,-7.3213982244421,0.000107270441234977,0.0196190711450224,1.84457852326803,"Q00266",16,-8.00604032331709,1.93197789210225e-05,0.00313910471699491,0.395480641822193,"Non-significant",2.50319419648393,"MAT1A","S-adenosylmethionine synthase isoform type-1","Q00266"
0.278258553133945,18.6690436389237,6.79422070963998,0.000176794730686514,0.0219743641131788,1.36324346173359,"Q14573",41,8.00491504880352,1.93419139543168e-05,0.00313910471699491,-0.278258553133938,"Non-significant",2.50319419648393,"ITPR3","Inositol 1,4,5-trisphosphate receptor type 3","Q14573"
0.166796503292858,20.5900679203171,6.23193401707131,0.000311360503652693,0.0261781505258197,0.809768389007223,"Q96GQ7;A0A087X059;B7Z6D5",33,7.95025732680268,2.04512424757092e-05,0.00324538494486753,-0.166796503292861,"Non-significant",2.48873378283385,"DDX27","Probable ATP-dependent RNA helicase DDX27","Q96GQ7;A0A087X059;B7Z6D5"
0.313241035271044,18.8426273565747,6.94321428492989,0.000153065227211129,0.0206233733493334,1.5028394475685,"Q9NSI6;Q8WWQ0;H7C409;H7BZR9",25,7.89510160751319,2.16416835892935e-05,0.00335963614154662,-0.313241035271055,"Non-significant",2.47370775543018,"PHIP","PH-interacting protein","Q9NSI6;Q8WWQ0;H7C409;H7BZR9"
-0.255228329948618,20.5412020784078,-6.73494190673236,0.000187352553178575,0.0219743641131788,1.30690075386075,"Q99447;I3L2Q1;I3L1L9;I3L1R7",29,-7.86572283734559,2.23065740144125e-05,0.00338917542631745,0.255228329948615,"Non-significant",2.46990595116561,"PCYT2","Ethanolamine-phosphate cytidylyltransferase","Q99447;I3L2Q1;I3L1L9;I3L1R7"
0.326445160906893,18.9071108871302,6.86362079972068,0.000165267174906261,0.0214576890182838,1.42862314489798,"P08069;C9J5X1",25,7.77870619093392,2.44106416584347e-05,0.00341796847221338,-0.326445160906889,"Non-significant",2.46623194758571,"IGF1R","Insulin-like growth factor 1 receptor","P08069;C9J5X1"
0.6989722590342,17.9154864748191,7.40510638372648,9.93444987871427e-05,0.0191734882659185,1.91785265206865,"P50479",8,7.83448992001172,2.30380343719965e-05,0.00341796847221338,-0.698972259034203,"Up in BM",2.46623194758571,"PDLIM4","PDZ and LIM domain protein 4","P50479"
0.177092823165829,19.8367356860882,6.17174390926446,0.000331521734538029,0.0263044078481785,0.747931988437528,"Q8IY81",36,7.78423064143009,2.42707943588257e-05,0.00341796847221338,-0.177092823165829,"Non-significant",2.46623194758571,"FTSJ3","pre-rRNA 2'-O-ribose RNA methyltransferase FTSJ3","Q8IY81"
0.209505273381897,18.5353774585634,6.56887432488533,0.000220860755656239,0.0231936272961942,1.14657999058119,"Q8NE01",27,7.81013337595375,2.36266739155689e-05,0.00341796847221338,-0.209505273381897,"Non-significant",2.46623194758571,"CNNM3","Metal transporter CNNM3","Q8NE01"
0.319094223435542,19.2421162929431,6.63880088781438,0.00020600035052384,0.0226084164191926,1.21453534589446,"O00468",51,7.70883014294717,2.62577047102226e-05,0.0036058897949173,-0.319094223435542,"Non-significant",2.44298755054503,"AGRN","Agrin","O00468"
0.162967323944699,21.2437737099307,5.82729721307034,0.000478767564896446,0.0310807198265957,0.384008443641373,"Q9UQ16;P50570;E5RHK8",54,7.68610064797962,2.68910585627769e-05,0.0036231896074866,-0.162967323944706,"Non-significant",2.4409089380244,"DNM2","Dynamin-2","Q9UQ16;P50570;E5RHK8"
0.284585285230705,19.7279112760184,6.81794180187741,0.000172756834918227,0.0219743641131788,1.38566081995203,"Q96SQ9",20,7.63671380080281,2.83255923938795e-05,0.00374579732008691,-0.284585285230694,"Non-significant",2.4264557253989,"CYP2S1","Cytochrome P450 2S1","Q96SQ9"
-0.379330208319118,19.6275585587222,-6.95991622673751,0.000150634168686237,0.0206233733493334,1.51830997033988,"P50053;C9JDL1",16,-7.61167771976211,2.90846104967924e-05,0.00377624006468354,0.379330208319125,"Non-significant",2.42294040434926,"KHK","Ketohexokinase","P50053;C9JDL1"
0.194342127587817,18.1383216328678,6.08863305826041,0.000361781867023696,0.0274838756640023,0.661698189319607,"Q14669;A0A6Q8PGG9;A0A6Q8PHK0",40,7.52200414046837,3.19912814831687e-05,0.00407945966198764,-0.19434212758782,"Non-significant",2.3893973568507,"TRIP12","E3 ubiquitin-protein ligase TRIP12","Q14669;A0A6Q8PGG9;A0A6Q8PHK0"
0.690616647805228,20.8451811421237,6.71527693665627,0.000191008521401853,0.0219743641131788,1.28810770715001,"O76021;J3QSV6;I3L3C4",24,7.43499494867675,3.5117604893195e-05,0.00439955818495272,-0.690616647805225,"Up in BM",2.35659093430271,"RSL1D1","Ribosomal L1 domain-containing protein 1","O76021;J3QSV6;I3L3C4"
0.237169356339088,18.1872910185762,6.41475473035302,0.000258008889130755,0.0254625969031876,0.99446520569807,"Q8IVT2",24,7.38438104435316,3.70887695055953e-05,0.00456639487999063,-0.237169356339088,"Non-significant",2.34042653551207,"MISP","Mitotic interactor and substrate of PLK1","Q8IVT2"
-0.701382424022189,22.4475404995447,-6.71479392514432,0.000191099312768096,0.0219743641131788,1.28764546939754,"GSTA1_HUMAN;P08263;Q7RTV2;Q16772;P09210;Q5JW85",14,-7.35222429412539,3.84037430844766e-05,0.0045977099649427,0.701382424022189,"Up in CM",2.33745842858606,"GSTA2","Glutathione S-transferase A2","GSTA1_HUMAN;P08263;Q7RTV2;Q16772;P09210;Q5JW85"
-0.279027009059973,20.8755264339975,-7.03793720924185,0.00013983324116097,0.0203785545944998,1.59010904465203,"P01019",13,-7.34679351880306,3.86308077155247e-05,0.0045977099649427,0.279027009059966,"Non-significant",2.33745842858606,"AGT","Angiotensinogen","P01019"
-0.186728706269932,21.8848179267874,-6.43615527778986,0.000252458174695503,0.0254625969031876,1.01578167705367,"Q9BWD1",19,-7.25676659523285,4.26166684012081e-05,0.00498894473857421,0.186728706269935,"Non-significant",2.30199130661708,"ACAT2","Acetyl-CoA acetyltransferase, cytosolic","Q9BWD1"
-0.309622078037677,21.3761391201766,-6.18423865021694,0.000327220212908441,0.0262548262963952,0.760810821367476,"P09327;H7C0B6;B4DV78",51,-7.14965640920043,4.79539834051022e-05,0.00552321605638443,0.309622078037677,"Non-significant",2.25780796777392,"VIL1","Villin-1","P09327;H7C0B6;B4DV78"
0.270215584864886,21.1297414547623,6.03783299366081,0.000381779580718557,0.0283988331865752,0.608499836277772,"Q9HBL0;A0A494C067;A0A087WWW7;A0A2R8Y4T1;E9PF55;H0Y4U1;E9PGF5",80,7.11191388601652,5.00051694135466e-05,0.00566804626638312,-0.270215584864893,"Non-significant",2.24656661340819,"TNS1","Tensin-1","Q9HBL0;A0A494C067;A0A087WWW7;A0A2R8Y4T1;E9PF55;H0Y4U1;E9PGF5"
-0.220496614723967,19.6913011240996,-5.87459594538815,0.000454808713299986,0.030353168426871,0.435010934052888,"O75891;Q3SY69;A0A494C1M4",49,-7.07074795668258,5.23521782726756e-05,0.00584135789133088,0.220496614723967,"Non-significant",2.23348618436662,"ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase","O75891;Q3SY69;A0A494C1M4"
0.179611114709591,19.5403901716161,5.76842206140962,0.000510563159730204,0.0319818554704683,0.320057848792716,"Q68CZ2;E9PCX8;C9JHU5",33,7.05049264981685,5.35509050000386e-05,0.0058546803447322,-0.179611114709591,"Non-significant",2.23249681166056,"TNS3","Tensin-3","Q68CZ2;E9PCX8;C9JHU5"
-0.554838390234309,16.6447214172762,-6.73464331844446,0.000187407478943316,0.0219743641131788,1.30661578602375,"Q9UKG9;C9J3D7",8,-7.04119225424236,5.41113153273107e-05,0.0058546803447322,0.554838390234305,"Up in CM",2.23249681166056,"CROT","Peroxisomal carnitine O-octanoyltransferase","Q9UKG9;C9J3D7"
-0.180655035521134,22.085894378259,-5.9250617364082,0.000430699587569506,0.0298084611398157,0.489063556675148,"Q9BY49;B4DJS2",24,-6.97503205285062,5.82874752583028e-05,0.00621240090775434,0.180655035521138,"Non-significant",2.20674052551152,"PECR","Peroxisomal trans-2-enoyl-CoA reductase","Q9BY49;B4DJS2"
0.289273193768164,21.463715057921,8.6813906840876,3.33351398893837e-05,0.0149792261328122,2.93787246198231,"Q15629;G3XAN4",7,6.94074654979942,6.05889178160792e-05,0.00636272738418561,-0.289273193768164,"Non-significant",2.19635668403711,"TRAM1","Translocating chain-associated membrane protein 1","Q15629;G3XAN4"
0.287209311812571,22.3242352824057,6.23119077068032,0.000311601007519209,0.0261781505258197,0.809007946418374,"P19224;C9JMY5",19,6.92482713590075,6.16910546494402e-05,0.00638457711958917,-0.287209311812571,"Non-significant",2.19486786280322,"UGT1A6","UDP-glucuronosyltransferase 1-6","P19224;C9JMY5"
0.20098865403363,18.4339734186189,5.73030840048484,0.000532389336328268,0.032774071126898,0.278381918592206,"Q9NTI5",38,6.90540801228976,6.3065179392678e-05,0.00643354922918734,-0.200988654033633,"Non-significant",2.19154937149352,"PDS5B","Sister chromatid cohesion protein PDS5 homolog B","Q9NTI5"
0.348880404928373,18.1046158864566,6.18679799383844,0.000326346778587421,0.0262548262963952,0.763446097079959,"O43157",19,6.85425257094291,6.68473947842908e-05,0.00644279639910285,-0.348880404928376,"Non-significant",2.19092559271749,"PLXNB1","Plexin-B1","O43157"
-0.157984153669322,22.4129431333989,-5.29054440982031,0.000874928752445893,0.0395214460059755,-0.218509824059861,"P05023",65,-6.85112355991531,6.7086635384087e-05,0.00644279639910285,0.157984153669322,"Non-significant",2.19092559271749,"ATP1A1","Sodium/potassium-transporting ATPase subunit alpha-1","P05023"
0.381623806874821,22.5069728672382,6.10633427524894,0.000355088807542243,0.0273074381124347,0.680147601422614,"P39060",27,6.85172866141127,6.70402973181853e-05,0.00644279639910285,-0.381623806874821,"Non-significant",2.19092559271749,"COL18A1","Collagen alpha-1(XVIII) chain","P39060"
0.154061264482404,20.2132466938083,5.60999469964844,0.000608347537526716,0.0337486627738689,0.145385403923661,"Q16881;A0A087WSW9;F8W809;E9PKD3;A0A182DWI3;E9PIR7;E2QRB9;A0A087WSY9",27,6.87199900956966,6.55079983275639e-05,0.00644279639910285,-0.154061264482404,"Non-significant",2.19092559271749,"TXNRD1","Thioredoxin reductase 1, cytoplasmic","Q16881;A0A087WSW9;F8W809;E9PKD3;A0A182DWI3;E9PIR7;E2QRB9;A0A087WSY9"
0.250760488141943,20.6844728335082,6.23383815371559,0.000310745291783886,0.0261781505258197,0.811716224470071,"Q96C19",17,6.8435838554037,6.76669555990357e-05,0.00644279639910285,-0.25076048814195,"Non-significant",2.19092559271749,"EFHD2","EF-hand domain-containing protein D2","Q96C19"
-0.156753891540028,20.2937850362099,-5.51458228082261,0.000677126543339685,0.0350605097128871,0.0383486013035101,"Q9H4M9;Q9NZN3;C9J2Z4;C9JDQ8;C9JC03;A0A024R571",29,-6.77842005513174,7.29167498226545e-05,0.00685129619057337,0.156753891540031,"Non-significant",2.16422725695134,"EHD1","EH domain-containing protein 1","Q9H4M9;Q9NZN3;C9J2Z4;C9JDQ8;C9JC03;A0A024R571"
0.340108301774006,18.9221275042967,6.39273873211874,0.000263861107805053,0.0254625969031876,0.972469771243254,"P08174;H3BLV0;B1AP13;H7BY55",12,6.7557230677854,7.48482079554831e-05,0.00694144224688448,-0.340108301773999,"Non-significant",2.15855028533931,"CD55","Complement decay-accelerating factor","P08174;H3BLV0;B1AP13;H7BY55"
-0.311380843164162,19.6140866096138,-6.14578683557535,0.000340659858458194,0.0267324401016479,0.721105803990503,"P46020;A6NIT2;A6NMN0",16,-6.71422186428569,7.8525601091058e-05,0.00718325580029688,0.311380843164162,"Non-significant",2.14367866778926,"PHKA1","Phosphorylase b kinase regulatory subunit alpha, skeletal muscle isoform","P46020;A6NIT2;A6NMN0"
0.373925963859872,18.7466563875121,6.23659994180692,0.00030985537535292,0.0261781505258197,0.814540483030973,"Q6H9L7",13,6.70393262616502,7.94674706936638e-05,0.00718325580029688,-0.373925963859875,"Non-significant",2.14367866778926,"ISM2","Isthmin-2","Q6H9L7"
-0.20745362277081,19.5998257636136,-6.78289535421662,0.000178759544140726,0.0219743641131788,1.35251464980759,"Q8TC12;G3V2G6;G3V234",12,-6.6562308512117,8.39977871422241e-05,0.00749785247478277,0.207453622770807,"Non-significant",2.1250631088622,"RDH11","Retinol dehydrogenase 11","Q8TC12;G3V2G6;G3V234"
0.221658314030183,19.5819485661638,5.9933406406651,0.000400303986313466,0.0288744521844895,0.561599622867988,"Q99848;H7C2Q8",18,6.63907856938236,8.56948991471255e-05,0.0075549046272793,-0.221658314030183,"Non-significant",2.12177101380117,"EBNA1BP2","Probable rRNA-processing protein EBP2","Q99848;H7C2Q8"
0.474167190807595,22.6505116936113,6.10487511694242,0.000355635309404345,0.0273074381124347,0.678628472454816,"P09382;F8WEI7",13,6.62543388103354,8.70716275649323e-05,0.00758266454196563,-0.474167190807599,"Non-significant",2.12017815683103,"LGALS1","Galectin-1","P09382;F8WEI7"
0.210404138274896,20.3573928071909,5.45723141377705,0.000722575061511815,0.0360832763234676,-0.026662409727634,"Q9BQG0;I3L1L3",55,6.55730281972588,9.43160364708471e-05,0.00801798590997999,-0.2104041382749,"Non-significant",2.09593471127124,"MYBBP1A","Myb-binding protein 1A","Q9BQG0;I3L1L3"
0.242160557795088,18.1051369418122,6.92008522322789,0.000156504270145774,0.0206962406131661,1.48135679916502,"Q9H6F5",10,6.56231675706636,9.37611295272235e-05,0.00801798590997999,-0.242160557795092,"Non-significant",2.09593471127124,"CCDC86","Coiled-coil domain-containing protein 86","Q9H6F5"
