S:\LUMOS\2024_05\240510_Zabransky\240510_I_2.mzML	S:\LUMOS\2024_05\240510_Zabransky\240510_I_1.mzML	S:\LUMOS\2024_05\240510_Zabransky\240510_I_3.mzML	S:\LUMOS\2024_05\240510_Zabransky\240510_I_4.mzML	S:\LUMOS\2024_05\240510_Zabransky\240510_DM_3.mzML	S:\LUMOS\2024_05\240510_Zabransky\240510_DM_4.mzML	S:\LUMOS\2024_05\240510_Zabransky\240510_DM_2.mzML	S:\LUMOS\2024_05\240510_Zabransky\240510_DM_1.mzML	S:\LUMOS\2024_05\240510_Zabransky\240510_D_2.mzML	S:\LUMOS\2024_05\240510_Zabransky\240510_D_4.mzML	S:\LUMOS\2024_05\240510_Zabransky\240510_D_1.mzML	S:\LUMOS\2024_05\240510_Zabransky\240510_D_3.mzML	S:\LUMOS\2024_05\240510_Zabransky\240510_C_3.mzML	S:\LUMOS\2024_05\240510_Zabransky\240510_C_4.mzML	S:\LUMOS\2024_05\240510_Zabransky\240510_C_2.mzML	S:\LUMOS\2024_05\240510_Zabransky\240510_C_1.mzML	C: ANOVA Significant	C: GOBP name	C: GOMF name	C: GOCC name	C: KEGG name	C: Cluster	N: -Log ANOVA p value	N: ANOVA q-value	T: Protein.Group	T: Protein.Ids	T: Protein.Names	T: Genes	T: First.Protein.Description
-1.43563	-1.16271	-1.01052	-1.00363	-0.279032	-0.736695	1.17701	0.133682	-0.36768	-0.109055	-0.441345	0.626003	1.4891	1.67488	1.32843	0.117193	+	"alcohol metabolic process;amine metabolic process;anatomical structure formation involved in morphogenesis;anatomical structure morphogenesis;angiogenesis;catabolic process;cellular amine metabolic process;cellular biogenic amine metabolic process;cellular lipid metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;developmental process;ethanolamine-containing compound metabolic process;glycerolipid metabolic process;glycerophospholipid metabolic process;lipid catabolic process;lipid metabolic process;metabolic process;nitrogen compound metabolic process;organ morphogenesis;organophosphate metabolic process;phosphatidylcholine metabolic process;phospholipid metabolic process;primary metabolic process;small molecule metabolic process"	"carboxylic ester hydrolase activity;catalytic activity;hydrolase activity;hydrolase activity, acting on ester bonds;lipase activity;lysophospholipase activity;phospholipase activity"	"cell part;cytoplasmic part;endoplasmic reticulum;endoplasmic reticulum membrane;endoplasmic reticulum part;integral to membrane;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;intrinsic to membrane;membrane;membrane part;membrane-bounded organelle;organelle;organelle membrane;organelle part"	Glycerophospholipid metabolism	Cluster -161	2.83453	0.0391212	Q8IY17	"Q8IY17;M0R2C2;M0QYT1;A0A384DVU0"	PLPL6_HUMAN	PNPLA6	Patatin-like phospholipase domain-containing protein 6
-0.533788	-0.282278	-0.59608	-1.2498	1.56004	0.485467	1.66187	1.74262	-1.70941	-0.649626	-0.173524	0.392452	-0.762685	-0.1644	0.332245	-0.0531084	+	"alcohol metabolic process;amino sugar metabolic process;carbohydrate metabolic process;carbohydrate transport;cellular carbohydrate metabolic process;cellular metabolic process;cellular nitrogen compound metabolic process;cellular process;establishment of localization;glucosamine metabolic process;metabolic process;monosaccharide metabolic process;N-acetylglucosamine metabolic process;nitrogen compound metabolic process;nitrogen compound transport;nucleobase-containing compound metabolic process;nucleotide-sugar metabolic process;nucleotide-sugar transport;organic substance transport;primary metabolic process;pyrimidine nucleotide-sugar transport;pyrimidine-containing compound transmembrane transport;small molecule metabolic process;transmembrane transport;transport;UDP-N-acetylglucosamine metabolic process;UDP-N-acetylglucosamine transport"	"active transmembrane transporter activity;carbohydrate transmembrane transporter activity;cation transmembrane transporter activity;cation:sugar symporter activity;ion transmembrane transporter activity;nucleotide-sugar transmembrane transporter activity;pyrimidine nucleotide sugar transmembrane transporter activity;secondary active transmembrane transporter activity;solute:cation symporter activity;solute:hydrogen symporter activity;substrate-specific transmembrane transporter activity;substrate-specific transporter activity;sugar transmembrane transporter activity;sugar:hydrogen symporter activity;symporter activity;transmembrane transporter activity;transporter activity;UDP-N-acetylglucosamine transmembrane transporter activity"	"cell part;cytoplasmic part;Golgi apparatus;Golgi apparatus part;Golgi membrane;integral to membrane;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;intrinsic to membrane;membrane;membrane part;membrane-bounded organelle;organelle;organelle membrane;organelle part"		Cluster -165	2.70512	0.0460403	Q9Y2D2	"Q9Y2D2;A0A1W2PQH2;A0A1W2PR66;A0A1W2PPE6;A0A1W2PSD1;A0A1W2PQL8;A0A1W2PQ13;A0A1W2PSA9;A0A1W2PNY6;A0A1W2PPH4;A0A1W2PQD6;A0A1W2PNF0;A0A1W2PS77;A0A1W2PQ60;A0A1W2PRN3;A0A1W2PS45;A0A1W2PRT7;A0A1W2PPG9"	S35A3_HUMAN	SLC35A3	UDP-N-acetylglucosamine transporter
-1.07328	-1.73176	-0.675209	-1.77861	1.02565	0.706949	0.63703	0.513809	-0.21781	0.431862	-0.779295	0.63713	0.493356	-0.254012	0.218903	1.8453	+	"arachidonic acid metabolic process;carboxylic acid metabolic process;catabolic process;cellular catabolic process;cellular ketone metabolic process;cellular lipid metabolic process;cellular metabolic process;cellular process;drug catabolic process;drug metabolic process;epoxygenase P450 pathway;exogenous drug catabolic process;fatty acid metabolic process;icosanoid metabolic process;lipid metabolic process;metabolic process;monocarboxylic acid metabolic process;organic acid metabolic process;oxidation-reduction process;oxoacid metabolic process;primary metabolic process;small molecule metabolic process;unsaturated fatty acid metabolic process;very long-chain fatty acid metabolic process;xenobiotic metabolic process"	"arachidonic acid epoxygenase activity;arachidonic acid monooxygenase activity;aromatase activity;binding;catalytic activity;cation binding;heme binding;ion binding;iron ion binding;metal ion binding;monooxygenase activity;oxidoreductase activity;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen;oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen, reduced flavin or flavoprotein as one donor, and incorporation of one atom of oxygen;oxygen binding;steroid hydroxylase activity;tetrapyrrole binding;transition metal ion binding"	"cell part;cytoplasm;cytoplasmic part;endoplasmic reticulum membrane;endoplasmic reticulum part;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;membrane;membrane part;membrane-bounded organelle;organelle;organelle membrane;organelle part"	"Arachidonic acid metabolism;Drug metabolism - cytochrome P450;Linoleic acid metabolism;Metabolism of xenobiotics by cytochrome P450;Retinol metabolism"	Cluster -165	2.63572	0.0485988	P33260	"P33260;A0A087X0B3"	CP2CI_HUMAN	CYP2C18	Cytochrome P450 2C18
-1.29106	-1.70559	-0.839171	-0.758095	1.37925	0.763618	1.38627	1.01241	-0.20695	0.750761	-0.0093799	0.217996	-0.528349	-1.06145	-0.348018	1.23776	+	"adhesion to host;adhesion to other organism involved in symbiotic interaction;biological adhesion;biological regulation;cell surface receptor linked signaling pathway;cellular process;cellular response to biotic stimulus;cellular response to cytokine stimulus;cellular response to chemical stimulus;cellular response to interferon-beta;cellular response to interferon-gamma;cellular response to lipopolysaccharide;cellular response to molecule of bacterial origin;cellular response to organic substance;cellular response to stimulus;cellular response to type I interferon;cytokine-mediated signaling pathway;defense response;defense response to bacterium;defense response to Gram-positive bacterium;defense response to protozoan;immune response;immune system process;interaction with host;interferon-gamma-mediated signaling pathway;interspecies interaction between organisms;multi-organism process;regulation of biological process;regulation of cellular process;response to bacterium;response to biotic stimulus;response to cytokine stimulus;response to chemical stimulus;response to interferon-beta;response to interferon-gamma;response to lipopolysaccharide;response to molecule of bacterial origin;response to organic substance;response to other organism;response to protozoan;response to stimulus;response to stress;response to type I interferon;signal transduction;type I interferon-mediated signaling pathway"	"binding;catalytic activity;GTP binding;GTPase activity;guanyl nucleotide binding;guanyl ribonucleotide binding;hydrolase activity;hydrolase activity, acting on acid anhydrides;hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides;nucleoside-triphosphatase activity;nucleotide binding;purine nucleotide binding;purine ribonucleoside triphosphate binding;purine ribonucleotide binding;pyrophosphatase activity;ribonucleotide binding"	"cell part;cytoplasmic part;cytoplasmic vesicle;cytosol;extracellular region part;Golgi apparatus part;Golgi membrane;host cell part;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle part;intracellular part;membrane;membrane-bounded organelle;nucleus;organelle;organelle membrane;organelle part;other organism part;symbiont-containing vacuole membrane;vacuolar membrane;vacuolar part;vesicle"		Cluster -165	2.84776	0.0383692	P32456	P32456	GBP2_HUMAN	GBP2	Guanylate-binding protein 2
-1.52973	-1.39377	-1.10335	-1.53132	0.23904	0.377275	0.289682	1.22091	0.556109	0.830887	1.2595	0.821055	0.866516	-0.728446	-0.729134	0.554787	+	"biological regulation;cellular process;cellular response to stimulus;establishment of localization;establishment of protein localization;intracellular signal transduction;protein transport;regulation of biological process;regulation of cellular process;regulation of response to stimulus;regulation of signal transduction;regulation of signaling;regulation of small GTPase mediated signal transduction;response to stimulus;signal transduction;small GTPase mediated signal transduction;transport;vesicle-mediated transport"	"enzyme activator activity;enzyme regulator activity;GDP-dissociation inhibitor activity;GTPase activator activity;GTPase regulator activity;nucleoside-triphosphatase regulator activity;Rab GDP-dissociation inhibitor activity;small GTPase regulator activity"	"adherens junction;anchoring junction;cell junction;cell part;cell-substrate adherens junction;cell-substrate junction;cytoplasm;cytoplasmic part;cytosol;extracellular membrane-bounded organelle;extracellular organelle;extracellular region part;extracellular vesicular exosome;focal adhesion;Golgi apparatus;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;membrane;membrane-bounded organelle;membrane-bounded vesicle;organelle;vesicle"		Cluster -165	3.65115	0.0211818	P50395	P50395	GDIB_HUMAN	GDI2	Rab GDP dissociation inhibitor beta
-1.61495	-1.20516	-1.76746	-1.70029	-0.188231	0.300007	0.756467	0.383094	0.992959	0.333231	1.19666	0.686436	0.329711	0.848032	0.18115	0.468336	+	"acute inflammatory response;acute-phase response;biological regulation;cellular component assembly;cellular component assembly at cellular level;cellular component organization;cellular component organization at cellular level;cellular component organization or biogenesis;cellular component organization or biogenesis at cellular level;cellular macromolecular complex assembly;cellular macromolecular complex subunit organization;cellular macromolecule metabolic process;cellular metabolic process;cellular process;cellular protein complex assembly;cellular protein metabolic process;defense response;chaperone-mediated protein complex assembly;immune response;immune system process;inflammatory response;innate immune response;macromolecular complex assembly;macromolecular complex subunit organization;macromolecule metabolic process;metabolic process;negative regulation of acute inflammatory response;negative regulation of biological process;negative regulation of cell differentiation;negative regulation of cellular process;negative regulation of defense response;negative regulation of developmental process;negative regulation of inflammatory response;negative regulation of monocyte differentiation;negative regulation of myeloid cell differentiation;negative regulation of myeloid leukocyte differentiation;negative regulation of reproductive process;negative regulation of response to external stimulus;negative regulation of response to stimulus;negative regulation of viral reproduction;negative regulation of virion penetration into host cell;negative regulation of wound healing;primary metabolic process;protein complex assembly;protein complex subunit organization;protein folding;protein metabolic process;regulation of acute inflammatory response;regulation of biological process;regulation of cell differentiation;regulation of cellular process;regulation of defense response;regulation of developmental process;regulation of immune system process;regulation of inflammatory response;regulation of locomotion;regulation of monocyte differentiation;regulation of multicellular organismal development;regulation of multicellular organismal process;regulation of multi-organism process;regulation of myeloid cell differentiation;regulation of myeloid leukocyte differentiation;regulation of reproductive process;regulation of response to external stimulus;regulation of response to stimulus;regulation of response to stress;regulation of symbiosis, encompassing mutualism through parasitism;regulation of viral reproduction;regulation of virion penetration into host cell;regulation of wound healing;response to stimulus;response to stress;response to wounding"	"binding;calcium ion binding;carbohydrate binding;cation binding;complement binding;complement component C1q binding;ion binding;metal ion binding;opsonin binding;protein binding;unfolded protein binding;virion binding"	"blood microparticle;cell part;extracellular membrane-bounded organelle;extracellular organelle;extracellular region;extracellular region part;extracellular space;extracellular vesicular exosome;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;macromolecular complex;membrane-bounded organelle;membrane-bounded vesicle;nucleus;organelle;protein complex;vesicle"		Cluster -165	5.89328	0.028	P02743	P02743	SAMP_HUMAN	APCS	Serum amyloid P-component
1.30672	1.73674	-0.302097	0.943487	-0.0175188	-0.908076	-0.626508	-0.738005	1.11003	0.603872	0.924798	0.1839	-1.25008	-0.402678	-1.15308	-1.41151	+	"anatomical structure morphogenesis;biological regulation;cell morphogenesis;cell morphogenesis involved in differentiation;cellular component morphogenesis;cellular component organization;cellular component organization or biogenesis;cellular developmental process;cellular process;developmental process;epithelial to mesenchymal transition;positive regulation of biological process;positive regulation of cell communication;positive regulation of cellular process;positive regulation of I-kappaB kinase/NF-kappaB cascade;positive regulation of intracellular protein kinase cascade;positive regulation of response to stimulus;positive regulation of signal transduction;positive regulation of signaling;regulation of biological process;regulation of cell communication;regulation of cellular process;regulation of I-kappaB kinase/NF-kappaB cascade;regulation of intracellular protein kinase cascade;regulation of response to stimulus;regulation of signal transduction;regulation of signaling"	"binding;calcium ion binding;cation binding;ion binding;metal ion binding;protein binding;RAGE receptor binding;receptor binding"	"cell part;cell projection;cytoplasmic part;extracellular membrane-bounded organelle;extracellular organelle;extracellular region part;extracellular space;extracellular vesicular exosome;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;membrane-bounded organelle;membrane-bounded vesicle;neuron projection;nucleus;organelle;perinuclear region of cytoplasm;vesicle"		Cluster -164	3.12658	0.0320482	P26447	P26447	S10A4_HUMAN	S100A4	Protein S100-A4
0.117666	1.80348	-0.039929	1.2144	0.0760742	-0.311546	-0.482435	-0.636679	1.11834	-0.00792006	0.698619	1.11171	-1.05534	-0.521325	-1.09696	-1.98815	+	"amine transport;amino acid transmembrane transport;amino acid transport;carboxylic acid transport;cation transport;cellular process;establishment of localization;ion transport;metal ion transport;monovalent inorganic cation transport;nitrogen compound transport;organic acid transport;organic substance transport;sodium ion transport;transmembrane transport;transport"	"active transmembrane transporter activity;amine transmembrane transporter activity;amino acid transmembrane transporter activity;carboxylic acid transmembrane transporter activity;organic acid transmembrane transporter activity;secondary active transmembrane transporter activity;substrate-specific transmembrane transporter activity;substrate-specific transporter activity;symporter activity;transmembrane transporter activity;transporter activity"	"cell part;integral to membrane;integral to plasma membrane;intrinsic to membrane;intrinsic to plasma membrane;membrane;membrane part;plasma membrane;plasma membrane part"		Cluster -164	2.69022	0.0465098	Q969I6	Q969I6	S38A4_HUMAN	SLC38A4	Sodium-coupled neutral amino acid transporter 4
1.31328	1.14891	0.0925133	1.0977	0.621609	-0.138312	-0.806578	0.376421	0.302177	0.188366	0.619683	0.59903	-0.928921	-1.39016	-0.810559	-2.28516	+	"anatomical structure development;anatomical structure homeostasis;anatomical structure morphogenesis;biological regulation;blood circulation;blood vessel development;cell differentiation;cell differentiation involved in embryonic placenta development;cell migration;cell motility;cellular component movement;cellular component organization;cellular component organization or biogenesis;cellular developmental process;cellular homeostasis;cellular macromolecule metabolic process;cellular membrane organization;cellular metabolic process;cellular process;circulatory system process;developmental growth;developmental process;embryonic organ development;endocytosis;establishment of localization;growth;homeostatic process;immune system process;labyrinthine layer blood vessel development;leukocyte migration;lipid metabolic process;lipid transport;lipoprotein metabolic process;locomotion;macromolecule metabolic process;membrane invagination;membrane organization;metabolic process;mononuclear cell migration;multicellular organismal process;muscle cell differentiation;muscle cell homeostasis;myoblast differentiation;negative regulation of catalytic activity;negative regulation of endopeptidase activity;negative regulation of hydrolase activity;negative regulation of molecular function;negative regulation of peptidase activity;organ development;organic substance transport;placenta blood vessel development;primary metabolic process;protein metabolic process;proteolysis;proteolysis involved in cellular protein catabolic process;receptor-mediated endocytosis;regeneration;regulation of biological process;regulation of biological quality;regulation of catalytic activity;regulation of endopeptidase activity;regulation of hydrolase activity;regulation of metabolic process;regulation of molecular function;regulation of peptidase activity;small molecule metabolic process;system process;tissue development;tissue regeneration;transport;trophoblast giant cell differentiation;vesicle-mediated transport"	"apolipoprotein binding;binding;carbohydrate binding;catalytic activity;endopeptidase activity;endopeptidase inhibitor activity;endopeptidase regulator activity;enzyme inhibitor activity;enzyme regulator activity;fibronectin binding;glycosaminoglycan binding;heparin binding;hydrolase activity;pattern binding;peptidase activity;peptidase activity, acting on L-amino acid peptides;peptidase inhibitor activity;peptidase regulator activity;polysaccharide binding;protein binding;serine hydrolase activity;serine-type endopeptidase activity;serine-type peptidase activity"	"cell part;extracellular region;extracellular region part;extrinsic to membrane;extrinsic to plasma membrane;intracellular membrane-bounded organelle;intracellular organelle;intracellular part;macromolecular complex;membrane part;membrane-bounded organelle;organelle;plasma lipoprotein particle;plasma membrane part;protein-lipid complex"		Cluster -164	3.2988	0.0294839	P08519	"P08519;A0A087WWY0"	APOA_HUMAN	LPA	Apolipoprotein(a)
0.891275	0.996527	0.402691	1.00536	0.233523	0.236521	-0.607545	0.171413	-0.0316303	0.357486	1.1758	0.906988	-2.22237	-1.01524	-1.02664	-1.47416	+	"activation of MAPK activity;anatomical structure development;anatomical structure formation involved in morphogenesis;anatomical structure morphogenesis;angiogenesis;behavior;behavioral response to pain;biological adhesion;biological regulation;blood coagulation;carbohydrate metabolic process;cartilage development;cartilage development involved in endochondral bone morphogenesis;cell activation;cell adhesion;cell cycle arrest;cell cycle process;cell migration;cell motility;cellular carbohydrate metabolic process;cellular component movement;cellular component organization;cellular component organization at cellular level;cellular component organization or biogenesis;cellular component organization or biogenesis at cellular level;cellular macromolecule metabolic process;cellular membrane organization;cellular metabolic process;cellular process;cellular protein metabolic process;cellular response to cytokine stimulus;cellular response to growth factor stimulus;cellular response to heat;cellular response to chemical stimulus;cellular response to inorganic substance;cellular response to nitric oxide;cellular response to organic substance;cellular response to stimulus;cellular response to stress;cellular response to tumor necrosis factor;coagulation;defense response;developmental process;endocardial cushion development;engulfment of apoptotic cell;establishment of localization;establishment of localization in cell;exocytosis;extracellular matrix organization;extracellular structure organization;glycosylation;growth plate cartilage development;hemostasis;chronic inflammatory response;immune response;immune system process;inflammatory response;locomotion;macromolecule glycosylation;macromolecule metabolic process;macromolecule modification;membrane invagination;membrane organization;mesenchyme development;metabolic process;multicellular organismal process;multicellular organismal response to stress;negative regulation of angiogenesis;negative regulation of antigen processing and presentation;negative regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II;negative regulation of apoptosis;negative regulation of behavior;negative regulation of biological process;negative regulation of blood vessel endothelial cell migration;negative regulation of caspase activity;negative regulation of catalytic activity;negative regulation of cell adhesion;negative regulation of cell communication;negative regulation of cell cycle;negative regulation of cell death;negative regulation of cell migration;negative regulation of cell motility;negative regulation of cell proliferation;negative regulation of cell-matrix adhesion;negative regulation of cell-substrate adhesion;negative regulation of cellular component movement;negative regulation of cellular component organization;negative regulation of cellular process;negative regulation of cGMP-mediated signaling;negative regulation of cytokine production;negative regulation of dendritic cell antigen processing and presentation;negative regulation of developmental process;negative regulation of endothelial cell chemotaxis;negative regulation of endothelial cell migration;negative regulation of endothelial cell proliferation;negative regulation of epithelial cell proliferation;negative regulation of fatty acid transport;negative regulation of fibrinolysis;negative regulation of fibroblast growth factor receptor signaling pathway;negative regulation of focal adhesion assembly;negative regulation of hydrolase activity;negative regulation of chemotaxis;negative regulation of immune system process;negative regulation of interleukin-12 production;negative regulation of lipid transport;negative regulation of locomotion;negative regulation of molecular function;negative regulation of multicellular organismal process;negative regulation of nitric oxide mediated signal transduction;negative regulation of organic acid transport;negative regulation of peptidase activity;negative regulation of plasma membrane long-chain fatty acid transport;negative regulation of plasminogen activation;negative regulation of programmed cell death;negative regulation of protein processing;negative regulation of response to external stimulus;negative regulation of response to stimulus;negative regulation of signal transduction;negative regulation of signaling;negative regulation of transmembrane transport;negative regulation of transport;outflow tract morphogenesis;peptide cross-linking;phagocytosis, engulfment;phosphate-containing compound metabolic process;phosphorus metabolic process;phosphorylation;platelet activation;platelet degranulation;positive regulation of angiogenesis;positive regulation of apoptosis;positive regulation of behavior;positive regulation of biological process;positive regulation of biosynthetic process;positive regulation of blood coagulation;positive regulation of blood vessel endothelial cell migration;positive regulation of catalytic activity;positive regulation of cell activation;positive regulation of cell adhesion;positive regulation of cell communication;positive regulation of cell death;positive regulation of cell migration;positive regulation of cell motility;positive regulation of cell-substrate adhesion;positive regulation of cellular biosynthetic process;positive regulation of cellular component movement;positive regulation of cellular metabolic process;positive regulation of cellular process;positive regulation of cellular protein metabolic process;positive regulation of coagulation;positive regulation of cytokine biosynthetic process;positive regulation of cytokine production;positive regulation of developmental process;positive regulation of endothelial cell apoptosis;positive regulation of endothelial cell migration;positive regulation of fibroblast migration;positive regulation of chemotaxis;positive regulation of immune system process;positive regulation of intracellular protein kinase cascade;positive regulation of kinase activity;positive regulation of leukocyte activation;positive regulation of leukocyte chemotaxis;positive regulation of leukocyte migration;positive regulation of locomotion;positive regulation of macromolecule biosynthetic process;positive regulation of macromolecule metabolic process;positive regulation of macrophage activation;positive regulation of macrophage chemotaxis;positive regulation of MAP kinase activity;positive regulation of metabolic process;positive regulation of molecular function;positive regulation of multicellular organismal process;positive regulation of phosphate metabolic process;positive regulation of phosphorus metabolic process;positive regulation of phosphorylation;positive regulation of programmed cell death;positive regulation of protein kinase activity;positive regulation of protein kinase B signaling cascade;positive regulation of protein metabolic process;positive regulation of protein serine/threonine kinase activity;positive regulation of reactive oxygen species metabolic process;positive regulation of response to external stimulus;positive regulation of response to stimulus;positive regulation of signal transduction;positive regulation of signaling;positive regulation of transferase activity;positive regulation of transforming growth factor beta production;positive regulation of transforming growth factor beta receptor signaling pathway;positive regulation of transforming growth factor beta1 production;positive regulation of translation;positive regulation of transmembrane receptor protein serine/threonine kinase signaling pathway;positive regulation of tumor necrosis factor biosynthetic process;posttranscriptional regulation of gene expression;post-translational protein modification;primary metabolic process;protein glycosylation;protein metabolic process;protein modification process;protein O-linked glycosylation;protein phosphorylation;regulation of anatomical structure morphogenesis;regulation of angiogenesis;regulation of antigen processing and presentation;regulation of antigen processing and presentation of peptide or polysaccharide antigen via MHC class II;regulation of apoptosis;regulation of behavior;regulation of biological process;regulation of biological quality;regulation of biosynthetic process;regulation of blood coagulation;regulation of blood vessel endothelial cell migration;regulation of body fluid levels;regulation of catalytic activity;regulation of cell activation;regulation of cell adhesion;regulation of cell communication;regulation of cell cycle;regulation of cell death;regulation of cell migration;regulation of cell motility;regulation of cell proliferation;regulation of cell-matrix adhesion;regulation of cell-substrate adhesion;regulation of cell-substrate junction assembly;regulation of cellular biosynthetic process;regulation of cellular component biogenesis;regulation of cellular component movement;regulation of cellular component organization;regulation of cellular macromolecule biosynthetic process;regulation of cellular metabolic process;regulation of cellular process;regulation of cellular protein metabolic process;regulation of cGMP metabolic process;regulation of cGMP-mediated signaling;regulation of coagulation;regulation of cyclic nucleotide metabolic process;regulation of cysteine-type endopeptidase activity;regulation of cysteine-type endopeptidase activity involved in apoptotic process;regulation of cytokine biosynthetic process;regulation of cytokine production;regulation of dendritic cell antigen processing and presentation;regulation of developmental process;regulation of endopeptidase activity;regulation of endothelial cell apoptosis;regulation of endothelial cell chemotaxis;regulation of endothelial cell migration;regulation of endothelial cell proliferation;regulation of epithelial cell proliferation;regulation of fatty acid transport;regulation of fibrinolysis;regulation of fibroblast growth factor receptor signaling pathway;regulation of fibroblast migration;regulation of focal adhesion assembly;regulation of gene expression;regulation of granulocyte chemotaxis;regulation of hydrolase activity;regulation of chemotaxis;regulation of immune system process;regulation of interleukin-12 production;regulation of intracellular protein kinase cascade;regulation of kinase activity;regulation of leukocyte activation;regulation of leukocyte chemotaxis;regulation of leukocyte migration;regulation of lipid transport;regulation of localization;regulation of locomotion;regulation of macromolecule biosynthetic process;regulation of macromolecule metabolic process;regulation of macrophage activation;regulation of macrophage chemotaxis;regulation of MAP kinase activity;regulation of metabolic process;regulation of molecular function;regulation of mononuclear cell migration;regulation of multicellular organismal development;regulation of multicellular organismal process;regulation of nitric oxide mediated signal transduction;regulation of nitrogen compound metabolic process;regulation of nucleobase-containing compound metabolic process;regulation of nucleotide metabolic process;regulation of organic acid transport;regulation of peptidase activity;regulation of phosphate metabolic process;regulation of phosphorus metabolic process;regulation of phosphorylation;regulation of plasma membrane long-chain fatty acid transport;regulation of plasminogen activation;regulation of primary metabolic process;regulation of programmed cell death;regulation of protein kinase activity;regulation of protein kinase B signaling cascade;regulation of protein metabolic process;regulation of protein modification process;regulation of protein phosphorylation;regulation of protein processing;regulation of protein serine/threonine kinase activity;regulation of reactive oxygen species metabolic process;regulation of response to external stimulus;regulation of response to stimulus;regulation of response to stress;regulation of signal transduction;regulation of signaling;regulation of transferase activity;regulation of transforming growth factor beta production;regulation of transforming growth factor beta receptor signaling pathway;regulation of transforming growth factor beta1 production;regulation of translation;regulation of transmembrane receptor protein serine/threonine kinase signaling pathway;regulation of transmembrane transport;regulation of transport;regulation of tumor necrosis factor biosynthetic process;regulation of tumor necrosis factor production;regulation of wound healing;response to abiotic stimulus;response to calcium ion;response to carbohydrate stimulus;response to cytokine stimulus;response to drug;response to endogenous stimulus;response to endoplasmic reticulum stress;response to external stimulus;response to glucose stimulus;response to growth factor stimulus;response to heat;response to hexose stimulus;response to hormone stimulus;response to hypoxia;response to chemical stimulus;response to inorganic substance;response to magnesium ion;response to mechanical stimulus;response to metal ion;response to monosaccharide stimulus;response to nitric oxide;response to organic substance;response to oxygen levels;response to pain;response to progesterone stimulus;response to steroid hormone stimulus;response to stimulus;response to stress;response to temperature stimulus;response to testosterone stimulus;response to topologically incorrect protein;response to tumor necrosis factor;response to unfolded protein;response to wounding;secretion;secretion by cell;sprouting angiogenesis;tissue development;transport;vesicle-mediated transport"	"binding;calcium ion binding;carbohydrate binding;cation binding;collagen binding;collagen V binding;cytokine binding;extracellular matrix binding;fibrinogen binding;fibroblast growth factor binding;fibronectin binding;glycoprotein binding;glycosaminoglycan binding;growth factor binding;heparin binding;identical protein binding;integrin binding;ion binding;laminin binding;lipid binding;lipoprotein particle binding;low-density lipoprotein particle binding;metal ion binding;pattern binding;phosphatidylserine binding;phospholipid binding;polysaccharide binding;protein binding;protein complex binding;protein-lipid complex binding;proteoglycan binding;receptor binding;transforming growth factor beta binding"	"cell part;cell surface;cytoplasmic membrane-bounded vesicle;cytoplasmic membrane-bounded vesicle lumen;cytoplasmic part;cytoplasmic vesicle;cytoplasmic vesicle part;endoplasmic reticulum;endoplasmic reticulum lumen;endoplasmic reticulum part;external side of plasma membrane;extracellular matrix;extracellular membrane-bounded organelle;extracellular organelle;extracellular region;extracellular region part;extracellular space;extracellular vesicular exosome;fibrinogen complex;intracellular membrane-bounded organelle;intracellular organelle;intracellular organelle lumen;intracellular organelle part;intracellular part;macromolecular complex;membrane part;membrane-bounded organelle;membrane-bounded vesicle;membrane-enclosed lumen;organelle;organelle lumen;organelle part;plasma membrane part;platelet alpha granule;platelet alpha granule lumen;protein complex;sarcoplasmic reticulum;secretory granule lumen;stored secretory granule;vesicle;vesicle lumen"	"ECM-receptor interaction;Focal adhesion;Malaria;Phagosome;TGF-beta signaling pathway"	Cluster -164	4.13309	0.0202353	P07996	P07996	TSP1_HUMAN	THBS1	Thrombospondin-1
