Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
Reactome_2022	Post-translational Protein Phosphorylation R-HSA-8957275	29/106	2.741481e-24	2.629329e-22	0	0	1.844887e+01	1.000916e+03	APP;SERPINA1;ITIH2;SERPINC1;LAMC1;HSP90B1;C3;CST3;C4A;GPC3;QSOX1;APOE;APOB;FGA;SERPIND1;AHSG;APLP2;FGG;FN1;APOA1;LAMB1;PDIA6;F5;BPIFB2;TF;ALB;NOTUM;P4HB;MATN3
Reactome_2022	Cellular Responses To Stress R-HSA-2262752	63/722	1.035946e-21	9.107692e-20	0	0	4.967492e+00	2.400241e+02	YWHAE;RPL30;HSP90AB1;RPLP1;RPLP0;RPL10A;RPS14;RPS16;PHGDH;RPS10;RPS13;RPS9;HSP90AA1;RPL22;APOA1;RPSA;PDIA6;EEF1A1;H2BC12;PSMA6;H2BC11;PSME2;BLVRB;TKT;TLN1;BLVRA;VCP;PSMD14;PSMD13;RPL12;HSPA13;HSP90B1;PRDX2;PSMB2;RBBP4;PRDX1;LMNA;RPS3;RPS2;RPS27A;APOB;H2AZ1;HSPA9;DYNC1H1;HSPA8;HSPA5;IDH1;HMGA1;H1-1;H1-0;H1-2;H1-5;RPS25;PSMC5;PSMC6;PSMC3;PSMC4;PSMC1;PSMC2;ALB;HYOU1;P4HB;HSPA1A
Reactome_2022	Infectious Disease R-HSA-5663205	73/961	1.488209e-21	1.207739e-19	0	0	4.339101e+00	2.080890e+02	YWHAE;RPL30;FEN1;HSP90AB1;RPLP1;CLTC;RPLP0;ENO1;RPL10A;H2AC11;RPS14;RPS16;YWHAQ;SNRPD3;RPS10;RPS13;ACTR3;RPS9;HSP90AA1;TUBB;RPL22;AP1B1;RPSA;HLA-A;HSPG2;YWHAZ;H2BC12;PSMA6;H2BC11;PSME2;MYH9;MASP1;PPIA;KPNB1;LTF;SEC23A;VCP;SDC4;PSMD14;PSMD13;RPL12;HSD17B4;C3;GANAB;PSMB2;RBBP4;MAN2A1;RPS3;PGK1;GPC3;RPS2;RPS27A;DYNC1H1;XRCC6;NPM1;TGFB1;XRCC5;HMGA1;EEF2;IGLL5;RPS25;PSMC5;HNRNPK;PSMC6;PSMC3;PSMC4;PSMC1;PSMC2;H2AC21;SDC1;AGRN;RAN;HSPA1A
Reactome_2022	Cellular Responses To Stimuli R-HSA-8953897	63/736	2.824411e-21	2.128396e-19	0	0	4.860555e+00	2.299820e+02	YWHAE;RPL30;HSP90AB1;RPLP1;RPLP0;RPL10A;RPS14;RPS16;PHGDH;RPS10;RPS13;RPS9;HSP90AA1;RPL22;APOA1;RPSA;PDIA6;EEF1A1;H2BC12;PSMA6;H2BC11;PSME2;BLVRB;TKT;TLN1;BLVRA;VCP;PSMD14;PSMD13;RPL12;HSPA13;HSP90B1;PRDX2;PSMB2;RBBP4;PRDX1;LMNA;RPS3;RPS2;RPS27A;APOB;H2AZ1;HSPA9;DYNC1H1;HSPA8;HSPA5;IDH1;HMGA1;H1-1;H1-0;H1-2;H1-5;RPS25;PSMC5;PSMC6;PSMC3;PSMC4;PSMC1;PSMC2;ALB;HYOU1;P4HB;HSPA1A
Reactome_2022	Extracellular Matrix Organization R-HSA-1474244	40/291	5.075661e-21	3.569882e-19	0	0	7.956597e+00	3.718104e+02	COL18A1;LAMA5;TNXB;SDC4;SERPINE1;LTBP4;PLOD3;PLOD2;FBLN1;PLG;PLOD1;LAMC1;NID1;THBS1;FBLN5;COMP;VTN;EFEMP1;CTSD;CTSB;FGB;FGA;TGFB1;LUM;ACTN1;FGG;FN1;LAMB1;HSPG2;COL1A1;COL2A1;P4HA1;COL6A1;SDC1;COL6A3;P4HB;AGRN;FMOD;PPIB;MATN3
Reactome_2022	Complement Cascade R-HSA-166658	20/55	6.323321e-20	4.151019e-18	0	0	2.743138e+01	1.212672e+03	COLEC10;CPB2;C1S;CFH;C1R;PROS1;CFI;C4BPA;C8B;CLU;C4B;C3;C4A;VTN;IGLL5;C5;SERPING1;CFHR5;MASP1;HNRNPC
Reactome_2022	Axon Guidance R-HSA-422475	51/519	6.688846e-20	4.151019e-18	0	0	5.537115e+00	2.444706e+02	RPL30;HSP90AB1;RPLP1;CLTC;RPLP0;CLSTN1;LAMC1;RPL10A;RPS14;RPS16;DPYSL5;DPYSL2;RPS10;SPTAN1;RPS13;ACTR3;CAP1;RPS9;HSP90AA1;RPL22;RPSA;PSMA6;MYL6;COL6A1;PSME2;COL6A3;MYH9;PFN1;TLN1;EZR;GRB7;PSMD14;PSMD13;RPL12;RELN;PSMB2;RPS3;RPS2;RPS27A;SPTBN1;HSPA8;LAMB1;RPS25;PSMC5;PSMC6;PSMC3;PSMC4;PSMC1;PSMC2;CNTN1;AGRN
Reactome_2022	Metabolism R-HSA-1430728	109/2049	7.288656e-20	4.271962e-18	0	0	3.115472e+00	1.372845e+02	RPL30;ALDH1L1;CLSTN1;ENO1;RPL10A;RPS14;RPS16;RPS10;RPS13;RPS9;RARS1;HGD;RPL22;ACOT13;RPSA;HSPG2;ACLY;RBP4;PSME2;KPNB1;CEMIP;SDC4;PSMD14;SHMT2;PSMD13;ADH5;LDHB;LDHA;APOM;ESD;PGK1;APOE;APOB;PCK2;IDH1;PYCR1;PAICS;CS;EXT1;GLUD1;RPS25;B4GAT1;FASN;OGN;ALB;SDC1;MAN2B1;GALK1;PYGB;MOCS3;HSP90AB1;B4GALT1;RPLP1;HEXB;RPLP0;ADK;SLC2A1;PYGL;ETFB;ATIC;PHGDH;HSP90AA1;TPI1;GSTO1;DCXR;AKR1A1;APOA1;APRT;PSMA6;UGDH;PKM;ALDH1A1;BLVRB;ALDOC;TKT;BLVRA;SEC23A;OAT;AHCY;RPL12;TYRP1;HSD17B4;PPP2CA;UGP2;ATP5F1B;PSMB2;RPS3;GPC3;RPS2;RPS27A;GC;LUM;MDH2;PLA2G2A;AKR1C3;APOC3;ASS1;PSMC5;PSMC6;GSTA5;PSMC3;PSMC4;PSAT1;PSMC1;APOC2;PSMC2;FMOD;AGRN;RAN
Reactome_2022	Nervous System Development R-HSA-9675108	51/545	5.591517e-19	3.104764e-17	0	0	5.238549e+00	2.201650e+02	RPL30;HSP90AB1;RPLP1;CLTC;RPLP0;CLSTN1;LAMC1;RPL10A;RPS14;RPS16;DPYSL5;DPYSL2;RPS10;SPTAN1;RPS13;ACTR3;CAP1;RPS9;HSP90AA1;RPL22;RPSA;PSMA6;MYL6;COL6A1;PSME2;COL6A3;MYH9;PFN1;TLN1;EZR;GRB7;PSMD14;PSMD13;RPL12;RELN;PSMB2;RPS3;RPS2;RPS27A;SPTBN1;HSPA8;LAMB1;RPS25;PSMC5;PSMC6;PSMC3;PSMC4;PSMC1;PSMC2;CNTN1;AGRN
Reactome_2022	Regulation Of Complement Cascade R-HSA-977606	18/45	6.014980e-19	3.172902e-17	0	0	3.185982e+01	1.336674e+03	CPB2;C1S;CFH;C1R;PROS1;CFI;C4BPA;C8B;CLU;C3;C4B;C4A;VTN;IGLL5;C5;CFHR5;SERPING1;HNRNPC
Reactome_2022	Post-translational Protein Modification R-HSA-597592	83/1383	4.789514e-18	2.406161e-16	0	0	3.391456e+00	1.352516e+02	APP;SERPINA1;B4GALT1;PROS1;ETFB;LAMC1;H2AC11;TUBA1C;C4A;TUBB3;QSOX1;MAN1A1;NANS;SPTAN1;PDIA3;FGA;AHSG;TUBB;APLP2;FGG;APOA1;ALG1;HLA-A;PDIA6;F5;EEF1A1;H2BC12;PSMA6;F9;H2BC11;PSME2;MATN3;SEC23A;VCP;COPA;ITIH2;PCNA;PSMD14;SERPINC1;PSMD13;COPB1;USO1;THBS1;HSP90B1;C3;CST3;GANAB;ADAMTS13;CAND1;PSMB2;MAN2A1;LMAN2;GPC3;RPS2;APOE;RPS27A;APOB;SPTBN1;DYNC1H1;HSPA8;NPM1;TGFB1;SERPIND1;FN1;LAMB1;TUBB4B;EEF2;PSMC5;BPIFB2;TF;HNRNPK;PSMC6;PSMC3;B4GAT1;PSMC4;PSMC1;PSMC2;H2AC21;ALB;UBA1;HNRNPC;NOTUM;P4HB
Reactome_2022	Regulation Of Expression Of SLITs And ROBOs R-HSA-9010553	27/167	2.291221e-16	1.098745e-14	0	0	9.369482e+00	3.374164e+02	RPL30;PSMD14;PSMD13;RPLP1;RPL12;RPLP0;RPL10A;RPS14;RPS16;PSMB2;RPS3;RPS2;RPS27A;RPS10;RPS13;RPS9;RPL22;RPSA;RPS25;PSMA6;PSMC5;PSMC6;PSMC3;PSMC4;PSMC1;PSMC2;PSME2
Reactome_2022	Formation Of Fibrin Clot (Clotting Cascade) R-HSA-140877	15/37	4.168974e-16	1.912290e-14	0	0	3.235492e+01	1.145807e+03	FGB;FGA;SERPIND1;VWF;SERPINC1;PROS1;FGG;F13A1;TFPI;SERPINA5;F5;F9;C1QBP;SERPING1;F13B
Reactome_2022	Signaling By ROBO Receptors R-HSA-376176	29/209	1.168008e-15	5.134369e-14	0	0	7.850321e+00	2.699213e+02	RPL30;PSMD14;PSMD13;RPLP1;RPL12;RPLP0;RPL10A;RPS14;RPS16;PSMB2;RPS3;RPS2;RPS27A;RPS10;RPS13;CAP1;RPS9;RPL22;RPSA;RPS25;PSMA6;PSMC5;PSMC6;PSMC3;PSMC4;PSMC1;PSMC2;PSME2;PFN1
Reactome_2022	Formation Of Tubulin Folding Intermediates By CCT/TriC R-HSA-389960	13/26	1.291068e-15	5.448306e-14	0	0	4.724638e+01	1.619762e+03	CCT3;CCT2;TUBB;TUBB4B;TUBA4A;CCT6B;TUBA1C;TUBB3;TCP1;CCT8;CCT7;CCT5;CCT4
Reactome_2022	Metabolism Of Carbohydrates R-HSA-71387	33/285	2.753499e-15	1.117285e-13	0	0	6.421652e+00	2.152917e+02	PYGB;CEMIP;B4GALT1;SDC4;HEXB;SLC2A1;ENO1;PYGL;PPP2CA;UGP2;GPC3;PGK1;PHGDH;RPS27A;PCK2;TPI1;MDH2;LUM;DCXR;AKR1A1;HSPG2;EXT1;PKM;B4GAT1;OGN;ALDH1A1;SDC1;ALDOC;MAN2B1;TKT;AGRN;FMOD;GALK1
Reactome_2022	Metabolism Of Amino Acids And Derivatives R-HSA-71291	37/364	3.641009e-15	1.422691e-13	0	0	5.583800e+00	1.856419e+02	RPL30;AHCY;OAT;PSMD14;PSMD13;RPLP1;RPL12;RPLP0;TYRP1;RPL10A;RPS14;RPS16;PSMB2;RPS3;PHGDH;RPS2;RPS27A;RPS10;RPS13;RPS9;RARS1;HGD;RPL22;PYCR1;RPSA;ASS1;GLUD1;RPS25;PSMA6;PSMC5;PSMC6;PSMC3;PSMC4;PSAT1;PSMC1;PSMC2;PSME2
Reactome_2022	Prefoldin Mediated Transfer Of Substrate To CCT/TriC R-HSA-389957	13/28	4.471079e-15	1.684639e-13	0	0	4.094267e+01	1.352793e+03	CCT3;CCT2;TUBB;TUBB4B;TUBA4A;CCT6B;TUBA1C;TUBB3;TCP1;CCT8;CCT7;CCT5;CCT4
Reactome_2022	Eukaryotic Translation Elongation R-HSA-156842	19/90	4.353382e-14	1.583730e-12	0	0	1.279129e+01	3.935270e+02	RPL30;RPS9;RPLP1;RPL12;RPLP0;RPL22;RPSA;RPL10A;EEF2;EEF1A1;EEF1G;RPS14;RPS25;RPS16;RPS3;RPS2;RPS27A;RPS10;RPS13
Reactome_2022	Cooperation Of Prefoldin And TriC/CCT In Actin And Tubulin Folding R-HSA-389958	13/33	6.212040e-14	2.184567e-12	0	0	3.069915e+01	9.335521e+02	CCT3;CCT2;TUBB;TUBB4B;TUBA4A;CCT6B;TUBA1C;TUBB3;TCP1;CCT8;CCT7;CCT5;CCT4
Reactome_2022	Apoptosis R-HSA-109581	25/178	8.547763e-14	2.908997e-12	0	0	7.893539e+00	2.375207e+02	YWHAE;PSMD14;PSMD13;YWHAQ;PSMB2;C1QBP;LMNA;RPS27A;SPTAN1;GSN;H1-1;H1-0;YWHAZ;H1-2;H1-5;PSMA6;PSMC5;PSMC6;PSMC3;PSMC4;FASN;PSMC1;PSMC2;PSME2;KPNB1
Reactome_2022	Peptide Chain Elongation R-HSA-156902	18/86	2.398471e-13	7.857693e-12	0	0	1.262369e+01	3.668289e+02	RPL30;RPS9;RPLP1;RPL12;RPLP0;RPL22;RPSA;RPL10A;EEF2;EEF1A1;RPS14;RPS25;RPS16;RPS3;RPS2;RPS27A;RPS10;RPS13
Reactome_2022	Developmental Biology R-HSA-1266738	63/1073	2.457856e-13	7.857693e-12	0	0	3.181017e+00	9.235865e+01	RPL30;HSP90AB1;RPLP1;CLTC;RPLP0;CLSTN1;LAMC1;RPL10A;RPS14;RPS16;DPYSL5;DPYSL2;RPS10;SPTAN1;RPS13;ACTR3;CAP1;RPS9;HSP90AA1;KRT2;RPL22;KRT1;KRT8;RPSA;KRT9;H2BC12;PSMA6;MYL6;COL6A1;H2BC11;PSME2;COL6A3;MYH9;PFN1;TLN1;EZR;GRB7;PSMD14;PSMD13;RPL12;RELN;PSMB2;RBBP4;RPS3;RPS2;RPS27A;SPTBN1;H2AZ1;HSPA8;TGFB1;LAMB1;KRT10;RPS25;PSMC5;KRT19;PSMC6;KRT18;PSMC3;PSMC4;PSMC1;PSMC2;CNTN1;AGRN
Reactome_2022	Programmed Cell Death R-HSA-5357801	26/208	4.406659e-13	1.367360e-11	0	0	6.908087e+00	1.965385e+02	YWHAE;PSMD14;PSMD13;PSMB2;YWHAQ;C1QBP;LMNA;RPS27A;SPTAN1;HSP90AA1;GSN;H1-1;H1-0;YWHAZ;H1-2;H1-5;PSMA6;PSMC5;PSMC6;PSMC3;PSMC4;FASN;PSMC1;PSMC2;PSME2;KPNB1
Reactome_2022	Binding And Uptake Of Ligands By Scavenger Receptors R-HSA-2173782	13/41	1.635364e-12	4.929454e-11	0	0	2.191900e+01	5.948630e+02	HSP90AA1;AMBP;APOA1;HSP90B1;JCHAIN;COL1A1;IGLL5;FTH1;ALB;HYOU1;APOE;MASP1;APOB
Reactome_2022	Folding Of Actin By CCT/TriC R-HSA-390450	8/10	1.753365e-12	5.138335e-11	0	0	1.868353e+02	5.057536e+03	CCT3;CCT2;TCP1;CCT8;CCT7;CCT5;CCT4;CCT6B
Reactome_2022	Influenza Infection R-HSA-168255	22/157	2.835853e-12	8.086013e-11	0	0	7.821417e+00	2.079612e+02	RPL30;RPS9;HSP90AA1;TGFB1;RPLP1;RPL12;RPL22;CLTC;RPLP0;RPSA;RPL10A;RPS14;RPS25;RPS16;RPS3;RPS2;RPS27A;RPS10;RPS13;KPNB1;RAN;HSPA1A
Reactome_2022	Retinoid Metabolism And Transport R-HSA-975634	13/43	3.265722e-12	9.066677e-11	0	0	2.045564e+01	5.410013e+02	SDC4;AKR1C3;APOA1;APOC3;HSPG2;RBP4;APOM;APOC2;GPC3;SDC1;APOE;APOB;AGRN
Reactome_2022	Hedgehog Ligand Biogenesis R-HSA-5358346	15/64	4.196744e-12	1.135273e-10	0	0	1.450664e+01	3.800262e+02	VCP;PSMD14;PSMD13;PSMA6;PSMC5;PSMC6;PSMB2;PSMC3;PSMC4;PSMC1;PSMC2;PSME2;NOTUM;P4HB;RPS27A
Reactome_2022	AUF1 (hnRNP D0) Binds And Destabilizes mRNA R-HSA-450408	14/54	4.932804e-12	1.301027e-10	0	0	1.655339e+01	4.309694e+02	HSPA8;PSMD14;PSMD13;PSMA6;PSMC5;PSMC6;PSMB2;PSMC3;PSMC4;PSMC1;PSMC2;PSME2;RPS27A;HSPA1A
Reactome_2022	ER-Phagosome Pathway R-HSA-1236974	17/89	5.377313e-12	1.383675e-10	0	0	1.123025e+01	2.914119e+02	FGB;PDIA3;FGA;PSMD14;PSMD13;FGG;HLA-A;PSMA6;PSMC5;PSMC6;PSMB2;PSMC3;PSMC4;PSMC1;PSMC2;PSME2;RPS27A
Reactome_2022	Nuclear Events Mediated By NFE2L2 R-HSA-9759194	16/78	7.225308e-12	1.814928e-10	0	0	1.225084e+01	3.142762e+02	PSMD14;PSMD13;IDH1;PSMA6;PSMC5;PSMC6;PSMB2;PSMC3;PSMC4;PRDX1;PSMC1;PSMC2;PSME2;PHGDH;TKT;RPS27A
Reactome_2022	Common Pathway Of Fibrin Clot Formation R-HSA-140875	10/22	9.112963e-12	2.235855e-10	0	0	3.909073e+01	9.937380e+02	FGB;FGA;SERPIND1;SERPINC1;PROS1;FGG;F13A1;F13B;F5;SERPINA5
Reactome_2022	Metabolism Of Fat-Soluble Vitamins R-HSA-6806667	13/47	1.162339e-11	2.786973e-10	0	0	1.804540e+01	4.543470e+02	SDC4;AKR1C3;APOA1;APOC3;HSPG2;RBP4;APOM;APOC2;GPC3;SDC1;APOE;APOB;AGRN
Reactome_2022	GTP Hydrolysis And Joining Of 60S Ribosomal Subunit R-HSA-72706	18/109	1.672156e-11	3.920277e-10	0	0	9.421962e+00	2.337996e+02	EIF4A1;RPL30;RPS9;RPLP1;RPL12;RPL22;RPLP0;RPSA;RPL10A;RPS14;RPS25;RPS16;EIF5;RPS3;RPS2;RPS27A;RPS10;RPS13
Reactome_2022	Role Of GTSE1 In G2/M Progression After G2 Checkpoint R-HSA-8852276	14/59	1.834162e-11	4.206611e-10	0	0	1.471036e+01	3.636672e+02	HSP90AA1;HSP90AB1;PSMD14;PSMD13;PSMA6;PSMC5;PSMC6;PSMB2;PSMC3;PSMC4;PSMC1;PSMC2;PSME2;RPS27A
Reactome_2022	Metabolism Of RNA R-HSA-8953854	44/666	3.285863e-11	7.375714e-10	0	0	3.500222e+00	8.449119e+01	EIF4A1;RPL30;PSMD14;DHX9;PSMD13;RPL12;RPLP1;RPLP0;SRSF1;RPL10A;PRPF19;PPP2CA;RPS14;RPS16;PSMB2;RPS3;RPS2;SNRPD3;RPS27A;HNRNPA1;RPS10;RPS13;HSPA8;RPS9;RPL22;IGF2;RPSA;YWHAZ;PSMA6;RPS25;PSMC5;HNRNPK;PSMC6;DDX39B;PSMC3;PSMC4;PSMC1;PSMC2;PSME2;SRSF3;PPIE;HNRNPC;RAN;HSPA1A
Reactome_2022	Selenoamino Acid Metabolism R-HSA-2408522	18/114	3.641988e-11	8.004785e-10	0	0	8.928943e+00	2.146152e+02	RPL30;RPS9;RARS1;AHCY;RPLP1;RPL12;RPL22;RPLP0;RPSA;RPL10A;RPS14;RPS25;RPS16;RPS3;RPS2;RPS27A;RPS10;RPS13
