"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","HBV_vs_HBV.myr","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
1.1375615969879,15.183762544972,7.05670422561016,0.000109765907382426,0.00726023073115186,1.47804997850927,"P80188",2,6.99873118826421,0.000112781298074716,0.00800219375336425,-1.1375615969879,"Up in HBV",2.09679093746112,"LCN2","Neutrophil gelatise-associated lipocalin","P80188"
-1.25616439560433,16.1102057242726,-7.21027672717512,9.44483672181542e-05,0.00672762984953929,1.63892156181803,"Q15413",1,-6.92866918774828,0.000120983490871598,0.00800219375336425,1.25616439560433,"Up in HBV.myr",2.09679093746112,"RYR3","Ryanodine receptor 3","Q15413"
-0.957458046881499,18.0550754474883,-6.32780541899945,0.000232010005758691,0.0143227510221699,0.675728803505515,"B9A031",1,-6.00068662641313,0.000323145873828009,0.0199488719443157,0.957458046881502,"Up in HBV.myr",1.7000816574815,"SERF2","Small EDRK-rich factor 2","B9A031"
0.919177210342546,16.4943462550513,5.88088306680245,0.000378616977552963,0.0219124575758777,0.150123784098963,"P00995",2,5.82838617995355,0.000392282914912586,0.0227033737005659,-0.91917721034255,"Up in HBV",1.64390960224865,"SPINK1","Serine protease inhibitor Kazal-type 1","P00995"
0.859108418799348,17.2100840223074,5.64955960376367,0.000492712726741168,0.0268383520566072,-0.13257257824087,"P10619",3,5.65013198786528,0.000481350111620947,0.0262194237271174,-0.859108418799352,"Up in HBV",1.58137685783599,"CTSA","Lysosomal protective protein","P10619"
-0.987991968505376,16.8479704548706,-5.35192463639739,0.000698728909535584,0.0359457205683306,-0.507352313712651,"Q8N0Y7",2,-5.32221523049088,0.000709142080959063,0.0364814203871162,0.987991968505376,"Up in HBV.myr",1.437928260961,"PGAM4","Probable phosphoglycerate mutase 4","Q8N0Y7"
0.619462427546406,19.8870995213441,4.99818340173631,0.0010752494478021,0.0432904777680324,-0.969313982404146,"P07602",14,5.21086506611888,0.000811571252734805,0.0380672006087132,-0.619462427546399,"Up in HBV",1.41944905922161,"PSAP","Prosaposin","P07602"
0.581395355876545,19.6483595124699,5.00379822227762,0.00106777062959115,0.0432904777680324,-0.961839530944594,"P07858",12,5.18821716134368,0.000834326504210016,0.0380672006087132,-0.581395355876548,"Up in HBV",1.41944905922161,"CTSB","Cathepsin B","P07858"
-1.24195146221428,16.2723302429059,-5.26875907668709,0.000772035506769452,0.0376265725930796,-0.614333533172878,"Q9H892",1,-5.16034368292971,0.000863295046201919,0.0380672006087132,1.24195146221427,"Up in HBV.myr",1.41944905922161,"TTC12","Tetratricopeptide repeat protein 12","Q9H892"
-1.7457754577048,17.7529894343098,-5.1604872907339,0.000880381881834228,0.0407616811289248,-0.755105530270462,"O15033",1,-5.11620001577191,0.000911448526814377,0.0383636970831869,1.7457754577048,"Up in HBV.myr",1.41607954682311,"AREL1","Apoptosis-resistant E3 ubiquitin protein ligase 1","O15033"
-0.477396548215026,23.3018329087481,-4.56163956603077,0.00187604784933267,0.066816165710848,-1.56450921712917,"P02766",10,-4.70117748657188,0.00153911690860174,0.0605396865651622,0.477396548215022,"Non-significant",1.21795983186595,"TTR","Transthyretin","P02766"
0.633829582822241,20.1981149983909,4.57349223375337,0.00184722972133019,0.066816165710848,-1.5479831517255,"P18428",8,4.62466925491801,0.00169981841327669,0.0605396865651622,-0.633829582822248,"Non-significant",1.21795983186595,"LBP","Lipopolysaccharide-binding protein","P18428"
-1.12776161984869,20.3003241907429,-4.78319384322249,0.00140946813458574,0.0543819788594332,-1.25896710236731,"Q86VP1",1,-4.68482188990964,0.00157202935466322,0.0605396865651622,1.1277616198487,"Non-significant",1.21795983186595,"TAX1BP1","Tax1-binding protein 1","Q86VP1"
-0.584314097595728,16.0948701942846,-5.0892143196475,0.000960738133383509,0.0423639767387205,-0.84869978764659,"Q96IP4",1,-4.64746602144481,0.00165010678860937,0.0605396865651622,0.584314097595724,"Non-significant",1.21795983186595,"TENT5A","Termil nucleotidyltransferase 5A","Q96IP4"
0.60229677262727,20.5109585053012,4.44616138873756,0.00218381375451314,0.0748967235807099,-1.72657793072106,"P0DJI8",12,4.56895611467821,0.00182829041533477,0.0627035897999999,-0.602296772627273,"Non-significant",1.2027075949635,"SAA1","Serum amyloid A-1 protein","P0DJI8"
0.365588619294424,23.1297935078965,3.68757950386668,0.00621962990234687,0.155658845664141,-2.83678067688962,"P01011",29,4.37491533015273,0.00236484752873194,0.0776735092270825,-0.365588619294424,"Non-significant",1.10972707332455,"SERPI3","Alpha-1-antichymotrypsin","P01011"
0.680706133925277,16.708793808304,4.39404536055794,0.00234028737026668,0.077396646602391,-1.80034592780376,"P22352",2,4.35388624871252,0.00243253970581576,0.0776735092270825,-0.680706133925277,"Non-significant",1.10972707332455,"GPX3","Glutathione peroxidase 3","P22352"
1.1045397808634,15.6844252770717,4.03607118566881,0.00380550601894425,0.117463285784746,-2.31730386421534,"P60660",2,4.03269345655512,0.00377389038987842,0.115644957287368,-1.1045397808634,"Non-significant",0.936873299944961,"MYL6","Myosin light polypeptide 6","P60660"
-1.40234588003527,18.1449980672145,-4.0468948802541,0.00374893671635417,0.117463285784746,-2.30141706913514,"Q4G0N4",1,-4.01435525248785,0.00387148345130497,0.115644957287368,1.40234588003527,"Non-significant",0.936873299944961,"DK2","D kise 2, mitochondrial","Q4G0N4"
0.531772922988822,16.4228651198428,3.89968633888859,0.00460263111468042,0.133188637881065,-2.51879780223004,"P25774",2,3.85044338292057,0.0048744668516716,0.141054884520247,-0.531772922988825,"Non-significant",0.850611870278126,"CTSS","Cathepsin S","P25774"
0.274613815745326,23.3487587077471,2.88961836671755,0.0203455070845784,0.279462843578598,-4.07173956062796,"P01009",43,3.80936844492733,0.0051672757055395,0.14218963380913,-0.274613815745326,"Non-significant",0.847132064250382,"SERPI1","Alpha-1-antitrypsin","P01009"
0.8729181290011,16.3188759172974,3.8703135437372,0.00479675344069381,0.134599808669166,-2.56250464240978,"P28827",1,3.78252322895784,0.00536878158095852,0.14218963380913,-0.8729181290011,"Non-significant",0.847132064250382,"PTPRM","Receptor-type tyrosine-protein phosphatase mu","P28827"
1.26713179733285,15.1116204619248,3.81622204246394,0.00517759327393175,0.141013275637082,-2.64327409405198,"P30530",1,3.78179830793566,0.00537433821092825,0.14218963380913,-1.26713179733285,"Non-significant",0.847132064250382,"AXL","Tyrosine-protein kise receptor UFO","P30530"
0.740599184667147,16.4504177755448,3.72967236879766,0.00585592237171837,0.152748891109362,-2.77324915175236,"O14950",2,3.71332343602648,0.00592797085909174,0.14498772265786,-0.740599184667147,"Non-significant",0.83866877161116,"MYL12A;MYL12B","Myosin regulatory light chain 12B","O14950"
0.499519648948077,16.4719790508185,4.0055988990248,0.00396975913415269,0.118580547039529,-2.3621135443803,"P07741",1,3.70659236594851,0.00598559294612347,0.14498772265786,-0.499519648948073,"Non-significant",0.83866877161116,"APRT","Adenine phosphoribosyltransferase","P07741"
0.441509280623947,18.5133935809548,3.61673476601229,0.00688732293372366,0.163529770169951,-2.94416196043059,"Q12841",12,3.73803925414576,0.00572141638984148,0.14498772265786,-0.441509280623951,"Non-significant",0.83866877161116,"FSTL1","Follistatin-related protein 1","Q12841"
-1.3341734650406,14.72831284799,-3.71988651890441,0.00593840181418686,0.152748891109362,-2.78800080516005,"Q53RD9",1,-3.6927028078147,0.00610639436679972,0.14498772265786,1.3341734650406,"Non-significant",0.83866877161116,"FBLN7","Fibulin-7","Q53RD9"
0.816755657047704,23.7487769821955,3.52609306542503,0.00785500377340015,0.181843337354213,-3.0823446680733,"P10809",28,3.63015930061218,0.0066834910542558,0.154722817906022,-0.816755657047704,"Non-significant",0.810445633553916,"HSPD1","60 kDa heat shock protein, mitochondrial","P10809"
-0.911560157467202,14.4263912716748,-3.63774834334442,0.00668164210726975,0.162821068192942,-2.91225280779345,"Q9BX68",1,-3.57251974330528,0.00726696088338706,0.164126970195522,0.9115601574672,"Non-significant",0.784820047559536,"HINT2","Histidine triad nucleotide-binding protein 2, mitochondrial","Q9BX68"
-0.589732699011527,18.1755447888141,-3.39510814664078,0.0095168410564663,0.204944065541577,-3.28349076747834,"P00488",2,-3.37249138308571,0.00974951359983899,0.197093287916168,0.589732699011524,"Non-significant",0.705328165525761,"F13A1","Coagulation factor XIII A chain","P00488"
0.293883277145124,22.3186532540518,2.51802976662342,0.0360937466660265,0.375537184412815,-4.65505685149627,"P04114",128,3.38411486704481,0.00958308022241426,0.197093287916168,-0.293883277145124,"Non-significant",0.705328165525761,"APOB","Apolipoprotein B-100","P04114"
0.402425527345056,20.0888322506105,3.32401837704152,0.0105712930931836,0.216306403981356,-3.39331718384305,"P08833",8,3.36963968559178,0.00979081127877294,0.197093287916168,-0.402425527345049,"Non-significant",0.705328165525761,"IGFBP1","Insulin-like growth factor-binding protein 1","P08833"
-0.863874683057801,14.9626638628484,-3.45252211573645,0.00874662029724246,0.197545619396257,-3.19512112545807,"Q13423",1,-3.3904072358445,0.0094942374362077,0.197093287916168,0.863874683057798,"Non-significant",0.705328165525761,"NNT","D(P) transhydrogese, mitochondrial","Q13423"
-0.598396184738753,18.9146188062916,-3.41333175565649,0.00926486449014285,0.204268202806483,-3.25540867482276,"Q9NQS5",2,-3.39119745316816,0.00948314197547948,0.197093287916168,0.598396184738753,"Non-significant",0.705328165525761,"GPR84","G-protein coupled receptor 84","Q9NQS5"
-0.429098514734871,25.1734572817844,-3.23714734112867,0.0120298687305119,0.225260621691159,-3.52808328601813,"P04217",13,-3.34421613719453,0.0101672645798516,0.198390422093203,0.429098514734875,"Non-significant",0.702479298575379,"A1BG","Alpha-1B-glycoprotein","P04217"
0.451816168307548,20.5148273726121,3.16252777884471,0.0134519912975388,0.235029130972093,-3.64427948615315,"P07339",18,3.30912128734672,0.0107122258149678,0.198390422093203,-0.451816168307552,"Non-significant",0.702479298575379,"CTSD","Cathepsin D","P07339"
0.46899911279268,20.098207408051,3.18449436016909,0.0130158532616216,0.231782310005031,-3.61003503209902,"P27797",17,3.31330529749956,0.0106456673908425,0.198390422093203,-0.468999112792677,"Non-significant",0.702479298575379,"CALR","Calreticulin","P27797"
0.53896897556265,15.3197379796327,3.36049406256485,0.0100156360418861,0.210783613063329,-3.33691166492792,"Q9H4G4",2,3.33250208587883,0.0103458347290123,0.198390422093203,-0.53896897556265,"Non-significant",0.702479298575379,"GLIPR2","Golgi-associated plant pathogenesis-related protein 1","Q9H4G4"
0.545737981704903,17.5117696513878,3.31301474230784,0.0107452425303913,0.216306403981356,-3.41035476683968,"P04350",2,3.28736475957793,0.0110654702581371,0.20091422468696,-0.5457379817049,"Non-significant",0.696989314200688,"TUBB4A;TUBB4B","Tubulin beta-4A chain","P04350"
-1.01672498550872,19.5883751076852,-3.21194554751896,0.0124916131263157,0.226808504999379,-3.56728485677826,"P02538",3,-3.21979829665492,0.0122428997025812,0.202445091510539,1.01672498550872,"Non-significant",0.693692748684307,"KRT6A","Keratin, type II cytoskeletal 6A","P02538"
0.413224768984648,16.9450089894388,3.22977250931117,0.0121631005232807,0.225260621691159,-3.53955024712448,"P02545",4,3.23527491326799,0.0119620261225087,0.202445091510539,-0.413224768984652,"Non-significant",0.693692748684307,"LM","Prelamin-A/C","P02545"
-0.637294166653096,21.7762867336319,-3.23324362402724,0.0121001997964985,0.225260621691159,-3.53415260393548,"P03952",4,-3.24145774979145,0.0118517207136972,0.202445091510539,0.637294166653103,"Non-significant",0.693692748684307,"KLKB1","Plasma kallikrein","P03952"
1.28031408059745,14.7624784466819,3.26404544488907,0.0115568147729889,0.225260621691159,-3.48629357266962,"Q02338",1,3.2457158885452,0.0117763757955786,0.202445091510539,-1.28031408059745,"Non-significant",0.693692748684307,"BDH1","D-beta-hydroxybutyrate dehydrogese, mitochondrial","Q02338"
-0.456090606602274,19.9803830206726,-3.08790542683199,0.0150517319873334,0.253416433095832,-3.76082661517546,"Q15063",19,-3.23159765297856,0.0120281423573267,0.202445091510539,0.456090606602277,"Non-significant",0.693692748684307,"POSTN","Periostin","Q15063"
-0.295862755054429,23.6251632767465,-2.8497591632213,0.0216256978638093,0.28204783411109,-4.13437174094305,"P02760",21,-3.16825667139251,0.0132293452660501,0.214918837129164,0.295862755054422,"Non-significant",0.667725517953304,"AMBP","Protein AMBP","P02760"
0.462771719926554,19.0862386663864,3.09286219379028,0.0149395250324793,0.253416433095832,-3.75307541004021,"P07437",10,3.14326709170536,0.0137373225978994,0.219323460787152,-0.46277171992655,"Non-significant",0.658914909838962,"TUBB","Tubulin beta chain","P07437"
0.311094268608151,17.9305273179092,3.02494901338502,0.016556124124839,0.26896440244914,-3.85937987600874,"Q9UBR2",5,3.03073439088434,0.0162912078920582,0.255689127255015,-0.311094268608148,"Non-significant",0.59228773921475,"CTSZ","Cathepsin Z","Q9UBR2"
0.384664951090324,15.2444300091275,3.06248840795583,0.0156411193390309,0.258637080498976,-3.80059237271258,"O75882",2,3.01542314242692,0.0166752635799707,0.257354901250882,-0.384664951090326,"Non-significant",0.589467556320192,"ATRN","Attractin","O75882"
-0.445640261016855,16.8938740137703,-2.98387228891468,0.0176216698334177,0.279462843578598,-3.92377452639743,"P05387",3,-2.98384207754828,0.0174975329860749,0.261334121695248,0.445640261016848,"Non-significant",0.582803881904945,"RPLP2","60S acidic ribosomal protein P2","P05387"
0.408475520649894,17.0662968888374,2.88179253812579,0.0205905087409699,0.279462843578598,-4.08403457570788,"P15144",15,2.9869415355379,0.0174149954231555,0.261334121695248,-0.408475520649901,"Non-significant",0.582803881904945,"ANPEP","Aminopeptidase N","P15144"
0.300228688810016,20.0309947257781,2.86631432482483,0.0210841338782442,0.279462843578598,-4.10835515815199,"P02748",10,2.95385377306049,0.0183174596349208,0.26506094535022,-0.300228688810027,"Non-significant",0.576654257436209,"C9","Complement component C9","P02748"
0.431962165072896,18.1137732517473,2.90716673932068,0.0198070577832677,0.279462843578598,-4.04417396012061,"P07686",8,2.93662678798983,0.0188064499762254,0.26506094535022,-0.431962165072903,"Non-significant",0.576654257436209,"HEXB","Beta-hexosaminidase subunit beta","P07686"
1.35250073710068,14.9868744880627,2.94208834445458,0.0187791116374869,0.279462843578598,-3.98933902047822,"P10155",1,2.93251423684355,0.0189251788267172,0.26506094535022,-1.35250073710067,"Non-significant",0.576654257436209,"RO60","60 kDa SS-A/Ro ribonucleoprotein","P10155"
0.375254478321725,18.6348857600532,2.9278058033353,0.0191926609871285,0.279462843578598,-4.01176215112545,"P27487",7,2.95260000071225,0.018352598075834,0.26506094535022,-0.375254478321729,"Non-significant",0.576654257436209,"DPP4","Dipeptidyl peptidase 4","P27487"
0.341335140357906,18.114815522101,2.9199854993035,0.0194230972352367,0.279462843578598,-4.02404203533736,"P61916",3,2.91416377306884,0.0194645186650269,0.26506094535022,-0.341335140357899,"Non-significant",0.576654257436209,"NPC2","NPC intracellular cholesterol transporter 2","P61916"
0.518152353042503,15.6476262810087,2.9420183558112,0.0187811153993331,0.279462843578598,-3.98944888675981,"P62491",2,2.92319679304528,0.0191970616568609,0.26506094535022,-0.518152353042501,"Non-significant",0.576654257436209,"RAB11A;RAB11B","Ras-related protein Rab-11A","P62491"
-0.801432012672148,17.2743273145511,-2.8796752058931,0.0206573202083047,0.279462843578598,-4.08736126396107,"P19013",2,-2.87764275294163,0.0205859004678758,0.276268751206566,0.801432012672151,"Non-significant",0.558668235409383,"KRT4","Keratin, type II cytoskeletal 4","P19013"
0.30053438581837,20.239130661673,2.89144549171912,0.0202887423634009,0.279462843578598,-4.06886916096708,"P00740",2,2.82333484833953,0.0223786635301221,0.282210301292322,-0.300534385818374,"Non-significant",0.54942713759528,"F9","Coagulation factor IX","P00740"
0.373998330112943,18.7953020240261,2.79424365932954,0.0235492142680079,0.294683410975342,-4.22163232336077,"P02750",5,2.80100392569076,0.023161968572588,0.282210301292322,-0.373998330112951,"Non-significant",0.54942713759528,"LRG1","Leucine-rich alpha-2-glycoprotein","P02750"
0.41360525013485,18.6157833104402,2.75001831475084,0.0252075550763649,0.303145402606674,-4.29114888664976,"P05783",11,2.80361956238249,0.0230687740898971,0.282210301292322,-0.41360525013485,"Non-significant",0.54942713759528,"KRT18","Keratin, type I cytoskeletal 18","P05783"
0.930409406453947,16.4037501433853,2.86502812974423,0.0211257009184685,0.279462843578598,-4.11037629424416,"P06703",1,2.83763102769775,0.0218916097057911,0.282210301292322,-0.930409406453951,"Non-significant",0.54942713759528,"S100A6","Protein S100-A6","P06703"
0.769827871722722,15.8016632225133,2.80214213591716,0.0232650969794701,0.294683410975342,-4.20921646370221,"P21980",7,2.81419510352645,0.0226958992705921,0.282210301292322,-0.769827871722725,"Non-significant",0.54942713759528,"TGM2","Protein-glutamine gamma-glutamyltransferase 2","P21980"
-0.904810562792644,14.9265673881566,-2.82515003502468,0.0224574877472321,0.288828245193569,-4.1730506542087,"P22626",2,-2.82581281727534,0.0222934464420919,0.282210301292322,0.904810562792649,"Non-significant",0.54942713759528,"HNRNPA2B1","Heterogeneous nuclear ribonucleoproteins A2/B1","P22626"
-0.384457587627388,17.044200175254,-2.873452352333,0.0208549838779751,0.279462843578598,-4.09713885682722,"P80303",2,-2.83545470061933,0.0219650416185264,0.282210301292322,0.384457587627399,"Non-significant",0.54942713759528,"NUCB2","Nucleobindin-2","P80303"
0.875446640294403,16.547256289172,2.75974181485389,0.0248329024024351,0.303145402606674,-4.27586566997049,"O75094",1,2.73170018583606,0.0257779297434257,0.304365649076289,-0.875446640294399,"Non-significant",0.516604363919979,"SLIT3","Slit homolog 3 protein","O75094"
0.456688711951728,16.600773197311,2.72525214490733,0.026188333134717,0.307991537343479,-4.33007156584751,"P06865",3,2.72699012746303,0.0259663998671996,0.304365649076289,-0.456688711951724,"Non-significant",0.516604363919979,"HEXA","Beta-hexosaminidase subunit alpha","P06865"
-1.0311716677526,15.6536300705182,-2.75555433189179,0.0249935404291607,0.303145402606674,-4.28244757004249,"Q08188",1,-2.7377302680837,0.0255386908186096,0.304365649076289,1.0311716677526,"Non-significant",0.516604363919979,"TGM3","Protein-glutamine gamma-glutamyltransferase E","Q08188"
-1.19706855741413,15.2214116931401,-2.72309158812388,0.0262757359072731,0.307991537343479,-4.33346673964535,"Q14254",1,-2.7126149428381,0.0265504188387959,0.307321098059063,1.19706855741413,"Non-significant",0.512407623745888,"FLOT2","Flotillin-2","Q14254"
-0.430837201562028,16.5312531035529,-2.68681296674773,0.0277889742573697,0.317686298300301,-4.39046406128193,"P13671",2,-2.66442071254078,0.0286086709039539,0.323068649476357,0.430837201562024,"Non-significant",0.49070518379609,"C6","Complement component C6","P13671"
0.250993206218567,18.9491640296631,2.53682512087545,0.0350555992586174,0.373120516246893,-4.62566130118516,"Q92820",12,2.66506566603816,0.0285800733196903,0.323068649476357,-0.250993206218574,"Non-significant",0.49070518379609,"GGH","Gamma-glutamyl hydrolase","Q92820"
0.30411832006002,16.6852792251065,2.65000262429865,0.0294159737484158,0.332185264524793,-4.44826565034081,"O14786",3,2.64421132714705,0.0295197655277061,0.329340998538023,-0.30411832006002,"Non-significant",0.482354202083372,"NRP1","Neuropilin-1","O14786"
-0.512564226322475,21.864983720969,-2.54349768512733,0.034694388658128,0.373120516246893,-4.61522034654324,"P02649",26,-2.63475489956728,0.0299562306412736,0.330231780640707,0.512564226322475,"Non-significant",0.481181133699732,"APOE","Apolipoprotein E","P02649"
-1.38350770128535,19.3290900992432,-2.55569370546797,0.0340439270355182,0.373120516246893,-4.5961298554,"P04259",17,-2.57045381633507,0.0331041873033148,0.360640911092583,1.38350770128535,"Non-significant",0.44292500846789,"KRT6B","Keratin, type II cytoskeletal 6B","P04259"
0.29779996215645,17.1394281845983,2.5449139717861,0.0346182080921697,0.373120516246893,-4.61300386238198,"P51570",3,2.53986701623533,0.034717964335444,0.373823662495595,-0.29779996215645,"Non-significant",0.427333211876356,"GALK1","Galactokise","P51570"
-0.308263566354231,24.7760793691302,-2.4337635336489,0.0411452381222897,0.401057794749897,-4.78653839688891,"P02753",13,-2.52153990332436,0.0357229975663192,0.375903360754678,0.308263566354228,"Non-significant",0.424923791469782,"RBP4","Retinol-binding protein 4","P02753"
0.732729448368676,15.7384396671307,2.51866595990521,0.0360581013934122,0.375537184412815,-4.65406222451896,"Q9P2E9",4,2.52589634365142,0.0354814512996896,0.375903360754678,-0.732729448368675,"Non-significant",0.424923791469782,"RRBP1","Ribosome-binding protein 1","Q9P2E9"
-1.06882812153743,14.760231702403,-2.50777683178539,0.0366731675379405,0.377326146001476,-4.67108264251016,"P15428",2,-2.51154136954458,0.0362837032078412,0.377513586184955,1.06882812153743,"Non-significant",0.423067414103718,"HPGD","15-hydroxyprostaglandin dehydrogese [D(+)]","P15428"
-0.367047476544272,16.9205149644629,-2.49761182134,0.037256938373034,0.379120054213511,-4.68696395323006,"P00739",3,-2.49732886279748,0.0370961202556744,0.381677859519494,0.367047476544272,"Non-significant",0.418303032001108,"HPR","Haptoglobin-related protein","P00739"
-0.301486425080327,17.5120130816758,-2.41814033838812,0.0421575827111606,0.40664501656807,-4.8108512169766,"O95479",8,-2.44984726844478,0.0399462436300439,0.389370753699165,0.301486425080324,"Non-significant",0.409636672189569,"H6PD","GDH/6PGL endoplasmic bifunctiol protein","O95479"
0.353037166410033,19.3090387367528,2.45448539212154,0.0398402610233423,0.396192861917265,-4.75425775526115,"P13473",3,2.45385705490164,0.0396972214176175,0.389370753699165,-0.353037166410026,"Non-significant",0.409636672189569,"LAMP2","Lysosome-associated membrane glycoprotein 2","P13473"
-0.7184031935405,16.1638762780798,-2.48569051385798,0.0379535906960095,0.382011141135922,-4.70557988190496,"P62328",1,-2.45382089974694,0.0396994597644473,0.389370753699165,0.7184031935405,"Non-significant",0.409636672189569,"TMSB10;TMSB4X","Thymosin beta-4","P62328"
0.313521417868976,17.0078736431854,2.70361193205446,0.0270774338268864,0.31342129654621,-4.36407433424742,"Q16706",1,2.47311887426982,0.0385226798102779,0.389370753699165,-0.313521417868976,"Non-significant",0.409636672189569,"MAN2A1","Alpha-mannosidase 2","Q16706"
0.417803623087121,19.9367080270863,2.44841303727671,0.0402182818792904,0.396192861917265,-4.76372110817244,"Q9BQE3",7,2.46344768621944,0.0391079500879072,0.389370753699165,-0.417803623087128,"Non-significant",0.409636672189569,"TUBA1C","Tubulin alpha-1C chain","Q9BQE3"
0.306027455023724,19.9149403482145,2.36358537460285,0.0458934970820452,0.421816615148933,-4.89556326644135,"P68366",12,2.4345582202245,0.0409103050065477,0.39054579830993,-0.306027455023727,"Non-significant",0.408328030193812,"TUBA4A","Tubulin alpha-4A chain","P68366"
-0.398196481023096,18.0704492883357,-2.56656291417498,0.033474694969549,0.373120516246893,-4.57910930009286,"Q92786",1,-2.44023275514011,0.0405497832574925,0.39054579830993,0.398196481023099,"Non-significant",0.408328030193812,"PROX1","Prospero homeobox protein 1","Q92786"
0.444381768474443,16.7950018574277,2.39124648337339,0.043959401226643,0.415371485059912,-4.85264935755137,"H7BYY1",4,2.39713920605139,0.0433699189201442,0.409801478776057,-0.444381768474447,"Non-significant",0.387426478772494,"TPM1","Tropomyosin 1 (Alpha), isoform CRA_m","H7BYY1"
-0.372766395498278,17.7187722506293,-2.37513494059281,0.0450757507732049,0.42161762844432,-4.87765493914446,"P27169",4,-2.38033296035835,0.0445225329230836,0.416443085725005,0.372766395498278,"Non-significant",0.380444344184059,"PON1","Serum paraoxose/arylesterase 1","P27169"
0.365711401522226,17.7711715874397,2.36198363214588,0.0460080757343869,0.421816615148933,-4.89804572039245,"O43505",2,2.34036576309057,0.0473886233747535,0.434805599798734,-0.365711401522226,"Non-significant",0.361704871333605,"B4GAT1","Beta-1,4-glucuronyltransferase 1","O43505"
0.53274674368715,14.5756904819364,2.39594139067825,0.0436393591884878,0.415371485059912,-4.84535770890746,"P27824",1,2.3398769092922,0.0474248008419786,0.434805599798734,-0.532746743687152,"Non-significant",0.361704871333605,"CANX","Calnexin","P27824"
