"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","HBV.myr_vs_HBV","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
0.20654582622668,22.2942823899006,6.6223970811971,0.000183389612834237,0.0213359878032242,1.28022466389081,"O43175",33,8.02877601126266,1.46248527857287e-05,0.00272524991129063,-0.20654582622668,"Non-significant",2.56459366582114,"PHGDH","D-3-phosphoglycerate dehydrogenase","O43175"
-0.269971350284909,24.8615544036193,-6.89765514543373,0.000139091571424302,0.0194003818130364,1.55708256634089,"P04004",27,-7.99273466537857,1.51919939243647e-05,0.00274514726578748,0.269971350284909,"Non-significant",2.56143435248772,"VTN","Vitronectin","P04004"
-0.326357887934201,18.7954813380237,-7.35100757681439,8.97779535665623e-05,0.0170063743148707,1.99219778193509,"Q92508",13,-7.96023060902946,1.57240791491084e-05,0.00275772599900392,0.326357887934208,"Non-significant",2.55944888646766,"PIEZO1","Piezo-type mechanosensitive ion channel component 1","Q92508"
0.212629150739399,23.91768080426,6.54628477302483,0.000198254635142721,0.0213359878032242,1.2019144511976,"P34896",35,7.90602678341014,1.66571350665075e-05,0.00283789989718812,-0.212629150739403,"Non-significant",2.54700292771771,"SHMT1","Serine hydroxymethyltransferase, cytosolic","P34896"
0.251320250215453,24.8256805111735,6.58567774655894,0.000190400874472893,0.0213359878032242,1.24254130975151,"O75891",114,7.7464933047333,1.97717827402241e-05,0.0032389492125998,-0.25132025021545,"Non-significant",2.48959586176462,"ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase","O75891"
-0.189787158689171,23.9177602434799,-6.35450034655491,0.000241988264934346,0.0225465003719298,1.0011342030015,"P10909",31,-7.731416091225,2.00974544467873e-05,0.0032389492125998,0.189787158689171,"Non-significant",2.48959586176462,"CLU","Clusterin","P10909"
-0.403282615409733,17.3997497928461,-7.64575250268455,6.82905368193122e-05,0.0150239163149945,2.26183356790662,"P22792",7,-7.66565108937058,2.15879416806728e-05,0.00338760253268032,0.403282615409729,"Non-significant",2.47010755111285,"CPN2","Carboxypeptidase N subunit 2","P22792"
-0.304055676092592,19.4982025159533,-6.86165556443024,0.000144145164587998,0.0194003818130364,1.5214308448829,"O60488",16,-7.5971676658294,2.32689997326959e-05,0.00342947459665428,0.304055676092595,"Non-significant",2.46477240976824,"ACSL4","Long-chain-fatty-acid--CoA ligase 4","O60488"
-0.955946097594955,15.6199853552516,-7.20183941899993,0.000103446382147143,0.0184862817367372,1.85181758403811,"Q01995",4,-7.60098106279525,2.31717361546195e-05,0.00342947459665428,0.955946097594953,"Up in HBV",2.46477240976824,"TAGLN","Transgelin","Q01995"
0.206346250936331,22.873579262867,6.56587790181521,0.000194304396150184,0.0213359878032242,1.22214718696186,"Q96DG6",21,7.58508386681314,2.35801540269706e-05,0.00342947459665428,-0.206346250936324,"Non-significant",2.46477240976824,"CMBL","Carboxymethylenebutenolidase homolog","Q96DG6"
-0.430792616884208,17.6540629928437,-8.15449740937688,4.34082537804118e-05,0.0136896563580092,2.70417233339432,"Q4L180",5,-7.55554891287075,2.43599069694791e-05,0.00345852679188105,0.430792616884204,"Non-significant",2.46110885565943,"FILIP1L","Filamin A-interacting protein 1-like","Q4L180"
0.471689034264905,23.4747741691787,7.66724838632953,6.69633758690699e-05,0.0150239163149945,2.28110514857844,"P02656",5,7.4024785565466,2.88776001777738e-05,0.00391357113318331,-0.471689034264912,"Non-significant",2.40742676802316,"APOC3","Apolipoprotein C-III","P02656"
0.226010880999574,22.7725673869528,6.38338906557657,0.000234765974068815,0.0225465003719298,1.03169806915657,"P30039",24,7.40256516414772,2.8874799620955e-05,0.00391357113318331,-0.226010880999581,"Non-significant",2.40742676802316,"PBLD","Phenazine biosynthesis-like domain-containing protein","P30039"
0.186178630472661,22.3733422018698,6.24724100372229,0.000271036122576765,0.0232978675637847,0.886648873824703,"P50053",22,7.30269692501721,3.230935844244e-05,0.00428134898649488,-0.186178630472654,"Non-significant",2.36841936998591,"KHK","Ketohexokinase","P50053"
-0.366304734461362,18.5215216492835,-6.82394028802827,0.000149659158712003,0.0194003818130364,1.48390190037991,"P08729",10,-7.24713655195373,3.44106276730257e-05,0.00440399607504463,0.366304734461362,"Non-significant",2.3561530767546,"KRT7","Keratin, type II cytoskeletal 7","P08729"
-0.209547627404202,17.6220615217302,-6.21240758106541,0.000281283506580042,0.0236238528131942,0.849125116649323,"Q14517",24,-7.23947076813515,3.47120267528254e-05,0.00440399607504463,0.209547627404195,"Non-significant",2.3561530767546,"FAT1","Protocadherin Fat 1","Q14517"
-0.345122133547626,22.3709342871149,-6.36262803954989,0.000239931760067883,0.0225465003719298,1.00974476112851,"P21333",170,-7.17151466709849,3.75129512220417e-05,0.00466020266952156,0.34512213354763,"Non-significant",2.3315951956832,"FLNA","Filamin-A","P21333"
-0.541149079757961,19.2291487547135,-7.46370123792118,8.07814015162403e-05,0.0166103274910807,2.09648965891587,"Q14116",4,-7.13694014356982,3.90315265654461e-05,0.00474989781448479,0.541149079757965,"Up in HBV",2.32331573333992,"IL18","Interleukin-18","Q14116"
-0.356784944678434,19.6039952068493,-6.53529883750316,0.000200508422273228,0.0213359878032242,1.19054740443236,"P21589",10,-6.94999899440346,4.84887310622554e-05,0.00546469373122469,0.356784944678431,"Non-significant",2.26243417306768,"NT5E","5'-nucleotidase","P21589"
-0.502557014891821,20.3804848037865,-6.23875139683152,0.000273495007456805,0.0232978675637847,0.87751918186947,"P67936",20,-6.94881625865694,4.85559679133075e-05,0.00546469373122469,0.502557014891821,"Up in HBV",2.26243417306768,"TPM4","Tropomyosin alpha-4 chain","P67936"
-0.199975174899677,20.180109372599,-5.81683962546153,0.00043322273321496,0.0303512457068359,0.410920476143822,"Q07954",113,-6.94855238882037,4.85709823503117e-05,0.00546469373122469,0.199975174899677,"Non-significant",2.26243417306768,"LRP1","Prolow-density lipoprotein receptor-related protein 1","Q07954"
0.219974340321777,20.8537774665705,6.38548596602163,0.000234251103405517,0.0225465003719298,1.03391210985968,"Q9UHL4",15,6.99348467980096,4.60854926666072e-05,0.00546469373122469,-0.21997434032178,"Non-significant",2.26243417306768,"DPP7","Dipeptidyl peptidase 2","Q9UHL4"
0.201203630005157,21.0503741161316,5.74586421673355,0.000469107487884198,0.0321527350603847,0.329898074421081,"Q12882",43,6.908567092174,5.09055280149942e-05,0.0056212900658039,-0.201203630005161,"Non-significant",2.2501640039745,"DPYD","Dihydropyrimidine dehydrogenase [NADP(+)]","Q12882"
-0.344167194189247,20.198166329961,-6.01859702604976,0.000346727284871524,0.0268892204531778,0.637225612567144,"P08670",34,-6.84258703696726,5.50285400768506e-05,0.00596609426324109,0.344167194189247,"Non-significant",2.22430988914324,"VIM","Vimentin","P08670"
0.184815301813749,21.6615119279816,5.70220096222456,0.000492804412633706,0.0326510301392754,0.279684899925036,"P32929",29,6.79650045125348,5.81229266257261e-05,0.00608047388542465,-0.184815301813746,"Non-significant",2.21606257240408,"CTH","Cystathionine gamma-lyase","P32929"
0.410868752494409,18.2516157919164,7.18226615804221,0.000105405597693957,0.0184862817367372,1.83319739163813,"Q9H227",5,6.80712682765495,5.73930497858073e-05,0.00608047388542465,-0.410868752494412,"Non-significant",2.21606257240408,"GBA3","Cytosolic beta-glucosidase","Q9H227"
-0.182756259558754,19.1175119281631,-6.10551375677213,0.000315501168822942,0.0254234252660974,0.732912538567418,"Q9BWM7",16,-6.75342260626847,6.11866201182728e-05,0.00629061751319415,0.182756259558758,"Non-significant",2.20130672030841,"SFXN3","Sideroflexin-3","Q9BWM7"
-0.284526032170927,19.293612081378,-6.82738729418197,0.000149145609734288,0.0194003818130364,1.48733946930403,"Q8WW52",8,-6.73213435073835,6.27649561542462e-05,0.00634351582284356,0.284526032170916,"Non-significant",2.19766997252082,"FAM151A","Protein FAM151A","Q8WW52"
-0.230500498167139,20.2806766257904,-6.36538945630458,0.000239237462336832,0.0225465003719298,1.01266816968593,"P01011",12,-6.71433565086411,6.41184941058866e-05,0.00634665521858794,0.230500498167135,"Non-significant",2.19745509404966,"SERPINA3","Alpha-1-antichymotrypsin","P01011"
-0.267603861552345,19.976853985437,-6.48836962531088,0.000210460881045286,0.0216375557529835,1.14180765349454,"Q92542",10,-6.7039269090309,6.49246970206044e-05,0.00634665521858794,0.267603861552349,"Non-significant",2.19745509404966,"NCSTN","Nicastrin","Q92542"
-0.251341376565122,20.2628060574651,-5.7258380893573,0.000479816441483528,0.0325130163700713,0.30690284652461,"P06756",44,-6.67550133939952,6.71829364834121e-05,0.00646148145565462,0.251341376565126,"Non-significant",2.18966789775507,"ITGAV","Integrin alpha-V","P06756"
-0.193876323094557,18.6856748362903,-5.95682588679036,0.000370992191870515,0.0277831503737048,0.568564409641722,"Q9H583",17,-6.65769069036873,6.86412061610571e-05,0.0064969446402918,0.193876323094557,"Non-significant",2.18729083379154,"HEATR1","HEAT repeat-containing protein 1","Q9H583"
-0.501391264195721,17.1457399313963,-6.05153572686204,0.000334508794657608,0.0265956792339109,0.673614676674408,"P24821",12,-6.64031465220046,7.00970261142772e-05,0.00653107135499117,0.501391264195714,"Up in HBV",2.18501557134418,"TNC","Tenascin","P24821"
-0.29561243916606,18.938510000561,-7.35239396267417,8.96607222239868e-05,0.0170063743148707,1.99348995508399,"P08842",6,-6.60283700365194,7.33523067355614e-05,0.00672922777021774,0.295612439166053,"Non-significant",2.17203477149309,"STS","Steryl-sulfatase","P08842"
-0.157003412486983,21.8739853927991,-5.24129435150297,0.000841994904224556,0.038577163370369,-0.267826815264017,"Q07065",54,-6.56512442336629,7.67940997398484e-05,0.00693823055679873,0.157003412486986,"Non-significant",2.15875127268626,"CKAP4","Cytoskeleton-associated protein 4","Q07065"
-0.14655097438354,19.6510693687996,-5.40391349266865,0.000694716660435904,0.038577163370369,-0.0709723817231973,"P29590",25,-6.53043535687867,8.01149004051368e-05,0.00705407747766067,0.14655097438354,"Non-significant",2.1515597746181,"PML","Protein PML","P29590"
0.186278086588239,20.2178466532314,5.95254848127361,0.000372740571842426,0.0277831503737048,0.563789560035842,"Q63HM1",15,6.50342648357498,8.28082212705428e-05,0.00705407747766067,-0.186278086588235,"Non-significant",2.1515597746181,"AFMID","Kynurenine formamidase","Q63HM1"
-0.192553571079667,18.5830347323004,-5.95315881943986,0.000372490542083146,0.0277831503737048,0.564471039438209,"Q9H9E3",15,-6.50989483221899,8.21543807945301e-05,0.00705407747766067,0.192553571079674,"Non-significant",2.1515597746181,"COG4","Conserved oligomeric Golgi complex subunit 4","Q9H9E3"
0.164882949729666,22.6881246929752,5.26738022366942,0.000816222284148596,0.038577163370369,-0.23597610368269,"Q9UI17",52,6.51749468427362,8.13933037051058e-05,0.00705407747766067,-0.164882949729673,"Non-significant",2.1515597746181,"DMGDH","Dimethylglycine dehydrogenase, mitochondrial","Q9UI17"
-0.21299016690168,20.974368567859,-5.80756771219917,0.000437733880729144,0.0303512457068359,0.400378103555916,"Q86V48",16,-6.42768317202061,9.08986870730286e-05,0.00763420945093619,0.21299016690168,"Non-significant",2.11723592899028,"LUZP1","Leucine zipper protein 1","Q86V48"
-0.186926536860831,18.1985995794555,-6.65277444725793,0.0001778052716748,0.0213359878032242,1.3112644745482,"Q9Y666",10,-6.40771449802524,9.31715278008523e-05,0.0077164141705067,0.186926536860835,"Non-significant",2.11258447009784,"SLC12A7","Solute carrier family 12 member 7","Q9Y666"
0.176503140157742,20.3247803402061,5.35735232883827,0.000733761780590571,0.038577163370369,-0.126922257217846,"Q9ULD0",29,6.36939408504398,9.77074497362554e-05,0.00798122633941495,-0.176503140157738,"Non-significant",2.09793037286963,"OGDHL","2-oxoglutarate dehydrogenase-like, mitochondrial","Q9ULD0"
0.191163096011643,20.8207602990649,5.68922888464982,0.000500096507259559,0.0327700601405357,0.264712467866721,"A6ND91",17,6.35520848558626,9.94467457455401e-05,0.00801352628217102,-0.191163096011646,"Non-significant",2.0961763343665,"ASPDH","Putative L-aspartate dehydrogenase","A6ND91"
0.295605112502809,19.9824147759498,6.27049974722268,0.000264423929846134,0.0232978675637847,0.911609848250921,"P09668",8,6.32862291214387,0.000102797357916822,0.00817307527010682,-0.295605112502802,"Non-significant",2.08761450141871,"CTSH","Pro-cathepsin H","P09668"
0.160433942664643,20.1018777504444,5.66723592895754,0.000512732730478043,0.0332328833895714,0.239270991479605,"Q8N5Z0",16,6.26731767156064,0.000110998835676293,0.00870902706760176,-0.160433942664639,"Non-significant",2.06003035966203,"AADAT","Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial","Q8N5Z0"
-0.165563239754512,18.5137386202555,-5.57893505721883,0.000567126656903977,0.0363631855389077,0.136398321301638,"O00192",17,-6.24632730367706,0.000113967499250436,0.00871266920551734,0.165563239754519,"Non-significant",2.05984877453997,"ARVCF","Armadillo repeat protein deleted in velo-cardio-facial syndrome","O00192"
0.234009653379609,24.6267078946799,5.34668963737298,0.00074303866541621,0.038577163370369,-0.139781580154083,"Q13228",50,6.2470445800208,0.000113864649337255,0.00871266920551734,-0.234009653379609,"Non-significant",2.05984877453997,"SELENBP1","Methanethiol oxidase","Q13228"
0.223280274053884,25.4319609914189,5.55783625456814,0.000581044510948934,0.0364160334288615,0.111644892048319,"Q7Z4W1",18,6.22926821753985,0.000116443454483819,0.00878926986186091,-0.223280274053884,"Non-significant",2.05604720093706,"DCXR","L-xylulose reductase","Q7Z4W1"
-0.272975553669824,19.1194234706505,-5.85064805710686,0.000417202764215013,0.030154065224798,0.449254802025313,"P25445",11,-6.21901463943594,0.000117959614632221,0.0087924147756492,0.272975553669824,"Non-significant",2.05589183258107,"FAS","Tumor necrosis factor receptor superfamily member 6","P25445"
-0.266985875400209,19.9819564994561,-5.52729922596123,0.000601858601227566,0.0364160334288615,0.0756998382403538,"Q6NZI2",18,-6.173122242508,0.000125012155367396,0.00920305533896028,0.266985875400206,"Non-significant",2.03606796650622,"CAVIN1","Caveolae-associated protein 1","Q6NZI2"
-0.163895198862882,23.7795455927266,-5.10342619244519,0.000993912802339997,0.0409271907183848,-0.437907337885994,"O00151",30,-6.1089111305264,0.000135655969494109,0.00947613809968301,0.163895198862889,"Non-significant",2.0233686187499,"PDLIM1","PDZ and LIM domain protein 1","O00151"
-0.232299537269409,19.5589337210987,-5.5209404701026,0.000606295154788722,0.0364160334288615,0.068197293510134,"O43491",16,-6.11219590578363,0.000135088331525237,0.00947613809968301,0.232299537269412,"Non-significant",2.0233686187499,"EPB41L2","Band 4.1-like protein 2","O43491"
-0.304302742321934,23.8108782567477,-5.40202883455265,0.000696251987440473,0.038577163370369,-0.0732306481702309,"P09493",29,-6.12511296398562,0.000132880925474959,0.00947613809968301,0.304302742321934,"Non-significant",2.0233686187499,"TPM1","Tropomyosin alpha-1 chain","P09493"
0.124530732164402,23.3074122058049,4.91898430978202,0.00124607591253866,0.045185671190673,-0.670056174529766,"P51570",27,6.11108880537074,0.000135279360805791,0.00947613809968301,-0.124530732164402,"Non-significant",2.0233686187499,"GALK1","Galactokinase","P51570"
-0.19121662511256,19.4855003083032,-5.24376611492465,0.000839514922957371,0.038577163370369,-0.264804313396563,"Q14254",26,-6.10309473460194,0.000136667428571648,0.00947613809968301,0.191216625112556,"Non-significant",2.0233686187499,"FLOT2","Flotillin-2","Q14254"
-0.491425195656618,21.2458652850254,-6.87801675795435,0.000141823567776755,0.0194003818130364,1.5376544730032,"P06703",3,-6.07554309289666,0.000141570630215796,0.00957094784048441,0.49142519565661,"Non-significant",2.01904505057129,"S100A6","Protein S100-A6","P06703"
-0.222123552390507,20.9499881780915,-5.45222657504551,0.000656601772186769,0.0372887273099972,-0.0132663100208026,"P62070",17,-6.07470384790053,0.000141722938492672,0.00957094784048441,0.222123552390507,"Non-significant",2.01904505057129,"RRAS2","Ras-related protein R-Ras2","P62070"
-0.292821342113399,20.6666026738475,-5.33760229321922,0.000751046689233717,0.038577163370369,-0.150754740089027,"Q92896",29,-6.05981298619155,0.000144455023586047,0.00957094784048441,0.292821342113395,"Non-significant",2.01904505057129,"GLG1","Golgi apparatus protein 1","Q92896"
-0.180473128381138,20.3782454323276,-5.54480160164969,0.000589830450087313,0.0364160334288615,0.0963190080786038,"Q9HD45",15,-6.0643356305155,0.000143619266726166,0.00957094784048441,0.180473128381141,"Non-significant",2.01904505057129,"TM9SF3","Transmembrane 9 superfamily member 3","Q9HD45"
1.03445976088201,16.2083556044959,6.32342561246898,0.000250032729190357,0.0225900782448803,0.968129567720101,"P17706",1,6.03096194374023,0.000149911781572852,0.00964934468826351,-1.03445976088201,"Up in HBV.myr",2.01550217970644,"PTPN2","Tyrosine-protein phosphatase non-receptor type 2","P17706"
0.320507934765086,19.386093516876,6.01729704508386,0.000347219516165469,0.0268892204531778,0.635786273415865,"Q03013",7,6.04358259819101,0.000147497844404387,0.00964934468826351,-0.320507934765082,"Non-significant",2.01550217970644,"GSTM4","Glutathione S-transferase Mu 4","Q03013"
0.167291545927579,20.4492010355501,5.51467778443423,0.000610699873031385,0.0364160334288615,0.0608021387687918,"Q86WA8",15,6.01965313764517,0.000152111085141165,0.00964934468826351,-0.167291545927576,"Non-significant",2.01550217970644,"LONP2","Lon protease homolog 2, peroxisomal","Q86WA8"
0.153849341862298,21.0332163124988,5.37330451850965,0.000720119565826551,0.038577163370369,-0.107716176852978,"Q9BSH5",17,6.02077822826392,0.000151890727210018,0.00964934468826351,-0.153849341862298,"Non-significant",2.01550217970644,"HDHD3","Haloacid dehalogenase-like hydrolase domain-containing protein 3","Q9BSH5"
-0.125114877665069,21.3472426346929,-4.78023869764705,0.00148186237983733,0.0475072331772582,-0.848185412713738,"Q9UHD8",30,-5.97995197355986,0.000160112311113789,0.0100499969597003,0.125114877665062,"Non-significant",1.99783406962514,"SEPTIN9","Septin-9","Q9UHD8"
0.275206106382591,21.9618905842132,5.21311114074342,0.000870847364797624,0.038577163370369,-0.302356142532469,"Q9NR19",36,5.96109693075296,0.000164070485078564,0.0101911698179529,-0.275206106382598,"Non-significant",1.99177596159494,"ACSS2","Acetyl-coenzyme A synthetase, cytoplasmic","Q9NR19"
0.308922999231143,17.7872877946299,6.71413011250959,0.000167091914552567,0.0211993422654671,1.37358734602347,"P06280",5,5.94293369054523,0.00016798351519253,0.0102801633308656,-0.30892299923114,"Non-significant",1.9879999852308,"GLA","Alpha-galactosidase A","P06280"
-0.248905989526758,18.9419378040278,-5.38058065691375,0.000713989806199942,0.038577163370369,-0.0989687699233501,"Q08431",15,-5.92346419379657,0.000172290142865986,0.0102801633308656,0.248905989526754,"Non-significant",1.9879999852308,"MFGE8","Lactadherin","Q08431"
-0.171507622150152,18.8345025632918,-4.89297184866877,0.00128695464334198,0.0454089380961433,-0.703223454877329,"Q14789",52,-5.90836323865209,0.000175712519732946,0.0102801633308656,0.171507622150145,"Non-significant",1.9879999852308,"GOLGB1","Golgin subfamily B member 1","Q14789"
