"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","HBV_vs_HBV.myr","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
0.199975174899677,20.180109372599,5.81683962546154,0.000433222733214957,0.030351245706835,0.410920476143827,"Q07954",113,6.94855238882039,4.85709823503108e-05,0.00546469373122459,-0.199975174899677,"Non-significant",2.26243417306768,"LRP1","Prolow-density lipoprotein receptor-related protein 1","Q07954"
-0.219974340321784,20.8537774665705,-6.38548596602187,0.000234251103405459,0.0225465003719248,1.03391210985992,"Q9UHL4",15,-6.99348467980121,4.60854926665937e-05,0.00546469373122459,0.21997434032178,"Non-significant",2.26243417306768,"DPP7","Dipeptidyl peptidase 2","Q9UHL4"
-0.201203630005164,21.0503741161316,-5.74586421673376,0.000469107487884086,0.032152735060377,0.329898074421322,"Q12882",43,-6.90856709217426,5.09055280149788e-05,0.00562129006580219,0.201203630005161,"Non-significant",2.25016400397463,"DPYD","Dihydropyrimidine dehydrogenase [NADP(+)]","Q12882"
0.344167194189247,20.198166329961,6.01859702604972,0.000346727284871537,0.0268892204531739,0.637225612567104,"P08670",34,6.84258703696722,5.50285400768532e-05,0.00596609426324138,-0.344167194189247,"Non-significant",2.22430988914322,"VIM","Vimentin","P08670"
-0.184815301813746,21.6615119279816,-5.70220096222438,0.000492804412633809,0.0326510301392823,0.27968489992482,"P32929",29,-6.79650045125324,5.81229266257424e-05,0.00608047388542635,0.184815301813746,"Non-significant",2.21606257240396,"CTH","Cystathionine gamma-lyase","P32929"
-0.410868752494416,18.2516157919164,-7.18226615804233,0.000105405597693945,0.0184862817367351,1.83319739163824,"Q9H227",5,-6.80712682765507,5.73930497857995e-05,0.00608047388542635,0.410868752494412,"Non-significant",2.21606257240396,"GBA3","Cytosolic beta-glucosidase","Q9H227"
0.182756259558758,19.1175119281631,6.10551375677216,0.000315501168822933,0.0254234252660966,0.732912538567446,"Q9BWM7",16,6.75342260626849,6.11866201182707e-05,0.00629061751319393,-0.182756259558758,"Non-significant",2.20130672030843,"SFXN3","Sideroflexin-3","Q9BWM7"
0.284526032170916,19.293612081378,6.82738729418175,0.000149145609734321,0.0194003818130365,1.48733946930381,"Q8WW52",8,6.73213435073813,6.2764956154263e-05,0.00634351582284525,-0.284526032170916,"Non-significant",2.19766997252071,"FAM151A","Protein FAM151A","Q8WW52"
0.230500498167132,20.2806766257904,6.36538945630436,0.000239237462336887,0.0225465003719248,1.01266816968569,"P01011",12,6.71433565086388,6.41184941059043e-05,0.0063466552185862,-0.230500498167135,"Non-significant",2.19745509404978,"SERPINA3","Alpha-1-antichymotrypsin","P01011"
0.267603861552352,19.976853985437,6.4883696253111,0.000210460881045237,0.0216375557529784,1.14180765349477,"Q92542",10,6.70392690903113,6.49246970205866e-05,0.0063466552185862,-0.267603861552349,"Non-significant",2.19745509404978,"NCSTN","Nicastrin","Q92542"
0.251341376565126,20.2628060574651,5.72583808935735,0.000479816441483501,0.0325130163700695,0.306902846524665,"P06756",44,6.67550133939957,6.71829364834076e-05,0.00646148145565419,-0.251341376565126,"Non-significant",2.1896678977551,"ITGAV","Integrin alpha-V","P06756"
0.19387632309455,18.6856748362903,5.95682588678999,0.00037099219187067,0.0277831503737119,0.568564409641296,"Q9H583",17,6.65769069036831,6.86412061610924e-05,0.00649694464029514,-0.193876323094557,"Non-significant",2.18729083379131,"HEATR1","HEAT repeat-containing protein 1","Q9H583"
0.501391264195718,17.1457399313963,6.05153572686208,0.000334508794657593,0.0265956792339097,0.673614676674452,"P24821",12,6.64031465220051,7.00970261142733e-05,0.00653107135499081,-0.501391264195714,"Up in HBV",2.18501557134421,"TNC","Tenascin","P24821"
0.295612439166057,18.938510000561,7.35239396267403,8.96607222239984e-05,0.0170063743148721,1.99348995508386,"P08842",6,6.60283700365183,7.33523067355711e-05,0.00672922777021862,-0.295612439166053,"Non-significant",2.17203477149304,"STS","Steryl-sulfatase","P08842"
0.157003412486986,21.8739853927991,5.24129435150305,0.000841994904224478,0.0385771633703722,-0.267826815263923,"Q07065",54,6.56512442336637,7.67940997398404e-05,0.006938230556798,-0.157003412486986,"Non-significant",2.15875127268631,"CKAP4","Cytoskeleton-associated protein 4","Q07065"
0.146550974383537,19.6510693687996,5.40391349266851,0.000694716660436016,0.0385771633703722,-0.070972381723367,"P29590",25,6.5304353568785,8.01149004051533e-05,0.00705407747766289,-0.14655097438354,"Non-significant",2.15155977461797,"PML","Protein PML","P29590"
-0.186278086588231,20.2178466532314,-5.95254848127338,0.00037274057184252,0.0277831503737119,0.563789560035582,"Q63HM1",15,-6.50342648357473,8.28082212705689e-05,0.00705407747766289,0.186278086588235,"Non-significant",2.15155977461797,"AFMID","Kynurenine formamidase","Q63HM1"
0.192553571079664,18.5830347323004,5.95315881943967,0.000372490542083225,0.0277831503737119,0.564471039437991,"Q9H9E3",15,6.50989483221877,8.21543807945515e-05,0.00705407747766289,-0.192553571079674,"Non-significant",2.15155977461797,"COG4","Conserved oligomeric Golgi complex subunit 4","Q9H9E3"
-0.16488294972967,22.6881246929752,-5.26738022366967,0.000816222284148348,0.0385771633703722,-0.235976103682383,"Q9UI17",52,-6.51749468427398,8.13933037050697e-05,0.00705407747766289,0.164882949729673,"Non-significant",2.15155977461797,"DMGDH","Dimethylglycine dehydrogenase, mitochondrial","Q9UI17"
0.21299016690168,20.974368567859,5.8075677121992,0.000437733880729132,0.030351245706835,0.400378103555941,"Q86V48",16,6.42768317202064,9.08986870730253e-05,0.00763420945093592,-0.21299016690168,"Non-significant",2.11723592899029,"LUZP1","Leucine zipper protein 1","Q86V48"
0.186926536860827,18.1985995794555,6.65277444725781,0.000177805271674821,0.0213359878032247,1.31126447454808,"Q9Y666",10,6.40771449802513,9.31715278008652e-05,0.00771641417050777,-0.186926536860835,"Non-significant",2.11258447009778,"SLC12A7","Solute carrier family 12 member 7","Q9Y666"
-0.176503140157735,20.3247803402061,-5.35735232883813,0.000733761780590701,0.0385771633703722,-0.126922257218029,"Q9ULD0",29,-6.36939408504381,9.77074497362754e-05,0.00798122633941658,0.176503140157738,"Non-significant",2.09793037286954,"OGDHL","2-oxoglutarate dehydrogenase-like, mitochondrial","Q9ULD0"
-0.191163096011646,20.8207602990649,-5.68922888464996,0.000500096507259483,0.0327700601405307,0.264712467866873,"A6ND91",17,-6.35520848558641,9.94467457455218e-05,0.00801352628216954,0.191163096011646,"Non-significant",2.09617633436658,"ASPDH","Putative L-aspartate dehydrogenase","A6ND91"
-0.295605112502805,19.9824147759498,-6.27049974722258,0.000264423929846161,0.023297867563786,0.911609848250817,"P09668",8,-6.32862291214378,0.000102797357916834,0.00817307527010775,0.295605112502802,"Non-significant",2.08761450141866,"CTSH","Pro-cathepsin H","P09668"
-0.160433942664639,20.1018777504444,-5.66723592895735,0.000512732730478154,0.0332328833895786,0.239270991479382,"Q8N5Z0",16,-6.26731767156043,0.000110998835676322,0.00870902706760409,0.160433942664639,"Non-significant",2.06003035966191,"AADAT","Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial","Q8N5Z0"
0.165563239754512,18.5137386202555,5.57893505721865,0.000567126656904096,0.0363631855389153,0.136398321301422,"O00192",17,6.24632730367685,0.000113967499250467,0.00871266920551966,-0.165563239754519,"Non-significant",2.05984877453985,"ARVCF","Armadillo repeat protein deleted in velo-cardio-facial syndrome","O00192"
-0.234009653379612,24.6267078946799,-5.34668963737316,0.000743038665416054,0.0385771633703722,-0.13978158015387,"Q13228",50,-6.24704458002103,0.000113864649337223,0.00871266920551966,0.234009653379609,"Non-significant",2.05984877453985,"SELENBP1","Methanethiol oxidase","Q13228"
-0.223280274053884,25.4319609914189,-5.55783625456811,0.000581044510948951,0.0364160334288586,0.111644892048287,"Q7Z4W1",18,-6.22926821753982,0.000116443454483823,0.00878926986186123,0.223280274053884,"Non-significant",2.05604720093705,"DCXR","L-xylulose reductase","Q7Z4W1"
0.272975553669824,19.1194234706505,5.85064805710684,0.000417202764215022,0.030154065224802,0.449254802025288,"P25445",11,6.21901463943592,0.000117959614632224,0.00879241477564939,-0.272975553669824,"Non-significant",2.05589183258106,"FAS","Tumor necrosis factor receptor superfamily member 6","P25445"
0.266985875400202,19.9819564994561,5.52729922596121,0.00060185860122758,0.0364160334288586,0.075699838240328,"Q6NZI2",18,6.17312224250798,0.000125012155367399,0.0092030553389605,-0.266985875400206,"Non-significant",2.03606796650621,"CAVIN1","Caveolae-associated protein 1","Q6NZI2"
0.163895198862885,23.7795455927266,5.10342619244525,0.000993912802339934,0.0409271907183853,-0.437907337885932,"O00151",30,6.10891113052645,0.0001356559694941,0.00947613809968694,-0.163895198862889,"Non-significant",2.02336861874972,"PDLIM1","PDZ and LIM domain protein 1","O00151"
0.232299537269412,19.5589337210987,5.52094047010258,0.000606295154788733,0.0364160334288586,0.0681972935101109,"O43491",16,6.11219590578362,0.000135088331525239,0.00947613809968694,-0.232299537269412,"Non-significant",2.02336861874972,"EPB41L2","Band 4.1-like protein 2","O43491"
0.304302742321937,23.8108782567477,5.40202883455275,0.000696251987440388,0.0385771633703722,-0.0732306481701093,"P09493",29,6.12511296398575,0.000132880925474938,0.00947613809968694,-0.304302742321934,"Non-significant",2.02336861874972,"TPM1","Tropomyosin alpha-1 chain","P09493"
-0.124530732164406,23.3074122058049,-4.9189843097821,0.00124607591253856,0.0451856711906687,-0.670056174529678,"P51570",27,-6.11108880537081,0.00013527936080578,0.00947613809968694,0.124530732164402,"Non-significant",2.02336861874972,"GALK1","Galactokinase","P51570"
0.191216625112553,19.4855003083032,5.24376611492438,0.000839514922957644,0.0385771633703722,-0.264804313396898,"Q14254",26,6.10309473460161,0.000136667428571705,0.00947613809968694,-0.191216625112556,"Non-significant",2.02336861874972,"FLOT2","Flotillin-2","Q14254"
0.491425195656607,21.2458652850254,6.87801675795434,0.000141823567776757,0.0194003818130365,1.53765447300319,"P06703",3,6.0755430928966,0.000141570630215806,0.00957094784048596,-0.49142519565661,"Non-significant",2.01904505057122,"S100A6","Protein S100-A6","P06703"
0.22212355239051,20.9499881780915,5.45222657504567,0.000656601772186647,0.0372887273099902,-0.0132663100206152,"P62070",17,6.0747038479007,0.00014172293849264,0.00957094784048596,-0.222123552390507,"Non-significant",2.01904505057122,"RRAS2","Ras-related protein R-Ras2","P62070"
0.292821342113392,20.6666026738475,5.33760229321911,0.000751046689233815,0.0385771633703722,-0.150754740089163,"Q92896",29,6.05981298619142,0.00014445502358607,0.00957094784048596,-0.292821342113395,"Non-significant",2.01904505057122,"GLG1","Golgi apparatus protein 1","Q92896"
0.180473128381134,20.3782454323276,5.54480160164948,0.000589830450087458,0.0364160334288586,0.0963190080783516,"Q9HD45",15,6.06433563051526,0.00014361926672621,0.00957094784048596,-0.180473128381141,"Non-significant",2.01904505057122,"TM9SF3","Transmembrane 9 superfamily member 3","Q9HD45"
-1.03445976088201,16.2083556044959,-6.32342561246904,0.000250032729190343,0.022590078244879,0.968129567720158,"P17706",1,-6.03096194374027,0.000149911781572843,0.00964934468826269,1.03445976088201,"Up in HBV.myr",2.01550217970648,"PTPN2","Tyrosine-protein phosphatase non-receptor type 2","P17706"
-0.320507934765089,19.386093516876,-6.017297045084,0.000347219516165418,0.0268892204531739,0.635786273416015,"Q03013",7,-6.04358259819114,0.000147497844404363,0.00964934468826269,0.320507934765082,"Non-significant",2.01550217970648,"GSTM4","Glutathione S-transferase Mu 4","Q03013"
-0.167291545927579,20.4492010355501,-5.5146777844343,0.000610699873031337,0.0364160334288586,0.0608021387688691,"Q86WA8",15,-6.01965313764523,0.000152111085141153,0.00964934468826269,0.167291545927576,"Non-significant",2.01550217970648,"LONP2","Lon protease homolog 2, peroxisomal","Q86WA8"
-0.153849341862301,21.0332163124988,-5.37330451850984,0.000720119565826392,0.0385771633703722,-0.107716176852754,"Q9BSH5",17,-6.02077822826414,0.000151890727209976,0.00964934468826269,0.153849341862298,"Non-significant",2.01550217970648,"HDHD3","Haloacid dehalogenase-like hydrolase domain-containing protein 3","Q9BSH5"
0.125114877665066,21.3472426346929,4.78023869764689,0.00148186237983763,0.0475072331772678,-0.848185412713951,"Q9UHD8",30,5.97995197355965,0.000160112311113833,0.010049996959703,-0.125114877665062,"Non-significant",1.99783406962503,"SEPTIN9","Septin-9","Q9UHD8"
-0.275206106382598,21.9618905842132,-5.21311114074334,0.000870847364797707,0.0385771633703722,-0.30235614253257,"Q9NR19",36,-5.96109693075286,0.000164070485078587,0.0101911698179543,0.275206106382598,"Non-significant",1.99177596159488,"ACSS2","Acetyl-coenzyme A synthetase, cytoplasmic","Q9NR19"
-0.30892299923114,17.7872877946299,-6.71413011250951,0.000167091914552581,0.021199342265469,1.37358734602338,"P06280",5,-5.94293369054515,0.000167983515192546,0.0102801633308652,0.30892299923114,"Non-significant",1.98799998523082,"GLA","Alpha-galactosidase A","P06280"
0.248905989526754,18.9419378040278,5.3805806569138,0.000713989806199898,0.0385771633703722,-0.0989687699232888,"Q08431",15,5.92346419379662,0.000172290142865974,0.0102801633308652,-0.248905989526754,"Non-significant",1.98799998523082,"MFGE8","Lactadherin","Q08431"
0.171507622150148,18.8345025632918,4.89297184866867,0.00128695464334214,0.045408938096149,-0.703223454877461,"Q14789",52,5.90836323865197,0.000175712519732974,0.0102801633308652,-0.171507622150145,"Non-significant",1.98799998523082,"GOLGB1","Golgin subfamily B member 1","Q14789"
