"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CTRL.myr_vs_HBV.myr","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Ids"
-0.804663726336749,19.092763604863,-15.4357338762136,3.37587714310475e-07,0.000201303554043336,7.35340669132456,"P23142",6,-14.5389046040966,5.27655450743683e-08,2.86037222980417e-05,0.804663726336752,"Up in HBV.myr",4.54357744699998,"FBLN1","Fibulin-1","P23142"
0.656793959238108,18.8059767271318,12.6094844207655,1.58567224707507e-06,0.000675383114950615,5.92610141810627,"P43121",16,14.0107791652482,7.49339233385737e-08,3.72359154056596e-05,-0.656793959238108,"Up in CTRL.myr",4.42903796501814,"MCAM","Cell surface glycoprotein MUC18","P43121"
-0.641495242317376,19.7293712935177,-11.7710770366873,2.66902846908792e-06,0.000936200985951252,5.42573188519966,"CO5_HUMAN",35,-13.5552622530359,1.0240770058495e-07,4.69736245067736e-05,0.641495242317372,"Up in HBV.myr",4.32814592815909,"C5","Complement C5","CO5_HUMAN"
-4.52905225753783,17.3145892620087,-11.9184529895653,2.42976574289226e-06,0.000905543320304159,5.51663563322803,"P03146",9,-13.2961555403231,1.22843564045832e-07,5.23225837432355e-05,4.52905225753782,"Up in HBV.myr",4.28131081824411,"C","Capsid protein","P03146"
-1.13239398585775,22.4314092704726,-11.2271970819971,3.81042920715096e-06,0.00098789518966266,5.07868440603656,"P02649",29,-12.6333360449746,1.98605636838762e-07,7.05112365588672e-05,1.13239398585775,"Up in HBV.myr",4.15174166901345,"APOE","Apolipoprotein E","P02649"
-0.410946212068453,20.9305612367727,-11.5088343715952,3.16290828413395e-06,0.000937670621190092,5.26071184027099,"Q6IA69",16,-12.7089806310756,1.8779785275651e-07,7.05112365588672e-05,0.410946212068453,"Non-significant",4.15174166901345,"NADSYN1","Glutamine-dependent NAD(+) synthetase","Q6IA69"
-0.930951649203791,20.7070533933824,-11.3725344576228,3.45945894116754e-06,0.000937670621190092,5.17325109385973,"Q6Q788",14,-12.6170439652207,2.01021469310874e-07,7.05112365588672e-05,0.930951649203791,"Up in HBV.myr",4.15174166901345,"APOA5","Apolipoprotein A-V","Q6Q788"
-0.924813611376006,18.8696231486437,-11.482648047903,3.21760024370262e-06,0.000937670621190092,5.24399962540279,"P36955",8,-12.2803673722426,2.5889747336073e-07,8.5766979647224e-05,0.924813611376003,"Up in HBV.myr",4.06667988368054,"SERPINF1","Pigment epithelium-derived factor","P36955"
-0.529621029963295,21.7907167924642,-12.3044790070472,1.9092081470635e-06,0.000758973878729309,5.74870189093819,"Q9UBR2",8,-11.9649625936909,3.30007575556489e-07,0.000103570272265439,0.529621029963302,"Up in HBV.myr",3.98476488207884,"CTSZ","Cathepsin Z","Q9UBR2"
-0.352296471202667,21.4219277400943,-9.84034171714246,1.01770792709312e-05,0.00209261805836423,4.10291451418768,"P04114",137,-11.8188312489856,3.69989433064881e-07,0.000108069617529452,0.352296471202674,"Non-significant",3.96629638554651,"APOB","Apolipoprotein B-100","P04114"
-0.478892454426074,18.3489937413636,-11.0699844973496,4.23563823440004e-06,0.00105237961632198,4.97484154099857,"P13671",12,-11.7829754397692,3.80590636947593e-07,0.000108069617529452,0.478892454426074,"Non-significant",3.96629638554651,"C6","Complement component C6","P13671"
0.565456172074477,19.4340771513298,11.3844566888726,3.43231413956319e-06,0.000937670621190092,5.18094833739936,"Q8WW52",8,11.420608243676,5.08534728823623e-07,0.000137836026726148,-0.56545617207448,"Up in CTRL.myr",3.86063725439186,"FAM151A","Protein FAM151A","Q8WW52"
-0.708085736764716,18.8362539315083,-9.72698035056555,1.10861232110037e-05,0.00213246944216822,4.01680648504476,"O00468",44,-11.0797161336044,6.72886773526174e-07,0.000154869395626961,0.708085736764723,"Up in HBV.myr",3.81003439646624,"AGRN","Agrin","O00468"
0.60382997618543,20.8900669595975,10.276835947938,7.37791901038135e-06,0.00169209734841938,4.42510353465099,"P29966",11,11.0801721999605,6.72631382146809e-07,0.000154869395626961,-0.603829976185434,"Up in CTRL.myr",3.81003439646624,"MARCKS","Myristoylated alanine-rich C-kinase substrate","P29966"
-0.492246056131119,20.0659543387274,-9.96920547063283,9.24341058764548e-06,0.00196851633336179,4.19956159339908,"P39060",17,-11.1267452996714,6.47100832292944e-07,0.000154869395626961,0.492246056131126,"Non-significant",3.81003439646624,"COL18A1","Collagen alpha-1(XVIII) chain","P39060"
1.43554470638825,15.8597846596483,10.5401011984199,6.11179196918705e-06,0.0014577846204905,4.61251332926881,"Q01995",4,11.0754785432607,6.75264847610427e-07,0.000154869395626961,-1.43554470638826,"Up in CTRL.myr",3.81003439646624,"TAGLN","Transgelin","Q01995"
0.566779184438239,22.0651711357293,9.72905504202974,1.10686926867631e-05,0.00213246944216822,4.01839165045536,"P0DJI8",11,10.4833523255751,1.11863068418574e-06,0.000247051658140725,-0.566779184438239,"Up in CTRL.myr",3.60721222690328,"SAA1","Serum amyloid A-1 protein","P0DJI8"
-0.392862380593719,20.5009257067103,-9.25503436110943,1.59801165182631e-05,0.00280263043524714,3.64698887109948,"Q08380",18,-10.3875836327485,1.21654859598921e-06,0.000259081402781558,0.392862380593719,"Non-significant",3.58656376014894,"LGALS3BP","Galectin-3-binding protein","Q08380"
0.331211902102396,21.504660821042,9.06614138839186,1.85812888867105e-05,0.00304387639005786,3.49365123668904,"P67809",19,10.2645997323159,1.35627535190704e-06,0.000278878273221438,-0.331211902102403,"Non-significant",3.55458531932158,"YBX1","Y-box-binding protein 1","P67809"
-0.605046153133905,23.4219429835945,-8.84247918981148,2.22910512336596e-05,0.00316479853586458,3.30797951109729,"Q3LXA3",45,-10.1006434176101,1.5705243079481e-06,0.000312167881609818,0.605046153133909,"Up in HBV.myr",3.50561178275081,"TKFC","Triokinase/FMN cyclase","Q3LXA3"
-0.757442463649951,18.0783289363386,-10.1927858696605,7.84196632273603e-06,0.00173191278453611,4.36419404382294,"Q9H227",5,-10.0321240581412,1.67078996869438e-06,0.000321384534945955,0.757442463649944,"Up in HBV.myr",3.49297502536119,"GBA3","Cytosolic beta-glucosidase","Q9H227"
0.6768006950001,19.8663289817505,8.87080538886038,2.17784226218673e-05,0.00316479853586458,3.33174551489628,"O60443",21,9.96796883395018,1.77103369071528e-06,0.000330021059304225,-0.676800695000097,"Up in CTRL.myr",3.48145834603787,"GSDME","Gasdermin-E","O60443"
-1.47800779987506,19.5258862692198,-11.4652859790323,3.25444556146022e-06,0.000937670621190092,5.23289532608084,"P20742",1,-9.88775093233339,1.90572150395723e-06,0.000344358100851423,1.47800779987506,"Up in HBV.myr",3.46298969599886,"PZP","Pregnancy zone protein","P20742"
-0.518864760092114,24.527461847771,-8.4326733595192,3.14344866838753e-05,0.00398816689565848,2.95573221438725,"P50440",40,-9.66891579815019,2.33347799324647e-06,0.00040925086099202,0.518864760092114,"Up in HBV.myr",3.38801039823565,"GATM","Glycine amidinotransferase, mitochondrial","P50440"
0.692306345700771,19.832692807278,8.43470372710421,3.13799439233488e-05,0.00398816689565848,2.95751707773655,"Q2TB90",45,9.56909994433793,2.56250537472189e-06,0.000436577701413332,-0.692306345700768,"Up in CTRL.myr",3.35993845002966,"HKDC1","Hexokinase HKDC1","Q2TB90"
0.332969816347116,20.4478375022959,8.21643028513295,3.78963083085037e-05,0.0043136863430716,2.76330256768311,"O94929",26,9.53661723476206,2.64224001034258e-06,0.000437657699490911,-0.33296981634712,"Non-significant",3.35886542680576,"ABLIM3","Actin-binding LIM protein 3","O94929"
-0.889151786681399,18.8584984414674,-8.8946490556071,2.13570928159517e-05,0.00316479853586458,3.35169366535018,"O00391",6,-9.42975347012668,2.92426101085606e-06,0.000466361784141527,0.889151786681399,"Up in HBV.myr",3.33127704490524,"QSOX1","Sulfhydryl oxidase 1","O00391"
-0.49379922406531,21.5208976693868,-8.27113870621614,3.61320708048269e-05,0.00430911076418366,2.81242690318934,"P01023",27,-9.4127982462676,2.97195166818347e-06,0.000466361784141527,0.493799224065302,"Non-significant",3.33127704490524,"A2M","Alpha-2-macroglobulin","P01023"
0.862424656163718,17.2374498125675,9.50115456618541,1.31802384298088e-05,0.00245605505490469,3.84216745298314,"CAS2_BOVIN",4,9.33198382487649,3.21122595042855e-06,0.000490988213907831,-0.862424656163718,"Up in CTRL.myr",3.30892893292026,"CAS2_BOVIN","CAS2_BOVIN","CAS2_BOVIN"
-0.460689250014184,20.749080185975,-8.00925915234609,4.55015481036041e-05,0.00439856595937453,2.57451395213502,"P0C0L4",81,-9.25899392227459,3.44546964237289e-06,0.000513633386936739,0.460689250014184,"Non-significant",3.28934675423217,"C4A","Complement C4-A","P0C0L4"
0.851607491022175,16.5279228639264,9.38016564799547,1.44815099193741e-05,0.00261676495906751,3.74686302238731,"Q68CQ7",4,9.21355491451269,3.60066831000723e-06,0.00052367768616032,-0.851607491022168,"Up in CTRL.myr",3.28093593093697,"GLT8D1","Glycosyltransferase 8 domain-containing protein 1","Q68CQ7"
-1.26273753610185,17.9132024390356,-8.65006522058485,2.61510490918385e-05,0.00354406149396894,3.14457308970888,"P07358",4,-9.15821427544864,3.80006428184118e-06,0.000526971704944627,1.26273753610185,"Up in HBV.myr",3.27821270303473,"C8B","Complement component C8 beta chain","P07358"
-0.411492336215449,19.228901509017,-9.04589570905762,1.88870411591717e-05,0.00304387639005786,3.47702974777749,"Q08495",9,-9.16949824812309,3.75845031883571e-06,0.000526971704944627,0.411492336215446,"Non-significant",3.27821270303473,"DMTN","Dematin","Q08495"
0.67167588905961,20.2460240987482,8.11706785340785,4.13511790710864e-05,0.00439856595937453,2.67330655149286,"P17931",12,8.94560439714512,4.68591132582293e-06,0.000634005981883888,-0.671675889059607,"Up in CTRL.myr",3.19790664450485,"LGALS3","Galectin-3","P17931"
0.760130344181821,24.4497927054737,8.00102966356304,4.58369189799254e-05,0.00439856595937453,2.56692314523554,"RS27A_HUMAN",16,8.92468629377522,4.78454958657974e-06,0.000634005981883888,-0.760130344181817,"Up in CTRL.myr",3.19790664450485,"RPS27A","Ubiquitin-40S ribosomal protein S27a","RS27A_HUMAN"
0.4592478524048,18.7705985152689,7.78718175770574,5.55936306443794e-05,0.00485016317285067,2.36716586778631,"P23229",29,8.88519568882861,4.97699096366014e-06,0.000645169502528378,-0.459247852404808,"Non-significant",3.1903261701062,"ITGA6","Integrin alpha-6","P23229"
-0.374295642514792,20.776616815474,-8.02784414066367,4.4754164266457e-05,0.00439856595937453,2.59163060174849,"Q9UHL4",15,-8.84854065447823,5.16318099198178e-06,0.000655064856493348,0.374295642514788,"Non-significant",3.18371569936278,"DPP7","Dipeptidyl peptidase 2","Q9UHL4"
-0.533408630651053,18.9990954865104,-7.89507835889482,5.04095038606672e-05,0.00462449033109475,2.4685597486416,"P33908",14,-8.73037813965365,5.81695939902182e-06,0.000722636018674315,0.53340863065106,"Up in HBV.myr",3.14108039549198,"MAN1A1","Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA","P33908"
-0.886408464152463,17.6313640977626,-9.19885642372417,1.67085880866263e-05,0.00284666602173008,3.60171148149313,"P08519",3,-8.63024405699564,6.44184878072903e-06,0.000724768759990325,0.886408464152463,"Up in HBV.myr",3.13980053450372,"LPA","Apolipoprotein(a)","P08519"
0.757278643703664,20.8455591551585,8.94704382287446,2.04628079846455e-05,0.00316479853586458,3.39534636519678,"P0DJI9",4,8.64159650884614,6.36745922613133e-06,0.000724768759990325,-0.75727864370366,"Up in CTRL.myr",3.13980053450372,"SAA2","Serum amyloid A-2 protein","P0DJI9"
-0.518378692756215,22.5131497120352,-7.72103549923277,5.90635281588766e-05,0.00496050448466734,2.30438649305631,"P11712",20,-8.67625578834699,6.14607526899943e-06,0.000724768759990325,0.518378692756215,"Up in HBV.myr",3.13980053450372,"CYP2C9","Cytochrome P450 2C9","P11712"
-0.383177469338442,22.1504163631344,-7.49889978579346,7.26008970530964e-05,0.00544704722741545,2.09004161380703,"P78329",33,-8.65716511830359,6.26695947872284e-06,0.000724768759990325,0.383177469338445,"Non-significant",3.13980053450372,"CYP4F2","Cytochrome P450 4F2","P78329"
-0.299600575791121,20.2632316223894,-7.43253731302123,7.72892566384547e-05,0.00544704722741545,2.02493664641147,"Q9ULD0",29,-8.69573782276809,6.02532630156821e-06,0.000724768759990325,0.299600575791132,"Non-significant",3.13980053450372,"OGDHL","2-oxoglutarate dehydrogenase-like, mitochondrial","Q9ULD0"
-0.313044662642852,19.9844192436483,-7.43194557749764,7.73325459527148e-05,0.00544704722741545,2.0243538774828,"P29122",21,-8.46225767321542,7.660709535084e-06,0.000788493667935384,0.313044662642856,"Non-significant",3.10320178995938,"PCSK6","Proprotein convertase subtilisin/kexin type 6","P29122"
-1.00904685789844,17.6223674064756,-8.18175528127783,3.90640721995415e-05,0.0043136863430716,2.73201034814249,"Q86UX7",4,-8.49032749067882,7.44068275018138e-06,0.000788493667935384,1.00904685789843,"Up in HBV.myr",3.10320178995938,"FERMT3","Fermitin family homolog 3","Q86UX7"
-0.569288036711868,20.5146108134223,-7.66735138666934,6.20570439248446e-05,0.00506912538251847,2.25308470987288,"Q99519",13,-8.46116706204341,7.66940009060075e-06,0.000788493667935384,0.56928803671186,"Up in HBV.myr",3.10320178995938,"NEU1","Sialidase-1","Q99519"
-0.900669278076812,18.8058998264507,-8.90004707506234,2.12629737081577e-05,0.00316479853586458,3.35620256363752,"Q9H4B7",3,-8.46724073249132,7.62113809180085e-06,0.000788493667935384,0.900669278076812,"Up in HBV.myr",3.10320178995938,"TUBB1","Tubulin beta-1 chain","Q9H4B7"
-0.475041489492469,19.4832466653097,-8.06787601381969,4.31902591749954e-05,0.00439856595937453,2.62837778138178,"Q9HCS2",9,-8.48635493042415,7.47139958079409e-06,0.000788493667935384,0.475041489492465,"Non-significant",3.10320178995938,"CYP4F12","Cytochrome P450 4F12","Q9HCS2"
0.69351858291369,22.113398934772,7.47388878351938,7.43297339301404e-05,0.00544704722741545,2.0655630608475,"O95497",22,8.389198500725,8.26730731303362e-06,0.000835558534027449,-0.69351858291369,"Up in CTRL.myr",3.07802312073805,"VNN1","Pantetheinase","O95497"
-0.244556165025692,21.1098119029732,-7.85446845412612,5.22948128939081e-05,0.0047247571103996,2.43054341059149,"P06132",14,-8.37304619190486,8.40835655131693e-06,0.000835650501925048,0.244556165025688,"Non-significant",3.0779753216302,"UROD","Uroporphyrinogen decarboxylase","P06132"
-0.351299854911886,20.7406919196148,-7.45800156047347,7.54516309435256e-05,0.00544704722741545,2.04997733940482,"A6ND91",17,-8.32307910897863,8.86153333476378e-06,0.000838751163098356,0.351299854911886,"Non-significant",3.07636686458528,"ASPDH","Putative L-aspartate dehydrogenase","A6ND91"
-0.89421503276915,19.5956410293583,-8.71870572438786,2.46945248387596e-05,0.0034244988747331,3.20326248636997,"P02771",3,-8.32502744099081,8.84337328396768e-06,0.000838751163098356,0.894215032769146,"Up in HBV.myr",3.07636686458528,"AFP","Alpha-fetoprotein","P02771"
0.333198724303326,21.0344728465598,7.51733566876356,7.13551425767122e-05,0.00544704722741545,2.10803989577322,"Q86V48",16,8.33523964693526,8.74884722623301e-06,0.000838751163098356,-0.33319872430333,"Non-significant",3.07636686458528,"LUZP1","Leucine zipper protein 1","Q86V48"
0.739551003446405,19.3283497165577,8.50462016648218,2.95645487413205e-05,0.00391763120321098,3.01873436617653,"Q14116",4,8.26944220356057,9.37775781335939e-06,0.000873743278766595,-0.739551003446401,"Up in CTRL.myr",3.05861615202544,"IL18","Interleukin-18","Q14116"
0.606714101485348,17.9307663088319,7.42768113340528,7.76453151652378e-05,0.00544704722741545,2.02015287444824,"P20591",13,8.21419422504765,9.94389499713015e-06,0.000875579513592768,-0.606714101485345,"Up in CTRL.myr",3.05770440840801,"MX1","Interferon-induced GTP-binding protein Mx1","P20591"
-0.245799130208223,26.6587748760187,-6.74979064710134,0.000151041253673973,0.00755825641654871,1.32513424732474,"P23141",54,-8.23757093008314,9.69993544874861e-06,0.000875579513592768,0.245799130208233,"Non-significant",3.05770440840801,"CES1","Liver carboxylesterase 1","P23141"
-0.483302093243111,21.2853751166506,-7.24145017752461,9.27764196343993e-05,0.00607940428879036,1.83465477017941,"Q8N142",27,-8.21033505205258,9.98480746676308e-06,0.000875579513592768,0.483302093243111,"Non-significant",3.05770440840801,"ADSS1","Adenylosuccinate synthetase isozyme 1","Q8N142"
0.309083976553907,18.259678299302,8.18747874177413,3.88685913292755e-05,0.0043136863430716,2.73718384783443,"Q9Y666",10,8.22625543111234,9.81720104680238e-06,0.000875579513592768,-0.309083976553907,"Non-significant",3.05770440840801,"SLC12A7","Solute carrier family 12 member 7","Q9Y666"
0.192448923943878,25.2480486022082,6.38415227770615,0.000220804502263373,0.00855626221719689,0.926646161748823,"P07355",46,8.10185119929655,1.12132172222226e-05,0.00092867242077935,-0.192448923943882,"Non-significant",3.03213745170748,"ANXA2","Annexin A2","P07355"
0.380834434191094,22.3887904374367,7.09504486088635,0.000106979876946961,0.00674387693230538,1.68598158333396,"P21333",170,8.11955648018151,1.10019863831718e-05,0.00092867242077935,-0.380834434191097,"Non-significant",3.03213745170748,"FLNA","Filamin-A","P21333"
-0.275563889025925,22.7752875768749,-6.85628910209834,0.000135610097235067,0.00728507216047479,1.4380057041566,"P35520",35,-8.11011926909223,1.11140321313974e-05,0.00092867242077935,0.275563889025921,"Non-significant",3.03213745170748,"CBS;CBSL","Cystathionine beta-synthase-like protein","P35520"
0.305913447666867,20.9918831257296,7.29688884053286,8.79551151515737e-05,0.00595420424035368,1.89029453132726,"P62070",17,8.14076120062583,1.07546831609448e-05,0.00092867242077935,-0.305913447666864,"Non-significant",3.03213745170748,"RRAS2","Ras-related protein R-Ras2","P62070"
-0.385901660982746,22.5149973288381,-6.93342418891561,0.00012552463235102,0.00708808279855773,1.51887924272548,"P09972",31,-7.94824182423553,1.32424220813503e-05,0.00104619838236649,0.385901660982743,"Non-significant",2.98038595581484,"ALDOC","Fructose-bisphosphate aldolase C","P09972"
0.428230761124446,22.1853134333573,6.89697411290357,0.000130182993723595,0.00725496440723174,1.48075379140107,"P15144",54,7.92994927283468,1.35095212883146e-05,0.00104619838236649,-0.428230761124443,"Non-significant",2.98038595581484,"ANPEP","Aminopeptidase N","P15144"
-0.502131034200843,17.702832832074,-8.04607774147894,4.40341614191617e-05,0.00439856595937453,2.60838871037483,"Q6PHW0",6,-7.93341511527655,1.34584684545568e-05,0.00104619838236649,0.502131034200843,"Up in HBV.myr",2.98038595581484,"IYD","Iodotyrosine deiodinase 1","Q6PHW0"
0.357211146772443,20.0216576280471,7.65079604147224,6.30139259955603e-05,0.00507773027988549,2.23720029658724,"Q92542",10,7.95508626837732,1.31439630670419e-05,0.00104619838236649,-0.357211146772439,"Non-significant",2.98038595581484,"NCSTN","Nicastrin","Q92542"
0.380374590363914,23.1312561273206,6.86797203148125,0.00013402645368115,0.0072654522118245,1.45030196517545,"Q9Y6N5",44,7.93750177483322,1.33985400594864e-05,0.00104619838236649,-0.380374590363914,"Non-significant",2.98038595581484,"SQOR","Sulfide:quinone oxidoreductase, mitochondrial","Q9Y6N5"
0.616245686702669,20.4373291396919,7.03302966242375,0.000113710221266748,0.00678054049413616,1.62223626974814,"P67936",20,7.8844373148433,1.41998181823713e-05,0.00108555789514718,-0.616245686702669,"Up in CTRL.myr",2.96434700972918,"TPM4","Tropomyosin alpha-4 chain","P67936"
-0.312115920276494,19.4017747699757,-6.98281339810291,0.000119504697928099,0.00698633837005152,1.57027932367615,"Q9HBK9",19,-7.87092426409575,1.44120866657773e-05,0.00108783889605101,0.31211592027649,"Non-significant",2.9634354168958,"AS3MT","Arsenite methyltransferase","Q9HBK9"
-0.468796816993347,18.3368731474655,-6.94409740347013,0.0001241957714274,0.00708808279855773,1.53001222555567,"P10586",19,-7.788551080888,1.57829804442931e-05,0.00114773063889414,0.468796816993351,"Non-significant",2.94016002462803,"PTPRF","Receptor-type tyrosine-protein phosphatase F","P10586"
0.528951195295146,21.9818660186932,6.88175527223058,0.000132184396320396,0.0072654522118245,1.46478712531383,"Q15942",32,7.79560711348855,1.5660172451358e-05,0.00114773063889414,-0.528951195295143,"Up in CTRL.myr",2.94016002462803,"ZYX","Zyxin","Q15942"
-0.569652970889152,18.5140589804231,-7.43633441019229,7.70121136840037e-05,0.00544704722741545,2.02867525824311,"Q96AZ6",7,-7.79186890199184,1.572510500095e-05,0.00114773063889414,0.569652970889152,"Up in HBV.myr",2.94016002462803,"ISG20","Interferon-stimulated gene 20 kDa protein","Q96AZ6"
-0.442314118575904,20.5414871715973,-7.14609434225941,0.000101770372422511,0.00652534119091865,1.73811004859981,"P14920",11,-7.73105540644738,1.68235661673161e-05,0.0012086617476591,0.442314118575897,"Non-significant",2.91769522244681,"DAO","D-amino-acid oxidase","P14920"
0.290779323463614,19.7231835433396,6.70089650735511,0.000158769101271182,0.00755825641654871,1.2728384339351,"P29590",25,7.71894955291225,1.7052026222308e-05,0.0012104908614717,-0.290779323463614,"Non-significant",2.91703848489007,"PML","Protein PML","P29590"
-0.854117171071515,17.729031443749,-13.2125172767366,1.11148609735607e-06,0.00055231596654452,6.2621988320892,"P69891",1,-7.67652497532426,1.78796413463501e-05,0.00125430942762689,0.854117171071522,"Up in HBV.myr",2.90159531347819,"HBE1;HBG1;HBG2","Hemoglobin subunit epsilon","P69891"
0.252625294893129,21.9217963340022,6.35385003919302,0.000228022007815047,0.00855626221719689,0.892841677950207,"Q07065",54,7.63648596906722,1.87008557860474e-05,0.00129666515176978,-0.252625294893125,"Non-significant",2.8871721607809,"CKAP4","Cytoskeleton-associated protein 4","Q07065"
-0.363805783926765,20.600567048247,-6.58143500314562,0.000179557439136787,0.00795303154183039,1.14379017703842,"P47989",42,-7.60148141983977,1.94524245381668e-05,0.00133327364966768,0.363805783926761,"Non-significant",2.8750807040418,"XDH","Xanthine dehydrogenase/oxidase","P47989"
0.338810543258376,18.5836290579859,7.28612852162068,8.88687200052789e-05,0.00595420424035368,1.87952317218644,"Q8WX93",10,7.57179235198617,2.01155966677289e-05,0.00134774497673784,-0.338810543258383,"Non-significant",2.87039227818165,"PALLD","Palladin","Q8WX93"
-0.312513480653724,20.7557837105613,-6.66279017219354,0.00016509566052602,0.00763151491253222,1.23187147925192,"Q9H2F3",22,-7.58165844958065,1.98925316742186e-05,0.00134774497673784,0.312513480653724,"Non-significant",2.87039227818165,"HSD3B7","3 beta-hydroxysteroid dehydrogenase type 7","Q9H2F3"
0.728231100125065,18.4252557110208,8.2865770778218,3.56508977861987e-05,0.00430911076418366,2.82623509033559,"Q9UJY1",3,7.55231796503881,2.05639093252885e-05,0.00136247323674106,-0.728231100125061,"Up in CTRL.myr",2.86567201987689,"HSPB8","Heat shock protein beta-8","Q9UJY1"
-0.436671972680614,20.7028511031162,-6.76081698545395,0.000149356646369168,0.00754757357880802,1.33688615418558,"O14832",16,-7.52667954793468,2.11707375146264e-05,0.00138726492087602,0.43667197268061,"Non-significant",2.85784059538799,"PHYH","Phytanoyl-CoA dioxygenase, peroxisomal","O14832"
1.84431526319664,19.7296011762386,7.26592472955293,9.0612711761749e-05,0.0060035955581701,1.85926226958084,"K2M1_SHEEP",1,7.48936879963731,2.20888286772229e-05,0.00140030061093247,-1.84431526319664,"Up in CTRL.myr",2.85377872171119,"KRT83;KRT85;KRT86","Keratin, type II cuticular Hb6","K2M1_SHEEP"
0.55467873843055,21.4623017895962,6.80062107767139,0.000143446246383937,0.00732908626241325,1.3791828086309,"P02743",12,7.49181244840826,2.20273949434302e-05,0.00140030061093247,-0.55467873843055,"Up in CTRL.myr",2.85377872171119,"APCS","Serum amyloid P-component","P02743"
-0.511495350367241,23.935840201527,-6.61473758372524,0.000173474631119824,0.0078389769617631,1.17994838615659,"P09488",29,-7.4806713009077,2.23089984971633e-05,0.00140030061093247,0.511495350367241,"Up in HBV.myr",2.85377872171119,"GSTM1","Glutathione S-transferase Mu 1","P09488"
0.754494449725392,16.136549006904,8.04122586754485,4.42244840717955e-05,0.00439856595937453,2.60393282916143,"Q9BQ39",3,7.48403321670663,2.2223613346145e-05,0.00140030061093247,-0.754494449725392,"Up in CTRL.myr",2.85377872171119,"DDX50","ATP-dependent RNA helicase DDX50","Q9BQ39"
-1.00842684590124,15.8628590626004,-6.84636460433939,0.000136971674196541,0.00729251868958907,1.42754692513783,"P98160",6,-7.46161875018363,2.27996660181675e-05,0.00141619175485763,1.00842684590123,"Up in HBV.myr",2.84887793842711,"HSPG2","Basement membrane-specific heparan sulfate proteoglycan core protein","P98160"
