"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BM2_vs_DM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-0.262958049774163,17.2541225978306,-7.01998536110011,0.000299456520810031,0.0296315879250316,0.761198292799931,"AHNK_HUMAN",315,-9.81747942145146,2.19899821146352e-05,0.00435187109458903,0.0316218535105506,"Non-significant",2.36132397722021,"AHNAK","Neuroblast differentiation-associated protein AHNAK","AHNK_HUMAN"
-0.802128156026194,9.03686319078718,-9.36815684958678,5.38429850264768e-05,0.0112021020642265,2.57890944402356,"MASP1_HUMAN",18,-9.72979329993692,2.33444203616357e-05,0.00450991968605505,0.0441920757293648,"Non-significant",2.34583119209403,"MASP1","Mannan-binding lectin serine protease 1","MASP1_HUMAN"
0.330567757288586,10.5272550582886,10.0119309960999,3.59097459310484e-05,0.00902203058343242,2.99829800213976,"T23O_HUMAN",17,9.63794168609797,2.48653883487733e-05,0.00469204095492899,0.0668799877166659,"Non-significant",2.32863820575897,"TDO2","Tryptophan 2,3-dioxygenase","T23O_HUMAN"
0.355909585952753,10.3775499888829,8.9889063788203,6.91538515632417e-05,0.0130491709670731,2.31761836168429,"ANGL3_HUMAN",22,9.56274158206859,2.61944040211165e-05,0.00483048623243953,0.028118530909218,"Non-significant",2.31600915135262,"ANGPTL3","Angiopoietin-related protein 3","ANGL3_HUMAN"
-0.428038835525516,8.56811714172363,-9.41792992555184,5.21377910730553e-05,0.0111327904412308,2.61239391187252,"NOC4L_HUMAN",17,-9.42086224521491,2.89266603231503e-05,0.00521579826360093,-0.00645367304484168,"Non-significant",2.28267921457277,"NOC4L","Nucleolar complex protein 4 homolog","NOC4L_HUMAN"
-0.657948573430328,11.4259142194475,-8.55312709004791,9.32696039489893e-05,0.015002437549764,2.00330915747902,"CO5_HUMAN",67,-9.35435220929597,3.0317433175023e-05,0.00534773158222037,-0.192334890365551,"Non-significant",2.2718303993319,"C5","Complement C5","CO5_HUMAN"
-0.773780504862463,8.88624477386475,-8.46770183764338,9.90546658024774e-05,0.0151647086475717,1.9398437902371,"LAMA5_HUMAN",58,-9.12716160784426,3.56710946330644e-05,0.00603709053692295,0.0388139883677159,"Non-significant",2.21917231107858,"LAMA5","Laminin subunit alpha-5","LAMA5_HUMAN"
-0.289803504943814,11.2998268944877,-7.93982780821805,0.000145389739690306,0.0203395232387439,1.53340409091826,"PBIP1_HUMAN",29,-9.12551464258791,3.57136240784202e-05,0.00603709053692295,-0.0404200553894167,"Non-significant",2.21917231107858,"PBXIP1","Pre-B-cell leukemia transcription factor-interacting protein 1","PBIP1_HUMAN"
0.555615266164152,11.5803187234061,8.37215301245705,0.000106016963933538,0.015930030469569,1.86811355523576,"EHD2_HUMAN",32,9.05875589883346,3.74867562566428e-05,0.00620750082176326,-0.0240983168284323,"Non-significant",2.20708321428049,"EHD2","EH domain-containing protein 2","EHD2_HUMAN"
0.200851917266839,18.1477053506034,6.72423964058643,0.000383950300190699,0.0338627471276884,0.493884932554149,"ANXA2_HUMAN",39,9.02270039096016,3.8485656579605e-05,0.0062454523497383,0.0673948923746774,"Non-significant",2.20443610078374,"ANXA2","Annexin A2","ANXA2_HUMAN"
-0.169868707656825,14.6166791915894,-6.13303257962263,0.000648025106869483,0.0413179507237657,-0.0711679258938602,"THRB_HUMAN",42,-8.95443646968927,4.04603842484955e-05,0.00643716779984887,-0.0137337843577257,"Non-significant",2.19130516982107,"F2","Prothrombin","THRB_HUMAN"
-0.279387076695796,11.1908336366926,-7.17985688921399,0.000262713039746681,0.0284220480600609,0.901678738899077,"PRG4_HUMAN",49,-8.83367682000209,4.42407130273003e-05,0.00690325279814451,0.00420077641804895,"Non-significant",2.16094622239194,"PRG4","Proteoglycan 4","PRG4_HUMAN"
1.07127404212951,11.4743864876884,9.63623506099588,4.53535119445912e-05,0.0105142398833832,2.75711849779302,"NUA4L_HUMAN",5,8.66253304876132,5.03014485885614e-05,0.00763335560379058,-0.0389293829599584,"Non-significant",2.11728450531568,"NDUFA4L2","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2","NUA4L_HUMAN"
0.18790872891743,15.4783039093018,6.20555079166258,0.000606508764329144,0.0413179507237657,0.000442173454594297,"ACON_HUMAN",46,8.6494714001705,5.08012327587739e-05,0.00763335560379058,0.13241370519,"Non-significant",2.11728450531568,"ACO2","Aconitate hydratase, mitochondrial","ACON_HUMAN"
0.191713333129922,16.3236331939697,6.21517135166347,0.000601230872931298,0.0413179507237657,0.00989262244620193,"ACADV_HUMAN",44,8.44840441819542,5.92477592641398e-05,0.00870536920045798,0.0943882465362336,"Non-significant",2.06021280544022,"ACADVL","Very long-chain specific acyl-CoA dehydrogenase, mitochondrial","ACADV_HUMAN"
1.20282900333405,7.00826011385236,8.23855105056749,0.00011671027088364,0.0171342873041165,1.76647637387323,"NRP2_HUMAN",11,8.43033502353096,6.00814241096434e-05,0.00870536920045798,-0.0259970029195138,"Non-significant",2.06021280544022,"NRP2","Neuropilin-2","NRP2_HUMAN"
-0.427087624867765,10.2130801337106,-9.03522575460504,6.70393072069285e-05,0.0129513556827862,2.35012606009983,"MTAP2_HUMAN",13,-8.35536170095687,6.36848041322858e-05,0.00896665110979658,0.0410281817118108,"Non-significant",2.04736972820447,"MAP2","Microtubule-associated protein 2","MTAP2_HUMAN"
0.250386238098127,16.5463600158691,7.18981149146229,0.000260600588349172,0.0284220480600609,0.910335005844367,"ALDOA_HUMAN",29,8.34713429858749,6.40948686675132e-05,0.00896665110979658,0.016444524129259,"Non-significant",2.04736972820447,"ALDOA","Fructose-bisphosphate aldolase A","ALDOA_HUMAN"
-0.390157063802082,9.5923809323992,-7.68436177605281,0.000176423395206716,0.0231061015761385,1.32745293333791,"BCAM_HUMAN",25,-8.27799000518286,6.76613316969786e-05,0.00930515331168279,0.000582774480182735,"Non-significant",2.03127646703946,"BCAM","Basal cell adhesion molecule","BCAM_HUMAN"
0.194876670837404,15.6785178865705,6.54643175665822,0.000447687191641016,0.034726706543026,0.328355916160391,"TRXR1_HUMAN",31,8.1436266058798,7.52509626791962e-05,0.0100138217302867,-0.130932013193757,"Non-significant",1.99940014433734,"TXNRD1","Thioredoxin reductase 1, cytoplasmic","TRXR1_HUMAN"
-0.172938664754215,15.2462455204555,-5.80426487764183,0.000881445229712589,0.0480003127106574,-0.404283917146007,"KPYR_HUMAN",45,-8.1430987643046,7.52826134517485e-05,0.0100138217302867,0.0647528966267892,"Non-significant",1.99940014433734,"PKLR","Pyruvate kinase PKLR","KPYR_HUMAN"
-0.222118457158423,12.4349508285523,-6.34531588059197,0.000534714636868284,0.0394355706447796,0.136606061428822,"SAFB1_HUMAN",45,-8.06586976457548,8.00794883902535e-05,0.0104800801419116,0.0724874337514496,"Non-significant",1.97963539625908,"SAFB","Scaffold attachment factor B1","SAFB1_HUMAN"
0.310078144073472,18.8759245191301,7.21206148725163,0.000255948482627859,0.0284220480600609,0.929644906193998,"ENOA_HUMAN",28,8.01824212978925,8.32092196613364e-05,0.0107168191798743,-0.00437990824385004,"Non-significant",1.96993409688338,"ENO1","Alpha-enolase","ENOA_HUMAN"
0.277187744776404,13.6283240999494,8.61184992814655,8.95167094061477e-05,0.015002437549764,2.04657707365926,"NEUR1_HUMAN",16,7.99850943604267,8.45461256219315e-05,0.0107188634890055,0.00392095247900848,"Non-significant",1.96985126003686,"NEU1","Sialidase-1","NEUR1_HUMAN"
0.218230247497551,12.7756170545306,6.27300369710941,0.000570579244396184,0.040258086861136,0.0664591354417547,"ACOX3_HUMAN",44,7.96598236875375,8.68030552329331e-05,0.0108247108077978,-0.0382772286732997,"Non-significant",1.96558369740003,"ACOX3","Peroxisomal acyl-coenzyme A oxidase 3","ACOX3_HUMAN"
0.165869156519559,15.3026601246425,5.55889568743941,0.00111817995518085,0.053370071507867,-0.662234693922147,"ACOHC_HUMAN",48,7.93184214847262,8.92452528710102e-05,0.0108247108077978,-0.0763985315959168,"Non-significant",1.96558369740003,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN"
-0.360871235529562,12.2469486509051,-7.61969386538814,0.000185435353259391,0.0231480377899492,1.27431565267806,"DHB13_HUMAN",20,-7.92994468156111,8.93832418193807e-05,0.0108247108077978,-0.0434153874715157,"Non-significant",1.96558369740003,"HSD17B13","17-beta-hydroxysteroid dehydrogenase 13","DHB13_HUMAN"
0.176955699920644,15.9514184679304,6.11149930530514,0.000660965742325389,0.0415742328157225,-0.0925594534453991,"ANXA4_HUMAN",33,7.88332703077242,9.28501102374906e-05,0.0110792028598088,-0.0316630204518749,"Non-significant",1.9554914856401,"ANXA4","Annexin A4","ANXA4_HUMAN"
-0.183233976364155,11.8119614464896,-5.91443858627181,0.000794000405816635,0.0456916261900438,-0.291084734661618,"FPRP_HUMAN",40,-7.81740378639151,9.80143857368701e-05,0.0115259235633183,0.0936927795410476,"Non-significant",1.93832426486391,"PTGFRN","Prostaglandin F2 receptor negative regulator","FPRP_HUMAN"
-0.42143273353577,9.65494796207973,-9.0499553329361,6.63824555044263e-05,0.0129513556827862,2.36042822229242,"TFPI1_HUMAN",11,-7.7885600805582,0.000100375117555801,0.0116349100549682,-0.0507169564565046,"Non-significant",1.93423696972852,"TFPI","Tissue factor pathway inhibitor","TFPI1_HUMAN"
-0.189848979314165,9.05092770712716,-5.77156874293979,0.000909453805427813,0.0485480801134294,-0.438187622052599,"YTDC2_HUMAN",51,-7.76512063472517,0.000102340769503351,0.011690417538305,0.098147551218684,"Non-significant",1.9321699771749,"YTHDC2","3'-5' RNA helicase YTHDC2","YTDC2_HUMAN"
0.217120091120364,15.195597921099,6.58606028847887,0.000432502432526481,0.0344046479104807,0.365568520076518,"ERO1A_HUMAN",29,7.74879435833487,0.000103735526590825,0.011690417538305,-0.113125165303549,"Non-significant",1.9321699771749,"ERO1A","ERO1-like protein alpha","ERO1A_HUMAN"
0.421593825022384,10.6371750150408,8.80405089673483,7.83879852339375e-05,0.0140392858991969,2.1861838924234,"P2RX4_HUMAN",11,7.64488944196685,0.000113130466428337,0.0124454881228893,-0.00831270217894264,"Non-significant",1.90498806531332,"P2RX4","P2X purinoceptor 4","P2RX4_HUMAN"
0.193343162536575,17.5993227277483,6.7805594515794,0.000365961131878716,0.0326308640007023,0.545551424481745,"CATD_HUMAN",24,7.64096811230095,0.000113503342506015,0.0124454881228893,0.159769058227541,"Non-significant",1.90498806531332,"CTSD","Cathepsin D","CATD_HUMAN"
0.160156965255728,14.3726693562099,5.26959094996269,0.00149450945862964,0.0600621082448841,-0.977047950227075,"MVP_HUMAN",54,7.62364825120133,0.000115166914491523,0.0124595245891229,-0.271818121274309,"Non-significant",1.9044985284842,"MVP","Major vault protein","MVP_HUMAN"
-0.315614779790263,11.9843861716134,-7.65840141187807,0.000179979799181858,0.0231061015761385,1.30617091496238,"METK2_HUMAN",17,-7.58798689335744,0.000118679368602282,0.0126705841689331,0.0452574094136562,"Non-significant",1.89720336179409,"MAT2A","S-adenosylmethionine synthase isoform type-2","METK2_HUMAN"
0.269188324610345,10.7068507330758,6.54209772405335,0.00044938429714293,0.034726706543026,0.324274834565206,"VLDLR_HUMAN",32,7.48316837797029,0.00012972191433491,0.0136696573105644,-0.0766478379567443,"Non-significant",1.86424237277646,"VLDLR","Very low-density lipoprotein receptor","VLDLR_HUMAN"
1.23275701204936,6.51797396796091,8.50819407580152,9.62628739725665e-05,0.0150207107579501,1.97000454048092,"T161B_HUMAN",2,7.39876576243788,0.000139457666874862,0.0145071731925978,0.168365120887751,"Non-significant",1.83841720413411,"TMEM161B","Transmembrane protein 161B","T161B_HUMAN"
-0.739970604578649,8.37121398108346,-7.1331310896854,0.000272892740876548,0.0291348907825304,0.860905640230521,"CO8B_HUMAN",16,-7.37991364109947,0.000141742944715837,0.0145292162843337,-0.0376937389373744,"Non-significant",1.83775781120568,"C8B","Complement component C8 beta chain","CO8B_HUMAN"
0.207503000895192,12.3821236746652,5.96457503856878,0.000757487462283569,0.0442176494170423,-0.240099316865559,"PLOD3_HUMAN",38,7.36766075233446,0.000143250838396191,0.0145292162843337,-0.0261274178822823,"Non-significant",1.83775781120568,"PLOD3","Multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3","PLOD3_HUMAN"
0.294515768686912,14.6697395869664,6.8184511037949,0.000354397113892607,0.0319508686902735,0.580108588965378,"RL4_HUMAN",23,7.30326534498405,0.000151478325587036,0.0150067157416418,0.0720778306324998,"Non-significant",1.82371434382264,"RPL4","Large ribosomal subunit protein uL4","RL4_HUMAN"
0.215759913126657,16.4689123971122,7.0860542112032,0.000283605369284814,0.029472980976502,0.819588809065326,"HMGCL_HUMAN",20,7.30190544158481,0.00015165771392835,0.0150067157416418,0.0116728146871079,"Non-significant",1.82371434382264,"HMGCL","Hydroxymethylglutaryl-CoA lyase, mitochondrial","HMGCL_HUMAN"
-1.26729400952657,8.56120238985334,-8.22041323904357,0.000118254879101617,0.0171342873041165,1.75255600610044,"S100P_HUMAN",2,-7.28214700301658,0.000154291240037395,0.0150540751242748,0.078422864278167,"Non-significant",1.82234592103879,"S100P","Protein S100-P","S100P_HUMAN"
0.226311206817645,16.7451071058001,6.52795162552569,0.000454974598312722,0.0348270178368814,0.310938844751377,"THIK_HUMAN",25,7.27065229138359,0.000155846969489658,0.0150540751242748,-0.257460991541544,"Non-significant",1.82234592103879,"ACAA1","3-ketoacyl-CoA thiolase, peroxisomal","THIK_HUMAN"
1.64639270305634,8.71545893805368,7.57596259856953,0.000191827120706248,0.0235831099607651,1.23814741622324,"PCOC1_HUMAN",2,7.244965609698,0.000159387651583442,0.0150700114232217,0.0780764420827218,"Non-significant",1.82188641848562,"PCOLCE","Procollagen C-endopeptidase enhancer 1","PCOC1_HUMAN"
0.287544171015428,14.5924970081874,6.89161098178709,0.000333225188416692,0.030842905183607,0.646370900957426,"APOL2_HUMAN",21,7.24254091649531,0.000159726519891184,0.0150700114232217,0.131222565968834,"Non-significant",1.82188641848562,"APOL2","Apolipoprotein L2","APOL2_HUMAN"
0.215581417083758,16.9731755937849,5.96672427004766,0.000755965229777943,0.0442176494170423,-0.237921012424281,"G6PI_HUMAN",35,7.15694559608913,0.000172224409786564,0.0160624007012435,0.0726052125294991,"Non-significant",1.79418954415173,"GPI","Glucose-6-phosphate isomerase","G6PI_HUMAN"
-0.369968891143793,10.1568892342704,-7.34523216302403,0.000230003786372818,0.0259201489254035,1.04412742924666,"SIL1_HUMAN",14,-7.04271783281601,0.000190650746732442,0.0174267610902971,-0.153014262517296,"Non-significant",1.75878332266174,"SIL1","Nucleotide exchange factor SIL1","SIL1_HUMAN"
-0.566311597824102,9.56805242810931,-6.63077485616081,0.000416066380374011,0.0342385448831943,0.407335088290231,"PERM_HUMAN",27,-7.03980448044393,0.000191148846073015,0.0174267610902971,0.00530521074928458,"Non-significant",1.75878332266174,"MPO","Myeloperoxidase","PERM_HUMAN"
