"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CTRL_vs_HBV","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
0.559870719909698,14.1728680133819,10.852491226211,1.653079356361e-07,4.96512699895307e-05,7.86701913117663,"VIME_HUMAN",46,11.6703964950649,4.73614996376333e-08,1.96447800123615e-05,0.029843568801879,"Non-significant",4.70675283017375,"VIM","Vimentin","VIME_HUMAN"
0.758361220359795,11.6311043898265,11.3989676590063,9.68326729796844e-08,4.1357509828904e-05,8.3866314255598,"DDB2_HUMAN",18,11.6494496576743,4.83444813888558e-08,1.96447800123615e-05,-0.0606025457382202,"Non-significant",4.70675283017375,"DDB2","DNA damage-binding protein 2","DDB2_HUMAN"
0.639274239540104,10.036653359731,13.2037052857368,1.910429878155e-08,1.19431258613582e-05,9.93492577381331,"PRIO_HUMAN",8,11.4799183996492,5.71550055182961e-08,2.21189871355806e-05,-0.206072092056264,"Non-significant",4.65523476396316,"PRNP","Major prion protein","PRIO_HUMAN"
-0.480494737625124,11.8888071378072,-11.1136780385176,1.2766905944345e-07,4.64299828590754e-05,8.11856484727477,"KNG1_HUMAN",19,-11.4185685508463,6.07558827882926e-08,2.23287864648236e-05,-0.0616812705993652,"Non-significant",4.65113487952382,"KNG1","Kininogen-1","KNG1_HUMAN"
-0.336549043655411,11.3875626722972,-9.53526900433284,6.61408542164593e-07,0.000125006214469108,6.50199491713029,"CGNL1_HUMAN",84,-11.3467010622392,6.52865759783142e-08,2.23287864648236e-05,0.0105026960372951,"Non-significant",4.65113487952382,"CGNL1","Cingulin-like protein 1","CGNL1_HUMAN"
0.653302192687983,9.60841210683187,10.8182782617052,1.71063807026807e-07,4.96512699895307e-05,7.83362483858646,"PERM_HUMAN",27,11.2824800237624,6.96428559428086e-08,2.23287864648236e-05,0.0567115545272863,"Non-significant",4.65113487952382,"MPO","Myeloperoxidase","PERM_HUMAN"
-0.710174441337578,10.6613317330678,-11.0715811199281,1.33051826989052e-07,4.64299828590754e-05,8.07842303813731,"RCN2_HUMAN",17,-11.2727344574822,7.03307481929164e-08,2.23287864648236e-05,-0.0814475417137155,"Non-significant",4.65113487952382,"RCN2","Reticulocalbin-2","RCN2_HUMAN"
0.863234400749201,9.25331385930379,11.5244496056494,8.59042951075462e-08,4.1067306255237e-05,8.50238522177281,"LBP_HUMAN",10,11.2573086668785,7.14345328024379e-08,2.23287864648236e-05,0.0788840651512137,"Non-significant",4.65113487952382,"LBP","Lipopolysaccharide-binding protein","LBP_HUMAN"
-0.262766599655137,16.5009430249532,-9.22584079501061,9.3648647247672e-07,0.000166151236400075,6.15610463869135,"PGM1_HUMAN",40,-11.1354289325866,8.08381204235279e-08,2.38612767048338e-05,0.220126152038576,"Non-significant",4.62230632298627,"PGM1","Phosphoglucomutase-1","PGM1_HUMAN"
0.31450021266936,14.7055295308431,9.58336968529007,6.27102078108695e-07,0.000125006214469108,6.55485605440294,"THRB_HUMAN",42,11.1035368247965,8.3512340989454e-08,2.38612767048338e-05,0.0578378438949709,"Non-significant",4.62230632298627,"F2","Prothrombin","THRB_HUMAN"
-0.820205569267236,12.2223734855652,-10.6663238444307,1.99366523491515e-07,5.58707495315704e-05,7.68404008927798,"ATTY_HUMAN",28,-11.0509659247956,8.81299739322093e-08,2.38612767048338e-05,0.0794019699096733,"Non-significant",4.62230632298627,"TAT","Tyrosine aminotransferase","ATTY_HUMAN"
0.510283827781672,13.4912836551666,9.99533298232047,4.0078394908218e-07,9.33854524214603e-05,6.99789955621284,"APOB_HUMAN",239,11.0448295562753,8.86865735860697e-08,2.38612767048338e-05,-0.000101566314700818,"Non-significant",4.62230632298627,"APOB","Apolipoprotein B-100","APOB_HUMAN"
0.787948369979885,10.6382664044698,10.5866655889968,2.16183970649968e-07,5.85642376490763e-05,7.60478905521643,"TRFL_HUMAN",33,11.0195726009253,9.10175437246028e-08,2.38612767048338e-05,-0.119504928588867,"Non-significant",4.62230632298627,"LTF","Lactotransferrin","TRFL_HUMAN"
1.43494510650635,8.10172112782796,11.368804947223,9.96770822487514e-08,4.1357509828904e-05,8.35861307372841,"LCAT_HUMAN",4,10.8272801290677,1.11074655790619e-07,2.82094914878239e-05,0.0549342632293754,"Non-significant",4.54960474248776,"LCAT","Phosphatidylcholine-sterol acyltransferase","LCAT_HUMAN"
0.507552981376632,11.6283242702484,9.84273632046039,4.7224822894283e-07,0.00010372868531401,6.83578861370327,"CO5_HUMAN",67,10.6975816283788,1.27253059864505e-07,3.13389581066314e-05,0.39467191696165,"Non-significant",4.50391544615914,"C5","Complement C5","CO5_HUMAN"
1.7901142835617,7.87582381566366,10.4476329209154,2.49307506752943e-07,6.5358777657457e-05,7.46506988925145,"OLFL3_HUMAN",10,10.5905796875673,1.42505197374731e-07,3.40629335018952e-05,-0.0424094200134135,"Non-significant",4.46771795329574,"OLFML3","Olfactomedin-like protein 3","OLFL3_HUMAN"
0.589038729667685,14.3764254252116,10.3342133307363,2.80377864307899e-07,7.12072157259467e-05,7.34975632226459,"VNN1_HUMAN",18,10.5573964895518,1.47624772659865e-07,3.42784722116207e-05,-0.0727671384811508,"Non-significant",4.46497854278293,"VNN1","Pantetheinase","VNN1_HUMAN"
-0.532733082771291,11.3201835950216,-10.2242228539464,3.1451980003882e-07,7.7457648936833e-05,7.23676709296099,"APOL3_HUMAN",18,-10.4421789237063,1.66989337424113e-07,3.76978429234936e-05,0.186407208442688,"Non-significant",4.42368349948188,"APOL3","Apolipoprotein L3","APOL3_HUMAN"
-0.427917718887311,13.6421840985616,-10.8449754647944,1.66554249524315e-07,4.96512699895307e-05,7.85969212887888,"NDRG2_HUMAN",12,-10.1130059457246,2.38944835599898e-07,5.12957283002746e-05,0.176986336708069,"Non-significant",4.28991879966134,"NDRG2","Protein NDRG2","NDRG2_HUMAN"
-0.339522600173986,17.1940035820007,-8.76628415511865,1.59661820624252e-06,0.000227644143195315,5.62311081420943,"AL1L1_HUMAN",79,-10.1095881820681,2.39847136140081e-07,5.12957283002746e-05,0.106251239776613,"Non-significant",4.28991879966134,"ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase","AL1L1_HUMAN"
-0.224169254302995,12.3690744241079,-8.06028558253639,3.78059714801098e-06,0.000384061412773565,4.75664907621753,"CLMN_HUMAN",42,-9.90426204596965,3.01364512035856e-07,6.19287205109285e-05,-0.0860136747360123,"Non-significant",4.20810789271421,"CLMN","Calmin","CLMN_HUMAN"
0.603955507278462,12.4230563640595,9.56609397070444,6.39198213213669e-07,0.000125006214469108,6.53589829953775,"RIR2B_HUMAN",23,9.89414121620207,3.04804825942801e-07,6.19287205109285e-05,-0.00739336013794833,"Non-significant",4.20810789271421,"RRM2B","Ribonucleoside-diphosphate reductase subunit M2 B","RIR2B_HUMAN"
0.339234590530397,10.5255049864451,8.79388364387315,1.54535432081762e-06,0.000227644143195315,5.65579100898315,"M4K4_HUMAN",44,9.84469768257923,3.22227581249701e-07,6.38717939711297e-05,-0.212690711021425,"Non-significant",4.19469088561404,"MAP4K4","Mitogen-activated protein kinase kinase kinase kinase 4","M4K4_HUMAN"
2.44698178768157,8.37691688537597,9.55958057609996,6.43823647096677e-07,0.000125006214469108,6.52874267641789,"MATN3_HUMAN",18,9.77895024608509,3.4706658852651e-07,6.65467242834711e-05,-0.290607213973987,"Non-significant",4.17687331750901,"MATN3","Matrilin-3","MATN3_HUMAN"
-0.598379492759692,12.7627593676249,-13.2483395693148,1.83987613254306e-08,1.19431258613582e-05,9.97025231834025,"S38A3_HUMAN",5,-9.76624447142518,3.52099070282916e-07,6.65467242834711e-05,0.00942468643190075,"Non-significant",4.17687331750901,"SLC38A3","Sodium-coupled neutral amino acid transporter 3","S38A3_HUMAN"
-0.477914452552829,13.3562677701314,-9.96180572281491,4.15424181613427e-07,9.37820089992313e-05,6.96248031906565,"S22A1_HUMAN",13,-9.71010605915237,3.75288699524195e-07,6.93175286598439e-05,-0.320094108581538,"Non-significant",4.15915692934712,"SLC22A1","Solute carrier family 22 member 1","S22A1_HUMAN"
0.493817329406724,10.6458829243978,9.2221408962117,9.40440122358e-07,0.000166151236400075,6.15190670367486,"EPHA2_HUMAN",25,9.62853268579201,4.1194708881729e-07,7.43976442404025e-05,-0.021562099456812,"Non-significant",4.12844081592713,"EPHA2","Ephrin type-A receptor 2","EPHA2_HUMAN"
-0.307645320892338,17.0739768346151,-8.93385857620763,1.31117808701843e-06,0.000208940084572525,5.82019920450332,"GSTM1_HUMAN",24,-9.55506660479069,4.48254635675227e-07,7.91949005246211e-05,0.0796186923980748,"Non-significant",4.10130278236656,"GSTM1","Glutathione S-transferase Mu 1","GSTM1_HUMAN"
0.600687861442569,10.1639461517334,9.12766062611703,1.04772234355602e-06,0.000173772234409792,6.04420348912301,"CDHR2_HUMAN",30,9.52198203083025,4.65711043304625e-07,8.01784171113554e-05,-0.254715919494629,"Non-significant",4.09594252187684,"CDHR2","Cadherin-related family member 2","CDHR2_HUMAN"
0.503882288932797,12.1538932323456,9.13811231980965,1.03523256383799e-06,0.000173772234409792,6.05616594125165,"MA1A1_HUMAN",24,9.50754944631216,4.7355285115603e-07,8.01784171113554e-05,-0.00457060337066295,"Non-significant",4.09594252187684,"MAN1A1","Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA","MA1A1_HUMAN"
-0.370013594627393,10.7218706607819,-8.66998460508704,1.79026741050763e-06,0.000242491720753258,5.50839788904099,"IFIT1_HUMAN",34,-9.38703525143695,5.44827186083742e-07,8.86111173063768e-05,0.178745388984686,"Non-significant",4.05251178734631,"IFIT1","Interferon-induced protein with tetratricopeptide repeats 1","IFIT1_HUMAN"
0.380596399307207,12.9801320234935,8.41697117216074,2.42960789833037e-06,0.000294707811787028,5.20184898564821,"CO4B_HUMAN",83,9.38650511367128,5.45164988965035e-07,8.86111173063768e-05,0.200633764266968,"Non-significant",4.05251178734631,"C4B_2","Complement C4-B","CO4B_HUMAN"
1.5942370891571,8.55610454082489,9.99208701465533,4.02176797680708e-07,9.33854524214603e-05,6.99447527066904,"DMBT1_HUMAN",1,9.34956447435305,5.69264619940535e-07,9.071399149523e-05,-0.0527284145355011,"Non-significant",4.04232572329777,"DMBT1","Scavenger receptor cysteine-rich domain-containing protein DMBT1","DMBT1_HUMAN"
-1.01612317562103,7.49255744616191,-9.47604031863824,7.06446637036643e-07,0.000130483904981745,6.43657240538566,"TSP3_HUMAN",7,-9.24142499426313,6.46604962564793e-07,0.000101056894822386,0.115237116813656,"Non-significant",3.99543405046966,"THBS3","Thrombospondin-3","TSP3_HUMAN"
-0.42020821571354,12.0521494547526,-8.83794545984333,1.46713734347048e-06,0.00022497028661103,5.70778372809747,"PALMD_HUMAN",22,-9.18742512085463,6.89368890056621e-07,0.000105707565462079,0.175607323646549,"Non-significant",3.97589392924078,"PALMD","Palmdelphin","PALMD_HUMAN"
-0.308554172515855,12.4973158836365,-7.9125450118175,4.55924176815611e-06,0.000446421178913309,4.56764587760016,"CING_HUMAN",80,-9.11265486108234,7.53648426842192e-07,0.00011342408823975,0.0499672889709259,"Non-significant",3.94529470312685,"CGN","Cingulin","CING_HUMAN"
2.3784372806549,9.06614021460215,8.90292163754436,1.35944436244424e-06,0.000212465467953545,5.78405292455433,"AMY1B_HUMAN",12,9.08769773192832,7.76507671421482e-07,0.000114739597193498,-0.123113274574287,"Non-significant",3.94028667909144,"AMY1B;AMY1C;AMY1A","Alpha-amylase 1B;Alpha-amylase 1C;Alpha-amylase 1A","AMY1B_HUMAN"
-0.256581306457537,12.7591001192729,-7.74099205844826,5.68450101823668e-06,0.000520297249049542,4.34471413804679,"XDH_HUMAN",47,-9.04379561350113,8.18538823764619e-07,0.00011879044679884,-0.171482563018802,"Non-significant",3.92521848418119,"XDH","Xanthine dehydrogenase/oxidase","XDH_HUMAN"
-0.272889614105249,16.4225576718648,-7.52065122811794,7.58451795673096e-06,0.000628973239126046,4.052814674321,"FAS_HUMAN",149,-9.02647459235959,8.35785416959152e-07,0.000119165404975913,0.100644230842583,"Non-significant",3.92384980674955,"FASN","Fatty acid synthase","FAS_HUMAN"
2.30010068416596,15.2733229796092,8.57374557081763,2.00917914409944e-06,0.000259756781937434,5.39268252962161,"FIBA_HUMAN",43,8.78585060744611,1.12012782919873e-06,0.000156953083929277,0.0693699121475255,"Non-significant",3.80423014654368,"FGA","Fibrinogen alpha chain","FIBA_HUMAN"
0.270638108253459,13.5243735313415,8.09180401529981,3.63368531461123e-06,0.000382341208537625,4.79661738516188,"EHD3_HUMAN",25,8.73705427124744,1.18952576046297e-06,0.000163852133140382,-0.0923284292221247,"Non-significant",3.7855479002989,"EHD3","EH domain-containing protein 3","EHD3_HUMAN"
0.767357766628264,7.6955688794454,8.44738728637976,2.34119959312128e-06,0.000292721986050717,5.23910090504975,"NRP1_HUMAN",20,8.66123532225781,1.3066302186853e-06,0.000176983063120924,-0.0574079751968366,"Non-significant",3.75206829264988,"NRP1","Neuropilin-1","NRP1_HUMAN"
0.523305296897872,11.0907432238261,8.42402139953267,2.40880164962558e-06,0.000294707811787028,5.21049352762844,"PRS23_HUMAN",19,8.63588520393205,1.34848455508361e-06,0.000179586592522699,-0.165096402168276,"Non-significant",3.74572608977762,"PRSS23","Serine protease 23","PRS23_HUMAN"
0.222425699234,11.9023123582204,7.18241564116282,1.19429952130121e-05,0.000858269492614376,3.59224766269689,"HS74L_HUMAN",49,8.62315175114469,1.37004660224035e-06,0.000179586592522699,-0.062688231468238,"Non-significant",3.74572608977762,"HSPA4L","Heat shock 70 kDa protein 4L","HS74L_HUMAN"
-0.40747213363645,13.8885327180227,-8.57191214047329,2.01361846463127e-06,0.000259756781937434,5.39046755266402,"GNMT_HUMAN",15,-8.54908237412499,1.50300055293188e-06,0.000188522050911496,0.0237134695052994,"Non-significant",3.72463784424287,"GNMT","Glycine N-methyltransferase","GNMT_HUMAN"
0.520744323730476,10.1570665041606,8.54295430402993,2.08514715367944e-06,0.000264781108093013,5.35543107286486,"SIL1_HUMAN",14,8.54731027812567,1.50634556618196e-06,0.000188522050911496,-0.0374503135680762,"Non-significant",3.72463784424287,"SIL1","Nucleotide exchange factor SIL1","SIL1_HUMAN"
0.787418246269223,8.24829518795013,9.14363022524335,1.02870321670656e-06,0.000173772234409792,6.06247661093128,"GTR1_HUMAN",6,8.54653829209564,1.50780525522914e-06,0.000188522050911496,0.00637805461883545,"Non-significant",3.72463784424287,"SLC2A1","Solute carrier family 2, facilitated glucose transporter member 1","GTR1_HUMAN"
0.990305781364441,8.4747991959254,8.77306292014978,1.58386040068482e-06,0.000227644143195315,5.63114554172722,"CDN1A_HUMAN",6,8.4988639208793,1.60094366233917e-06,0.000190375236715821,0.0297250747680877,"Non-significant",3.72038954364639,"CDKN1A","Cyclin-dependent kinase inhibitor 1","CDN1A_HUMAN"
-0.369797706604004,17.2207442919413,-7.87103351633782,4.8077155231615e-06,0.000465146476865875,4.51404586756127,"SBP1_HUMAN",39,-8.49397418775185,1.61083823517528e-06,0.000190375236715821,0.0301072597503751,"Non-significant",3.72038954364639,"SELENBP1","Methanethiol oxidase","SBP1_HUMAN"
-0.275480628013602,11.0900774796804,-7.73918155118544,5.69785347181115e-06,0.000520297249049542,4.34234131099551,"IFIT3_HUMAN",30,-8.4930414307116,1.61273311450009e-06,0.000190375236715821,-0.00224995613099921,"Non-significant",3.72038954364639,"IFIT3","Interferon-induced protein with tetratricopeptide repeats 3","IFIT3_HUMAN"
0.504839897155771,10.2115515867869,9.54373972348507,6.55223670788835e-07,0.000125006214469108,6.51132145709857,"TBB3_HUMAN",8,8.49127543772821,1.61632722202432e-06,0.000190375236715821,-0.14446401596069,"Non-significant",3.72038954364639,"TUBB3","Tubulin beta-3 chain","TBB3_HUMAN"
0.510081648826596,9.09682337443034,9.04818553180329,1.14815647404362e-06,0.00018662135329105,5.95284717759628,"DCK_HUMAN",9,8.38275323347287,1.85447892057987e-06,0.000210415583797544,0.118321537971498,"Non-significant",3.67692209861217,"DCK","Deoxycytidine kinase","DCK_HUMAN"
-0.460168361663825,15.7267785072327,-8.3422206814835,2.66244447764388e-06,0.000305368072126497,5.10982845839022,"BAAT_HUMAN",15,-8.37359728428699,1.87621977230258e-06,0.000210415583797544,-0.104923486709598,"Non-significant",3.67692209861217,"BAAT","Bile acid-CoA:amino acid N-acyltransferase","BAAT_HUMAN"
-0.570988774299627,10.2041229406993,-8.67970617465937,1.76962056725193e-06,0.000242491720753258,5.52002691728816,"TPPP_HUMAN",10,-8.36967860857307,1.8856077114827e-06,0.000210415583797544,0.0396735072135952,"Non-significant",3.67692209861217,"TPPP","Tubulin polymerization-promoting protein","TPPP_HUMAN"
0.398301362991333,12.8477013905843,9.73441814279734,5.31240329252549e-07,0.000113615530416723,6.71929890671276,"BAX_HUMAN",9,8.36783662628658,1.89003785126378e-06,0.000210415583797544,0.0284520387649501,"Non-significant",3.67692209861217,"BAX","Apoptosis regulator BAX","BAX_HUMAN"
-0.523067951202393,8.87917542457581,-8.26638313774004,2.92327956790022e-06,0.000325445110251029,5.01578160440376,"PDK4_HUMAN",15,-8.33486625402701,1.97124332845992e-06,0.000216490466626943,-0.0484755039215088,"Non-significant",3.66456122347908,"PDK4","[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 4, mitochondrial","PDK4_HUMAN"
-0.292167901992816,13.3264494736989,-7.67420025765438,6.20000548101344e-06,0.000547689614610828,4.25689760056498,"ANT3_HUMAN",28,-8.28505462258269,2.10107298963623e-06,0.000224897783992768,-0.194557189941405,"Non-significant",3.64801482381939,"SERPINC1","Antithrombin-III","ANT3_HUMAN"
2.01762223243716,15.6376480261485,8.08131594619476,3.68188135405636e-06,0.000382341208537625,4.78333122955977,"FIBG_HUMAN",29,8.27778504690313,2.12077134351497e-06,0.000224897783992768,0.157805681228639,"Non-significant",3.64801482381939,"FGG","Fibrinogen gamma chain","FIBG_HUMAN"
0.52361845970154,9.14050396283468,8.15261514561013,3.36722711928146e-06,0.000364872730645339,4.8733839199118,"TREA_HUMAN",16,8.26532605254069,2.1549913778296e-06,0.000224897783992768,0.408231198787688,"Non-significant",3.64801482381939,"TREH","Trehalase","TREA_HUMAN"
-0.433767557144183,17.5733780860901,-7.78197162964944,5.39105747075299e-06,0.000515448518409524,4.39830869201432,"SCP2_HUMAN",39,-8.26406510796772,2.15848740635362e-06,0.000224897783992768,-0.118212699890135,"Non-significant",3.64801482381939,"SCP2","Sterol carrier protein 2","SCP2_HUMAN"
-0.264154672622698,11.4914224147797,-7.37046622157528,9.26261021587994e-06,0.000724098669754233,3.85020012692377,"BAIP2_HUMAN",36,-8.23480089338928,2.24134808393816e-06,0.00022940584449556,-0.128395318984975,"Non-significant",3.63939552191933,"BAIAP2","BAR/IMD domain-containing adapter protein 2","BAIP2_HUMAN"
0.615162730216969,10.160344282786,8.34953514393553,2.63863912205057e-06,0.000305368072126497,5.11886244984569,"NAT8_HUMAN",11,8.22898742302469,2.25820937118799e-06,0.00022940584449556,-0.15471386909485,"Non-significant",3.63939552191933,"NAT8","N-acetyltransferase 8","NAT8_HUMAN"
0.587944030761721,9.37495962778727,8.07384752932357,3.7166181216282e-06,0.000382341208537625,4.77386201059446,"TRI22_HUMAN",15,8.16939880584578,2.43905833669537e-06,0.000244718853115102,0.0221099853515252,"Non-significant",3.61133257135743,"TRIM22","E3 ubiquitin-protein ligase TRIM22","TRI22_HUMAN"
0.402125120162959,10.0308862527211,8.34058770189687,2.66779046646749e-06,0.000305368072126497,5.10781070772142,"MTAP2_HUMAN",13,8.13354845477183,2.55526112605096e-06,0.000253251306968489,0.00477325916290106,"Non-significant",3.59644830467355,"MAP2","Microtubule-associated protein 2","MTAP2_HUMAN"
0.209949970245347,15.9459370772044,7.16378689664863,1.22504320343629e-05,0.000858269492614376,3.56643396258709,"APOE_HUMAN",29,8.10871074704514,2.63922450347792e-06,0.000258421416141748,-0.0436868667602983,"Non-significant",3.58767149792627,"APOE","Apolipoprotein E","APOE_HUMAN"
0.96830725669861,8.97285350163778,8.59505949839356,1.95833441990097e-06,0.000259756781937434,5.4184030846638,"TSN4_HUMAN",4,8.04982761772189,2.85026696722553e-06,0.00027576332907907,-0.335847854614261,"Non-significant",3.55946348666443,"TSPAN4","Tetraspanin-4","TSN4_HUMAN"
0.391077041625934,10.7081028620402,7.76007934322284,5.54575129130084e-06,0.000518049663728758,4.36970401910417,"ANXA3_HUMAN",21,8.0261333028669,2.94020662088474e-06,0.000281118343622709,-0.139366686344149,"Non-significant",3.5511108147476,"ANXA3","Annexin A3","ANXA3_HUMAN"
-0.450947642326353,8.62439465522766,-7.92138107477698,4.50814733256698e-06,0.000446421178913309,4.57902692432259,"TREX1_HUMAN",15,-7.96024904870032,3.2065791431328e-06,0.000303021729026049,0.0777779817581266,"Non-significant",3.51852622807276,"TREX1","Three-prime repair exonuclease 1","TREX1_HUMAN"
-0.311275720596285,14.3213787078858,-8.20023735693365,3.17318196679855e-06,0.000348492565461781,4.93318300850112,"DHRS6_HUMAN",14,-7.93632146773223,3.30959322814594e-06,0.000309161657070598,0.0666995048523251,"Non-significant",3.50981437359988,"BDH2","Dehydrogenase/reductase SDR family member 6","DHRS6_HUMAN"
0.575462579727182,9.77357411384583,8.2682252282802,2.91662916113373e-06,0.000325445110251029,5.01807425820856,"COTL1_HUMAN",9,7.9086863931049,3.43297823620415e-06,0.000314883963489295,0.0121244192123395,"Non-significant",3.50184945668785,"COTL1","Coactosin-like protein","COTL1_HUMAN"
0.169442415237437,14.2769318421682,5.94496251987342,7.1291841389703e-05,0.0031834549174402,1.77185588804861,"IQGA1_HUMAN",91,7.9053197184222,3.44834166981018e-06,0.000314883963489295,0.0600751638412511,"Non-significant",3.50184945668785,"IQGAP1","Ras GTPase-activating-like protein IQGAP1","IQGA1_HUMAN"
