"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BM1_vs_C","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
1.10506653785705,8.06664049625397,9.02008526711909,2.67969533708278e-05,0.00300626611461175,3.07590272164066,"HXK4_HUMAN",13,9.24173617542237,1.40408408300495e-05,0.00160461102105664,0.0621876716613734,"Non-significant",2.79463022922959,"GCK","Hexokinase-4","HXK4_HUMAN"
-0.22181415557861,9.71491074562073,-7.23666191084353,0.000120572383988969,0.00758390948594181,1.47565774248568,"PLCG1_HUMAN",51,-9.19536222308994,1.45780625260067e-05,0.0016428666574447,0.0684577226638776,"Non-significant",2.78439768445661,"PLCG1","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1","PLCG1_HUMAN"
-0.279597043991101,10.6531699895859,-7.59902049695,8.68449297320479e-05,0.00606521708311947,1.82663061790868,"AKA12_HUMAN",66,-9.15375083747613,1.50796398985607e-05,0.00166183515885468,-0.0907559394836497,"Non-significant",2.77941205705627,"AKAP12","A-kinase anchor protein 12","AKA12_HUMAN"
-0.520102739334105,10.6108075380325,-8.55140700442863,3.8783733287793e-05,0.00374632395115658,2.68477419100606,"ITA7_HUMAN",33,-9.14755104827914,1.51560021882236e-05,0.00166183515885468,0.0102939605712873,"Non-significant",2.77941205705627,"ITGA7","Integrin alpha-7","ITA7_HUMAN"
0.426433563232402,11.209862947464,8.38628845402684,4.4358342104739e-05,0.00413705273376841,2.54227999156621,"PCKGC_HUMAN",35,9.12624819035076,1.54216861159231e-05,0.00166840525652581,-0.110331058502197,"Non-significant",2.77769845052331,"PCK1","Phosphoenolpyruvate carboxykinase, cytosolic [GTP]","PCKGC_HUMAN"
0.221447944641103,17.3565521240234,7.3898074517842,0.000104797719914836,0.00691324145844698,1.62573831114931,"SBP1_HUMAN",39,9.11005101420822,1.56271628661525e-05,0.00166840525652581,-0.192335367202761,"Non-significant",2.77769845052331,"SELENBP1","Methanethiol oxidase","SBP1_HUMAN"
-2.78132963180542,7.73595714569092,-8.73976164299319,3.3362017576637e-05,0.00338374263271041,2.84428922813392,"MATN3_HUMAN",18,-9.06270741554568,1.62454400113488e-05,0.00167949654180658,-0.119876384735107,"Non-significant",2.77482088606219,"MATN3","Matrilin-3","MATN3_HUMAN"
-0.26086354255675,10.8548504114151,-7.91956994408347,6.56318581415338e-05,0.00522094997020005,2.12549435360121,"LDLR_HUMAN",30,-9.06265776854271,1.62461024930038e-05,0.00167949654180658,-0.361049652099612,"Non-significant",2.77482088606219,"LDLR","Low-density lipoprotein receptor","LDLR_HUMAN"
-0.564554691314701,9.35824012756348,-8.69800161571795,3.44864827260352e-05,0.00345460889924752,2.80919746334091,"URP2_HUMAN",20,-9.0421408245743,1.65224682387229e-05,0.00167949654180658,0.239983320236201,"Non-significant",2.77482088606219,"FERMT3","Fermitin family homolog 3","URP2_HUMAN"
-0.236388444900527,11.1650696992874,-8.2265177161023,5.06202641855531e-05,0.00460328060109074,2.40197331553841,"4F2_HUMAN",23,-9.03945739120477,1.65589996727294e-05,0.00167949654180658,0.196418285369875,"Non-significant",2.77482088606219,"SLC3A2","Amino acid transporter heavy chain SLC3A2","4F2_HUMAN"
-0.296208858489997,11.2511141300201,-7.7165081579158,7.82880339076312e-05,0.00577481006478654,1.93740425048761,"PRG4_HUMAN",49,-8.99462922368715,1.71827616122366e-05,0.00172124602125541,-0.0636239051818759,"Non-significant",2.76415705062685,"PRG4","Proteoglycan 4","PRG4_HUMAN"
0.423448562622061,9.84852123260498,8.3444618195594,4.59093412012958e-05,0.00423304993758311,2.50578208964019,"PLSL_HUMAN",27,8.9327149649497,1.80876900656124e-05,0.00178979899015096,0.0307898521423233,"Non-significant",2.74719574129396,"LCP1","Plastin-2","PLSL_HUMAN"
0.217903852462802,13.4122761487961,7.62111362336038,8.51590786705517e-05,0.00606521708311947,1.84757193509885,"ANT3_HUMAN",28,8.88747520553484,1.87824348297451e-05,0.00182837602660737,0.0932462215423993,"Non-significant",2.73793448174958,"SERPINC1","Antithrombin-III","ANT3_HUMAN"
-0.242189645767224,12.1113744974136,-7.39141339265665,0.00010464500638712,0.00691324145844698,1.62729841473096,"PLOD1_HUMAN",41,-8.8782183295863,1.89282211282992e-05,0.00182837602660737,0.30487942695618,"Non-significant",2.73793448174958,"PLOD1","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1","PLOD1_HUMAN"
0.267032623291026,18.7820353507995,7.87156836513527,6.84027286852366e-05,0.00533672827453856,2.08141151180374,"ENOA_HUMAN",28,8.84733769510871,1.94237380011651e-05,0.00185416717813475,0.00262451171875533,"Non-significant",2.73185111093145,"ENO1","Alpha-enolase","ENOA_HUMAN"
0.250276088714603,16.9624240398407,8.18983668082253,5.21939629406394e-05,0.00460328060109074,2.36941752958046,"DCXR_HUMAN",22,8.82609678518507,1.9772945847886e-05,0.00186555444895054,-0.0580165386200022,"Non-significant",2.72919207091494,"DCXR","L-xylulose reductase","DCXR_HUMAN"
-0.237267732620253,15.9246042966843,-7.63298156424571,8.42686025082635e-05,0.00606521708311947,1.85879987942606,"APOE_HUMAN",29,-8.79182149356851,2.03512638009716e-05,0.00189804775265613,0.0484604835510254,"Non-significant",2.72169286543129,"APOE","Apolipoprotein E","APOE_HUMAN"
-0.885031461715696,7.30450892448425,-9.50860544582493,1.8539379242694e-05,0.00246604136352818,3.46377914634085,"UBD_HUMAN",6,-8.77126781971476,2.07070694304468e-05,0.00190928592453006,0.0303168296814,"Non-significant",2.7191290290986,"UBD","Ubiquitin D","UBD_HUMAN"
-0.369486331939674,12.9345812797547,-10.2332728632512,1.10507766410176e-05,0.0016918113521739,4.00494636283787,"JUPI1_HUMAN",11,-8.66627490380585,2.26359729876375e-05,0.00201224629787597,-0.0244781970977765,"Non-significant",2.69631886294916,"JPT1","Jupiter microtubule associated homolog 1","JUPI1_HUMAN"
