"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CM_vs_DM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
0.771519184112549,9.48338154384068,14.2241769725056,3.21014222952495e-06,0.0030658647229231,5.20743709125213,"DREB_HUMAN",21,14.9996846311628,1.07879260964126e-06,0.000729443602885766,0.0747163295745921,"Non-significant",3.13700828005884,"DBN1","Drebrin","DREB_HUMAN"
0.658479849497487,14.1770911897932,12.5360143588608,7.2322762867864e-06,0.00419162069935606,4.50249541517631,"PLOD2_HUMAN",38,14.4837314610794,1.37802780899515e-06,0.00086010135709128,-0.00410866737365723,"Non-significant",3.06545036709168,"PLOD2","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","PLOD2_HUMAN"
0.538815180460668,12.0339183807373,11.2289439778893,1.45931151967916e-05,0.0056385017479413,3.8623892771992,"HKDC1_HUMAN",55,13.9055696683606,1.8311155795027e-06,0.00106126227229178,-0.0192232131958079,"Non-significant",2.97417727459696,"HKDC1","Hexokinase HKDC1","HKDC1_HUMAN"
-0.370849053064997,11.4598712921143,-9.25617568882157,4.9154375926992e-05,0.00790820192586165,2.69868745264985,"CGNL1_HUMAN",84,-13.5167872601508,2.23083648656898e-06,0.00120673381680138,-0.0148835182189995,"Non-significant",2.91838851668245,"CGNL1","Cingulin-like protein 1","CGNL1_HUMAN"
0.468124866485592,12.774224281311,12.6897439759767,6.68914127877094e-06,0.00417505325661134,4.57199242895506,"SQSTM_HUMAN",20,13.3340645850728,2.45226899428274e-06,0.0012244042479584,0.0296886761983082,"Non-significant",2.91207517232716,"SQSTM1","Sequestosome-1","SQSTM_HUMAN"
-2.16854516665141,8.60989986147199,-13.2925795321883,4.9660106786205e-06,0.00389176530386924,4.83383963888128,"HBB_HUMAN",8,-13.2478688133232,2.56530345271048e-06,0.0012244042479584,0.0529998143513986,"Non-significant",2.91207517232716,"HBB","Hemoglobin subunit beta","HBB_HUMAN"
0.628480037053494,10.968784059797,12.9423478468994,5.89495549578915e-06,0.00398597240773609,4.68374659310016,"FSTL1_HUMAN",17,12.9899239242356,2.94049126951185e-06,0.0012883665599717,0.0395561059316005,"Non-significant",2.8899605559792,"FSTL1","Follistatin-related protein 1","FSTL1_HUMAN"
0.794878244400019,10.2688940593174,12.253856041369,8.36605636419845e-06,0.00426362526093759,4.37192021746634,"CCN1_HUMAN",22,12.9419826911669,3.01688003937175e-06,0.0012883665599717,-0.0156052112579381,"Non-significant",2.8899605559792,"CCN1","CCN family member 1","CCN1_HUMAN"
0.900046348571779,8.61107785361154,12.0130651309292,9.49662127212003e-06,0.00426362526093759,4.25729927535958,"BICC1_HUMAN",25,12.7800730943896,3.29199349760939e-06,0.00133556176198013,0.0497699578603097,"Non-significant",2.874336023579,"BICC1","Protein bicaudal C homolog 1","BICC1_HUMAN"
-0.4211689631144,12.069091796875,-9.80661892135682,3.42789039096998e-05,0.00742439218735047,3.05068900103473,"PLMN_HUMAN",50,-12.6384805700355,3.55606566994497e-06,0.00133603849023038,-0.182157039642307,"Non-significant",2.8741810299938,"PLG","Plasminogen","PLMN_HUMAN"
0.740889469782568,12.0854157039097,11.9192289755101,9.98384027086693e-06,0.00426362526093759,4.21181302113803,"PAI1_HUMAN",22,12.6047386699787,3.62248543074542e-06,0.00133603849023038,-0.0123453140259038,"Non-significant",2.8741810299938,"SERPINE1","Plasminogen activator inhibitor 1","PAI1_HUMAN"
0.473266522089641,10.9644545146397,10.0079923375013,3.0178367001882e-05,0.00742439218735047,3.17385383221334,"MX1_HUMAN",43,12.101801643478,4.79964578582689e-06,0.0016932315611391,-0.0930322011311846,"Non-significant",2.77128364505226,"MX1","Interferon-induced GTP-binding protein Mx1","MX1_HUMAN"
0.707389752070103,10.4398826871599,10.6823480853139,2.00160731862695e-05,0.00693502381714878,3.56596646672127,"ITA7_HUMAN",33,11.7242683793644,5.9709212709957e-06,0.00199001541961635,-0.202520608901983,"Non-significant",2.70114355845042,"ITGA7","Integrin alpha-7","ITA7_HUMAN"
-0.448138395945243,17.2306229727609,-9.71522081342899,3.6347416353275e-05,0.00742439218735047,2.99381965165322,"SBP1_HUMAN",39,-11.6791462796576,6.13142537471146e-06,0.00199001541961635,-0.564622998237611,"Up in CM",2.70114355845042,"SELENBP1","Methanethiol oxidase","SBP1_HUMAN"
0.651650905609126,10.2342641013009,10.4046607504173,2.36345609119786e-05,0.00722112154375121,3.40818112445266,"ITA2_HUMAN",32,11.4635570384514,6.96897358723031e-06,0.00217485583410718,-0.394118666648862,"Non-significant",2.662569526078,"ITGA2","Integrin alpha-2","ITA2_HUMAN"
0.552953561147055,13.4877005985805,12.2181026754448,8.5237554810314e-06,0.00426362526093759,4.3550893831073,"IL18_HUMAN",14,11.3335837248017,7.53622311086503e-06,0.00226477460450218,0.461012840270991,"Non-significant",2.64497501347093,"IL18","Interleukin-18","IL18_HUMAN"
-0.224476575851455,12.6835987908499,-6.11115381284012,0.000595837506070148,0.0248978913683695,0.152059286374406,"LRP1_HUMAN",189,-11.0416409881973,9.01144048322412e-06,0.0026113867171743,0.0336379210154032,"Non-significant",2.58312880925766,"LRP1","Prolow-density lipoprotein receptor-related protein 1","LRP1_HUMAN"
0.855155944824187,10.4392397744315,10.6707119242831,2.01543542366531e-05,0.00693502381714878,3.55945465928377,"TAGL_HUMAN",15,10.7838827902185,1.05900200088462e-05,0.00296301456385441,0.142175356547058,"Non-significant",2.52826621386384,"TAGLN","Transgelin","TAGL_HUMAN"
0.578125874201465,13.3339257921491,9.79034535092913,3.46371638906863e-05,0.00742439218735047,3.04060805539189,"MUC18_HUMAN",27,10.6627438395371,1.14383599218844e-05,0.00309369508020568,0.098070303599016,"Non-significant",2.50952249332246,"MCAM","Cell surface glycoprotein MUC18","MUC18_HUMAN"
-0.381065845489484,11.2745880399431,-9.07071580396923,5.57370152580216e-05,0.00807589538934978,2.57477564200856,"CFAB_HUMAN",28,-10.4656065330434,1.29885396699796e-05,0.00318287238096981,-0.0168977578481009,"Non-significant",2.49718077430759,"CFB","Complement factor B","CFAB_HUMAN"
-0.318821032841985,15.3296068736485,-7.91782658436998,0.000128442903988795,0.0124878045282534,1.73799952668034,"KPYR_HUMAN",45,-10.3775303231039,1.37569088997912e-05,0.00318287238096981,0.0654408931732,"Non-significant",2.49718077430759,"PKLR","Pyruvate kinase PKLR","KPYR_HUMAN"
0.679015874862671,8.05202293395996,9.247004721874,4.94582480966343e-05,0.00790820192586165,2.69262482969191,"MAP1B_HUMAN",55,10.29406333676,1.45328080839987e-05,0.00318287238096981,0.253711859385216,"Non-significant",2.49718077430759,"MAP1B","Microtubule-associated protein 1B","MAP1B_HUMAN"
0.398747762044263,14.1653968266078,10.4452197772097,2.30621209435566e-05,0.00722112154375121,3.43154146150204,"RRAS_HUMAN",17,10.261206310314,1.48517224918239e-05,0.00318287238096981,-0.104881604512533,"Non-significant",2.49718077430759,"RRAS","Ras-related protein R-Ras","RRAS_HUMAN"
-0.355791886647523,17.6580279214042,-8.29710239459627,9.65495119680452e-05,0.0106427636429735,2.02659349420298,"SCP2_HUMAN",39,-10.2459073046221,1.50029108167856e-05,0.00318287238096981,0.0761822064717332,"Non-significant",2.49718077430759,"SCP2","Sterol carrier protein 2","SCP2_HUMAN"
0.363024870554639,19.131491797311,8.04143025377826,0.000116889574291971,0.0118555250725632,1.83356618843847,"K2C8_HUMAN",55,10.2373630113139,1.50881043304366e-05,0.00318287238096981,0.272134701410929,"Non-significant",2.49718077430759,"KRT8","Keratin, type II cytoskeletal 8","K2C8_HUMAN"
-0.463375012079858,12.0125325066703,-9.66619751822221,3.75154152922565e-05,0.00742439218735047,2.96306310000144,"VTDB_HUMAN",21,-10.2299897043339,1.51620619683701e-05,0.00318287238096981,0.224128723144526,"Non-significant",2.49718077430759,"GC","Vitamin D-binding protein","VTDB_HUMAN"
-0.487692832946751,12.253499848502,-9.67560277910995,3.72880490628255e-05,0.00742439218735047,2.96897764758376,"HRG_HUMAN",21,-10.2238316282233,1.52241444628066e-05,0.00318287238096981,-0.34693606694535,"Non-significant",2.49718077430759,"HRG","Histidine-rich glycoprotein","HRG_HUMAN"
0.351456483205178,11.4510320935931,8.41109172873061,8.88030464378494e-05,0.0101485622365734,2.11068610668531,"TFR1_HUMAN",34,10.1895762352114,1.55747791303245e-05,0.00318287238096981,-0.295510609944634,"Non-significant",2.49718077430759,"TFRC","Transferrin receptor protein 1","TFR1_HUMAN"
0.44654893875126,10.3098812103272,9.25024400394641,4.93506731850855e-05,0.00790820192586165,2.69476697474965,"ADAM9_HUMAN",25,10.1596000835965,1.58891151831756e-05,0.00318287238096981,0.0368876457214498,"Non-significant",2.49718077430759,"ADAM9","Disintegrin and metalloproteinase domain-containing protein 9","ADAM9_HUMAN"
-0.290680726369246,18.1204934801374,-7.60808525129789,0.000163555943691537,0.013733286629057,1.49183050679469,"HYEP_HUMAN",42,-10.1316474876293,1.61887067091105e-05,0.00318287238096981,-0.224363168080675,"Non-significant",2.49718077430759,"EPHX1","Epoxide hydrolase 1","HYEP_HUMAN"
-0.636227607727031,9.85640702928814,-9.32937687710571,4.68038033860877e-05,0.00790820192586165,2.74683995814467,"ANO1_HUMAN",29,-10.1054489339088,1.64753068770929e-05,0.00318287238096981,-0.26700592041016,"Non-significant",2.49718077430759,"ANO1","Anoctamin-1","ANO1_HUMAN"
0.330249150594092,18.941431590489,7.64549811615489,0.000158782982850094,0.013733286629057,1.52208333699086,"K1C18_HUMAN",55,9.96344102178685,1.81322040372455e-05,0.00336046573674049,0.00508046150204144,"Non-significant",2.47360052830081,"KRT18","Keratin, type I cytoskeletal 18","K1C18_HUMAN"
0.604112943013497,9.94722952161516,9.14007122092583,5.31642091612661e-05,0.00790820192586165,2.62143884714945,"CDHR2_HUMAN",30,9.95609661199577,1.82228854346292e-05,0.00336046573674049,-0.592882951100675,"Up in CM",2.47360052830081,"CDHR2","Cadherin-related family member 2","CDHR2_HUMAN"
0.406746546427435,10.1887967245919,8.4751068135876,8.47642127511938e-05,0.00997131684471806,2.15739209446343,"ADA10_HUMAN",33,9.80666609847531,2.01839385501512e-05,0.00358339912420872,-0.0784625212351155,"Non-significant",2.44570481678845,"ADAM10","Disintegrin and metalloproteinase domain-containing protein 10","ADA10_HUMAN"
0.510512669881209,10.9422284534999,9.29370675643211,4.79328055806678e-05,0.00790820192586165,2.72342857543644,"AT2B4_HUMAN",21,9.79726609916269,2.03150554244024e-05,0.00358339912420872,-0.10854458808895,"Non-significant",2.44570481678845,"ATP2B4","Plasma membrane calcium-transporting ATPase 4","AT2B4_HUMAN"
0.584015766779583,9.24429648263114,13.1679119719875,5.27599437300488e-06,0.00389176530386924,4.78104537056217,"SYUG_HUMAN",9,9.76051172337074,2.08370464121146e-05,0.00359727222527443,-0.0372975667317732,"Non-significant",2.44402669549786,"SNCG","Gamma-synuclein","SYUG_HUMAN"
-0.484733740488677,15.6866380146572,-9.7410693192913,3.57483097460306e-05,0.00742439218735047,3.00996514877935,"DHI1_HUMAN",16,-9.61679426650699,2.30287724715247e-05,0.0038326908190977,-0.0497820377349907,"Non-significant",2.41649621361171,"HSD11B1","11-beta-hydroxysteroid dehydrogenase 1","DHI1_HUMAN"
-0.349160591761246,11.6764684404646,-8.36234031890619,9.2026080137949e-05,0.0103708279755461,2.07486691984549,"ACO12_HUMAN",27,-9.56836491167397,2.38251077638843e-05,0.0038326908190977,0.338000615437799,"Non-significant",2.41649621361171,"ACOT12","Acetyl-coenzyme A thioesterase","ACO12_HUMAN"
0.255757808685303,17.4259199414935,6.29815725969102,0.000500670425362862,0.0230820444965583,0.334259789265134,"MYH9_HUMAN",143,9.56460386474197,2.38882415364829e-05,0.0038326908190977,-0.0203555425008126,"Non-significant",2.41649621361171,"MYH9","Myosin-9","MYH9_HUMAN"
-0.366617520650216,10.5014847346715,-8.20513753768125,0.00010336253937744,0.0111824485934473,1.95787262058147,"F261_HUMAN",31,-9.55000783707054,2.41350494556501e-05,0.0038326908190977,-0.130261103312199,"Non-significant",2.41649621361171,"PFKFB1","6-phosphofructo-2-kinase/fructose-2,6-bisphosphatase 1","F261_HUMAN"
-0.68864854176839,7.81955569131034,-9.1732224640546,5.19824495726016e-05,0.00790820192586165,2.64360584319589,"ITB2_HUMAN",19,-9.52512459328937,2.45624750546069e-05,0.0038326908190977,-0.0371460119883213,"Non-significant",2.41649621361171,"ITGB2","Integrin beta-2","ITB2_HUMAN"
-0.467354138692238,10.6710642405919,-9.82479083190171,3.38838415106329e-05,0.00742439218735047,3.06192313579383,"SO1B1_HUMAN",15,-9.43836701636688,2.61209954438818e-05,0.00394204632113481,0.109427054723092,"Non-significant",2.40427827683612,"SLCO1B1","Solute carrier organic anion transporter family member 1B1","SO1B1_HUMAN"
0.354951143264751,11.7014504841396,8.84914920380099,6.4958592621688e-05,0.00893345797512503,2.42304750328959,"GNA13_HUMAN",21,9.43225341577433,2.62349644246093e-05,0.00394204632113481,0.042418797810825,"Non-significant",2.40427827683612,"GNA13","Guanine nucleotide-binding protein subunit alpha-13","GNA13_HUMAN"
0.468846241633084,16.048712185451,10.0374968770387,2.96259388895468e-05,0.00742439218735047,3.19165714569437,"FRIH_HUMAN",14,9.37023720194133,2.74233523776249e-05,0.00404569238530998,-0.0795831680298154,"Non-significant",2.39300714194121,"FTH1","Ferritin heavy chain","FRIH_HUMAN"
-0.259018103281633,16.5114893232073,-6.25660763561204,0.000520233284740495,0.0234509604021354,0.29416971323084,"FAS_HUMAN",149,-9.33097497051343,2.82070995683902e-05,0.00408700724817711,0.0402607123057095,"Non-significant",2.3885945920803,"FASN","Fatty acid synthase","FAS_HUMAN"
0.367454926172934,13.7004582541329,7.90936927902492,0.000129279711655569,0.0124878045282534,1.7314058756518,"PFKAP_HUMAN",34,9.27363882012248,2.93974797797229e-05,0.00418475703390652,0.0474077860514104,"Non-significant",2.37832975198299,"PFKP","ATP-dependent 6-phosphofructokinase, platelet type","PFKAP_HUMAN"
0.304669221242264,11.441832269941,7.11607137989435,0.000244226110499805,0.0167936496660629,1.08011525953168,"MDR1_HUMAN",52,9.2426639447052,3.00640914097079e-05,0.00418750938594009,0.0438195069631089,"Non-significant",2.37804420652049,"ABCB1","ATP-dependent translocase ABCB1","MDR1_HUMAN"
0.31490087509153,15.3284222739083,7.52264004303575,0.000175080326473817,0.0140653640495896,1.4221915332218,"SQOR_HUMAN",36,9.22513044901,3.04489837035328e-05,0.00418750938594009,-0.125290552775041,"Non-significant",2.37804420652049,"SQOR","Sulfide:quinone oxidoreductase, mitochondrial","SQOR_HUMAN"
0.745842297871917,9.75068555559431,8.47461736057525,8.47942891650907e-05,0.00997131684471806,2.15703638881611,"FIL1L_HUMAN",39,9.14356295738486,3.23142301299415e-05,0.00436996105457242,-0.143661181132007,"Non-significant",2.35952243347801,"FILIP1L","Filamin A-interacting protein 1-like","FIL1L_HUMAN"
0.64049180348715,11.5318178449358,8.42416562150351,8.79606958262595e-05,0.0101485622365734,2.12025508765573,"EHD2_HUMAN",32,9.10810244614958,3.31650772307058e-05,0.00441149896147454,0.0236509641011544,"Non-significant",2.35541381867593,"EHD2","EH domain-containing protein 2","EHD2_HUMAN"
0.442470630009957,12.014533996582,8.59275851815617,7.78746483353671e-05,0.00997131684471806,2.24227308459656,"GRN_HUMAN",21,9.07397816283183,3.4007801986477e-05,0.00445063395674636,0.0843025048573747,"Non-significant",2.35157812288268,"GRN","Progranulin","GRN_HUMAN"
1.7345356941223,9.4105749130249,10.3773699696209,2.40288737590933e-05,0.00722112154375121,3.39240132859555,"CRCT1_HUMAN",1,9.02837831756428,3.51718977558952e-05,0.00452991711732276,-0.00226418177292587,"Non-significant",2.343909744084,"CRCT1","Cysteine-rich C-terminal protein 1","CRCT1_HUMAN"
0.873920520146688,8.86069311414446,11.9391528628252,9.87804357205808e-06,0.00426362526093759,4.22150990724267,"MYL9_HUMAN",5,8.97819736122533,3.65052031116046e-05,0.00462817528199312,-0.0619400342305916,"Non-significant",2.33459020145735,"MYL9","Myosin regulatory light polypeptide 9","MYL9_HUMAN"
1.15573032697042,6.58071906226022,10.640972029969,2.0512764556516e-05,0.00693502381714878,3.54277239343956,"PGS1_HUMAN",4,8.94774247710258,3.73421530617189e-05,0.0046614496914275,0.119629303614298,"Non-significant",2.33147899852955,"BGN","Biglycan","PGS1_HUMAN"
0.334533691406261,12.2718524932861,7.46219868677319,0.000183789612230263,0.0143560972214253,1.37246759884552,"BAG3_HUMAN",35,8.88581943550841,3.9111509643982e-05,0.00480834529168591,-0.105638901392616,"Non-significant",2.31800435280037,"BAG3","BAG family molecular chaperone regulator 3","BAG3_HUMAN"
0.398511648178079,11.5822155816215,7.86864794642179,0.000133396647027387,0.0125858185346537,1.69955886456665,"PALLD_HUMAN",29,8.82294664470177,4.1005363451675e-05,0.00496593312010285,-0.0373473962147912,"Non-significant",2.30399913370732,"PALLD","Palladin","PALLD_HUMAN"
-0.662698745727537,9.76922798156738,-8.81165228447783,6.66855334591643e-05,0.00901810697479432,2.39696246866374,"CO8A_HUMAN",14,-8.77152473854617,4.26313663705707e-05,0.00498667728046922,-0.104127963383974,"Non-significant",2.30218873682405,"C8A","Complement component C8 alpha chain","CO8A_HUMAN"
-0.445795218149829,17.1178719656808,-8.121515223413,0.000110035704787382,0.0117477593242739,1.89469561299502,"GSTM1_HUMAN",24,-8.75020850404755,4.33266216602197e-05,0.00498667728046922,0.0361046791076731,"Non-significant",2.30218873682405,"GSTM1","Glutathione S-transferase Mu 1","GSTM1_HUMAN"
-0.346936066945348,11.9440641403198,-7.60380055164816,0.000164112892235809,0.013733286629057,1.48835655449147,"A0AAG2UXZ5_HUMAN",30,-8.74839130826229,4.33864807047682e-05,0.00498667728046922,0.0222701231638585,"Non-significant",2.30218873682405,"COL18A1","Collagen type XVIII alpha 1 chain;Collagen alpha-1(XVIII) chain","A0AAG2UXZ5_HUMAN"
-0.276389280955016,17.3204536437988,-6.40914679448108,0.000452362376999272,0.0219788522573179,0.440267907305849,"AL1L1_HUMAN",79,-8.74087802149323,4.36349626464523e-05,0.00498667728046922,0.00957934061685961,"Non-significant",2.30218873682405,"ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase","AL1L1_HUMAN"
-0.298361142476399,15.6995702471052,-7.38809798849382,0.000195145973549598,0.0147982656951536,1.31097601454893,"APOE_HUMAN",29,-8.69082587150856,4.53318441353495e-05,0.0050789166626293,-0.174779375394186,"Non-significant",2.29422891323109,"APOE","Apolipoprotein E","APOE_HUMAN"
-0.307693958282433,11.8666000366211,-7.99777341085569,0.000120829629669284,0.0120465386089975,1.79998217720384,"DDC_HUMAN",22,-8.68041770629959,4.5693975397084e-05,0.0050789166626293,0.0320959091186577,"Non-significant",2.29422891323109,"DDC","Aromatic-L-amino-acid decarboxylase","DDC_HUMAN"
0.454847256342562,13.2271866117205,9.9595131074043,3.11118096393136e-05,0.00742439218735047,3.14446755572416,"RRAS2_HUMAN",12,8.63626111620674,4.7267015495654e-05,0.00512468833891336,-0.113132953643797,"Non-significant",2.29033254135628,"RRAS2","Ras-related protein R-Ras2","RRAS2_HUMAN"
-1.00069665908813,6.8966452734811,-8.49874213696604,8.33261971624486e-05,0.00997131684471806,2.17454323703033,"THAS_HUMAN",13,-8.63345718976793,4.73689457010724e-05,0.00512468833891336,0.285737315813702,"Non-significant",2.29033254135628,"TBXAS1","Thromboxane-A synthase","THAS_HUMAN"
0.404761473337828,10.178306715829,7.27571568597983,0.000213922479875032,0.0159244679055597,1.21658670704951,"LAMC1_HUMAN",52,8.53237976950854,5.12142384907316e-05,0.00543917017726533,0.157671769460043,"Non-significant",2.26446735304527,"LAMC1","Laminin subunit gamma-1","LAMC1_HUMAN"
0.26603190104168,10.7546339035034,6.64969097645934,0.000364701495823314,0.0209242608463816,0.664718315211092,"AT2B1_HUMAN",40,8.52230347880595,5.16164781426461e-05,0.00543917017726533,-0.356370170911152,"Non-significant",2.26446735304527,"ATP2B1","Plasma membrane calcium-transporting ATPase 1","AT2B1_HUMAN"
-0.592882951100673,10.0595855712891,-9.26954305697579,4.87152653779892e-05,0.00790820192586165,2.70751222923663,"A1BG_HUMAN",11,-8.4912350925869,5.28792979870049e-05,0.00550080287008408,0.0760266780853263,"Non-significant",2.25957391839666,"A1BG","Alpha-1B-glycoprotein","A1BG_HUMAN"
-1.23111458619435,5.75934662137713,-9.12792007924562,5.36050167515887e-05,0.00790820192586165,2.61329161445515,"TF3B_HUMAN",5,-8.43335418492044,5.53259114511307e-05,0.0056656362482924,-0.294608592987075,"Non-significant",2.24675131199535,"BRF1","Transcription factor IIIB 90 kDa subunit","TF3B_HUMAN"
-0.350755771001179,10.2542712347848,-7.6912032168371,0.000153165409214722,0.0136569684655852,1.55884562058921,"FA12_HUMAN",24,-8.42109430147413,5.58603524603638e-05,0.0056656362482924,-0.218828757603966,"Non-significant",2.24675131199535,"F12","Coagulation factor XII","FA12_HUMAN"
0.655551274617514,9.13482189178467,9.1641199335982,5.23039219650964e-05,0.00790820192586165,2.63752814024899,"LBP_HUMAN",10,8.38031045933187,5.76805333651893e-05,0.00577802281142155,-0.0159823099772733,"Non-significant",2.2382207479098,"LBP","Lipopolysaccharide-binding protein","LBP_HUMAN"
0.461012840270994,11.0619491849627,7.75202130936465,0.000146037034539745,0.0133139831264662,1.60743252558272,"4F2_HUMAN",23,8.259933198639,6.34547797108209e-05,0.00621802963942695,-0.0240472952524922,"Non-significant",2.20634721214022,"SLC3A2","Amino acid transporter heavy chain SLC3A2","4F2_HUMAN"
0.436574459075935,16.790854045323,9.5057366633749,4.16489948248914e-05,0.0078443861473806,2.86113483025466,"FRIL_HUMAN",12,8.25695484352548,6.36056766172586e-05,0.00621802963942695,0.0250655015309658,"Non-significant",2.20634721214022,"FTL","Ferritin light chain","FRIL_HUMAN"
0.657320578893032,8.53559289659772,7.80690388844936,0.00013992651294409,0.0129018605230494,1.65095575609405,"ITA3_HUMAN",23,8.22189328607715,6.54127693490224e-05,0.00631856202973771,-0.555706183115628,"Up in CM",2.19938174665534,"ITGA3","Integrin alpha-3","ITA3_HUMAN"
-0.529578089714049,6.78811352593558,-8.05508612450599,0.000115687277827273,0.0118555250725632,1.84403340634016,"STPAP_HUMAN",16,-8.12973536548363,7.04447201199979e-05,0.00672457010651368,-0.0412195126215638,"Non-significant",2.17233547434958,"TUT1","Speckle targeted PIP5K1A-regulated poly(A) polymerase","STPAP_HUMAN"
-0.278401056925475,13.7946237836565,-7.32251974688114,0.000205864044819316,0.0154664894413327,1.25606399105041,"BUP1_HUMAN",23,-8.08268270593899,7.31809322968953e-05,0.00677299648602196,0.175306638081883,"Non-significant",2.16921914971501,"UPB1","Beta-ureidopropionase","BUP1_HUMAN"
-0.207364638646407,15.3224026816232,-5.27825782662053,0.00135988510687882,0.0392672873922234,-0.717303824145621,"GDE_HUMAN",104,-8.07958438943808,7.33652619706387e-05,0.00677299648602196,0.0509053071339505,"Non-significant",2.16921914971501,"AGL","Glycogen debranching enzyme","GDE_HUMAN"
0.499970595041885,10.5923882893154,9.16644008677022,5.2221766792953e-05,0.00790820192586165,2.6390779251336,"P2RX4_HUMAN",11,8.06192336702325,7.44260104634557e-05,0.00677299648602196,-0.123938163121544,"Non-significant",2.16921914971501,"P2RX4","P2X purinoceptor 4","P2RX4_HUMAN"
-0.410580158233628,11.8608417510986,-7.87965105018543,0.000132269721410134,0.0125858185346537,1.70818028921019,"BODG_HUMAN",18,-8.06009761359105,7.45366490807989e-05,0.00677299648602196,0.0550560156504343,"Non-significant",2.16921914971501,"BBOX1","Gamma-butyrobetaine dioxygenase","BODG_HUMAN"
-0.394178787867226,9.72835431780134,-6.8397172081706,0.000308930929257412,0.0193941304730037,0.83704935143198,"SORL_HUMAN",64,-8.05042869517588,7.51256696748801e-05,0.00677299648602196,-0.0345834891001413,"Non-significant",2.16921914971501,"SORL1","Sortilin-related receptor","SORL_HUMAN"
0.399267911911059,11.0981236866542,7.59065237708047,0.000165835456500258,0.013733286629057,1.4776843585646,"IGSF8_HUMAN",21,8.01099929293906,7.75825192720465e-05,0.00687377181945707,0.168872753779109,"Non-significant",2.16280488872417,"IGSF8","Immunoglobulin superfamily member 8","IGSF8_HUMAN"
