"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","DM_vs_BT","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-0.632596810658743,12.5143041610718,-18.8201831101759,6.67564692686508e-07,0.000292198288500851,6.94699704040212,"LIMC1_HUMAN",62,-28.2834685825125,1.4622648991255e-08,9.88734782625362e-06,-0.0158870220184415,"Non-significant",5.00492018756273,"LIMCH1","LIM and calponin homology domains-containing protein 1","LIMC1_HUMAN"
-1.05469171206154,10.2579916545323,-23.055143378071,1.82174022168339e-07,0.000113704616605685,8.12975539834144,"VLDLR_HUMAN",32,-26.2588715334775,2.46669547512686e-08,1.52049222330246e-05,0.00973176956176758,"Non-significant",4.8180157967533,"VLDLR","Very low-density lipoprotein receptor","VLDLR_HUMAN"
-0.419103781382242,10.7250532422747,-13.0996101557976,6.62558491233921e-06,0.00109714277507592,4.65919312615833,"SYNE2_HUMAN",160,-26.0298692591927,2.62347684572768e-08,1.52049222330246e-05,0.0324997901916326,"Non-significant",4.8180157967533,"SYNE2","Nesprin-2","SYNE2_HUMAN"
2.74034873644509,8.94511767796107,25.630674078379,9.22905832027529e-08,6.80768901915579e-05,8.70678948870153,"AMY1B_HUMAN",12,25.7478990320261,2.83235799456596e-08,1.53211685119388e-05,-0.113682508468623,"Non-significant",4.81470811075208,"AMY1B;AMY1C;AMY1A","Alpha-amylase 1B;Alpha-amylase 1C;Alpha-amylase 1A","AMY1B_HUMAN"
-0.653948227564539,13.5367477961949,-19.3123979563287,5.66138430816773e-07,0.000270214542802782,7.10235545433391,"PFKAP_HUMAN",34,-24.3733263489647,4.16518259755082e-08,2.11226822478296e-05,0.0140504042307157,"Non-significant",4.67525093408011,"PFKP","ATP-dependent 6-phosphofructokinase, platelet type","PFKAP_HUMAN"
-2.64752483367922,10.57367174966,-26.4007683190098,7.62957470685989e-08,6.19063691714612e-05,8.86246105480888,"NUA4L_HUMAN",5,-22.6649485585948,6.93708125959149e-08,3.24598347793897e-05,0.233629862467446,"Non-significant",4.48865369506376,"NDUFA4L2","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2","NUA4L_HUMAN"
-1.28043230374655,9.87237821306501,-21.0366951387886,3.27687087043026e-07,0.000177256868284474,7.60725210109526,"PLIN2_HUMAN",25,-22.5156497669475,7.26618749574739e-08,3.24598347793897e-05,-0.610272010167424,"Up in DM",4.48865369506376,"PLIN2","Perilipin-2","PLIN2_HUMAN"
0.348370075225883,12.7543950762068,10.8866890230915,2.0996490858557e-05,0.0021841734208504,3.44411608180759,"LRP1_HUMAN",189,22.2198271923941,7.9722247607862e-08,3.24598347793897e-05,0.103939056396488,"Non-significant",4.48865369506376,"LRP1","Prolow-density lipoprotein receptor-related protein 1","LRP1_HUMAN"
0.612088521321628,15.8788430350167,18.4557479091306,7.56244029888819e-07,0.000292198288500851,6.82848651859421,"APOE_HUMAN",29,22.2084320094191,8.00094522538567e-08,3.24598347793897e-05,-0.10075338681539,"Non-significant",4.48865369506376,"APOE","Apolipoprotein E","APOE_HUMAN"
-0.687032461166382,16.2968478884016,-18.6631854677308,7.04212085431321e-07,0.000292198288500851,6.89631406809283,"ALDOA_HUMAN",29,-21.8060598929269,9.09483627055247e-08,3.51407149996489e-05,0.148611068725607,"Non-significant",4.45418940626579,"ALDOA","Fructose-bisphosphate aldolase A","ALDOA_HUMAN"
0.352877537409441,15.1659524100167,11.2148958218932,1.74678091554316e-05,0.00196852504843294,3.6400738543653,"CO3_HUMAN",111,21.5432930332155,9.90105813996012e-08,3.6516902612562e-05,-0.211228847503648,"Non-significant",4.43750606671606,"C3","Complement C3","CO3_HUMAN"
-0.473380168279045,14.0830826078143,-14.4345873136288,3.59732556867316e-06,0.000884506050430728,5.28754623384921,"VILI_HUMAN",46,-20.4586075674551,1.42143747296544e-07,5.01458419810503e-05,-0.259607116381328,"Non-significant",4.29976507220589,"VIL1","Villin-1","VILI_HUMAN"
0.769392410914115,12.4262721197946,18.0345305217137,8.76141647056257e-07,0.000309087535835412,6.68766225739152,"RIR2B_HUMAN",23,19.3743395484232,2.07971885658124e-07,6.64159159506595e-05,0.140661239624057,"Non-significant",4.17772783356487,"RRM2B","Ribonucleoside-diphosphate reductase subunit M2 B","RIR2B_HUMAN"
-0.88581339518235,14.132283619472,-20.6266078802527,3.71681561422538e-07,0.000188489011836404,7.49241850168317,"NDRG1_HUMAN",15,-19.3377061388564,2.10738474612489e-07,6.64159159506595e-05,0.509999036788939,"Up in BT",4.17772783356487,"NDRG1","Protein NDRG1","NDRG1_HUMAN"
-1.27648051579795,11.1683957236154,-17.8547204952514,9.33893980961374e-07,0.000315733990063358,6.62624948546508,"EHD2_HUMAN",32,-19.310515280577,2.12819055301596e-07,6.64159159506595e-05,0.320258498191834,"Non-significant",4.17772783356487,"EHD2","EH domain-containing protein 2","EHD2_HUMAN"
0.873539686202994,9.74361133575439,17.2150086857688,1.17804048720709e-06,0.000367639250507627,6.40119865034879,"PERM_HUMAN",27,18.8399583430438,2.52803245338637e-07,7.59720567658408e-05,-0.124889373779292,"Non-significant",4.11934611592869,"MPO","Myeloperoxidase","PERM_HUMAN"
0.638288021087632,12.2992977414812,16.6889131587129,1.43499339898592e-06,0.000431242090347101,6.20807841575672,"MA1A1_HUMAN",24,18.2940715046135,3.10325023396215e-07,8.78769654793314e-05,-0.0404481093088638,"Non-significant",4.05612494831884,"MAN1A1","Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA","MA1A1_HUMAN"
0.59764854113264,12.6302462986537,15.4369569138232,2.35320605576503e-06,0.000658410825395774,5.71671575181861,"FMO5_HUMAN",32,18.2625366657965,3.14078382906163e-07,8.78769654793314e-05,0.0381022294362179,"Non-significant",4.05612494831884,"FMO5","Flavin-containing monooxygenase 5","FMO5_HUMAN"
0.802128314971926,12.7180617196219,17.4396645709877,1.08475985804885e-06,0.000352069659528334,6.48142350097887,"LG3BP_HUMAN",20,18.0860818962781,3.36058551372633e-07,9.08926361945847e-05,-0.208785216013592,"Non-significant",4.04147130038201,"LGALS3BP","Galectin-3-binding protein","LG3BP_HUMAN"
-0.561540842056301,11.7001213346209,-13.8099518694319,4.75419544145001e-06,0.000940866873461595,5.00215099100337,"DPYD_HUMAN",55,-17.6771254608611,3.94070302989929e-07,0.000103144723821299,-0.309936920801798,"Non-significant",3.98655298265836,"DPYD","Dihydropyrimidine dehydrogenase [NADP(+)]","DPYD_HUMAN"
0.802625020345028,11.5085864748274,14.9060693098348,2.93640201034913e-06,0.00075167400165081,5.49364710290592,"CO5_HUMAN",67,17.5220339476796,4.18990392018819e-07,0.000103328635855489,-0.0226979255675985,"Non-significant",3.98577930412809,"C5","Complement C5","CO5_HUMAN"
-0.647299925486235,10.3462652478899,-18.2676536890192,8.07283180317457e-07,0.000297740714777084,6.76612083717285,"T23O_HUMAN",17,-17.5145221575793,4.20242171953555e-07,0.000103328635855489,0.355510075887009,"Non-significant",3.98577930412809,"TDO2","Tryptophan 2,3-dioxygenase","T23O_HUMAN"
0.415130615234419,12.9176755632673,11.6248236509153,1.39760174680406e-05,0.00173714625465696,3.87659100044396,"CO4B_HUMAN",83,17.3444065543717,4.49762616307984e-07,0.000106109822970564,0.0238772233327076,"Non-significant",3.97424441002474,"C4B_2","Complement C4-B","CO4B_HUMAN"
0.47996687889102,10.1937385286604,12.6968368312505,8.05833649714239e-06,0.00123368570448704,4.45537535630975,"AGRIN_HUMAN",63,17.3007833343617,4.57708134578473e-07,0.000106109822970564,-0.175455649693783,"Non-significant",3.97424441002474,"AGRN","Agrin","AGRIN_HUMAN"
-0.848425706227633,9.69206646510533,-15.2674201215199,2.52359778363174e-06,0.000682549080546266,5.64648291808214,"FIL1L_HUMAN",39,-17.1986809906216,4.76937293976978e-07,0.000107496366759144,-0.338097731272378,"Non-significant",3.96860621410298,"FILIP1L","Filamin A-interacting protein 1-like","FIL1L_HUMAN"
-0.487492799758932,10.4223442077637,-13.298359624638,6.02791902271641e-06,0.00104064967979406,4.75721848568086,"TRFM_HUMAN",39,-16.8132880044767,5.58279192036918e-07,0.000122429117951015,0.123330116271976,"Non-significant",3.9121152794002,"MELTF","Melanotransferrin","TRFM_HUMAN"
-0.994989315668732,9.57889052799769,-15.7185666011643,2.09858160497392e-06,0.000608138969384229,5.83135885372935,"FMO1_HUMAN",22,-16.5599484621523,6.20339965276035e-07,0.000132458907322362,0.29039486249285,"Non-significant",3.87791883184859,"FMO1","Flavin-containing monooxygenase 1","FMO1_HUMAN"
-0.605580170949313,11.745512008667,-14.2615756329155,3.88166188245238e-06,0.000888262878349402,5.20994269607403,"BCAP_HUMAN",31,-16.3908373756984,6.66134456921249e-07,0.000138210504340908,0.142454942067408,"Non-significant",3.85945894825034,"PIK3AP1","Phosphoinositide 3-kinase adapter protein 1","BCAP_HUMAN"
0.336401859919233,11.847557749067,9.62629627843355,4.47439546762345e-05,0.00378477002414926,2.63143727058734,"GOGB1_HUMAN",194,16.3375814335988,6.81343378560057e-07,0.000138210504340908,0.0625560283660995,"Non-significant",3.85945894825034,"GOLGB1","Golgin subfamily B member 1","GOGB1_HUMAN"
-0.536339441935244,12.6222013745989,-13.8560118906036,4.65556750140427e-06,0.000940866873461595,5.02369687689777,"PURA1_HUMAN",29,-16.0019029540789,7.86815905349406e-07,0.000155712786731831,-0.0471753279368006,"Non-significant",3.80767572282647,"ADSS1","Adenylosuccinate synthetase isozyme 1","PURA1_HUMAN"
0.363898356755524,13.3888030733381,10.0626451793017,3.41057836969971e-05,0.00321301080551836,2.92422689709247,"FAT1_HUMAN",153,15.9142926548564,8.17321015016756e-07,0.000157898636091571,-0.0707869529724157,"Non-significant",3.80162162135626,"FAT1","Protocadherin Fat 1","FAT1_HUMAN"
-0.519501368204768,18.2576719011579,-14.2272941205791,3.94102336955613e-06,0.000888262878349402,5.1944366514588,"LDHA_HUMAN",24,-15.6698737454304,9.0978979376611e-07,0.000169707190186079,-0.101008415222166,"Non-significant",3.77029975702242,"LDHA","L-lactate dehydrogenase A chain","LDHA_HUMAN"
0.506086270014441,13.7749913079398,14.8836660377759,2.96445255765663e-06,0.00075167400165081,5.48402768296947,"ANX13_HUMAN",21,15.6439531754899,9.20275618460372e-07,0.000169707190186079,0.0126791795094849,"Non-significant",3.77029975702242,"ANXA13","Annexin A13","ANX13_HUMAN"
0.399923960367826,13.3665926797049,12.0349580312909,1.12608892182347e-05,0.00154865856130095,4.10455973885739,"ADRO_HUMAN",35,15.4748068779841,9.92175000096855e-07,0.000177288509306656,0.0556124846140413,"Non-significant",3.75131941164347,"FDXR","NADPH:adrenodoxin oxidoreductase, mitochondrial","ADRO_HUMAN"
-0.656604607899993,13.0206602641515,-13.6483706430481,5.11968852792365e-06,0.000966073318966803,4.92591537352424,"BGH3_HUMAN",32,-15.4093065838978,1.02171713102523e-06,0.000177288509306656,0.256205558776825,"Non-significant",3.75131941164347,"TGFBI","Transforming growth factor-beta-induced protein ig-h3","BGH3_HUMAN"
-0.609830697377504,16.4373656681606,-13.5127797608494,5.45147168823413e-06,0.000982960917296261,4.86114873948791,"ALDOC_HUMAN",31,-15.3497557067497,1.04944658024835e-06,0.000177288509306656,-0.0244135061899815,"Non-significant",3.75131941164347,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN"
-0.9261691570282,8.31529535566057,-14.1532152518738,4.07289843406302e-06,0.000893175618756414,5.16078201871691,"LAMB1_HUMAN",30,-15.3373507893352,1.0553299651727e-06,0.000177288509306656,0.000996828079241396,"Non-significant",3.75131941164347,"LAMB1","Laminin subunit beta-1","LAMB1_HUMAN"
1.61318437258403,8.91643551417759,14.2281866356335,3.93946472437028e-06,0.000888262878349402,5.19484089592834,"PGBM_HUMAN",106,15.3054443707563,1.0706355627343e-06,0.000177288509306656,-0.033253510793017,"Non-significant",3.75131941164347,"HSPG2","Basement membrane-specific heparan sulfate proteoglycan core protein","PGBM_HUMAN"
1.09288414319359,10.7497185298375,13.8575555015331,4.65230314750534e-06,0.000940866873461595,5.02441753044177,"TRFL_HUMAN",33,14.9183093997196,1.27795799500313e-06,0.000207387023429107,0.0465589364369734,"Non-significant",3.68321842166658,"LTF","Lactotransferrin","TRFL_HUMAN"
-0.323878447214737,15.2123691013881,-9.96499073803371,3.62087980759054e-05,0.00326442430653219,2.85980315395593,"ACOHC_HUMAN",48,-14.4257290268752,1.61102413710577e-06,0.00025631078134267,0.100372234980274,"Non-significant",3.59123312546167,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN"
-0.57969093322753,10.2496749332973,-13.5404551917908,5.38179077909546e-06,0.000982960917296261,4.87442772308437,"ANGL3_HUMAN",22,-14.3812260077142,1.64569153469183e-06,0.000256791175240183,0.0781032244364415,"Non-significant",3.5904199050983,"ANGPTL3","Angiopoietin-related protein 3","ANGL3_HUMAN"
0.998447577158634,12.1300739560808,18.5667437978996,7.27872035917984e-07,0.000292198288500851,6.86490270803729,"APOM_HUMAN",8,14.2753681023973,1.73161429420098e-06,0.000261381136947685,-0.109211285909018,"Non-significant",3.5827257572877,"APOM","Apolipoprotein M","APOM_HUMAN"
0.873753706614165,11.6371579851423,13.9062981805524,4.55056537153075e-06,0.000940866873461595,5.04712664974399,"DDB2_HUMAN",18,14.2659122587973,1.73953431047264e-06,0.000261381136947685,0.0826703707377234,"Non-significant",3.5827257572877,"DDB2","DNA damage-binding protein 2","DDB2_HUMAN"
-0.672408024470036,15.0300531387329,-12.7261398046143,7.94283485124253e-06,0.00123368570448704,4.4704428770104,"CP2C8_HUMAN",33,-14.2188504217836,1.77956980173466e-06,0.000262535079477727,-0.0309174060821586,"Non-significant",3.58081265871237,"CYP2C8","Cytochrome P450 2C8","CP2C8_HUMAN"
-0.407599290211998,12.8595899854388,-11.562079541254,1.44545003656646e-05,0.00175050471592541,3.84096320252112,"P4HA2_HUMAN",32,-14.0879691452058,1.89653066997566e-06,0.00027479374743183,-0.0827981630961148,"Non-significant",3.56099315329643,"P4HA2","Prolyl 4-hydroxylase subunit alpha-2","P4HA2_HUMAN"
-0.227898756663006,10.8244408198765,-7.22569813060968,0.000249419852816734,0.0100187756720544,0.756357690317513,"HECD1_HUMAN",119,-14.0293609137655,1.95171945791659e-06,0.000277828976869039,-0.0213839213053291,"Non-significant",3.55622246040532,"HECTD1","E3 ubiquitin-protein ligase HECTD1","HECD1_HUMAN"
0.333265304565435,11.8976936340332,9.97595980026215,3.59653180775778e-05,0.00326442430653219,2.86707068586144,"FPRP_HUMAN",40,13.3553825505896,2.737080209961e-06,0.000382908083165923,0.00187079111734079,"Non-significant",3.41690546562593,"PTGFRN","Prostaglandin F2 receptor negative regulator","FPRP_HUMAN"
0.603442589441933,11.8852184840611,13.1832621154905,6.36609509264173e-06,0.00107613532461865,4.70065218407694,"ASM3A_HUMAN",18,13.2968900686148,2.82070994251451e-06,0.000387919330060385,-0.061167558034283,"Non-significant",3.41125857892174,"SMPDL3A","Cyclic GMP-AMP phosphodiesterase SMPDL3A","ASM3A_HUMAN"
-0.665902853012067,9.90247549329484,-12.3959555375669,9.36300297336019e-06,0.00133283168641833,4.29842390870922,"LX15B_HUMAN",22,-13.0939776545333,3.1341557754985e-06,0.000419946485986822,-0.0173903306325176,"Non-significant",3.37680604846248,"ALOX15B","Polyunsaturated fatty acid lipoxygenase ALOX15B","LX15B_HUMAN"
-1.08591707547506,6.6426808493478,-13.0177420948465,6.8913770694679e-06,0.00111833267083325,4.6183318644913,"GAS6_HUMAN",14,-13.0800367667944,3.15710323455708e-06,0.000419946485986822,-0.174977858861286,"Non-significant",3.37680604846248,"GAS6","Growth arrest-specific protein 6","GAS6_HUMAN"
0.256973107655822,14.2223696027483,8.54018230278584,9.24716742830339e-05,0.00610012329376046,1.84316917090903,"AASS_HUMAN",44,12.9261510772148,3.42350338744923e-06,0.000448037201383276,-0.0567611058552995,"Non-significant",3.34868592420563,"AASS","Alpha-aminoadipic semialdehyde synthase, mitochondrial","AASS_HUMAN"
-0.983789205551139,10.3657350540161,-12.7770558279767,7.74663572662259e-06,0.00123247455462384,4.49653326092485,"TAGL_HUMAN",15,-12.8868597104954,3.49555387301445e-06,0.000450205144851416,0.0726110140483005,"Non-significant",3.34658954627949,"TAGLN","Transgelin","TAGL_HUMAN"
-0.732450723648071,8.70684678213937,-11.9676767062358,1.16615910131898e-05,0.00155118277837741,4.0677360332024,"BICC1_HUMAN",25,-12.8058187432397,3.64966849229501e-06,0.000462709533538776,-0.043417374292984,"Non-significant",3.33469155232498,"BICC1","Protein bicaudal C homolog 1","BICC1_HUMAN"
0.743663628896082,10.5527579443795,12.4492528155706,9.11516850822955e-06,0.00132542290608735,4.32652690342403,"OAT_HUMAN",18,12.7447914230112,3.77082299769197e-06,0.000468940876969584,-0.143823305765787,"Non-significant",3.32888190872294,"OAT","Ornithine aminotransferase, mitochondrial","OAT_HUMAN"
-0.516699234644548,14.5222793306623,-11.9821200503166,1.15742101571212e-05,0.00155118277837741,4.07565968733671,"GBP1_HUMAN",22,-12.7233801462623,3.81440693615881e-06,0.000468940876969584,-0.0560074647267577,"Non-significant",3.32888190872294,"GBP1","Guanylate-binding protein 1","GBP1_HUMAN"
-0.377078612645496,15.4988718032837,-9.93956314655389,3.67805105355918e-05,0.00327952815918453,2.84292567100203,"KPYM_HUMAN",44,-12.6919353540593,3.87945551126303e-06,0.000469819433110272,0.0370908578236673,"Non-significant",3.32806902349283,"PKM","Pyruvate kinase PKM","KPYM_HUMAN"
-0.681958675384523,9.22089930943081,-11.7799387581723,1.28691585742403e-05,0.00165746591541882,3.96380272837872,"PDK1_HUMAN",21,-12.3459806890376,4.68484896005939e-06,0.000557844409232798,0.256973107655824,"Non-significant",3.25348691510217,"PDK1","[Pyruvate dehydrogenase (acetyl-transferring)] kinase isozyme 1, mitochondrial","PDK1_HUMAN"
0.844943761825563,8.48317977360317,11.4200299343071,1.5608900401902e-05,0.0018092945408719,3.75954471992202,"NID1_HUMAN",32,12.3233543717555,4.7438087548759e-06,0.000557844409232798,-0.0483527183532999,"Non-significant",3.25348691510217,"NID1","Nidogen-1","NID1_HUMAN"
0.754349072774239,12.0299961907523,11.6043524873173,1.41301026383238e-05,0.00173714625465696,3.86498930134871,"APOA5_HUMAN",23,12.2795249131315,4.86043184085777e-06,0.000563393485095999,0.00578149159749586,"Non-significant",3.24918817936518,"APOA5","Apolipoprotein A-V","APOA5_HUMAN"
0.51354074478145,11.2835851396833,11.1024475658881,1.85940160743492e-05,0.00202642851208998,3.57361270644154,"K1C19_HUMAN",26,12.1817031496012,5.13264727884907e-06,0.000585947372823905,0.0322578748067173,"Non-significant",3.23214138862106,"KRT19","Keratin, type I cytoskeletal 19","K1C19_HUMAN"
-0.423173745473211,17.1249613080706,-10.0773336541655,3.38017288601037e-05,0.00321301080551836,2.93386333002266,"CNDP2_HUMAN",40,-12.1461573562113,5.23581754564084e-06,0.000585947372823905,0.103122909863789,"Non-significant",3.23214138862106,"CNDP2","Cytosolic non-specific dipeptidase","CNDP2_HUMAN"
0.900834004084272,9.70594188145229,11.0423141202182,1.92303420545882e-05,0.00202642851208998,3.53778428709106,"PTPRF_HUMAN",57,12.07339961587,5.45441877868178e-06,0.000585947372823905,-0.112275362014808,"Non-significant",3.23214138862106,"PTPRF","Receptor-type tyrosine-protein phosphatase F","PTPRF_HUMAN"
0.158196131388342,9.58274487086705,5.1569817414788,0.00166189623482694,0.0265295416500133,-1.33350839272526,"AKAP9_HUMAN",185,12.0726738061422,5.45665104982506e-06,0.000585947372823905,-0.0410962104797399,"Non-significant",3.23214138862106,"AKAP9","A-kinase anchor protein 9","AKAP9_HUMAN"
-0.852405150731403,7.35057197298322,-13.6577079812166,5.09770842528397e-06,0.000966073318966803,4.93034864848479,"CNN1_HUMAN",10,-12.0713242115855,5.46080456514913e-06,0.000585947372823905,-0.31497911612193,"Non-significant",3.23214138862106,"CNN1","Calponin-1","CNN1_HUMAN"
-0.400144418080654,10.802326474871,-10.1708634148681,3.19369227385628e-05,0.00316019745244755,2.99489785769492,"SHRM1_HUMAN",33,-12.06242206684,5.48829188250145e-06,0.000585947372823905,-0.252782662709551,"Non-significant",3.23214138862106,"SHROOM1","Protein Shroom1","SHRM1_HUMAN"
-0.610272010167426,12.5170113699777,-11.7351891794508,1.31778024817042e-05,0.00167069827088356,3.93876844318821,"3BHS7_HUMAN",18,-11.9321691061508,5.90897771681557e-06,0.000622668119405734,0.18935783704122,"Non-significant",3.20574336957748,"HSD3B7","3 beta-hydroxysteroid dehydrogenase type 7","3BHS7_HUMAN"
0.495328267415324,14.5268369402204,11.8734326680185,1.22507149113029e-05,0.00160326291597277,4.01578099757435,"VNN1_HUMAN",18,11.8899837272735,6.05298232634702e-06,0.000629665366615125,0.174515724182129,"Non-significant",3.20089019347193,"VNN1","Pantetheinase","VNN1_HUMAN"
-0.402486006418828,12.2805085863386,-11.0636148135357,1.90021250589457e-05,0.00202642851208998,3.55049862923937,"CP51A_HUMAN",22,-11.8192341054851,6.30352550183148e-06,0.00064379389866666,0.0305247306823766,"Non-significant",3.1912531435062,"CYP51A1","Lanosterol 14-alpha demethylase","CP51A_HUMAN"
-0.336355368296262,14.9716044834682,-9.80142434449903,4.00730806527037e-05,0.00349626856361331,2.75048559134134,"TYPH_HUMAN",30,-11.8071492705854,6.34748729274498e-06,0.00064379389866666,0.0448277791341187,"Non-significant",3.1912531435062,"TYMP","Thymidine phosphorylase","TYPH_HUMAN"
-0.345020135243759,12.8356990814209,-9.38864002177323,5.21146152384029e-05,0.00409457799584098,2.46646805748833,"K2C7_HUMAN",37,-11.7078937526811,6.72201361672813e-06,0.000673363191186815,-0.0233181317647251,"Non-significant",3.1717506276292,"KRT7","Keratin, type II cytoskeletal 7","K2C7_HUMAN"
-1.04092522462209,7.28724547794887,-11.4804436312908,1.51054646635556e-05,0.00177631507652305,3.79430153370339,"LENG9_HUMAN",14,-11.6051541718713,7.13632481144704e-06,0.000706148042927821,-0.018995126088484,"Non-significant",3.15110424018535,"LENG9","Leukocyte receptor cluster member 9","LENG9_HUMAN"
-0.255283912022906,15.6406094687326,-7.15765216081881,0.000263601603617347,0.0102829971718806,0.695559368285828,"FLNA_HUMAN",147,-11.485010801393,7.65802968421555e-06,0.000740114613537433,0.0434703032175836,"Non-significant",3.13070102057643,"FLNA","Filamin-A","FLNA_HUMAN"
-0.596760670344073,9.75987611498153,-11.0463935345653,1.91863925973738e-05,0.00202642851208998,3.54022124587785,"DAPK3_HUMAN",20,-11.4841280718897,7.66201966196011e-06,0.000740114613537433,0.300255695978805,"Non-significant",3.13070102057643,"DAPK3","Death-associated protein kinase 3","DAPK3_HUMAN"
-0.747007211049377,13.2198313304356,-13.3045455765755,6.01033655838775e-06,0.00104064967979406,4.76024313153751,"CRIP2_HUMAN",10,-11.3811131900595,8.14426691427996e-06,0.000766263349664757,0.170092145601911,"Non-significant",3.11562194622852,"CRIP2","Cysteine-rich protein 2","CRIP2_HUMAN"
-0.709051211675007,10.7794452394758,-11.1829661872074,1.77794365923187e-05,0.00197619655493252,3.62127292928694,"RCN2_HUMAN",17,-11.3679249554958,8.20845531640577e-06,0.000766263349664757,-0.225666602452607,"Non-significant",3.11562194622852,"RCN2","Reticulocalbin-2","RCN2_HUMAN"
-0.434682289759339,12.2603912353516,-10.6763112995828,2.36879509241665e-05,0.00243296245314794,3.31528188938344,"PAI1_HUMAN",22,-11.3573084119412,8.2605440339806e-06,0.000766263349664757,-0.0380493005116502,"Non-significant",3.11562194622852,"SERPINE1","Plasminogen activator inhibitor 1","PAI1_HUMAN"
-0.507211923599224,10.4934373583113,-9.60874244806265,4.52455869290706e-05,0.00378477002414926,2.61938815481157,"AKA12_HUMAN",66,-11.3459218589578,8.31682775615122e-06,0.000766263349664757,0.281505187352503,"Non-significant",3.11562194622852,"AKAP12","A-kinase anchor protein 12","AKA12_HUMAN"
