"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CTRL_vs_HBV.myr","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
1.02705919742584,9.7016662756602,23.5655423063442,4.05018501250308e-11,3.29158535966125e-08,15.916972148266,"PTPRF_HUMAN",57,25.2582485179222,7.71769709509912e-12,5.70197493562459e-09,0.0956391096114757,"Non-significant",8.24397469606617,"PTPRF","Receptor-type tyrosine-protein phosphatase F","PTPRF_HUMAN"
1.1246120929718,8.86499508221944,22.3386307553931,7.41455310346643e-11,5.02150608932264e-08,15.3708380872468,"LAMA5_HUMAN",58,23.6674837802895,1.67116907276711e-11,1.13179925453153e-08,0.101707696914625,"Non-significant",7.94623059645207,"LAMA5","Laminin subunit alpha-5","LAMA5_HUMAN"
0.37460255622865,13.3465921084086,17.0877815952435,1.49947933470737e-09,7.61641784572923e-07,12.5320928980511,"FAT1_HUMAN",153,22.9804010873868,2.36974902001516e-11,1.48145771428179e-08,0.118174314498901,"Non-significant",7.8293107402124,"FAT1","Protocadherin Fat 1","FAT1_HUMAN"
0.769085884094222,10.6787722110748,18.9615948569501,4.68986054768802e-10,2.7224640479329e-07,13.6511982241775,"LAMC1_HUMAN",52,20.4306916298484,9.51140071405843e-11,5.52136811451092e-08,0.0438501834869633,"Non-significant",7.25795329709617,"LAMC1","Laminin subunit gamma-1","LAMC1_HUMAN"
2.17255163192749,8.28423098723094,20.4252743981567,2.03488227965123e-10,1.27211448359427e-07,14.4389721983468,"MIME_HUMAN",7,20.1584025014637,1.11398800265486e-10,6.03558699838403e-08,-0.0656975507736259,"Non-significant",7.21928048567237,"OGN","Mimecan","MIME_HUMAN"
0.585812449455284,14.1901624997457,17.5006479441384,1.14926872820373e-09,6.22673796940779e-07,12.7903274360592,"VIME_HUMAN",46,19.2494127913304,1.916601061699e-10,9.73513551776736e-08,0.0206705331802244,"Non-significant",7.01165799851386,"VIM","Vimentin","VIME_HUMAN"
-0.373958349227916,17.6132508913676,-14.5831787770626,8.65954902093419e-09,2.83251908350681e-06,10.8023205300045,"SCP2_HUMAN",39,-16.7273519388407,9.89921228947203e-10,4.73240578097289e-07,-0.00839328765869318,"Non-significant",6.32491802379013,"SCP2","Sterol carrier protein 2","SCP2_HUMAN"
0.304125070571896,14.8645954926809,14.8010119849982,7.35681153508902e-09,2.71767306116675e-06,10.9649647303654,"APOA1_HUMAN",25,16.518364550779,1.14575598991177e-09,5.16980707159491e-07,0.00785493850708896,"Non-significant",6.2865256637349,"APOA1","Apolipoprotein A-I","APOA1_HUMAN"
0.492350816726651,12.1768120924632,15.746456043451,3.71510267521521e-09,1.58908628639337e-06,11.6426854448806,"PAI1_HUMAN",22,16.4425840972573,1.20864198794516e-09,5.16980707159491e-07,-0.159882187843322,"Non-significant",6.2865256637349,"SERPINE1","Plasminogen activator inhibitor 1","PAI1_HUMAN"
-0.478703618049613,11.8900012175242,-15.992522980232,3.12912245862344e-09,1.49590460124898e-06,11.8119232705081,"KNG1_HUMAN",19,-16.3496809545036,1.29086625329982e-09,5.24543502028381e-07,0.0208785533905029,"Non-significant",6.28021848858112,"KNG1","Kininogen-1","KNG1_HUMAN"
0.564844131469714,13.5276571909587,14.502134050824,9.20625748880428e-09,2.83251908350681e-06,10.7411597691968,"APOB_HUMAN",239,15.9678281917523,1.69806981596664e-09,6.5715301877909e-07,-0.134775400161764,"Non-significant",6.18233349273291,"APOB","Apolipoprotein B-100","APOB_HUMAN"
-0.39435541629789,14.1646903355916,-15.2042227002873,5.47128672151266e-09,2.22325735928667e-06,11.259477921467,"GLNA_HUMAN",20,-15.7134353993564,2.04522260511127e-09,7.22935384890874e-07,-0.109400510787989,"Non-significant",6.14090051769769,"GLUL","Glutamine synthetase","GLNA_HUMAN"
0.535729289054874,13.5084952513377,14.4732046591911,9.41036240367711e-09,2.83251908350681e-06,10.7192418000184,"ITIH2_HUMAN",47,15.7129462766438,2.04595962255323e-09,7.22935384890874e-07,-0.0628249049186707,"Non-significant",6.14090051769769,"ITIH2","Inter-alpha-trypsin inhibitor heavy chain H2","ITIH2_HUMAN"
-0.31040287017823,14.6752807299296,-14.5590302466318,8.81867883558319e-09,2.83251908350681e-06,10.7841338771991,"PUR6_HUMAN",21,-15.3468724884625,2.68702584701523e-09,9.09894127445533e-07,0.0847696065902994,"Non-significant",6.04100913794388,"PAICS","Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase","PUR6_HUMAN"
0.497714519500727,10.1417133013407,15.8821845416778,3.37846398448089e-09,1.52537648899312e-06,11.7363872153859,"SIL1_HUMAN",14,15.2759685478895,2.83462997716601e-09,9.21481512977127e-07,0.0720866918563852,"Non-significant",6.0355133732963,"SIL1","Nucleotide exchange factor SIL1","SIL1_HUMAN"
0.488228201866153,9.71361684799194,14.3584290591623,1.02697389759819e-08,2.98079173777876e-06,10.6318326086594,"DREB_HUMAN",21,14.8689138582203,3.87035193784974e-09,1.20978269995788e-06,0.10121238231659,"Non-significant",5.91729263024903,"DBN1","Drebrin","DREB_HUMAN"
0.425984382629411,10.6146930853526,15.1278196677333,5.78385141934701e-09,2.23835049928729e-06,11.2043112885279,"TAGL_HUMAN",15,14.6340856832641,4.64846100956306e-09,1.3703571172686e-06,0.188399434089662,"Non-significant",5.86316624025344,"TAGLN","Transgelin","TAGL_HUMAN"
0.549827337265022,12.1845232645671,14.0010287128465,1.35368638980927e-08,3.79358941033792e-06,10.3549480912362,"MA1A1_HUMAN",24,14.6143100775506,4.72129928430182e-09,1.3703571172686e-06,0.076799869537366,"Non-significant",5.86316624025344,"MAN1A1","Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA","MA1A1_HUMAN"
-2.86283469200137,9.58998155593873,-14.6239923870264,8.3976231869884e-09,2.83251908350681e-06,10.8329865707562,"Q6VBP1_HBV",1,-14.3015019375664,6.05308869850993e-09,1.64080337772889e-06,0.0517431497573995,"Non-significant",5.78494345860781,"S","Large envelope protein","Q6VBP1_HBV"
-0.334007859230075,11.3892567952474,-12.1308301228805,6.42010035394234e-08,1.2133989668951e-05,8.77907057718328,"CGNL1_HUMAN",84,-14.3007254735492,6.05686001376483e-09,1.64080337772889e-06,0.0239459276199252,"Non-significant",5.78494345860781,"CGNL1","Cingulin-like protein 1","CGNL1_HUMAN"
0.355573058128334,12.9634497960409,11.7368292267418,9.15174351742938e-08,1.61687433839453e-05,8.41695146282053,"CO4B_HUMAN",83,13.4560649905658,1.2149784711879e-08,3.13175735722196e-06,-0.0635304450988752,"Non-significant",5.5042118936453,"C4B_2","Complement C4-B","CO4B_HUMAN"
0.427272796630863,10.3129206498464,12.469289250775,4.77200974151901e-08,9.69553079233125e-06,9.08125935488189,"ITA2_HUMAN",32,13.4098349909635,1.26356392392046e-08,3.13175735722196e-06,0.0671588182449376,"Non-significant",5.5042118936453,"ITGA2","Integrin alpha-2","ITA2_HUMAN"
-0.411485671997074,10.5414728323619,-13.3503861130299,2.27574735163737e-08,6.16499957558563e-06,9.83182765483381,"T23O_HUMAN",17,-13.3810053433242,1.29491951271361e-08,3.13175735722196e-06,0.403410553932176,"Non-significant",5.5042118936453,"TDO2","Tryptophan 2,3-dioxygenase","T23O_HUMAN"
0.489751100540149,10.6431721051534,12.7379446038042,3.78953763938351e-08,8.51739407894669e-06,9.31551146098632,"EPHA2_HUMAN",25,13.3489371702914,1.33078529912761e-08,3.13175735722196e-06,-0.0466201305389138,"Non-significant",5.5042118936453,"EPHA2","Ephrin type-A receptor 2","EPHA2_HUMAN"
0.265956282615674,14.1416241327922,11.3519746419301,1.30686705856086e-07,1.98886289924888e-05,8.05199778914855,"PLOD2_HUMAN",38,13.3176317974973,1.36683238768034e-08,3.13175735722196e-06,-0.0165989398956263,"Non-significant",5.5042118936453,"PLOD2","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","PLOD2_HUMAN"
0.44421732425686,11.0380179087321,13.0047050716624,3.02687113974745e-08,7.67247845976913e-06,9.54336377281634,"PRS23_HUMAN",19,13.3002770495882,1.38726793232423e-08,3.13175735722196e-06,0.284011781215668,"Non-significant",5.5042118936453,"PRSS23","Serine protease 23","PRS23_HUMAN"
0.318840622901899,13.5296375751495,12.0786782809614,6.72467047403865e-08,1.24207720323891e-05,8.73178767522128,"MUC18_HUMAN",27,13.1677731342391,1.55458472332293e-08,3.4118777400289e-06,0.0876548290252686,"Non-significant",5.4670065395743,"MCAM","Cell surface glycoprotein MUC18","MUC18_HUMAN"
-3.33690118789673,9.20709204673767,-12.9701950500687,3.11543975848876e-08,7.67247845976913e-06,9.51414837843621,"Q15194_HBV",5,-13.137840140849,1.59531628055984e-08,3.4118777400289e-06,0.21853256225585,"Non-significant",5.4670065395743,"PreC-C","Capsid protein","Q15194_HBV"
0.498327016830423,11.2316692670186,12.7777930357337,3.66348543416284e-08,8.50661317812611e-06,9.34984472887609,"FSTL1_HUMAN",17,12.9093190942263,1.94691826649361e-08,4.05707814148554e-06,-0.0120581388473244,"Non-significant",5.39178662747212,"FSTL1","Follistatin-related protein 1","FSTL1_HUMAN"
0.866352200508121,10.690535624822,12.2978477631929,5.54087523993375e-08,1.07215935892718e-05,8.92919294886192,"TRFL_HUMAN",33,12.7403283520692,2.2603774235231e-08,4.59252183024305e-06,0.0183064937591766,"Non-significant",5.33794877062769,"LTF","Lactotransferrin","TRFL_HUMAN"
2.25218904018401,8.24705505371094,12.3195584691283,5.43649770751567e-08,1.07215935892718e-05,8.94856305930367,"MATN3_HUMAN",18,12.6117916129434,2.53511679850631e-08,5.02509615157579e-06,-0.0292468070983869,"Non-significant",5.29885562391757,"MATN3","Matrilin-3","MATN3_HUMAN"
0.760625123977656,9.18490767478943,12.8204518810828,3.53354858206228e-08,8.44622039012358e-06,9.38648303123289,"LBP_HUMAN",10,12.4413083909237,2.95635952523909e-08,5.72055568133763e-06,-0.0948888063430733,"Non-significant",5.24256178281237,"LBP","Lipopolysaccharide-binding protein","LBP_HUMAN"
-0.621072173118565,10.5060199101766,-11.808055532739,8.57718693730865e-08,1.54903996087794e-05,8.48326034864736,"PLIN2_HUMAN",25,-12.2404442077657,3.55170688412967e-08,6.5861031067599e-06,0.0165464878082506,"Non-significant",5.18137147460401,"PLIN2","Perilipin-2","PLIN2_HUMAN"
0.429883480072037,13.6352804501851,12.6045153604996,4.24693450607971e-08,8.8502015755327e-06,9.19977807008938,"IL18_HUMAN",14,12.2361547786767,3.56575042078794e-08,6.5861031067599e-06,-0.317750930786127,"Non-significant",5.18137147460401,"IL18","Interleukin-18","IL18_HUMAN"
-0.664482951164251,8.50695109367371,-11.6858281867275,9.58864030680328e-08,1.65801871858277e-05,8.36923789405013,"C163A_HUMAN",29,-12.1455633441752,3.876749925078e-08,7.00141036469087e-06,-0.061680436134349,"Non-significant",5.15481446685629,"CD163","Scavenger receptor cysteine-rich type 1 protein M130","C163A_HUMAN"
-0.314525604248063,15.8238736788432,-12.6044833006035,4.24705132823644e-08,8.8502015755327e-06,9.19975011837936,"BAAT_HUMAN",15,-12.0175586073751,4.36698842436268e-08,7.71532933147728e-06,0.109952569007863,"Non-significant",5.11264553119634,"BAAT","Bile acid-CoA:amino acid N-acyltransferase","BAAT_HUMAN"
0.489433169364922,10.5511611302694,11.5143438914382,1.12309077894815e-07,1.83052639243092e-05,8.20736014371001,"CCN1_HUMAN",22,11.9151127828859,4.80741583793667e-08,8.31273798189602e-06,-0.0152206420898455,"Non-significant",5.08025590827593,"CCN1","CCN family member 1","CCN1_HUMAN"
1.6749370098114,8.60990448792776,12.7109057123626,3.87773570716165e-08,8.51739407894669e-06,9.29215477329062,"DMBT1_HUMAN",1,11.8187805889701,5.26540483457141e-08,8.91498856053371e-06,0.0833597183227628,"Non-significant",5.04987920976291,"DMBT1","Scavenger receptor cysteine-rich domain-containing protein DMBT1","DMBT1_HUMAN"
0.389712214469887,13.0096462567647,13.0567257250543,2.89846674841553e-08,7.59865782721711e-06,9.58725839923659,"JUPI1_HUMAN",11,11.5184880326608,7.02118518153683e-08,1.16451371368061e-05,0.256023645400999,"Non-significant",4.93385539271045,"JPT1","Jupiter microtubule associated homolog 1","JUPI1_HUMAN"
0.354393243789653,10.0113237698873,10.5071094483666,2.96537027344612e-07,3.8253276527455e-05,7.20913742593484,"FIL1L_HUMAN",39,11.4523813828617,7.48675413153347e-08,1.19547737069367e-05,0.208295226097103,"Non-significant",4.92245864027249,"FILIP1L","Filamin A-interacting protein 1-like","FIL1L_HUMAN"
-0.212024688720703,17.3259263038635,-9.54893110924897,8.0424244231531e-07,8.27727019247528e-05,6.17719536955884,"SBP1_HUMAN",39,-11.4502820433715,7.50207283196473e-08,1.19547737069367e-05,-0.0414055585860869,"Non-significant",4.92245864027249,"SELENBP1","Methanethiol oxidase","SBP1_HUMAN"
0.252489924430833,12.9590284824371,10.0630367704775,4.66371894427326e-07,5.49304983479838e-05,6.74148223569639,"P4HA2_HUMAN",32,11.3384194177107,8.36916139985626e-08,1.28923918075894e-05,0.00795185565948309,"Non-significant",4.88966650448701,"P4HA2","Prolyl 4-hydroxylase subunit alpha-2","P4HA2_HUMAN"
-0.464451551437364,11.1134453614553,-10.6866923572882,2.4802232936298e-07,3.46718568868277e-05,7.39330140580377,"PCKGC_HUMAN",35,-11.3126182190866,8.58408401441628e-08,1.28923918075894e-05,0.116124987602223,"Non-significant",4.88966650448701,"PCK1","Phosphoenolpyruvate carboxykinase, cytosolic [GTP]","PCKGC_HUMAN"
0.49464058876036,13.2978423436483,11.5405757326366,1.09611466633738e-07,1.83052639243092e-05,8.23226817270587,"SDCB1_HUMAN",13,11.2885125754645,8.79025339923137e-08,1.28923918075894e-05,0.135997653007488,"Non-significant",4.88966650448701,"SDCBP","Syntenin-1","SDCB1_HUMAN"
0.4896377325058,10.6771813233693,10.7143418739067,2.41346579320989e-07,3.46615176788141e-05,7.42140963560248,"ITA7_HUMAN",33,11.2834921907994,8.83385788007268e-08,1.28923918075894e-05,-0.0953578948974503,"Non-significant",4.88966650448701,"ITGA7","Integrin alpha-7","ITA7_HUMAN"
0.495286703109723,14.313924074173,11.0700416881267,1.70778340394816e-07,2.52348285888849e-05,7.77727915200404,"VNN1_HUMAN",18,11.2777922986218,8.8836463790452e-08,1.28923918075894e-05,-0.237949490547182,"Non-significant",4.88966650448701,"VNN1","Pantetheinase","VNN1_HUMAN"
0.404370784759521,9.24809257189433,10.6717647126997,2.51709063162647e-07,3.46718568868277e-05,7.37809894234656,"FLRT3_HUMAN",27,11.2542834153026,9.09220845195328e-08,1.29635751033376e-05,0.064437508583076,"Non-significant",4.88727521192708,"FLRT3","Leucine-rich repeat transmembrane protein FLRT3","FLRT3_HUMAN"
0.302518606185862,12.6368480523427,9.89521411579431,5.55769183196656e-07,6.36160021385806e-05,6.56004833280664,"LIMC1_HUMAN",62,11.2098482374827,9.50094497999749e-08,1.3312789629731e-05,0.0441586971282888,"Non-significant",4.87573093071197,"LIMCH1","LIM and calponin homology domains-containing protein 1","LIMC1_HUMAN"
-0.280155658721934,16.4177136421204,-9.54851213386462,8.04607290766023e-07,8.27727019247528e-05,6.17672507151188,"FAS_HUMAN",149,-11.1730817731929,9.85408607982122e-08,1.35735860289334e-05,-0.059461116790775,"Non-significant",4.86730540017855,"FASN","Fatty acid synthase","FAS_HUMAN"
-0.175711631774895,16.4385744730631,-8.38511478006791,3.0232421149372e-06,0.000224547440526483,4.80048214921736,"ANXA6_HUMAN",65,-11.044398394683,1.12056126202903e-07,1.51780022941832e-05,-0.0960513353347618,"Non-significant",4.81878538586516,"ANXA6","Annexin A6","ANXA6_HUMAN"
0.223050117492672,10.7110782464345,9.10685674355007,1.30952727126607e-06,0.000125206213336228,5.67113439432819,"CEIP2_HUMAN",61,11.015807007648,1.15321784127624e-07,1.53642645836918e-05,-0.150824785232544,"Non-significant",4.81348822257898,"CEMIP2","Cell surface hyaluronidase CEMIP2","CEIP2_HUMAN"
0.578442454338067,9.6611598332723,11.3414300163615,1.31987647438325e-07,1.98886289924888e-05,8.04183693510623,"B4GA1_HUMAN",11,10.9792023962055,1.19652848396999e-07,1.56761951346534e-05,-0.00313866138460028,"Non-significant",4.80475933913526,"B4GAT1","Beta-1,4-glucuronyltransferase 1","B4GA1_HUMAN"
0.21262955665588,9.74575670560201,9.04940383783963,1.39706553632003e-06,0.00012892972436915,5.60388926034395,"PLCG1_HUMAN",51,10.9638518116453,1.21520892516693e-07,1.56761951346534e-05,0.0607633590697869,"Non-significant",4.80475933913526,"PLCG1","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-1","PLCG1_HUMAN"
-1.10850685834885,7.88016919294993,-10.7069835906177,2.43104036876142e-07,3.46615176788141e-05,7.41393564844691,"HXK4_HUMAN",13,-10.8752590013804,1.32933138017246e-07,1.68804314479087e-05,-0.0701583623886002,"Non-significant",4.77261645741111,"GCK","Hexokinase-4","HXK4_HUMAN"
-0.445102453231804,9.76351054509481,-10.3260374037802,3.55981177048843e-07,4.52040472793117e-05,7.0205890278348,"PLSL_HUMAN",27,-10.8155285829328,1.41274710052779e-07,1.76636856707528e-05,0.0832343101501465,"Non-significant",4.75291867224982,"LCP1","Plastin-2","PLSL_HUMAN"
0.236828804016122,11.9829457600911,10.5633644058524,2.80321780750632e-07,3.67447598735547e-05,7.26712792959102,"BIEA_HUMAN",19,10.7852318424075,1.45719321114576e-07,1.79433473136085e-05,0.0590801239014009,"Non-significant",4.74609653653017,"BLVRA","Biliverdin reductase A","BIEA_HUMAN"
0.510974287986757,10.1041371027629,10.2496707537482,3.84799799960711e-07,4.73828480951621e-05,6.94019301085587,"CDHR2_HUMAN",30,10.7137322269127,1.56815630414618e-07,1.89167917230131e-05,0.0380127429962247,"Non-significant",4.72315251778305,"CDHR2","Cadherin-related family member 2","CDHR2_HUMAN"
0.232921361923223,12.1455605824788,9.24269583389781,1.12516016758443e-06,0.000110170803397092,5.82875762398702,"PLOD1_HUMAN",41,10.7047043631894,1.58280034104207e-07,1.89167917230131e-05,-0.0849461555481241,"Non-significant",4.72315251778305,"PLOD1","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 1","PLOD1_HUMAN"
0.466042637824998,13.5374545256297,11.3401190791074,1.32150358754079e-07,1.98886289924888e-05,8.0405730974794,"MARCS_HUMAN",11,10.6756049343688,1.63101133306664e-07,1.92104769620763e-05,-0.0792560577392756,"Non-significant",4.71646185224261,"MARCKS","Myristoylated alanine-rich C-kinase substrate","MARCS_HUMAN"
-0.236814022064189,11.6539711952209,-9.66316167230192,7.11111310755432e-07,7.76553493842887e-05,6.30477443522738,"ACO12_HUMAN",27,-10.6487877080371,1.6768404469294e-07,1.94681175888503e-05,0.00518906116485596,"Non-significant",4.71067603925026,"ACOT12","Acetyl-coenzyme A thioesterase","ACO12_HUMAN"
0.58360326290131,10.1518716812134,10.5764475110991,2.76689364743459e-07,3.67447598735547e-05,7.28057519088325,"MTAP2_HUMAN",13,10.5300002263975,1.8971472939695e-07,2.17156564198452e-05,-0.0796022415161239,"Non-significant",4.66322703827008,"MAP2","Microtubule-associated protein 2","MTAP2_HUMAN"
0.403410553932174,11.1779736677806,10.1250159247785,4.37386008251951e-07,5.22905027755048e-05,6.80782586917155,"5NTD_HUMAN",22,10.4927618438622,1.97246300447444e-07,2.22641761630053e-05,-0.0496450662612897,"Non-significant",4.65239337034997,"NT5E","5'-nucleotidase","5NTD_HUMAN"
0.50321853160858,9.7254114151001,11.5083291172883,1.12937670545874e-07,1.83052639243092e-05,8.20164143942414,"COTL1_HUMAN",9,10.4612289061073,2.03875269240622e-07,2.26971823714867e-05,0.0772142410278374,"Non-significant",4.64402805278336,"COTL1","Coactosin-like protein","COTL1_HUMAN"
0.450949311256371,11.5905884901682,9.6302649548927,7.36679265726562e-07,7.87762156915759e-05,6.26816470909225,"CO5_HUMAN",67,10.2814958159238,2.4652980945639e-07,2.70749697493525e-05,-0.0772457122802717,"Non-significant",4.56743201993613,"C5","Complement C5","CO5_HUMAN"
-0.177243709564213,15.4545823733012,-8.24527031471342,3.57743017634137e-06,0.000257290044629436,4.62505762715743,"ACON_HUMAN",46,-10.2622229787995,2.51643566065221e-07,2.72680968188274e-05,0.289668917655946,"Non-significant",4.56434517265334,"ACO2","Aconitate hydratase, mitochondrial","ACON_HUMAN"
-0.252722620964079,13.3527463277181,-9.33099484181207,1.02042663224271e-06,0.000102382805435019,5.93019777807436,"ANT3_HUMAN",28,-10.1899849861637,2.7184857590796e-07,2.88305877964158e-05,0.175533652305603,"Non-significant",4.54014650314986,"SERPINC1","Antithrombin-III","ANT3_HUMAN"
1.27014994621277,7.99185768763224,10.5917200068873,2.72513183552253e-07,3.67447598735547e-05,7.29625400430102,"LCAT_HUMAN",4,10.1855040284252,2.73158023910916e-07,2.88305877964158e-05,0.109323978424071,"Non-significant",4.54014650314986,"LCAT","Phosphatidylcholine-sterol acyltransferase","LCAT_HUMAN"
0.195511937141401,14.6262040138245,8.396354675046,2.98288786503877e-06,0.000224547440526483,4.81448419842766,"THRB_HUMAN",42,9.99493493948427,3.35628476868163e-07,3.49699055321482e-05,-0.0122275352478001,"Non-significant",4.45630554089413,"F2","Prothrombin","THRB_HUMAN"
0.259370088577247,11.6002689202627,8.7232062649215,2.02966895884904e-06,0.00017005277967594,5.21543011924016,"MDR1_HUMAN",52,9.86476613050436,3.87028506704168e-07,3.98149452403136e-05,-0.22628700733185,"Non-significant",4.39995387724643,"ABCB1","ATP-dependent translocase ABCB1","MDR1_HUMAN"
0.18449544906616,12.427259127299,7.76505548488731,6.48127345831083e-06,0.000390172662190312,4.0051242581294,"MPRI_HUMAN",111,9.83366958024727,4.00518838361997e-07,4.06686345053416e-05,-0.195056200027468,"Non-significant",4.39074040927112,"IGF2R","Cation-independent mannose-6-phosphate receptor","MPRI_HUMAN"
0.24954879283905,9.831951379776,8.60393237771425,2.3328664987934e-06,0.000187714911244495,5.07050090861074,"FA5_HUMAN",56,9.82283882483278,4.05335227627989e-07,4.06686345053416e-05,0.00786590576170099,"Non-significant",4.39074040927112,"F5","Coagulation factor V","FA5_HUMAN"
0.222781896591187,15.9544916947683,8.81338879085931,1.8286162755566e-06,0.00015979746743493,5.32397328809646,"APOE_HUMAN",29,9.77723330235743,4.26308494046452e-07,4.22513308672623e-05,-0.0146298408508247,"Non-significant",4.3741596067331,"APOE","Apolipoprotein E","APOE_HUMAN"
0.4882618188858,11.2776594161987,9.48359807135354,8.63347094911912e-07,8.77052730043639e-05,6.10364909766298,"IGSF8_HUMAN",21,9.75875428345825,4.35135665742387e-07,4.26065970540769e-05,-0.0354143381119112,"Non-significant",4.37052315107656,"IGSF8","Immunoglobulin superfamily member 8","IGSF8_HUMAN"
-0.221311330795288,16.726244131724,-8.96774601008885,1.53248642047295e-06,0.000137278138675345,5.50771495508496,"THIK_HUMAN",25,-9.73196258428927,4.48283788831214e-07,4.32108687036321e-05,-0.301890254020696,"Non-significant",4.36440700262185,"ACAA1","3-ketoacyl-CoA thiolase, peroxisomal","THIK_HUMAN"
0.196850180625923,11.2142109870911,8.44336313363512,2.82027696838145e-06,0.000218007852293716,4.87288870402196,"NIBA2_HUMAN",33,9.72338901807597,4.52580836417384e-07,4.32108687036321e-05,-0.129527509212497,"Non-significant",4.36440700262185,"NIBAN2","Protein Niban 2","NIBA2_HUMAN"
0.132236123085024,14.2521276473999,6.75286639971662,2.47860863299249e-05,0.00102773736532296,2.60393060266667,"IQGA1_HUMAN",91,9.71415601261323,4.57257869879705e-07,4.32108687036321e-05,0.0639871358871513,"Non-significant",4.36440700262185,"IQGAP1","Ras GTPase-activating-like protein IQGAP1","IQGA1_HUMAN"
0.290136933326721,13.2736820379893,8.91493335869119,1.62754646899764e-06,0.000143772501668955,5.44513632662636,"BGH3_HUMAN",32,9.64136969398042,4.9599584697063e-07,4.6332853429084e-05,-0.0298625230789238,"Non-significant",4.33411095275722,"TGFBI","Transforming growth factor-beta-induced protein ig-h3","BGH3_HUMAN"
0.458560824394212,10.5134801864624,9.14028071391386,1.26133045053254e-06,0.000122033721089023,5.71009616376158,"TRFM_HUMAN",39,9.61847957769489,5.08894832360526e-07,4.69975943476591e-05,-0.0282239913940447,"Non-significant",4.32792437160206,"MELTF","Melanotransferrin","TRFM_HUMAN"
