"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BD_vs_DM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-2.22241250673927,10.431636265346,-68.429640978195,1.92975274203618e-10,1.14848279091856e-07,15.0216840990692,"HELZ2_HUMAN",117,-101.870721449056,1.67859605389575e-12,1.23819348921001e-09,-0.0507743358612327,"Non-significant",8.90721148396679,"HELZ2","3'-5' exoribonuclease HELZ2","HELZ2_HUMAN"
-2.157723903656,11.8739696230207,-67.4184403522402,2.12315034061849e-10,1.14848279091856e-07,14.9355514757611,"TAP1_HUMAN",24,-74.4003742830662,1.5598862441707e-11,1.00352027983497e-08,-0.159705638885509,"Non-significant",7.99847384656322,"TAP1","Antigen peptide transporter 1","TAP1_HUMAN"
-3.74361467361448,14.8849092211042,-65.7050638591453,2.50438009315715e-10,1.16440448114262e-07,14.7853146936236,"OAS3_HUMAN",45,-73.3432746761145,1.72650219788982e-11,1.00352027983497e-08,-0.0245809555053711,"Non-significant",7.99847384656322,"OAS3","2'-5'-oligoadenylate synthase 3","OAS3_HUMAN"
-2.59424098332719,11.626729284014,-62.6548996136934,3.39718056049062e-10,1.31260586037242e-07,14.5037143412367,"SLFN5_HUMAN",37,-72.6635697595774,1.84434626429171e-11,1.00352027983497e-08,-0.217797517776459,"Non-significant",7.99847384656322,"SLFN5","Schlafen family member 5","SLFN5_HUMAN"
-1.85124715169273,12.3610320772444,-66.1475376904084,2.39884294155198e-10,1.16440448114262e-07,14.824641634865,"5NT3A_HUMAN",23,-72.6036679666479,1.8551644315411e-11,1.00352027983497e-08,0.0383040904998726,"Non-significant",7.99847384656322,"NT5C3A","Cytosolic 5'-nucleotidase 3A","5NT3A_HUMAN"
-1.83736753463745,12.4790462766375,-55.6495412206492,7.26669889215906e-10,2.26776903119148e-07,13.7794458862242,"PML_HUMAN",44,-71.498471142083,2.06834855751378e-11,1.0225121991908e-08,-0.470951477686567,"Non-significant",7.99033150189309,"PML","Protein PML","PML_HUMAN"
-3.88510084152222,11.1900311878749,-67.7239913050346,2.06244362393572e-10,1.14848279091856e-07,14.961772334357,"TSP4_HUMAN",21,-71.1450967963297,2.14231049867435e-11,1.0225121991908e-08,-0.19676033655802,"Non-significant",7.99033150189309,"THBS4","Thrombospondin-4","TSP4_HUMAN"
-0.923794746398936,13.2083407810756,-35.4485373158944,1.30526033054809e-08,1.83713100573245e-06,10.8102227579913,"CO4B_HUMAN",83,-70.377846662619,2.31352487634058e-11,1.04288560259042e-08,0.991202433904,"Up in DM",7.98176332809171,"C4B_2","Complement C4-B","CO4B_HUMAN"
-2.19039328893026,12.4639027459281,-64.7464890301006,2.75196550707017e-10,1.17523411180881e-07,14.6988204289696,"TAP2_HUMAN",22,-69.0308007155546,2.65330706945937e-11,1.12446133928768e-08,-0.0845111608505285,"Non-significant",7.94905547168469,"TAP2","Antigen peptide transporter 2","TAP2_HUMAN"
-3.97948980331419,10.7546679633004,-64.0127142725782,2.96070158377093e-10,1.20115663253587e-07,14.6313859448154,"CMPK2_HUMAN",26,-68.6072564865711,2.77165723265388e-11,1.12446133928768e-08,0.128528436024984,"Non-significant",7.94905547168469,"CMPK2","UMP-CMP kinase 2, mitochondrial","CMPK2_HUMAN"
-2.35417230923967,11.9045042310442,-57.7176767671686,5.75075975875928e-10,2.12098475829876e-07,14.0054795946633,"STAT2_HUMAN",35,-66.6698963537194,3.39581161891886e-11,1.31207692742417e-08,0.383033514022816,"Non-significant",7.88204070141126,"STAT2","Signal transducer and activator of transcription 2","STAT2_HUMAN"
-1.46539171536766,11.1387875420707,-43.053082466675,3.76314617387155e-09,7.63354201369845e-07,12.1236603229517,"RN213_HUMAN",232,-63.845941593215,4.61530860112537e-11,1.70220972679688e-08,0.0975346565246475,"Non-significant",7.76898693216022,"RNF213","E3 ubiquitin-protein ligase RNF213","RN213_HUMAN"
-1.26773492495217,14.7851273672921,-44.4288944375313,3.07652305852718e-09,6.56918634128671e-07,12.3320344423234,"VIME_HUMAN",46,-63.41716069672,4.84112766459858e-11,1.70223706659073e-08,0.0522824923197431,"Non-significant",7.7689799568586,"VIM","Vimentin","VIME_HUMAN"
1.09015862147015,10.341593333653,36.6494394187218,1.05478018981096e-08,1.64586278079349e-06,11.0381957159718,"SYNE2_HUMAN",160,63.0669208018114,5.03496297734502e-11,1.70223706659073e-08,0.0302236080169411,"Non-significant",7.7689799568586,"SYNE2","Nesprin-2","SYNE2_HUMAN"
-1.58373053868611,10.7010252816336,-48.2722477493369,1.80811881766104e-09,4.58471127703177e-07,12.8749141270954,"CMTR1_HUMAN",42,-61.6334790783888,5.92617288656762e-11,1.88641680926703e-08,0.284951806068424,"Non-significant",7.72436234237017,"CMTR1","Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1","CMTR1_HUMAN"
-1.25348250071205,12.0420969554356,-43.9541592157923,3.29565308907613e-09,6.85664850378557e-07,12.2610206690025,"UBA7_HUMAN",43,-61.4615003390554,6.04471740706714e-11,1.88641680926703e-08,-0.234730482101437,"Non-significant",7.72436234237017,"UBA7","Ubiquitin-like modifier-activating enzyme 7","UBA7_HUMAN"
-3.6056939760844,12.1586930411203,-55.7827759680745,7.15613506523231e-10,2.26776903119148e-07,13.794339772035,"OAS1_HUMAN",20,-58.3198624235819,8.76751489232961e-11,2.63480058653194e-08,-0.708355426788334,"Up in BD",7.57925224855239,"OAS1","2'-5'-oligoadenylate synthase 1","OAS1_HUMAN"
-3.37051749229431,8.51469932283674,-56.9616611694581,6.25810515838773e-10,2.20775066326774e-07,13.9241134756104,"XAF1_HUMAN",16,-57.4081700735811,9.80322070999521e-11,2.84083331574647e-08,-0.120677550633767,"Non-significant",7.54655424750734,"XAF1","XIAP-associated factor 1","XAF1_HUMAN"
-3.72937838236489,8.58789130619593,-76.3154672117493,9.58457358685025e-11,6.48076917364191e-08,15.6349190053088,"CLC11_HUMAN",7,-54.1879297830393,1.4757503267478e-10,4.12904763835575e-08,0.266712586085033,"Non-significant",7.3841501064797,"CLEC11A","C-type lectin domain family 11 member A","CLC11_HUMAN"
-2.19848052660623,11.6613690512521,-45.6049989697926,2.60242860873049e-09,5.86558492534423e-07,12.5040783028263,"DDX60_HUMAN",75,-53.7364351046846,1.56587233412493e-10,4.23516270636323e-08,-1.85124715169273,"Up in BD",7.37312990029943,"DDX60","Probable ATP-dependent RNA helicase DDX60","DDX60_HUMAN"
-2.11165531476339,12.7351880754743,-49.3672930205143,1.56603391714783e-09,4.09896748507661e-07,13.0198874765835,"ANXA1_HUMAN",23,-52.8441697465841,1.76307712223747e-10,4.47915370107917e-08,0.226871411005659,"Non-significant",7.34880403458919,"ANXA1","Annexin A1","ANXA1_HUMAN"
-2.45191669464112,12.2367161342076,-47.2255672670834,2.08078463089338e-09,4.83161842663796e-07,12.7324708083887,"SAMH1_HUMAN",38,-52.8297497531799,1.76648901201052e-10,4.47915370107917e-08,0.169906139373774,"Non-significant",7.34880403458919,"SAMHD1","Deoxynucleoside triphosphate triphosphohydrolase SAMHD1","SAMH1_HUMAN"
-1.26351777712505,12.3945749827794,-44.4934742585279,3.04803443379513e-09,6.56918634128671e-07,12.341623902194,"RO52_HUMAN",27,-52.554507411232,1.83307955245002e-10,4.50715378441801e-08,-1.43508346875506,"Up in BD",7.34609762351661,"TRIM21","E3 ubiquitin-protein ligase TRIM21","RO52_HUMAN"
-2.87645737330119,13.4987460545131,-56.5325354364312,6.5690263295201e-10,2.22087831823859e-07,13.8772885295228,"UB2L6_HUMAN",12,-51.3390023814371,2.16354928169028e-10,5.11793764632147e-08,0.208962361017868,"Non-significant",7.29090500958277,"UBE2L6","Ubiquitin/ISG15-conjugating enzyme E2 L6","UB2L6_HUMAN"
-0.918555895487447,11.1581701551165,-31.3817337966565,2.8438109233545e-08,3.16091531946553e-06,9.96833481851807,"PAR14_HUMAN",91,-51.1929882849406,2.20763886641917e-10,5.11793764632147e-08,0.116212685902907,"Non-significant",7.29090500958277,"PARP14","Protein mono-ADP-ribosyltransferase PARP14","PAR14_HUMAN"
-4.38578875859577,11.7056447437831,-52.0202830414504,1.11969536598218e-09,3.22702730894834e-07,13.3549538708637,"ISG20_HUMAN",11,-50.8109505953829,2.32792781139081e-10,5.24689062822917e-08,0.195643941561381,"Non-significant",7.28009798860357,"ISG20","Interferon-stimulated gene 20 kDa protein","ISG20_HUMAN"
-3.78170482317609,9.54017829895021,-51.7804127451901,1.15336199112031e-09,3.22702730894834e-07,13.3255592193538,"AMY1B_HUMAN",12,-50.4337298506082,2.45408863543148e-10,5.3027956413064e-08,-0.227194786071779,"Non-significant",7.27549510936326,"AMY1B;AMY1C;AMY1A","Alpha-amylase 1B;Alpha-amylase 1C;Alpha-amylase 1A","AMY1B_HUMAN"
1.17308656374611,14.727107320513,37.4017244762743,9.26220255876523e-09,1.47359826591806e-06,11.176708294517,"ACOHC_HUMAN",48,50.3491405371672,2.48343892494014e-10,5.3027956413064e-08,0.518750111262051,"Up in DM",7.27549510936326,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN"
-1.76060024897257,16.8586691447667,-51.1052591837953,1.2545833505628e-09,3.39322976882218e-07,13.2418828390259,"HLAA_HUMAN",17,-49.3087700612487,2.87920158186635e-10,5.99021580391374e-08,-0.533384164174358,"Up in BD",7.22255753140691,"HLA-A","HLA class I histocompatibility antigen, A alpha chain","HLAA_HUMAN"
-2.37749012311302,10.0421735218593,-52.4005477602983,1.06862286172918e-09,3.21140959261874e-07,13.4011996581343,"HLAF_HUMAN",14,-49.0785397361453,2.97622327915395e-10,6.03726892176378e-08,-0.114363908767675,"Non-significant",7.21915947867081,"HLA-F","HLA class I histocompatibility antigen, alpha chain F","HLAF_HUMAN"
-2.07565212249755,13.8373482567923,-47.3508853781984,2.04575268950715e-09,4.83161842663796e-07,12.749730210243,"FGL1_HUMAN",17,-47.1303363646377,3.96480617471022e-10,7.84644812234115e-08,0.1345822016398,"Non-significant",7.10532689229335,"FGL1","Fibrinogen-like protein 1","FGL1_HUMAN"
-0.845830519994095,11.8071562903268,-30.0568992147623,3.74548907418037e-08,3.75196275899994e-06,9.66769560947107,"DSRAD_HUMAN",59,-46.8072904165066,4.16264490616011e-10,8.04183351632933e-08,0.213755369186366,"Non-significant",7.09464492199261,"ADAR","Double-stranded RNA-specific adenosine deaminase","DSRAD_HUMAN"
-1.78827873865761,10.4044203077044,-39.3219762874322,6.72332769154205e-09,1.16070384870579e-06,11.5162067074691,"TDRD7_HUMAN",52,-46.0783242590476,4.65186875156489e-10,8.73113293335076e-08,0.0124580860137922,"Non-significant",7.05892939950416,"TDRD7","Tudor domain-containing protein 7","TDRD7_HUMAN"
0.647580146789542,13.9913967677525,24.2257899318692,1.48073962974075e-07,9.17154301963085e-06,8.14919453932451,"LPPRC_HUMAN",87,45.9573522536588,4.73924594935991e-10,8.73113293335076e-08,0.282601992289223,"Non-significant",7.05892939950416,"LRPPRC","Leucine-rich PPR motif-containing protein, mitochondrial","LPPRC_HUMAN"
-1.77416944503787,10.2254333496094,-40.8385509411326,5.27702138947839e-09,9.51505590093949e-07,11.7709903117674,"KPCD2_HUMAN",30,-45.6969644670311,4.93374838392161e-10,8.73113293335076e-08,0.793680985768635,"Up in DM",7.05892939950416,"PRKD2","Serine/threonine-protein kinase D2","KPCD2_HUMAN"
-1.79536040623987,15.5182228088379,-41.0515116229438,5.10421091289861e-09,9.41262894255894e-07,11.8058777502983,"FIBG_HUMAN",29,-45.6759144311557,4.94986584833787e-10,8.73113293335076e-08,-0.5122969150543,"Up in BD",7.05892939950416,"FGG","Fibrinogen gamma chain","FIBG_HUMAN"
1.160440603892,13.8404346193586,36.0857975324733,1.16469689246344e-08,1.75006492323118e-06,10.93227130886,"CP2A6_HUMAN",38,45.4839265815945,5.09967015742323e-10,8.80398375687916e-08,0.362315575281777,"Non-significant",7.05532076737996,"CYP2A6","Cytochrome P450 2A6","CP2A6_HUMAN"
-1.84253986676537,11.9410374505179,-42.0250793143296,4.39296294753917e-09,8.32822457166677e-07,11.9626915576642,"E2AK2_HUMAN",23,-44.9452314774987,5.54838550946172e-10,9.37908333828592e-08,0.250253677368184,"Non-significant",7.02783960517933,"EIF2AK2","Interferon-induced, double-stranded RNA-activated protein kinase","E2AK2_HUMAN"
-1.99649715423585,13.4005581992013,-42.4167125246444,4.1396493284991e-09,8.19246698815652e-07,12.0245624679293,"LG3BP_HUMAN",20,-44.1284602171233,6.31738690042295e-10,1.02633813189153e-07,0.134212811787892,"Non-significant",6.98870953530415,"LGALS3BP","Galectin-3-binding protein","LG3BP_HUMAN"
1.15525197982788,11.3608578273228,33.7176865743701,1.79756317720353e-08,2.27897306559835e-06,10.4658125577897,"DPYD_HUMAN",55,44.1214543869366,6.3244893510693e-10,1.02633813189153e-07,-0.111878712972008,"Non-significant",6.98870953530415,"DPYD","Dihydropyrimidine dehydrogenase [NADP(+)]","DPYD_HUMAN"
-2.77817098299663,11.6101115090506,-65.3888220864233,2.58310089481972e-10,1.16440448114262e-07,14.7569770771393,"PLS1_HUMAN",7,-42.8210291598441,7.81567131068831e-10,1.2434579806848e-07,-0.0431505839029747,"Non-significant",6.90536888595903,"PLSCR1","Phospholipid scramblase 1","PLS1_HUMAN"
-1.38444797197979,12.6432567323957,-35.414905748483,1.31320678250533e-08,1.83713100573245e-06,10.8037126560126,"AMPE_HUMAN",38,-41.7824283321528,9.29844184391234e-10,1.45091456002894e-07,-0.026769320170084,"Non-significant",6.83835816109809,"ENPEP","Glutamyl aminopeptidase","AMPE_HUMAN"
-1.43508346875506,11.9464120864868,-38.9487607526747,7.14643618990001e-09,1.18405625048685e-06,11.4517457751606,"5NTD_HUMAN",22,-41.4338606564187,9.8661568287277e-10,1.51045276430748e-07,-0.486030975977535,"Non-significant",6.82089285166933,"NT5E","5'-nucleotidase","5NTD_HUMAN"
0.820055802663163,16.693913596017,26.9192808097971,7.56692618336341e-08,5.94531329861477e-06,8.89422071864523,"AL1L1_HUMAN",79,40.8061886027079,1.09911038655855e-09,1.65151512528446e-07,-0.462916056315148,"Non-significant",6.78211744449906,"ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase","AL1L1_HUMAN"
-2.17238505681355,9.23678731918334,-36.5318058584877,1.07669413801421e-08,1.64835778034855e-06,11.0162430199469,"SAMD9_HUMAN",42,-40.4407223939004,1.17132153251319e-09,1.72242455149227e-07,0.100366353988635,"Non-significant",6.76385979269361,"SAMD9","Sterile alpha motif domain-containing protein 9","SAMD9_HUMAN"
-1.77957630157473,14.9671990530832,-35.8505812082709,1.2144404529599e-08,1.78415494228069e-06,10.8875093216525,"FIBB_HUMAN",38,-40.3563229542644,1.18875739319161e-09,1.72242455149227e-07,-0.160006841023762,"Non-significant",6.76385979269361,"FGB","Fibrinogen beta chain","FIBB_HUMAN"
1.23155411084492,16.0820951461792,34.3982498270523,1.58201294114984e-08,2.13940883408164e-06,10.6035545723006,"ALDOC_HUMAN",31,40.0396964836581,1.25685857226365e-09,1.78914920269251e-07,0.02358595530192,"Non-significant",6.74735344076068,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN"
-2.01902500788369,15.230428150722,-35.0405745785722,1.40553316201938e-08,1.93296543671614e-06,10.7307775124882,"FIBA_HUMAN",43,-38.9735694493138,1.52113257717981e-09,2.09407502609928e-07,-0.00943986574806388,"Non-significant",6.679007762563,"FGA","Fibrinogen alpha chain","FIBA_HUMAN"
1.34253549575805,11.4132691792079,40.6709467373701,5.41778932266989e-09,9.55650925307468e-07,11.7433823307869,"FADS1_HUMAN",17,38.9679577248787,1.5226821116571e-09,2.09407502609928e-07,0.371393998463958,"Non-significant",6.679007762563,"FADS1","Acyl-CoA (8-3)-desaturase","FADS1_HUMAN"
0.962183952331543,9.86691720145089,29.835066899242,3.92684395328526e-08,3.75508371191734e-06,9.61594266692231,"ABCA6_HUMAN",44,38.7952463496931,1.57126372062596e-09,2.12487230485984e-07,0.279908974965418,"Non-significant",6.67266716394829,"ABCA6","ATP-binding cassette sub-family A member 6","ABCA6_HUMAN"
-2.20229283968607,10.0108594894409,-38.822585863108,7.29637817652733e-09,1.18405625048685e-06,11.429790730052,"TREX1_HUMAN",15,-38.4233861850523,1.68198528054187e-09,2.23731615841258e-07,0.153225739796955,"Non-significant",6.6502726407795,"TREX1","Three-prime repair exonuclease 1","TREX1_HUMAN"
1.07985695203142,13.8911140986851,33.6197253186919,1.83130356477331e-08,2.28603032685702e-06,10.445729704547,"AL8A1_HUMAN",26,38.14508053007,1.7706853821519e-09,2.31731309528718e-07,0.144528945287099,"Non-significant",6.63501528413441,"ALDH8A1","2-aminomuconic semialdehyde dehydrogenase","AL8A1_HUMAN"
1.24987665812176,14.7000710623605,32.5237412020487,2.2632816246676e-08,2.70062751508131e-06,10.2164934913809,"CP2C8_HUMAN",33,37.7103613449527,1.92012521448925e-09,2.47299936355012e-07,-0.0841731230418254,"Non-significant",6.6067759954085,"CYP2C8","Cytochrome P450 2C8","CP2C8_HUMAN"
1.08540614446007,10.8567160197667,32.8210073198548,2.1354601817028e-08,2.58613789766216e-06,10.2795095032464,"ACO12_HUMAN",27,37.4977969255566,1.99839858798842e-09,2.53359470983407e-07,0.221977869669558,"Non-significant",6.59626285644553,"ACOT12","Acetyl-coenzyme A thioesterase","ACO12_HUMAN"
0.88453539212542,15.2285564967564,27.7304072711845,6.26222358119781e-08,5.34859811977253e-06,9.10313495404517,"TRFE_HUMAN",51,37.3874222216057,2.04047358087919e-09,2.54713886696212e-07,0.4203249613444,"Non-significant",6.59394737717563,"TF","Serotransferrin","TRFE_HUMAN"
0.907674392064431,10.729286466326,26.6806796470839,8.00868834836524e-08,6.1888092627272e-06,8.83148450147495,"CGNL1_HUMAN",84,36.9499435748643,2.21747712626947e-09,2.72615293978038e-07,-0.241741577784216,"Non-significant",6.56444978348318,"CGNL1","Cingulin-like protein 1","CGNL1_HUMAN"
-1.17241390546164,10.7941188812256,-31.4955061918484,2.77883652993612e-08,3.16091531946553e-06,9.99350096480638,"PAR12_HUMAN",33,-36.7806818845949,2.29060957285468e-09,2.77403075733476e-07,0.0488742987315334,"Non-significant",6.5568887279539,"PARP12","Protein mono-ADP-ribosyltransferase PARP12","PAR12_HUMAN"
-2.72658832867939,10.1045560836792,-35.7730945254593,1.23136155740348e-08,1.78415494228069e-06,10.8726904287235,"IRF9_HUMAN",16,-36.6486000083112,2.34959105759991e-09,2.80361497667143e-07,0.252050797144575,"Non-significant",6.55228162871832,"IRF9","Interferon regulatory factor 9","IRF9_HUMAN"
4.15487921237947,9.71232639040266,41.9944356076176,4.41352793420842e-09,8.32822457166677e-07,11.9578215386558,"NUA4L_HUMAN",5,36.4285807981702,2.45172815829185e-09,2.88309018498261e-07,0.266242980957049,"Non-significant",6.54014177237845,"NDUFA4L2","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2","NUA4L_HUMAN"
-2.11067565282187,10.7841201509748,-47.2137130171433,2.08413415001637e-09,4.83161842663796e-07,12.7308352605466,"SYUG_HUMAN",9,-36.0881008240709,2.61992733249037e-09,2.99105885275594e-07,-0.192876895268759,"Non-significant",6.52417504160737,"SNCG","Gamma-synuclein","SYUG_HUMAN"
-2.74543897310894,10.9188458578927,-33.8382375464632,1.75702304031229e-08,2.27117443905094e-06,10.4904371231311,"GBP4_HUMAN",27,-36.0376647755173,2.64594519312877e-09,2.99105885275594e-07,0.0365001360575583,"Non-significant",6.52417504160737,"GBP4","Guanylate-binding protein 4","GBP4_HUMAN"
0.707362174987814,16.6921580178397,26.515984829934,8.3310042908497e-08,6.37714800150514e-06,8.78783106189162,"G6PI_HUMAN",35,36.0219121637559,2.65413159229021e-09,2.99105885275594e-07,-0.542761405309044,"Up in BD",6.52417504160737,"GPI","Glucose-6-phosphate isomerase","G6PI_HUMAN"
-1.5158930619558,10.8761205673218,-31.4479729913139,2.80577157738818e-08,3.16091531946553e-06,9.98299893738016,"PAR10_HUMAN",43,-35.9073004944475,2.71457061928362e-09,3.01726383628319e-07,0.114157199859658,"Non-significant",6.5203867124859,"PARP10","Protein mono-ADP-ribosyltransferase PARP10","PAR10_HUMAN"
-0.883424679438289,11.3262427193778,-28.7961783690074,4.9233947652177e-08,4.38993682692048e-06,9.36787733402707,"ABCD1_HUMAN",33,-35.6543516590713,2.85359692874434e-09,3.09642307700468e-07,0.00782108306884766,"Non-significant",6.5091397044958,"ABCD1","ATP-binding cassette sub-family D member 1","ABCD1_HUMAN"
0.619676748911544,10.2494648524693,22.8177091368412,2.16685088406457e-07,1.20254147267159e-05,7.72426797247593,"PLPL6_HUMAN",52,35.6393188037276,2.86211154517317e-09,3.09642307700468e-07,-1.85567458470662,"Up in BD",6.5091397044958,"PNPLA6","Patatin-like phospholipase domain-containing protein 6","PLPL6_HUMAN"
-1.82243458429972,9.21658624921526,-31.1300830321172,2.99385889545142e-08,3.28272582130984e-06,9.91231210217203,"TRNK1_HUMAN",78,-35.2919860905029,3.06714318087234e-09,3.27457891705239e-07,-0.192637840906778,"Non-significant",6.48484453865177,"TRANK1","TPR and ankyrin repeat-containing protein 1","TRNK1_HUMAN"
-0.81242974599202,15.9933237348284,-28.4615505250951,5.3045377968103e-08,4.62806663261492e-06,9.28590692882899,"APOE_HUMAN",29,-34.5867813834179,3.53713690317828e-09,3.72731543277773e-07,1.05190138022105,"Up in DM",6.42860385250561,"APOE","Apolipoprotein E","APOE_HUMAN"
-1.07370781898496,10.150463104248,-28.8892948057128,4.82302509103794e-08,4.3482250654091e-06,9.39050422764942,"LCAP_HUMAN",34,-33.9293216698204,4.05054377579067e-09,4.21360412779044e-07,-0.278101921081545,"Non-significant",6.37534626920067,"LNPEP","Leucyl-cystinyl aminopeptidase","LCAP_HUMAN"
0.743006785710646,15.8333376475743,25.4721670139393,1.07597072180085e-07,7.62669998948968e-06,8.50428579728258,"FTCD_HUMAN",36,33.1554742905408,4.76713672257446e-09,4.79808175032031e-07,0.962183952331543,"Up in DM",6.31893235674115,"FTCD","Formimidoyltransferase-cyclodeaminase","FTCD_HUMAN"
1.19875701268515,11.2128091539655,29.083435320831,4.62126343679832e-08,4.21313837372827e-06,9.43742689911763,"EHD2_HUMAN",32,33.1083722943083,4.81522044827436e-09,4.79808175032031e-07,0.629960457483927,"Up in DM",6.31893235674115,"EHD2","EH domain-containing protein 2","EHD2_HUMAN"
-1.54717127482095,10.3707724979946,-30.3058962145129,3.5533363340829e-08,3.71076895656912e-06,9.7252922882501,"ECE1_HUMAN",28,-33.0716542638696,4.85308746595187e-09,4.79808175032031e-07,0.0277129014332758,"Non-significant",6.31893235674115,"ECE1","Endothelin-converting enzyme 1","ECE1_HUMAN"
-0.850048065185568,15.7224627903529,-25.3849311174878,1.09973366868412e-07,7.62669998948968e-06,8.48003405463176,"AMPN_HUMAN",49,-33.0233660495059,4.90340464519332e-09,4.79808175032031e-07,0.141775687535608,"Non-significant",6.31893235674115,"ANPEP","Aminopeptidase N","AMPN_HUMAN"
-1.59578212102256,9.84644835335869,-33.4721989065548,1.88350538493175e-08,2.31557010505094e-06,10.4153618901569,"ACES_HUMAN",16,-33.018917628524,4.90806982100795e-09,4.79808175032031e-07,-0.0897137324015596,"Non-significant",6.31893235674115,"ACHE","Acetylcholinesterase","ACES_HUMAN"
0.896867354710851,13.1230418341501,29.8343740007615,3.9274260936006e-08,3.75508371191734e-06,9.6157803596168,"BUP1_HUMAN",23,32.5518314115648,5.42731037789867e-09,5.24252338169879e-07,0.0864969094594308,"Non-significant",6.28045962390122,"UPB1","Beta-ureidopropionase","BUP1_HUMAN"
-1.52915247281395,10.7331255504063,-29.8268890840622,3.9337209207909e-08,3.75508371191734e-06,9.61402680126678,"IFIT5_HUMAN",24,-31.9389203293135,6.20644086376614e-09,5.92459543159982e-07,0.415245135625201,"Non-significant",6.22734130064657,"IFIT5","Interferon-induced protein with tetratricopeptide repeats 5","IFIT5_HUMAN"
-1.01963480313619,11.2987993785313,-33.8189998429916,1.76342111979553e-08,2.27117443905094e-06,10.486514085894,"T23O_HUMAN",17,-31.8706568844092,6.30085339456633e-09,5.94478191203619e-07,-0.883424679438292,"Up in BD",6.22586407311199,"TDO2","Tryptophan 2,3-dioxygenase","T23O_HUMAN"
