"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CTRL_vs_HDV","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
1.43017292022708,11.675975561142,40.2787434717133,4.96012710598157e-10,1.83231604501419e-07,14.0258507342146,"E2AK2_HUMAN",23,43.3877457089105,8.78316372077925e-11,3.36849208876961e-08,-0.248442888259877,"Non-significant",7.47256446829282,"EIF2AK2","Interferon-induced, double-stranded RNA-activated protein kinase","E2AK2_HUMAN"
2.21896696090698,12.8772079944611,45.258563045071,2.07804254030183e-10,9.38236206946278e-08,14.8692305110776,"UB2L6_HUMAN",12,43.011381769029,9.4146507242454e-11,3.36849208876961e-08,-0.104954719543478,"Non-significant",7.47256446829282,"UBE2L6","Ubiquitin/ISG15-conjugating enzyme E2 L6","UB2L6_HUMAN"
0.880795955657977,13.0550489425659,34.8692440533113,1.4535965369742e-09,4.07357898482392e-07,12.9482504169451,"HOIL1_HUMAN",29,42.9439648378686,9.53307715537112e-11,3.36849208876961e-08,-0.235693454742435,"Non-significant",7.47256446829282,"RBCK1","RanBP-type and C3HC4-type zinc finger-containing protein 1","HOIL1_HUMAN"
1.30972361564637,16.2838255167007,41.4358767139918,4.01529507207664e-10,1.55391919289366e-07,14.2332572348243,"HLAA_HUMAN",17,41.3223621588427,1.29547413127985e-10,4.3867992770464e-08,-0.0266785621642995,"Non-significant",7.35785223677478,"HLA-A","HLA class I histocompatibility antigen, A alpha chain","HLAA_HUMAN"
1.2243552207947,11.7965753078461,36.6369343695693,1.00554725487569e-09,3.14310866937489e-07,13.3215272548294,"5NT3A_HUMAN",23,39.6866860398849,1.78705486277015e-10,5.80935794789319e-08,-0.200222134590147,"Non-significant",7.23587186332314,"NT5C3A","Cytosolic 5'-nucleotidase 3A","5NT3A_HUMAN"
1.0149068832397,11.0417046546936,30.718701672024,3.73401953533919e-09,8.67039336105761e-07,11.9763636494206,"PAR14_HUMAN",91,39.1052195812437,2.00993504483992e-10,6.28259311900541e-08,-0.130950689315798,"Non-significant",7.20186106568477,"PARP14","Protein mono-ADP-ribosyltransferase PARP14","PAR14_HUMAN"
-0.793390274047869,11.2152335643768,-27.0756239346214,9.54062090707042e-09,1.71383291477716e-06,10.9904148578618,"CGNL1_HUMAN",84,-36.9283692946382,3.17096531242794e-10,9.5446055904081e-08,0.4664442539215,"Non-significant",7.02024201315281,"CGNL1","Cingulin-like protein 1","CGNL1_HUMAN"
1.24132442474364,10.0117802619934,30.9675815605925,3.51648236678527e-09,8.66013702874663e-07,12.0388310162908,"TDRD7_HUMAN",52,35.6483299085264,4.19848408655565e-10,1.19541928493783e-07,-0.00995373725889515,"Non-significant",6.9224797422496,"TDRD7","Tudor domain-containing protein 7","TDRD7_HUMAN"
1.5042881965637,11.6932542324066,33.7300929287456,1.86161262348962e-09,5.04310859703339e-07,12.6955471066763,"TAP2_HUMAN",22,35.5772489005296,4.26567728106275e-10,1.19541928493783e-07,-0.06953024864195,"Non-significant",6.9224797422496,"TAP2","Antigen peptide transporter 2","TAP2_HUMAN"
1.20923924446106,9.52964603900909,36.6922129067306,9.9431014112636e-10,3.14310866937489e-07,13.3328491876759,"TREX1_HUMAN",15,35.1633331959473,4.68181295523657e-10,1.26830312957359e-07,1.2243552207947,"Up in HDV",6.89677693591192,"TREX1","Three-prime repair exonuclease 1","TREX1_HUMAN"
2.06645250320435,10.7834620475769,36.3229537994951,1.07216916556445e-09,3.227229188349e-07,13.2568251823308,"NAT8_HUMAN",11,34.5839978859284,5.34309909428298e-10,1.40075375287864e-07,-0.109410285949707,"Non-significant",6.85363820530351,"NAT8","N-acetyltransferase 8","NAT8_HUMAN"
1.10233902931212,10.8776651620865,28.0373394650564,7.36239048422566e-09,1.39149180151865e-06,11.2645343271681,"RN213_HUMAN",232,33.8955563227306,6.26940630992973e-10,1.55358744914927e-07,0.0416352748871009,"Non-significant",6.80866429592425,"RNF213","E3 ubiquitin-protein ligase RNF213","RN213_HUMAN"
0.741620302200301,11.922106385231,26.3321647739012,1.17304348405626e-08,1.98610924894276e-06,10.7710138775782,"DTX3L_HUMAN",43,33.8691295625192,6.30840234058398e-10,1.55358744914927e-07,0.905874252319325,"Up in HDV",6.80866429592425,"DTX3L","E3 ubiquitin-protein ligase DTX3L","DTX3L_HUMAN"
1.13414120674134,10.3031350374222,29.0255252222488,5.69180043241268e-09,1.12822590522483e-06,11.5354784161132,"CMTR1_HUMAN",42,33.1518924524903,7.47844818170981e-10,1.78756906978693e-07,-0.0424256324767747,"Non-significant",6.74773716852112,"CMTR1","Cap-specific mRNA (nucleoside-2'-O-)-methyltransferase 1","CMTR1_HUMAN"
-1.00390744209295,11.967398762703,-30.9884930144621,3.49886798275251e-09,8.66013702874663e-07,12.0440534517918,"HRG_HUMAN",21,-32.9236387868154,7.90056680511969e-10,1.83451161214879e-07,0.017954349517824,"Non-significant",6.73647953488858,"HRG","Histidine-rich glycoprotein","HRG_HUMAN"
-1.08636093139645,11.9488949775696,-30.1869721753173,4.25182773421731e-09,9.21916528541046e-07,11.8409425212552,"APOA5_HUMAN",23,-32.4797504040619,8.80043584607634e-10,1.94044829187942e-07,0.46099603176117,"Non-significant",6.71209792563751,"APOA5","Apolipoprotein A-V","APOA5_HUMAN"
1.65453386306762,11.5402386188507,30.1400694413873,4.30127692866309e-09,9.21916528541046e-07,11.8288669718372,"STAT2_HUMAN",35,32.464041848977,8.83432838680184e-10,1.94044829187942e-07,0.204785108566282,"Non-significant",6.71209792563751,"STAT2","Signal transducer and activator of transcription 2","STAT2_HUMAN"
1.01052427291868,11.9866313934326,29.0749883551152,5.62022847299401e-09,1.12822590522483e-06,11.5487671154318,"RO52_HUMAN",27,32.3348287103095,9.11875200799937e-10,1.94674131172555e-07,-0.498583793640149,"Non-significant",6.71069175487662,"TRIM21","E3 ubiquitin-protein ligase TRIM21","RO52_HUMAN"
0.733260154724102,10.3947021961212,26.4016543406213,1.15032852488784e-08,1.98610924894276e-06,10.7918081090022,"ITA2_HUMAN",32,32.1953640824844,9.4373510237303e-10,1.94674131172555e-07,-0.129646778106675,"Non-significant",6.71069175487662,"ITGA2","Integrin alpha-2","ITA2_HUMAN"
1.1101610660553,12.6221290826798,30.7296393079215,3.72414506601307e-09,8.67039336105761e-07,11.9791210866095,"LG3BP_HUMAN",20,32.1339512080051,9.58159867958926e-10,1.94674131172555e-07,0.132787466049177,"Non-significant",6.71069175487662,"LGALS3BP","Galectin-3-binding protein","LG3BP_HUMAN"
0.798419952392599,11.553982257843,26.0971943604203,1.25369885657315e-08,2.0793491035449e-06,10.7002518007333,"PARP9_HUMAN",37,31.542593008723,1.11049591921752e-09,2.20121959401971e-07,-0.218472480773926,"Non-significant",6.65733662999828,"PARP9","Protein mono-ADP-ribosyltransferase PARP9","PARP9_HUMAN"
-0.653470516204823,17.1405408382416,-24.0368168483139,2.30631908660062e-08,3.34704557442914e-06,10.0483261540166,"SBP1_HUMAN",39,-30.9377914797769,1.29505822070078e-09,2.50593765705601e-07,-0.244305133819575,"Non-significant",6.60102973762493,"SELENBP1","Methanethiol oxidase","SBP1_HUMAN"
-0.522341251373295,16.3433134555817,-19.4579737520269,1.09816931892693e-07,1.18997627398922e-05,8.3569186426412,"FAS_HUMAN",149,-30.221666305831,1.55967856767142e-09,2.94779249289899e-07,-0.0487835407257258,"Non-significant",6.53050309149168,"FASN","Fatty acid synthase","FAS_HUMAN"
0.923025846481295,11.9698511362076,27.0150580234256,9.70054313765832e-09,1.71383291477716e-06,10.9727914811583,"NUB1_HUMAN",27,30.1268387104736,1.5990728450142e-09,2.95356022987055e-07,-0.455435991287226,"Non-significant",6.52965416845485,"NUB1","NEDD8 ultimate buster 1","NUB1_HUMAN"
1.9072299003601,11.9329290390015,35.4215470968921,1.29298570060901e-09,3.75289099601764e-07,13.067268529392,"BST2_HUMAN",7,29.324490040406,1.98104949575355e-09,3.57777538933091e-07,-0.352466583251974,"Non-significant",6.44638692766917,"BST2","Bone marrow stromal antigen 2","BST2_HUMAN"
0.941782951354975,11.2866880893707,28.343368951986,6.79198059069314e-09,1.31424824429912e-06,11.3495717085197,"T23O_HUMAN",17,28.3585655619733,2.58384660530492e-09,4.56498290463327e-07,0.0128014087676753,"Non-significant",6.34056084451245,"TDO2","Tryptophan 2,3-dioxygenase","T23O_HUMAN"
4.13216340541841,9.00422245264054,27.2480890389445,9.10134269737914e-09,1.68105936594546e-06,11.0403605191301,"OASL_HUMAN",28,28.2678845423138,2.65030197365827e-09,4.58276683828102e-07,-0.186091184616089,"Non-significant",6.33887223820009,"OASL","2'-5'-oligoadenylate synthase-like protein","OASL_HUMAN"
2.25623321533203,11.0684158802032,31.1219773062066,3.38875664210349e-09,8.66013702874663e-07,12.0772948844337,"PLS1_HUMAN",7,28.1224213814513,2.76095535487153e-09,4.67464253521686e-07,-0.121667623519899,"Non-significant",6.33025159354405,"PLSCR1","Phospholipid scramblase 1","PLS1_HUMAN"
1.04327559471131,10.5313538312912,24.9390618593735,1.75535199057977e-08,2.69165011838524e-06,10.3409902054071,"PAR12_HUMAN",33,27.6117653243572,3.19259056029896e-09,5.2951394864387e-07,0.14499616622925,"Non-significant",6.27612259506684,"PARP12","Protein mono-ADP-ribosyltransferase PARP12","PAR12_HUMAN"
0.905874252319325,11.3619704246521,25.5834768070213,1.45288125416901e-08,2.27068576012146e-06,10.5430831528718,"5NTD_HUMAN",22,27.3209120343751,3.47206251280464e-09,5.64349040831266e-07,0.304281234741207,"Non-significant",6.24845220874645,"NT5E","5'-nucleotidase","5NTD_HUMAN"
0.796553373336748,11.7203973531723,22.9827813268508,3.21406438945998e-08,4.42723750731207e-06,9.69109230793847,"UBA7_HUMAN",43,27.1383554950771,3.66148314459011e-09,5.70307853632884e-07,-0.0738580226897998,"Non-significant",6.24389064776271,"UBA7","Ubiquitin-like modifier-activating enzyme 7","UBA7_HUMAN"
0.645828723907448,15.3275444507599,21.4104442835448,5.42634945321444e-08,6.58208089645877e-06,9.12447319538178,"AMPN_HUMAN",49,27.0911437475583,3.71234145051863e-09,5.70307853632884e-07,0.0271313190460187,"Non-significant",6.24389064776271,"ANPEP","Aminopeptidase N","AMPN_HUMAN"
0.581017494201671,11.760317325592,20.656270336783,7.07019484188602e-08,8.32787544297137e-06,8.83696492315154,"ITA6_HUMAN",48,27.0847898802063,3.71924649225333e-09,5.70307853632884e-07,0.331109046936049,"Non-significant",6.24389064776271,"ITGA6","Integrin alpha-6","ITA6_HUMAN"
0.954060316085771,10.5345009565353,23.7474187904083,2.52272123313133e-08,3.5968693792383e-06,9.95193958339814,"PAR10_HUMAN",43,27.0056609608159,3.80645974664439e-09,5.72872191869981e-07,0.1122715473175,"Non-significant",6.24194225858567,"PARP10","Protein mono-ADP-ribosyltransferase PARP10","PAR10_HUMAN"
-0.32708024978637,14.2872111797333,-13.6733834863271,1.44469586058811e-06,7.93313733716187e-05,5.51780698415454,"UTRN_HUMAN",162,-26.1471939665424,4.91617124262896e-09,7.06401452773894e-07,-0.0849230289459495,"Non-significant",6.15094841626651,"UTRN","Utrophin","UTRN_HUMAN"
-0.306740999221777,12.5233455896378,-12.9871352871042,2.09518040246996e-06,0.00010520201410398,5.10532450017718,"LRP1_HUMAN",189,-26.1240332912225,4.95078194775649e-09,7.06401452773894e-07,-0.323807716369629,"Non-significant",6.15094841626651,"LRP1","Prolow-density lipoprotein receptor-related protein 1","LRP1_HUMAN"
1.58658766746521,10.2572447061539,24.7639252853535,1.84946223510554e-08,2.78344066383384e-06,10.2850851328649,"GBP4_HUMAN",27,26.1215838401374,4.95445832510299e-09,7.06401452773894e-07,0.14481425285339,"Non-significant",6.15094841626651,"GBP4","Guanylate-binding protein 4","GBP4_HUMAN"
0.719205856323221,10.1230905056,22.5177487775343,3.73858703519946e-08,4.98090112050262e-06,9.52788868049252,"CDHR2_HUMAN",30,25.9401664689345,5.23547170418141e-09,7.3359790586004e-07,0.058472871780376,"Non-significant",6.13454191708003,"CDHR2","Cadherin-related family member 2","CDHR2_HUMAN"
0.693762779235797,15.0722303390503,23.6021230408234,2.63997402840088e-08,3.69914981531275e-06,9.90307124041681,"GBP1_HUMAN",22,25.599958040007,5.81209030003974e-09,8.00590811329203e-07,-0.1857225894928,"Non-significant",6.09658939875742,"GBP1","Guanylate-binding protein 1","GBP1_HUMAN"
1.58094763755797,9.59972131252289,25.703296397706,1.40340227474272e-08,2.23636280134001e-06,10.5800477461395,"CDHR5_HUMAN",12,25.1446345403524,6.69876468443943e-09,9.01569312884509e-07,-0.287256002426149,"Non-significant",6.04500087898472,"CDHR5","Cadherin-related family member 5","CDHR5_HUMAN"
-0.642673492431644,16.9577369689941,-22.463783865916,3.80549885513385e-08,4.98827245091496e-06,9.50871834737529,"GSTM1_HUMAN",24,-25.1124196769843,6.76703926245294e-09,9.01569312884509e-07,0.0356488227844274,"Non-significant",6.04500087898472,"GSTM1","Glutathione S-transferase Mu 1","GSTM1_HUMAN"
0.5332455635071,10.8290009498596,18.547988214877,1.56189256884536e-07,1.58668761337578e-05,7.97158226885144,"CEIP2_HUMAN",61,24.806110543237,7.45677590435921e-09,9.75292832593117e-07,-0.0280237197876243,"Non-significant",6.01086496739366,"CEMIP2","Cell surface hyaluronidase CEMIP2","CEIP2_HUMAN"
2.1006851196289,12.5299730300903,46.3461938975789,1.74037782886911e-10,8.84003163451205e-08,15.0375353902794,"HLAB_HUMAN",2,24.7538558071446,7.58215771518344e-09,9.75292832593117e-07,0.0874478816985746,"Non-significant",6.01086496739366,"HLA-B","HLA class I histocompatibility antigen, B alpha chain","HLAB_HUMAN"
-0.851340055465673,13.7345107793808,-25.7252736703131,1.394535417946e-08,2.23636280134001e-06,10.5868073592534,"GNMT_HUMAN",15,-24.6676602159991,7.7941888342643e-09,9.75292832593117e-07,-0.0782618522644007,"Non-significant",6.01086496739366,"GNMT","Glycine N-methyltransferase","GNMT_HUMAN"
2.05232024192812,9.29485595226289,24.2719452697236,2.14590027277124e-08,3.17086027578398e-06,10.1257235599546,"HLAF_HUMAN",14,24.6651660662313,7.80042255673097e-09,9.75292832593117e-07,0.0408270359039324,"Non-significant",6.01086496739366,"HLA-F","HLA class I histocompatibility antigen, alpha chain F","HLAF_HUMAN"
1.07395958900451,10.129678606987,21.7554678505489,4.82210217317838e-08,6.12331630647199e-06,9.25248648460265,"TSP1_HUMAN",50,24.0428730187108,9.54631283588501e-09,1.17549824874602e-06,0.000760316848774423,"Non-significant",5.92977801354925,"THBS1","Thrombospondin-1","TSP1_HUMAN"
0.7122030258179,12.1010921001434,20.4155203627141,7.70860264102384e-08,8.94968766622868e-06,8.74287563252036,"AMPE_HUMAN",38,23.7587464271503,1.04863620388247e-08,1.27198006402281e-06,0.0162551403045494,"Non-significant",5.89551969541145,"ENPEP","Glutamyl aminopeptidase","AMPE_HUMAN"
1.07844638824464,10.5315027236938,21.6394547170512,5.01634637170452e-08,6.27197645582194e-06,9.20968192170386,"IFIT5_HUMAN",24,22.9185669947781,1.39342164462347e-08,1.66534378027279e-06,-0.175611019134575,"Non-significant",5.77849610061769,"IFIT5","Interferon-induced protein with tetratricopeptide repeats 5","IFIT5_HUMAN"
1.33213877677917,9.34803211688995,22.0454289171236,4.37275466447634e-08,5.64085351717447e-06,9.358429042464,"MLKL_HUMAN",19,22.78433342198,1.4595345440065e-08,1.71907786074504e-06,-0.0400271415710485,"Non-significant",5.76470445273345,"MLKL","Mixed lineage kinase domain-like protein","MLKL_HUMAN"
0.440852642059321,10.5192220211029,16.5689741580401,3.57178554086211e-07,2.99256712274086e-05,7.06278123895658,"E41L2_HUMAN",47,22.4563609120029,1.63640871311587e-08,1.89987051592752e-06,0.0678768157958967,"Non-significant",5.72127599701266,"EPB41L2","Band 4.1-like protein 2","E41L2_HUMAN"
0.842551946640025,11.6196929216385,19.5258387562721,1.07038077922388e-07,1.17553845848006e-05,8.38491180997221,"DSRAD_HUMAN",59,22.2378451437631,1.76759583924762e-08,2.02327484303738e-06,-0.0829296112060725,"Non-significant",5.69394511836266,"ADAR","Double-stranded RNA-specific adenosine deaminase","DSRAD_HUMAN"
0.739739179611187,10.1165760755539,19.8862239149035,9.35509200919363e-08,1.04149085970845e-05,8.53190488490119,"TLR3_HUMAN",25,21.6410950164546,2.19027866063686e-08,2.47227703819385e-06,0.0380440950393703,"Non-significant",5.60690286472504,"TLR3","Toll-like receptor 3","TLR3_HUMAN"
0.510002613067655,16.2619807720185,17.4269862916738,2.46803916803834e-07,2.15674777619866e-05,7.46953322512681,"AMPL_HUMAN",38,21.5326081185851,2.2787402572287e-08,2.53689343431475e-06,-0.0226116180419762,"Non-significant",5.59569777552998,"LAP3","Cytosol aminopeptidase","AMPL_HUMAN"
-0.462270259857199,14.9487063884735,-15.4976075242197,5.81881194889528e-07,4.11212910510191e-05,6.52439709373803,"CO3_HUMAN",111,-21.2866293935205,2.49457317725645e-08,2.71927986800712e-06,-0.0187630653381348,"Non-significant",5.56554609256835,"C3","Complement C3","CO3_HUMAN"
2.68632841110229,8.13208532333374,20.6561305917648,7.07054762600006e-08,8.32787544297137e-06,8.83691063985231,"XAF1_HUMAN",16,21.2705234747815,2.50948677372381e-08,2.71927986800712e-06,0.848082423210144,"Up in HDV",5.56554609256835,"XAF1","XIAP-associated factor 1","XAF1_HUMAN"
0.726365327835051,10.5709556341171,18.6764862064149,1.48462231378479e-07,1.54686224924731e-05,8.02715266263781,"TRFM_HUMAN",39,21.2316615329772,2.54588579302158e-08,2.72242287366926e-06,0.25308585166931,"Non-significant",5.56504441497506,"MELTF","Melanotransferrin","TRFM_HUMAN"
-0.498583793640149,11.694947719574,-17.471176802792,2.42264633769706e-07,2.14009204200696e-05,7.48993477814333,"A0AAG2UXZ5_HUMAN",30,-20.7733366565264,3.02304446199864e-08,3.19068601852766e-06,0.0675632953643799,"Non-significant",5.49611593072656,"COL18A1","Collagen type XVIII alpha 1 chain;Collagen alpha-1(XVIII) chain","A0AAG2UXZ5_HUMAN"
-0.495836973190299,15.3619586229324,-18.5501042204892,1.56058386552176e-07,1.58668761337578e-05,7.97250053280508,"PBLD_HUMAN",23,-20.6774213262031,3.13515429343543e-08,3.26658960804484e-06,0.259309053421022,"Non-significant",5.48590542388297,"PBLD","Phenazine biosynthesis-like domain-containing protein","PBLD_HUMAN"
1.81352400779723,12.3329235315323,29.2828770479054,5.33035690701054e-09,1.11076437393012e-06,11.6043409107671,"IFM3_HUMAN",3,20.5830332617209,3.2500563614695e-08,3.34344405691932e-06,-0.427744626998901,"Non-significant",5.47580593909321,"IFITM3","Interferon-induced transmembrane protein 3","IFM3_HUMAN"
0.852356195449833,9.18467700481415,18.927704028504,1.34572047388885e-07,1.42034679107724e-05,8.1346763487542,"PHAR4_HUMAN",29,20.5397325389454,3.30434431310761e-08,3.3568007790782e-06,-0.3958055973053,"Non-significant",5.47407443269134,"PHACTR4","Phosphatase and actin regulator 4","PHAR4_HUMAN"
0.410737037658699,14.169688463211,15.683994167042,5.33312689730116e-07,3.9047137202132e-05,6.62065222323119,"PLOD2_HUMAN",38,20.5055645822233,3.34790129688008e-08,3.35906096786968e-06,0.015059232711776,"Non-significant",5.4737821135239,"PLOD2","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","PLOD2_HUMAN"
0.459308624267578,8.39403080940247,15.7946353672551,5.06656142638689e-07,3.77760960662809e-05,6.67725891559148,"ZFY26_HUMAN",49,20.3753135041557,3.51995911921184e-08,3.48862289778471e-06,-0.0636756420135498,"Non-significant",5.45734597301747,"ZFYVE26","Zinc finger FYVE domain-containing protein 26","ZFY26_HUMAN"
0.93774104118345,12.3838492631912,19.2592629549892,1.18434444775336e-07,1.26646938511731e-05,8.27437290233622,"SP100_HUMAN",21,20.1446392570827,3.84959618919045e-08,3.76935761801817e-06,0.145728826522825,"Non-significant",5.42373265688202,"SP100","Nuclear autoantigen Sp-100","SP100_HUMAN"
0.420847892761227,13.7340850830078,16.1318537380762,4.34253255737961e-07,3.45997667586511e-05,6.84740326507188,"EHD4_HUMAN",31,20.020628063948,4.04104666228033e-08,3.90971264575622e-06,-0.554940700531008,"Up in CTRL",5.40785516100526,"EHD4","EH domain-containing protein 4","EHD4_HUMAN"
-0.466048717498802,11.4598908424377,-14.6871537124583,8.60182331877702e-07,5.46148578997663e-05,6.09222084262127,"VP13C_HUMAN",153,-19.594533129898,4.78510160128242e-08,4.57512008395556e-06,-0.583354115486148,"Up in CTRL",5.33959750244675,"VPS13C","Intermembrane lipid transfer protein VPS13C","VP13C_HUMAN"
0.529513120651249,11.6988922357559,16.7675880368935,3.27363868042445e-07,2.80051174271679e-05,7.15878045071689,"OGFR_HUMAN",31,19.4862930428662,4.99782567189158e-08,4.72294525993754e-06,0.651693582534826,"Up in HDV",5.3257870879708,"OGFR","Opioid growth factor receptor","OGFR_HUMAN"
-0.493043422698978,17.9208552837372,-16.471081374386,3.72994559051219e-07,3.09319059327475e-05,7.01504243699139,"BHMT1_HUMAN",31,-19.4344406905734,5.10347677955943e-08,4.76735123994017e-06,0.166946887969976,"Non-significant",5.32172284976199,"BHMT","Betaine--homocysteine S-methyltransferase 1","BHMT1_HUMAN"
