"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D_vs_BD","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
0.767928600311244,16.8991625308991,32.8990879088079,2.51789705877764e-09,7.85777566727761e-07,12.4059834362869,"MX1_HUMAN",43,43.9621579719546,6.28236413613057e-11,3.3983401733709e-08,0.0241880416870153,"Non-significant",7.46873315047478,"MX1","Interferon-induced GTP-binding protein Mx1","MX1_HUMAN"
-1.00221395492552,14.6655166149139,-36.3942120149502,1.19357190926662e-09,5.09718024831017e-07,13.12377358143,"CP2C8_HUMAN",33,-42.8383817844465,7.74218799009515e-11,3.78370865420429e-08,0.260636568069476,"Non-significant",7.42208231168427,"CYP2C8","Cytochrome P450 2C8","CP2C8_HUMAN"
1.20917224884038,15.4735803604126,37.9211248788525,8.80616946844818e-10,4.59132035277745e-07,13.4096613982409,"IFIT3_HUMAN",30,42.5739452086508,8.13877655762735e-11,3.78370865420429e-08,-0.0273900032043493,"Non-significant",7.42208231168427,"IFIT3","Interferon-induced protein with tetratricopeptide repeats 3","IFIT3_HUMAN"
-0.821684598922726,14.6351982355118,-32.5396759070198,2.7307786369303e-09,7.91340637859017e-07,12.3266646719879,"ACOHC_HUMAN",48,-42.4114752887766,8.39373376579705e-11,3.78370865420429e-08,-0.7861158847809,"Up in D",7.42208231168427,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN"
1.43478107452393,10.7382206916809,37.9432535883627,8.76823371181535e-10,4.59132035277745e-07,13.4136913278224,"TRFL_HUMAN",33,42.0591962968758,8.97795036219174e-11,3.83405732835915e-08,0.052732825279235,"Non-significant",7.41634139766456,"LTF","Lactotransferrin","TRFL_HUMAN"
0.966606140136721,12.3154053688049,37.7793799826476,9.05362652753749e-10,4.59132035277745e-07,13.3837727974224,"TAP1_HUMAN",24,41.4730871339507,1.00539771547506e-10,4.07889853168233e-08,-0.193531036376953,"Non-significant",7.38945709823244,"TAP1","Antigen peptide transporter 1","TAP1_HUMAN"
0.779397964477546,12.8468925952912,31.8161303554281,3.22424362109234e-09,8.43919765856234e-07,12.1635967271362,"AMPE_HUMAN",38,40.2273797699569,1.28573709525529e-10,4.56514684937593e-08,-0.329857587814324,"Non-significant",7.34054524773584,"ENPEP","Glutamyl aminopeptidase","AMPE_HUMAN"
0.794457912445102,13.6755163669586,28.9995173318973,6.39106240786837e-09,1.27883213993267e-06,11.4822121092867,"APOB_HUMAN",239,40.2217299372242,1.28719414317757e-10,4.56514684937593e-08,0.0195150375366282,"Non-significant",7.34054524773584,"APOB","Apolipoprotein B-100","APOB_HUMAN"
-3.79527723789217,9.82930248975754,-45.1620932887112,2.41409131374982e-10,1.78072153816055e-07,14.5779539244959,"NUA4L_HUMAN",5,-40.1276949960068,1.31171931852422e-10,4.56514684937593e-08,0.0946025848388699,"Non-significant",7.34054524773584,"NDUFA4L2","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2","NUA4L_HUMAN"
1.82725000381473,14.9905850887299,35.8532898723905,1.33337548629903e-09,5.27150331843126e-07,13.018664726739,"FINC_HUMAN",120,39.8311231957643,1.39257246263806e-10,4.56514684937593e-08,-0.0767724514007497,"Non-significant",7.34054524773584,"FN1","Fibronectin","FINC_HUMAN"
3.56929659843447,9.37626063823701,39.2491532928842,6.82562155394581e-10,4.59132035277745e-07,13.6460479420482,"AMY1B_HUMAN",12,39.7817644537783,1.40656484143947e-10,4.56514684937593e-08,-0.201784968376165,"Non-significant",7.34054524773584,"AMY1B;AMY1C;AMY1A","Alpha-amylase 1B;Alpha-amylase 1C;Alpha-amylase 1A","AMY1B_HUMAN"
0.630894660949702,12.9720902442932,28.7759441235957,6.76650607875473e-09,1.27883213993267e-06,11.4246989055427,"SAMH1_HUMAN",38,38.6991251790458,1.7569661549335e-10,5.48308591581938e-08,-0.0248502492904672,"Non-significant",7.26097494899634,"SAMHD1","Deoxynucleoside triphosphate triphosphohydrolase SAMHD1","SAMH1_HUMAN"
-0.388751506805399,13.9082381725311,-19.4194197022169,1.21575542623216e-07,8.3118445839473e-06,8.41129156306548,"LPPRC_HUMAN",87,-38.0018645731012,2.03426369303807e-10,5.80465223430325e-08,0.520420789718651,"Up in BD",7.2362237944004,"LRPPRC","Leucine-rich PPR motif-containing protein, mitochondrial","LPPRC_HUMAN"
-0.411542415618868,15.9061977863312,-20.1374371864929,9.32343288788008e-08,7.07012471516439e-06,8.69502053171977,"AOXA_HUMAN",91,-37.9665681375215,2.04955543603509e-10,5.80465223430325e-08,0.127370595932,"Non-significant",7.2362237944004,"AOX1","Aldehyde oxidase","AOXA_HUMAN"
-0.941091775894199,13.8136488199234,-32.0434760595622,3.0590547294975e-09,8.27372335838091e-07,12.2153302877442,"CP2A6_HUMAN",38,-37.9093418782423,2.07462305638149e-10,5.80465223430325e-08,-0.0446691513061754,"Non-significant",7.2362237944004,"CYP2A6","Cytochrome P450 2A6","CP2A6_HUMAN"
0.862717628478954,12.3071880340576,31.2184051710452,3.70899553211458e-09,9.11963325684173e-07,12.0253573842028,"SLFN5_HUMAN",37,37.4678510179924,2.28001168507912e-10,6.166671604244e-08,0.745670795440674,"Up in BD",7.20994917858231,"SLFN5","Schlafen family member 5","SLFN5_HUMAN"
0.957244396209719,12.9240205287933,34.5433729079332,1.75583747607073e-09,6.47584785492631e-07,12.755325678884,"TAP2_HUMAN",22,36.6453344669618,2.72652295118369e-10,7.09742016327806e-08,-0.143636226654053,"Non-significant",7.14889948402124,"TAP2","Antigen peptide transporter 2","TAP2_HUMAN"
0.530384302139275,13.3390606641769,23.4116504859544,3.08980207509899e-08,3.83865155768803e-06,9.8626193404574,"CO4B_HUMAN",83,36.5260598608245,2.79908115879835e-10,7.09742016327806e-08,-0.13081693649295,"Non-significant",7.14889948402124,"C4B_2","Complement C4-B","CO4B_HUMAN"
0.74567079544067,12.7815883159638,32.9167864151435,2.50791070861684e-09,7.85777566727761e-07,12.409861065866,"5NT3A_HUMAN",23,35.9651713275152,3.17068055875279e-10,7.79603092536974e-08,0.74654030799865,"Up in BD",7.10812644678751,"NT5C3A","Cytosolic 5'-nucleotidase 3A","5NT3A_HUMAN"
1.39528584480286,9.64593970775605,31.5772960108726,3.4087631780738e-09,8.64334513340338e-07,12.1087502512912,"PTPRF_HUMAN",57,35.2977376195269,3.68698729386296e-10,8.7988867360012e-08,-0.225966215133676,"Non-significant",7.05557227273578,"PTPRF","Receptor-type tyrosine-protein phosphatase F","PTPRF_HUMAN"
0.772960424423202,12.8800092935562,27.6802309551561,9.00891252923556e-09,1.56831711190865e-06,11.1348861031357,"PML_HUMAN",44,33.979526590799,5.00900509159664e-10,1.13854875339709e-07,-0.0794041156768994,"Non-significant",6.94364836787888,"PML","Protein PML","PML_HUMAN"
-0.931696176528925,10.8573900461197,-30.6031950085597,4.29611519876939e-09,9.95962249223281e-07,11.8796116246811,"ACO12_HUMAN",27,-33.9438940703158,5.05148571879411e-10,1.13854875339709e-07,-0.0984200239181527,"Non-significant",6.94364836787888,"ACOT12","Acetyl-coenzyme A thioesterase","ACO12_HUMAN"
-0.469059467315683,10.2184188365936,-22.1220896877373,4.6832431755388e-08,4.6360380365154e-06,9.42560966037224,"PLPL6_HUMAN",52,-33.7555262048399,5.28288587616644e-10,1.15852259457336e-07,0.158722400665285,"Non-significant",6.93609549178092,"PNPLA6","Patatin-like phospholipase domain-containing protein 6","PLPL6_HUMAN"
-0.840060472488371,13.8483484983444,-29.3417263206232,5.8612262584129e-09,1.23783577128398e-06,11.5692170433031,"AL8A1_HUMAN",26,-32.5300515710626,7.11376861481599e-10,1.51897680370045e-07,-0.218590974807752,"Non-significant",6.81844885819898,"ALDH8A1","2-aminomuconic semialdehyde dehydrogenase","AL8A1_HUMAN"
0.565892696380594,16.1977941989899,24.3119213643952,2.34155710992568e-08,3.33322708595386e-06,10.1519978476669,"STAT1_HUMAN",41,32.1674298023087,7.78503804639652e-10,1.60062918327505e-07,0.436983585357675,"Non-significant",6.79570926914906,"STAT1","Signal transducer and activator of transcription 1-alpha/beta","STAT1_HUMAN"
-1.02996277809142,16.0692676305771,-28.931349131739,6.50297449575187e-09,1.27883213993267e-06,11.4647328171661,"ALDOC_HUMAN",31,-32.1135576983601,7.89070339302463e-10,1.60062918327505e-07,-0.010845422744751,"Non-significant",6.79570926914906,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN"
-0.958573579788228,11.3171836137772,-32.1536039416943,2.9825006471213e-09,8.27372335838091e-07,12.2402258082467,"FADS1_HUMAN",17,-31.3437413793004,9.59082814516424e-10,1.85993888504126e-07,0.0653333663940519,"Non-significant",6.7305013258495,"FADS1","Acyl-CoA (8-3)-desaturase","FADS1_HUMAN"
0.862510681152354,16.6047353744507,32.7039424296899,2.63104914983727e-09,7.90678992658505e-07,12.3630529887944,"STOM_HUMAN",17,31.3288725832204,9.62748745029985e-10,1.85993888504126e-07,-0.0364456176757493,"Non-significant",6.7305013258495,"STOM","Stomatin","STOM_HUMAN"
1.2121045589447,12.9792162179947,37.9242484332864,8.80080342342994e-10,4.59132035277745e-07,13.4102304298417,"ISG20_HUMAN",11,31.0568778250803,1.03266445003287e-09,1.9486138017597e-07,0.0967888832092498,"Non-significant",6.71027422572808,"ISG20","Interferon-stimulated gene 20 kDa protein","ISG20_HUMAN"
1.04492402076722,11.5730005502701,28.3267399378253,7.59895187146726e-09,1.40131580647921e-06,11.3075053183639,"GBP4_HUMAN",27,30.7912816102183,1.1064805325119e-09,2.04045069109126e-07,-0.141597032546997,"Non-significant",6.69027389579182,"GBP4","Guanylate-binding protein 4","GBP4_HUMAN"
0.817215204238899,12.0515559911728,27.6489072993179,9.08441018729437e-09,1.56831711190865e-06,11.1264012683103,"CMPK2_HUMAN",26,30.5327848514225,1.18405646384588e-09,2.12405341462698e-07,-0.510128021240225,"Up in D",6.67283456603404,"CMPK2","UMP-CMP kinase 2, mitochondrial","CMPK2_HUMAN"
0.896497249603248,10.5855972766876,27.5236977934266,9.39344214899371e-09,1.58788311660281e-06,11.0923709613863,"ECE1_HUMAN",28,30.4688558354234,1.20417127277349e-09,2.12405341462698e-07,0.423863887786899,"Non-significant",6.67283456603404,"ECE1","Endothelin-converting enzyme 1","ECE1_HUMAN"
-0.451242923736578,15.8565213680267,-19.1743894925405,1.33391282117945e-07,8.72852308955651e-06,8.31189085575596,"FAS_HUMAN",149,-30.3588552081319,1.23968644619382e-09,2.14017357966312e-07,-0.141710758209227,"Non-significant",6.66955100158879,"FASN","Fatty acid synthase","FAS_HUMAN"
0.780768394470226,11.9211325645447,25.3248388351391,1.73427091086809e-08,2.70612964822763e-06,10.4633653199944,"IFIH1_HUMAN",45,30.1408840312103,1.31358931909976e-09,2.22051327816155e-07,-0.0930676460266255,"Non-significant",6.65354662550087,"IFIH1","Interferon-induced helicase C domain-containing protein 1","IFIH1_HUMAN"
-1.0491876602173,12.4396243095398,-29.2822226468586,5.94966663545418e-09,1.23783577128398e-06,11.5541767887004,"ZA2G_HUMAN",19,-29.9299085808144,1.38986072173698e-09,2.30149589717834e-07,-0.0458517074584996,"Non-significant",6.6379897949757,"AZGP1","Zinc-alpha-2-glycoprotein","ZA2G_HUMAN"
-0.469366312027002,14.0315898656845,-21.157254956928,6.49404568101612e-08,5.71648746293717e-06,9.07978452663008,"VILI_HUMAN",46,-29.8436523395043,1.42246552713138e-09,2.3083770574288e-07,0.0595977306366002,"Non-significant",6.63669325072171,"VIL1","Villin-1","VILI_HUMAN"
-0.784723758697517,9.84691452980042,-25.0018083826437,1.90605778897767e-08,2.86402831477126e-06,10.3656380061477,"ABCA6_HUMAN",44,-29.5349106535167,1.54640656104789e-09,2.46030251692992e-07,0.0383026599883749,"Non-significant",6.60901148909348,"ABCA6","ATP-binding cassette sub-family A member 6","ABCA6_HUMAN"
1.07899022102353,13.7167047262192,28.0955986723233,8.07214502631543e-09,1.45549743874496e-06,11.2463335021464,"LG3BP_HUMAN",20,29.0813289714486,1.75109118194883e-09,2.73237574044861e-07,-0.0228896141052264,"Non-significant",6.56345957922805,"LGALS3BP","Galectin-3-binding protein","LG3BP_HUMAN"
-0.54543924331665,16.6151807308197,-21.1315890602542,6.55204996368199e-08,5.71648746293717e-06,9.07035045214497,"AL1L1_HUMAN",79,-28.9665417852008,1.80759826968637e-09,2.76733063400665e-07,0.233200311660726,"Non-significant",6.55793894929915,"ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase","AL1L1_HUMAN"
0.755311965942376,11.3625965118408,23.7043868887465,2.82022185673095e-08,3.69085163637338e-06,9.95807407669632,"CO5_HUMAN",67,28.8075232164171,1.88929188221369e-09,2.8388359874596e-07,0.556873083114624,"Up in BD",6.54685969792812,"C5","Complement C5","CO5_HUMAN"
0.669677734375027,12.8852710723877,26.9651380493127,1.09253502817927e-08,1.7389205677132e-06,10.9383038473922,"MFGM_HUMAN",22,28.7221171748791,1.93487327567193e-09,2.85446577432764e-07,-0.0375154018402011,"Non-significant",6.54447515991242,"MFGE8","Lactadherin","MFGM_HUMAN"
-0.827255964279173,12.5725041627884,-33.3953940803948,2.25415686366259e-09,7.85777566727761e-07,12.5137312736587,"FADS2_HUMAN",14,-28.4731989610208,2.07492033996122e-09,2.94967110136397e-07,0.28702926635742,"Non-significant",6.5302264066747,"FADS2","Acyl-CoA 6-desaturase","FADS2_HUMAN"
-0.783922433853174,11.7848318815231,-29.6600615694316,5.41266898524252e-09,1.18698367962859e-06,11.6490576683892,"ACMSD_HUMAN",17,-28.4226240475757,2.10474519867247e-09,2.94967110136397e-07,-0.0328047275543266,"Non-significant",6.5302264066747,"ACMSD","2-amino-3-carboxymuconate-6-semialdehyde decarboxylase","ACMSD_HUMAN"
-0.568104028701772,14.0910049676895,-22.6955296018131,3.88147482563609e-08,4.1992382313615e-06,9.62335131365778,"PLOD2_HUMAN",38,-28.416371203981,2.10846590928162e-09,2.94967110136397e-07,-0.00574040412902654,"Non-significant",6.5302264066747,"PLOD2","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","PLOD2_HUMAN"
0.768404960632317,9.61342716217041,23.378231147187,3.12239342873317e-08,3.83865155768803e-06,9.85163673725936,"TRNK1_HUMAN",78,28.3330203614709,2.15877488200123e-09,2.96886430382338e-07,-0.241668224334726,"Non-significant",6.52740965199893,"TRANK1","TPR and ankyrin repeat-containing protein 1","TRNK1_HUMAN"
0.579630136489824,14.5313330888748,21.7663528350193,5.27445249534878e-08,5.03493029967765e-06,9.30006764793216,"RIGI_HUMAN",56,28.1750413849952,2.25786843630987e-09,3.05339074870304e-07,-0.2181646823883,"Non-significant",6.5152176145855,"RIGI","Antiviral innate immune response receptor RIG-I","RIGI_HUMAN"
0.674106597900375,14.4721837043762,24.1489566483561,2.46023968128868e-08,3.44179047827179e-06,10.1005231068933,"OAS2_HUMAN",31,27.9763275616339,2.38983911194545e-09,3.17887779579105e-07,-0.303595781326297,"Non-significant",6.49772616715718,"OAS2","2'-5'-oligoadenylate synthase 2","OAS2_HUMAN"
0.699787139892599,10.4391360282898,22.6230474308237,3.97368155089692e-08,4.2424279084181e-06,9.59866515204645,"AGRIN_HUMAN",63,27.6805269647073,2.60262918773358e-09,3.36170583417805e-07,-0.0389149188995503,"Non-significant",6.47344029214064,"AGRN","Agrin","AGRIN_HUMAN"
-0.594998121261602,15.5265909433365,-22.3921749004691,4.28434137527147e-08,4.45681357935291e-06,9.51944396430023,"TKFC_HUMAN",40,-27.6178697542755,2.65038404403895e-09,3.36170583417805e-07,0.0408053398132502,"Non-significant",6.47344029214064,"TKFC","Triokinase/FMN cyclase","TKFC_HUMAN"
1.84312009811402,10.7671353816986,29.7380026581922,5.3088609583696e-09,1.18698367962859e-06,11.6684475194494,"SYUG_HUMAN",9,27.6163173346008,2.65157965722696e-09,3.36170583417805e-07,-0.181599617004375,"Non-significant",6.47344029214064,"SNCG","Gamma-synuclein","SYUG_HUMAN"
-0.526064157485974,11.4431625604629,-20.8399644867372,7.25403326768842e-08,6.0060434626555e-06,8.96227160893171,"KPBB_HUMAN",49,-27.2614466904792,2.94147298577572e-09,3.67186335485911e-07,-0.349924325942995,"Non-significant",6.43511348905437,"PHKB","Phosphorylase b kinase regulatory subunit beta","KPBB_HUMAN"
-0.547225952148455,16.662615776062,-21.9754238839706,4.91739191406794e-08,4.80719493864425e-06,9.37412197898705,"G6PI_HUMAN",35,-27.0717543744906,3.11091246483476e-09,3.82453693025292e-07,0.215322256088225,"Non-significant",6.41742114111439,"GPI","Glucose-6-phosphate isomerase","G6PI_HUMAN"
0.833858013153048,11.6850867271423,24.5331076354343,2.1907091772756e-08,3.1741811186454e-06,10.2212387726789,"IFI44_HUMAN",27,26.8702761714656,3.3029773398746e-09,3.95313362646318e-07,-0.086072444915775,"Non-significant",6.40305850509676,"IFI44","Interferon-induced protein 44","IFI44_HUMAN"
-0.572334289550774,14.6823320388794,-21.8500431348198,5.12811025576436e-08,4.95351031134191e-06,9.32980497828601,"PH4H_HUMAN",38,-26.8512771550815,3.3217648225191e-09,3.95313362646318e-07,-0.211987495422324,"Non-significant",6.40305850509676,"PAH","Phenylalanine-4-hydroxylase","PH4H_HUMAN"
-0.786115884780894,12.267593741417,-26.9636249002692,1.09298680001692e-08,1.7389205677132e-06,10.9378813886788,"3BHS7_HUMAN",18,-26.7693107530406,3.40420513634135e-09,3.95313362646318e-07,-0.202244281768802,"Non-significant",6.40305850509676,"HSD3B7","3 beta-hydroxysteroid dehydrogenase type 7","3BHS7_HUMAN"
-0.540495634078951,15.7851539850235,-21.6193008105697,5.54319627520843e-08,5.22994122988851e-06,9.24751030889115,"FTCD_HUMAN",36,-26.7632477471191,3.41039381134364e-09,3.95313362646318e-07,0.0972878932952899,"Non-significant",6.40305850509676,"FTCD","Formimidoyltransferase-cyclodeaminase","FTCD_HUMAN"
-0.644032239913926,13.0606862306595,-24.5551241957413,2.1763063992677e-08,3.1741811186454e-06,10.2280919940735,"BUP1_HUMAN",23,-26.5088383232924,3.68181946896925e-09,4.20764551707275e-07,0.0475602149963237,"Non-significant",6.37596085546648,"UPB1","Beta-ureidopropionase","BUP1_HUMAN"
-0.480566978454599,12.6901226043701,-19.9086295896701,1.01361077451327e-07,7.47676165854607e-06,8.6058002016469,"SRBS1_HUMAN",46,-26.4370311732191,3.76275679092965e-09,4.24041786133378e-07,0.360759735107423,"Non-significant",6.37259134483895,"SORBS1","Sorbin and SH3 domain-containing protein 1","SRBS1_HUMAN"
0.717401027679458,9.96955561637879,23.146171508492,3.35975065543827e-08,3.8944309740323e-06,9.7748856965493,"PHAR4_HUMAN",29,25.9547760441207,4.36101844377387e-09,4.847301870244e-07,-0.0361857414245996,"Non-significant",6.31449993334121,"PHACTR4","Phosphatase and actin regulator 4","PHAR4_HUMAN"
-0.402098417282122,10.4203993082047,-17.04054023392,3.15109359288855e-07,1.50933413999606e-05,7.38505303744145,"MYO7A_HUMAN",93,-25.7436359990702,4.6559864978437e-09,5.10522627614916e-07,0.0265135765075701,"Non-significant",6.29198500415393,"MYO7A","Unconventional myosin-VIIa","MYO7A_HUMAN"
0.74654030799865,12.1881777048111,23.9769496660856,2.59295939603786e-08,3.56597839651716e-06,10.0457631831949,"5NTD_HUMAN",22,25.3493136468373,5.26879838759879e-09,5.70013734893021e-07,1.01788520812988,"Up in BD",6.24411467956193,"NT5E","5'-nucleotidase","5NTD_HUMAN"
0.7418484687805,12.8022882938385,22.9605132331599,3.56442057336263e-08,4.01690396281449e-06,9.71285815617119,"NUB1_HUMAN",27,25.2844808235038,5.37797522497663e-09,5.72849981538216e-07,0.143541336059572,"Non-significant",6.24195909656742,"NUB1","NEDD8 ultimate buster 1","NUB1_HUMAN"
-0.642237663269025,12.2655181884766,-22.3935011731885,4.28247991688965e-08,4.45681357935291e-06,9.51990164498346,"ATTY_HUMAN",28,-25.2504973288689,5.43621500843513e-09,5.72849981538216e-07,-1.09734094142914,"Up in D",6.24195909656742,"TAT","Tyrosine aminotransferase","ATTY_HUMAN"
0.480453014373747,10.7516009807587,20.3303096322369,8.69539875590871e-08,6.91710446131797e-06,8.76938429027616,"ADA10_HUMAN",33,25.1854349723018,5.54970184635142e-09,5.7731129206789e-07,0.181525588035583,"Non-significant",6.23858994772428,"ADAM10","Disintegrin and metalloproteinase domain-containing protein 10","ADA10_HUMAN"
0.418383598327651,12.5391628742218,18.9051050108238,1.47901518037562e-07,9.37556966684985e-06,8.20108060600111,"OPTN_HUMAN",37,25.0586543883429,5.77856187494139e-09,5.93509507003473e-07,-0.784723758697517,"Up in D",6.22657232000159,"OPTN","Optineurin","OPTN_HUMAN"
1.1254060268402,9.90986359119415,23.505029954059,3.00076016754393e-08,3.80440124991429e-06,9.89321350034263,"ITA3_HUMAN",23,24.7779709058102,6.32390256211472e-09,6.35213793254728e-07,-0.45397639274597,"Non-significant",6.19708008005612,"ITGA3","Integrin alpha-3","ITA3_HUMAN"
1.4216423034668,9.55586886405945,23.7954123065642,2.74190537385601e-08,3.64718363991273e-06,9.98748494135619,"URP2_HUMAN",20,24.7513142438325,6.37862738166856e-09,6.35213793254728e-07,-0.0185863971710258,"Non-significant",6.19708008005612,"FERMT3","Fermitin family homolog 3","URP2_HUMAN"
-0.55815625190735,9.68571960926056,-20.3699858189709,8.57222874094795e-08,6.91710446131797e-06,8.7845873606108,"FIL1L_HUMAN",39,-24.7315892038291,6.41946401859597e-09,6.35213793254728e-07,-0.0648970603942747,"Non-significant",6.19708008005612,"FILIP1L","Filamin A-interacting protein 1-like","FIL1L_HUMAN"
0.673376083374052,11.0873646736145,23.5621507693591,2.94772697116175e-08,3.79648518158832e-06,9.91186083298591,"ALAT2_HUMAN",21,24.6150498085119,6.6668045606618e-09,6.51740388014577e-07,0.0448253154754763,"Non-significant",6.18592536516617,"GPT2","Alanine aminotransferase 2","ALAT2_HUMAN"
0.916639328002953,10.8858544826507,23.2139273694703,3.2883987824999e-08,3.8944309740323e-06,9.79738402920761,"ANGL3_HUMAN",22,24.4232157226516,7.09758744109644e-09,6.83200501116858e-07,-0.0879182815551776,"Non-significant",6.16545182377074,"ANGPTL3","Angiopoietin-related protein 3","ANGL3_HUMAN"
-0.928932905197126,11.1635226011276,-22.3073528776189,4.40531728600127e-08,4.52465119729295e-06,9.49011031052012,"EHD2_HUMAN",32,-24.397779168856,7.15701782042556e-09,6.83200501116858e-07,-0.0102450847625724,"Non-significant",6.16545182377074,"EHD2","EH domain-containing protein 2","EHD2_HUMAN"
1.64579319953918,10.2842582464218,25.249132727156,1.77289945555324e-08,2.71420871365265e-06,10.4405907365021,"LBP_HUMAN",10,24.1665392987551,7.72366115157646e-09,7.287184486499e-07,0.432911396026601,"Non-significant",6.1374402354904,"LBP","Lipopolysaccharide-binding protein","LBP_HUMAN"
0.608080148696924,11.2381783723831,20.3376824295946,8.6723599787605e-08,6.91710446131797e-06,8.77221181283664,"TRFM_HUMAN",39,24.0227937750996,8.10120559281402e-09,7.55553818161988e-07,-0.13134765625,"Non-significant",6.1217345953907,"MELTF","Melanotransferrin","TRFM_HUMAN"
