Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Molecular_Function_2023,Protein Homodimerization Activity (GO:0042803),33/662,6.325550807125408e-06,0.00016983384678541196,0,0,2.52254404299791,30.197156394913,HSP90AB1;SHMT2;TYRP1;HSD17B4;ENO1;THBS1;FBLN5;SRM;JCHAIN;ATIC;PSAP;RACK1;FLNA;APOE;HSP90AA1;NPM1;G6PD;TPI1;AMBP;GDF15;ACTN1;APLP2;IDH1;SERPINF2;APOA1;EXT1;GLUD1;COL2A1;XPNPEP3;MYH9;ANG;HNRNPC;MASP1
GO_Molecular_Function_2023,Ubiquitin Protein Ligase Binding (GO:0031625),19/271,6.393744820156686e-06,0.00016983384678541196,0,0,3.570446234049175,42.70321683427572,HSPA9;YWHAE;CCT2;HSPA8;VCP;HSP90AA1;TPI1;HSP90AB1;HSPA5;XRCC5;PA2G4;PRDX6;CLU;YWHAZ;RTN4;HSPD1;TCP1;RPS27A;HSPA1A
GO_Molecular_Function_2023,MHC Class II Protein Complex Binding (GO:0023026),6/25,1.1475404504403812e-05,0.0002868851126100953,0,0,14.667333416677083,166.84538457618277,YWHAE;CD74;HSPA8;HSP90AA1;HSP90AB1;PKM
GO_Molecular_Function_2023,Purine Ribonucleoside Triphosphate Binding (GO:0035639),26/476,1.309904237653882e-05,0.000309282945001611,0,0,2.755322804100859,30.97801557094726,ARF1;HSP90AB1;DHX9;OLA1;PYGL;RAP1B;TUBA1C;TUBB3;TUBB1;PGK1;RAC1;HSPA8;HSP90AA1;HSPA5;TUBB4B;TUBA4A;RAB11B;EEF1A1;GLUD1;PSMA6;ACLY;ACTA1;MYH9;RAN;HSPA1A;GALK1
GO_Molecular_Function_2023,Ubiquitin-Like Protein Ligase Binding (GO:0044389),19/289,1.5915839607565872e-05,0.000356012201748184,0,0,3.329311909949165,36.782889670233466,HSPA9;YWHAE;CCT2;HSPA8;VCP;HSP90AA1;TPI1;HSP90AB1;HSPA5;XRCC5;PA2G4;PRDX6;CLU;YWHAZ;RTN4;HSPD1;TCP1;RPS27A;HSPA1A
GO_Molecular_Function_2023,Calcium Ion Binding (GO:0005509),21/346,1.9251998678478465e-05,0.0004091049719176673,0,0,3.063342175066313,33.26144975420843,GSN;HSPA5;LRP1;AMY1A;C1R;PLA2G2A;LTBP4;FBLN1;ITIH1;CLU;THBS1;THBS4;HSP90B1;THBS3;COMP;CLEC3B;ADAMTS13;F9;SPOCK2;MASP1;AGRN
GO_Molecular_Function_2023,Metal Ion Binding (GO:0046872),27/521,2.2736875669691364e-05,0.0004601510552199442,0,0,2.6069483805668017,27.872247195932136,FEN1;LRP1;C1R;LTBP4;PLOD3;FBLN1;ITIH1;CLU;THBS1;THBS4;HSP90B1;THBS3;COMP;CLEC3B;ADAMTS13;SPOCK2;APOE;GSN;HSPA5;AMY1A;IDH1;PLA2G2A;HSPE1;F9;MASP1;AGRN;RAN
GO_Molecular_Function_2023,rRNA Binding (GO:0019843),7/46,5.019670952558437e-05,0.000969709161289698,0,0,8.347863247863248,82.64018211566999,RPS14;NPM1;RPS9;RPL12;RPLP0;RPS3;RPS13
GO_Molecular_Function_2023,Disordered Domain Specific Binding (GO:0097718),5/23,0.00010612351093960296,0.0019609779195361,0,0,12.87190626645603,117.78961644426909,HSP90AA1;HSP90AB1;CLTC;GAPDH;HSPA1A
GO_Molecular_Function_2023,mRNA Binding (GO:0003729),17/282,0.00012829540960268947,0.0022718978783809,0,0,3.0210400368154624,27.072068650106928,EIF4A1;DHX9;SHMT2;SRSF1;RPS14;HNRNPK;PKM;EIF6;C1QBP;NCL;RPS3;PPIE;ACO1;HNRNPC;RPS2;RPS13;CCT5
GO_Molecular_Function_2023,Amyloid-Beta Binding (GO:0001540),8/79,0.00028057324890077217,0.0047697452313131,0,0,5.244411576859727,42.89234168279368,CST3;CD74;LRP1;CLSTN1;APOA1;APOE;CLU;HSPG2
GO_Molecular_Function_2023,Double-Stranded RNA Binding (GO:0003725),7/65,0.0004611429101425465,0.0075379129542531,0,0,5.607758620689655,43.07769454340886,EIF4A1;HSP90AB1;DHX9;ACTN1;CLTC;TUBB4B;HSPD1
GO_Molecular_Function_2023,Small Ribosomal Subunit rRNA Binding (GO:0070181),3/9,0.0007375787794916429,0.0116100363438499,0,0,23.07429245283019,166.41497348012356,RPS14;RPS3;RPS13
GO_Molecular_Function_2023,GTP Binding (GO:0005525),12/201,0.0013321416416852,0.0201068895000645,0,0,2.9656148403136355,19.63523910428288,EEF1A1;RAP1B;GLUD1;TUBA1C;ARF1;TUBB3;TUBB1;RAC1;TUBB4B;TUBA4A;RAN;RAB11B
GO_Molecular_Function_2023,Tau Protein Binding (GO:0048156),5/39,0.0013719995188279,0.0201068895000645,0,0,6.808962921661555,44.881184456182666,PPP2CA;HSP90AA1;HSP90AB1;APOE;CLU
GO_Molecular_Function_2023,mRNA 5'-UTR Binding (GO:0048027),4/24,0.0015512930581465,0.0219766516570757,0,0,9.244917257683214,59.80228623431221,RPS14;SHMT2;NCL;RPS13
GO_Molecular_Function_2023,Actin Binding (GO:0003779),11/183,0.0019781944357406,0.0271204075867672,0,0,2.982600067084079,18.568387740916087,GSN;MYH9;ANG;FLNB;PARVB;P4HB;EZR;PFN1;ALDOA;SPTAN1;SPTBN1
GO_Molecular_Function_2023,Ribosome Binding (GO:0043022),7/85,0.0022725335937428,0.0301820867918975,0,0,4.1655982905982905,25.355413399901803,NPM1;EIF6;DHX9;C1QBP;RACK1;RPSA;EEF2
GO_Molecular_Function_2023,"Oxidoreductase Activity, Acting On The CH-NH Group Of Donors, NAD Or NADP As Acceptor (GO:0016646)",3/13,0.0023565257592264,0.0303491953839771,0,0,13.841745283018868,83.75040557806018,ALDH1L1;PYCR1;BLVRB
GO_Molecular_Function_2023,ADP Binding (GO:0043531),4/27,0.002436104689064,0.030451308613301,0,0,8.037825059101655,48.366446440793375,ACTA1;GLUD1;PGK1;MYH9
GO_Molecular_Function_2023,Adenyl Ribonucleotide Binding (GO:0032559),15/309,0.0027878849617581,0.0329942598525317,0,0,2.3874331285912422,14.044008647456373,HSPA8;HSP90AA1;HSP90AB1;HSPA5;DHX9;OLA1;PYGL;APRT;GLUD1;ACLY;ACTA1;PGK1;MYH9;HSPA1A;GALK1
GO_Molecular_Function_2023,Monocarboxylic Acid Binding (GO:0033293),4/28,0.0027948078933909,0.0329942598525317,0,0,7.702521670606777,45.29076508647994,PSAP;AKR1C3;PYGL;SERPINA5
GO_Molecular_Function_2023,Hyaluronic Acid Binding (GO:0005540),3/14,0.0029520270551083,0.0339084188762448,0,0,12.582761578044597,73.29789806651303,CEMIP;ITIH2;ITIH1
GO_Molecular_Function_2023,Guanyl Ribonucleotide Binding (GO:0032561),12/226,0.0035185771048358,0.0393525070935586,0,0,2.615786510528093,14.778405393430528,EEF1A1;RAP1B;GLUD1;TUBA1C;ARF1;TUBB3;TUBB1;RAC1;TUBB4B;TUBA4A;RAN;RAB11B
GO_Molecular_Function_2023,C3HC4-type RING Finger Domain Binding (GO:0055131),2/5,0.0043574696495544,0.0440934428823961,0,0,30.69803921568628,166.8703584366097,HSPA8;HSPA1A
GO_Molecular_Function_2023,Dihydropyrimidinase Activity (GO:0004157),2/5,0.0043574696495544,0.0440934428823961,0,0,30.69803921568628,166.8703584366097,DPYSL5;DPYSL2
GO_Molecular_Function_2023,High-Density Lipoprotein Particle Binding (GO:0008035),2/5,0.0043574696495544,0.0440934428823961,0,0,30.69803921568628,166.8703584366097,PLTP;HSPD1
GO_Molecular_Function_2023,Large Ribosomal Subunit rRNA Binding (GO:0070180),2/5,0.0043574696495544,0.0440934428823961,0,0,30.69803921568628,166.8703584366097,RPL12;RPLP0
GO_Molecular_Function_2023,Kinase Binding (GO:0019900),19/460,0.0049539470879921,0.0489634305208521,0,0,2.020297007691965,10.722869059146456,GRB7;CHIA;NPM1;GSN;HSP90AB1;PGAM1;CLTC;AP1B1;PEBP1;PLG;EEF2;MACROH2A1;YWHAZ;TUBA4A;ACTB;EEF1A1;RPS3;FLNA;RAC1
GO_Molecular_Function_2023,Carboxylic Acid Binding (GO:0031406),3/17,0.0052590997826921,0.0507981229010034,0,0,9.88493935309973,51.87413937376886,AMBP;PSAP;ASS1
GO_Molecular_Function_2023,Serine-Type Endopeptidase Activity (GO:0004252),8/125,0.0054281204364525,0.0512655818998297,0,0,3.1749994900352894,16.5613127988347,F9;C1S;F10;C1R;CNTN1;PLG;MASP1;F2
GO_Molecular_Function_2023,MHC Protein Binding (GO:0042287),4/34,0.0057252364507108,0.0528962063380891,0,0,6.160126083530339,31.80393895545318,CD74;ATP5F1B;COL2A1;TUBB4B
GO_Molecular_Function_2023,Cholesterol Transfer Activity (GO:0120020),3/18,0.0062120606252905,0.0558927133009099,0,0,9.225471698113209,46.87704443945684,APOA1;APOB;PLTP
GO_Molecular_Function_2023,MHC Class II Protein Binding (GO:0042289),2/6,0.0064441010629284,0.0558927133009099,0,0,23.02235294117647,116.13833442864254,CD74;COL2A1
GO_Molecular_Function_2023,"Oxidoreductase Activity, Acting On A Sulfur Group Of Donors, Oxygen As Acceptor (GO:0016670)",2/6,0.0064441010629284,0.0558927133009099,0,0,23.02235294117647,116.13833442864254,P4HB;PCYOX1
GO_Molecular_Function_2023,Carboxylic Ester Hydrolase Activity (GO:0052689),7/104,0.0069396833995612,0.0582281562911401,0,0,3.34639175257732,16.633237278640905,AARS1;APMAP;ESD;PLA2G2A;LCAT;NOTUM;PRDX6
GO_Molecular_Function_2023,ATP Binding (GO:0005524),13/279,0.0072415940147239,0.0582281562911401,0,0,2.279167120700301,11.231539400705186,HSPA8;HSP90AA1;HSP90AB1;HSPA5;DHX9;OLA1;PYGL;ACLY;ACTA1;PGK1;MYH9;HSPA1A;GALK1
GO_Molecular_Function_2023,Sterol Transfer Activity (GO:0120015),3/19,0.0072613936080715,0.0582281562911401,0,0,8.6484375,42.59514177551652,APOA1;APOB;PLTP
GO_Molecular_Function_2023,DNA Polymerase Binding (GO:0070182),3/19,0.0072613936080715,0.0582281562911401,0,0,8.6484375,42.59514177551652,HSP90AA1;HSP90AB1;PCNA
GO_Molecular_Function_2023,Carboxypeptidase Activity (GO:0004180),4/38,0.0085245679540745,0.0637292446185728,0,0,5.434292866082603,25.893334608669704,CPB2;CPA1;CPVL;CPN1
GO_Molecular_Function_2023,"Hydroxymethyl-, Formyl- And Related Transferase Activity (GO:0016742)",2/7,0.0088948367769414,0.0637292446185728,0,0,18.416941176470587,86.97003231921204,ATIC;SHMT2
GO_Molecular_Function_2023,Peptidyl-Proline 4-Dioxygenase Activity (GO:0031545),2/7,0.0088948367769414,0.0637292446185728,0,0,18.416941176470587,86.97003231921204,P4HA1;P4HB
GO_Molecular_Function_2023,Phosphatidylethanolamine Binding (GO:0008429),2/7,0.0088948367769414,0.0637292446185728,0,0,18.416941176470587,86.97003231921204,PEBP1;PLTP
GO_Molecular_Function_2023,Procollagen-Proline Dioxygenase Activity (GO:0019798),2/7,0.0088948367769414,0.0637292446185728,0,0,18.416941176470587,86.97003231921204,P4HA1;P4HB
GO_Molecular_Function_2023,Retinal Dehydrogenase Activity (GO:0001758),2/7,0.0088948367769414,0.0637292446185728,0,0,18.416941176470587,86.97003231921204,ALDH1A1;AKR1C3
GO_Molecular_Function_2023,Receptor Ligand Activity (GO:0048018),14/319,0.0089970698285044,0.0637292446185728,0,0,2.141483745484857,10.088222256440725,APP;COLEC10;TGFB1;GDF15;CLEC11A;SEMA3B;IGF2;APOA1;F2;AGT;MDK;FLNB;CRLF1;HSPA1A
GO_Molecular_Function_2023,Serine-Type Peptidase Activity (GO:0008236),8/142,0.0113574287462453,0.0752974563702905,0,0,2.7697787910091547,12.402746010338726,F9;C1S;F10;C1R;CNTN1;PLG;MASP1;F2
GO_Molecular_Function_2023,Bile Acid Binding (GO:0032052),2/8,0.0116932520480921,0.0752974563702905,0,0,15.346666666666666,68.27338130236829,AKR1C3;PYGL
GO_Molecular_Function_2023,Carbonyl Reductase (NADPH) Activity (GO:0004090),2/8,0.0116932520480921,0.0752974563702905,0,0,15.346666666666666,68.27338130236829,DCXR;DHRS2
GO_Molecular_Function_2023,Double-Stranded Telomeric DNA Binding (GO:0003691),2/8,0.0116932520480921,0.0752974563702905,0,0,15.346666666666666,68.27338130236829,XRCC6;XRCC5
GO_Molecular_Function_2023,Mannosidase Activity (GO:0015923),2/8,0.0116932520480921,0.0752974563702905,0,0,15.346666666666666,68.27338130236829,MAN2A1;MAN2B1
GO_Molecular_Function_2023,Phosphoserine Residue Binding (GO:0050815),2/8,0.0116932520480921,0.0752974563702905,0,0,15.346666666666666,68.27338130236829,YWHAE;YWHAZ
GO_Molecular_Function_2023,Cyclosporin A Binding (GO:0016018),3/23,0.0124621956257307,0.0778887226608174,0,0,6.917334905660377,30.33289793827784,PPIE;PPIB;PPIA
GO_Molecular_Function_2023,Lipoprotein Particle Binding (GO:0071813),3/23,0.0124621956257307,0.0778887226608174,0,0,6.917334905660377,30.33289793827784,THBS1;PLTP;HSPD1
GO_Molecular_Function_2023,Peptidase Activator Activity (GO:0016504),3/24,0.0140209000130587,0.086360616022463,0,0,6.587601078167116,28.11065219349996,VCP;PSMD14;PSME2
GO_Molecular_Function_2023,Lipase Inhibitor Activity (GO:0055102),2/9,0.0148234546141847,0.0899995458718361,0,0,13.153613445378152,55.39702943181971,APOC2;APOC3
GO_Molecular_Function_2023,AMP Binding (GO:0016208),2/10,0.0182700695452258,0.1049294534692026,0,0,11.508823529411766,46.06396377180696,PYGL;APRT
GO_Molecular_Function_2023,alditol:NADP+ 1-Oxidoreductase Activity (GO:0004032),2/10,0.0182700695452258,0.1049294534692026,0,0,11.508823529411766,46.06396377180696,AKR1E2;AKR1C3
GO_Molecular_Function_2023,Galactosyltransferase Activity (GO:0008378),2/10,0.0182700695452258,0.1049294534692026,0,0,11.508823529411766,46.06396377180696,B4GALT1;B4GAT1
GO_Molecular_Function_2023,Platelet-Derived Growth Factor Binding (GO:0048407),2/10,0.0182700695452258,0.1049294534692026,0,0,11.508823529411766,46.06396377180696,COL2A1;COL6A1
GO_Molecular_Function_2023,Manganese Ion Binding (GO:0030145),4/48,0.0190370979302489,0.1078768882714109,0,0,4.197077154523963,16.626157399876902,FEN1;B4GALT1;XPNPEP3;PCK2
GO_Molecular_Function_2023,Histone Deacetylase Binding (GO:0042826),6/99,0.019423324247961,0.1086172737550455,0,0,2.985211861160064,11.765557757230598,H1-5;YWHAE;HSP90AA1;HSP90AB1;RBBP4;HSPA1A
GO_Molecular_Function_2023,Metallocarboxypeptidase Activity (GO:0004181),3/29,0.0234098654232118,0.1292102961670786,0,0,5.319394049346879,19.97218490874199,CPB2;CPA1;CPN1
GO_Molecular_Function_2023,GDP-dissociation Inhibitor Activity (GO:0005092),2/12,0.0260535353554946,0.1367006484701878,0,0,9.206117647058823,33.5802513535305,EIF5;GDI2
GO_Molecular_Function_2023,RNA Polymerase II Core Promoter Sequence-Specific DNA Binding (GO:0000979),2/12,0.0260535353554946,0.1367006484701878,0,0,9.206117647058823,33.5802513535305,H2AZ1;H3-3A
GO_Molecular_Function_2023,"Hydrolase Activity, Acting On Carbon-Nitrogen (But Not Peptide) Bonds, In Cyclic Amides (GO:0016812)",2/12,0.0260535353554946,0.1367006484701878,0,0,9.206117647058823,33.5802513535305,DPYSL5;DPYSL2
GO_Molecular_Function_2023,Lipase Activator Activity (GO:0060229),2/12,0.0260535353554946,0.1367006484701878,0,0,9.206117647058823,33.5802513535305,APOC2;APOH
GO_Molecular_Function_2023,Adenyl Nucleotide Binding (GO:0030554),3/31,0.0279152628076189,0.1446827645516838,0,0,4.938931940700809,17.674371389899825,G6PD;ALDH1A1;PGD
GO_Molecular_Function_2023,Endopeptidase Activity (GO:0004175),13/335,0.0285599732738552,0.1462408270046806,0,0,1.877329192546584,6.675311544186944,PDIA3;F10;C1S;C1R;PLG;F2;PSMA6;ADAMTS13;F9;CNTN1;MASP1;CTSD;CTSB
GO_Molecular_Function_2023,DNA Replication Origin Binding (GO:0003688),2/13,0.0303620922320645,0.1500452232398538,0,0,8.368770053475936,29.24517254885113,DHX9;HSPD1
GO_Molecular_Function_2023,MHC Class I Protein Binding (GO:0042288),2/13,0.0303620922320645,0.1500452232398538,0,0,8.368770053475936,29.24517254885113,ATP5F1B;TUBB4B
GO_Molecular_Function_2023,Ribosomal Large Subunit Binding (GO:0043023),2/13,0.0303620922320645,0.1500452232398538,0,0,8.368770053475936,29.24517254885113,NPM1;EIF6
GO_Molecular_Function_2023,G Protein-Coupled Receptor Binding (GO:0001664),7/140,0.0308359928954023,0.1506355974775401,0,0,2.43609022556391,8.475334927324901,HSPA8;PSMC5;DMBT1;C1QBP;FLNA;FLNB;HSPA1A
GO_Molecular_Function_2023,Telomeric DNA Binding (GO:0042162),3/33,0.0328473386476204,0.1586377150595303,0,0,4.609198113207548,15.744488634901204,XRCC6;XRCC5;NCL
GO_Molecular_Function_2023,Metalloexopeptidase Activity (GO:0008235),4/57,0.03332716997055,0.1591465981739749,0,0,3.48276015879388,11.846198758019622,CPA1;CPB2;XPNPEP3;CPN1
GO_Molecular_Function_2023,Transaminase Activity (GO:0008483),2/14,0.0349304458732517,0.1596283816788386,0,0,7.670980392156863,25.731509437504265,OAT;PSAT1
GO_Molecular_Function_2023,Aldehyde Dehydrogenase (NAD+) Activity (GO:0004029),2/14,0.0349304458732517,0.1596283816788386,0,0,7.670980392156863,25.731509437504265,ALDH1L1;ALDH1A1
GO_Molecular_Function_2023,Aldehyde Dehydrogenase [NAD(P)+] Activity (GO:0004030),2/14,0.0349304458732517,0.1596283816788386,0,0,7.670980392156863,25.731509437504265,ALDH1L1;ALDH1A1
GO_Molecular_Function_2023,Endopeptidase Activator Activity (GO:0061133),2/14,0.0349304458732517,0.1596283816788386,0,0,7.670980392156863,25.731509437504265,PSMD14;PSME2
GO_Molecular_Function_2023,Growth Factor Activity (GO:0008083),5/85,0.0354173715773698,0.1601317331955553,0,0,2.8869964454976302,9.644164223240075,TGFB1;MDK;CLEC11A;IGF2;F2
GO_Molecular_Function_2023,Core Promoter Sequence-Specific DNA Binding (GO:0001046),3/35,0.0382016093521706,0.1709019365755003,0,0,4.320681014150943,14.106494809424614,H2AZ1;NPM1;H3-3A
GO_Molecular_Function_2023,Insulin-Like Growth Factor Binding (GO:0005520),2/15,0.0397455944112776,0.1741430682968352,0,0,7.080542986425339,22.83656570760589,IGFALS;IGF2R
GO_Molecular_Function_2023,"Oxidoreductase Activity, Acting On NAD(P)H, Quinone Or Similar Compound As Acceptor (GO:0016655)",2/15,0.0397455944112776,0.1741430682968352,0,0,7.080542986425339,22.83656570760589,DCXR;AKR1C3
GO_Molecular_Function_2023,Amino Acid Binding (GO:0016597),3/36,0.0410351027454095,0.177039630840351,0,0,4.189536878216123,13.378562965403754,GLUD1;SHMT2;ASS1
GO_Molecular_Function_2023,UDP-glycosyltransferase Activity (GO:0008194),4/61,0.04123981988987,0.177039630840351,0,0,3.237692339596035,10.322899567226315,EXT1;B4GALT1;B4GAT1;HEXB
GO_Molecular_Function_2023,Low-Density Lipoprotein Particle Binding (GO:0030169),2/16,0.0447949704342574,0.1903786243455943,0,0,6.574453781512605,20.41801427159936,THBS1;PLTP
GO_Molecular_Function_2023,Protein Kinase Binding (GO:0019901),17/511,0.0484987722773014,0.2040789922559712,0,0,1.6013775056778907,4.846115503184636,GRB7;HSP90AA1;NPM1;PGAM1;CLTC;AP1B1;PEBP1;EEF2;MACROH2A1;YWHAZ;TUBA4A;ACTB;EEF1A1;RACK1;RPS3;RAC1;EZR
GO_Molecular_Function_2023,RNA Polymerase Binding (GO:0070063),2/17,0.0500664284872457,0.208610118696857,0,0,6.135843137254902,18.37319682657696,DHX9;PPIB
GO_Molecular_Function_2023,Protein Heterodimerization Activity (GO:0046982),8/190,0.051743494329479,0.2135047096119279,0,0,2.034252144037347,6.024349373292173,EXT1;YWHAE;PPP2CA;KRT1;CFHR5;KRT10;P4HB;RAN
GO_Molecular_Function_2023,Acetylglucosaminyltransferase Activity (GO:0008375),3/40,0.053387252053212,0.2181690588712991,0,0,3.7358490566037736,10.946722468828876,EXT1;B4GAT1;HEXB
GO_Molecular_Function_2023,Hexosyltransferase Activity (GO:0016758),5/96,0.0548042760790216,0.2197341257885303,0,0,2.5365866361127023,7.366214761329602,EXT1;B4GALT1;B4GAT1;HEXB;ALG1
GO_Molecular_Function_2023,Single-Stranded DNA Binding (GO:0003697),5/96,0.0548042760790216,0.2197341257885303,0,0,2.5365866361127023,7.366214761329602,DHX9;SUB1;HNRNPA1;JCHAIN;HSPD1
GO_Molecular_Function_2023,"Oxidoreductase Activity, Acting On The CH-CH Group Of Donors, NAD Or NADP As Acceptor (GO:0016628)",2/18,0.0555482327902711,0.2206355040735069,0,0,5.752058823529412,16.62634660083885,BLVRB;BLVRA
GO_Molecular_Function_2023,Translation Initiation Factor Activity (GO:0003743),3/41,0.0567236695652666,0.2232181441225771,0,0,3.637351042701092,10.437610526139752,EIF4A1;EIF5;EIF6
GO_Molecular_Function_2023,NAD-retinol Dehydrogenase Activity (GO:0004745),2/19,0.0612290454084489,0.2344355342215387,0,0,5.413425605536332,15.120420970888343,AKR1A1;AKR1C3
GO_Molecular_Function_2023,UDP-galactosyltransferase Activity (GO:0035250),2/19,0.0612290454084489,0.2344355342215387,0,0,5.413425605536332,15.120420970888343,B4GALT1;B4GAT1
GO_Molecular_Function_2023,Alcohol Dehydrogenase (NADP+) Activity (GO:0008106),2/19,0.0612290454084489,0.2344355342215387,0,0,5.413425605536332,15.120420970888343,AKR1E2;AKR1C3
GO_Molecular_Function_2023,Cell-Cell Adhesion Mediator Activity (GO:0098632),3/43,0.0636847489031707,0.2374212130162066,0,0,3.455129716981132,9.514771338580209,KRT18;CLSTN3;CNTN1
GO_Molecular_Function_2023,Single-Stranded RNA Binding (GO:0003727),3/43,0.0636847489031707,0.2374212130162066,0,0,3.455129716981132,9.514771338580209,DHX9;HNRNPC;HNRNPA1
