"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","BD_vs_C","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
1.10649967193602,14.7776057720184,42.2010568864039,3.45622190486063e-10,5.96676266724237e-08,14.343367093479,"ACOHC_HUMAN",48,57.4373054915902,7.24991721023043e-12,1.83830713261905e-09,0.0891816616058492,"Non-significant",8.73558192773859,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN"
-1.98424839973452,16.6210879087448,-56.3847447951682,3.9619113604631e-11,1.33945619911657e-08,16.5511056011919,"HLAA_HUMAN",17,-56.2194916426254,8.62086681283963e-12,2.11203944687583e-09,-1.65241456031798,"Up in BD",8.67529797467965,"HLA-A","HLA class I histocompatibility antigen, A alpha chain","HLAA_HUMAN"
-2.18915128707883,13.1616241931915,-53.8466940492006,5.59151518098463e-11,1.62034122066104e-08,16.208896234713,"LG3BP_HUMAN",20,-56.0372565969852,8.85005437438724e-12,2.11203944687583e-09,0.268391847610451,"Non-significant",8.67529797467965,"LGALS3BP","Galectin-3-binding protein","LG3BP_HUMAN"
-1.65241456031798,11.7352405786514,-51.3318227823385,7.99610967410458e-11,2.09362690974394e-08,15.8496418298138,"5NTD_HUMAN",22,-54.8303886276531,1.05524757162853e-11,2.44636537034111e-09,0.0614497661590754,"Non-significant",8.61147867956755,"NT5E","5'-nucleotidase","5NTD_HUMAN"
1.066739320755,10.4077521562576,37.1077191845276,9.02767445878208e-10,1.03169789519096e-07,13.3296514763607,"SYNE2_HUMAN",160,53.7633919200979,1.23684261601754e-11,2.7877058295462e-09,-0.579764127731322,"Up in BD",8.55475305673805,"SYNE2","Nesprin-2","SYNE2_HUMAN"
-1.49160099029545,12.4907910823822,-44.9507650304288,2.15680268414581e-10,4.35577265898914e-08,14.8343385930421,"AMPE_HUMAN",38,-52.8759519731146,1.41486523941594e-11,3.10276123043808e-09,-0.363507509231567,"Non-significant",8.50825164378193,"ENPEP","Glutamyl aminopeptidase","AMPE_HUMAN"
-1.6648743152618,12.3407753705979,-47.4705594961862,1.43478963881513e-10,3.19929451151464e-08,15.2545298484055,"NUB1_HUMAN",27,-52.5210564875997,1.49397537621979e-11,3.19003057964406e-09,0.717174768447901,"Up in C",8.49620515377448,"NUB1","NEDD8 ultimate buster 1","NUB1_HUMAN"
-1.99509644508368,15.2901147603989,-47.364908270494,1.45888460594086e-10,3.19929451151464e-08,15.2374432429126,"FIBG_HUMAN",29,-51.7646481202633,1.6797256988114e-11,3.49469085132197e-09,-0.307336807251,"Non-significant",8.45659123694357,"FGG","Fibrinogen gamma chain","FIBG_HUMAN"
-2.98645210266114,11.2434618473053,-54.6029138806184,5.03763148247685e-11,1.57212853264681e-08,16.3129165270785,"NAT8_HUMAN",11,-51.2791443798069,1.81257805194207e-11,3.67681457836449e-09,-0.121942043304426,"Non-significant",8.43452827103503,"NAT8","N-acetyltransferase 8","NAT8_HUMAN"
1.2716455459595,10.976105928421,39.6827654612168,5.47176349763092e-10,7.39964816996287e-08,13.8604809624255,"CGNL1_HUMAN",84,51.0969743221422,1.86543962386516e-11,3.69175051415657e-09,0.153139114379874,"Non-significant",8.43276765596307,"CGNL1","Cingulin-like protein 1","CGNL1_HUMAN"
-1.25718307495113,11.9507122039795,-41.2272657041137,4.11451210418806e-10,6.46476077215413e-08,14.1606213125227,"UBA7_HUMAN",43,-50.7430911453554,1.97315197586829e-11,3.81194169814174e-09,0.280750751495324,"Non-significant",8.41885375031308,"UBA7","Ubiquitin-like modifier-activating enzyme 7","UBA7_HUMAN"
-2.63151168823243,10.7797067165375,-45.8791445019692,1.85126182375124e-10,3.8515739584404e-08,14.9922919555121,"GBP4_HUMAN",27,-48.7710461695646,2.71763307727299e-11,5.12811041604489e-09,-0.0480053424835241,"Non-significant",8.29004263236546,"GBP4","Guanylate-binding protein 4","GBP4_HUMAN"
-2.80503129959105,9.87057828903198,-47.8439892730521,1.35316719182553e-10,3.19929451151464e-08,15.3145648646044,"IRF9_HUMAN",16,-48.6109220312883,2.79076875747621e-11,5.14643129503682e-09,0.597033023834223,"Up in C",8.28849382068967,"IRF9","Interferon regulatory factor 9","IRF9_HUMAN"
-1.76980829238895,11.8457932472229,-44.8289802977893,2.20096966993536e-10,4.35577265898914e-08,14.8133364697151,"E2AK2_HUMAN",23,-47.784844440188,3.20500627260777e-11,5.77898242131987e-09,0.8625946044922,"Up in C",8.23814862658144,"EIF2AK2","Interferon-induced, double-stranded RNA-activated protein kinase","E2AK2_HUMAN"
1.42030525207517,11.1016945838928,42.2097022603882,3.45093830600411e-10,5.96676266724237e-08,14.3449678960426,"ACO12_HUMAN",27,46.9709182160503,3.68186777275503e-11,6.49449458872485e-09,-0.436665296554574,"Non-significant",8.18745464072159,"ACOT12","Acetyl-coenzyme A thioesterase","ACO12_HUMAN"
-2.27712178230283,10.2455378770828,-41.8229425094126,3.69652621767235e-10,6.24866952712363e-08,14.2729853322554,"HELZ2_HUMAN",117,-46.5927591322034,3.93015549607728e-11,6.78495355216406e-09,0.327801942825316,"Non-significant",8.16845312104889,"HELZ2","3'-5' exoribonuclease HELZ2","HELZ2_HUMAN"
-1.33444547653198,10.8749957084656,-39.4256068034868,5.74386922019693e-10,7.46028496398277e-08,13.8092280322826,"TRFM_HUMAN",39,-46.2699003070649,4.1570777057864e-11,7.02719343848976e-09,0.214735269546525,"Non-significant",8.15321809141619,"MELTF","Melanotransferrin","TRFM_HUMAN"
-2.10714650154112,14.8506368398667,-40.6796850437092,4.54651421296346e-10,6.58757434356884e-08,14.0556892712036,"FINC_HUMAN",120,-45.6928230366285,4.60029784690129e-11,7.59304283302784e-09,-0.0991444587707502,"Non-significant",8.1195841502215,"FN1","Fibronectin","FINC_HUMAN"
-2.02967286109924,9.93986284732818,-46.3544201953743,1.71403152541194e-10,3.65990836768224e-08,15.0717153325919,"TREX1_HUMAN",15,-45.5969254922743,4.67897635754735e-11,7.59304283302784e-09,-0.363878965377808,"Non-significant",8.1195841502215,"TREX1","Three-prime repair exonuclease 1","TREX1_HUMAN"
1.1592705249786,13.3183053731918,40.8187781072292,4.43210304486853e-10,6.58757434356884e-08,14.0824946477596,"BUP1_HUMAN",23,44.5963514170585,5.59661279522627e-11,8.90410121969921e-09,0.0355553627014249,"Non-significant",8.05040991168919,"UPB1","Beta-ureidopropionase","BUP1_HUMAN"
-0.869701623916628,10.9972289800644,-31.9133939313927,2.77828649967128e-09,2.23198184735968e-07,12.1231363579641,"CEIP2_HUMAN",61,-44.0899722724181,6.13689556196757e-11,9.57591742111631e-09,-0.00424170494079235,"Non-significant",8.01881960776749,"CEMIP2","Cell surface hyaluronidase CEMIP2","CEIP2_HUMAN"
0.945824146270745,16.9943640232086,34.4410665132541,1.57438774567091e-09,1.59682277104673e-07,12.7350669080652,"SBP1_HUMAN",39,43.652692604523,6.65088609376715e-11,1.01821301443069e-08,-0.564309358596775,"Up in BD",7.99216135626812,"SELENBP1","Methanethiol oxidase","SBP1_HUMAN"
-1.77970743179319,10.2809717655182,-38.6618618420033,6.64684586737771e-10,7.98471159032565e-08,13.6547676198789,"TDRD7_HUMAN",52,-43.3685501450839,7.01074232228248e-11,1.03884868476239e-08,-0.669144630432124,"Up in BD",7.98344770572331,"TDRD7","Tudor domain-containing protein 7","TDRD7_HUMAN"
-1.77698731422425,12.7516895532608,-40.8294972340803,4.42342226007803e-10,6.58757434356884e-08,14.0845560895212,"ANXA1_HUMAN",23,-43.3240463552951,7.06906146639544e-11,1.03884868476239e-08,0.122438430786151,"Non-significant",7.98344770572331,"ANXA1","Annexin A1","ANXA1_HUMAN"
-1.14213871955873,10.8529833555222,-40.7769195234662,4.4661871510332e-10,6.58757434356884e-08,14.0744387588556,"ALAT2_HUMAN",21,-43.2481559580065,7.16977154876681e-11,1.03884868476239e-08,0.0367784500122088,"Non-significant",7.98344770572331,"GPT2","Alanine aminotransferase 2","ALAT2_HUMAN"
-1.21579623222354,16.4280925989151,-44.1650769029079,2.46052843488289e-10,4.75350660015232e-08,14.6976672406074,"STOM_HUMAN",17,-42.960805910313,7.56596820184833e-11,1.05988048092981e-08,-0.112009525299063,"Non-significant",7.97474310586656,"STOM","Stomatin","STOM_HUMAN"
-0.92165088653565,13.6119198799133,-30.4986483971689,3.89400938623646e-09,2.79610550087811e-07,11.757398569798,"APOB_HUMAN",239,-42.9536294086959,7.57617302118918e-11,1.05988048092981e-08,-0.0527324676513494,"Non-significant",7.97474310586656,"APOB","Apolipoprotein B-100","APOB_HUMAN"
-0.959909200668305,12.3285328149795,-39.2664391641488,5.9199580785918e-10,7.46028496398277e-08,13.7773164367258,"PAI1_HUMAN",22,-42.8320503340671,7.75142617456434e-11,1.06601816915958e-08,0.427390813827525,"Non-significant",7.97223539315326,"SERPINE1","Plasminogen activator inhibitor 1","PAI1_HUMAN"
-1.4180474281311,12.624002456665,-40.2626497553208,4.91011514692572e-10,6.86908177623367e-08,13.9746937713202,"SP100_HUMAN",21,-42.3837043088118,8.43820500259471e-11,1.10904960593802e-08,0.50542068481445,"Up in C",7.955049028149,"SP100","Nuclear autoantigen Sp-100","SP100_HUMAN"
-1.56975722312929,9.54337751865388,-38.5963642484133,6.7314918263668e-10,7.98471159032565e-08,13.6413623768967,"PHAR4_HUMAN",29,-42.3440332590241,8.5021921666202e-11,1.10904960593802e-08,0.26794695854187,"Non-significant",7.955049028149,"PHACTR4","Phosphatase and actin regulator 4","PHAR4_HUMAN"
1.0882670879364,10.8916174173355,34.1206443225237,1.68799579348021e-09,1.67029242296322e-07,12.6602418429995,"ACD10_HUMAN",51,42.1330016334423,8.85186737598046e-11,1.10904960593802e-08,0.0669386386871746,"Non-significant",7.955049028149,"ACAD10","Acyl-CoA dehydrogenase family member 10","ACD10_HUMAN"
-1.18450760841367,11.334126830101,-41.1891142626351,4.14305595454788e-10,6.46476077215413e-08,14.153361833553,"PRS23_HUMAN",19,-42.1261607899296,8.86346971364767e-11,1.10904960593802e-08,-0.128253221511825,"Non-significant",7.955049028149,"PRSS23","Serine protease 23","PRS23_HUMAN"
1.07789087295535,16.8814065456391,33.1181251526039,2.10811050909398e-09,1.92193355851557e-07,12.4211000977261,"AL1L1_HUMAN",79,42.1230102372677,8.86881891674572e-11,1.10904960593802e-08,0.259861469268776,"Non-significant",7.955049028149,"ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase","AL1L1_HUMAN"
-0.834589242935202,10.7160903215408,-31.3832202304288,3.14743884395569e-09,2.38675876447257e-07,11.9881496171798,"E41L2_HUMAN",47,-42.1138308122004,8.88442499210885e-11,1.10904960593802e-08,0.309097290039062,"Non-significant",7.955049028149,"EPB41L2","Band 4.1-like protein 2","E41L2_HUMAN"
-0.916232347488421,11.9279247522354,-32.2768039662381,2.55358092532422e-09,2.15621709678146e-07,12.2142784965645,"ITA6_HUMAN",48,-41.7922398863621,9.45112970874507e-11,1.14036326722357e-08,-0.216082572936999,"Non-significant",7.94295678040067,"ITGA6","Integrin alpha-6","ITA6_HUMAN"
-1.4403169155121,11.0466541051865,-34.9240933833446,1.41911716031193e-09,1.51509429457513e-07,12.8464389887454,"RN213_HUMAN",232,-41.7497517508495,9.5289929443013e-11,1.14036326722357e-08,0.0698173046112256,"Non-significant",7.94295678040067,"RNF213","E3 ubiquitin-protein ligase RNF213","RN213_HUMAN"
1.49386620521545,13.4132477045059,43.7527228008877,2.63914981706009e-10,4.8679193648604e-08,14.624805754322,"GNMT_HUMAN",15,41.6579646900591,9.69967202228562e-11,1.14036326722357e-08,0.387598514556899,"Non-significant",7.94295678040067,"GNMT","Glycine N-methyltransferase","GNMT_HUMAN"
-1.08213901519776,15.545699596405,-33.886712837191,1.77681024554982e-09,1.71631408718943e-07,12.6051289921401,"AMPN_HUMAN",49,-41.6366602868694,9.73977697144161e-11,1.14036326722357e-08,0.242271423339851,"Non-significant",7.94295678040067,"ANPEP","Aminopeptidase N","AMPN_HUMAN"
-2.35580205917358,14.9178235530853,-38.5515923932329,6.79005545640215e-10,7.98471159032565e-08,13.6321843694201,"FIBA_HUMAN",43,-41.5849026601077,9.8379872696142e-11,1.14036326722357e-08,-0.165164709091187,"Non-significant",7.94295678040067,"FGA","Fibrinogen alpha chain","FIBA_HUMAN"
1.49202513694767,11.7233399152756,39.259710284314,5.92753593322526e-10,7.46028496398277e-08,13.775964159504,"HRG_HUMAN",21,41.2534225933558,1.04939802068645e-10,1.19926979434505e-08,0.0353693962097488,"Non-significant",7.92108310462868,"HRG","Histidine-rich glycoprotein","HRG_HUMAN"
0.932723283767698,14.456005692482,35.0789466015743,1.37306870807354e-09,1.48547726630783e-07,12.8817873797428,"SERA_HUMAN",27,40.8731211655921,1.13078378548904e-10,1.27433050492473e-08,-0.398803830146793,"Non-significant",7.89471792062709,"PHGDH","D-3-phosphoglycerate dehydrogenase","SERA_HUMAN"
1.28304219245912,15.392036318779,43.751414681235,2.63973936472588e-10,4.8679193648604e-08,14.6245733530809,"BAAT_HUMAN",15,40.5134899868318,1.21431733114569e-10,1.34263344538158e-08,0.0587973594665758,"Non-significant",7.8720425386171,"BAAT","Bile acid-CoA:amino acid N-acyltransferase","BAAT_HUMAN"
-1.28686594963074,10.6531490087509,-35.6930086079623,1.20640378038696e-09,1.3409260649397e-07,13.0202942205142,"PAR12_HUMAN",33,-40.471612530679,1.22448699726691e-10,1.34263344538158e-08,-0.00775051116943537,"Non-significant",7.8720425386171,"PARP12","Protein mono-ADP-ribosyltransferase PARP12","PAR12_HUMAN"
-2.20046353340148,11.8132034540176,-37.5217756031775,8.31038271804683e-10,9.63292076774742e-08,13.4177300824705,"STAT2_HUMAN",35,-40.3276627113775,1.26018062894459e-10,1.36334741643419e-08,-1.97161996364594,"Up in BD",7.86539346051569,"STAT2","Signal transducer and activator of transcription 2","STAT2_HUMAN"
-1.0175857543945,11.043044090271,-31.3036522426645,3.20749856316153e-09,2.40978179087895e-07,11.9676799569019,"PAR14_HUMAN",91,-40.2132282260611,1.2893901638685e-10,1.37659365653014e-08,-0.396627187728882,"Non-significant",7.86119423604649,"PARP14","Protein mono-ADP-ribosyltransferase PARP14","PAR14_HUMAN"
-0.986865043640153,11.5403079986572,-35.4562188938472,1.26779716694842e-09,1.39012246116479e-07,12.9671964072946,"4F2_HUMAN",23,-38.821312408262,1.71288240967123e-10,1.80497764572369e-08,1.02977764606476,"Up in C",7.74352817237271,"SLC3A2","Amino acid transporter heavy chain SLC3A2","4F2_HUMAN"
-1.14913654327394,10.2144613265991,-32.1302900300256,2.64160129272344e-09,2.16504574637959e-07,12.1776668041664,"AGRIN_HUMAN",63,-38.6984276131561,1.75722145895924e-10,1.81219433320974e-08,-0.542052745819093,"Up in BD",7.74179523198193,"AGRN","Agrin","AGRIN_HUMAN"
1.12625885009762,11.4288792610168,32.1915874400239,2.6043644967536e-09,2.15630750272028e-07,12.1930059658877,"DPYD_HUMAN",55,38.6788623078846,1.76439921522763e-10,1.81219433320974e-08,1.21246838569642,"Up in C",7.74179523198193,"DPYD","Dihydropyrimidine dehydrogenase [NADP(+)]","DPYD_HUMAN"
-2.69683289527894,10.3402789831162,-41.4533844997071,3.94984056115736e-10,6.40980126264617e-08,14.2034910835582,"SYUG_HUMAN",9,-38.389041904668,1.87467286609926e-10,1.90138695444117e-08,0.84978199005127,"Up in C",7.72092949014292,"SNCG","Gamma-synuclein","SYUG_HUMAN"
0.968024015426623,15.1258651018143,34.5425980522341,1.54021530236696e-09,1.59682277104673e-07,12.7586182342461,"PBLD_HUMAN",23,37.7929106291614,2.12669500546097e-10,2.13037077460621e-08,0.00352716445924983,"Non-significant",7.67154480437719,"PBLD","Phenazine biosynthesis-like domain-containing protein","PBLD_HUMAN"
-0.8529372215271,16.4334480762482,-30.1844284010898,4.20601837449513e-09,2.93771487955581e-07,11.6737061197643,"AMPL_HUMAN",38,-37.5599310658575,2.23535747035323e-10,2.21191347737148e-08,0.128572702407824,"Non-significant",7.65523186517703,"LAP3","Cytosol aminopeptidase","AMPL_HUMAN"
-1.19897675514218,12.1559230089188,-35.9407078914331,1.14575912947831e-09,1.29120688563709e-07,13.0754254960824,"CASP1_HUMAN",20,-37.4243236751532,2.30146823906393e-10,2.24989316768249e-08,-0.190554141998302,"Non-significant",7.64783810312753,"CASP1","Caspase-1","CASP1_HUMAN"
-1.96986961364746,8.63220882415771,-33.4422719430004,1.96052529568058e-09,1.82847152289106e-07,12.4992724627773,"PGBM_HUMAN",106,-36.8188461361342,2.62471099376838e-10,2.5165053583784e-08,0.642858982086185,"Up in C",7.59920214052546,"HSPG2","Basement membrane-specific heparan sulfate proteoglycan core protein","PGBM_HUMAN"
-1.66145849227905,10.5935320854187,-39.0706474208968,6.14501168478397e-10,7.55464012277836e-08,13.7378621710475,"MTAP2_HUMAN",13,-36.7988551135746,2.63622079692093e-10,2.5165053583784e-08,0.59359920024872,"Up in C",7.59920214052546,"MAP2","Microtubule-associated protein 2","MTAP2_HUMAN"
3.43080317974091,9.64706546068192,42.6975376552664,3.16710723321615e-10,5.71064624229241e-08,14.4346936624834,"NUA4L_HUMAN",5,36.6689359252679,2.71241715808981e-10,2.55913404892334e-08,-1.08460497856143,"Up in BD",7.59190696492056,"NDUFA4L2","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2","NUA4L_HUMAN"
0.652030706405622,14.0398777723312,24.5324719747257,1.96245284584878e-08,8.79742673547899e-07,9.98852920065544,"LPPRC_HUMAN",87,36.4631417636295,2.83822783371815e-10,2.64129737547414e-08,-0.035599231719976,"Non-significant",7.57818270017248,"LRPPRC","Leucine-rich PPR motif-containing protein, mitochondrial","LPPRC_HUMAN"
