"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CTRL.myr_vs_HBV","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
2.45061743259429,10.3084425926208,15.6960362997423,2.600356125089e-09,2.64163677857478e-06,11.8521821745404,"GPC3_HUMAN",10,15.9011296321652,1.14994345632083e-09,8.4959913359267e-07,0.0123627185821622,"Non-significant",6.0707859391488,"GPC3","Glypican-3","GPC3_HUMAN"
0.557062983512902,13.519674539566,12.9525385647944,2.27046719590925e-08,1.15325543132215e-05,9.80702447829214,"ITIH2_HUMAN",47,14.3092453796954,4.03177588926426e-09,2.5407767684215e-06,0.149183869361876,"Non-significant",5.59503349020407,"ITIH2","Inter-alpha-trypsin inhibitor heavy chain H2","ITIH2_HUMAN"
2.08970272541046,9.00351436932882,13.8399446927065,1.08052937158705e-08,6.75497092529845e-06,10.517795601156,"PGBM_HUMAN",106,14.2995470995491,4.0642424005758e-09,2.5407767684215e-06,0.0764251947402954,"Non-significant",5.59503349020407,"HSPG2","Basement membrane-specific heparan sulfate proteoglycan core protein","PGBM_HUMAN"
1.22884702682495,8.83873303731282,13.4767123519647,1.45664943352541e-08,8.455849961615e-06,10.2330338353647,"LAMA5_HUMAN",58,14.0639921867447,4.94578232158589e-09,2.87102663768061e-06,0.00266647338866299,"Non-significant",5.5419627780559,"LAMA5","Laminin subunit alpha-5","LAMA5_HUMAN"
1.54848289489746,9.13024044036865,14.0937535809735,8.80612242472167e-09,6.50612335870118e-06,10.7119116819271,"FMOD_HUMAN",7,13.7759922833955,6.31269485177693e-09,3.42021807069274e-06,0.0893592834472638,"Non-significant",5.46594620275111,"FMOD","Fibromodulin","FMOD_HUMAN"
1.56595277786255,9.83428080876668,13.3044882933339,1.68247132025517e-08,9.11562961314252e-06,10.095067430614,"CO6A1_HUMAN",22,13.6640312996695,6.94937132652619e-09,3.5298462981674e-06,0.0478525161742756,"Non-significant",5.45224420489859,"COL6A1","Collagen alpha-1(VI) chain","CO6A1_HUMAN"
0.660383820533758,11.2018818855286,12.326942403387,3.93854697090352e-08,1.52188219013004e-05,9.27388110151139,"MX1_HUMAN",43,13.2023469278982,1.0405809267437e-08,4.84192786093524e-06,0.0963288545608503,"Non-significant",5.31498168532616,"MX1","Interferon-induced GTP-binding protein Mx1","MX1_HUMAN"
0.756748080253598,12.8273539543152,12.4754900339829,3.44819597163962e-08,1.40117443307576e-05,9.40300553262005,"K2C7_HUMAN",37,13.168448051933,1.07240927152497e-08,4.84192786093524e-06,-0.27152454853055,"Non-significant",5.31498168532616,"KRT7","Keratin, type II cytoskeletal 7","K2C7_HUMAN"
0.646686792373638,10.622899611791,12.5773845889795,3.15012176388744e-08,1.35205692891328e-05,9.49065265086952,"ANXA3_HUMAN",21,12.9701610464491,1.28083452439796e-08,5.4786011472538e-06,0.128958702087401,"Non-significant",5.26133031589162,"ANXA3","Annexin A3","ANXA3_HUMAN"
3.38866376876831,7.79266897837321,12.5735022055503,3.16095504483233e-08,1.35205692891328e-05,9.48732677293277,"CLC11_HUMAN",7,12.7846550948422,1.51561938150154e-08,6.15871935673152e-06,-0.0163983106613177,"Non-significant",5.21050958558337,"CLEC11A","C-type lectin domain family 11 member A","CLC11_HUMAN"
0.611398339271545,10.5443145434062,11.8051911421863,6.35376616536627e-08,1.97755962687869e-05,8.80728969699395,"ITA7_HUMAN",33,12.5319575659571,1.91275252614504e-08,7.40235227618129e-06,-0.192962169647187,"Non-significant",5.13063025077817,"ITGA7","Integrin alpha-7","ITA7_HUMAN"
-0.402971386909499,11.5574611028036,-11.331444706057,9.96620458567978e-08,2.79294291957998e-05,8.36519028258093,"ACO12_HUMAN",27,-12.2257358008959,2.54987459457315e-08,9.41946855913454e-06,-0.0861215591430664,"Non-significant",5.02597359915469,"ACOT12","Acetyl-coenzyme A thioesterase","ACO12_HUMAN"
0.693319916725166,10.3904452323914,11.7694062437649,6.56996553780297e-08,1.97755962687869e-05,8.7745217105289,"CCN1_HUMAN",22,12.1517499146624,2.73582582220456e-08,9.66698106828541e-06,0.00627887248993275,"Non-significant",5.01470913192405,"CCN1","CCN family member 1","CCN1_HUMAN"
2.73603689670562,8.86063198248545,11.7873215323092,6.46075352982906e-08,1.97755962687869e-05,8.79093917986676,"COMP_HUMAN",5,11.8701732810055,3.58842102140509e-08,1.2151290683733e-05,-0.0725816488265885,"Non-significant",4.91537758979797,"COMP","Cartilage oligomeric matrix protein","COMP_HUMAN"
-0.355463147163377,14.6619086265564,-11.2554001421175,1.07288414015775e-07,2.90644313568734e-05,8.29251944676356,"PUR6_HUMAN",21,-11.7212123418525,4.15139653050146e-08,1.34953598413541e-05,-0.529015243053438,"Up in CTRL.myr",4.86981553089028,"PAICS","Bifunctional phosphoribosylaminoimidazole carboxylase/phosphoribosylaminoimidazole succinocarboxamide synthetase","PUR6_HUMAN"
2.27139747142791,8.43544499079386,11.0007693331376,1.377589982327e-07,3.61150767302308e-05,8.04563547227862,"MATN3_HUMAN",18,11.2730541931106,6.49808262293079e-08,2.03115067217533e-05,0.0752968192100534,"Non-significant",4.69225785913226,"MATN3","Matrilin-3","MATN3_HUMAN"
0.678295731544495,10.4074219067891,10.6403151258198,1.97900198219103e-07,4.46759697479625e-05,7.68653183144568,"TRFM_HUMAN",39,11.2166740229078,6.88212072090195e-08,2.07151833699149e-05,0.402629375457749,"Non-significant",4.68371121799254,"MELTF","Melanotransferrin","TRFM_HUMAN"
0.609098911285399,10.2497811317444,10.4092836136095,2.50965300815715e-07,5.36735526244557e-05,7.45022990034108,"AGRIN_HUMAN",63,11.1743915572973,7.18608719210372e-08,2.08576180750811e-05,0.0947364568710363,"Non-significant",4.68073528919393,"AGRN","Agrin","AGRIN_HUMAN"
-0.343426942825339,11.3898553053538,-9.40434495606064,7.43279499058023e-07,0.000116456623152933,6.36277184429991,"CGNL1_HUMAN",84,-11.1286331818635,7.53134191764466e-08,2.11059364705856e-05,0.0690641403198242,"Non-significant",4.67559537343211,"CGNL1","Cingulin-like protein 1","CGNL1_HUMAN"
-0.289818525314338,16.5099603335063,-9.40212483059556,7.45138969355547e-07,0.000116456623152933,6.36025652313217,"PGM1_HUMAN",40,-11.037880695803,8.26986275725391e-08,2.24030582094008e-05,-0.0208101272583257,"Non-significant",4.64969269270109,"PGM1","Phosphoglucomutase-1","PGM1_HUMAN"
-0.460702657699601,11.882209777832,-10.7137471463236,1.83671247416557e-07,4.39028302280693e-05,7.76062327683486,"KNG1_HUMAN",19,-10.948908688128,9.06977388641563e-08,2.30875927572847e-05,-0.110227584838867,"Non-significant",4.63662134671593,"KNG1","Kininogen-1","KNG1_HUMAN"
0.66710281372071,10.1574639479319,12.2770302784288,4.11977460106568e-08,1.52188219013004e-05,9.23013213875095,"TBB3_HUMAN",8,10.9466931995857,9.09072189286465e-08,2.30875927572847e-05,0.0396506786346507,"Non-significant",4.63662134671593,"TUBB3","Tubulin beta-3 chain","TBB3_HUMAN"
-0.358076810836817,17.2001883188883,-9.3481500206871,7.91917795300254e-07,0.000121432375894437,6.29894512997225,"AL1L1_HUMAN",79,-10.8702943979152,9.84579864821933e-08,2.42475168527511e-05,0.43105268478395,"Non-significant",4.61533273014896,"ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase","AL1L1_HUMAN"
-0.5690459012985,11.6051884492238,-12.8523965897898,2.47582828156561e-08,1.1835915555461e-05,9.72353285280664,"MBL2_HUMAN",8,-10.8124650770547,1.04619925730194e-07,2.50072393061555e-05,-0.0878615379333638,"Non-significant",4.60193424990405,"MBL2","Mannose-binding protein C","MBL2_HUMAN"
0.679803490638747,11.6572902997335,10.4989276778977,2.28750455337732e-07,5.02447283926959e-05,7.54249991790931,"DDB2_HUMAN",18,10.7141943492815,1.16059595681223e-07,2.69490381171801e-05,-0.0513478517532491,"Non-significant",4.56945673132533,"DDB2","DNA damage-binding protein 2","DDB2_HUMAN"
-0.462553977966264,13.6537295182546,-11.3928486217045,9.39299429013321e-08,2.72631659271116e-05,8.4235198195157,"NDRG2_HUMAN",12,-10.5861419260343,1.33019567013724e-07,2.89985094931467e-05,-0.0996780395507821,"Non-significant",4.53762432401612,"NDRG2","Protein NDRG2","NDRG2_HUMAN"
0.552713751792909,9.12952796618144,10.0869110585156,3.5215977760972e-07,6.65123268685469e-05,7.11218520100693,"FLRT3_HUMAN",27,10.5594083885092,1.36884908338566e-07,2.89985094931467e-05,0.264802336692807,"Non-significant",4.53762432401612,"FLRT3","Leucine-rich repeat transmembrane protein FLRT3","FLRT3_HUMAN"
0.94754648208618,9.75357389450074,10.121453291354,3.39464457196011e-07,6.56863724674281e-05,7.14888027301762,"PTPRF_HUMAN",57,10.5511988793516,1.38095930353141e-07,2.89985094931467e-05,-0.0422601699828871,"Non-significant",4.53762432401612,"PTPRF","Receptor-type tyrosine-protein phosphatase F","PTPRF_HUMAN"
0.942717790603636,7.98743462562561,10.7729818677316,1.72995496191538e-07,4.26040726529887e-05,7.82003821511296,"TGFB2_HUMAN",9,10.5440584214031,1.39158591144668e-07,2.89985094931467e-05,-0.155476927757288,"Non-significant",4.53762432401612,"TGFB2","Transforming growth factor beta-2 proprotein","TGFB2_HUMAN"
0.656401157379136,10.5916883150737,10.1391138715469,3.33164548701856e-07,6.56863724674281e-05,7.16759714182291,"EPHA2_HUMAN",25,10.5166489491002,1.43319855758691e-07,2.91190116937721e-05,0.0219161510467512,"Non-significant",4.53582336916755,"EPHA2","Ephrin type-A receptor 2","EPHA2_HUMAN"
-0.728084444999688,12.1916664441427,-10.0659775768359,3.60101191364103e-07,6.65123268685469e-05,7.08989094089324,"ATTY_HUMAN",28,-10.4548448954707,1.53200340485493e-07,3.0146371419029e-05,-0.418496966362026,"Non-significant",4.52076495442033,"TAT","Tyrosine aminotransferase","ATTY_HUMAN"
-0.319596290588393,12.7801051139832,-9.06918133793203,1.08960817509166e-06,0.000156819449481422,5.9770930603084,"XDH_HUMAN",47,-10.4393208558188,1.55795201131933e-07,3.0146371419029e-05,-0.490617752075188,"Non-significant",4.52076495442033,"XDH","Xanthine dehydrogenase/oxidase","XDH_HUMAN"
0.933436751365658,8.92518719037374,10.0344550535181,3.7242517304111e-07,6.72599862512244e-05,7.05623912917067,"QSOX1_HUMAN",20,10.2939749810269,1.82505959343744e-07,3.44936263159676e-05,-0.045958280563374,"Non-significant",4.46226114584057,"QSOX1","Sulfhydryl oxidase 1","QSOX1_HUMAN"
0.249204158782939,10.8067563374837,8.57448315730888,1.95548373326394e-06,0.000201167294939696,5.38519260000902,"AT2B1_HUMAN",40,10.2677747778811,1.87822761118762e-07,3.46917177184586e-05,-0.598546028137212,"Up in CTRL.myr",4.45977419605938,"ATP2B1","Plasma membrane calcium-transporting ATPase 1","AT2B1_HUMAN"
-0.247447729110698,11.4445252418518,-8.86501835139189,1.38289080882052e-06,0.000167742591093797,5.73615740416376,"C1R_HUMAN",30,-10.1524243598183,2.1328494719952e-07,3.85192614642333e-05,-0.0311110019683625,"Non-significant",4.41432204826305,"C1R","Complement C1r subcomponent","C1R_HUMAN"
0.709975481033334,9.72873648007712,10.6804603133461,1.89979890558323e-07,4.41133305876425e-05,7.72709756132332,"COTL1_HUMAN",9,10.1297848979232,2.18703339167824e-07,3.86391747264545e-05,0.0467057228088503,"Non-significant",4.41297215802193,"COTL1","Coactosin-like protein","COTL1_HUMAN"
-0.703060984611502,10.6589605808258,-9.92825086062797,4.17398373228214e-07,7.37434038962108e-05,6.9421471867408,"RCN2_HUMAN",17,-10.1073505939725,2.24218323148719e-07,3.87706874942477e-05,-0.326527118682863,"Non-significant",4.41149649787567,"RCN2","Reticulocalbin-2","RCN2_HUMAN"
-0.258651018142697,16.2314155896505,-8.02026607674772,3.88200510813464e-06,0.000294850986110376,4.68820146423102,"AOXA_HUMAN",91,-10.0197213259282,2.4723042081391e-07,4.18592006240551e-05,-0.0898710489273125,"Non-significant",4.37820906954432,"AOX1","Aldehyde oxidase","AOXA_HUMAN"
0.675851464271551,10.1388916174571,9.45153581559604,7.04910710529596e-07,0.000116456623152933,6.41611495915352,"CDHR2_HUMAN",30,9.83990866215186,3.02760798755854e-07,5.02150410507924e-05,0.283388733863843,"Non-significant",4.2991661779356,"CDHR2","Cadherin-related family member 2","CDHR2_HUMAN"
4.11679184436797,10.2685991128286,9.42296425762765,7.27879590123529e-07,0.000116456623152933,6.383846440638,"TSP4_HUMAN",21,9.66136978441256,3.71310735452849e-07,6.00090638728296e-05,-0.0717220306396449,"Non-significant",4.22178314807202,"THBS4","Thrombospondin-4","TSP4_HUMAN"
-0.661307096481329,12.5515960057577,-12.1282641508145,4.71537130750723e-08,1.60755133668551e-05,9.09863746696358,"CRP_HUMAN",5,-9.64913841803698,3.76579581335586e-07,6.00090638728296e-05,-0.1042835712433,"Non-significant",4.22178314807202,"CRP","C-reactive protein","CRP_HUMAN"
-0.251088142395023,16.5550533930461,-8.34586130880071,2.584330887169e-06,0.000238668830909346,5.10213520402678,"DHSO_HUMAN",34,-9.61335154101124,3.92460117458666e-07,6.13369879728189e-05,0.100618720054626,"Non-significant",4.21227755438714,"SORD","Sorbitol dehydrogenase","DHSO_HUMAN"
-0.290902614593499,16.4285620053609,-7.90415309657025,4.50108668585117e-06,0.000324168851260554,4.53743357183927,"FAS_HUMAN",149,-9.50409432025758,4.4553944675248e-07,6.83188506369322e-05,0.206755995750401,"Non-significant",4.16545944861643,"FASN","Fatty acid synthase","FAS_HUMAN"
1.0176727771759,8.95639832814535,10.1628794165431,3.24884514590881e-07,6.56863724674281e-05,7.19273684672607,"TSN4_HUMAN",4,9.30916385102773,5.60280140913316e-07,8.3677022342052e-05,-0.113842487335225,"Non-significant",4.07739378262862,"TSPAN4","Tetraspanin-4","TSN4_HUMAN"
-0.4338268041611,13.3415718873342,-9.65637642297805,5.61376464754796e-07,9.70703516821751e-05,6.64497846306161,"S22A1_HUMAN",13,-9.29085553808661,5.72577670570945e-07,8.3677022342052e-05,-0.180624365806587,"Non-significant",4.07739378262862,"SLC22A1","Solute carrier family 22 member 1","S22A1_HUMAN"
2.21838426589966,7.06474697589874,9.0504460883896,1.11351259146849e-06,0.000156819449481422,5.9551753999331,"MRC2_HUMAN",24,9.28497897287452,5.76585855931452e-07,8.3677022342052e-05,0.0655634403228778,"Non-significant",4.07739378262862,"MRC2","C-type mannose receptor 2","MRC2_HUMAN"
0.314733028411874,10.5336721738179,8.24670565154166,2.92163280246006e-06,0.000249937997743083,4.977439522303,"M4K4_HUMAN",44,9.26875565463033,5.87807750470521e-07,8.38090103170864e-05,0.0124565362930102,"Non-significant",4.07670928780609,"MAP4K4","Mitogen-activated protein kinase kinase kinase kinase 4","M4K4_HUMAN"
-0.354623198509238,14.4085947672526,-10.2379789074592,3.0014168184346e-07,6.25449089318409e-05,7.27182392964329,"PGDH_HUMAN",12,-9.21055872610874,6.300249333045e-07,8.82795281545805e-05,0.0698968172073489,"Non-significant",4.05413999676559,"HPGD","15-hydroxyprostaglandin dehydrogenase [NAD(+)]","PGDH_HUMAN"
-0.545800328254689,11.3245393435161,-9.00401916544823,1.17520816520292e-06,0.000159181945976736,5.90069597100457,"APOL3_HUMAN",18,-9.18269700582793,6.51373752283079e-07,8.97239743187218e-05,-0.161622166633599,"Non-significant",4.04709149761178,"APOL3","Apolipoprotein L3","APOL3_HUMAN"
0.591303229331968,11.0680772463481,8.93668778150753,1.27128823838761e-06,0.000165106344994249,5.82126294133133,"PRS23_HUMAN",19,9.14968159891981,6.77677630303377e-07,9.17914350245924e-05,0.0244425535201884,"Non-significant",4.0371978405318,"PRSS23","Serine protease 23","PRS23_HUMAN"
0.78731179237365,15.4195676644643,10.821054420363,1.64822301628614e-07,4.18597139167422e-05,7.868027857365,"S10A6_HUMAN",4,9.12331256398366,6.99501777499846e-07,9.29266671122004e-05,-0.0267242193222064,"Non-significant",4.03185963888292,"S100A6","Protein S100-A6","S10A6_HUMAN"
-0.253119707107524,15.1908829212189,-8.40197051478783,2.41215198732487e-06,0.000229750949264744,5.17217577015823,"GPDA_HUMAN",25,-9.11219478420266,7.08927446900015e-07,9.29266671122004e-05,-0.0559760332107881,"Non-significant",4.03185963888292,"GPD1","Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic","GPDA_HUMAN"
0.347620368003824,11.3778650760651,8.28988682829086,2.76927954738928e-06,0.000246422161625831,5.03188825416013,"S12A4_HUMAN",38,9.06993382614703,7.46014442477068e-07,9.62358630795418e-05,-0.0226308107376259,"Non-significant",4.01666305441658,"SLC12A4","Solute carrier family 12 member 4","S12A4_HUMAN"
0.59675478935246,11.0972719987234,8.90190527632089,1.32419373380682e-06,0.000167742591093797,5.78003138660797,"FSTL1_HUMAN",17,9.05517223719489,7.59453088141912e-07,9.64386757395206e-05,-0.0615067481994505,"Non-significant",4.01574876182598,"FSTL1","Follistatin-related protein 1","FSTL1_HUMAN"
-0.417817234993013,15.9883251984914,-8.39554645618483,2.43122697634649e-06,0.000229750949264744,5.16417566000076,"TKFC_HUMAN",40,-9.02815244067056,7.84726323405411e-07,9.81149358510119e-05,0.0147796869277954,"Non-significant",4.00826487576038,"TKFC","Triokinase/FMN cyclase","TKFC_HUMAN"
0.280709624290463,9.75745105743408,8.37292782831236,2.49968527056708e-06,0.00023350508268849,5.13596885379352,"BCAM_HUMAN",25,8.97838393858719,8.33661186101844e-07,0.000102654006961359,-0.0502548217773118,"Non-significant",3.98862409386043,"BCAM","Basal cell adhesion molecule","BCAM_HUMAN"
0.495725870132448,10.735673904419,8.47355600860467,2.21011418105163e-06,0.000216404794571163,5.26099333144177,"TRFL_HUMAN",33,8.92582862157558,8.88896427562e-07,0.000105744537898326,0.0137028694152761,"Non-significant",3.97574205631114,"LTF","Lactotransferrin","TRFL_HUMAN"
0.498017072677637,12.4583691755931,8.59590744320103,1.90558973845383e-06,0.000201126335122263,5.41140410407892,"RIR2B_HUMAN",23,8.89986339817093,9.17617611889135e-07,0.000105744537898326,0.0291697978973513,"Non-significant",3.97574205631114,"RRM2B","Ribonucleoside-diphosphate reductase subunit M2 B","RIR2B_HUMAN"
-0.591173887252806,9.35785031318665,-9.03219656589152,1.13733906055836e-06,0.000156819449481422,5.93378890732463,"IGHA1_HUMAN",12,-8.8954351104024,9.22614129186506e-07,0.000105744537898326,-0.132330894470215,"Non-significant",3.97574205631114,"IGHA1","Immunoglobulin heavy constant alpha 1","IGHA1_HUMAN"
0.581385850906388,13.638311068217,8.87827315986486,1.36148377343036e-06,0.000167742591093797,5.75194047202084,"IL18_HUMAN",14,8.89051243268596,9.28202617645224e-07,0.000105744537898326,0.168303847312929,"Non-significant",3.97574205631114,"IL18","Interleukin-18","IL18_HUMAN"
0.254297971725489,11.3047901789347,7.75641364684769,5.44567662669763e-06,0.000365760445827865,4.34315240783278,"G6PD_HUMAN",38,8.88777661540125,9.31324092354855e-07,0.000105744537898326,-0.0964748859405482,"Non-significant",3.97574205631114,"G6PD","Glucose-6-phosphate 1-dehydrogenase","G6PD_HUMAN"
-0.25020265579224,18.0782691637675,-7.65096227447575,6.24855654143432e-06,0.000384712265244218,4.20278266501568,"HYEP_HUMAN",42,-8.88297590265532,9.36828685699451e-07,0.000105744537898326,0.00885170698165982,"Non-significant",3.97574205631114,"EPHX1","Epoxide hydrolase 1","HYEP_HUMAN"
0.424270510673521,13.5199547608694,8.0283603286069,3.84238753648153e-06,0.000294595127443259,4.69864900536617,"APOB_HUMAN",239,8.85814775718365,9.65857391877351e-07,0.000106218249348476,0.00518810749052534,"Non-significant",3.97380086074556,"APOB","Apolipoprotein B-100","APOB_HUMAN"
0.516758322715782,14.4005188941956,8.66628504585291,1.75106691181234e-06,0.000190983530287326,5.49713351974339,"VNN1_HUMAN",18,8.83671608251951,9.91688251303949e-07,0.000106218249348476,-0.177180051803589,"Non-significant",3.97380086074556,"VNN1","Pantetheinase","VNN1_HUMAN"
-0.348429799079891,10.714676062266,-8.16026488657701,3.25426029656361e-06,0.00026141167465529,4.86776551395206,"IFIT1_HUMAN",34,-8.83418294778466,9.94789784073862e-07,0.000106218249348476,-0.236606240272522,"Non-significant",3.97380086074556,"IFIT1","Interferon-induced protein with tetratricopeptide repeats 1","IFIT1_HUMAN"
1.66544318199157,8.53236917654673,9.23760351339134,8.97865253512278e-07,0.000135128720653598,6.17240708900284,"DMBT1_HUMAN",1,8.83097790486697,9.98728850769119e-07,0.000106218249348476,0.111488103866579,"Non-significant",3.97380086074556,"DMBT1","Scavenger receptor cysteine-rich domain-containing protein DMBT1","DMBT1_HUMAN"
0.411289095878599,10.6961521307627,8.68023703094332,1.72206037173664e-06,0.000190983530287326,5.51406110623318,"ALDR_HUMAN",18,8.82317108391721,1.00839350150803e-06,0.000106218249348476,0.0297372937202462,"Non-significant",3.97380086074556,"AKR1B1","Aldo-keto reductase family 1 member B1","ALDR_HUMAN"
-0.257085084915147,11.4890658855438,-7.75800516637908,5.4344392880503e-06,0.000365760445827865,4.34526003823252,"BAIP2_HUMAN",36,-8.80465533740329,1.03171733399721e-06,0.000106218249348476,-0.11126089096069,"Non-significant",3.97380086074556,"BAIAP2","BAR/IMD domain-containing adapter protein 2","BAIP2_HUMAN"
0.446392059326172,16.191348473231,8.70251619712772,1.67680421481736e-06,0.000190983530287326,5.54104551930447,"STOM_HUMAN",17,8.8040307813202,1.03251405174476e-06,0.000106218249348476,-0.172719478607174,"Non-significant",3.97380086074556,"STOM","Stomatin","STOM_HUMAN"
-0.432065248489376,17.293869972229,-8.27526548938787,2.81989184584745e-06,0.000246422161625831,5.01347681716992,"HPT_HUMAN",33,-8.77963158417424,1.06415920043316e-06,0.000107438135958221,-0.153721094131473,"Non-significant",3.9688415352433,"HP","Haptoglobin","HPT_HUMAN"
0.609264612197872,9.55890687306722,8.53293344377909,2.05628290924135e-06,0.000206313718560549,5.33420644308304,"DREB_HUMAN",21,8.77460076125589,1.07081198629457e-06,0.000107438135958221,-0.0180580615997741,"Non-significant",3.9688415352433,"DBN1","Drebrin","DREB_HUMAN"
-0.733973503112793,10.5339530309041,-8.48158045226787,2.18862300867479e-06,0.000216404794571163,5.2709117473971,"PLIN2_HUMAN",25,-8.75207482646584,1.10114998492861e-06,0.000107835785073578,-0.0324770212173746,"Non-significant",3.9672370955404,"PLIN2","Perilipin-2","PLIN2_HUMAN"
-0.287098288536077,11.0939500331879,-8.00657010769429,3.95003947985339e-06,0.000297240470858967,4.67050509941381,"IFIT3_HUMAN",30,-8.75195563928749,1.10131292741565e-06,0.000107835785073578,-0.119461774826075,"Non-significant",3.9672370955404,"IFIT3","Interferon-induced protein with tetratricopeptide repeats 3","IFIT3_HUMAN"
0.958303928375241,8.48546648025513,9.09439510044561,1.05830319902433e-06,0.000156378729063105,6.00652898737508,"CDN1A_HUMAN",6,8.74047566674979,1.11712872060502e-06,0.000108082203718536,-0.335191965103135,"Non-significant",3.96624580894307,"CDKN1A","Cyclin-dependent kinase inhibitor 1","CDN1A_HUMAN"
-0.598546028137216,9.91464757919312,-8.93092526531523,1.27989414724224e-06,0.000165106344994249,5.81444131901603,"A1BG_HUMAN",11,-8.71745391699103,1.14958126998449e-06,0.000109913493896046,-0.0022321343421936,"Non-significant",3.95894898669529,"A1BG","Alpha-1B-glycoprotein","A1BG_HUMAN"
-0.337498664855964,17.0839279492696,-8.27721937112409,2.813071440566e-06,0.000246422161625831,5.0159386667927,"GSTM1_HUMAN",24,-8.70190474371081,1.17206895559777e-06,0.000110760516303989,0.0519043207168757,"Non-significant",3.95561502848216,"GSTM1","Glutathione S-transferase Mu 1","GSTM1_HUMAN"
0.375151991844199,10.5557227134705,8.18934737725388,3.13803543235634e-06,0.000259556104000745,4.90476596754291,"BI2L1_HUMAN",28,8.6780665689198,1.20746154504602e-06,0.000112793562949299,0.0562641620636004,"Non-significant",3.94771568453147,"BAIAP2L1","BAR/IMD domain-containing adapter protein 2-like 1","BI2L1_HUMAN"
0.198035478591908,14.26740082105,6.63845640858577,2.50830663737004e-05,0.00106171916884929,2.77997517667152,"IQGA1_HUMAN",91,8.65496428626372,1.24285250405629e-06,0.00011478025341438,0.0673316717147827,"Non-significant",3.94013282074305,"IQGAP1","Ras GTPase-activating-like protein IQGAP1","IQGA1_HUMAN"
