"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","CM_vs_BDM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
0.764973878860474,11.144112944603,24.5106180796965,1.51893269941351e-08,1.5029804548081e-06,10.5585521353136,"MX1_HUMAN",43,31.5152749795894,7.54019415701996e-10,1.16626379282713e-07,0.10670328140259,"Non-significant",6.93320320702826,"MX1","Interferon-induced GTP-binding protein Mx1","MX1_HUMAN"
1.21356034278869,9.36783230304717,28.7720445188149,4.51216036608336e-09,8.38387243972715e-07,11.8031559082156,"FLRT3_HUMAN",27,31.4755801797774,7.61794195462633e-10,1.16626379282713e-07,0.349045038223226,"Non-significant",6.93320320702826,"FLRT3","Leucine-rich repeat transmembrane protein FLRT3","FLRT3_HUMAN"
-0.766791105270377,16.3581420183182,-25.9970789568739,9.72983130752463e-09,1.25854825273352e-06,11.0193643652633,"GLYC_HUMAN",30,-31.3532503550884,7.86325201762425e-10,1.17652339141529e-07,0.291138887405374,"Non-significant",6.92939943384147,"SHMT1","Serine hydroxymethyltransferase, cytosolic","GLYC_HUMAN"
-1.0491862297058,17.9455263614655,-28.7434227879397,4.54634443367014e-09,8.38387243972715e-07,11.7955328979059,"LDHA_HUMAN",24,-31.2989568510851,7.97495520431859e-10,1.17652339141529e-07,-0.269688367843624,"Non-significant",6.92939943384147,"LDHA","L-lactate dehydrogenase A chain","LDHA_HUMAN"
-0.869031906127926,15.0317285060883,-25.1743891133335,1.24102896510818e-08,1.37941219491613e-06,10.768161313827,"KPYR_HUMAN",45,-31.0875920061716,8.4270802441274e-10,1.20935704875209e-07,0.294945240020757,"Non-significant",6.91744545975951,"PKLR","Pyruvate kinase PKLR","KPYR_HUMAN"
1.51361632347108,10.7616456747055,27.9052657483684,5.68984360797715e-09,9.23347820702531e-07,11.5682175813965,"LAMC1_HUMAN",52,31.0063645320078,8.60841825447179e-10,1.20935704875209e-07,0.271085500717144,"Non-significant",6.91744545975951,"LAMC1","Laminin subunit gamma-1","LAMC1_HUMAN"
-1.00286388397219,12.4917373657226,-26.0060027598191,9.70458746261599e-09,1.25854825273352e-06,11.0220389106308,"XDH_HUMAN",47,-30.9903640250802,8.64465230806274e-10,1.20935704875209e-07,0.0692443847656232,"Non-significant",6.91744545975951,"XDH","Xanthine dehydrogenase/oxidase","XDH_HUMAN"
-1.00274515151978,16.921309709549,-26.0234868492518,9.65534224972063e-09,1.25854825273352e-06,11.0272759865836,"SBP1_HUMAN",39,-30.3711080193975,1.01875319522605e-09,1.40104464848545e-07,-0.565922975540149,"Up in CM",6.85354802439882,"SELENBP1","Methanethiol oxidase","SBP1_HUMAN"
0.848882198333753,11.8681502342224,24.161668347576,1.69281391130301e-08,1.5971502414317e-06,10.4457626745962,"ITA6_HUMAN",48,29.8820233837025,1.16256477175115e-09,1.53625137270076e-07,-0.36638283729555,"Non-significant",6.81353771604619,"ITGA6","Integrin alpha-6","ITA6_HUMAN"
-0.9475781917572,16.1273394823074,-27.5376398804069,6.29141903105625e-09,9.81703346499816e-07,11.4659547251955,"AK1C4_HUMAN",23,-29.8652231038485,1.16789408747778e-09,1.53625137270076e-07,-0.331585884094237,"Non-significant",6.81353771604619,"AKR1C4","Aldo-keto reductase family 1 member C4","AK1C4_HUMAN"
-1.04073953628543,14.1246404647827,-37.2171914542938,6.38630647775177e-10,3.04637964824402e-07,13.7169687811354,"PGDH_HUMAN",12,-29.8464951157441,1.17386720615538e-09,1.53625137270076e-07,-0.215979576110874,"Non-significant",6.81353771604619,"HPGD","15-hydroxyprostaglandin dehydrogenase [NAD(+)]","PGDH_HUMAN"
-0.955474376678421,11.345796585083,-24.471396672034,1.5374337903509e-08,1.5029804548081e-06,10.545965586352,"KPB2_HUMAN",54,-29.4318501364801,1.3152995135365e-09,1.69402226235478e-07,-0.0850489139557009,"Non-significant",6.77108088659427,"PHKA2","Phosphorylase b kinase regulatory subunit alpha, liver isoform","KPB2_HUMAN"
-0.952510118484501,15.4097944498062,-28.0091917022587,5.53176330473204e-09,9.16014846012159e-07,11.5968392361871,"KHK_HUMAN",20,-29.3169784952984,1.35779092823251e-09,1.72142431119978e-07,-0.33016586303715,"Non-significant",6.76411206790611,"KHK","Ketohexokinase","KHK_HUMAN"
1.17536735534668,14.6436970233917,28.5305633009632,4.80994985210115e-09,8.67287402221083e-07,11.7385556319598,"VNN1_HUMAN",18,29.1341392318974,1.42863512136536e-09,1.7596605718833e-07,0.181835889816284,"Non-significant",6.75457109694415,"VNN1","Pantetheinase","VNN1_HUMAN"
-0.788603067398048,16.0095480680466,-22.202163458707,3.20567773736589e-08,2.60108691609868e-06,9.77653614142324,"AOXA_HUMAN",91,-29.1274019842366,1.43132361035615e-09,1.7596605718833e-07,0.00895643234255061,"Non-significant",6.75457109694415,"AOX1","Aldehyde oxidase","AOXA_HUMAN"
-0.820465326309195,14.9493967294693,-25.5090902873652,1.12301714304096e-08,1.28340297163864e-06,10.87147993585,"GPDA_HUMAN",25,-28.5435938608717,1.68735289093437e-09,2.03906421203831e-07,0.0571329593658501,"Non-significant",6.69056909766727,"GPD1","Glycerol-3-phosphate dehydrogenase [NAD(+)], cytoplasmic","GPDA_HUMAN"
-1.06091451644897,8.78792428970337,-25.8314988485501,1.02119495157982e-08,1.25854825273352e-06,10.969545776756,"MDR3_HUMAN",28,-28.499153772688,1.70885341901164e-09,2.03906421203831e-07,-0.2646942138672,"Non-significant",6.69056909766727,"ABCB4","Phosphatidylcholine translocator ABCB4","MDR3_HUMAN"
2.01455307006836,8.61765575408936,25.7583282564235,1.04335521247931e-08,1.25854825273352e-06,10.947413518916,"PGBM_HUMAN",106,27.8174093596805,2.08033718397445e-09,2.44635592909691e-07,-0.370664119720452,"Non-significant",6.61148035564105,"HSPG2","Basement membrane-specific heparan sulfate proteoglycan core protein","PGBM_HUMAN"
-0.844027042388927,17.3884966373444,-23.2734422314614,2.24639741414625e-08,1.95992135681534e-06,10.1501961071552,"SCP2_HUMAN",39,-27.6470833859598,2.18674385730736e-09,2.48200307368751e-07,0.210145235061647,"Non-significant",6.60519768501106,"SCP2","Sterol carrier protein 2","SCP2_HUMAN"
-0.528258562088023,12.578094124794,-18.4431546329898,1.29333370983635e-07,6.10122658233263e-06,8.29072979957576,"OPLA_HUMAN",65,-27.6251097479893,2.20091021685392e-09,2.48200307368751e-07,-0.0714616775512731,"Non-significant",6.60519768501106,"OPLAH","5-oxoprolinase","OPLA_HUMAN"
1.01696825027468,11.1552560329437,25.7439108413022,1.04778540074829e-08,1.25854825273352e-06,10.9430440918199,"SCMC1_HUMAN",23,27.5996997653572,2.21742037825495e-09,2.48200307368751e-07,0.0655949115753174,"Non-significant",6.60519768501106,"SLC25A24","Mitochondrial adenyl nucleotide antiporter SLC25A24","SCMC1_HUMAN"
4.28279840946196,8.04706925153732,27.6235250117102,6.14469646208912e-09,9.77609158693944e-07,11.4899886644868,"MIME_HUMAN",7,27.5759043083293,2.23300744859734e-09,2.48200307368751e-07,0.054279565811175,"Non-significant",6.60519768501106,"OGN","Mimecan","MIME_HUMAN"
1.22739410400393,11.287572145462,26.5633561337881,8.26518850117793e-09,1.19432609923648e-06,11.1870135276254,"PRS23_HUMAN",19,27.4506397008558,2.31711310154129e-09,2.49340275169842e-07,-0.433074951171875,"Non-significant",6.6032075655745,"PRSS23","Serine protease 23","PRS23_HUMAN"
1.03607892990115,11.3906919956207,25.8160800195401,1.02582009223682e-08,1.25854825273352e-06,10.9648879696488,"5NTD_HUMAN",22,27.4257017951027,2.3342774607094e-09,2.49340275169842e-07,0.697670817375182,"Up in BDM",6.6032075655745,"NT5E","5'-nucleotidase","5NTD_HUMAN"
1.38321137428285,12.4594973325729,26.0997350274127,9.44385740207382e-09,1.25854825273352e-06,11.0500675565289,"PAI1_HUMAN",22,27.4225630452742,2.33644789023991e-09,2.49340275169842e-07,0.133372783660889,"Non-significant",6.6032075655745,"SERPINE1","Plasminogen activator inhibitor 1","PAI1_HUMAN"
1.1360216140747,11.4323830604553,25.7214292037704,1.05473602644662e-08,1.25854825273352e-06,10.9362250603422,"4F2_HUMAN",23,27.3798893643528,2.36618205423686e-09,2.49340275169842e-07,-0.170288920402525,"Non-significant",6.6032075655745,"SLC3A2","Amino acid transporter heavy chain SLC3A2","4F2_HUMAN"
-0.871562242507956,11.8147922754288,-23.3803100401672,2.17001429301079e-08,1.913858257988e-06,10.186419885366,"UAP1_HUMAN",31,-26.6307261634337,2.9638485578866e-09,3.05195109749418e-07,0.446952819824218,"Non-significant",6.51542242951748,"UAP1","UDP-N-acetylhexosamine pyrophosphorylase","UAP1_HUMAN"
-1.34539222717285,13.3222632408142,-26.7902039342091,7.74968928218588e-09,1.14329052428466e-06,11.2530146325839,"GNMT_HUMAN",15,-26.6223128389627,2.97145842620212e-09,3.05195109749418e-07,-0.79603672027589,"Up in CM",6.51542242951748,"GNMT","Glycine N-methyltransferase","GNMT_HUMAN"
0.80985283851625,10.2486416101456,21.489946540124,4.09880111166918e-08,3.0511625889985e-06,9.51695114000051,"AGRIN_HUMAN",63,26.558164181762,3.03020629648082e-09,3.07338673620567e-07,-0.415406942367555,"Non-significant",6.51238278734132,"AGRN","Agrin","AGRIN_HUMAN"
1.09324550628662,10.6651258468628,24.5935089524254,1.48065359196895e-08,1.50175290565451e-06,10.5850778075179,"ADAM9_HUMAN",25,26.4826583616864,3.10102927847813e-09,3.10638908216932e-07,0.125482320785476,"Non-significant",6.50774414884688,"ADAM9","Disintegrin and metalloproteinase domain-containing protein 9","ADAM9_HUMAN"
-1.05831670761107,17.6706020832062,-23.8826200029715,1.84812395316646e-08,1.70405429045371e-06,10.3542375246232,"BHMT1_HUMAN",31,-26.4054123598221,3.17541002835081e-09,3.14210694756567e-07,-0.0644273757934748,"Non-significant",6.5027790370086,"BHMT","Betaine--homocysteine S-methyltransferase 1","BHMT1_HUMAN"
-1.02835941314695,17.9497480392456,-28.105423425224,5.38979844441768e-09,9.11100512041772e-07,11.623230261782,"ADH1B_HUMAN",14,-26.3438000022693,3.23617163781489e-09,3.1532511690495e-07,0.0740246772765989,"Non-significant",6.50124143458425,"ADH1B","All-trans-retinol dehydrogenase [NAD(+)] ADH1B","ADH1B_HUMAN"
0.51780557632445,14.3942799568176,17.3498897253076,2.0435129734814e-07,8.40615346339425e-06,7.79767813965567,"IQGA1_HUMAN",91,26.3156198458979,3.26439608331474e-09,3.1532511690495e-07,-0.740042448043809,"Up in CM",6.50124143458425,"IQGAP1","Ras GTPase-activating-like protein IQGAP1","IQGA1_HUMAN"
0.738308191299449,12.4976350069046,21.8671091996035,3.59510911406319e-08,2.77816336681035e-06,9.65557129141812,"BAG3_HUMAN",35,26.1153091933022,3.47315798517109e-09,3.31543575196214e-07,0.302800893783569,"Non-significant",6.47945938362851,"BAG3","BAG family molecular chaperone regulator 3","BAG3_HUMAN"
1.10168647766115,10.9728026390076,25.4271697934804,1.15068381988509e-08,1.29675673813162e-06,10.8463358828937,"ALDR_HUMAN",18,25.9996307438058,3.60050886883147e-09,3.3970382513603e-07,0.266868591308626,"Non-significant",6.46889956285586,"AKR1B1","Aldo-keto reductase family 1 member B1","ALDR_HUMAN"
0.546829462051376,11.5290077924729,18.5330655178029,1.24703454439284e-07,5.95202252541383e-06,8.32991319129915,"CBPD_HUMAN",54,25.9459858530831,3.66133627983832e-09,3.41472213501243e-07,0.139825820922825,"Non-significant",6.46664463023736,"CPD","Carboxypeptidase D","CBPD_HUMAN"
