"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","C_vs_CM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
0.358165740966795,9.35196018218994,5.97177875516007,0.000401101311580141,0.203292443989831,0.394761789575202,"PERM_HUMAN",27,6.35352488036667,0.000208462451715962,0.123510281323851,0.0836727619171143,"Non-significant",0.908296889073419,"MPO","Myeloperoxidase","PERM_HUMAN"
0.18970108032225,11.0359723567963,4.84619121501045,0.00146190867290408,0.291849273797004,-0.678840647045948,"SYNE2_HUMAN",160,6.3061228928144,0.000219466154425752,0.123510281323851,0.0141098499298504,"Non-significant",0.908296889073419,"SYNE2","Nesprin-2","SYNE2_HUMAN"
0.205978870391901,13.9026103019714,5.23235913272396,0.000920035026232304,0.257419455270652,-0.285777914292862,"VIME_HUMAN",46,6.2698128743408,0.000228328102028317,0.123510281323851,-0.116849422454838,"Non-significant",0.908296889073419,"VIM","Vimentin","VIME_HUMAN"
0.243170976638801,14.5839174985886,6.35630758123189,0.000267670966444166,0.197443838338906,0.713681875439429,"NDRG1_HUMAN",15,6.1825083559968,0.000251293162507194,0.127437045036461,0.0217568874359504,"Non-significant",0.894704307351603,"NDRG1","Protein NDRG1","NDRG1_HUMAN"
0.203822135925291,9.7418041229248,5.02229963327956,0.00118050552978019,0.281724172606955,-0.496272972173731,"AGRIN_HUMAN",63,6.12010942027793,0.000269263581202516,0.128517923404542,-0.0455083847045898,"Non-significant",0.891036300403702,"AGRN","Agrin","AGRIN_HUMAN"
-0.252548217773455,10.0814988613129,-5.31990869577761,0.000830742808305786,0.2545723215559,-0.200347351895543,"TRFM_HUMAN",39,-5.97865133181589,0.00031547208412119,0.129175916484356,0.081345081329351,"Non-significant",0.88881844851513,"MELTF","Melanotransferrin","TRFM_HUMAN"
-0.270506381988525,8.89552760124207,-6.15685092229219,0.000329419822932401,0.203292443989831,0.551104497069026,"FRMD8_HUMAN",14,-5.96012545479106,0.000322144086356954,0.129175916484356,-0.0991151332855225,"Non-significant",0.88881844851513,"FRMD8","FERM domain-containing protein 8","FRMD8_HUMAN"
0.890061140060398,11.6130796670914,6.49583440293507,0.000232133769078536,0.195359842443716,0.823867761457453,"SSRG_HUMAN",3,5.94894046667022,0.000326247319393217,0.129175916484356,-0.0442042350769025,"Non-significant",0.88881844851513,"SSR3","Translocon-associated protein subunit gamma","SSRG_HUMAN"
1.10467517375946,8.98693877458572,5.86702983463104,0.000449223241402344,0.203292443989831,0.303868500463601,"HBB_HUMAN",8,5.9273726834805,0.000334322682545167,0.129175916484356,-0.0131099224090772,"Non-significant",0.88881844851513,"HBB","Hemoglobin subunit beta","HBB_HUMAN"
0.160101890563976,16.9184408187866,4.85734811847144,0.00144205090944035,0.291849273797004,-0.66710796085111,"ALDOC_HUMAN",31,5.81573264806173,0.000379792316026548,0.133552386709574,0.0244402885437012,"Non-significant",0.874348346313248,"ALDOC","Fructose-bisphosphate aldolase C","ALDOC_HUMAN"
-0.296640396118168,10.0765521526337,-5.52404443225981,0.000657417591689742,0.23192549299872,-0.00631324365366837,"CCN1_HUMAN",22,-5.80947070602898,0.000382536777065527,0.133552386709574,0.00422382354736239,"Non-significant",0.874348346313248,"CCN1","CCN family member 1","CCN1_HUMAN"
0.103086948394774,12.728259563446,3.3890705211714,0.0102052431370982,0.493440515146951,-2.40421494834958,"LRP1_HUMAN",189,5.72149224861186,0.000423488680917262,0.133552386709574,0.129293203353875,"Non-significant",0.874348346313248,"LRP1","Prolow-density lipoprotein receptor-related protein 1","LRP1_HUMAN"
0.475657463073727,11.6002957820892,7.2017142781486,0.000116688632980253,0.186494087028855,1.33928758829753,"NUA4L_HUMAN",5,5.71595350729429,0.000426223325581489,0.133552386709574,0.447567701339723,"Non-significant",0.874348346313248,"NDUFA4L2","NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 4-like 2","NUA4L_HUMAN"
0.322545886039736,6.9354287981987,6.72970796196781,0.000183733205394233,0.186494087028855,1.00223472239227,"POMT1_HUMAN",9,5.71248235903743,0.00042794701188673,0.133552386709574,0.00358724594116033,"Non-significant",0.874348346313248,"POMT1","Protein O-mannosyl-transferase 1","POMT1_HUMAN"
-0.217459917068483,8.86978209018707,-5.13378171688033,0.00103342065042522,0.270489521211297,-0.383583301090788,"FLRT3_HUMAN",27,-5.65341486308887,0.000458482287643508,0.136229273668779,-0.182503223419173,"Non-significant",0.865729558893444,"FLRT3","Leucine-rich repeat transmembrane protein FLRT3","FLRT3_HUMAN"
-0.144230365753174,10.712735414505,-4.42387065269191,0.00248625534008394,0.340521520978949,-1.13969839582594,"AT2B1_HUMAN",40,-5.63206030231969,0.000470103483205055,0.136229273668779,-0.0368986129760653,"Non-significant",0.865729558893444,"ATP2B1","Plasma membrane calcium-transporting ATPase 1","AT2B1_HUMAN"
-0.230919599533099,13.201617360115,-4.85240761912576,0.00145080761922658,0.291849273797004,-0.672300637721079,"MUC18_HUMAN",27,-5.26628053352513,0.000728713926243648,0.198534318373613,0.0103378295898491,"Non-significant",0.70216441085529,"MCAM","Cell surface glycoprotein MUC18","MUC18_HUMAN"
0.302256822586063,9.63674700260162,5.30310729952764,0.000847110263989313,0.2545723215559,-0.216638179910204,"PCOC2_HUMAN",14,5.2603263913393,0.000734043572985998,0.198534318373613,0.0207085609436248,"Non-significant",0.70216441085529,"PCOLCE2","Procollagen C-endopeptidase enhancer 2","PCOC2_HUMAN"
-0.189952611923218,9.1415046453476,-4.81303339260232,0.00152271500308104,0.291849273797004,-0.713843287179816,"RBM5_HUMAN",22,-5.15436022584943,0.000836384349375307,0.207816883811921,-0.00927734375,"Non-significant",0.682319171656218,"RBM5","RNA-binding protein 5","RBM5_HUMAN"
-0.221061587333679,8.145004093647,-4.58182463084675,0.00203216108232935,0.329171277966058,-0.963500069613801,"SHAN2_HUMAN",39,-5.13367419105129,0.00085812667754973,0.207816883811921,0.0152835845947248,"Non-significant",0.682319171656218,"SHANK2","SH3 and multiple ankyrin repeat domains protein 2","SHAN2_HUMAN"
-0.344022750854494,9.6030502319336,-4.79851373562693,0.00155020945755804,0.291849273797004,-0.729233804358761,"FIL1L_HUMAN",39,-5.1265347018319,0.000865773344587117,0.207816883811921,-0.0363807678222994,"Non-significant",0.682319171656218,"FILIP1L","Filamin A-interacting protein 1-like","FIL1L_HUMAN"
-0.323703527450558,9.19087874889374,-5.07926395602659,0.00110266507228988,0.271121951410912,-0.438414331918208,"NAGPA_HUMAN",15,-5.12186713823967,0.000870812675573738,0.207816883811921,0.0454521179199503,"Non-significant",0.682319171656218,"NAGPA","N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase","NAGPA_HUMAN"
0.349530935287472,10.3921762704849,5.53235497323114,0.000651261505206446,0.23192549299872,0.00143488101527733,"SDC4_HUMAN",9,5.05332512067887,0.000948620823464292,0.215005371138659,-0.0214192867279017,"Non-significant",0.667550690657677,"SDC4","Syndecan-4","SDC4_HUMAN"
-0.170648574829102,8.56618452072144,-4.41402061730242,0.00251802948715023,0.340521520978949,-1.15083808319825,"DNLI4_HUMAN",31,-5.04887319790704,0.000953930658243989,0.215005371138659,0.503273367881775,"Non-significant",0.667550690657677,"LIG4","DNA ligase 4","DNLI4_HUMAN"
-0.374934911727905,8.43170630931854,-4.93886048545384,0.00130563283579376,0.291849273797004,-0.582073972283555,"HXK4_HUMAN",13,-4.93848646788256,0.00109652361847089,0.232455705674908,-0.0878159999847377,"Non-significant",0.63365978949932,"GCK","Hexokinase-4","HXK4_HUMAN"
0.359906315803528,6.6758206486702,5.15648797100196,0.00100600296895209,0.270489521211297,-0.360902474824698,"KDM1B_HUMAN",10,4.9067850857184,0.0011416512669478,0.232455705674908,0.1485114097595,"Non-significant",0.63365978949932,"KDM1B","Lysine-specific histone demethylase 2","KDM1B_HUMAN"
0.143594741821277,12.1777954101563,3.92851681404207,0.00479354502990666,0.422769830137637,-1.72182291132063,"PLMN_HUMAN",50,4.89790864536267,0.00115464665932058,0.232455705674908,0.0694632530212758,"Non-significant",0.63365978949932,"PLG","Plasminogen","PLMN_HUMAN"
-0.297331213951112,6.90739113092422,-4.51573724281165,0.00221008876459229,0.332571254298562,-1.03666270704005,"RHG21_HUMAN",42,-4.87133434501152,0.00119452462385468,0.232455705674908,-0.0293095111846995,"Non-significant",0.63365978949932,"ARHGAP21","Rho GTPase-activating protein 21","RHG21_HUMAN"
0.278451919555673,10.1744523048401,5.23888093600027,0.000913031467965129,0.257419455270652,-0.279367652927737,"A1BG_HUMAN",11,4.86972562513569,0.001196986367695,0.232455705674908,0.205806255340601,"Non-significant",0.63365978949932,"A1BG","Alpha-1B-glycoprotein","A1BG_HUMAN"
0.417008996009827,8.1151265501976,5.39932435071315,0.000757951040778966,0.247675753068683,-0.124008780108294,"ZFY21_HUMAN",7,4.865651068284,0.00120324619649324,0.232455705674908,0.200010538101202,"Non-significant",0.63365978949932,"ZFYVE21","Zinc finger FYVE domain-containing protein 21","ZFY21_HUMAN"
0.146302461624128,10.7288421392441,3.89115279088193,0.00504432093273627,0.43126307915922,-1.76751703682286,"CFAH_HUMAN",45,4.73102640772333,0.00143149293984295,0.265940904158214,0.0553829669952748,"Non-significant",0.575214859043156,"CFH","Complement factor H","CFAH_HUMAN"
0.158202409744252,10.9842134714126,4.09475501671094,0.00383010458349395,0.383672451734196,-1.52151875810992,"ITIH4_HUMAN",32,4.70777777876157,0.00147547659787016,0.265940904158214,0.278451919555675,"Non-significant",0.575214859043156,"ITIH4","Inter-alpha-trypsin inhibitor heavy chain H4","ITIH4_HUMAN"
0.136798143386873,11.1714087724686,3.75305636474268,0.00610129459929703,0.460160556525686,-1.93850078228432,"PRG4_HUMAN",49,4.67340933829577,0.00154320875979018,0.265940904158214,0.00954890251155049,"Non-significant",0.575214859043156,"PRG4","Proteoglycan 4","PRG4_HUMAN"
0.270061016082774,11.8996534347534,5.85230920766652,0.000456483891072749,0.203292443989831,0.290953486335328,"ANGL8_HUMAN",8,4.66972981124941,0.00155065793593086,0.265940904158214,0.0329129695892245,"Non-significant",0.575214859043156,"ANGPTL8","Angiopoietin-like protein 8","ANGL8_HUMAN"
0.110916614532474,15.3863139152527,3.48313991165736,0.00891918950561357,0.485555295565128,-2.28186585904956,"ACOHC_HUMAN",48,4.66614837024719,0.00155794603679475,0.265940904158214,0.0718111991882342,"Non-significant",0.575214859043156,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN"
0.245769143104554,8.11154836416245,4.82121923954466,0.0015074500322236,0.291849273797004,-0.705183398450766,"HEXD_HUMAN",13,4.6586978705491,0.00157322694103947,0.265940904158214,0.0853004455566495,"Non-significant",0.575214859043156,"HEXD","Hexosaminidase D","HEXD_HUMAN"
0.759035825729374,8.95881927013397,5.08122834204389,0.00110008331371947,0.271121951410912,-0.436429457549354,"RL37_HUMAN",2,4.61301411896222,0.00167055383481136,0.2766300778706,-0.104643344879157,"Non-significant",0.558100601005252,"RPL37","Large ribosomal subunit protein eL37","RL37_HUMAN"
1.22987270355225,8.88115835189819,4.58212531717304,0.00203138817506631,0.329171277966058,-0.963169026624826,"KMT2C_HUMAN",3,4.5656723603134,0.00177834565655671,0.278785718852281,0.272355794906613,"Non-significant",0.554729477283157,"KMT2C","Histone-lysine N-methyltransferase 2C","KMT2C_HUMAN"
-0.257959127426126,10.2017239332199,-4.55233283045571,0.00210955218809896,0.329171277966058,-0.996050034922748,"TAGL_HUMAN",15,-4.56510071532025,0.00177969243534805,0.278785718852281,0.0515551567077992,"Non-significant",0.554729477283157,"TAGLN","Transgelin","TAGL_HUMAN"
-0.235400915145867,9.27043092250824,-4.35981797938476,0.00270097778532572,0.346217714122439,-1.2124562494006,"DREB_HUMAN",21,-4.56215607997628,0.00178664744642823,0.278785718852281,0.0146183967590297,"Non-significant",0.554729477283157,"DBN1","Drebrin","DREB_HUMAN"
0.354460477828979,7.35156178474426,6.02253808931768,0.000379858466040119,0.203292443989831,0.43817718811427,"ENTR1_HUMAN",5,4.54636130274456,0.00182445983121874,0.279314473028468,-0.0311486721038516,"Non-significant",0.55390656020465,"ENTR1","Endosome-associated-trafficking regulator 1","ENTR1_HUMAN"
-0.206861019134553,11.6727857589722,-4.22729463395947,0.00321213462623342,0.35803201161462,-1.36537793665601,"PEG10_HUMAN",23,-4.48941915668056,0.00196814450483428,0.28900555856183,0.163809776306151,"Non-significant",0.539093804200149,"PEG10","Retrotransposon-derived protein PEG10","PEG10_HUMAN"
0.136988401412999,11.2913674116135,4.07568433857072,0.00392915638542167,0.38629754527968,-1.54424670416937,"NADE_HUMAN",23,4.48809448040962,0.00197162969414264,0.28900555856183,0.0575110912322998,"Non-significant",0.539093804200149,"NADSYN1","Glutamine-dependent NAD(+) synthetase","NADE_HUMAN"
-0.770006537437439,6.26918166875839,-4.44949204109429,0.00240563340602009,0.336539818214604,-1.11080594752822,"NOP9_HUMAN",8,-4.47942081648066,0.00199461563710407,0.28900555856183,-0.23704600334168,"Non-significant",0.539093804200149,"NOP9","Nucleolar protein 9","NOP9_HUMAN"
0.299754619598399,12.9345209598541,4.55948070247362,0.00209050404466296,0.329171277966058,-0.988146284311976,"FHR3_HUMAN",12,4.45472079787523,0.00206167679370587,0.289104208179935,0.088187694549573,"Non-significant",0.53894558672428,"CFHR3","Complement factor H-related protein 3","FHR3_HUMAN"
-0.20536518096924,9.10153532028198,-4.85003585533045,0.00145503210234473,0.291849273797004,-0.674795038954066,"CCNK_HUMAN",12,-4.43382014644379,0.00212032974189381,0.289104208179935,-0.000526905059823335,"Non-significant",0.53894558672428,"CCNK","Cyclin-K","CCNK_HUMAN"
0.20414876937865,9.89260554313659,5.39342160241995,0.000763112376967844,0.247675753068683,-0.129645256809735,"ARPIN_HUMAN",10,4.41235381522938,0.00218245400002885,0.289104208179935,0.0692937374114742,"Non-significant",0.53894558672428,"ARPIN","Arpin","ARPIN_HUMAN"
0.108517646789574,15.4949841499329,3.37096980334579,0.0104746184925653,0.495929213465001,-2.42790679043153,"KPYM_HUMAN",44,4.40733615929427,0.00219725732141402,0.289104208179935,-0.081850528717025,"Non-significant",0.53894558672428,"PKM","Pyruvate kinase PKM","KPYM_HUMAN"
0.329677104949921,10.7930762767792,4.3161673776553,0.00285883495762921,0.346217714122439,-1.26247063241599,"INHBE_HUMAN",16,4.40394937238863,0.00220731053138947,0.289104208179935,-0.138372182846069,"Non-significant",0.53894558672428,"INHBE","Inhibin beta E chain","INHBE_HUMAN"
0.517952203750601,13.0543092489243,4.78287783596932,0.00158042697294901,0.291849273797004,-0.745850491157086,"DEF1_HUMAN",5,4.39913189136479,0.00222169633732026,0.289104208179935,-0.00671219825744984,"Non-significant",0.53894558672428,"DEFA1B","Neutrophil defensin 1","DEF1_HUMAN"
0.0938127040863002,12.2738143205643,2.99098319455343,0.0182706516426636,0.584743618181225,-2.9351955119941,"TENS1_HUMAN",76,4.39149531411838,0.00224470854268375,0.289104208179935,0.0463442802429253,"Non-significant",0.53894558672428,"TNS1","Tensin-1","TENS1_HUMAN"
0.48022079467773,7.03884565830231,4.27465205745286,0.00301831544198773,0.35410305510481,-1.31036226921136,"AMOL2_HUMAN",15,4.37346678343658,0.00230006463748548,0.291605069821206,0.0240564346313743,"Non-significant",0.535204929681108,"AMOTL2","Angiomotin-like protein 2","AMOL2_HUMAN"
-0.589770197868345,6.80516582727432,-4.49927992567187,0.00225699472274987,0.332571254298562,-1.0550068053385,"FUT11_HUMAN",6,-4.35008843376087,0.0023740545725954,0.296355058492909,-0.00840163230895996,"Non-significant",0.528187655376852,"FUT11","Alpha-(1,3)-fucosyltransferase 11","FUT11_HUMAN"
-0.182503223419172,10.9556238651276,-4.05370918586479,0.00404674529809869,0.38629754527968,-1.57051716553749,"4F2_HUMAN",23,-4.32965376559043,0.00244083617853914,0.300074920494948,0.0799798965453995,"Non-significant",0.522770300295902,"SLC3A2","Amino acid transporter heavy chain SLC3A2","4F2_HUMAN"
-0.768050670623781,6.5170955657959,-4.33376142697955,0.00279403240173562,0.346217714122439,-1.24226953892025,"OIT3_HUMAN",5,-4.26681173707808,0.00265923579533247,0.313328083838888,0.016404390335099,"Non-significant",0.504000677222842,"OIT3","Oncoprotein-induced transcript 3 protein","OIT3_HUMAN"
-0.37459969520569,7.4550312757492,-4.163813375799,0.00349343645238062,0.36265081621472,-1.43976581369948,"TRI13_HUMAN",15,-4.24352768284514,0.00274543411227589,0.313328083838888,-0.0314197540283505,"Non-significant",0.504000677222842,"TRIM13","E3 ubiquitin-protein ligase TRIM13","TRI13_HUMAN"
0.362205982208252,9.86192631721497,4.70485827308818,0.00174116241957604,0.307125910270435,-0.829431190293876,"MOT4_HUMAN",7,4.2366146423573,0.00277160291858549,0.313328083838888,-0.012133121490475,"Non-significant",0.504000677222842,"SLC16A3","Monocarboxylate transporter 4","MOT4_HUMAN"
0.134468793869027,12.092539191246,4.055998684411,0.00403431828157156,0.38629754527968,-1.56777611403452,"MPI_HUMAN",19,4.22761043168438,0.00280609168509576,0.313328083838888,-0.0499823093414307,"Non-significant",0.504000677222842,"MPI","Mannose-6-phosphate isomerase","MPI_HUMAN"
0.1485114097595,12.0184953212738,3.73589061266387,0.00624849893670949,0.460160556525686,-1.95998202501378,"A0AAG2UXZ5_HUMAN",30,4.22560918898831,0.00281381969740735,0.313328083838888,-0.00844860076905007,"Non-significant",0.504000677222842,"COL18A1","Collagen type XVIII alpha 1 chain;Collagen alpha-1(XVIII) chain","A0AAG2UXZ5_HUMAN"
0.199128627777077,13.8394868373871,3.80067560768229,0.00571211168584211,0.448687837434953,-1.87917136600331,"FIBA_HUMAN",43,4.22485081724997,0.00281675422221035,0.313328083838888,0.0308218002319354,"Non-significant",0.504000677222842,"FGA","Fibrinogen alpha chain","FIBA_HUMAN"
0.1681067943573,11.374009013176,3.60977596100001,0.00745425146279784,0.468914380833253,-2.11930471161151,"CO5_HUMAN",67,4.21483724597376,0.00285581268255114,0.313328083838888,0.0232639312744247,"Non-significant",0.504000677222842,"C5","Complement C5","CO5_HUMAN"
0.188581466674805,8.39288377761841,4.47229312375101,0.00233627822221075,0.332571254298562,-1.08519535307827,"OSBL1_HUMAN",13,4.20620008367353,0.00288997140575188,0.313328083838888,0.12870454788208,"Non-significant",0.504000677222842,"OSBPL1A","Oxysterol-binding protein-related protein 1","OSBL1_HUMAN"
-0.1262698173523,11.3635427951813,-3.53910452469109,0.00823702791737146,0.480829097277353,-2.20971409451377,"TFR1_HUMAN",34,-4.20464198103432,0.00289618021788471,0.313328083838888,-0.16979193687439,"Non-significant",0.504000677222842,"TFRC","Transferrin receptor protein 1","TFR1_HUMAN"
0.150247335433923,14.2392896413803,3.95934032824013,0.00459678970017738,0.414426129191548,-1.68431213417791,"ASGR1_HUMAN",20,4.16574573293298,0.00305592742619553,0.321098595159584,0.0463175773620605,"Non-significant",0.493361594513769,"ASGR1","Asialoglycoprotein receptor 1","ASGR1_HUMAN"
-0.134269714355497,18.8670310974121,-3.4092414452207,0.00991371782622221,0.490487234402238,-2.37786951372731,"K1C18_HUMAN",55,-4.15769444241175,0.00309016495397544,0.321098595159584,0.378493905067442,"Non-significant",0.493361594513769,"KRT18","Keratin, type I cytoskeletal 18","K1C18_HUMAN"
0.197821140289296,17.4830029010773,3.79574605538018,0.00575113244390044,0.448687837434953,-1.88529523501053,"HPT_HUMAN",33,4.15094500886882,0.0031191846733494,0.321098595159584,0.187924146652222,"Non-significant",0.493361594513769,"HP","Haptoglobin","HPT_HUMAN"
0.676893234252927,7.18994534015656,4.32040641373721,0.00284307360154171,0.346217714122439,-1.25759827929083,"CEP76_HUMAN",4,4.13824666465664,0.003174580401361,0.321098595159584,0.0443241596221995,"Non-significant",0.493361594513769,"CEP76","Centrosomal protein of 76 kDa","CEP76_HUMAN"
0.164959669113152,13.1513320207596,3.72410924947378,0.00635173555963481,0.460160556525686,-1.974753927726,"C4BPA_HUMAN",30,4.13065357844718,0.00320820989625898,0.321098595159584,-0.00099277496337713,"Non-significant",0.493361594513769,"C4BPA","C4b-binding protein alpha chain","C4BPA_HUMAN"
0.471014380455019,6.7690047621727,4.00895416035298,0.00429817467338631,0.400866543676511,-1.62428744794987,"VIP1_HUMAN",16,4.11348468554193,0.0032856718746246,0.321098595159584,0.0401680469512993,"Non-significant",0.493361594513769,"PPIP5K1","Inositol hexakisphosphate and diphosphoinositol-pentakisphosphate kinase 1","VIP1_HUMAN"
1.0955857038498,6.34393149614334,4.20844439269197,0.00329300803372447,0.35803201161462,-1.38739029137419,"EVA1B_HUMAN",1,4.11128898498503,0.00329572256504368,0.321098595159584,0.0372502803802757,"Non-significant",0.493361594513769,"EVA1B","Protein eva-1 homolog B","EVA1B_HUMAN"
0.240163087844851,7.78780198097229,4.76359324298939,0.00161858729613818,0.291849273797004,-0.766406176478363,"IFFO1_HUMAN",9,4.10756119451317,0.00331286211589525,0.321098595159584,0.0757749080657764,"Non-significant",0.493361594513769,"IFFO1","Non-homologous end joining factor IFFO1","IFFO1_HUMAN"
-0.399057865142819,7.68250072002411,-4.39969931948776,0.00256501864415991,0.341189529159238,-1.16706625034745,"NDK6_HUMAN",7,-4.09948226375454,0.003350337142097,0.321098595159584,-0.000655889511126162,"Non-significant",0.493361594513769,"NME6","Nucleoside diphosphate kinase 6","NDK6_HUMAN"
0.19133424758912,13.0373902320862,3.98862103780733,0.0044179406196156,0.402777193118663,-1.64883438916301,"IC1_HUMAN",18,4.0966165728433,0.00336373928870651,0.321098595159584,-0.137134552001955,"Non-significant",0.493361594513769,"SERPING1","Plasma protease C1 inhibitor","IC1_HUMAN"
0.119357585907002,12.5517542362213,3.68123626530683,0.00674315906161594,0.467249570395933,-2.02870538836248,"APOA5_HUMAN",23,4.07542145829789,0.00346467169503416,0.326144434807587,0.0258736610412509,"Non-significant",0.486590027697914,"APOA5","Apolipoprotein A-V","APOA5_HUMAN"
0.178205490112301,12.2929313182831,3.62823885273142,0.00726314283542958,0.467249570395933,-2.09581715648118,"PCSK6_HUMAN",41,4.06654971801047,0.00350788172957761,0.326144434807587,0.0104353427887247,"Non-significant",0.486590027697914,"PCSK6","Proprotein convertase subtilisin/kexin type 6","PCSK6_HUMAN"
-0.229585409164427,7.91798603534698,-3.89043186661396,0.00504929658862779,0.43126307915922,-1.76840108927345,"M4K3_HUMAN",21,-4.06060005839772,0.00353718391213552,0.326144434807587,-0.0552072525024432,"Non-significant",0.486590027697914,"MAP4K3","Mitogen-activated protein kinase kinase kinase kinase 3","M4K3_HUMAN"
0.184420824050898,13.6106683015824,3.64002438207954,0.00714390087820072,0.467249570395933,-2.08085313563547,"FIBB_HUMAN",38,4.03708634599203,0.00365558881597978,0.333274692728763,0.0441830158233252,"Non-significant",0.47719766331377,"FGB","Fibrinogen beta chain","FIBB_HUMAN"
-0.16716146469116,8.53863501548767,-3.70715231753883,0.00650355302724211,0.463698055372064,-1.99605596297274,"TRI32_HUMAN",25,-4.00719287039341,0.00381230167756788,0.343700175686508,0.04353976249695,"Non-significant",0.463820245867832,"TRIM32","E3 ubiquitin-protein ligase TRIM32","TRI32_HUMAN"
0.515121459960934,7.6054790019989,4.22241887607043,0.00323284433772127,0.35803201161462,-1.37106539292627,"FOXO1_HUMAN",5,3.97007179746923,0.00401701178780096,0.355525359778768,-0.0471541881561244,"Non-significant",0.449129415414752,"FOXO1","Forkhead box protein O1","FOXO1_HUMAN"
-0.115413904190078,12.6453117132187,-3.07934660349152,0.0160291006687157,0.575614928548694,-2.81568777096992,"CING_HUMAN",80,-3.96759243663737,0.00403109848405801,0.355525359778768,-0.0323891639709259,"Non-significant",0.449129415414752,"CGN","Cingulin","CING_HUMAN"
-0.676767349243165,6.57176387310028,-3.91557301324551,0.00487886278283232,0.425667662579585,-1.73762476240981,"ARMC5_HUMAN",8,-3.94168820642085,0.00418148443703763,0.364823276581971,-0.269397139549252,"Non-significant",0.437917460451584,"ARMC5","Armadillo repeat-containing protein 5","ARMC5_HUMAN"
