"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","B1_vs_DM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
0.459724187850954,11.7583022798811,7.73737841717041,0.000120076506854434,0.0295242659580873,1.7983152138963,"DPYD_HUMAN",55,9.53781219602192,1.86236177564944e-05,0.00737798798908681,0.418601115544625,"Non-significant",2.13206205611349,"DPYD","Dihydropyrimidine dehydrogenase [NADP(+)]","DPYD_HUMAN"
-1.14963622887929,5.71278756005424,-11.9666000194376,7.12691693419544e-06,0.00630973712651937,4.38878422922807,"TF3B_HUMAN",5,-9.53555704904582,1.86544180565635e-05,0.00737798798908681,-0.201017498970034,"Non-significant",2.13206205611349,"BRF1","Transcription factor IIIB 90 kDa subunit","TF3B_HUMAN"
0.627065817515081,14.1950420652117,8.4815165529347,6.71586582132005e-05,0.0194616197407825,2.36056105165278,"PLOD2_HUMAN",38,9.52013195352091,1.88666318259257e-05,0.00737798798908681,0.0413540204366054,"Non-significant",2.13206205611349,"PLOD2","Procollagen-lysine,2-oxoglutarate 5-dioxygenase 2","PLOD2_HUMAN"
0.79455741246541,10.7305845533098,9.24937841956005,3.8512130960583e-05,0.01488035383877,2.88619105414177,"RCN2_HUMAN",17,9.50374088222116,1.90951131095419e-05,0.00737798798908681,0.0191714763641411,"Non-significant",2.13206205611349,"RCN2","Reticulocalbin-2","RCN2_HUMAN"
-0.303306897481226,13.3541793823242,-5.93537124165666,0.000605623924842652,0.0733437690473623,0.178245849991503,"FAT1_HUMAN",153,-9.06769723403269,2.64804372111513e-05,0.00973955601755512,0.0150375366210724,"Non-significant",2.01146084019743,"FAT1","Protocadherin Fat 1","FAT1_HUMAN"
-0.590373833974189,11.8658843721662,-8.42801354974654,6.99222419568983e-05,0.0195637610771818,2.32194928312145,"ANXA1_HUMAN",23,-9.01334700637944,2.7607812226247e-05,0.00973955601755512,-0.0728597243626945,"Non-significant",2.01146084019743,"ANXA1","Annexin A1","ANXA1_HUMAN"
-0.770968039830532,10.5657664707729,-7.91233341817452,0.000104321189782796,0.0264519416843003,1.93553106220109,"TRFL_HUMAN",33,-8.53333383533858,4.02797563709636e-05,0.0130945446102026,-0.105710268020632,"Non-significant",1.8829096004625,"LTF","Lactotransferrin","TRFL_HUMAN"
0.79594079653422,8.47495065416608,10.898778679051,1.32137228051148e-05,0.0082473959108232,3.85677760259467,"CDO1_HUMAN",7,8.53130813119309,4.03455281310161e-05,0.0130945446102026,-0.0366194248199463,"Non-significant",1.8829096004625,"CDO1","Cysteine dioxygenase type 1","CDO1_HUMAN"
-1.51065293947855,8.48600373949323,-10.9125645587466,1.31043147119449e-05,0.0082473959108232,3.86408813971125,"DMBT1_HUMAN",1,-8.37256270543253,4.58947724653181e-05,0.0137980908801605,-0.51389706134796,"Up in B1",1.86018099892977,"DMBT1","Scavenger receptor cysteine-rich domain-containing protein DMBT1","DMBT1_HUMAN"
-0.524868726730341,9.54437078748431,-7.64871938029149,0.000129076203980978,0.0305712750897918,1.72754667594055,"PERM_HUMAN",27,-8.37204336533932,4.59142782554023e-05,0.0137980908801605,0.0922660827636665,"Non-significant",1.86018099892977,"MPO","Myeloperoxidase","PERM_HUMAN"
0.579957405726148,14.3070584705898,8.27467320024614,7.85837742534433e-05,0.0212542914764146,2.20977633232999,"NDRG1_HUMAN",15,8.20588583910425,5.26600424836323e-05,0.0143951848371134,-0.109709819157956,"Non-significant",1.84178275432025,"NDRG1","Protein NDRG1","NDRG1_HUMAN"
-0.820888678232828,8.91316373007638,-7.52125511510356,0.000143382178845207,0.0323167499763892,1.62431768218982,"LAMA5_HUMAN",58,-8.19902074371285,5.29617382628082e-05,0.0143951848371134,0.0271431605021331,"Non-significant",1.84178275432025,"LAMA5","Laminin subunit alpha-5","LAMA5_HUMAN"
0.615459839502975,9.36477620261056,8.79709551501094,5.31701916962994e-05,0.0172569174169509,2.58291198887976,"PDLI3_HUMAN",12,8.19309957040254,5.32235081480654e-05,0.0143951848371134,0.110614220301317,"Non-significant",1.84178275432025,"PDLIM3","PDZ and LIM domain protein 3","PDLI3_HUMAN"
-0.415681362152112,12.9179902757917,-6.46835549610804,0.000362323688042744,0.0534526255414331,0.699762705977925,"CO4B_HUMAN",83,-8.00775409820736,6.21984303110029e-05,0.0157182741962662,0.0682884852091483,"Non-significant",1.80359513947876,"C4B_2","Complement C4-B","CO4B_HUMAN"
-0.470213731129967,9.63812759944371,-7.3328470996433,0.000167929670818214,0.0340645337254746,1.46845124949312,"BCAM_HUMAN",25,-7.9927394751294,6.29966673407813e-05,0.0157182741962662,0.0708432197570499,"Non-significant",1.80359513947876,"BCAM","Basal cell adhesion molecule","BCAM_HUMAN"
0.402106444040951,14.5270328521729,7.46547112477624,0.000150200148656785,0.0329384866540852,1.57858058901575,"APOL2_HUMAN",21,7.97128662437222,6.41571656211277e-05,0.0157182741962662,-0.154699166615783,"Non-significant",1.80359513947876,"APOL2","Apolipoprotein L2","APOL2_HUMAN"
1.02032001813253,8.86414391653878,9.56780315625946,3.09386205564204e-05,0.0125517983597398,3.08945046656891,"THRSP_HUMAN",5,7.94050941059526,6.58641018823085e-05,0.0157182741962662,0.00387660662334177,"Non-significant",1.80359513947876,"THRSP","Thyroid hormone-inducible hepatic protein","THRSP_HUMAN"
-1.62384692827862,8.92252840314593,-7.36367941240692,0.000163606235603645,0.0340384870689224,1.49423027626312,"PGBM_HUMAN",106,-7.77304730769421,7.60906757514098e-05,0.017639992658484,0.153066476186108,"Non-significant",1.7535015999514,"HSPG2","Basement membrane-specific heparan sulfate proteoglycan core protein","PGBM_HUMAN"
0.308499256769814,15.2211572102138,5.93625171649448,0.000605093780237787,0.0733437690473623,0.179139469621845,"ACOHC_HUMAN",48,7.63082533069746,8.61837273724747e-05,0.019424854552785,0.193211476008099,"Non-significant",1.71164222437566,"ACO1","Cytoplasmic aconitate hydratase","ACOHC_HUMAN"
-0.269388119379665,15.1182441711426,-5.19834589889162,0.00130402604392157,0.0942303300159553,-0.609218680078138,"CO3_HUMAN",111,-7.56439648588148,9.14045161358985e-05,0.0197201965884766,-0.0119032859802299,"Non-significant",1.70508875993918,"C3","Complement C3","CO3_HUMAN"
-0.59401027361554,12.326053755624,-7.08116618505694,0.000208467995636243,0.0393374259672669,1.25394258815684,"RIR2B_HUMAN",23,-7.51123899915609,9.58375708544341e-05,0.0197201965884766,-0.251435597737601,"Non-significant",1.70508875993918,"RRM2B","Ribonucleoside-diphosphate reductase subunit M2 B","RIR2B_HUMAN"
0.756870746612551,8.19649546486991,8.55417758461969,6.36013854084721e-05,0.0191133941186793,2.41256852406987,"PP13G_HUMAN",8,7.48763539374276,9.78826449791428e-05,0.0197201965884766,-0.127791961034108,"Non-significant",1.70508875993918,"PPP1R3G","Protein phosphatase 1 regulatory subunit 3G","PP13G_HUMAN"
-0.69688741366069,11.536091532026,-7.2059501202434,0.000187133892853395,0.0361524858717249,1.36121217404792,"DDB2_HUMAN",18,-7.46955824032812,9.94818980535987e-05,0.0197201965884766,0.00688648223877486,"Non-significant",1.70508875993918,"DDB2","DNA damage-binding protein 2","DDB2_HUMAN"
0.882343689600635,15.3666900907244,8.82543947813746,5.2084728808755e-05,0.0172569174169509,2.60244073165903,"MT2_HUMAN",6,7.46603156003232,9.97972902978629e-05,0.0197201965884766,0.213586489359525,"Non-significant",1.70508875993918,"MT2A","Metallothionein-2","MT2_HUMAN"
0.504971186320009,13.6218775340489,6.71061451687879,0.000289861388256562,0.0479986796798724,0.924425075418682,"PFKAP_HUMAN",34,7.44091094428544,0.000102076442779889,0.0197201965884766,0.26764082908629,"Non-significant",1.70508875993918,"PFKP","ATP-dependent 6-phosphofructokinase, platelet type","PFKAP_HUMAN"
-0.208292484283456,12.6743507385254,-4.31827421233022,0.00358847415965147,0.148311306779647,-1.65851931531596,"LRP1_HUMAN",189,-7.30273066029085,0.00011570173163955,0.0218326476865885,0.0556738376617414,"Non-significant",1.66089359338163,"LRP1","Prolow-density lipoprotein receptor-related protein 1","LRP1_HUMAN"
0.960595528284728,9.75233936309815,7.22640092892518,0.000183877911220512,0.0361524858717249,1.37861980887492,"REEP3_HUMAN",11,7.20817410351213,0.000126194777678742,0.0232714642292117,0.0254429976145403,"Non-significant",1.63317629025599,"REEP3","Receptor expression-enhancing protein 3","REEP3_HUMAN"
1.50754030545554,12.4546345302037,7.6226089768743,0.000131870178474576,0.0305712750897918,1.7065443625362,"ACPM_HUMAN",3,7.03345290848712,0.00014849998315071,0.0265614409199566,-0.0795592466990165,"Non-significant",1.57574836881412,"NDUFAB1","Acyl carrier protein, mitochondrial","ACPM_HUMAN"
-0.886079231897986,9.69751058306013,-6.54706069702146,0.000336756943183867,0.0507715117844297,0.773573934004258,"PTPRF_HUMAN",57,-7.01865602161424,0.000150582484880207,0.0265614409199566,-0.176276206970201,"Non-significant",1.57574836881412,"PTPRF","Receptor-type tyrosine-protein phosphatase F","PTPRF_HUMAN"
0.599829355875674,18.2117701939174,6.54342348185892,0.000337892733098251,0.0507715117844297,0.770180488150163,"LDHA_HUMAN",24,6.94270561405966,0.000161797830318223,0.0279325020255758,0.357156197230019,"Non-significant",1.5538901610683,"LDHA","L-lactate dehydrogenase A chain","LDHA_HUMAN"
-0.412692308425912,13.5093522753034,-5.90425108578102,0.000624700301784771,0.0735612904132514,0.146591054574396,"ITIH2_HUMAN",47,-6.8201738485005,0.000181910128782308,0.0299799987811116,0.111230850219734,"Non-significant",1.52316838914473,"ITIH2","Inter-alpha-trypsin inhibitor heavy chain H2","ITIH2_HUMAN"
3.87996522585552,9.60973617008755,6.54570365432563,0.00033718020274173,0.0507715117844297,0.772308040190973,"K1C16_HUMAN",21,6.81832541374733,0.000182234149424245,0.0299799987811116,0.126805146535222,"Non-significant",1.52316838914473,"KRT16","Keratin, type I cytoskeletal 16","K1C16_HUMAN"
0.56342415014903,7.30458082471575,7.36955746136623,0.000162796328889657,0.0340384870689224,1.49913275617682,"FOXO3_HUMAN",11,6.80413937208946,0.000184742412996744,0.0299799987811116,0.0643438498179094,"Non-significant",1.52316838914473,"FOXO3","Forkhead box protein O3","FOXO3_HUMAN"
0.430429935455308,16.4434779030936,6.12855706579353,0.00050084770992779,0.0655464244895821,0.371729912320096,"ALDOA_HUMAN",29,6.74817194493977,0.000195020458664712,0.0304448713745283,-0.0337430636088243,"Non-significant",1.51648585644114,"ALDOA","Fructose-bisphosphate aldolase A","ALDOA_HUMAN"
-0.926860332488978,10.7357330322266,-11.2313573603296,1.08403829352337e-05,0.00799626064877148,4.02979660237415,"GSTA5_HUMAN",2,-6.7476919069924,0.000195111327517312,0.0304448713745283,-0.213969628016153,"Non-significant",1.51648585644114,"GSTA5","Glutathione S-transferase A5","GSTA5_HUMAN"
1.17555165290829,12.6139693941389,8.9542930551875,4.74565107751185e-05,0.0172569174169509,2.69032473170298,"MT1G_HUMAN",1,6.7008462211776,0.000204210221901114,0.0309142471380141,-0.0863682428995585,"Non-significant",1.50984132551275,"MT1G","Metallothionein-1G","MT1G_HUMAN"
-0.272047758102369,14.6750672204154,-5.29916793998311,0.00116929468888065,0.089413380089424,-0.496725094094572,"THRB_HUMAN",42,-6.6801315559057,0.000208383628693769,0.0309142471380141,0.148887236913026,"Non-significant",1.50984132551275,"F2","Prothrombin","THRB_HUMAN"
0.549064795176168,10.5469213213239,6.14875552260177,0.000491121908221775,0.0653272649723194,0.391662535773199,"VLDLR_HUMAN",32,6.66504432610274,0.000211483082594977,0.0309142471380141,0.0983719825744345,"Non-significant",1.50984132551275,"VLDLR","Very low-density lipoprotein receptor","VLDLR_HUMAN"
0.482783794403083,10.6124320711408,6.36666923933528,0.00039864735738508,0.0567478010144305,0.6032060623557,"DEMA_HUMAN",19,6.63222678191177,0.000218403899128781,0.0309142471380141,-0.0283029874165841,"Non-significant",1.50984132551275,"DMTN","Dematin","DEMA_HUMAN"
0.745447953542051,13.5651122501918,10.1522113424728,2.10366226714647e-05,0.0106681972722665,3.44195991982074,"APOC1_HUMAN",4,6.62070870545633,0.000220892436062635,0.0309142471380141,0.0138112703959159,"Non-significant",1.50984132551275,"APOC1","Apolipoprotein C-I","APOC1_HUMAN"
0.351061741511037,12.8168108803886,5.58579550858157,0.00086387190300226,0.0784799891341377,-0.185288711114992,"SRBS1_HUMAN",46,6.62030910742893,0.000220979336209615,0.0309142471380141,0.0415473779042586,"Non-significant",1.50984132551275,"SORBS1","Sorbin and SH3 domain-containing protein 1","SRBS1_HUMAN"
0.874687552452089,8.34471341541835,6.20122433457294,0.000466833027033507,0.0631313863558313,0.443181376339044,"LAMB1_HUMAN",30,6.54990271678696,0.000236902023734395,0.0324203711243964,0.0754066308339834,"Non-significant",1.48918201797748,"LAMB1","Laminin subunit beta-1","LAMB1_HUMAN"
-0.352070887883549,11.2323672430856,-5.50756859512041,0.000937289265968277,0.0826648380876805,-0.269071187670183,"PRG4_HUMAN",49,-6.53792264833271,0.000239736537769754,0.0324203711243964,-0.158405701319381,"Non-significant",1.48918201797748,"PRG4","Proteoglycan 4","PRG4_HUMAN"
-0.38168708483378,9.66481590270996,-5.84355415122725,0.000663875543091034,0.0737902213238445,0.0844577433220675,"HMDH_HUMAN",25,-6.35845013085164,0.000287051665755813,0.0381825773105356,0.0652094682057722,"Non-significant",1.4181347602282,"HMGCR","3-hydroxy-3-methylglutaryl-coenzyme A reductase","HMDH_HUMAN"
-0.494313955306993,10.2019368580409,-5.63095861629844,0.000824425483830931,0.0781421038782249,-0.137328297262783,"AGRIN_HUMAN",63,-6.32577111466816,0.000296739876084555,0.0388346347508077,0.134582122166975,"Non-significant",1.41078077513555,"AGRN","Agrin","AGRIN_HUMAN"
0.60303084055584,14.6088598796299,6.09540517579092,0.000517282802964044,0.0666227406865119,0.33889337925385,"RL7_HUMAN",17,6.28361923634191,0.00030977762130317,0.0395348588809145,0.0360031922657988,"Non-significant",1.40301980707135,"RPL7","Large ribosomal subunit protein uL30","RL7_HUMAN"
0.468888441721623,10.1496240070888,6.74947186356281,0.000279831154712486,0.0473031247778564,0.959769011764357,"FHL1_HUMAN",12,6.27714739343285,0.000311835219174085,0.0395348588809145,0.0103260676065329,"Non-significant",1.40301980707135,"FHL1","Four and a half LIM domains protein 1","FHL1_HUMAN"
-0.685839653015124,9.56433364323207,-6.40446795159989,0.000384687456387937,0.0557384646630665,0.639256240192548,"B4GA1_HUMAN",11,-6.25015980313639,0.000320580709764872,0.0396230385460086,0.117296854654947,"Non-significant",1.40205222306389,"B4GAT1","Beta-1,4-glucuronyltransferase 1","B4GA1_HUMAN"
0.520376761754349,13.3493344443185,7.01190328177715,0.000221485923500022,0.0408440178017995,1.19361047066143,"CRIP2_HUMAN",10,6.24495861608916,0.000322297331037289,0.0396230385460086,-0.0882729689280417,"Non-significant",1.40205222306389,"CRIP2","Cysteine-rich protein 2","CRIP2_HUMAN"
-0.516782442728676,13.4333689553397,-5.61813231770638,0.000835419562836316,0.0781421038782249,-0.150918641586459,"ADRO_HUMAN",35,-6.10614557286247,0.000372109507894859,0.0444383871147149,-0.0552113850911411,"Non-significant",1.35224171210495,"FDXR","NADPH:adrenodoxin oxidoreductase, mitochondrial","ADRO_HUMAN"
0.651375810305286,8.30694695881435,5.86170207816374,0.000651881333092052,0.0735612904132514,0.103089855431509,"NOC3L_HUMAN",19,6.1053481493135,0.000372419315233006,0.0444383871147149,-0.201729853947949,"Non-significant",1.35224171210495,"NOC3L","Nucleolar complex protein 3 homolog","NOC3L_HUMAN"
-2.05549971262614,15.2512708391462,-5.81308436361805,0.000684573378772952,0.0740617119381831,0.0530696192222262,"FIBA_HUMAN",43,-6.07474935888452,0.000384526412182626,0.0450057211758362,0.175279140472426,"Non-significant",1.34673227473217,"FGA","Fibrinogen alpha chain","FIBA_HUMAN"
0.774265686670946,10.1063883645194,6.91963090141825,0.000240275737525983,0.0428508264167185,1.11234522675012,"VATF_HUMAN",6,6.06551084263907,0.000388267251948303,0.0450057211758362,-0.17437585194906,"Non-significant",1.34673227473217,"ATP6V1F","V-type proton ATPase subunit F","VATF_HUMAN"
-0.234026590983085,11.7890575953892,-4.21867541706085,0.00405275092044562,0.154811952951409,-1.78498328864285,"GOGB1_HUMAN",194,-6.0406764829533,0.000398524964184688,0.0454360919525217,0.0939723650614326,"Non-significant",1.34259903021175,"GOLGB1","Golgin subfamily B member 1","GOGB1_HUMAN"
0.383951187133777,10.3615262167794,5.66299653591695,0.000797664096205594,0.0779414590320297,-0.103486896028439,"ANGL3_HUMAN",22,6.02964063409125,0.000403179519420947,0.0454360919525217,-0.0583211978276585,"Non-significant",1.34259903021175,"ANGPTL3","Angiopoietin-related protein 3","ANGL3_HUMAN"
-0.251435597737599,11.8894924436297,-5.06564963200703,0.00150844994284627,0.100324285543071,-0.75965341380854,"A0AAG2UXZ5_HUMAN",30,-5.99086129044603,0.000420020264142073,0.0466855400445039,0.0410852432251083,"Non-significant",1.3308176130381,"COL18A1","Collagen type XVIII alpha 1 chain;Collagen alpha-1(XVIII) chain","A0AAG2UXZ5_HUMAN"
-1.89269240697226,15.5738410949707,-5.65328443118339,0.000805672619492676,0.0779414590320297,-0.113729902624895,"FIBG_HUMAN",29,-5.9012608180731,0.000461997421027986,0.0501770989755028,0.0115287303924578,"Non-significant",1.29949445133849,"FGG","Fibrinogen gamma chain","FIBG_HUMAN"
-0.469191273053488,7.69415153775896,-5.6617118020973,0.000798718349856622,0.0779414590320297,-0.104841069885853,"ITB2_HUMAN",19,-5.89761541675102,0.000463801136697401,0.0501770989755028,0.641230384508773,"Non-significant",1.29949445133849,"ITGB2","Integrin beta-2","ITB2_HUMAN"
0.364331722259527,11.3888277326311,5.37114542737898,0.00108260745138387,0.0875114892267082,-0.417360026675169,"FA83G_HUMAN",26,5.85685211956075,0.000484511262572173,0.0517279524277712,0.046101649602253,"Non-significant",1.28627471213644,"FAM83G","Protein FAM83G","FA83G_HUMAN"
1.92338728904725,8.55717631748744,5.96697989793232,0.000586913792335459,0.0732649001693833,0.210258283789411,"PCOC1_HUMAN",2,5.84223601224831,0.00049218515683039,0.0518648099028803,-0.37584908803304,"Non-significant",1.28512720956022,"PCOLCE","Procollagen C-endopeptidase enhancer 1","PCOC1_HUMAN"
-0.48288416862488,8.12018496649606,-5.65182094367295,0.000806887177556137,0.0779414590320297,-0.115274581837519,"ZGPAT_HUMAN",15,-5.69232341652384,0.000579167668564052,0.0585905670075813,-0.0222913026809692,"Non-significant",1.2321722991068,"ZGPAT","Zinc finger CCCH-type with G patch domain-containing protein","ZGPAT_HUMAN"
0.434278806050614,17.1186155591692,5.14345869095735,0.00138458590403943,0.0968493967704822,-0.671113895594609,"CNDP2_HUMAN",40,5.68530140789552,0.000583640427449088,0.0585905670075813,-0.201206684112551,"Non-significant",1.2321722991068,"CNDP2","Cytosolic non-specific dipeptidase","CNDP2_HUMAN"
-0.710041364034012,8.98424216679165,-5.47186277538001,0.000973096457250472,0.0839968580226631,-0.307614060663862,"MASP1_HUMAN",18,-5.68380460230395,0.000584598774054154,0.0585905670075813,-0.0939708550771083,"Non-significant",1.2321722991068,"MASP1","Mannan-binding lectin serine protease 1","MASP1_HUMAN"
-0.29190286000571,10.1037758418492,-5.26958684176434,0.00120714332780853,0.0906922311281336,-0.529569984305676,"SAFB2_HUMAN",22,-5.67508443682384,0.000590216717087447,0.0585905670075813,-0.0426606337229742,"Non-significant",1.2321722991068,"SAFB2","Scaffold attachment factor B2","SAFB2_HUMAN"
-1.1318035920461,8.48377929415022,-6.58631659994716,0.000324768011956339,0.0507715117844297,0.810090968400834,"S100P_HUMAN",2,-5.67215765694786,0.000592115663621108,0.0585905670075813,0.0167754491170324,"Non-significant",1.2321722991068,"S100P","Protein S100-P","S100P_HUMAN"
0.625989993413304,12.5726048605783,6.75583315555223,0.000278226629673205,0.0473031247778564,0.965537202524609,"CUTA_HUMAN",6,5.56199667158369,0.00066875266369235,0.0635127240715798,0.166651089986191,"Non-significant",1.19713925989698,"CUTA","Protein CutA","CUTA_HUMAN"
0.371793190638229,14.6050827843802,5.23317663001794,0.0012556172413044,0.091784489152648,-0.570180404551525,"GBP1_HUMAN",22,5.56077083315351,0.000669664986770675,0.0635127240715798,-0.307703415552766,"Non-significant",1.19713925989698,"GBP1","Guanylate-binding protein 1","GBP1_HUMAN"
0.330486297607436,18.8421756199428,4.93933718192764,0.00173663965956734,0.107228976861829,-0.905386695660438,"ALDOB_HUMAN",33,5.55726707218273,0.000672280239885937,0.0635127240715798,-0.0209221045176209,"Non-significant",1.19713925989698,"ALDOB","Fructose-bisphosphate aldolase B","ALDOB_HUMAN"
-0.310890197753908,10.6548396519252,-5.40538664639888,0.0010439042241499,0.0864310089260439,-0.379878701856008,"FBX22_HUMAN",18,-5.5560796298747,0.00067316912375596,0.0635127240715798,0.166485150655133,"Non-significant",1.19713925989698,"FBXO22","F-box only protein 22","FBX22_HUMAN"
-0.396876573562581,12.1613483428955,-5.18000761348796,0.00133034604464543,0.0943964930127097,-0.629846916184579,"MA1A1_HUMAN",24,-5.54166401290006,0.000684064535557086,0.0637988464541401,-0.0344607035319502,"Non-significant",1.195187173679,"MAN1A1","Mannosyl-oligosaccharide 1,2-alpha-mannosidase IA","MA1A1_HUMAN"
1.06570609410604,7.54147945131574,5.60426987578915,0.000847486460596967,0.0781421038782249,-0.165633936610135,"TSP3_HUMAN",7,5.53085527027884,0.000692361793284074,0.063838904439852,-0.260093530019127,"Non-significant",1.19491457466186,"THBS3","Thrombospondin-3","TSP3_HUMAN"
-0.808701634407044,7.61659853799003,-5.23367414159279,0.00125494044652564,0.091784489152648,-0.569624137810189,"NRP1_HUMAN",20,-5.45940156598792,0.000750094091450491,0.0676892110833875,0.0339559713999087,"Non-significant",1.1694805475681,"NRP1","Neuropilin-1","NRP1_HUMAN"
0.735729773839317,9.04709066663469,6.90725220208896,0.00024293049237972,0.0428508264167185,1.10136506264889,"COL10_HUMAN",4,5.45856041314599,0.000750804658307232,0.0676892110833875,-0.077320496241267,"Non-significant",1.1694805475681,"COLEC10","Collectin-10","COL10_HUMAN"
