,Name,Term,ES,NES,NOM p-val,FDR q-val,FWER p-val,Tag %,Gene %,Lead_genes
10,prerank,Regulation Of Complement Cascade R-HSA-977606,0.5351048676522813,2.9638348532201624,0.0,0.0,0.0,19/24,27.76%,C3;VTN;C4A;C5;CLU;C4BPA;PROS1;IGLL5;CFI;C1R;CFHR5;C4B;C8B;C1S;HNRNPC;CFH;CPB2;SERPING1;PSMA7
11,prerank,Prefoldin Mediated Transfer Of Substrate To CCT/TriC R-HSA-389957,0.5861891461818047,2.7807538616292082,0.0,0.0005035402185291039,0.004,13/16,23.90%,TUBA1C;TUBB4B;TUBA4A;TUBB;CCT3;TCP1;CCT4;CCT7;CCT8;CCT2;CCT5;TUBB3;CCT6B
12,prerank,Regulation Of Expression Of SLITs And ROBOs R-HSA-9010553,0.2593703646478108,2.7673829762571027,0.0,0.0006507288977914574,0.006,88/103,61.72%,RPS27A;PSMD14;RPSA;RPS10;RPL22;RPLP1;RPS9;RPS16;RPS3;PSMC5;PSMC3;RPS25;RPLP0;RPS13;RPL10A;RPL30;PSMC4;PSMD13;PSMC1;PSMC2;PSMC6;RPS14;PSME2;PSMB2;PSMA6;RPS2;RPL12;RPL27A;RPS4X;RPLP2;PSMA7;EIF4A3;PSMD12;RPS5;PSMD11;RPL18;RPS11;RPL11;PSMA1;RPS3A;PSMA4;PSMD8;RPL5;PSMB3;PSMA3;PSMA2;PSMD3;RPS15A;PSMB1;RPS7;ETF1;RPL14;PSMD6;PSMD2;RPL9;PSMA5;ELOB;PSMB4;RPS8;RPL15;RPL27;RPL4;MAGOH;PSMD5;RPS23;RPL7;RPL29;RPL28;RPL26;RPL8;DAG1;RPS6;PABPC1;RPS17;RPS27;RPS20;PSMD7;RPS12;PSME3;RPL23;RPS19;PSMB5;RPL35A;RPL7A;PSMB6;RBX1;PSMB9;PSME1
13,prerank,Formation Of Tubulin Folding Intermediates By CCT/TriC R-HSA-389960,0.5676163053352952,2.755381296228744,0.0,0.0005639650447525964,0.006,14/17,26.83%,TUBA1C;TUBB4B;TUBA4A;TUBB;CCT3;TCP1;CCT4;CCT7;CCT8;CCT2;CCT5;TUBB3;CCT6B;TUBA8
14,prerank,Cooperation Of Prefoldin And TriC/CCT In Actin And Tubulin Folding R-HSA-389958,0.5676163053352952,2.755381296228744,0.0,0.0005639650447525964,0.006,14/17,26.83%,TUBA1C;TUBB4B;TUBA4A;TUBB;CCT3;TCP1;CCT4;CCT7;CCT8;CCT2;CCT5;TUBB3;CCT6B;TUBA8
15,prerank,Immune System R-HSA-168256,0.15377482871657544,2.705663565314488,0.0,0.0006797792950142903,0.007,214/354,49.50%,C3;APOB;VTN;FN1;AHSG;FGB;FGA;C4A;C5;CLU;LTF;C4BPA;POLR3B;PKM;GSN;QSOX1;HSPA1A;F13A1;IGF2R;VCP;HSP90AB1;PROS1;HSP90AA1;CLSTN1;SDC1;IGLL5;KRT1;TUBB4B;PPIA;CFI;EEF1A1;TGFB1;FLNA;HSPA5;RAP1B;EEF2;HSP90B1;RPS27A;A1BG;C1R;UBA1;FGG;CAP1;LYZ;SERPINA1;LAMA5;PSMD14;CTSB;PPP2CA;PYGB;CFHR5;XRCC5;C4B;YWHAZ;PDIA3;TUBB;COLEC10;C8B;XRCC6;CTSD;CLTC;GSTO1;MASP1;ACLY;HSPA8;DHX9;TCP1;ALDOC;C1S;MYH9;HNRNPC;EIF4A1;PIGR;PSMC5;HEXB;CCT8;PA2G4;DYNC1H1;PSMC3;CRLF1;FLNB;CST3;SPTAN1;RPLP0;SEC23A;APP;BPIFB2;AP1B1;CCT2;PSMC4;CAND1;CFH;IDH1;PPIE;PSMD13;PLA2G2A;PSMC1;HLA-A;GDI2;APRT;CPB2;FTH1;P4HB;HSPA9;PSMC2;PSMC6;MAN2B1;KPNB1;PYGL;LBP;ACTR3;PSME2;B4GALT1;CD74;SERPING1;PSMB2;PSMA6;COPB1;VAT1;CAPZA1;DCD;GLB1;CALM1;PPP2R1A;COTL1;CYB5R3;MRC2;REG3A;RAB14;PSMA7;EIF4A3;FSCN1;PGM1;CAPZB;IQGAP1;CTSH;PSMD12;PRKDC;HUWE1;CCL20;AP2M1;GSTP1;ARPC2;PSMD11;S100P;CFB;HNRNPA2B1;DIAPH1;ACTR1A;PSMA1;RAB18;PSMA4;AP2B1;PSMD8;RAB7A;RAB5C;UBE2V1;AP2A1;YWHAB;ARPC5;PSMB3;TKFC;MSN;SEC24C;C4BPB;PSMA3;CTSZ;PSMA2;PSMD3;TIMP1;KIF5B;GGH;ILF2;DNM2;PSMB1;EIF4A2;FUCA1;AP1M1;PSMD6;CHI3L1;SEC31A;NIT2;VASP;LMNB1;PSMD2;DCTN1;CDC42;PRDX4;PSMA5;HNRNPF;AP1G1;TPR;NPEPPS;CLTA;ICOSLG;ELOB;SRP14;CD81;PSMB4;PFKL;IMPDH2;TALDO1;UBE2N;COL1A2;PCBP2;AGL;TTR;PSMD5;CTSV;VCL;FTL;FUCA2;ARPC3;ADAM10
16,prerank,Amyloid Fiber Formation R-HSA-977225,0.47988133921634674,2.6518791265214965,0.0,0.0009241444010651789,0.009,14/22,18.29%,APOE;FGA;APOA1;LTF;H2BC11;H2BC12;TGFBI;GSN;H2AZ1;RPS27A;LYZ;HSPG2;CST3;APP
17,prerank,Signaling By ROBO Receptors R-HSA-376176,0.2401719089054107,2.648979902074864,0.0,0.0010070804370582076,0.011,95/114,61.72%,PFN1;RPS27A;CAP1;PSMD14;RPSA;RPS10;RPL22;RPLP1;RPS9;RPS16;RPS3;PSMC5;PSMC3;RPS25;RPLP0;RPS13;RPL10A;RPL30;PSMC4;PSMD13;PSMC1;PSMC2;PSMC6;RPS14;PSME2;PSMB2;PSMA6;RPS2;RPL12;RPL27A;RPS4X;RPLP2;PSMA7;EIF4A3;PSMD12;RPS5;PSMD11;RPL18;RPS11;RPL11;PSMA1;RPS3A;PSMA4;PSMD8;RPL5;PSMB3;PSMA3;PSMA2;PSMD3;NRP1;PFN2;RPS15A;PRKAR2A;PSMB1;RPS7;ETF1;RPL14;PSMD6;VASP;PSMD2;CDC42;RPL9;PSMA5;ELOB;PSMB4;RPS8;RPL15;RPL27;RPL4;MAGOH;PSMD5;RPS23;RPL7;RPL29;RPL28;RPL26;RPL8;DAG1;RPS6;PABPC1;RPS17;RPS27;RPS20;PSMD7;RPS12;PSME3;RPL23;RPS19;PSMB5;RPL35A;RPL7A;PSMB6;RBX1;PSMB9;PSME1
18,prerank,Initial Triggering Of Complement R-HSA-166663,0.6696805410116541,2.6363448328317025,0.0,0.001144891444234594,0.013,9/11,16.13%,C3;C4A;IGLL5;C1R;C4B;COLEC10;MASP1;C1S;HNRNPC
19,prerank,Metabolism Of Proteins R-HSA-392499,0.13257093269419545,2.4937349065127297,0.0,0.004531861966761935,0.028,318/451,61.72%,ALB;C3;H2AC21;APOB;FN1;AHSG;ITIH2;APOE;FGA;MATN3;C4A;APOA1;LTF;H2BC11;H2BC12;TGFBI;GSN;QSOX1;GPC3;MAN1A1;PLG;NPM1;F5;SERPIND1;TUBA1C;VCP;PROS1;TF;TUBB4B;LAMB1;PDIA6;TUBA4A;EEF1A1;TGFB1;H2AC11;EIF5;LAMC1;EEF2;H2AZ1;HSP90B1;RPS27A;THBS1;EEF1G;UBA1;NOTUM;FGG;SERPINC1;LYZ;SERPINA1;F9;PSMD14;ADAMTS13;RPSA;GANAB;DMBT1;HSPG2;RPS10;ALG1;B4GAT1;IGF2;RPL22;PDIA3;IGFALS;TUBB;VARS1;CTSD;CCT3;KCTD11;RPLP1;RARS1;HSPA8;SPTBN1;RPS9;TCP1;RPS16;RPS3;CCT4;NANS;HNRNPC;EIF4A1;COPA;PSMC5;CCT7;CCT8;DYNC1H1;PSMC3;RPS25;CST3;SPTAN1;RPLP0;SEC23A;RPS13;APP;BPIFB2;RPL10A;CCT2;USO1;RPL30;PSMC4;CAND1;CCT5;PSMD13;PSMC1;ETFB;HLA-A;HNRNPK;CPB2;P4HB;TUBB3;AARS1;PSMC2;PSMC6;MAN2A1;APLP2;RPS14;LMAN2;PSME2;B4GALT1;CCT6B;PSMB2;PSMA6;RPS2;PCNA;RPL12;COPB1;CAPZA1;ARF4;GLB1;CALM1;HARS1;TUBA8;ARF5;EIF3C;RPL27A;EIF3A;RPS4X;RAB14;RPLP2;PSMA7;CAPZB;PARP1;PPA2;DARS1;RUVBL1;CTSH;PSMD12;PRKDC;RPS5;PPA1;NSF;SARS1;PSMD11;RPL18;RPS11;VCAN;DDB1;RPL11;ACTR1A;TARS1;EIF3K;PSMA1;RPS3A;RAB18;PSMA4;GFPT1;PLA2G7;PSMD8;RAB7A;RPL5;RAB5C;EIF3F;LMNB2;CCT6A;COPB2;PSMB3;SEC24C;EIF3L;ARCN1;PSMA3;IARS1;CTSZ;PSMA2;PSMD3;TIMP1;KIF5B;EIF3B;RPS15A;EIF3E;PSMB1;COPG1;RPS7;ETF1;EIF4A2;NARS1;KTN1;FUCA1;QARS1;RPL14;CPE;COPS8;ACHE;HDAC1;EEF1B2;PSMD6;APOA4;APOA5;TOP1;SEC31A;MFGE8;STC2;DDX5;IGFBP7;GARS1;PSMD2;DCTN1;GPS1;DDX17;EIF2S1;RPL9;PSMA5;TPR;RAB1B;TUBB2A;ELOB;FARSB;RAB5A;SRP14;PSMB4;TTLL12;RPS8;RPL15;GNB1;RPL27;FBN1;RPL4;UBE2N;GMDS;VWA1;KARS1;CD109;NOP56;EIF2S3;NOP58;TTR;PSMD5;USP5;DTD1;FUCA2;ADAM10;USP14;RPS23;RPL7;OTUB1;EPRS1;WARS1;KNG1;PMM2;RPL29;UGGT1;RPL28;RPL26;USP7;RPL8;FN3K;DAG1;COPS3;CTSC;RAB6A;EIF3D;RPS6;PABPC1;SPON2;UBA2;RPS17;EIF4E;RPS27;PRSS23;FBXO2;RPS20;PSMD7;MARS1;DNAJC3;COPS6;IARS2;SEC24A;LARS1;IGFBP2;OS9;RPS12;PSME3;SORL1;TBCB;USP9X;EEF1D;RAB1A;RPL23;INHBE;EIF3I;CALR;RPS19;PCSK9;MAT2B;TRIM28;FBXO22;NUCB1;RAB2A;TUFM;PSMB5;ERO1A;RPL35A;RPL7A;RAB5B;PSMB6;RBX1;PSMB9;CAPZA2;MUC6;PSME1
20,prerank,AUF1 (hnRNP D0) Binds And Destabilizes mRNA R-HSA-450408,0.3454442452953549,2.4879541479848357,0.0016778523489932886,0.004603796283694664,0.031,39/41,61.72%,HSPA1A;RPS27A;PSMD14;HSPA8;PSMC5;PSMC3;PSMC4;PSMD13;PSMC1;PSMC2;PSMC6;PSME2;PSMB2;PSMA6;PSMA7;PSMD12;HNRNPD;PSMD11;PSMA1;PSMA4;PSMD8;PSMB3;PSMA3;PSMA2;HSPB1;PSMD3;PSMB1;PSMD6;PSMD2;PSMA5;PSMB4;PSMD5;PABPC1;PSMD7;PSME3;PSMB5;PSMB6;PSMB9;PSME1
21,prerank,Hedgehog Ligand Biogenesis R-HSA-5358346,0.3440855789473716,2.4730481945851124,0.001639344262295082,0.004724122777473048,0.035,38/40,61.72%,VCP;RPS27A;NOTUM;PSMD14;PSMC5;PSMC3;PSMC4;PSMD13;PSMC1;P4HB;PSMC2;PSMC6;PSME2;PSMB2;PSMA6;PSMA7;PSMD12;PSMD11;PSMA1;PSMA4;PSMD8;PSMB3;PSMA3;PSMA2;PSMD3;PSMB1;PSMD6;PSMD2;PSMA5;PSMB4;PSMD5;PSMD7;OS9;PSME3;PSMB5;PSMB6;PSMB9;PSME1
22,prerank,Assembly Of Pre-Replicative Complex R-HSA-68867,0.34422296194274027,2.470210973178419,0.0016556291390728477,0.004431153923056114,0.036,38/40,61.72%,H2BC11;H2BC12;H2AZ1;RPS27A;PSMD14;PSMC5;PSMC3;PSMC4;PSMD13;PSMC1;PSMC2;PSMC6;KPNB1;PSME2;PSMB2;PSMA6;PSMA7;PSMD12;PSMD11;PSMA1;PSMA4;PSMD8;PSMB3;PSMA3;PSMA2;PSMD3;PSMB1;PSMD6;PSMD2;PSMA5;PSMB4;PSMD5;PSMD7;PSME3;PSMB5;PSMB6;PSMB9;PSME1
23,prerank,DNA Replication Pre-Initiation R-HSA-69002,0.34422296194274027,2.470210973178419,0.0016556291390728477,0.004431153923056114,0.036,38/40,61.72%,H2BC11;H2BC12;H2AZ1;RPS27A;PSMD14;PSMC5;PSMC3;PSMC4;PSMD13;PSMC1;PSMC2;PSMC6;KPNB1;PSME2;PSMB2;PSMA6;PSMA7;PSMD12;PSMD11;PSMA1;PSMA4;PSMD8;PSMB3;PSMA3;PSMA2;PSMD3;PSMB1;PSMD6;PSMD2;PSMA5;PSMB4;PSMD5;PSMD7;PSME3;PSMB5;PSMB6;PSMB9;PSME1
24,prerank,Metabolism Of Fat-Soluble Vitamins R-HSA-6806667,0.45245859740356387,2.465882111933972,0.0,0.004276218471201006,0.036,12/22,11.51%,APOB;APOE;APOA1;GPC3;APOM;SDC1;AGRN;AKR1C3;SDC4;HSPG2;APOC3;RBP4
25,prerank,Retinoid Metabolism And Transport R-HSA-975634,0.45245859740356387,2.465882111933972,0.0,0.004276218471201006,0.036,12/22,11.51%,APOB;APOE;APOA1;GPC3;APOM;SDC1;AGRN;AKR1C3;SDC4;HSPG2;APOC3;RBP4
26,prerank,Neutrophil Degranulation R-HSA-6798695,0.1956128333270087,2.4628213697545323,0.0,0.004117840009304672,0.036,104/144,55.58%,C3;AHSG;LTF;PKM;GSN;QSOX1;HSPA1A;IGF2R;VCP;HSP90AB1;HSP90AA1;KRT1;TUBB4B;PPIA;EEF1A1;RAP1B;EEF2;A1BG;CAP1;LYZ;SERPINA1;PSMD14;CTSB;PYGB;XRCC5;TUBB;XRCC6;CTSD;ACLY;HSPA8;ALDOC;PIGR;HEXB;CCT8;PA2G4;DYNC1H1;PSMC3;CST3;SPTAN1;CCT2;CAND1;IDH1;PPIE;PSMD13;HLA-A;GDI2;APRT;FTH1;PSMC2;MAN2B1;KPNB1;PYGL;B4GALT1;COPB1;VAT1;GLB1;COTL1;CYB5R3;RAB14;PGM1;IQGAP1;CTSH;PSMD12;HUWE1;GSTP1;PSMD11;S100P;DIAPH1;RAB18;RAB7A;RAB5C;ARPC5;CTSZ;PSMA2;PSMD3;GGH;ILF2;PSMB1;FUCA1;AP1M1;PSMD6;CHI3L1;NIT2;PSMD2;PRDX4;PSMA5;SRP14;PFKL;IMPDH2;AGL;TTR;VCL;FTL;FUCA2;ADAM10;PRCP;CTSC;RAB6A;GAA;RNASET2;NBEAL2;PSMD7;MANBA;DNAJC3
27,prerank,GRB2:SOS Provides Linkage To MAPK Signaling For Integrins R-HSA-354194,0.6734797195845995,2.4468220509316354,0.0,0.0042922462765653275,0.04,7/9,12.86%,FN1;FGB;FGA;TLN1;RAP1B;FGG;VWF
28,prerank,p130Cas Linkage To MAPK Signaling For Integrins R-HSA-372708,0.6734797195845995,2.4468220509316354,0.0,0.0042922462765653275,0.04,7/9,12.86%,FN1;FGB;FGA;TLN1;RAP1B;FGG;VWF
29,prerank,ABC Transporter Disorders R-HSA-5619084,0.34268557844351916,2.429264467978266,0.003316749585406302,0.004511720358020771,0.045,37/39,61.72%,APOA1;VCP;RPS27A;PSMD14;PSMC5;PSMC3;PSMC4;PSMD13;PSMC1;PSMC2;PSMC6;PSME2;PSMB2;PSMA6;PSMA7;PSMD12;PSMD11;PSMA1;PSMA4;PSMD8;PSMB3;PSMA3;PSMA2;PSMD3;PSMB1;PSMD6;PSMD2;PSMA5;PSMB4;PSMD5;PSMD7;OS9;PSME3;PSMB5;PSMB6;PSMB9;PSME1
30,prerank,RUNX1 Regulates Transcription Of Genes Involved In Differentiation Of HSCs R-HSA-8939236,0.3427830036660176,2.4244573253902764,0.001669449081803005,0.004522116027048468,0.047,37/39,61.72%,H2BC11;H2BC12;H2AZ1;RPS27A;PSMD14;PSMC5;PSMC3;PSMC4;PSMD13;PSMC1;PSMC2;PSMC6;PSME2;PSMB2;PSMA6;PSMA7;PSMD12;PSMD11;PSMA1;PSMA4;PSMD8;PSMB3;PSMA3;PSMA2;PSMD3;PSMB1;PSMD6;PSMD2;PSMA5;PSMB4;PSMD5;PSMD7;PSME3;PSMB5;PSMB6;PSMB9;PSME1
31,prerank,HDL Remodeling R-HSA-8964058,0.7699530516431922,2.4227774212293487,0.0,0.004418565417592887,0.047,7/7,23.32%,ALB;APOE;APOA1;APOC3;APOC2;PLTP;LCAT
32,prerank,Metabolism Of Amino Acids And Derivatives R-HSA-71291,0.19323431885820355,2.4221129379185142,0.0,0.004284669495847647,0.047,120/153,61.72%,GLUD1;AHCY;RPS27A;PSMD14;RPSA;RPS10;HGD;RPL22;OAT;RPLP1;RARS1;RPS9;RPS16;RPS3;PSMC5;PSMC3;RPS25;ASS1;RPLP0;PHGDH;RPS13;RPL10A;RPL30;PSMC4;PSMD13;PSMC1;TYRP1;PSMC2;PSMC6;RPS14;PSME2;PSMB2;PSMA6;RPS2;PSAT1;RPL12;PYCR1;HAAO;ALDH9A1;CKB;RPL27A;RPS4X;RPLP2;PSMA7;BHMT;DARS1;MAT1A;PSMD12;RPS5;SARS1;PSMD11;ALDH7A1;RPL18;RPS11;RPL11;PSMA1;RPS3A;ECHS1;PSMA4;PSMD8;RPL5;PSMB3;PSMA3;IARS1;PSMA2;PSMD3;QDPR;RPS15A;SHMT1;PSMB1;ASL;RPS7;QARS1;DLST;ACADSB;RPL14;PSMD6;PSMD2;NQO1;RPL9;PSMA5;PSMB4;RPS8;RPL15;RPL27;NNMT;RPL4;KARS1;GSR;PSMD5;SLC45A2;RPS23;RPL7;EPRS1;RPL29;RPL28;SERINC5;RPL26;RPL8;RPS6;HPD;RPS17;RPS27;RPS20;PSMD7;MARS1;LARS1;RPS12;SLC3A2;PYCR2;PSME3;RPL23;MPST;RPS19;PSMB5;RPL35A;RPL7A;PSMB6;PSMB9;PSME1
33,prerank,BBSome-mediated Cargo-Targeting To Cilium R-HSA-5620922,0.8058651026392961,2.4215994026952576,0.0,0.004158649804793304,0.047,6/6,19.70%,CCT3;TCP1;CCT4;CCT8;CCT2;CCT5
34,prerank,Axon Guidance R-HSA-422475,0.17739035537400194,2.4068916441970463,0.002797202797202797,0.0045232298487300066,0.051,139/181,61.89%,RELN;PFN1;HSP90AB1;TLN1;HSP90AA1;CLSTN1;AGRN;LAMB1;COL6A1;LAMC1;RPS27A;CAP1;CNTN1;DPYSL5;PSMD14;GRB7;RPSA;RPS10;RPL22;CLTC;COL6A3;RPLP1;HSPA8;SPTBN1;RPS9;DPYSL2;RPS16;MYH9;RPS3;EZR;PSMC5;PSMC3;RPS25;SPTAN1;RPLP0;RPS13;RPL10A;RPL30;PSMC4;PSMD13;PSMC1;PSMC2;MYL6;PSMC6;RPS14;ACTR3;PSME2;PSMB2;PSMA6;RPS2;RPL12;COL6A2;RPL27A;RPS4X;RPLP2;PSMA7;EIF4A3;PSMD12;RPS5;AP2M1;ARPC2;PSMD11;RPL18;RPS11;ROCK2;RPL11;PSMA1;RPS3A;MYH10;PSMA4;AP2B1;PSMD8;RHOC;RPL5;AP2A1;ARPC5;PSMB3;MSN;PSMA3;PSMA2;PSMD3;NRP1;PFN2;RPS15A;DNM2;PRKAR2A;PSMB1;RPS7;ETF1;RPL14;NEO1;PSMD6;VASP;MYH14;PSMD2;CDC42;NRP2;RPL9;PSMA5;CLTA;ELOB;PSMB4;RPS8;RPL15;RPL27;RPL4;MAGOH;PSMD5;ARPC3;ADAM10;RPS23;RPL7;RPL29;MAPK3;RPL28;RPL26;RPL8;DAG1;RPS6;PABPC1;RPS17;RPS27;RPS20;PSMD7;SDCBP;RPS12;PSME3;SEMA3A;RPL23;RPS19;ARPC1B;PSMB5;RPL35A;RPL7A;PSMB6;RBX1;PSMB9;PSME1;MAP2K1
35,prerank,Hh Mutants Are Degraded By ERAD R-HSA-5362768,0.34108785965138855,2.40205831001424,0.0016313213703099511,0.004325145455997355,0.054,36/38,61.72%,VCP;RPS27A;PSMD14;PSMC5;PSMC3;PSMC4;PSMD13;PSMC1;PSMC2;PSMC6;PSME2;PSMB2;PSMA6;PSMA7;PSMD12;PSMD11;PSMA1;PSMA4;PSMD8;PSMB3;PSMA3;PSMA2;PSMD3;PSMB1;PSMD6;PSMD2;PSMA5;PSMB4;PSMD5;PSMD7;OS9;PSME3;PSMB5;PSMB6;PSMB9;PSME1
36,prerank,Hh Mutants Abrogate Ligand Secretion R-HSA-5387390,0.34108785965138855,2.40205831001424,0.0016313213703099511,0.004325145455997355,0.054,36/38,61.72%,VCP;RPS27A;PSMD14;PSMC5;PSMC3;PSMC4;PSMD13;PSMC1;PSMC2;PSMC6;PSME2;PSMB2;PSMA6;PSMA7;PSMD12;PSMD11;PSMA1;PSMA4;PSMD8;PSMB3;PSMA3;PSMA2;PSMD3;PSMB1;PSMD6;PSMD2;PSMA5;PSMB4;PSMD5;PSMD7;OS9;PSME3;PSMB5;PSMB6;PSMB9;PSME1
37,prerank,Defective CFTR Causes Cystic Fibrosis R-HSA-5678895,0.34108785965138855,2.40205831001424,0.0016313213703099511,0.004325145455997355,0.054,36/38,61.72%,VCP;RPS27A;PSMD14;PSMC5;PSMC3;PSMC4;PSMD13;PSMC1;PSMC2;PSMC6;PSME2;PSMB2;PSMA6;PSMA7;PSMD12;PSMD11;PSMA1;PSMA4;PSMD8;PSMB3;PSMA3;PSMA2;PSMD3;PSMB1;PSMD6;PSMD2;PSMA5;PSMB4;PSMD5;PSMD7;OS9;PSME3;PSMB5;PSMB6;PSMB9;PSME1
