Category	Term	Count	%	PValue	Genes	List Total	Pop Hits	Pop Total	Fold Enrichment	Bonferroni	Benjamini	FDR
REACTOME_PATHWAY	R-HSA-168898~Toll-like Receptor Cascades	3	15.0	0.021210268328221857	1687, 1520, 338	16	168	11044	12.325892857142858	0.9868398837097306	0.948166465170307	0.948166465170307
REACTOME_PATHWAY	R-HSA-6798695~Neutrophil degranulation	4	20.0	0.025131753644163465	960, 1520, 5476, 6282	16	480	11044	5.752083333333333	0.9941510651412845	0.948166465170307	0.948166465170307
GOTERM_CC_DIRECT	GO:0005615~extracellular space	6	30.0	0.027838288172863032	231, 4162, 1520, 338, 3606, 6282	20	1931	20521	3.188140859658208	0.8830158683965865	0.35261831685626505	0.34333888746531077
REACTOME_PATHWAY	R-HSA-5686938~Regulation of TLR by endogenous ligand	2	10.0	0.02816336035159328	1687, 338	16	21	11044	65.73809523809524	0.996882257447952	0.948166465170307	0.948166465170307
DISGENET	C0003873~Rheumatoid Arthritis	3	15.0	0.0325626971281137	1687, 4082, 3606	17	174	9699	9.836713995943205	0.9930269245582771	1.0	1.0
REACTOME_PATHWAY	R-HSA-5620971~Pyroptosis	2	10.0	0.037385420616979456	1687, 3606	16	28	11044	49.30357142857143	0.9995456485910837	1.0	1.0
KEGG_PATHWAY	hsa05131:Shigellosis	3	15.0	0.037591355926258896	80201, 960, 3606	12	247	8662	8.767206477732794	0.903410388693009	0.8613929066056257	0.8613929066056257
KEGG_PATHWAY	hsa00052:Galactose metabolism	2	10.0	0.03991751653409355	231, 80201	12	32	8662	45.11458333333333	0.9166661753484263	0.8613929066056257	0.8613929066056257
KEGG_PATHWAY	hsa00051:Fructose and mannose metabolism	2	10.0	0.04236358557076848	231, 80201	12	34	8662	42.46078431372548	0.9286753308513406	0.8613929066056257	0.8613929066056257
GOTERM_CC_DIRECT	GO:0005576~extracellular region	6	30.0	0.043450012377020224	4162, 1520, 5476, 338, 3606, 6282	20	2172	20521	2.83439226519337	0.9658191426213918	0.4717429915219339	0.45932870227135664
REACTOME_PATHWAY	R-HSA-1430728~Metabolism	7	35.0	0.0518590907662785	231, 80201, 960, 5476, 338, 4082, 570	16	2127	11044	2.2716267042783262	0.9999787027833348	1.0	1.0
GOTERM_MF_DIRECT	GO:0005518~collagen binding	2	10.0	0.056957647588914216	960, 1520	18	65	18883	32.278632478632474	0.9877018492122833	1.0	1.0
GOTERM_CC_DIRECT	GO:0005925~focal adhesion	3	15.0	0.05875382504543336	4162, 960, 4082	20	428	20521	7.191939252336448	0.9899666711113587	0.5581613379316169	0.5434728816702585
REACTOME_PATHWAY	R-HSA-71387~Metabolism of carbohydrates	3	15.0	0.06082692646134563	231, 80201, 960	16	299	11044	6.9255852842809364	0.9999968766705006	1.0	1.0
GOTERM_BP_DIRECT	GO:0016485~protein processing	2	10.0	0.07830937252816243	63929, 1520	19	87	19256	23.29824561403509	0.9999998279052164	1.0	1.0
REACTOME_PATHWAY	R-HSA-5218859~Regulated Necrosis	2	10.0	0.07851277375183029	1687, 3606	16	60	11044	23.008333333333333	0.9999999328814584	1.0	1.0
UP_KW_PTM	KW-0597~Phosphoprotein	13	65.0	0.07896005891953242	4162, 51090, 84617, 4082, 570, 6282, 231, 55101, 960, 26353, 284119, 338, 6732	16	8407	14237	1.375944153681456	0.5953653195246362	0.9475207070343891	0.9475207070343891
REACTOME_PATHWAY	R-HSA-9013026~RHOB GTPase cycle	2	10.0	0.09102485635760928	4162, 284119	16	70	11044	19.72142857142857	0.9999999957586365	1.0	1.0
GOTERM_BP_DIRECT	GO:0042632~cholesterol homeostasis	2	10.0	0.09462289806085324	338, 3606	19	106	19256	19.122144985104267	0.9999999943188568	1.0	1.0
REACTOME_PATHWAY	R-HSA-9013106~RHOC GTPase cycle	2	10.0	0.0959851457565595	4162, 284119	16	74	11044	18.655405405405403	0.9999999985956852	1.0	1.0
