"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"hsa00220","hsa00220","Arginine biosynthesis","6/179","22/8773",3.77325387518849e-06,4.63888270537879e-05,3.57466156596804e-05,"5009/2806/1373/2805/435/95",6
"hsa04146","hsa04146","Peroxisome","10/179","83/8773",6.52365392846001e-06,7.57468706137857e-05,5.83695351493791e-05,"6648/189/6342/54363/25824/3418/847/6647/5052/3155",10
"hsa00250","hsa00250","Alanine, aspartate and glutamate metabolism","7/179","37/8773",8.03569937089217e-06,8.83926930798139e-05,6.81142384347093e-05,"189/2806/1373/18/2805/56954/435",7
"hsa00260","hsa00260","Glycine, serine and threonine metabolism","7/179","40/8773",1.38190476745681e-05,0.000144409048199237,0.000111279699695206,"189/2653/29958/29968/5223/6470/9380",7
"hsa05014","hsa05014","Amyotrophic lateral sclerosis","21/179","364/8773",1.5307309750715e-05,0.000152344177995212,0.000117394405606988,"506/4729/5690/5687/5689/5685/5683/4706/5693/5686/5682/5688/847/5694/5216/6647/5691/7415/54205/5684/5705",21
"hsa00480","hsa00480","Glutathione metabolism","8/179","57/8773",1.80773697659063e-05,0.00017173501277611,0.000132336726037496,"290/2937/51056/3418/2729/2938/9588/2936",8
"hsa00020","hsa00020","Citrate cycle (TCA cycle)","6/179","30/8773",2.62163167424872e-05,0.000238226530399122,0.000183574208768903,"5106/48/50/2271/4191/3418",6
"hsa00030","hsa00030","Pentose phosphate pathway","6/179","31/8773",3.19620067475787e-05,0.000278335808760164,0.000214481887385068,"226/7086/2821/6888/2203/25796",6
"hsa05022","hsa05022","Pathways of neurodegeneration - multiple diseases","24/179","476/8773",3.42011128428548e-05,0.000285921303366266,0.000220327169050812,"506/4729/5690/5687/5689/7317/5685/5683/4706/5693/5686/5682/11315/5688/6263/847/5694/6647/5691/7415/54205/5684/5705/7332",24
"hsa01212","hsa01212","Fatty acid metabolism","7/179","57/8773",0.000146342420941267,0.00117636792218172,0.000906493538624041,"38/1892/6342/3033/10449/36/39",7
"hsa00790","hsa00790","Folate biosynthesis","5/179","27/8773",0.000187467549031961,0.00141118160603041,0.00108743785304786,"57016/5092/5860/8644/873",5
"hsa00380","hsa00380","Tryptophan metabolism","6/179","42/8773",0.000189057822817472,0.00141118160603041,0.00108743785304786,"38/1892/3033/217/39/847",6
"hsa00360","hsa00360","Phenylalanine metabolism","4/179","16/8773",0.000251729530711355,0.0018141886868508,0.00139798977128266,"2806/2805/3242/4282",4
"hsa01240","hsa01240","Biosynthesis of cofactors","11/179","153/8773",0.000284049363135081,0.00197887722984106,0.00152489658104096,"7360/217/2937/29968/2729/4522/23475/7358/6470/3242/55163",11
"hsa05010","hsa05010","Alzheimer disease","19/179","384/8773",0.000302072315057016,0.00203655205957795,0.00156934004087346,"506/4729/5690/5687/5689/5685/5683/4706/5693/5686/2597/5682/5688/6263/5694/5691/54205/5684/5705",19
"hsa00410","hsa00410","beta-Alanine metabolism","5/179","31/8773",0.000369335867769353,0.00241222488636859,0.00185882854502339,"1892/18/217/55748/1806",5
"hsa00051","hsa00051","Fructose and mannose metabolism","5/179","34/8773",0.000575650827606593,0.00364578857484176,0.00280939638353457,"57016/226/6652/7167/2203",5
"hsa00670","hsa00670","One carbon pool by folate","4/179","20/8773",0.00062867437082727,0.00386449833832057,0.00297793123023444,"160428/4522/6470/10840",4
"hsa00040","hsa00040","Pentose and glucuronate interconversions","5/179","36/8773",0.000754638666174845,0.00438109670084841,0.00337601508551904,"57016/7360/6652/51181/7358",5
"hsa00500","hsa00500","Starch and sucrose metabolism","5/179","36/8773",0.000754638666174845,0.00438109670084841,0.00337601508551904,"7360/2632/2821/5836/178",5
"hsa00920","hsa00920","Sulfur metabolism","3/179","10/8773",0.000901897445327271,0.00509450178576756,0.00392575559416991,"7263/4357/10380",3
"hsa00330","hsa00330","Arginine and proline metabolism","5/179","50/8773",0.00337055978008035,0.0185380787904419,0.0142851979598973,"2806/217/55748/51056/2805",5
"hsa00980","hsa00980","Metabolism of xenobiotics by cytochrome P450","6/179","78/8773",0.00505863772487075,0.0271091098589227,0.0208899209691019,"126/125/124/127/2938/873",6
"hsa05134","hsa05134","Legionellosis","5/179","56/8773",0.00550934878673314,0.0287863474106807,0.0221823780097413,"3329/1937/7415/54205/3312",5
"hsa05208","hsa05208","Chemical carcinogenesis - reactive oxygen species","11/179","223/8773",0.00589646413254757,0.0300575854561571,0.0231619772087234,"6648/506/4729/4706/1109/8644/847/1646/6647/2938/873",11
"hsa00310","hsa00310","Lysine degradation","5/179","63/8773",0.00904578257763271,0.0450135371125056,0.0346868354480653,"38/1892/3033/217/39",5
"hsa04216","hsa04216","Ferroptosis","4/179","41/8773",0.0094233452917822,0.04580184106936,0.0352942920353164,"2495/2512/2937/2729",4
