"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"hsa04146","hsa04146","Peroxisome","9/197","83/8773",9.46192782528559e-05,0.000815181474178451,0.000624410621668644,"6648/3418/3155/189/847/25824/54363/5052/6647",9
"hsa00520","hsa00520","Amino sugar and nucleotide sugar metabolism","7/197","49/8773",9.995309154751e-05,0.000829240463208972,0.00063517949014597,"3074/4351/3073/5238/7360/2821/7358",7
"hsa00350","hsa00350","Tyrosine metabolism","6/197","36/8773",0.00013192766509005,0.0010554213207204,0.000808428925175869,"2805/2806/2954/4282/2184/3242",6
"hsa05010","hsa05010","Alzheimer disease","21/197","384/8773",0.000138367223233869,0.00106876751739264,0.000818651810784776,"84790/203068/7277/4706/5687/5685/5684/506/5689/5686/5688/5683/5682/5694/5691/2597/54205/5693/5705/4729/7280",21
"hsa00480","hsa00480","Glutathione metabolism","7/197","57/8773",0.000264378301916744,0.00197402465431169,0.00151205835833085,"290/3418/2878/51056/2937/2729/9588",7
"hsa00360","hsa00360","Phenylalanine metabolism","4/197","16/8773",0.000363158048342654,0.0026241097686695,0.00201000889235493,"2805/2806/4282/3242",4
"hsa01240","hsa01240","Biosynthesis of cofactors","11/197","153/8773",0.000641726052656362,0.00449208236859454,0.00344083376917721,"51727/4351/217/23475/1738/29968/7360/2937/2729/7358/3242",11
"hsa00330","hsa00330","Arginine and proline metabolism","6/197","50/8773",0.000829283045486776,0.00562907279360721,0.00431174278833635,"55748/2805/217/2806/51056/2628",6
"hsa00051","hsa00051","Fructose and mannose metabolism","5/197","34/8773",0.000888900027450527,0.00585628253379171,0.00448578032428594,"4351/7167/57016/2203/226",5
"hsa00920","hsa00920","Sulfur metabolism","3/197","10/8773",0.00119108542060428,0.00762294669186741,0.00583900521980446,"7263/4357/10380",3
"hsa05132","hsa05132","Salmonella infection","14/197","247/8773",0.00131829243122922,0.00798330849083412,0.00611503422935133,"84790/203068/7277/6281/5216/3320/3326/6500/302/2597/54205/140735/7295/7280",14
"hsa01250","hsa01250","Biosynthesis of nucleotide sugars","5/197","37/8773",0.00131867149178956,0.00798330849083412,0.00611503422935133,"4351/5238/7360/2821/7358",5
"hsa04141","hsa04141","Protein processing in endoplasmic reticulum","11/197","170/8773",0.00152578352867623,0.00899409237956516,0.00688927188848271,"30001/5034/811/821/10961/3320/3326/6500/5887/6238/3312",11
"hsa01212","hsa01212","Fatty acid metabolism","6/197","57/8773",0.00166315071150295,0.0095524553686323,0.00731696534345426,"38/3033/10449/1892/39/36",6
"hsa00310","hsa00310","Lysine degradation","6/197","63/8773",0.00278683976214158,0.0156063026679928,0.0119540758218178,"38/3033/1892/217/1738/39",6
"hsa00790","hsa00790","Folate biosynthesis","4/197","27/8773",0.00288685720836732,0.0157720979188849,0.0120810712442586,"57016/8644/5860/873",4
"hsa04210","hsa04210","Apoptosis","9/197","135/8773",0.00330960494655523,0.0176512263816279,0.0135204412603635,"1508/84790/1520/1509/7277/6709/54205/9131/56616",9
"hsa00410","hsa00410","beta-Alanine metabolism","4/197","31/8773",0.00482661703012185,0.0251433073197045,0.0192592062646233,"1892/55748/18/217",4
"hsa00640","hsa00640","Propanoate metabolism","4/197","32/8773",0.00542083029426383,0.0275969542253432,0.0211386444489236,"1892/18/1738/8801",4
"hsa00511","hsa00511","Other glycan degradation","3/197","18/8773",0.00709540532391634,0.0349388337553717,0.0267623585626203,"3074/2517/3073",3
"hsa04145","hsa04145","Phagosome","9/197","152/8773",0.00717493907476384,0.0349388337553717,0.0267623585626203,"811/84790/821/1520/3920/203068/3916/7277/7280",9
"hsa00500","hsa00500","Starch and sucrose metabolism","4/197","36/8773",0.008282860519925,0.0386784597171581,0.0296268276968833,"2632/5836/7360/2821",4
"hsa00531","hsa00531","Glycosaminoglycan degradation","3/197","19/8773",0.00828824136796246,0.0386784597171581,0.0296268276968833,"3074/3073/2799",3
