"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-9024446","R-HSA-9024446","NR1H2 and NR1H3-mediated signaling","4/59","47/10955",0.000113869351163758,0.000891709973210177,0.00063779525749176,"348/2194/341/344",4
"R-HSA-9649948","R-HSA-9649948","Signaling downstream of RAS mutants","4/59","47/10955",0.000113869351163758,0.000891709973210177,0.00063779525749176,"2243/2335/2266/2244",4
"R-HSA-977606","R-HSA-977606","Regulation of Complement cascade","4/59","47/10955",0.000113869351163758,0.000891709973210177,0.00063779525749176,"730/727/1361/732",4
"R-HSA-5603041","R-HSA-5603041","IRAK4 deficiency (TLR2/4)","3/59","18/10955",0.000114321791437202,0.000891709973210177,0.00063779525749176,"2243/2266/2244",3
"R-HSA-9018678","R-HSA-9018678","Biosynthesis of specialized proresolving mediators (SPMs)","3/59","19/10955",0.00013523796115076,0.00102912789948871,0.000736083382900157,"1559/1576/1558",3
"R-HSA-5686938","R-HSA-5686938","Regulation of TLR by endogenous ligand","3/59","21/10955",0.00018420413437572,0.0013683735696482,0.00097872873402638,"2243/2266/2244",3
"R-HSA-211945","R-HSA-211945","Phase I - Functionalization of compounds","5/59","106/10955",0.000255030136777572,0.00183779852916448,0.00131448477794491,"1559/1576/1558/66002/2328",5
"R-HSA-166658","R-HSA-166658","Complement cascade","4/59","58/10955",0.000259176715651402,0.00183779852916448,0.00131448477794491,"730/727/1361/732",4
"R-HSA-9748784","R-HSA-9748784","Drug ADME","5/59","110/10955",0.000302997266471847,0.00210078104753814,0.00150258293548612,"1559/1576/1558/11309/2944",5
"R-HSA-211981","R-HSA-211981","Xenobiotics","3/59","25/10955",0.00031370768005294,0.00212775643861994,0.00152187707485637,"1559/1576/1558",3
"R-HSA-211897","R-HSA-211897","Cytochrome P450 - arranged by substrate type","4/59","66/10955",0.000426394232247941,0.00283053192470973,0.00202453700417835,"1559/1576/1558/66002",4
"R-HSA-2022854","R-HSA-2022854","Keratan sulfate biosynthesis","3/59","28/10955",0.000441729831542566,0.00287124390502668,0.00205365623436456,"4060/2331/11041",3
"R-HSA-6802952","R-HSA-6802952","Signaling by BRAF and RAF1 fusions","4/59","67/10955",0.000451655997290056,0.00287585043172444,0.00205695105103098,"2243/2335/2266/2244",4
"R-HSA-1630316","R-HSA-1630316","Glycosaminoglycan metabolism","5/59","124/10955",0.000526324521012981,0.003284265011121,0.00234906944115267,"2719/375790/4060/2331/11041",5
"R-HSA-5260271","R-HSA-5260271","Diseases of Immune System","3/59","31/10955",0.000599184993272893,0.00359510995963736,0.00257140118570553,"2243/2266/2244",3
"R-HSA-5602358","R-HSA-5602358","Diseases associated with the TLR signaling cascade","3/59","31/10955",0.000599184993272893,0.00359510995963736,0.00257140118570553,"2243/2266/2244",3
"R-HSA-1638074","R-HSA-1638074","Keratan sulfate/keratin metabolism","3/59","34/10955",0.000788576987562486,0.00464218905885841,0.00332032415815784,"4060/2331/11041",3
"R-HSA-8964043","R-HSA-8964043","Plasma lipoprotein clearance","3/59","37/10955",0.00101227314888676,0.00574234949913944,0.00410721354189461,"348/335/341",3
"R-HSA-9029569","R-HSA-9029569","NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux","3/59","37/10955",0.00101227314888676,0.00574234949913944,0.00410721354189461,"348/341/344",3
"R-HSA-6802957","R-HSA-6802957","Oncogenic MAPK signaling","4/59","84/10955",0.00106227720764785,0.00591840158546657,0.0042331347372433,"2243/2335/2266/2244",4
"R-HSA-211859","R-HSA-211859","Biological oxidations","6/59","222/10955",0.00119061414842207,0.00651704586504711,0.00466131485624152,"1559/1576/1558/66002/2328/2944",6
"R-HSA-211999","R-HSA-211999","CYP2E1 reactions","2/59","11/10955",0.0015201745904951,0.00817749090059431,0.00584894760771253,"1559/1558",2
"R-HSA-2022857","R-HSA-2022857","Keratan sulfate degradation","2/59","13/10955",0.0021410030105407,0.0113219142252322,0.00809799532978821,"4060/2331",2
"R-HSA-3656237","R-HSA-3656237","Defective EXT2 causes exostoses 2","2/59","14/10955",0.00248920610168809,0.0127316771102735,0.00910632775768552,"2719/375790",2
"R-HSA-3656253","R-HSA-3656253","Defective EXT1 causes exostoses 1, TRPS2 and CHDS","2/59","14/10955",0.00248920610168809,0.0127316771102735,0.00910632775768552,"2719/375790",2
"R-HSA-186797","R-HSA-186797","Signaling by PDGF","3/59","58/10955",0.00371080398316231,0.0186737232701071,0.0133563742687676,"7057/1291/7060",3
"R-HSA-3000171","R-HSA-3000171","Non-integrin membrane-ECM interactions","3/59","59/10955",0.00389476233608589,0.0192883468072825,0.0137959835463694,"7057/2335/375790",3
"R-HSA-2022377","R-HSA-2022377","Metabolism of Angiotensinogen to Angiotensins","2/59","18/10955",0.00412765772401923,0.0201223314045937,0.0143924907482249,"1522/1361",2
"R-HSA-3000480","R-HSA-3000480","Scavenging by Class A Receptors","2/59","19/10955",0.00459735416670963,0.0214085746270657,0.0153124757791428,"348/335",2
"R-HSA-8963889","R-HSA-8963889","Assembly of active LPL and LIPC lipase complexes","2/59","19/10955",0.00459735416670963,0.0214085746270657,0.0153124757791428,"116519/344",2
"R-HSA-9694614","R-HSA-9694614","Attachment and Entry","2/59","19/10955",0.00459735416670963,0.0214085746270657,0.0153124757791428,"2719/375790",2
"R-HSA-3560783","R-HSA-3560783","Defective B4GALT7 causes EDS, progeroid type","2/59","20/10955",0.00509056072405617,0.0223799923883047,0.0160072820051302,"2719/375790",2
"R-HSA-3560801","R-HSA-3560801","Defective B3GAT3 causes JDSSDHD","2/59","20/10955",0.00509056072405617,0.0223799923883047,0.0160072820051302,"2719/375790",2
"R-HSA-4420332","R-HSA-4420332","Defective B3GALT6 causes EDSP2 and SEMDJL1","2/59","20/10955",0.00509056072405617,0.0223799923883047,0.0160072820051302,"2719/375790",2
"R-HSA-71387","R-HSA-71387","Metabolism of carbohydrates","6/59","297/10955",0.00509288288323601,0.0223799923883047,0.0160072820051302,"2719/375790/4060/26007/2331/11041",6
"R-HSA-2024096","R-HSA-2024096","HS-GAG degradation","2/59","22/10955",0.00614647386422558,0.0266347200783108,0.0190504745499389,"2719/375790",2
"R-HSA-1971475","R-HSA-1971475","A tetrasaccharide linker sequence is required for GAG synthesis","2/59","26/10955",0.00852920015016538,0.0364535677650904,0.0260734020452064,"2719/375790",2
"R-HSA-3000170","R-HSA-3000170","Syndecan interactions","2/59","27/10955",0.00917986311350505,0.0387042877218051,0.0276832287348943,"7057/2335",2
"R-HSA-2022928","R-HSA-2022928","HS-GAG biosynthesis","2/59","31/10955",0.0119951125237878,0.0498996680989574,0.0356907207725337,"2719/375790",2
