"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-216083","R-HSA-216083","Integrin cell surface interactions","8/171","85/10955",5.18154114331057e-05,0.000957749379069986,0.000797024834607704,"4060/2243/7057/2335/2244/2266/1291/80781",8
"R-HSA-9748784","R-HSA-9748784","Drug ADME","9/171","110/10955",5.36359927209543e-05,0.000960419494659587,0.000799246865216852,"1558/2944/6822/7498/1559/1576/5105/11309/6580",9
"R-HSA-211935","R-HSA-211935","Fatty acids","4/171","15/10955",6.83995178867747e-05,0.00111979782140348,0.000931879145946133,"8529/66002/57834/1573",4
"R-HSA-354194","R-HSA-354194","GRB2:SOS provides linkage to MAPK signaling for Integrins ","4/171","15/10955",6.83995178867747e-05,0.00111979782140348,0.000931879145946133,"2243/2335/2244/2266",4
"R-HSA-372708","R-HSA-372708","p130Cas linkage to MAPK signaling for integrins","4/171","15/10955",6.83995178867747e-05,0.00111979782140348,0.000931879145946133,"2243/2335/2244/2266",4
"R-HSA-70326","R-HSA-70326","Glucose metabolism","8/171","93/10955",9.86537809242188e-05,0.00157023934637715,0.0013067299052243,"5313/229/5106/230/2203/5105/5207/5232",8
"R-HSA-5602498","R-HSA-5602498","MyD88 deficiency (TLR2/4)","4/171","17/10955",0.000116383308718875,0.00180236853772744,0.00149990437694595,"2243/2244/2266/929",4
"R-HSA-5668914","R-HSA-5668914","Diseases of metabolism","13/171","249/10955",0.000140511461642502,0.0021187649347672,0.00176320476797932,"4060/7057/2548/229/5053/3795/5476/4758/2328/2719/2588/2331/2990",13
"R-HSA-5603041","R-HSA-5603041","IRAK4 deficiency (TLR2/4)","4/171","18/10955",0.000147820791151093,0.00217182854691221,0.00180736351933725,"2243/2244/2266/929",4
"R-HSA-5663084","R-HSA-5663084","Diseases of carbohydrate metabolism","5/171","34/10955",0.000168532854604617,0.00241423314221114,0.00200908902989188,"2548/229/3795/2588/2990",5
"R-HSA-6798695","R-HSA-6798695","Neutrophil degranulation","19/171","481/10955",0.000179718999639167,0.00251168260471323,0.00209018502789583,"383/2548/29952/230/1522/210/5476/4758/11001/387921/2517/2588/7276/1512/2717/929/23218/2990/10487",19
"R-HSA-5686938","R-HSA-5686938","Regulation of TLR by endogenous ligand","4/171","21/10955",0.000278736676253077,0.00380276465459555,0.00316460436948982,"2243/2244/2266/929",4
"R-HSA-140877","R-HSA-140877","Formation of Fibrin Clot (Clotting Cascade)","5/171","39/10955",0.00032744148875071,0.00436334821056179,0.00363111369410212,"2243/2244/2266/2162/3827",5
"R-HSA-140875","R-HSA-140875","Common Pathway of Fibrin Clot Formation","4/171","22/10955",0.000336553836573062,0.00438284882628101,0.00364734181740663,"2243/2244/2266/2162",4
"R-HSA-9033241","R-HSA-9033241","Peroxisomal protein import","6/171","63/10955",0.000431108354137522,0.00548944637601778,0.00456823589296603,"5264/2053/1610/11001/6342/1962",6
"R-HSA-193368","R-HSA-193368","Synthesis of bile acids and bile salts via 7alpha-hydroxycholesterol","4/171","24/10955",0.000477131434690584,0.00594339808864575,0.0049460077783715,"10998/11001/6342/8647",4
"R-HSA-211981","R-HSA-211981","Xenobiotics","4/171","25/10955",0.000561146826689995,0.00684121556794398,0.0056931581744808,"1558/1559/1576/1573",4
"R-HSA-211979","R-HSA-211979","Eicosanoids","3/171","12/10955",0.000741201701445915,0.00884809531101061,0.00736325374462718,"8529/66002/57834",3
"R-HSA-354192","R-HSA-354192","Integrin signaling","4/171","27/10955",0.000759812118384729,0.00888514987417244,0.00739409000275579,"2243/2335/2244/2266",4
"R-HSA-9024446","R-HSA-9024446","NR1H2 and NR1H3-mediated signaling","5/171","47/10955",0.000788939487353502,0.00904124652507114,0.00752399132149761,"2194/348/5105/344/341",5
"R-HSA-2022857","R-HSA-2022857","Keratan sulfate degradation","3/171","13/10955",0.000952547729829961,0.0107021539057366,0.00890617382070119,"4060/2588/2331",3
"R-HSA-390918","R-HSA-390918","Peroxisomal lipid metabolism","4/171","29/10955",0.00100360833829395,0.0110589918815852,0.00920312909407202,"5264/11001/6342/1962",4
"R-HSA-71240","R-HSA-71240","Tryptophan catabolism","3/171","14/10955",0.00119848537981523,0.0129572098610212,0.0107827979554379,"130013/23498/125061",3
"R-HSA-5260271","R-HSA-5260271","Diseases of Immune System","4/171","31/10955",0.00129769786287658,0.0135196522805142,0.0112508541987195,"2243/2244/2266/929",4
"R-HSA-5602358","R-HSA-5602358","Diseases associated with the TLR signaling cascade","4/171","31/10955",0.00129769786287658,0.0135196522805142,0.0112508541987195,"2243/2244/2266/929",4
"R-HSA-192105","R-HSA-192105","Synthesis of bile acids and bile salts","4/171","34/10955",0.00184439401481379,0.0188721030444339,0.0157050843742602,"10998/11001/6342/8647",4
"R-HSA-196757","R-HSA-196757","Metabolism of folate and pterines","3/171","17/10955",0.00216318796850221,0.0217457316833643,0.0180964755259742,"10840/6470/160428",3
"R-HSA-6802948","R-HSA-6802948","Signaling by high-kinase activity BRAF mutants","4/171","36/10955",0.0022866618073736,0.0225906416487081,0.0187995970733256,"2243/2335/2244/2266",4
"R-HSA-1989781","R-HSA-1989781","PPARA activates gene expression","7/171","117/10955",0.00234885067036064,0.022811719222316,0.0189835745526025,"116519/3158/6822/335/3157/336/2222",7
"R-HSA-400206","R-HSA-400206","Regulation of lipid metabolism by PPARalpha","7/171","119/10955",0.0025851854862324,0.0244069890137539,0.0203111344231294,"116519/3158/6822/335/3157/336/2222",7
"R-HSA-1474244","R-HSA-1474244","Extracellular matrix organization","12/171","300/10955",0.0025983007501553,0.0244069890137539,0.0203111344231294,"4060/2243/7057/2335/2244/2266/1291/80781/4148/1514/7276/2331",12
"R-HSA-75105","R-HSA-75105","Fatty acyl-CoA biosynthesis","4/171","38/10955",0.0027970113742172,0.0258497986681687,0.0215118192278505,"51703/2194/11001/11000",4
"R-HSA-3000480","R-HSA-3000480","Scavenging by Class A Receptors","3/171","19/10955",0.00301275359149198,0.0269735594988266,0.0224469963313465,"348/335/5648",3
"R-HSA-5423646","R-HSA-5423646","Aflatoxin activation and detoxification","3/171","19/10955",0.00301275359149198,0.0269735594988266,0.0224469963313465,"1576/91703/246181",3
"R-HSA-76009","R-HSA-76009","Platelet Aggregation (Plug Formation)","4/171","39/10955",0.00307924793255623,0.0270212548429432,0.0224866876896359,"2243/2335/2244/2266",4
"R-HSA-2132295","R-HSA-2132295","MHC class II antigen presentation","7/171","123/10955",0.00311239584578404,0.0270212548429432,0.0224866876896359,"5476/5641/81027/1514/1512/10437/8722",7
"R-HSA-5674135","R-HSA-5674135","MAP2K and MAPK activation","4/171","40/10955",0.00338032654768251,0.0289093598779415,0.0240579407085652,"2243/2335/2244/2266",4
"R-HSA-9609507","R-HSA-9609507","Protein localization","8/171","164/10955",0.00415868486451917,0.0350430356966101,0.0291622947929905,"5264/2053/1610/11001/6342/1962/100272147/2671",8
"R-HSA-9656223","R-HSA-9656223","Signaling by RAF1 mutants","4/171","43/10955",0.00440246389806126,0.0365595915012914,0.0304243500506751,"2243/2335/2244/2266",4
"R-HSA-9749641","R-HSA-9749641","Aspirin ADME","4/171","44/10955",0.00478471042260503,0.039166272459324,0.0325935912998508,"1558/1559/1576/11309",4
"R-HSA-194068","R-HSA-194068","Bile acid and bile salt metabolism","4/171","45/10955",0.00518864758386482,0.0413313086018585,0.0343953022809624,"10998/11001/6342/8647",4
"R-HSA-2453902","R-HSA-2453902","The canonical retinoid cycle in rods (twilight vision)","3/171","23/10955",0.00526032023649034,0.0413313086018585,0.0343953022809624,"5950/8630/7276",3
"R-HSA-909733","R-HSA-909733","Interferon alpha/beta signaling","5/171","72/10955",0.00526559428959104,0.0413313086018585,0.0343953022809624,"3434/3433/3669/3437/6773",5
"R-HSA-70171","R-HSA-70171","Glycolysis","5/171","73/10955",0.00558291172677648,0.0428971687285183,0.03569838786446,"5313/229/230/5207/5232",5
"R-HSA-1660662","R-HSA-1660662","Glycosphingolipid metabolism","4/171","46/10955",0.00561481266080083,0.0428971687285183,0.03569838786446,"5476/4758/57733/2717",4
"R-HSA-6802946","R-HSA-6802946","Signaling by moderate kinase activity BRAF mutants","4/171","47/10955",0.00606373109554011,0.04398123946512,0.0366005354600889,"2243/2335/2244/2266",4
"R-HSA-6802949","R-HSA-6802949","Signaling by RAS mutants","4/171","47/10955",0.00606373109554011,0.04398123946512,0.0366005354600889,"2243/2335/2244/2266",4
"R-HSA-6802955","R-HSA-6802955","Paradoxical activation of RAF signaling by kinase inactive BRAF","4/171","47/10955",0.00606373109554011,0.04398123946512,0.0366005354600889,"2243/2335/2244/2266",4
"R-HSA-9649948","R-HSA-9649948","Signaling downstream of RAS mutants","4/171","47/10955",0.00606373109554011,0.04398123946512,0.0366005354600889,"2243/2335/2244/2266",4
"R-HSA-3000178","R-HSA-3000178","ECM proteoglycans","5/171","76/10955",0.00661564688116991,0.0473845707863795,0.0394327373311838,"4060/2335/1291/4148/2331",5
"R-HSA-163685","R-HSA-163685","Integration of energy metabolism","6/171","108/10955",0.00683505375636562,0.0483516765728086,0.0402375484292869,"32/2194/5313/5207/3708/2787",6
