"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-372708","R-HSA-372708","p130Cas linkage to MAPK signaling for integrins","4/72","15/10955",2.21658485029089e-06,5.08336792333377e-05,3.88874535138752e-05,"2243/2244/2335/2266",4
"R-HSA-3000480","R-HSA-3000480","Scavenging by Class A Receptors","4/72","19/10955",6.17019503382753e-06,0.000132659193227292,0.000101483470951111,"348/335/338/5648",4
"R-HSA-76002","R-HSA-76002","Platelet activation, signaling and aggregation","10/72","263/10955",7.75133146804815e-06,0.000156850472059327,0.000119989651208176,"2243/7057/2244/2335/2266/335/3959/7018/6694/83706",10
"R-HSA-5686938","R-HSA-5686938","Regulation of TLR by endogenous ligand","4/72","21/10955",9.43328061193307e-06,0.000180280473916943,0.000137913459238787,"2243/2244/2266/338",4
"R-HSA-9024446","R-HSA-9024446","NR1H2 and NR1H3-mediated signaling","5/72","47/10955",1.31850278981959e-05,0.000238718399841021,0.000182618114933461,"348/2194/5105/341/344",5
"R-HSA-1474244","R-HSA-1474244","Extracellular matrix organization","10/72","300/10955",2.43590259457942e-05,0.00041897524626766,0.000320513499286765,"4060/2243/7057/2244/2335/2266/1291/4148/1514/2331",10
"R-HSA-354192","R-HSA-354192","Integrin signaling","4/72","27/10955",2.68493193451083e-05,0.000439817421653203,0.000336457635903613,"2243/2244/2335/2266",4
"R-HSA-196854","R-HSA-196854","Metabolism of vitamins and cofactors","8/72","191/10955",3.39985250363824e-05,0.000511703869601793,0.000391450328642743,"32/348/2719/335/338/2194/344/336",8
"R-HSA-5668914","R-HSA-5668914","Diseases of metabolism","9/72","249/10955",3.42127587233757e-05,0.000511703869601793,0.000391450328642743,"4060/7057/5053/2719/2328/5476/4758/2588/2331",9
"R-HSA-2187338","R-HSA-2187338","Visual phototransduction","6/72","106/10955",6.62814061905504e-05,0.000950033488731222,0.000726769804720947,"348/2719/335/338/344/336",6
"R-HSA-2022857","R-HSA-2022857","Keratan sulfate degradation","3/72","13/10955",7.42659354090868e-05,0.00102189927122903,0.000781746688516703,"4060/2588/2331",3
"R-HSA-6802948","R-HSA-6802948","Signaling by high-kinase activity BRAF mutants","4/72","36/10955",8.61816837454829e-05,0.00114024996955562,0.000872284248436061,"2243/2244/2335/2266",4
"R-HSA-8964043","R-HSA-8964043","Plasma lipoprotein clearance","4/72","37/10955",9.61500390177291e-05,0.00122502271933699,0.000937134883213734,"348/335/338/341",4
"R-HSA-1989781","R-HSA-1989781","PPARA activates gene expression","6/72","117/10955",0.000114813708208887,0.00140638907666334,0.00107587903661516,"116519/6822/3158/335/336/84498",6
"R-HSA-76009","R-HSA-76009","Platelet Aggregation (Plug Formation)","4/72","39/10955",0.000118561869834991,0.00140638907666334,0.00107587903661516,"2243/2244/2335/2266",4
"R-HSA-400206","R-HSA-400206","Regulation of lipid metabolism by PPARalpha","6/72","119/10955",0.000126079665988519,0.00144571350333502,0.00110596198235543,"116519/6822/3158/335/336/84498",6
"R-HSA-5674135","R-HSA-5674135","MAP2K and MAPK activation","4/72","40/10955",0.000131084142903008,0.00145461113414951,0.00111276861547545,"2243/2244/2335/2266",4
"R-HSA-3000178","R-HSA-3000178","ECM proteoglycans","5/72","76/10955",0.000137005451066111,0.00147280859896069,0.00112668956468841,"4060/2335/1291/4148/2331",5
"R-HSA-2173782","R-HSA-2173782","Binding and Uptake of Ligands by Scavenger Receptors","4/72","42/10955",0.0001589623112822,0.00165706166912353,0.00126764203574322,"348/335/338/5648",4
"R-HSA-5602498","R-HSA-5602498","MyD88 deficiency (TLR2/4)","3/72","17/10955",0.000173271825687616,0.00171410322503773,0.00131127847692604,"2243/2244/2266",3
"R-HSA-9656223","R-HSA-9656223","Signaling by RAF1 mutants","4/72","43/10955",0.000174400037431164,0.00171410322503773,0.00131127847692604,"2243/2244/2335/2266",4
"R-HSA-5603041","R-HSA-5603041","IRAK4 deficiency (TLR2/4)","3/72","18/10955",0.000206947094882223,0.00197749446220791,0.00151277116141976,"2243/2244/2266",3
"R-HSA-6802946","R-HSA-6802946","Signaling by moderate kinase activity BRAF mutants","4/72","47/10955",0.000247117328231195,0.00212520902278828,0.00162577189625786,"2243/2244/2335/2266",4
"R-HSA-6802949","R-HSA-6802949","Signaling by RAS mutants","4/72","47/10955",0.000247117328231195,0.00212520902278828,0.00162577189625786,"2243/2244/2335/2266",4
"R-HSA-6802955","R-HSA-6802955","Paradoxical activation of RAF signaling by kinase inactive BRAF","4/72","47/10955",0.000247117328231195,0.00212520902278828,0.00162577189625786,"2243/2244/2335/2266",4
"R-HSA-9649948","R-HSA-9649948","Signaling downstream of RAS mutants","4/72","47/10955",0.000247117328231195,0.00212520902278828,0.00162577189625786,"2243/2244/2335/2266",4
"R-HSA-3781865","R-HSA-3781865","Diseases of glycosylation","6/72","143/10955",0.000342841245848688,0.00287652167248656,0.00220052147528041,"4060/7057/2719/5476/4758/2331",6
"R-HSA-140875","R-HSA-140875","Common Pathway of Fibrin Clot Formation","3/72","22/10955",0.000383261858378485,0.00313909712576664,0.00240139009009076,"2243/2244/2266",3
"R-HSA-168898","R-HSA-168898","Toll-like Receptor Cascades","6/72","168/10955",0.000805310454092338,0.0064424836327387,0.0049284605513607,"2243/2244/2266/5641/338/1514",6
"R-HSA-6802952","R-HSA-6802952","Signaling by BRAF and RAF1 fusions","4/72","67/10955",0.000961960304972829,0.00752078056615121,0.00575335110629682,"2243/2244/2335/2266",4
"R-HSA-8978868","R-HSA-8978868","Fatty acid metabolism","6/72","177/10955",0.00105645499098904,0.00784798961150554,0.00600366402348955,"32/1558/5264/8529/2194/3248",6
"R-HSA-5260271","R-HSA-5260271","Diseases of Immune System","3/72","31/10955",0.00107225439459523,0.00784798961150554,0.00600366402348955,"2243/2244/2266",3
"R-HSA-5602358","R-HSA-5602358","Diseases associated with the TLR signaling cascade","3/72","31/10955",0.00107225439459523,0.00784798961150554,0.00600366402348955,"2243/2244/2266",3
"R-HSA-909733","R-HSA-909733","Interferon alpha/beta signaling","4/72","72/10955",0.00125970531086313,0.00886214854396895,0.00677948940022105,"3669/3434/3433/3437",4
"R-HSA-2132295","R-HSA-2132295","MHC class II antigen presentation","5/72","123/10955",0.00126234092632116,0.00886214854396895,0.00677948940022105,"5641/5476/81027/1514/10437",5
"R-HSA-1638074","R-HSA-1638074","Keratan sulfate/keratin metabolism","3/72","34/10955",0.00140745199714675,0.00968326974036965,0.00740764209024606,"4060/2588/2331",3
"R-HSA-9029569","R-HSA-9029569","NR1H3 & NR1H2 regulate gene expression linked to cholesterol transport and efflux","3/72","37/10955",0.00180194553093729,0.0121542992674986,0.00929796455591995,"348/341/344",3
"R-HSA-140877","R-HSA-140877","Formation of Fibrin Clot (Clotting Cascade)","3/72","39/10955",0.00209962176563895,0.0138898055265346,0.0106256162228692,"2243/2244/2266",3
"R-HSA-6802957","R-HSA-6802957","Oncogenic MAPK signaling","4/72","84/10955",0.00222693341789078,0.0144540584104609,0.0110572662258728,"2243/2244/2335/2266",4
"R-HSA-3560782","R-HSA-3560782","Diseases associated with glycosaminoglycan metabolism","3/72","41/10955",0.00242618257114496,0.0154556815643309,0.0118235018086986,"4060/2719/2331",3
"R-HSA-2426168","R-HSA-2426168","Activation of gene expression by SREBF (SREBP)","3/72","42/10955",0.00260058412959595,0.0162654716469274,0.0124429862660093,"32/3422/2194",3
"R-HSA-1679131","R-HSA-1679131","Trafficking and processing of endosomal TLR","2/72","13/10955",0.00317066729822306,0.0194769562605131,0.0148997523412738,"5641/1514",2
"R-HSA-71387","R-HSA-71387","Metabolism of carbohydrates","7/72","297/10955",0.0032756817206802,0.0197690265248068,0.0151231843060028,"4060/26007/2719/2588/5105/2331/5232",7
"R-HSA-1660662","R-HSA-1660662","Glycosphingolipid metabolism","3/72","46/10955",0.00337487081032767,0.0200164751509089,0.0153124809905974,"5476/4758/57733",3
"R-HSA-1236975","R-HSA-1236975","Antigen processing-Cross presentation","4/72","105/10955",0.00497609831773615,0.0290131834118854,0.0221949077508303,"2243/2244/2266/1514",4
"R-HSA-211945","R-HSA-211945","Phase I - Functionalization of compounds","4/72","106/10955",0.00514593258221677,0.0295033468047095,0.0225698797465648,"1558/2328/8529/55902",4
"R-HSA-9018677","R-HSA-9018677","Biosynthesis of DHA-derived SPMs","2/72","17/10955",0.00543527317498199,0.0306513765933411,0.0234481155089818,"1558/3248",2
"R-HSA-1655829","R-HSA-1655829","Regulation of cholesterol biosynthesis by SREBP (SREBF)","3/72","55/10955",0.00559210057679916,0.031027138684176,0.023735571208825,"32/3422/2194",3
"R-HSA-9748784","R-HSA-9748784","Drug ADME","4/72","110/10955",0.00586416804008959,0.0320202191395368,0.0244952716795722,"1558/6822/5105/11309",4
"R-HSA-166658","R-HSA-166658","Complement cascade","3/72","58/10955",0.00648554113839813,0.0344058055666248,0.0263202306966224,"727/730/5648",3
"R-HSA-8963889","R-HSA-8963889","Assembly of active LPL and LIPC lipase complexes","2/72","19/10955",0.00677636936692277,0.0344058055666248,0.0263202306966224,"116519/344",2
"R-HSA-9018678","R-HSA-9018678","Biosynthesis of specialized proresolving mediators (SPMs)","2/72","19/10955",0.00677636936692277,0.0344058055666248,0.0263202306966224,"1558/3248",2
"R-HSA-9694614","R-HSA-9694614","Attachment and Entry","2/72","19/10955",0.00677636936692277,0.0344058055666248,0.0263202306966224,"2719/1514",2
"R-HSA-2142753","R-HSA-2142753","Arachidonic acid metabolism","3/72","59/10955",0.00680114761200722,0.0344058055666248,0.0263202306966224,"1558/8529/3248",3
"R-HSA-3781860","R-HSA-3781860","Diseases associated with N-glycosylation of proteins","2/72","20/10955",0.00749747686683807,0.0373787252491637,0.0285944960596418,"5476/4758",2
"R-HSA-1630316","R-HSA-1630316","Glycosaminoglycan metabolism","4/72","124/10955",0.0088977771557662,0.0437262191654796,0.0334502900592714,"4060/2719/2588/2331",4
"R-HSA-913531","R-HSA-913531","Interferon Signaling","5/72","200/10955",0.0100459847027315,0.0486735033484456,0.0372349321821035,"3669/10437/3434/3433/3437",5
