"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"R-HSA-76002","R-HSA-76002","Platelet activation, signaling and aggregation","8/28","263/10955",2.03358525083739e-07,3.09730676666003e-06,1.66309401080629e-06,"7057/2243/2335/2244/2266/3959/2162/83706",8
"R-HSA-140875","R-HSA-140875","Common Pathway of Fibrin Clot Formation","4/28","22/10955",2.41946702074717e-07,3.42181764362814e-06,1.83733961725913e-06,"2243/2244/2266/2162",4
"R-HSA-354192","R-HSA-354192","Integrin signaling","4/28","27/10955",5.75402576373039e-07,7.59531400812412e-06,4.07829194481943e-06,"2243/2335/2244/2266",4
"R-HSA-8963899","R-HSA-8963899","Plasma lipoprotein remodeling","4/28","34/10955",1.50194121725724e-06,1.85865225635584e-05,9.98000414098564e-06,"116519/338/348/4018",4
"R-HSA-8963901","R-HSA-8963901","Chylomicron remodeling","3/28","10/10955",1.77316739678627e-06,2.06521849743342e-05,1.10891583328429e-05,"116519/338/348",3
"R-HSA-6802948","R-HSA-6802948","Signaling by high-kinase activity BRAF mutants","4/28","36/10955",1.90102357213616e-06,2.09112592934978e-05,1.12282678822077e-05,"2243/2335/2244/2266",4
"R-HSA-140877","R-HSA-140877","Formation of Fibrin Clot (Clotting Cascade)","4/28","39/10955",2.64052364060326e-06,2.61411840419723e-05,1.40364677737331e-05,"2243/2244/2266/2162",4
"R-HSA-76009","R-HSA-76009","Platelet Aggregation (Plug Formation)","4/28","39/10955",2.64052364060326e-06,2.61411840419723e-05,1.40364677737331e-05,"2243/2335/2244/2266",4
"R-HSA-5674135","R-HSA-5674135","MAP2K and MAPK activation","4/28","40/10955",2.92877084335319e-06,2.7614125094473e-05,1.48273611618382e-05,"2243/2335/2244/2266",4
"R-HSA-3560782","R-HSA-3560782","Diseases associated with glycosaminoglycan metabolism","4/28","41/10955",3.23970425115049e-06,2.91573382603544e-05,1.56559870510143e-05,"375790/2719/4060/2331",4
"R-HSA-9656223","R-HSA-9656223","Signaling by RAF1 mutants","4/28","43/10955",3.9341470302675e-06,3.38678744344768e-05,1.81853020621061e-05,"2243/2335/2244/2266",4
"R-HSA-6802946","R-HSA-6802946","Signaling by moderate kinase activity BRAF mutants","4/28","47/10955",5.64626450441424e-06,4.14059396990378e-05,2.22328543838534e-05,"2243/2335/2244/2266",4
"R-HSA-6802949","R-HSA-6802949","Signaling by RAS mutants","4/28","47/10955",5.64626450441424e-06,4.14059396990378e-05,2.22328543838534e-05,"2243/2335/2244/2266",4
"R-HSA-6802955","R-HSA-6802955","Paradoxical activation of RAF signaling by kinase inactive BRAF","4/28","47/10955",5.64626450441424e-06,4.14059396990378e-05,2.22328543838534e-05,"2243/2335/2244/2266",4
"R-HSA-9649948","R-HSA-9649948","Signaling downstream of RAS mutants","4/28","47/10955",5.64626450441424e-06,4.14059396990378e-05,2.22328543838534e-05,"2243/2335/2244/2266",4
"R-HSA-2187338","R-HSA-2187338","Visual phototransduction","5/28","106/10955",6.35060578245266e-06,4.49078551759152e-05,2.41132024070571e-05,"375790/2719/338/348/55937",5
"R-HSA-5602498","R-HSA-5602498","MyD88 deficiency (TLR2/4)","3/28","17/10955",9.92819919754401e-06,6.77856359004729e-05,3.63973908875479e-05,"2243/2244/2266",3
"R-HSA-5603041","R-HSA-5603041","IRAK4 deficiency (TLR2/4)","3/28","18/10955",1.18934542900723e-05,7.84967983144769e-05,4.21487327472736e-05,"2243/2244/2266",3
"R-HSA-6802952","R-HSA-6802952","Signaling by BRAF and RAF1 fusions","4/28","67/10955",2.34265860250419e-05,0.000149627872030913,8.03424512234036e-05,"2243/2335/2244/2266",4
"R-HSA-3781865","R-HSA-3781865","Diseases of glycosylation","5/28","143/10955",2.72643500563898e-05,0.000168698165973912,9.05822156478739e-05,"7057/375790/2719/4060/2331",5
"R-HSA-174824","R-HSA-174824","Plasma lipoprotein assembly, remodeling, and clearance","4/28","75/10955",3.66309253175655e-05,0.000219785551905393,0.000118013507402683,"116519/338/348/4018",4
"R-HSA-6802957","R-HSA-6802957","Oncogenic MAPK signaling","4/28","84/10955",5.72395564342819e-05,0.000333336240411406,0.00017898437151277,"2243/2335/2244/2266",4
"R-HSA-5260271","R-HSA-5260271","Diseases of Immune System","3/28","31/10955",6.40740345196042e-05,0.000352407189857823,0.000189224487908773,"2243/2244/2266",3
"R-HSA-5602358","R-HSA-5602358","Diseases associated with the TLR signaling cascade","3/28","31/10955",6.40740345196042e-05,0.000352407189857823,0.000189224487908773,"2243/2244/2266",3
"R-HSA-196854","R-HSA-196854","Metabolism of vitamins and cofactors","5/28","191/10955",0.000108438385529353,0.000580291900940863,0.000311586826129862,"375790/2719/338/348/55937",5
"R-HSA-2173782","R-HSA-2173782","Binding and Uptake of Ligands by Scavenger Receptors","3/28","42/10955",0.000160590570288422,0.000836761392555464,0.000449297717427442,"338/348/3040",3
"R-HSA-1630316","R-HSA-1630316","Glycosaminoglycan metabolism","4/28","124/10955",0.000259433504767057,0.0013171239472789,0.000707227637826525,"375790/2719/4060/2331",4
"R-HSA-8963888","R-HSA-8963888","Chylomicron assembly","2/28","10/10955",0.00027992978146542,0.00138565241825383,0.000744023892842299,"338/348",2
"R-HSA-5668914","R-HSA-5668914","Diseases of metabolism","5/28","249/10955",0.000373263892369811,0.00180259148022494,0.000967898668276019,"7057/375790/2719/4060/2331",5
"R-HSA-3000171","R-HSA-3000171","Non-integrin membrane-ECM interactions","3/28","59/10955",0.000441729831542566,0.00208244063441496,0.0011181632327268,"7057/2335/375790",3
"R-HSA-2022857","R-HSA-2022857","Keratan sulfate degradation","2/28","13/10955",0.000482914384873628,0.00222365228383671,0.0011939866064195,"4060/2331",2
"R-HSA-3656237","R-HSA-3656237","Defective EXT2 causes exostoses 2","2/28","14/10955",0.000562509801993033,0.00247504312876935,0.00132897052634611,"375790/2719",2
"R-HSA-3656253","R-HSA-3656253","Defective EXT1 causes exostoses 1, TRPS2 and CHDS","2/28","14/10955",0.000562509801993033,0.00247504312876935,0.00132897052634611,"375790/2719",2
"R-HSA-168898","R-HSA-168898","Toll-like Receptor Cascades","4/28","168/10955",0.000819673885413011,0.00352816150677774,0.00189444078779666,"2243/2244/2266/338",4
"R-HSA-3000480","R-HSA-3000480","Scavenging by Class A Receptors","2/28","19/10955",0.00104870172165079,0.00423761103850728,0.00227537860121869,"338/348",2
"R-HSA-8963898","R-HSA-8963898","Plasma lipoprotein assembly","2/28","19/10955",0.00104870172165079,0.00423761103850728,0.00227537860121869,"338/348",2
"R-HSA-9694614","R-HSA-9694614","Attachment and Entry","2/28","19/10955",0.00104870172165079,0.00423761103850728,0.00227537860121869,"375790/2719",2
"R-HSA-3560783","R-HSA-3560783","Defective B4GALT7 causes EDS, progeroid type","2/28","20/10955",0.00116338424099122,0.00442980922531271,0.00237857911619662,"375790/2719",2
"R-HSA-3560801","R-HSA-3560801","Defective B3GAT3 causes JDSSDHD","2/28","20/10955",0.00116338424099122,0.00442980922531271,0.00237857911619662,"375790/2719",2
"R-HSA-4420332","R-HSA-4420332","Defective B3GALT6 causes EDSP2 and SEMDJL1","2/28","20/10955",0.00116338424099122,0.00442980922531271,0.00237857911619662,"375790/2719",2
"R-HSA-2024096","R-HSA-2024096","HS-GAG degradation","2/28","22/10955",0.00140996794015571,0.00526742739907227,0.00282833688094789,"375790/2719",2
"R-HSA-1236974","R-HSA-1236974","ER-Phagosome pathway","3/28","90/10955",0.0015139806599191,0.00555126241970338,0.00298074165013313,"2243/2244/2266",3
"R-HSA-1971475","R-HSA-1971475","A tetrasaccharide linker sequence is required for GAG synthesis","2/28","26/10955",0.00197122897343538,0.00709642430436735,0.00381041390080331,"375790/2719",2
"R-HSA-3000170","R-HSA-3000170","Syndecan interactions","2/28","27/10955",0.00212556881995114,0.00751540404197009,0.00403538441381701,"7057/2335",2
"R-HSA-2022854","R-HSA-2022854","Keratan sulfate biosynthesis","2/28","28/10955",0.00228546348426195,0.00793897841901519,0.00426282201127344,"4060/2331",2
"R-HSA-1236975","R-HSA-1236975","Antigen processing-Cross presentation","3/28","105/10955",0.00235477676080931,0.00803872066621109,0.00431637845447804,"2243/2244/2266",3
"R-HSA-2022928","R-HSA-2022928","HS-GAG biosynthesis","2/28","31/10955",0.00279820343893375,0.00939058103235393,0.00504225775793592,"375790/2719",2
"R-HSA-166058","R-HSA-166058","MyD88:MAL(TIRAP) cascade initiated on plasma membrane","3/28","113/10955",0.00290124583402536,0.00941715860880363,0.00505652854592858,"2243/2244/2266",3
"R-HSA-168188","R-HSA-168188","Toll Like Receptor TLR6:TLR2 Cascade","3/28","113/10955",0.00290124583402536,0.00941715860880363,0.00505652854592858,"2243/2244/2266",3
"R-HSA-168179","R-HSA-168179","Toll Like Receptor TLR1:TLR2 Cascade","3/28","116/10955",0.00312467301521794,0.00982040090497068,0.00527304886444465,"2243/2244/2266",3
"R-HSA-181438","R-HSA-181438","Toll Like Receptor 2 (TLR2) Cascade","3/28","116/10955",0.00312467301521794,0.00982040090497068,0.00527304886444465,"2243/2244/2266",3
"R-HSA-1638074","R-HSA-1638074","Keratan sulfate/keratin metabolism","2/28","34/10955",0.00335995812256548,0.010394870441687,0.00558150938123542,"4060/2331",2
"R-HSA-2129379","R-HSA-2129379","Molecules associated with elastic fibres","2/28","37/10955",0.00397000202958883,0.0119100060887665,0.00639505909072523,"2335/2192",2
"R-HSA-8964043","R-HSA-8964043","Plasma lipoprotein clearance","2/28","37/10955",0.00397000202958883,0.0119100060887665,0.00639505909072523,"338/348",2
"R-HSA-9772572","R-HSA-9772572","Early SARS-CoV-2 Infection Events","2/28","38/10955",0.00418395662990517,0.012364528548078,0.00663911421241825,"375790/2719",2
"R-HSA-419037","R-HSA-419037","NCAM1 interactions","2/28","42/10955",0.0050921046482199,0.0148270105933462,0.00796134008467818,"375790/1291",2
"R-HSA-5673001","R-HSA-5673001","RAF/MAP kinase cascade","4/28","280/10955",0.00527228219110903,0.0151291575918781,0.00812357744167829,"2243/2335/2244/2266",4
"R-HSA-1566948","R-HSA-1566948","Elastic fibre formation","2/28","44/10955",0.00557721028404001,0.0157755376605703,0.0084706502058352,"2335/2192",2
"R-HSA-5684996","R-HSA-5684996","MAPK1/MAPK3 signaling","4/28","286/10955",0.00568145552762834,0.015844059077048,0.00850744267294978,"2243/2335/2244/2266",4
"R-HSA-166016","R-HSA-166016","Toll Like Receptor 4 (TLR4) Cascade","3/28","146/10955",0.0059516037162657,0.0163669102197307,0.00878818677401807,"2243/2244/2266",3
"R-HSA-9707616","R-HSA-9707616","Heme signaling","2/28","47/10955",0.00634307495290285,0.0169720113604698,0.00911309488254891,"338/3040",2
"R-HSA-977606","R-HSA-977606","Regulation of Complement cascade","2/28","47/10955",0.00634307495290285,0.0169720113604698,0.00911309488254891,"727/730",2
"R-HSA-71387","R-HSA-71387","Metabolism of carbohydrates","4/28","297/10955",0.00648616124985886,0.0171234656996274,0.00919441805243151,"375790/2719/4060/2331",4
"R-HSA-1793185","R-HSA-1793185","Chondroitin sulfate/dermatan sulfate metabolism","2/28","50/10955",0.00715417138584259,0.0186384991368004,0.0100079128804723,"375790/2719",2
"R-HSA-1638091","R-HSA-1638091","Heparan sulfate/heparin (HS-GAG) metabolism","2/28","55/10955",0.00860465385760816,0.0221262527767067,0.0118806567275246,"375790/2719",2
"R-HSA-5683057","R-HSA-5683057","MAPK family signaling cascades","4/28","325/10955",0.0088704779852946,0.0225173671934401,0.0120906650001991,"2243/2335/2244/2266",4
"R-HSA-166658","R-HSA-166658","Complement cascade","2/28","58/10955",0.00953303408057264,0.0235942593494173,0.0126689005544452,"727/730",2
"R-HSA-186797","R-HSA-186797","Signaling by PDGF","2/28","58/10955",0.00953303408057264,0.0235942593494173,0.0126689005544452,"7057/1291",2
"R-HSA-375165","R-HSA-375165","NCAM signaling for neurite out-growth","2/28","63/10955",0.0111750115360773,0.0273166948659666,0.014667656467106,"375790/1291",2
