B_1;B_2;B_3;B_4;BM_1;BM_2;BM_3;BM_4;C_1;C_2;C_3;C_4;CM_1;CM_2;CM_3;CM_4;Protein.Names;Peptides;Genes;First.Protein.Description
19.114642145539026;19.118887858577736;19.125814510920634;19.02575057932653;19.194006537935547;19.178973580694237;19.176392318921813;19.19865366079052;19.089240976355516;19.10864185882412;19.11315204429921;19.159395883963075;19.146934056262737;19.119012021864737;19.14154838358737;19.132015168615066;ZO1_HUMAN;64;TJP1;Tight junction protein ZO-1
19.83002615465802;19.86025800298585;19.897297453432994;19.91230169528658;19.630060889090856;19.882540065972933;19.69158166755566;19.89302891386912;19.931568569324174;19.876170679786973;19.788361488629835;19.851953345316645;19.757639044979385;19.851020020091994;19.84232425277278;19.857314354984823;ZNT9_HUMAN;14;SLC30A9;Proton-coupled zinc antiporter SLC30A9, mitochondrial
19.859380089228594;20.001957897215572;20.029179365950597;19.866670710747453;19.91895201738836;19.891926067415017;19.89048694927906;19.89832681750742;20.055896704326376;19.945923862301242;20.12060239371419;19.960137721520944;19.960137721520944;20.082128245899554;20.145693374677023;20.06907209307411;ZNT7_HUMAN;9;SLC30A7;Zinc transporter 7
17.3914701676768;17.064658571406536;17.148794321424333;17.441379923566988;16.869208250550827;17.30916545594328;17.10054941873454;17.29560752603597;17.45970376332988;17.324620068389887;17.277804994728758;17.363185111102712;17.01272273445355;17.633236496779936;17.13602984938555;17.31297156148634;ZNT6_HUMAN;2;SLC30A6;Zinc transporter 6
18.84846095576234;18.535507007066798;18.73385610131045;18.919619876197004;18.79490444984508;18.724700359704748;18.78039879230118;18.555165778352087;18.77905884067249;18.682610603706177;18.787054431004385;18.70228092673116;18.67859326229539;18.636766209763913;18.63661046085732;18.591135148851368;ZNT5_HUMAN;4;SLC30A5;Proton-coupled zinc antiporter SLC30A5
18.47135371538372;18.54218548750218;18.406939887024468;18.255521939984106;18.191266494492982;18.525895442739046;18.159373708764058;18.16284858966882;18.480312936137615;18.63868691000532;18.082133444791236;18.3230195653612;18.38140353484757;18.193996915959453;18.292676618369708;18.36785409337708;ZNT10_HUMAN;4;SLC30A10;Calcium/manganese antiporter SLC30A10
21.9985188132488;21.93876407072838;21.93876407072838;21.991615952994113;22.139461420965507;22.367197163376265;22.19760546331949;22.241908689936324;21.970706963231134;22.022421999775286;22.039256438638546;22.18253014285739;22.07561493894088;22.262126969354977;22.203591758385222;22.203591758385222;ZNT1_HUMAN;23;SLC30A1;Proton-coupled zinc antiporter SLC30A1
17.67075996675523;17.3969141167369;17.735403972341867;17.900448209127777;17.506082839914452;17.585116588947276;17.38724324410888;17.535488022363822;17.54086966350602;17.59136894103644;17.420470164640065;17.53677082624342;17.4885227286659;17.690761908445975;17.606238920712062;17.434432762574996;ZNRD2_HUMAN;8;ZNRD2;Protein ZNRD2
16.684241813266077;16.27268627581947;16.748716989482922;16.529901756753976;16.467166103051245;16.841601200845727;16.32288053679402;16.72778753505575;16.125704046754993;16.405453960018306;16.903293466116082;16.816383708474728;16.65511140413328;16.299994988501744;16.834347593935327;16.913321874117035;ZNHI3_HUMAN;3;ZNHIT3;Zinc finger HIT domain-containing protein 3
15.4241662888181;15.403967332855329;15.567507539477159;22.98815209769054;15.075901099475546;15.640075436716671;15.464284091359914;15.53064408418601;15.671129141031672;15.968086250818184;15.353205420006983;15.66938060400076;15.871917266483115;15.757462934049279;15.788081049220771;15.48812570637495;ZNHI1_HUMAN;1;ZNHIT1;Zinc finger HIT domain-containing protein 1
18.73575102312127;18.744479110344127;18.807553032468547;18.852828170589536;18.698080622641182;18.958354467174672;18.81257844413538;18.833467663660233;18.84640859447647;18.944331734327044;18.927057429847935;18.807395804211357;18.88782153389028;18.893310419677825;18.789667363154678;18.906611727453512;ZNG1F_HUMAN;11;ZNG1F;Zinc-regulated GTPase metalloprotein activator 1F
18.323604570423992;17.912251983331284;17.092179022282227;17.411312365441248;18.08337024848247;17.75153098356;17.606499195342163;18.60421657833424;18.371980784852976;17.75075931751033;18.092979035651936;18.41037267557291;17.962472431577005;17.942262488196448;17.721379602395817;17.828372053569183;ZNG1A_HUMAN;3;"ZNG1A;ZNG1B";Zinc-regulated GTPase metalloprotein activator 1B
15.938830677200656;16.27561530006964;15.961438389383986;15.512490487566929;16.180451164774787;15.915442938647722;16.20708106769017;16.453543943263472;15.709633121395914;16.15480822212787;15.781731098213392;15.77937053857976;16.123812233666975;16.05816511318555;16.142144959467522;16.042845653265864;ZNFX1_HUMAN;6;ZNFX1;NFX1-type zinc finger-containing protein 1
17.40505834086712;17.0688832188149;17.447349637724106;17.273285671400316;17.477710841870564;17.388925412856068;17.526140048944608;17.607835977590064;17.01143475023478;17.324927653977564;17.16429808270774;16.66582165674092;17.49045136082641;17.60295253205669;17.243025182994156;17.36527157437707;ZNF24_HUMAN;4;ZNF24;Zinc finger protein 24
18.7387355165824;18.80617827757928;18.87746987526351;18.743194136686764;18.782956629514466;18.757862001178157;18.664030549503366;18.707645598756375;18.622670307585622;18.45875103222443;18.733078231608427;18.682418575387352;18.685491387547792;18.737197820846482;18.701580596709483;18.66927263431891;ZN830_HUMAN;10;ZNF830;Zinc finger protein 830
18.32963869247494;16.731438366671803;17.66369707477414;21.487384724385812;17.41441272302704;17.4834536727959;21.422138699770375;18.06531094134082;15.017130281894092;15.704773641895326;17.804294908647343;15.788506785792839;15.737236778438376;18.545390617897763;17.96296941214459;15.95769155375932;ZN800_HUMAN;1;ZNF800;Zinc finger protein 800
17.086716769732693;17.56521366864856;17.215438202224092;17.29786560176405;16.69688604642737;17.201501772447156;16.916439322580775;17.139781151707016;17.10225254927872;17.23830210189517;16.992385185238884;17.063911140096312;17.03237940630071;17.187390738394225;17.06841092495802;17.27616076305806;ZN787_HUMAN;6;ZNF787;Zinc finger protein 787
15.717031071085314;16.032861490493175;15.55648210535228;16.122777451074732;15.356826763638278;15.616884782608857;16.21945405081339;15.729405661453963;16.170523652016463;16.779488530091704;15.54543813162227;16.14499275126448;15.313364907315231;15.8529293356658;15.888498308556757;15.867585221925369;ZN770_HUMAN;4;ZNF770;Zinc finger protein 770
14.857281242729494;15.633335843724577;14.70482766610992;15.874114452352867;15.15792320345391;15.656578487818225;15.849006740921503;15.547108413248154;15.257682480708766;15.575663326507863;15.690420915114215;15.810144827883333;15.552954222526532;15.739614500452866;15.76013516328539;15.294785856809797;ZN768_HUMAN;3;ZNF768;Zinc finger protein 768
19.583716349671924;19.49607356264787;19.614558884587936;19.553378054248533;19.702265705779826;19.518681966876006;19.489003167822055;19.54052916878541;19.457445008827882;19.60252670840813;19.75077730595128;19.452406153651342;19.831798954110848;19.92204717102015;19.868756252927938;19.808437907898785;ZN706_HUMAN;1;ZNF706;Zinc finger protein 706
18.734600477360637;18.861192946970565;18.89866042786691;18.88820813123499;18.76969581876368;18.892676213289015;18.774764543048452;18.872572685752445;18.922752790926104;18.851776486905827;18.792876063590608;18.85739789170129;18.809516941273394;18.707638859017422;18.83231522417574;18.72735546206143;ZN687_HUMAN;14;ZNF687;Zinc finger protein 687
19.92007512338114;19.931568569324174;19.98815209769054;19.945923862301242;19.960137721520944;19.907283854862072;19.974212906732667;19.974212906732667;19.91478803070818;19.98815209769054;19.908605183544573;19.901750772602043;19.925962921565723;19.909884296538234;19.91065444060912;20.001957897215572;ZN638_HUMAN;46;ZNF638;Zinc finger protein 638
18.928472110565313;18.949453429861997;18.88973863418891;18.905154866075456;18.7574648873383;18.933396747815653;18.859680368552766;18.844705764411938;18.79076847493378;18.82226895167805;18.821898518639546;18.813931464123886;18.911462210776175;18.89509596105563;18.845857538539033;18.942984056211046;ZN622_HUMAN;14;ZNF622;Cytoplasmic 60S subunit biogenesis factor ZNF622
14.738424809798506;14.520686197889956;14.803838498826611;21.06907209307411;14.94641743667881;15.628570847751424;21.001957897215572;14.531765234584002;13.573730017015842;13.724343311711761;14.645444533861088;14.647059246594253;14.09312866631979;14.42941328018227;14.271463027904375;15.901423179551786;ZN609_HUMAN;1;ZNF609;Zinc finger protein 609
17.284354208190667;17.16799628410261;17.090691366860767;17.52140874237949;17.50370153369617;17.222992958021923;17.465327253694475;17.492659064676605;17.502987151388485;17.60152416767059;17.568253042346157;17.77123797667466;17.573580624609345;17.618485877119237;17.37865047271828;17.477544843586116;ZN598_HUMAN;5;ZNF598;E3 ubiquitin-protein ligase ZNF598
16.885565308606996;16.863629740667598;16.90988136744907;16.72627138647312;17.13081184978147;16.89092922289535;17.056817617450033;16.689547604744714;16.873768509394626;16.879308027751943;16.821948330297214;16.564033350266136;16.93938408102194;16.22824563140113;16.040889006871573;16.809617421496366;ZN593_HUMAN;2;ZNF593;Zinc finger protein 593
18.00219970011951;18.099851169887962;17.92930464812163;17.854710141628548;18.105402142746158;18.18450734057329;17.82265173631;18.124858387861057;17.9622125781291;17.883281680705853;18.00600275972908;18.059307488755067;18.210143362330264;17.919602419771174;17.701502761273144;18.261732253658547;ZN592_HUMAN;4;ZNF592;Zinc finger protein 592
15.206110063911003;15.371466976085257;15.38411593096169;15.865967612447596;15.78533496342319;15.82562714438847;15.394800954077475;15.656371789180072;15.829219784973244;15.805184618694527;15.342140660340371;16.45294902741064;15.942090633082081;15.186976967035179;15.994574421011988;15.815575929175651;ZN516_HUMAN;2;ZNF516;Zinc finger protein 516
20.015632834112647;20.042599881712917;20.042599881712917;20.06907209307411;19.960137721520944;20.029179365950597;19.930838380880225;19.974212906732667;20.17035542891129;20.06907209307411;20.042599881712917;19.98815209769054;20.055896704326376;20.042599881712917;20.082128245899554;20.082128245899554;ZN512_HUMAN;18;ZNF512;Zinc finger protein 512
15.550142530310133;15.011349571765127;15.321850604303124;15.236017930221944;14.133142212400601;15.729405661453963;15.716297000553112;15.032695792221313;15.752380646552893;16.027975089505453;14.995519850905694;14.4733252418918;15.611160274216049;16.03191869321101;15.562638943882714;16.346047926209504;ZN511_HUMAN;3;ZNF511;Zinc finger protein 511
15.763090442310322;15.989314663306146;16.267287795987624;16.233921080465358;16.019760109992387;16.145575964372107;15.963343164267071;15.972481754997096;15.802862154481135;15.943075658077209;15.600815986785598;15.696687759672436;15.707987262263059;16.04705146873185;16.131497286750076;16.2633407317393;ZN503_HUMAN;2;ZNF503;Zinc finger protein 503
17.39933634419623;17.589146384118514;17.261911266019546;17.280707346401257;17.138951703593083;17.498023308925234;17.345465889090487;17.343602137745734;17.47163552703276;17.405465594233522;17.477157439961932;17.51945197314515;17.329927696517863;17.361069916726684;17.34639253393501;17.43204432229436;ZN451_HUMAN;8;ZNF451;E3 SUMO-protein ligase ZNF451
15.115210317993235;15.675499504378054;14.873910259943527;21.487384724385812;14.608849660851686;14.904789832855588;21.416995396494414;15.013427364477407;21.467621469564385;14.014072791478394;15.3131877377832;14.908378546546922;16.14304633853531;14.694624504319693;17.112021999893706;15.335051834381805;ZN439_HUMAN;1;"ZNF439;ZNF69;ZNF763";Zinc finger protein 763
18.787016157816993;18.903605337201636;18.556023249426893;18.95158353774877;18.790074808814154;18.895149226845504;18.773261572984485;18.77343222439127;19.044303393051646;18.82426267508536;18.889548524089953;18.902257334809015;18.95024546825134;18.98537779277652;18.75062194383743;18.945569572891515;ZN428_HUMAN;6;ZNF428;Zinc finger protein 428
19.005103662260428;18.8990736434692;18.695020938128735;18.971683874006683;18.883427869610717;18.976387915020762;18.97947822804795;18.963971323919417;19.124315714330134;19.02445253500266;18.662174617433628;18.865645684968282;18.944877886416727;18.721322856405333;18.804134173040893;18.74916235872105;ZN384_HUMAN;4;ZNF384;Zinc finger protein 384
14.732538441491812;15.256009611188313;15.360843655717794;15.271273340722686;15.421308783107374;15.431755485146534;14.991907091996328;14.387674066130945;16.57336908216767;14.23494463409702;15.361035637036505;14.677967335871317;14.141428639639464;15.338029483806096;13.91640199975831;15.017743612545486;ZN363_HUMAN;2;RCHY1;RING finger and CHY zinc finger domain-containing protein 1
15.981544984885993;16.38343261422231;16.22499273420616;16.236318833359793;16.09724618591219;15.830019963059685;16.351249835678193;16.31686485664986;16.339630826833805;16.734696391227384;16.502740141300233;16.470334765039343;16.287944995370648;16.512050611163563;16.425378197362615;16.678187472825094;ZN362_HUMAN;5;ZNF362;Zinc finger protein 362
17.93137234945536;18.018879325528403;17.90207475730514;17.9767375138417;18.003111591831942;18.036393649703893;17.951472553654938;18.024674366973546;17.930841267728166;18.047794905829413;17.94765976522441;17.915640169950088;17.86481486478396;18.032061874483716;18.027873608117226;18.00040169554435;ZN346_HUMAN;6;ZNF346;Zinc finger protein 346
16.614163439520418;17.21145107102333;17.059798611795493;17.029750937475992;17.189390249100345;17.168672118132232;16.948663807809567;17.291836194705375;17.014696139352274;17.026782772345964;16.98922816873676;17.06298420863232;17.32906927270893;16.92346677082721;17.347647318576517;17.154026940926496;ZN330_HUMAN;5;ZNF330;Zinc finger protein 330
20.298939634972704;20.35380157000722;20.342994815050638;20.23022688488869;20.3321064989079;20.06907209307411;20.18253014285739;20.158077099132854;20.145693374677023;20.276397066321614;20.145693374677023;20.042599881712917;20.253496664211536;19.945923862301242;20.082128245899554;20.241908689936324;ZN326_HUMAN;17;ZNF326;DBIRD complex subunit ZNF326
17.88802971456407;18.219650674620347;18.39061821667658;18.197672647553294;18.033600445212116;18.65216925154647;17.993098710271877;18.65283797232971;18.39421564810826;18.49933595297957;18.346379547699243;18.441639285931007;18.629281904712123;18.4780704393101;18.410848806405507;18.47885649955424;ZN318_HUMAN;7;ZNF318;Zinc finger protein 318
15.1261882105221;14.63678319953658;13.409152235226825;13.985770796440645;14.821096314116346;15.628570847751424;14.640555633603993;14.241037225133189;14.90565494682348;14.716417585219133;14.612321394729184;14.466223069296474;15.174040106437076;14.182332273969037;13.91640199975831;15.457185265710523;ZN316_HUMAN;2;ZNF316;Zinc finger protein 316
16.289060669185456;16.050388608349714;16.32255315079569;16.0561381039231;16.01485084483048;16.36999599518244;16.393110539407576;16.147475245908264;16.43032023321298;16.067707445282064;16.63438566463395;16.08471705408089;15.683570362091572;16.219002092601208;16.297793971112704;16.269260025825506;ZN292_HUMAN;3;ZNF292;Zinc finger protein 292
16.305792797182626;16.335091972383847;15.945391252404375;16.470361776905662;16.372278438001587;16.303063645284425;16.662334585740656;16.729461426558686;16.664697267805746;16.448395432666917;16.62265243592654;16.48709105207894;16.69958600831079;16.436430144924323;16.773937620505322;16.582124336063575;ZN281_HUMAN;5;ZNF281;Zinc finger protein 281
18.371044903529956;18.016911638253482;17.650224349213627;17.942331224510575;17.430779211927515;17.591208212979133;17.29782978688294;17.437906462076107;17.53506269953029;17.523531327865033;17.35559198435902;17.776735018844075;17.79443490516875;18.746586485576348;18.39350777220572;17.7093531077261;ZN277_HUMAN;1;ZNF277;Zinc finger protein 277
15.346112005232541;15.730557702464417;15.690374533794538;16.082901635042163;15.639445288945728;15.566226513663098;15.925760723098577;14.980139577639157;15.77573886664346;14.827436988459786;15.444584638168745;15.850387089513353;15.646929911119894;15.619833091993751;14.696983821643473;15.440505853332468;ZN217_HUMAN;3;ZNF217;Zinc finger protein 217
21.68002980232821;21.705564894435348;21.57773122648207;21.709777145722263;21.600595334833805;21.627562382434075;21.654034593795267;21.73892349138178;21.775552413372502;21.618629257664065;21.68002980232821;21.759387593941494;21.74303959985401;21.984679905783736;21.771528156813705;21.627562382434075;ZN207_HUMAN;13;ZNF207;BUB3-interacting and GLEBS motif-containing protein ZNF207
14.580812075503669;16.735846860529975;15.189284064598429;22.98815209769054;14.011725192844104;14.445260621253798;14.930862052862809;14.60697190748523;13.6965329140783;15.233533549848339;14.97931800746851;14.966879415453896;14.77359255392457;14.448884178644347;14.838544108315991;15.336555374071843;ZN148_HUMAN;2;ZNF148;Zinc finger protein 148
15.824742499012366;15.638302974469125;15.82712433815688;15.667308390860256;15.960854930399021;15.94212958870226;16.504814333369996;15.471021027409705;16.03346817108895;15.879183562366142;15.336963257263491;15.549456800142387;16.00759673161258;15.748205955407848;15.783435679568367;15.992141731625926;ZMYM4_HUMAN;2;ZMYM4;Zinc finger MYM-type protein 4
17.258556832999364;17.183111952936883;17.20575507427733;17.239654463921646;17.357552004618082;17.13866178396668;17.217134136407818;17.29544609959108;16.78037315897186;16.859340653967518;17.13915161422304;16.83814520033121;16.9585866981112;16.937764604456856;17.000330168906267;17.08828100383265;ZMYM3_HUMAN;12;ZMYM3;Zinc finger MYM-type protein 3
17.133653986092913;17.264066849465035;17.287504977229922;17.27276645257327;17.186269026842997;17.145564023805814;17.32108251801004;17.35233659866042;17.051495734730416;17.149479208639992;17.003287311940973;17.2592743263078;17.289046255639644;17.051293922803925;17.239001757765582;17.305304745489472;ZMYM2_HUMAN;11;ZMYM2;Zinc finger MYM-type protein 2
18.56943288184234;18.44032578422381;18.416459438795208;18.478528697343933;18.493222192766115;18.44325924516237;18.485813588874272;18.445285681522982;18.31298042180724;18.148143873911845;18.261690939959117;18.206661460586524;18.40283720341536;18.206356215110826;18.289478599385625;18.257019460533797;ZMYD8_HUMAN;20;ZMYND8;MYND-type zinc finger-containing chromatin reader ZMYND8
17.998469230514704;17.85118171770003;18.080552118244754;18.02929261980745;18.09977927214169;18.135093003485967;18.136315291101663;18.052382310540516;18.1495337871106;17.95617193646483;18.22475068447434;18.267906807125694;18.267911377859654;18.179175313223386;18.22069951228407;18.147090619591737;ZMIZ1_HUMAN;6;ZMIZ1;Zinc finger MIZ domain-containing protein 1
19.302500594628295;19.328580706645287;19.337545685349234;19.200872270557426;19.24364818259933;19.401260784372788;19.36671920814802;19.22436445100565;18.985591817948695;19.031001134585054;19.04073118340804;18.937092160014377;19.312838650142552;18.854743617267356;19.275196972069022;19.345944441237105;ZMAT2_HUMAN;5;ZMAT2;Zinc finger matrin-type protein 2
17.0858769778396;16.92272375987783;16.829004181238506;17.04011845076483;16.817620759491756;16.93049480472377;16.99011504646489;16.76634773215984;16.806285284923195;16.947922252902007;16.793806491455772;16.77998860436864;17.116323652887314;16.821811344100055;16.890109870744848;17.008844387486164;ZKSC1_HUMAN;6;ZKSCAN1;Zinc finger protein with KRAB and SCAN domains 1
18.11003974014743;18.17041411361768;18.133553652617604;18.163246731122683;17.941047606340582;17.98388985741994;17.930009616693983;18.061845796359815;18.049295523789358;18.074015991007;17.781455770454677;18.016411135045985;17.666868909788093;18.429991017987817;17.9275175702709;17.922880520598845;ZCHC9_HUMAN;3;ZCCHC9;Zinc finger CCHC domain-containing protein 9
20.042599881712917;20.082128245899554;20.055896704326376;20.082128245899554;20.145693374677023;20.082128245899554;20.12060239371419;20.06907209307411;20.095067301607052;20.029179365950597;19.974212906732667;19.98815209769054;20.015632834112647;19.960137721520944;19.98815209769054;20.10789134196464;ZCHC8_HUMAN;24;ZCCHC8;Zinc finger CCHC domain-containing protein 8
20.427263731948244;20.467621469564385;20.487384724385812;20.516531070045332;20.516531070045332;20.467621469564385;20.457637380991763;20.457637380991763;20.145693374677023;20.3211353810869;20.241908689936324;20.241908689936324;20.427263731948244;20.427263731948244;20.447583716327838;20.406653452272955;ZCHC3_HUMAN;21;ZCCHC3;Zinc finger CCHC domain-containing protein 3
19.522619841606147;19.610565306139296;19.576720525080244;19.616471667293535;19.559901707929313;19.619696994431845;19.66642166622638;19.676749096235557;19.584131241118413;19.6302546805906;19.604518843626696;19.597359709337766;19.564663072797536;19.626090439076354;19.50416336439033;19.617184046831568;ZCH18_HUMAN;17;ZC3H18;Zinc finger CCCH domain-containing protein 18
16.49906417401105;17.023321202594843;16.85817531057549;16.751936269866466;16.90302273089089;17.427632032603153;16.789737401067146;17.24890042608699;17.017776229213894;17.176650409565347;17.013595290506483;17.199193053707894;17.189766658462986;17.189824558880016;17.048295285265702;17.142146954290727;ZCH10_HUMAN;1;ZCCHC10;Zinc finger CCHC domain-containing protein 10
14.810566614217931;14.651814108334404;14.33309943081446;20.06907209307411;15.796952161509315;15.209837901051653;15.381140719541593;13.039631932325896;14.014691781211232;13.834105589429605;14.046356679823187;13.915057734688697;14.259250415612222;14.212435587661716;14.271463027904375;13.602316105756257;ZHX3_HUMAN;1;ZHX3;Zinc fingers and homeoboxes protein 3
18.363779718495394;18.52007766055687;18.51207299407871;18.72095896142143;18.485939342699595;18.474795190539364;18.45653891168455;18.484984125048484;18.417374569358913;18.52112114859526;18.4116061516374;18.363942230387146;18.481957060187174;18.504791837554578;18.395128253452608;18.383970015181667;ZHX2_HUMAN;17;ZHX2;Zinc fingers and homeoboxes protein 2
18.6286840424324;18.583806314142816;18.60614492111032;18.554423973100725;18.70027037143841;18.508235815960965;18.626646603877276;18.57915754477909;18.629701683714117;18.571467506512015;18.312156179084973;18.464461992716828;18.64593631243251;18.49379291776081;18.42919830593362;18.51961705813956;ZGPAT_HUMAN;13;ZGPAT;Zinc finger CCCH-type with G patch domain-containing protein
18.50994506509226;18.367576854209943;18.46665802462726;18.184802718303263;18.56272687896727;18.256033575655717;18.222700581332926;18.14837230873822;18.5390035227592;18.505815429793;18.45251474474673;18.60696540332322;18.389748960086308;18.43270092604642;18.485337983111055;18.27636071449253;ZFYV1_HUMAN;8;ZFYVE1;Zinc finger FYVE domain-containing protein 1
15.501796764000856;15.389869931503608;15.783225914875988;15.93179245822119;15.604576393553325;16.176309525349616;15.731451625578798;14.937796781973352;15.732321143797249;15.801579541108358;15.314455792086216;15.53548802236382;14.792886863806338;16.042567821466893;15.45408076481344;15.404409822750466;ZFY27_HUMAN;2;ZFYVE27;Protrudin
16.921480683124457;17.325050669853173;17.21334158543429;17.328262940370593;17.248863374766845;17.00629320195683;17.153324415627708;17.309760544729624;17.68902199920429;17.445257387638968;17.352914147343554;17.527018760323642;17.37438576578915;17.30474346007729;17.38375491009658;17.462941545209027;ZFY26_HUMAN;7;ZFYVE26;Zinc finger FYVE domain-containing protein 26
16.905622044369736;16.83824370638528;16.78261435348879;16.780462873631986;16.61150035167649;16.630850115426792;16.804181450078264;16.94647226785422;16.885422315317893;16.907477510323456;16.921410946161636;16.65309697458183;16.474187582049506;16.800495500466813;16.603136593925345;16.985197097459213;ZFY16_HUMAN;11;ZFYVE16;Zinc finger FYVE domain-containing protein 16
16.005628934811728;15.783271963396814;15.844100101552204;15.83762300592583;15.005146436906623;15.767876664555633;15.992812236418473;14.908373855107468;16.231470585161478;15.913772978174622;15.910816030828459;16.226961528601077;14.34313712501604;15.975686784035714;15.932120150452219;15.13462685886276;ZFX_HUMAN;1;"ZFX;ZFY";Zinc finger Y-chromosomal protein
20.12060239371419;20.10789134196464;20.158077099132854;20.18253014285739;20.10789134196464;20.218449717112335;20.133202430493824;20.158077099132854;20.133202430493824;20.10789134196464;20.10789134196464;20.218449717112335;20.095067301607052;20.206575616824043;20.18253014285739;20.18253014285739;ZFR_HUMAN;47;ZFR;Zinc finger RNA-binding protein
19.413795249866407;19.53765256662893;19.49470521781348;19.449583942338627;19.52293011796419;19.29322465238692;19.300383843646873;19.346637086212958;19.11575490298702;19.14804702649187;19.31709016902895;19.168853266200973;19.29540349793359;19.38532106943508;19.328523733014613;19.354486149385565;ZFPL1_HUMAN;11;ZFPL1;Zinc finger protein-like 1
18.03409502146427;18.065589686913462;18.060564007877367;18.147016067744538;18.169068655922967;18.14685204011865;18.17125499886278;18.10514633486698;18.375548575907676;18.285167386105012;18.19259141835743;18.08689296030475;18.26948285166712;18.366757621115894;17.990303437765995;18.258865030894366;ZFP91_HUMAN;5;ZFP91;E3 ubiquitin-protein ligase ZFP91
17.64822414901994;17.647261661453765;17.679734363095264;17.1671240883437;17.56967763332722;17.385786584378007;17.43231352519333;17.46103173308549;17.57993460792896;17.58286967445519;17.38869002727427;17.663328773527894;17.418297356363563;16.657485935413284;16.930413951382683;17.676694010251335;ZFN2B_HUMAN;3;ZFAND2B;AN1-type zinc finger protein 2B
16.69908438760073;17.380723158838606;17.477544843586116;17.331590533881915;17.332499907547586;17.7713862982601;17.285492528976324;17.56037761916635;17.3167411407715;17.36275718437538;17.249585703929167;17.604632855401235;17.544413600059052;17.283721419443783;17.506633006278875;17.593843353142297;ZFAN6_HUMAN;3;ZFAND6;AN1-type zinc finger protein 6
