"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1BM_vs_D1C","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names"
-0.0847282374999985,15.02541375375,-2.34149705459247,0.0507910676928603,0.11784142845668,-5.80389059624781,"KAP2_HUMAN",29,-2.50943598525128,0.0374915694886848,0.0931103238715746,-0.0847282374999985,"Non-significant",1.03100216271488,"PRKAR2A","KAP2_HUMAN"
0.0477356899999961,11.06932664,2.05814550576553,0.0775214409004854,0.161739659740146,-6.2273290091176,"WDR3_HUMAN",44,2.50827955013548,0.0375579954318096,0.0932408832183312,0.0477356899999961,"Non-significant",1.03039362130514,"WDR3","WDR3_HUMAN"
-0.248239755749999,8.443827033125,-2.42169460323247,0.0450763090830039,0.107664553488422,-5.6824663591391,"KLOTB_HUMAN",22,-2.50813574496542,0.0375662640182053,0.0932408832183312,-0.248239755749999,"Non-significant",1.03039362130514,"KLB","KLOTB_HUMAN"
-0.0754561425000055,17.04512524625,-2.32763393009093,0.0518512550836281,0.119544373386188,-5.82482841828594,"GSTM1_HUMAN",28,-2.50739103830992,0.0376091132403061,0.093318049871069,-0.0754561425000055,"Non-significant",1.03003434552212,"GSTM1","GSTM1_HUMAN"
0.061623807500002,13.19006454875,2.27227637296385,0.0563131959293047,0.12713476608282,-5.90825502695078,"GLPK_HUMAN",29,2.5071734069594,0.0376216447979002,0.093318049871069,0.061623807500002,"Non-significant",1.03003434552212,"GK","GLPK_HUMAN"
1.2621233465,7.11421728125,2.42459742079843,0.0448822176496546,0.107322613494734,-5.67806285672275,"KPCE_HUMAN",11,2.50701849840678,0.0376305672691616,0.093318049871069,1.2621233465,"Non-significant",1.03003434552212,"PRKCE","KPCE_HUMAN"
0.142123697499999,10.96770215125,2.90196912788863,0.0222566240141785,0.062911161574618,-4.95129408260498,"TXD15_HUMAN",8,2.50657214775872,0.0376562883705209,0.0933543690220943,0.142123697499999,"Non-significant",1.02986535208249,"TXNDC15","TXD15_HUMAN"
-0.0390982649999998,14.0377895825,-1.86405399150618,0.103474487127787,0.19922029511195,-6.50929920118183,"SYIC_HUMAN",64,-2.50593382921057,0.0376931028099057,0.0934181604189048,-0.0390982649999998,"Non-significant",1.02956868904764,"IARS1","SYIC_HUMAN"
0.11352372,12.2997261275,2.51570099916263,0.039206527443904,0.0967990099076352,-5.53963031864156,"PLD3_HUMAN",15,2.50490272827716,0.0377526480806366,0.0935382335895608,0.11352372,"Non-significant",1.02901083572696,"PLD3","PLD3_HUMAN"
-0.41206264475,8.732299089625,-3.1060355336422,0.0166040463930846,0.0500198381155503,-4.6423079246086,"T22D1_HUMAN",1,-2.50469683849712,0.0377645495265489,0.0935402256712549,-0.41206264475,"Non-significant",1.02900158666546,"TSC22D1","T22D1_HUMAN"
0.113289594999998,13.6365367175,2.72321420569384,0.0288761625742501,0.0767330310020033,-5.22343129387942,"U2AF1_HUMAN",11,2.50261774339875,0.0378849458490023,0.0938108720802704,0.113289594999998,"Non-significant",1.02774682675045,"U2AF1","U2AF1_HUMAN"
0.0854077350000022,10.3157012475,2.36716873821512,0.0488856004369179,0.114301449676222,-5.76507493171386,"MUC18_HUMAN",25,2.50185739733902,0.0379290735653293,0.0938925583207521,0.0854077350000022,"Non-significant",1.02736882741765,"MCAM","MUC18_HUMAN"
0.0785472374999969,12.98186409625,2.8166758721454,0.025190830895906,0.0691414892939082,-5.08103733493888,"DEFM_HUMAN",13,2.50145740114585,0.0379523088968675,0.0939224931566929,0.0785472374999969,"Non-significant",1.02723038766989,"PDF","DEFM_HUMAN"
-0.0874018650000004,10.96565485,-2.32316052057771,0.0521981313026128,0.120114127422802,-5.83158105545448,"P4R3A_HUMAN",32,-2.50077985917009,0.0379916996305609,0.0939861191449206,-0.0874018650000004,"Non-significant",1.02693628282488,"PPP4R3A","P4R3A_HUMAN"
0.0615623025000005,15.66159570125,2.12167025192653,0.0705097360194612,0.150829951911185,-6.13338794566185,"PLEC_HUMAN",400,2.50063168614901,0.0380003196163115,0.0939861191449206,0.0615623025000005,"Non-significant",1.02693628282488,"PLEC","PLEC_HUMAN"
0.0443456150000046,13.7309011225,1.9847753833052,0.0864808743354875,0.174765593328656,-6.33489676381524,"SHOT1_HUMAN",50,2.49899724637413,0.0380955356268966,0.0941939776471432,0.0443456150000046,"Non-significant",1.02597686321798,"SHTN1","SHOT1_HUMAN"
-0.146619796750002,9.443782091125,-3.04975549537163,0.017992610894208,0.053120741585737,-4.72727394152512,"TNR3_HUMAN",7,-2.49719332469287,0.0382009070420832,0.0944268168497711,-0.146619796750002,"Non-significant",1.02490465023632,"LTBR","TNR3_HUMAN"
-0.0907809749999977,15.701111675,-3.17799916714091,0.0149921170117955,0.0464248913638591,-4.53399932188579,"SRSF2_HUMAN",10,-2.49438859990318,0.0383653274426426,0.0948054368261608,-0.0907809749999977,"Non-significant",1.02316675637611,"SRSF2","SRSF2_HUMAN"
0.138499021500003,9.6292408705,2.44333071551947,0.0436500356204568,0.105031730015652,-5.64963266728597,"CASPA_HUMAN",17,2.49396074896557,0.0383904724523555,0.0948397691386004,0.138499021500003,"Non-significant",1.02300951186333,"CASP10","CASPA_HUMAN"
0.411329984500001,7.294739604,2.65230087968938,0.032045083669172,0.082957005604254,-5.33153603463773,"CDN2A_HUMAN",3,2.49264723896249,0.0384677729295382,0.0949830431619536,0.411329984500001,"Non-significant",1.02235392016912,"CDKN2A","CDN2A_HUMAN"
0.0942857262499963,9.304471135125,2.36747542617354,0.0488632815777201,0.114280965709934,-5.76461089627518,"TAF6_HUMAN",25,2.49259236076812,0.0384710059740075,0.0949830431619536,0.0942857262499963,"Non-significant",1.02235392016912,"TAF6","TAF6_HUMAN"
0.130996227499995,12.55339765625,2.99303749345533,0.0195170088424943,0.0565516904549276,-4.81310783381439,"PGPI_HUMAN",8,2.4916871267157,0.0385243760395124,0.095086959190937,0.130996227499995,"Non-significant",1.02187904078882,"PGPEP1","PGPI_HUMAN"
0.395980239249999,8.111816465875,2.42212233201823,0.0450476560011643,0.107626613501648,-5.68181753817982,"CDK10_HUMAN",12,2.48988035916696,0.0386311233866267,0.0953225231340387,0.395980239249999,"Non-significant",1.02080447064065,"CDK10","CDK10_HUMAN"
0.0875458750000018,10.6571934225,2.35480731257756,0.0497938764249614,0.116263873791136,-5.78377220489015,"MOCS3_HUMAN",25,2.48568554376438,0.038880123338253,0.0959017424417924,0.0875458750000018,"Non-significant",1.01817350204747,"MOCS3","MOCS3_HUMAN"
0.170633077500003,9.76385056975,3.41968535933482,0.010692408781009,0.0357360482216989,-4.17353541642885,"ANM6_HUMAN",5,2.48548573544576,0.0388920244144013,0.0959017424417924,0.170633077500003,"Non-significant",1.01817350204747,"PRMT6","ANM6_HUMAN"
0.143454790249997,9.701052307875,2.855707281945,0.0238006912582353,0.0660573021454282,-5.02163342438496,"TDRP_HUMAN",8,2.48535195217656,0.0388999949470267,0.0959017424417924,0.143454790249997,"Non-significant",1.01817350204747,"TDRP","TDRP_HUMAN"
1.09444344025,7.022774517625,2.41222121375909,0.0457157169863608,0.108961987956671,-5.69683354491877,"RCBT1_HUMAN",6,2.48512209137233,0.0389136934624093,0.0959074626300139,1.09444344025,"Non-significant",1.01814759874236,"RCBTB1","RCBT1_HUMAN"
0.0813405550000006,11.3445471525,2.29505688470524,0.0544317953276952,0.123934522641043,-5.87396056262206,"CDC73_HUMAN",32,2.48346929930212,0.0390123359224477,0.0961199867358057,0.0813405550000006,"Non-significant",1.01718629779913,"CDC73","CDC73_HUMAN"
0.0434734825000032,11.63559758625,1.95717761401478,0.0901078635635563,0.180074415541871,-6.37506839250015,"TBC9B_HUMAN",52,2.4832953833496,0.0390227304081062,0.0961199867358057,0.0434734825000032,"Non-significant",1.01718629779913,"TBC1D9B","TBC9B_HUMAN"
0.101983787500004,11.18568503875,2.60798502779295,0.0342069194890919,0.0872669867958704,-5.39908516553802,"DIK1A_HUMAN",13,2.48247087507513,0.0390720473813794,0.0962133471743052,0.101983787500004,"Non-significant",1.01676467638147,"DIPK1A","DIK1A_HUMAN"
0.105281591999999,10.012253881,2.29636316171449,0.0543258592793092,0.1237936382442,-5.87199243750652,"APC1_HUMAN",59,2.48154568202551,0.0391274621725752,0.0963216643261205,0.105281591999999,"Non-significant",1.01627602191883,"ANAPC1","APC1_HUMAN"
0.2914872175,10.50281238625,2.40017201153106,0.0465423837038898,0.110167299140715,-5.7150986583583,"OFD1_HUMAN",19,2.480702093419,0.03917805889748,0.0964180608603969,0.2914872175,"Non-significant",1.01584160720375,"OFD1","OFD1_HUMAN"
0.114887715,11.8144266625,2.6825148518192,0.0306528436218599,0.0804398564410513,-5.28547475915455,"CRYAB_HUMAN",11,2.48006548631703,0.0392162853405256,0.0964839664726474,0.114887715,"Non-significant",1.01554485091522,"CRYAB","CRYAB_HUMAN"
0.601603269249999,8.677699446625,2.44604503441002,0.04347439421719,0.104668857142729,-5.64551164510063,"TMM82_HUMAN",5,2.47948067490684,0.0392514350236887,0.0965422660678938,0.601603269249999,"Non-significant",1.01528251151244,"TMEM82","TMM82_HUMAN"
-0.130983590000001,13.5606814625,-2.79451478923598,0.0260177394257826,0.0708573588432702,-5.11478483441592,"RFA2_HUMAN",9,-2.4787429267992,0.0392958225620209,0.0966232463171744,-0.130983590000001,"Non-significant",1.01491837531616,"RPA2","RFA2_HUMAN"
0.958185672750001,6.739557504625,2.40208619805715,0.0464100435471547,0.109975233471767,-5.7121976406596,"EFC14_HUMAN",8,2.47774807049021,0.0393557601670985,0.0967424037470031,0.958185672750001,"Non-significant",1.01438312595015,"EFCAB14","EFC14_HUMAN"
0.2418885225,10.47332501375,3.38558151681546,0.0112093250787739,0.0370668501722184,-4.22405938226956,"RPAB4_HUMAN",3,2.47653876688033,0.0394287428659445,0.0968815248558594,0.2418885225,"Non-significant",1.01375903428208,"POLR2K","RPAB4_HUMAN"
-0.114647865000002,10.5655999175,-2.60614008563174,0.0343001305469926,0.0873725598007255,-5.40189683504677,"TLS1_HUMAN",12,-2.4763996164452,0.0394371495582498,0.0968815248558594,-0.114647865000002,"Non-significant",1.01375903428208,"C9orf78","TLS1_HUMAN"
0.0657246100000002,12.539229275,2.34605760779684,0.0504471305214278,0.117398913077061,-5.79699902335743,"PSPC1_HUMAN",23,2.47623929569195,0.0394468375021129,0.0968815248558594,0.0657246100000002,"Non-significant",1.01375903428208,"PSPC1","PSPC1_HUMAN"
0.140953063749997,8.479954719625,2.41343803359082,0.0456330716413863,0.108840170024121,-5.69498845939239,"TAF2_HUMAN",18,2.47529528004586,0.0395039320442265,0.096993487678644,0.140953063749997,"Non-significant",1.01325742408607,"TAF2","TAF2_HUMAN"
1.0094715355,7.811725795,2.39226448969651,0.0470931750479405,0.111221174692936,-5.72708009507559,"PMS2_HUMAN",15,2.47456839626309,0.0395479515802734,0.0970702673236249,1.0094715355,"Non-significant",1.01291377436253,"PMS2","PMS2_HUMAN"
0.104755642499999,10.17007005125,2.39046207988665,0.0472196478748524,0.111457410231624,-5.72981048049577,"KTNA1_HUMAN",21,2.47439869653269,0.0395582356455868,0.0970702673236249,0.104755642499999,"Non-significant",1.01291377436253,"KATNA1","KTNA1_HUMAN"
-0.0796396749999992,14.22503865,-2.90681321414789,0.022101147278635,0.0625345989968493,-4.94393379756358,"EIF3K_HUMAN",12,-2.47282519598137,0.039653721752909,0.0972762574666095,-0.0796396749999992,"Non-significant",1.0119931464684,"EIF3K","EIF3K_HUMAN"
-0.363819003250001,7.620480596875,-2.38335962003939,0.0477213983936235,0.1121705708477,-5.74056738131106,"CYTSB_HUMAN",31,-2.47187864276493,0.0397112750809074,0.0973891002784312,-0.363819003250001,"Non-significant",1.01148964634333,"SPECC1","CYTSB_HUMAN"
0.0661358850000013,17.9073202625,2.28206278343328,0.0554970312789121,0.125714720948656,-5.8935289022283,"ETFB_HUMAN",27,2.47114014000089,0.0397562372555905,0.0974710075123248,0.0661358850000013,"Non-significant",1.01112454481274,"ETFB","ETFB_HUMAN"
0.175901175000003,8.9797211885,2.39060011159401,0.0472099501302356,0.111457410231624,-5.72960139098834,"DCA10_HUMAN",20,2.47007108450553,0.0398214160990655,0.0976024182317601,0.175901175000003,"Non-significant",1.01053942196754,"DCAF10","DCA10_HUMAN"
0.0779287799999988,11.0591939675,2.38514020824738,0.0475951012673943,0.111936135207273,-5.73787096881475,"LAR4B_HUMAN",21,2.46933715377279,0.039866225699069,0.0976838419818175,0.0779287799999988,"Non-significant",1.01017726758601,"LARP4B","LAR4B_HUMAN"
-0.0771944524999988,11.37197673125,-2.78315353817372,0.0264526338852231,0.0717039278415574,-5.13209066513689,"SARAF_HUMAN",13,-2.46815737504613,0.0399383636195691,0.0978109003811733,-0.0771944524999988,"Non-significant",1.00961274325331,"SARAF","SARAF_HUMAN"
0.168149948,9.19673633575,3.0172967896621,0.0188489196847546,0.0551275308892422,-4.77637136975386,"LIPT2_HUMAN",6,2.46810958901679,0.0399412883037132,0.0978109003811733,0.168149948,"Non-significant",1.00961274325331,"LIPT2","LIPT2_HUMAN"
0.288759350750001,7.433915197625,2.47433093665927,0.04168655228711,0.101583101829445,-5.60254297241579,"HEMK1_HUMAN",8,2.46774527367586,0.0399635929229815,0.097837096935176,0.288759350750001,"Non-significant",1.00949644235504,"HEMK1","HEMK1_HUMAN"
0.1430265925,10.56969869125,2.55324262831176,0.0370874030394738,0.0928451797504379,-5.48248344581401,"RHOD_HUMAN",11,2.46624503431617,0.0400555760896848,0.098033812677106,0.1430265925,"Non-significant",1.00862410669155,"RHOD","RHOD_HUMAN"
0.194953917500001,17.52672433875,2.40471625975329,0.0462288362998735,0.109725452788382,-5.70821128129247,"DOPD_HUMAN",16,2.4656238169135,0.0400937273167016,0.0980987017568877,0.194953917500001,"Non-significant",1.00833674005686,"DDT","DOPD_HUMAN"
0.286134004499999,9.1283534765,2.55301487356211,0.0370998968696058,0.0928488808532979,-5.48283027340961,"POMP_HUMAN",6,2.46534519905089,0.0401108502444865,0.0981085974076943,0.286134004499999,"Non-significant",1.0082929330572,"POMP","POMP_HUMAN"
0.153383374,7.49242919675,2.6490725765315,0.0321976758248129,0.0832497575237263,-5.33645741073362,"PDP2_HUMAN",9,2.46517928057757,0.0401210505711617,0.0981085974076943,0.153383374,"Non-significant",1.0082929330572,"PDP2","PDP2_HUMAN"
0.098234889999997,15.38594234,2.50486155351624,0.0398412893491642,0.0980789217068063,-5.55612114019897,"ARF6_HUMAN",15,2.46463186117338,0.0401547234827681,0.098144141976343,0.098234889999997,"Non-significant",1.00813561744221,"ARF6","ARF6_HUMAN"
0.0905976300000031,12.84946251,2.3118755495205,0.0530836801191957,0.121653708462398,-5.84860756868193,"PICAL_HUMAN",29,2.46456442493743,0.0401588736121019,0.098144141976343,0.0905976300000031,"Non-significant",1.00813561744221,"PICALM","PICAL_HUMAN"
-0.116901877499998,16.25595450375,-2.46588638881472,0.0422122657653598,0.102508553193955,-5.61537527794928,"RAB1B_HUMAN",15,-2.46391185184024,0.0401990564748624,0.0982138687033667,-0.116901877499998,"Non-significant",1.00782718149956,"RAB1B","RAB1B_HUMAN"
-0.0794875625000024,13.85578286625,-3.11401319339148,0.0164166063426307,0.0495614523144821,-4.63028196118342,"NDUB7_HUMAN",11,-2.46287475322467,0.0402630009348981,0.098341592257391,-0.0794875625000024,"Non-significant",1.00726276428868,"NDUFB7","NDUB7_HUMAN"
-0.0398001669999992,9.56300020225,-1.94122948377358,0.0922711995730834,0.183302837898072,-6.39820492372937,"CRBG1_HUMAN",40,-2.45767835094613,0.0405849547301373,0.0990992420105236,-0.0398001669999992,"Non-significant",1.00392966733012,"CRYBG1","CRBG1_HUMAN"
0.0942051410000033,9.980610728,2.29741693724658,0.0542405525582269,0.123632671041994,-5.87040462370016,"DDX24_HUMAN",32,2.45718896978504,0.0406154097096227,0.0991097633358499,0.0942051410000033,"Non-significant",1.00388356091303,"DDX24","DDX24_HUMAN"
0.120618581500002,9.359560609,2.37383565208239,0.0484027542386258,0.113518869081073,-5.75498588362486,"CAPAM_HUMAN",21,2.45704580120878,0.0406243237070474,0.0991097633358499,0.120618581500002,"Non-significant",1.00388356091303,"PCIF1","CAPAM_HUMAN"
0.0855255174999989,11.78909397125,2.37343681505906,0.048431502697727,0.113554697145797,-5.75558954052835,"ARSD_HUMAN",21,2.45704235691912,0.0406245381807286,0.0991097633358499,0.0855255174999989,"Non-significant",1.00388356091303,"ARSD","ARSD_HUMAN"
1.26881623275,7.326185941875,2.39541126536346,0.046873197125284,0.110825856541099,-5.72231264100459,"ANGE1_HUMAN",3,2.45667911033288,0.0406471637643733,0.0991362683361987,1.26881623275,"Non-significant",1.00376743273265,"ANGEL1","ANGE1_HUMAN"
0.111864805250001,9.406098008125,2.32045086800185,0.0524093862003543,0.120435855038928,-5.83567040095813,"SPD2B_HUMAN",31,2.45562023828166,0.0407131908765023,0.0992685813994904,0.111864805250001,"Non-significant",1.00318818437389,"SH3PXD2B","SPD2B_HUMAN"
0.166957378499998,9.44996643075,2.4019115817462,0.0464220999753883,0.109975233471767,-5.71246228827873,"MMP15_HUMAN",16,2.45463723717143,0.0407745844237426,0.0993793995807863,0.166957378499998,"Non-significant",1.00270363145383,"MMP15","MMP15_HUMAN"
-0.218753695499998,7.60849887125,-2.59139666340347,0.0350545111247149,0.0889179880440029,-5.42436359251806,"S12A6_HUMAN",7,-2.45451506496785,0.0407822212777245,0.0993793995807863,-0.218753695499998,"Non-significant",1.00270363145383,"SLC12A6","S12A6_HUMAN"
0.23384261,12.68665731,2.97617782747408,0.0199960193051326,0.0576621439353277,-4.83865856793877,"RN185_HUMAN",4,2.45290683195371,0.0408828856495301,0.0995959084219333,0.23384261,"Non-significant",1.00175850280398,"RNF185","RN185_HUMAN"
-0.1905243395,8.95203244675,-2.53015865280045,0.0383760395872743,0.0952507767023367,-5.5176280385492,"NUD15_HUMAN",9,-2.45241123756586,0.0409139572661221,0.0996428043328931,-0.1905243395,"Non-significant",1.00155405824149,"NUDT15","NUD15_HUMAN"
-0.0425047875000004,15.26204013625,-1.86248781351466,0.103714962953543,0.199430972598441,-6.51153798049107,"SYEP_HUMAN",106,-2.45134048638469,0.0409811705659714,0.0997241268286633,-0.0425047875000004,"Non-significant",1.00119975762683,"EPRS1","SYEP_HUMAN"
0.0911300199999978,12.1053591975,2.62867682715766,0.0331793062458332,0.085378262275896,-5.36754789221236,"CENPV_HUMAN",13,2.45129618691446,0.0409839537493166,0.0997241268286633,0.0911300199999978,"Non-significant",1.00119975762683,"CENPV","CENPV_HUMAN"
0.216320276000001,8.8640607595,2.43715640041735,0.0440522808570944,0.105754475023179,-5.65900527356159,"MYCT_HUMAN",11,2.45101617324929,0.0410015504832949,0.0997241268286633,0.216320276000001,"Non-significant",1.00119975762683,"SLC2A13","MYCT_HUMAN"
-0.131639485000004,16.9321074475,-2.91113475692373,0.0219634064973184,0.0622284212994612,-4.9373683388684,"RS28_HUMAN",8,-2.4509900521466,0.0410031923872866,0.0997241268286633,-0.131639485000004,"Non-significant",1.00119975762683,"RPS28","RS28_HUMAN"
-0.774093747,7.35142892575,-2.37504048697302,0.0483160143612566,0.113346976078773,-5.75316224069746,"AMD_HUMAN",10,-2.45093736823451,0.0410065041627888,0.0997241268286633,-0.774093747,"Non-significant",1.00119975762683,"PAM","AMD_HUMAN"
-0.0876450574999978,14.21904921625,-3.16230189533634,0.0153289647889717,0.0471389435265388,-4.55759033090934,"HAP28_HUMAN",10,-2.44988047261427,0.0410729992913627,0.0998385105660618,-0.0876450574999978,"Non-significant",1.00070190660562,"PDAP1","HAP28_HUMAN"
0.405440211249998,7.392326056875,2.41055600811612,0.045829064095225,0.10909155076494,-5.69935836886636,"RED1_HUMAN",8,2.44981331916399,0.0410772279799623,0.0998385105660618,0.405440211249998,"Non-significant",1.00070190660562,"ADARB1","RED1_HUMAN"
0.217278838249999,7.671264827375,2.45402285112874,0.0429623335509833,0.103956789001211,-5.63339693625838,"AP3M2_HUMAN",10,2.44730350117885,0.0412355897303707,0.100194518834619,0.217278838249999,"Non-significant",0.999156036003596,"AP3M2","AP3M2_HUMAN"
-0.047441957500002,18.05838370375,-2.11092407388792,0.0716499682379451,0.152625115561698,-6.14932754809416,"ECH1_HUMAN",31,-2.44392512156863,0.0414497334675944,0.100685822305001,-0.047441957500002,"Non-significant",0.997031678683642,"ECH1","ECH1_HUMAN"
0.176747560500001,9.3334947825,2.49817031606135,0.0402383962258389,0.0987968079777443,-5.56629864970203,"GKAP1_HUMAN",10,2.4424745009872,0.041542029082415,0.100856900506782,0.176747560500001,"Non-significant",0.996294382533071,"GKAP1","GKAP1_HUMAN"
0.0663032524999991,15.00847983125,2.20790315751481,0.0619919222920626,0.136680594559193,-6.00484923002925,"ERF3B_HUMAN",33,2.44226553050402,0.0415553419762611,0.100856900506782,0.0663032524999991,"Non-significant",0.996294382533071,"GSPT2","ERF3B_HUMAN"
0.0757045742500004,9.141443490875,2.19203854013537,0.0634777386329416,0.139264408885233,-6.02857583693491,"ABCA1_HUMAN",51,2.44215464623635,0.0415624078431671,0.100856900506782,0.0757045742500004,"Non-significant",0.996294382533071,"ABCA1","ABCA1_HUMAN"
0.285822749000001,8.12757498025,2.71156528324958,0.0293734532881404,0.0776140557259358,-5.24118827374989,"TMPPE_HUMAN",4,2.44206652942803,0.0415680237703833,0.100856900506782,0.285822749000001,"Non-significant",0.996294382533071,"TMPPE","TMPPE_HUMAN"
0.1719696525,10.97737872625,4.10167460164202,0.00430949448310572,0.0183365618364958,-3.19205678250747,"KCT2_HUMAN",4,2.44048850766358,0.0416687258321214,0.101072141018403,0.1719696525,"Non-significant",0.995368534510657,"KCT2","KCT2_HUMAN"
-0.0407991425000027,11.60821318625,-1.9028837988962,0.0976819853392678,0.191301453165587,-6.45358914550726,"GRAP1_HUMAN",49,-2.43983354897166,0.0417105948817201,0.101142384094769,-0.0407991425000027,"Non-significant",0.995066813537175,"GRIPAP1","GRAP1_HUMAN"
0.237614989499999,8.16892129175,2.41318699413623,0.0456501095209821,0.108850006549465,-5.69536912287571,"S53A1_HUMAN",11,2.43966020240301,0.0417216834141076,0.101142384094769,0.237614989499999,"Non-significant",0.995066813537175,"XPR1","S53A1_HUMAN"
-2.3423230655,8.51958000725,-2.3705861514324,0.0486374874098899,0.113942574035009,-5.75990378628932,"CALR3_HUMAN",1,-2.4390867821161,0.0417583849295407,0.101185164889234,-2.3423230655,"Non-significant",0.994883156261263,"CALR3","CALR3_HUMAN"
0.0885097975000004,15.21802461125,2.34305058042538,0.050673640814875,0.117666148327433,-5.80154322177692,"NDUAA_HUMAN",22,2.43895613526814,0.0417667515016199,0.101185164889234,0.0885097975000004,"Non-significant",0.994883156261263,"NDUFA10","NDUAA_HUMAN"
-0.0682768799999973,14.24621892,-2.25053618741856,0.058169901929574,0.130298725316072,-5.94093124304921,"ERF1_HUMAN",28,-2.43882198952978,0.0417753439096611,0.101185164889234,-0.0682768799999973,"Non-significant",0.994883156261263,"ETF1","ERF1_HUMAN"
-0.0390303199999984,15.026898265,-1.93325868948929,0.0933713374294567,0.184921758269006,-6.40974640262786,"AGM1_HUMAN",38,-2.43805352802726,0.0418246005584427,0.10127536860302,-0.0390303199999984,"Non-significant",0.994496167478204,"PGM3","AGM1_HUMAN"
-0.0797185925000115,16.83118009625,-2.49294358463643,0.0405514167393293,0.0994050233195675,-5.57424730817827,"ESTD_HUMAN",16,-2.43745174247522,0.0418632147597329,0.101333806456692,-0.0797185925000115,"Non-significant",0.99424564340317,"ESD","ESTD_HUMAN"
-0.159949062499999,12.91373908625,-2.81363727666372,0.0253025646832284,0.069312745438717,-5.08566383297749,"S10AG_HUMAN",7,-2.43730278653955,0.0418727782523025,0.101333806456692,-0.159949062499999,"Non-significant",0.99424564340317,"S100A16","S10AG_HUMAN"
0.183506012249998,9.493481874375,2.39674784778739,0.0467800796039311,0.110636725864628,-5.72028747013326,"KLH13_HUMAN",14,2.4362847921968,0.0419381963683189,0.101421370349823,0.183506012249998,"Non-significant",0.993870525800117,"KLHL13","KLH13_HUMAN"
0.0503721275000029,15.47554874375,2.05607008457028,0.0777618184491633,0.162120793397971,-6.23038615553823,"SC23A_HUMAN",41,2.43626889392799,0.0419392188403794,0.101421370349823,0.0503721275000029,"Non-significant",0.993870525800117,"SEC23A","SC23A_HUMAN"
-0.0630376324999986,12.20261847875,-2.58633516419546,0.0353174334005413,0.0893695095428256,-5.43207563572305,"DEK_HUMAN",16,-2.43617810339173,0.0419450583745976,0.101421370349823,-0.0630376324999986,"Non-significant",0.993870525800117,"DEK","DEK_HUMAN"
0.0738871075000027,12.37330424875,2.33347135087541,0.0514021251047358,0.11883393102244,-5.81601408472789,"CASP6_HUMAN",22,2.43503869563502,0.0420184137748371,0.101569604160626,0.0738871075000027,"Non-significant",0.993236240087054,"CASP6","CASP6_HUMAN"
0.102163795000001,11.646410705,2.54788970556722,0.0373821964914313,0.0932849502218542,-5.49063454546747,"PAWR_HUMAN",13,2.43445331534132,0.0420561512756752,0.101611037398802,0.102163795000001,"Non-significant",0.993059114679646,"PAWR","PAWR_HUMAN"
0.183961391250001,8.720342159375,2.67340376088302,0.0310659326542078,0.0811701011600487,-5.29936479180628,"FKRP_HUMAN",7,2.43439885040842,0.0420596641931926,0.101611037398802,0.183961391250001,"Non-significant",0.993059114679646,"FKRP","FKRP_HUMAN"
0.141601800749999,9.459037661625,2.33456912083538,0.0513181049570108,0.118704804248805,-5.81435614559863,"PAXB1_HUMAN",25,2.43381652462754,0.0420972420436558,0.101672679995981,0.141601800749999,"Non-significant",0.99279572869902,"PAXBP1","PAXB1_HUMAN"
0.0336778150000026,12.778174995,1.69167159319421,0.133415376010208,0.239369562449988,-6.75138692489193,"SC16A_HUMAN",82,2.43204157074831,0.0422119909821908,0.101920616439097,0.0336778150000026,"Non-significant",0.991737958288861,"SEC16A","SC16A_HUMAN"
-0.112329002499997,15.80086040375,-2.50742047014069,0.0396904914826249,0.097793379920212,-5.55222849347741,"TMED7_HUMAN",13,-2.43173177623085,0.0422320513435705,0.101939851310125,-0.112329002499997,"Non-significant",0.991656004210518,"TMED7","TMED7_HUMAN"
0.0844345099999977,17.326526165,2.22392020851497,0.0605272440052217,0.134294324748622,-5.98086164607263,"GLYM_HUMAN",44,2.43151675775375,0.042245980278484,0.101944279349368,0.0844345099999977,"Non-significant",0.991637139838849,"SHMT2","GLYM_HUMAN"
0.180618286250001,9.040034532625,2.35238453358821,0.0499738958986455,0.116587314843533,-5.78743532692353,"TDRD3_HUMAN",20,2.43089848336684,0.0422860581452514,0.102011787093968,0.180618286250001,"Non-significant",0.991349644178166,"TDRD3","TDRD3_HUMAN"
0.182076930000001,14.132516145,6.0748351708355,0.000453735958309137,0.00357768044208393,-0.713483422297396,"CCL20_HUMAN",3,2.43044039722057,0.0423157771121128,0.102054273327038,0.182076930000001,"Non-significant",0.991168805318359,"CCL20","CCL20_HUMAN"
0.0975131964999978,9.9507620325,2.31241111357696,0.0530413114355334,0.121594515319835,-5.84779979201968,"CDK12_HUMAN",25,2.43002217588675,0.0423429282747641,0.102076667558599,0.0975131964999978,"Non-significant",0.991073516567031,"CDK12","CDK12_HUMAN"
0.224710227500001,11.10922205375,3.00262071289349,0.0192501494429032,0.0559934728516175,-4.79859163235819,"G6PC1_HUMAN",4,2.42968070361847,0.042365109934046,0.102076667558599,0.224710227500001,"Non-significant",0.991073516567031,"G6PC1","G6PC1_HUMAN"
0.168500185000001,9.73251950775,2.55259319364238,0.0371230402175605,0.0928497181436805,-5.48347240864426,"DVL3_HUMAN",9,2.42963101161645,0.0423683388524402,0.102076667558599,0.168500185000001,"Non-significant",0.991073516567031,"DVL3","DVL3_HUMAN"
