"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1C_vs_D2B","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names","D2B_vs_D1C"
-1.60408282,15.44520724,-39.0154977912718,1.16415299597956e-09,2.9735289706399e-07,13.2104533633029,"FGL1_HUMAN",19,40.0230750167956,3.25566778670719e-10,7.22158520372498e-08,1.60408282,"Up in D2B",7.14136746037151,"FGL1","FGL1_HUMAN",-1.60408282
-1.064400195,13.166663645,-34.4123740732963,2.86773581764712e-09,4.64848946287453e-07,12.2941413350978,"CO5_HUMAN",77,39.5303037785556,3.58004443270336e-10,7.66853635317034e-08,1.064400195,"Up in D2B",7.11528751928432,"C5","CO5_HUMAN",-1.064400195
-1.5404729845,10.42283082025,-37.8949453337954,1.43526928691334e-09,3.26969859983583e-07,12.9998650019061,"VWA1_HUMAN",22,39.4459979626319,3.63912034792756e-10,7.66853635317034e-08,1.5404729845,"Up in D2B",7.11528751928432,"VWA1","VWA1_HUMAN",-1.5404729845
-0.987486122499998,13.53096711625,-34.771706167563,2.66171289451147e-09,4.48711559756743e-07,12.3708125049827,"BGH3_HUMAN",36,39.0506474859698,3.93125655540115e-10,8.08208817206739e-08,0.987486122499998,"Up in D2B",7.09247641590358,"TGFBI","BGH3_HUMAN",-0.987486122499998
1.0819025025,11.22491526625,37.2804557198229,1.61410605783013e-09,3.58034209511847e-07,12.8811384317086,"HSP76_HUMAN",21,-38.7609742328365,4.16214035857748e-10,8.35301930534514e-08,-1.0819025025,"Up in D1C",7.07815651485953,"HSPA6","HSP76_HUMAN",1.0819025025
-1.1295096875,12.70340669125,-34.4746448618986,2.8307680725829e-09,4.64848946287453e-07,12.3074955539601,"PLOD1_HUMAN",42,38.2244541163904,4.63139340401384e-10,9.07860814010062e-08,1.1295096875,"Up in D2B",7.04198072894679,"PLOD1","PLOD1_HUMAN",-1.1295096875
-1.2842400075,16.00757205625,-34.9397791622772,2.57116716249902e-09,4.42293224749066e-07,12.4063540877508,"APOE_HUMAN",35,37.8185518413372,5.02622888588387e-10,9.51356576921339e-08,1.2842400075,"Up in D2B",7.02165667510849,"APOE","APOE_HUMAN",-1.2842400075
-3.8285806225,16.35487711375,-36.1728370070266,2.00445896205464e-09,3.92920571887409e-07,12.6610498518504,"FINC_HUMAN",161,37.7090870218171,5.13912190358018e-10,9.51356576921339e-08,3.8285806225,"Up in D2B",7.02165667510849,"FN1","FINC_HUMAN",-3.8285806225
-0.535459757499996,11.85204160375,-27.6527319496875,1.37471102096153e-08,1.1830589008753e-06,10.6512858992803,"RAPH1_HUMAN",50,37.495287647317,5.36797355661868e-10,9.51356576921339e-08,0.535459757499996,"Up in D2B",7.02165667510849,"RAPH1","RAPH1_HUMAN",-0.535459757499996
-1.336818695,14.1662542825,-36.3135966265866,1.94933310787494e-09,3.92920571887409e-07,12.689465160482,"LG3BP_HUMAN",20,37.4379940828714,5.43124076537354e-10,9.51356576921339e-08,1.336818695,"Up in D2B",7.02165667510849,"LGALS3BP","LG3BP_HUMAN",-1.336818695
0.664028167500001,11.27947664125,32.6791600696556,4.15491145391732e-09,5.73930281837849e-07,11.9106606903308,"ASNS_HUMAN",27,-37.3771162850831,5.4993903025512e-10,9.51356576921339e-08,-0.664028167500001,"Up in D1C",7.02165667510849,"ASNS","ASNS_HUMAN",0.664028167500001
-1.048494815,12.99085331,-37.0733778741206,1.67998733538001e-09,3.63092647433798e-07,12.8405941631092,"FADS2_HUMAN",18,37.272033362851,5.61930953286957e-10,9.51356576921339e-08,1.048494815,"Up in D2B",7.02165667510849,"FADS2","FADS2_HUMAN",-1.048494815
-3.2290067675,16.34720373125,-35.6885257321411,2.208143502154e-09,4.05407563637779e-07,12.5622624579011,"FIBA_HUMAN",58,37.251268666228,5.64335376035911e-10,9.51356576921339e-08,3.2290067675,"Up in D2B",7.02165667510849,"FGA","FIBA_HUMAN",-3.2290067675
-0.79913449325,9.960844635875,-32.7168074586343,4.12074117894603e-09,5.73930281837849e-07,11.9192400832813,"ITA2_HUMAN",31,37.124043171121,5.79323445712583e-10,9.5747398508066e-08,0.79913449325,"Up in D2B",7.01887301713939,"ITGA2","ITA2_HUMAN",-0.79913449325
0.474245549999999,11.0264480125,25.1806704832976,2.68525142614959e-08,1.71469577810719e-06,9.93445754770183,"K1671_HUMAN",68,-36.7637649505301,6.24264604915581e-10,1.00549533186988e-07,-0.474245549999999,"Non-significant",6.99761994132568,"KIAA1671","K1671_HUMAN",0.474245549999999
0.454860449999998,12.9936503175,25.4435057674231,2.49326532325567e-08,1.62912662090869e-06,10.0142468548841,"DTX3L_HUMAN",49,-36.7029171899645,6.32236950873217e-10,1.00549533186988e-07,-0.454860449999998,"Non-significant",6.99761994132568,"DTX3L","DTX3L_HUMAN",0.454860449999998
-1.1145308025,14.89950931125,-32.8856992914343,3.9713308622801e-09,5.67361827765406e-07,11.9575881193557,"THRB_HUMAN",47,36.4741489835124,6.63256201403778e-10,1.0352938003023e-07,1.1145308025,"Up in D2B",6.98493638668677,"F2","THRB_HUMAN",-1.1145308025
1.0786075605,9.93752241225,40.2693334034698,9.27453852047011e-10,2.44297141215758e-07,13.4374578418599,"INGR1_HUMAN",13,-36.1391941152722,7.11823330153867e-10,1.09090160906672e-07,-1.0786075605,"Up in D1C",6.96221441766677,"IFNGR1","INGR1_HUMAN",1.0786075605
-0.5850532075,15.40068900625,-26.9092205481364,1.67066605759319e-08,1.31607889714514e-06,10.4433305218253,"CO4B_HUMAN",87,35.8099126101495,7.63517296524469e-10,1.14922987364371e-07,0.5850532075,"Up in D2B",6.93959309327008,"C4B","CO4B_HUMAN",-0.5850532075
-0.941540719999997,10.6705496325,-31.2204051069945,5.76456306643148e-09,6.84359184323253e-07,11.5691542049552,"LIMC1_HUMAN",55,35.6321597349995,7.93176660504527e-10,1.15992284124124e-07,0.941540719999997,"Up in D2B",6.93557089934004,"LIMCH1","LIMC1_HUMAN",-0.941540719999997
-0.577975749999997,14.9056622975,-27.6505521072522,1.37548668033906e-08,1.1830589008753e-06,10.6506852821697,"AMPN_HUMAN",49,35.6031265621273,7.98143608874031e-10,1.15992284124124e-07,0.577975749999997,"Up in D2B",6.93557089934004,"ANPEP","AMPN_HUMAN",-0.577975749999997
-0.484896899999999,14.3741227375,-26.2299462122707,2.00579189657385e-08,1.42086691408856e-06,10.2477370209994,"DPP4_HUMAN",42,35.4114504346915,8.31830418012514e-10,1.18301082885589e-07,0.484896899999999,"Non-significant",6.9270112799783,"DPP4","DPP4_HUMAN",-0.484896899999999
-0.835848570000001,12.022483705,-31.6237958574612,5.25771105046228e-09,6.71473430974948e-07,11.6653986839349,"PROS_HUMAN",31,35.3547529149192,8.42100483228776e-10,1.18301082885589e-07,0.835848570000001,"Up in D2B",6.9270112799783,"PROS1","PROS_HUMAN",-0.835848570000001
-0.816669465000002,15.0551705375,-30.1929503982989,7.32688165095947e-09,7.91772890204326e-07,11.3174593418783,"ITIH2_HUMAN",51,35.2514890332279,8.61175484911979e-10,1.18997510857755e-07,0.816669465000002,"Up in D2B",6.92446212291039,"ITIH2","ITIH2_HUMAN",-0.816669465000002
-0.857092852499997,12.49299764625,-38.1930426722916,1.35671221253309e-09,3.22357319502033e-07,13.0566220551439,"VISL1_HUMAN",15,35.1045121840594,8.89172438516982e-10,1.20512400995053e-07,0.857092852499997,"Up in D2B",6.91896826091805,"VSNL1","VISL1_HUMAN",-0.857092852499997
-1.6522448075,11.06098020125,-34.0862203802058,3.07056554141946e-09,4.79292536085641e-07,12.2237289126802,"SMOC1_HUMAN",19,35.0348465073243,9.02800700384597e-10,1.20512400995053e-07,1.6522448075,"Up in D2B",6.91896826091805,"SMOC1","SMOC1_HUMAN",-1.6522448075
0.706891299999999,11.2961822775,30.8136942768439,6.33263399668138e-09,7.3053999275575e-07,11.4706666972382,"IP3KC_HUMAN",29,-34.9733321392567,9.15030687351217e-10,1.20512400995053e-07,-0.706891299999999,"Up in D1C",6.91896826091805,"ITPKC","IP3KC_HUMAN",0.706891299999999
-1.137884139,10.0795028205,-33.7854740025136,3.27216771495641e-09,5.01474575806683e-07,12.1580971298618,"IRF6_HUMAN",20,34.8180716287974,9.46739484460261e-10,1.22770263300239e-07,1.137884139,"Up in D2B",6.91090681274311,"IRF6","IRF6_HUMAN",-1.137884139
-3.14629172975,11.043911932625,-36.2398238184513,1.97800662664401e-09,3.92920571887409e-07,12.6745890328195,"F13A_HUMAN",7,34.7241394870329,9.66524839040311e-10,1.23436937398042e-07,3.14629172975,"Up in D2B",6.90855486212014,"F13A1","F13A_HUMAN",-3.14629172975
-2.50669062025,8.965165554875,-33.2748148913573,3.6499788416776e-09,5.35978911860482e-07,12.0450752491008,"AFAM_HUMAN",21,34.4064967874078,1.03697306071524e-09,1.30457401921921e-07,2.50669062025,"Up in D2B",6.884531274765,"AFM","AFAM_HUMAN",-2.50669062025
1.7350604525,13.47492682875,36.2186528854753,1.9863236157324e-09,3.92920571887409e-07,12.6703132639401,"ISG20_HUMAN",10,-33.7747794987918,1.19500752491702e-09,1.48128212169494e-07,-1.7350604525,"Up in D1C",6.82936221884086,"ISG20","ISG20_HUMAN",1.7350604525
-0.5288481725,15.00752663625,-26.347772783405,1.94254092148882e-08,1.39945960916489e-06,10.2820599169926,"PH4H_HUMAN",41,33.6415729790753,1.23170245787673e-09,1.50464058223811e-07,0.5288481725,"Up in D2B",6.82256722883586,"PAH","PH4H_HUMAN",-0.5288481725
0.869367837499997,13.49554765125,33.4043792841497,3.54962363890336e-09,5.34281743791364e-07,12.0739419262914,"HMOX1_HUMAN",18,-33.4239952518227,1.29440896966149e-09,1.54246609453015e-07,-0.869367837499997,"Up in D1C",6.81178437356396,"HMOX1","HMOX1_HUMAN",0.869367837499997
-0.670210122500002,16.24077689625,-27.7675848847753,1.33453758855638e-08,1.1830589008753e-06,10.6828575999941,"KPYM_HUMAN",47,33.3734757758199,1.30947948795558e-09,1.54246609453015e-07,0.670210122500002,"Up in D2B",6.81178437356396,"PKM","KPYM_HUMAN",-0.670210122500002
-0.506803512499999,11.09909009875,-25.9640354973944,2.15733499060638e-08,1.50282451535712e-06,10.1696537020075,"S12A4_HUMAN",39,33.2927624988401,1.33397006862351e-09,1.54246609453015e-07,0.506803512499999,"Up in D2B",6.81178437356396,"SLC12A4","S12A4_HUMAN",-0.506803512499999
-1.3981177825,11.95003163625,-32.130398130077,4.69145388927494e-09,6.17879138010913e-07,11.7842902658097,"PDCD4_HUMAN",21,33.2865886392594,1.33586457350458e-09,1.54246609453015e-07,1.3981177825,"Up in D2B",6.81178437356396,"PDCD4","PDCD4_HUMAN",-1.3981177825
0.624212266249998,10.292617321875,27.3640811045736,1.48189319638248e-08,1.2245958580694e-06,10.5712938791069,"URGCP_HUMAN",42,-33.1354079675831,1.38321729545141e-09,1.57555926802161e-07,-0.624212266249998,"Up in D1C",6.80256525526967,"URGCP","URGCP_HUMAN",0.624212266249998
-3.298951745,9.3583464025,-32.6067138946933,4.2215775861842e-09,5.73930281837849e-07,11.8941187930117,"MIME_HUMAN",10,32.8572809224632,1.47536759472611e-09,1.65299559342303e-07,3.298951745,"Up in D2B",6.78172830417484,"OGN","MIME_HUMAN",-3.298951745
0.574670794999999,13.8103859425,27.41658664914,1.4617088871006e-08,1.2245958580694e-06,10.5859136600228,"RAGP1_HUMAN",33,-32.8137117514296,1.4904219373609e-09,1.65299559342303e-07,-0.574670794999999,"Up in D1C",6.78172830417484,"RANGAP1","RAGP1_HUMAN",0.574670794999999
0.84740829425,9.736546277875,32.1742636022709,4.64577966949408e-09,6.17879138010913e-07,11.7944831147147,"AJUBA_HUMAN",19,-32.6806179584073,1.53749452629667e-09,1.68305731976035e-07,-0.84740829425,"Up in D1C",6.77390109303682,"AJUBA","AJUBA_HUMAN",0.84740829425
-0.855056525000002,14.31898868,-29.0964979089503,9.54977889813249e-09,9.25230877383434e-07,11.0379275788403,"NHRF3_HUMAN",36,32.4823699699543,1.61075609134154e-09,1.72720193130037e-07,0.855056525000002,"Up in D2B",6.76265688505975,"PDZK1","NHRF3_HUMAN",-0.855056525000002
-1.3163499825,11.28865695125,-32.0130700196405,4.81615169919447e-09,6.24543733423233e-07,11.7569481461187,"EKI2_HUMAN",17,32.4179933866753,1.63538775993132e-09,1.72720193130037e-07,1.3163499825,"Up in D2B",6.76265688505975,"ETNK2","EKI2_HUMAN",-1.3163499825
-2.424967763,9.8912770735,-31.2736786721059,5.69454074137005e-09,6.84359184323253e-07,11.5819460619723,"QSOX1_HUMAN",23,32.4078828370528,1.63929475031475e-09,1.72720193130037e-07,2.424967763,"Up in D2B",6.76265688505975,"QSOX1","QSOX1_HUMAN",-2.424967763
-0.756467582499999,10.44954502625,-28.6365487902459,1.07039199761903e-08,1.02526524408305e-06,10.9171204651694,"MANBA_HUMAN",33,32.2878886216004,1.68647756458906e-09,1.75431004667132e-07,0.756467582499999,"Up in D2B",6.75589364947681,"MANBA","MANBA_HUMAN",-0.756467582499999
0.913107872500001,10.98172354625,31.3064906961139,5.65189458958155e-09,6.84359184323253e-07,11.5898123647291,"CCN1_HUMAN",20,-32.2377412355635,1.70664875818066e-09,1.75431004667132e-07,-0.913107872500001,"Up in D1C",6.75589364947681,"CCN1","CCN1_HUMAN",0.913107872500001
-3.522497654,7.6440246105,-31.2368296334565,5.74287089328321e-09,6.84359184323253e-07,11.5731006643639,"TGFB1_HUMAN",14,32.0463793394263,1.78616435750759e-09,1.79861325567097e-07,3.522497654,"Up in D2B",6.74506221018669,"TGFB1","TGFB1_HUMAN",-3.522497654
-1.919724463,9.4289820185,-35.5259975101273,2.28170065832188e-09,4.05407563637779e-07,12.5287520605544,"CDO1_HUMAN",8,31.9956600960349,1.80793492123262e-09,1.79861325567097e-07,1.919724463,"Up in D2B",6.74506221018669,"CDO1","CDO1_HUMAN",-1.919724463
-0.530492307499999,10.94623851875,-24.8836509361441,2.92274202294341e-08,1.7723591734813e-06,9.84319761881655,"TENS2_HUMAN",52,31.9526108824972,1.82664846244796e-09,1.79861325567097e-07,0.530492307499999,"Up in D2B",6.74506221018669,"TNS2","TENS2_HUMAN",-0.530492307499999
-1.19103765500001,14.174369095,-30.3180684187205,7.11296428563369e-09,7.82093732030845e-07,11.3486262441447,"CP1A2_HUMAN",25,31.9333272812927,1.83510190992648e-09,1.79861325567097e-07,1.19103765500001,"Up in D2B",6.74506221018669,"CYP1A2","CP1A2_HUMAN",-1.19103765500001
-0.478526117500001,13.76160192375,-22.6651547525843,5.69008147714271e-08,2.97898737707055e-06,9.12217168470325,"LRP1_HUMAN",202,31.7963164114535,1.89645174998616e-09,1.83737836788889e-07,0.478526117500001,"Non-significant",6.73580140103456,"LRP1","LRP1_HUMAN",-0.478526117500001
1.185214995,15.1426823125,29.5592931050481,8.52922925249404e-09,8.55867540110384e-07,11.157338214627,"SQSTM_HUMAN",24,-31.0091221455554,2.29716143070474e-09,2.18176829979921e-07,-1.185214995,"Up in D1C",6.66119137265768,"SQSTM1","SQSTM_HUMAN",1.185214995
-2.656226395,17.1724518525,-29.7485957162305,8.14798899301351e-09,8.27462641230251e-07,11.2055768692349,"FIBG_HUMAN",40,30.9976268077233,2.30368227170637e-09,2.18176829979921e-07,2.656226395,"Up in D2B",6.66119137265768,"FGG","FIBG_HUMAN",-2.656226395
-0.579144715,12.63082111,-25.9701660528776,2.15369771382452e-08,1.50282451535712e-06,10.1714637268835,"CADH2_HUMAN",34,30.6544293503654,2.50833320584888e-09,2.32602192096406e-07,0.579144715,"Up in D2B",6.63338619669748,"CDH2","CADH2_HUMAN",-0.579144715
1.204003096,8.87799227225,28.3797791823247,1.14168452645188e-08,1.08126504196212e-06,10.8487314931478,"LAMB3_HUMAN",46,-30.6236378749204,2.52767601225819e-09,2.32602192096406e-07,-1.204003096,"Up in D1C",6.63338619669748,"LAMB3","LAMB3_HUMAN",1.204003096
-0.627312187500003,14.66416740375,-25.8582288470502,2.22122436323274e-08,1.53464755390892e-06,10.1383409942485,"PLOD2_HUMAN",41,30.5699458056299,2.5618088625273e-09,2.32602192096406e-07,0.627312187500003,"Up in D2B",6.63338619669748,"PLOD2","PLOD2_HUMAN",-0.627312187500003
-0.982896327500001,10.70467662875,-27.9145212967111,1.28507440015471e-08,1.1830589008753e-06,10.7230381450087,"HXK2_HUMAN",39,30.5298022114469,2.5876688039861e-09,2.32602192096406e-07,0.982896327500001,"Up in D2B",6.63338619669748,"HK2","HXK2_HUMAN",-0.982896327500001
1.0678396225,9.11478114125,30.7113031577222,6.48551160554891e-09,7.3053999275575e-07,11.4456382972406,"TUFT1_HUMAN",16,-30.520083160999,2.59397390640197e-09,2.32602192096406e-07,-1.0678396225,"Up in D1C",6.63338619669748,"TUFT1","TUFT1_HUMAN",1.0678396225
