"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1BM_vs_D3B","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names","D3B_vs_D1BM"
-0.585559605000002,14.96636951,-39.0054780118702,1.39895460723366e-09,1.28450140769008e-07,12.9897336394745,"AMPN_HUMAN",49,54.4256622258322,3.96718672887416e-11,8.57420947120007e-09,0.585559605000002,"Up in D3B",8.06680591071633,"ANPEP","AMPN_HUMAN",-0.585559605000002
-1.063399315,15.2472286225,-47.1664495607404,3.62394527773146e-10,6.23392545836704e-08,14.3839539342891,"PH4H_HUMAN",41,53.7254633770019,4.37645407777062e-11,9.22228285538215e-09,1.063399315,"Up in D3B",8.0351615617254,"PAH","PH4H_HUMAN",-1.063399315
-1.60545087,12.9625593425,-50.3115748101096,2.28928132440071e-10,4.82408807084339e-08,14.8457768875218,"APOA5_HUMAN",27,53.1942174392683,4.71893621337803e-11,9.70144227867401e-09,1.60545087,"Up in D3B",8.01316369592893,"APOA5","APOA5_HUMAN",-1.60545087
-1.6298587325,11.10336863875,-52.4755277376136,1.69640005402452e-10,4.36587472099791e-08,15.1432238914841,"ASM3A_HUMAN",17,52.7685587503658,5.01531036579634e-11,1.0065250255547e-08,1.6298587325,"Up in D3B",7.99717542263802,"SMPDL3A","ASM3A_HUMAN",-1.6298587325
1.14108276250001,13.53044438375,49.9468180718665,2.41095047762093e-10,4.95656135996753e-08,14.7940660536749,"PAI1_HUMAN",22,-52.2708889037642,5.38886689254444e-11,1.02705309025501e-08,-1.14108276250001,"Up in D1BM",7.98840710634541,"SERPINE1","PAI1_HUMAN",1.14108276250001
1.527666095,14.7574124325,49.7310296167048,2.4863932126394e-10,4.98995437841369e-08,14.7632531475133,"SQSTM_HUMAN",24,-52.1552858430548,5.48008228104296e-11,1.02705309025501e-08,-1.527666095,"Up in D1BM",7.98840710634541,"SQSTM1","SQSTM_HUMAN",1.527666095
-1.02687788,10.92689562,-45.4327867379043,4.73014602109472e-10,7.38340755774211e-08,14.113024463526,"PTPRK_HUMAN",45,52.1070153084371,5.51868556897385e-11,1.02705309025501e-08,1.02687788,"Up in D3B",7.98840710634541,"PTPRK","PTPRK_HUMAN",-1.02687788
-1.5858757475,12.25733268125,-49.2064390094438,2.68128684820234e-10,5.24714022579239e-08,14.6876508873825,"HTRA1_HUMAN",27,52.0004685308624,5.60498779828335e-11,1.02705309025501e-08,1.5858757475,"Up in D3B",7.98840710634541,"HTRA1","HTRA1_HUMAN",-1.5858757475
-2.312508823,9.2565358885,-58.5024757934891,7.82253252405461e-11,2.63744506581025e-08,15.8955126207558,"SYUG_HUMAN",8,50.5377432566739,6.95834698676995e-11,1.22519680952386e-08,2.312508823,"Up in D3B",7.91179414278938,"SNCG","SYUG_HUMAN",-2.312508823
-2.25770307,11.35987389,-63.9399138404771,4.15369551415476e-11,1.84271049941108e-08,16.4916303205777,"CAPSD_HBVD3",7,50.5198615872917,6.97703723539512e-11,1.22519680952386e-08,2.25770307,"Up in D3B",7.91179414278938,"C","CAPSD_HBVD3",-2.25770307
2.19081545,13.392881395,53.8864713725433,1.40443279890914e-10,4.22784430785899e-08,15.3289649819477,"ISG20_HUMAN",10,-50.0985386862981,7.43427829569447e-11,1.24306938112391e-08,-2.19081545,"Up in D1BM",7.90550463081262,"ISG20","ISG20_HUMAN",2.19081545
-2.6054718525,13.64128410875,-51.2220773682594,2.01494120154941e-10,4.68417129371093e-08,14.972846266971,"SCD_HUMAN",11,50.0926156122624,7.44094357693243e-11,1.24306938112391e-08,2.6054718525,"Up in D3B",7.90550463081262,"SCD","SCD_HUMAN",-2.6054718525
-1.2205953595,10.44178915025,-44.4327862948055,5.54140807322892e-10,8.19447871039413e-08,13.9510302818796,"SORL_HUMAN",72,49.9170922983021,7.64156348268559e-11,1.24306938112391e-08,1.2205953595,"Up in D3B",7.90550463081262,"SORL1","SORL_HUMAN",-1.2205953595
-1.2225987925,13.48426949875,-48.3218411830273,3.0507264233721e-10,5.54751601534122e-08,14.5578888407449,"QORX_HUMAN",20,49.6440616309388,7.96591440933985e-11,1.24306938112391e-08,1.2225987925,"Up in D3B",7.90550463081262,"TP53I3","QORX_HUMAN",-1.2225987925
-0.663264749999996,14.7627201075,-37.0487967584981,2.01639099895814e-09,1.63424612790559e-07,12.6045338937176,"FLNA_HUMAN",152,49.631981558123,7.98062082485917e-11,1.24306938112391e-08,0.663264749999996,"Up in D3B",7.90550463081262,"FLNA","FLNA_HUMAN",-0.663264749999996
-0.69937754,13.1510987275,-38.0837037616711,1.65802553400211e-09,1.42406505999023e-07,12.8110827148508,"MYLK_HUMAN",99,49.5625549457512,8.06573939379537e-11,1.24306938112391e-08,0.69937754,"Up in D3B",7.90550463081262,"MYLK","MYLK_HUMAN",-0.69937754
-1.0643472675,12.60210061125,-45.8051177647405,4.46336052883786e-10,7.26651901728357e-08,14.1722511340045,"AS3MT_HUMAN",27,49.5258606086762,8.11114200519812e-11,1.24306938112391e-08,1.0643472675,"Up in D3B",7.90550463081262,"AS3MT","AS3MT_HUMAN",-1.0643472675
0.560444112499999,11.49593245875,38.0368499996817,1.67258798124371e-09,1.42406505999023e-07,12.8018702399253,"MTA2_HUMAN",35,-49.0668378944845,8.70422796845215e-11,1.28960016089749e-08,-0.560444112499999,"Up in D1BM",7.88954492135405,"MTA2","MTA2_HUMAN",0.560444112499999
-3.3898010245,10.39986586525,-52.1590326467041,1.77104476131042e-10,4.36587472099791e-08,15.1006903784551,"SPP24_HUMAN",7,48.9697319854179,8.83589201018162e-11,1.28960016089749e-08,3.3898010245,"Up in D3B",7.88954492135405,"SPP2","SPP24_HUMAN",-3.3898010245
-0.8404319325,15.20401418125,-42.4354878906436,7.68512061935949e-10,9.67028937189894e-08,13.614100513365,"DPYL2_HUMAN",35,48.9421159234436,8.87374650991275e-11,1.28960016089749e-08,0.8404319325,"Up in D3B",7.88954492135405,"DPYSL2","DPYL2_HUMAN",-0.8404319325
-0.844478845000001,15.133426785,-41.2561080143021,9.39008031369763e-10,1.05708399562789e-07,13.4062536507073,"THRB_HUMAN",47,48.7806991821946,9.09871152861459e-11,1.29988202499479e-08,0.844478845000001,"Up in D3B",7.88609606170758,"F2","THRB_HUMAN",-0.844478845000001
0.719515322499998,10.34157419125,38.4048757653754,1.56200517587817e-09,1.36852544354232e-07,12.8738859166887,"RPA1_HUMAN",68,-48.4354042554576,9.60194566630079e-11,1.34891333368749e-08,-0.719515322499998,"Up in D1BM",7.87001595241141,"POLR1A","RPA1_HUMAN",0.719515322499998
1.5965976725,11.19927239375,50.5887257384369,2.20150454622502e-10,4.82408807084339e-08,14.8847575147701,"HLAE_HUMAN",13,-48.192486157622,9.97484911623237e-11,1.36064687231487e-08,-1.5965976725,"Up in D1BM",7.86625457230161,"HLA-E","HLAE_HUMAN",1.5965976725
-1.056025265,14.5805512675,-43.3801028528251,6.57156146540651e-10,9.23194859865191e-08,13.7757381116849,"NHRF3_HUMAN",36,48.1711881598848,1.00083172480154e-10,1.36064687231487e-08,1.056025265,"Up in D3B",7.86625457230161,"PDZK1","NHRF3_HUMAN",-1.056025265
0.800872327499999,17.11255431125,41.6373610668364,8.79573144618094e-10,1.02971139388693e-07,13.4741959346924,"A1AT_HUMAN",33,-47.9167568198361,1.04181171326119e-10,1.38526073389548e-08,-0.800872327499999,"Up in D1BM",7.85846847596068,"SERPINA1","A1AT_HUMAN",0.800872327499999
0.536641120000004,12.8284463875,33.9167177041346,3.7747003487449e-09,2.52353050143497e-07,11.9374388744788,"AGRIN_HUMAN",69,-47.8564239179544,1.05180551630455e-10,1.38526073389548e-08,-0.536641120000004,"Up in D1BM",7.85846847596068,"AGRN","AGRIN_HUMAN",0.536641120000004
-1.30590653,11.276274085,-45.823080879605,4.45092979132012e-10,7.26651901728357e-08,14.1750938715265,"MFGM_HUMAN",22,47.715779398206,1.07552634189941e-10,1.39470946705695e-08,1.30590653,"Up in D3B",7.85551625116821,"MFGE8","MFGM_HUMAN",-1.30590653
1.088753225,11.2702484125,42.0908390823418,8.14383940575248e-10,9.80634605015538e-08,13.5540683292483,"JAK1_HUMAN",56,-47.4630026017737,1.11969644309321e-10,1.41127593133793e-08,-1.088753225,"Up in D1BM",7.85038806509638,"JAK1","JAK1_HUMAN",1.088753225
-0.941892144999999,15.17943549,-52.5677358691906,1.67533222456401e-10,4.36587472099791e-08,15.1555548149019,"BAAT_HUMAN",15,47.4513155269891,1.12178772570461e-10,1.41127593133793e-08,0.941892144999999,"Up in D3B",7.85038806509638,"BAAT","BAAT_HUMAN",-0.941892144999999
-0.739672420000005,11.4640947575,-41.1634540771376,9.54135176086693e-10,1.05708399562789e-07,13.3896313090916,"MLXPL_HUMAN",30,47.2456861545873,1.15931546584132e-10,1.43703971493772e-08,0.739672420000005,"Up in D3B",7.84253122926316,"MLXIPL","MLXPL_HUMAN",-0.739672420000005
0.472401619999999,11.039185525,31.8764422512594,5.86130105479359e-09,3.31576554301042e-07,11.4649410122039,"GEMI5_HUMAN",61,-47.0156775786309,1.20298532317825e-10,1.46955989696659e-08,-0.472401619999999,"Non-significant",7.83281270806572,"GEMIN5","GEMI5_HUMAN",0.472401619999999
-0.578069212500001,14.64797258125,-35.9662655149019,2.48899359295331e-09,1.89006549504535e-07,12.3813684734962,"ES8L2_HUMAN",44,46.7914057836585,1.24736587529071e-10,1.50200670897506e-08,0.578069212500001,"Up in D3B",7.82332812747543,"EPS8L2","ES8L2_HUMAN",-0.578069212500001
-0.4954373825,13.28487002875,-31.4744635252165,6.41311716446729e-09,3.52435603786169e-07,11.3679358609837,"MPRI_HUMAN",109,46.4709254652613,1.31403623013001e-10,1.5600016033473e-08,0.4954373825,"Non-significant",7.80687495528366,"IGF2R","MPRI_HUMAN",-0.4954373825
1.159384727,10.367712259,42.4664850844173,7.64532816678364e-10,9.67028937189894e-08,13.6194716281945,"TAXB1_HUMAN",32,-46.0163127295952,1.41563936601228e-10,1.65728114112743e-08,-1.159384727,"Up in D1BM",7.78060381162693,"TAX1BP1","TAXB1_HUMAN",1.159384727
-1.36494755475,10.194146512625,-45.7010630032782,4.53615117801452e-10,7.26651901728357e-08,14.1557575956908,"PRS23_HUMAN",17,45.8616261846185,1.45221487911395e-10,1.6768108515139e-08,1.36494755475,"Up in D3B",7.77551592414212,"PRSS23","PRS23_HUMAN",-1.36494755475
0.9773640625,11.14177966125,42.4342849119677,7.68666968699999e-10,9.67028937189894e-08,13.6138919713116,"GBP4_HUMAN",26,-45.6584026827475,1.50190265518166e-10,1.71074830817922e-08,-0.9773640625,"Up in D1BM",7.76681388082094,"GBP4","GBP4_HUMAN",0.9773640625
-0.434788945000001,15.2996464975,-30.5603389296486,7.9030441741614e-09,3.89704414455759e-07,11.1422202036496,"A0A6Q8PH20_HUMAN",52,45.495217835256,1.5431954196637e-10,1.73434589231271e-08,0.434788945000001,"Non-significant",7.76086428394046,"CAST","A0A6Q8PH20_HUMAN",-0.434788945000001
0.670329094999998,10.1667065625,39.5349645025548,1.27114914469976e-09,1.21755865234935e-07,13.0901787425932,"PUM3_HUMAN",28,-45.1811603761646,1.62633147962055e-10,1.80373000548969e-08,-0.670329094999998,"Up in D1BM",7.74382847006539,"PUM3","PUM3_HUMAN",0.670329094999998
1.3712100975,11.02987003375,42.5281380576995,7.56687752357349e-10,9.67028937189894e-08,13.6301410076345,"ASNS_HUMAN",27,-44.9420584839629,1.69302804726177e-10,1.85331602732071e-08,-1.3712100975,"Up in D1BM",7.73205051850139,"ASNS","ASNS_HUMAN",1.3712100975
-0.8202667275,12.08005619125,-39.5443385608307,1.26900953263524e-09,1.21755865234935e-07,13.0919430583496,"LDLR_HUMAN",32,44.5505710708006,1.80902232699813e-10,1.95490374285478e-08,0.8202667275,"Up in D3B",7.70887462188765,"LDLR","LDLR_HUMAN",-0.8202667275
-1.17438030075,10.135673522125,-40.6802281465122,1.03767413819398e-09,1.08246692815641e-07,13.3022276463383,"ERBB2_HUMAN",39,44.3735964514432,1.8643891213733e-10,1.98923239291842e-08,1.17438030075,"Up in D3B",7.70131447727453,"ERBB2","ERBB2_HUMAN",-1.17438030075
-0.935004707500001,14.16965007625,-42.2763916167904,7.89311131097336e-10,9.78397577061683e-08,13.5864599596775,"GLNA_HUMAN",22,44.2853816163597,1.89270137953789e-10,1.99419749101561e-08,0.935004707500001,"Up in D3B",7.70023183448415,"GLUL","GLNA_HUMAN",-0.935004707500001
-0.578156950000007,17.7512714875,-34.8494725084805,3.11364424329225e-09,2.24315447236841e-07,12.1430837421675,"ANXA2_HUMAN",42,44.1629676139093,1.93279902466301e-10,2.01130407146722e-08,0.578156950000007,"Up in D3B",7.69652226725628,"ANXA2","ANXA2_HUMAN",-0.578156950000007
-2.21800995,9.69913292,-42.1098856940143,8.11768893033518e-10,9.80634605015538e-08,13.5574009770455,"EHD2_HUMAN",29,43.9199344597557,2.01528702185688e-10,2.07156759844288e-08,2.21800995,"Up in D3B",7.6837008904363,"EHD2","EHD2_HUMAN",-2.21800995
1.37194585675,9.791289329125,43.1830861948349,6.78774195833181e-10,9.37932409291456e-08,13.7423706664674,"RIOX2_HUMAN",18,-43.842358587296,2.04245000605099e-10,2.07419410855468e-08,-1.37194585675,"Up in D1BM",7.68315060362222,"RIOX2","RIOX2_HUMAN",1.37194585675
1.2149984825,12.24036276375,40.8920078988703,1.00007654962517e-09,1.06704370085956e-07,13.3406812375421,"ABHD2_HUMAN",29,-43.6527452790624,2.11060318773215e-10,2.11788979397551e-08,-1.2149984825,"Up in D1BM",7.674096642488,"ABHD2","ABHD2_HUMAN",1.2149984825
-1.0034365625,12.62520527875,-41.01944838981,9.78200873875617e-10,1.05708399562789e-07,13.3637096229129,"CADH1_HUMAN",23,43.1533485635485,2.30275389161673e-10,2.28351912381617e-08,1.0034365625,"Up in D3B",7.64139534695032,"CDH1","CADH1_HUMAN",-1.0034365625
0.571718927500001,13.25190365375,33.8445909512884,3.83214977083492e-09,2.52353050143497e-07,11.9212759990549,"TOP1_HUMAN",42,-42.5085025504614,2.58082113606211e-10,2.4884558235779e-08,-0.571718927500001,"Up in D1BM",7.60407006468353,"TOP1","TOP1_HUMAN",0.571718927500001
-0.952568770000001,12.21256268,-38.8459976963095,1.44027498882679e-09,1.30538471836785e-07,12.9591724821976,"PROS_HUMAN",31,42.4781869182294,2.59479951702673e-10,2.4884558235779e-08,0.952568770000001,"Up in D3B",7.60407006468353,"PROS1","PROS_HUMAN",-0.952568770000001
-1.364571095,14.915715455,-41.0576584942249,9.71748590351414e-10,1.05708399562789e-07,13.3705979344399,"TMPS6_HUMAN",21,42.471305345511,2.59798448777857e-10,2.4884558235779e-08,1.364571095,"Up in D3B",7.60407006468353,"TMPRSS6","TMPS6_HUMAN",-1.364571095
-0.637305259499996,10.13800883275,-34.1846106100982,3.56974826924945e-09,2.46634493127079e-07,11.9971388741459,"PKP4_HUMAN",53,42.3249172656055,2.66679543652218e-10,2.52566502634219e-08,0.637305259499996,"Up in D3B",7.59762424952808,"PKP4","PKP4_HUMAN",-0.637305259499996
-1.5206916375,11.40722048375,-41.2398307195462,9.41645638944699e-10,1.05708399562789e-07,13.4033366171306,"GBA3_HUMAN",18,42.0450525915198,2.80416478991619e-10,2.62625611268928e-08,1.5206916375,"Up in D3B",7.58066292375148,"GBA3","GBA3_HUMAN",-1.5206916375
-0.864559652500002,12.11541795875,-42.9033740158456,7.10873026154188e-10,9.51102974198992e-08,13.6946873836385,"SERB_HUMAN",17,41.7122539599995,2.97804720665667e-10,2.72929478460607e-08,0.864559652500002,"Up in D3B",7.56394955468783,"PSPH","SERB_HUMAN",-0.864559652500002
0.654952285000004,13.7599395525,36.3614823370317,2.3031641993249e-09,1.79753435519533e-07,12.4637106702549,"CFAB_HUMAN",30,-41.710596540238,2.97894317456114e-10,2.72929478460607e-08,-0.654952285000004,"Up in D1BM",7.56394955468783,"CFB","CFAB_HUMAN",0.654952285000004
2.07576179375,9.704064845625,40.6662260971625,1.04021617250765e-09,1.08246692815641e-07,13.2996770520844,"CP1B1_HUMAN",17,-41.5624950504752,3.06024864188572e-10,2.76686140964947e-08,-2.07576179375,"Up in D1BM",7.55801259385213,"CYP1B1","CP1B1_HUMAN",2.07576179375
1.6925163275,12.41471385875,39.3396523445984,1.31667767478131e-09,1.23999385762095e-07,13.0533085617384,"PIGR_HUMAN",36,-41.517230118933,3.08559701633705e-10,2.76686140964947e-08,-1.6925163275,"Up in D1BM",7.55801259385213,"PIGR","PIGR_HUMAN",1.6925163275
