"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1C_vs_D8BM","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names","D8BM_vs_D1C"
-4.93142318725,11.164003133875,-75.8960740993829,1.07746569488613e-11,9.40044411470334e-09,17.7287974349375,"SPP24_HUMAN",7,64.1205335270542,1.14411792159238e-11,4.07498919812056e-09,4.93142318725,"Up in D8BM",8.38987353813943,"SPP2","SPP24_HUMAN",-4.93142318725
1.266714095,12.48314023,54.8347978938027,1.10705433347295e-10,3.21771068167016e-08,15.5618188541757,"4F2_HUMAN",25,-64.0021213406476,1.16027691013042e-11,4.07498919812056e-09,-1.266714095,"Up in D1C",8.38987353813943,"SLC3A2","4F2_HUMAN",1.266714095
-2.8098731025,12.88637065875,-59.3882037034139,6.2511973890912e-11,2.23871349495735e-08,16.1163025150448,"HTRA1_HUMAN",27,63.1870170590463,1.27878069839635e-11,4.31153700271315e-09,2.8098731025,"Up in D8BM",8.36536788232105,"HTRA1","HTRA1_HUMAN",-2.8098731025
-1.1591963775,16.87524390375,-44.1548863768148,5.22055983716438e-10,7.08726002548174e-08,13.9988854482743,"FAS_HUMAN",166,62.3579571769946,1.41356014265761e-11,4.46132387843984e-09,1.1591963775,"Up in D8BM",8.3505362471656,"FASN","FAS_HUMAN",-1.1591963775
-1.840033292,10.353357434,-52.6498141404577,1.48135038918789e-10,3.47987709902152e-08,15.2744118224531,"PTPRF_HUMAN",72,62.2683667377559,1.42906329004479e-11,4.46132387843984e-09,1.840033292,"Up in D8BM",8.3505362471656,"PTPRF","PTPRF_HUMAN",-1.840033292
-1.5009829975,15.55625021625,-53.2797803256045,1.36038140038353e-10,3.47987709902152e-08,15.3587967152997,"BHMT2_HUMAN",28,61.1649429597322,1.6366635413933e-11,4.9269417822872e-09,1.5009829975,"Up in D8BM",8.30742256940376,"BHMT2","BHMT2_HUMAN",-1.5009829975
-1.709922315,13.299514295,-52.6255710360472,1.48624481628633e-10,3.47987709902152e-08,15.2711391543075,"PFKAP_HUMAN",36,60.7090620468271,1.73223583580333e-11,4.99687547084752e-09,1.709922315,"Up in D8BM",8.3013014736508,"PFKP","PFKAP_HUMAN",-1.709922315
-1.8346388335,10.71514475325,-52.6851221396888,1.47425487925565e-10,3.47987709902152e-08,15.2791748087686,"ERBB2_HUMAN",39,60.2231712430072,1.84111528687725e-11,4.99687547084752e-09,1.8346388335,"Up in D8BM",8.3013014736508,"ERBB2","ERBB2_HUMAN",-1.8346388335
2.2023713575,15.43959772625,56.4497319567782,8.99218415112817e-11,2.80722667443923e-08,15.765057887699,"AACT_HUMAN",24,-60.1676569227299,1.85404060195466e-11,4.99687547084752e-09,-2.2023713575,"Up in D1C",8.3013014736508,"SERPINA3","AACT_HUMAN",2.2023713575
-1.4987609375,12.61905467625,-60.2873149507222,5.61307996401045e-11,2.23871349495735e-08,16.2192675096341,"ACMSD_HUMAN",18,59.8830051421048,1.92194971583104e-11,4.99687547084752e-09,1.4987609375,"Up in D8BM",8.3013014736508,"ACMSD","ACMSD_HUMAN",-1.4987609375
-2.0606956505,10.14350438225,-53.847342747525,1.26095470936554e-10,3.42857653072328e-08,15.4337551853519,"BMP1_HUMAN",34,59.7319940624571,1.95911598880047e-11,4.99687547084752e-09,2.0606956505,"Up in D8BM",8.3013014736508,"BMP1","BMP1_HUMAN",-2.0606956505
-1.34217191,14.10874641,-48.7021334634136,2.58844410843638e-10,5.07395241628144e-08,14.7153990148225,"CAN2_HUMAN",37,59.5086442499677,2.01558626182009e-11,4.99687547084752e-09,1.34217191,"Up in D8BM",8.3013014736508,"CAPN2","CAN2_HUMAN",-1.34217191
-1.3140842875,15.14880764375,-44.9927860484483,4.56350488792017e-10,6.80958248025885e-08,14.1373659500978,"FLNA_HUMAN",152,58.7184431073019,2.23068160021173e-11,5.29642499368571e-09,1.3140842875,"Up in D8BM",8.2760171736803,"FLNA","FLNA_HUMAN",-1.3140842875
-2.29072213375,10.303159595625,-54.2442622540303,1.19633626799283e-10,3.36130613430386e-08,15.4855866898615,"EHD2_HUMAN",29,58.6103136398954,2.26208684034506e-11,5.29642499368571e-09,2.29072213375,"Up in D8BM",8.2760171736803,"EHD2","EHD2_HUMAN",-2.29072213375
-2.29936218275,11.011728763625,-56.6797675752315,8.73397362930024e-11,2.80722667443923e-08,15.7934013124759,"SFXN3_HUMAN",17,56.8516311960131,2.85010404554461e-11,6.33104219629837e-09,2.29936218275,"Up in D8BM",8.19852479190287,"SFXN3","SFXN3_HUMAN",-2.29936218275
1.2514269325,11.45067417625,48.0149915593874,2.86561477661651e-10,5.30708765993882e-08,14.6124116732222,"NOP2_HUMAN",29,-56.8408954164657,2.85418915006926e-11,6.33104219629837e-09,-1.2514269325,"Up in D1C",8.19852479190287,"NOP2","NOP2_HUMAN",1.2514269325
2.174395325,13.5649796725,52.0198447387422,1.61472433249216e-10,3.67851659420985e-08,15.1887526994185,"PLIN2_HUMAN",27,-55.8943256659231,3.24184678817561e-11,7.00654527629031e-09,-2.174395325,"Up in D1C",8.15449606723685,"PLIN2","PLIN2_HUMAN",2.174395325
-1.4260666375,14.25348436875,-46.1176838276649,3.82426397055076e-10,6.19898480918699e-08,14.3185343108801,"VILI_HUMAN",48,55.6062931759136,3.3713816407055e-11,7.10434396237666e-09,1.4260666375,"Up in D8BM",8.14847602001297,"VIL1","VILI_HUMAN",-1.4260666375
-1.5142140375,12.08695125625,-48.966277795459,2.49012237799957e-10,4.99743845813295e-08,14.7545188299253,"CAP2_HUMAN",27,54.7000533484172,3.81875587315787e-11,7.85080323288968e-09,1.5142140375,"Up in D8BM",8.10508590736102,"CAP2","CAP2_HUMAN",-1.5142140375
-1.522329805,14.61528015,-44.466153052511,4.96464169332389e-10,6.86015816934871e-08,14.0506892145501,"APOB_HUMAN",250,53.6639506902622,4.41463378835384e-11,8.75807992436107e-09,1.522329805,"Up in D8BM",8.05759109584741,"APOB","APOB_HUMAN",-1.522329805
-2.65373683,12.6636401425,-55.8956393440399,9.65062919056214e-11,2.90518405168744e-08,15.6961729010588,"IL18_HUMAN",13,53.3329548470087,4.62665802182393e-11,8.75807992436107e-09,2.65373683,"Up in D8BM",8.05759109584741,"IL18","IL18_HUMAN",-2.65373683
-1.6158545025,15.84501540625,-45.7276349245847,4.06394397677796e-10,6.26198963855703e-08,14.256318294093,"TRFE_HUMAN",55,53.2806602213168,4.66119882787647e-11,8.75807992436107e-09,1.6158545025,"Up in D8BM",8.05759109584741,"TF","TRFE_HUMAN",-1.6158545025
-1.2447099675,10.78367161875,-42.8705202132385,6.44817023140768e-10,8.11218311649781e-08,13.7804855968006,"MILK2_HUMAN",50,53.2588566319529,4.67568628065308e-11,8.75807992436107e-09,1.2447099675,"Up in D8BM",8.05759109584741,"MICALL2","MILK2_HUMAN",-1.2447099675
-1.93897367,12.6395097975,-49.3021428951747,2.37118789303302e-10,4.87481530496959e-08,14.8038901053674,"FA10_HUMAN",25,52.799138991299,4.99332983801977e-11,9.03780473000721e-09,1.93897367,"Up in D8BM",8.04393704623081,"F10","FA10_HUMAN",-1.93897367
1.1840829825,13.61869597375,42.0314385350952,7.42750463465965e-10,8.53752813445855e-08,13.6336215208032,"HS105_HUMAN",48,-52.7351229679833,5.03946876628709e-11,9.03780473000721e-09,-1.1840829825,"Up in D1C",8.04393704623081,"HSPH1","HS105_HUMAN",1.1840829825
-1.903968095,12.8871487375,-59.2267733773011,6.37431769830066e-11,2.23871349495735e-08,16.0975986828093,"CAVN1_HUMAN",13,52.3467393214951,5.32995129597889e-11,9.35961655704293e-09,1.903968095,"Up in D8BM",8.02874194298962,"CAVIN1","CAVN1_HUMAN",-1.903968095
-1.334489345,11.8434438725,-47.7346842132293,2.98827587445569e-10,5.35918666931639e-08,14.5698848901936,"RIR2B_HUMAN",23,52.0821378710665,5.53870081068919e-11,9.52769574148963e-09,1.334489345,"Up in D8BM",8.02101212011281,"RRM2B","RIR2B_HUMAN",-1.334489345
4.26259946875,8.436918020625,50.0762343980084,2.12091008239833e-10,4.46928777113389e-08,14.9161276284888,"CP1A1_HUMAN",18,-51.3654261406848,6.15216430816608e-11,1.03713185907064e-08,-4.26259946875,"Up in D1C",7.98416602468494,"CYP1A1","CP1A1_HUMAN",4.26259946875
-2.20019412,14.35289848,-51.5795433867521,1.71607181657162e-10,3.80651824786373e-08,15.1281115507277,"FBX2_HUMAN",16,51.2044568773357,6.30029643622809e-11,1.04127840511699e-08,2.20019412,"Up in D8BM",7.98243313826962,"FBXO2","FBX2_HUMAN",-2.20019412
-1.413832665,11.332770825,-46.1791046585931,3.78800833233473e-10,6.19898480918699e-08,14.3282740835487,"ATTY_HUMAN",25,50.8504626197691,6.64047253115031e-11,1.0763950570205e-08,1.413832665,"Up in D8BM",7.96802830525393,"TAT","ATTY_HUMAN",-1.413832665
-1.18524718,12.9338723425,-42.2704194889196,7.13231506300718e-10,8.46736389663205e-08,13.6757962584778,"CADH2_HUMAN",34,50.5627829673439,6.93227013030974e-11,1.10050675383037e-08,1.18524718,"Up in D8BM",7.95840728782916,"CDH2","CADH2_HUMAN",-1.18524718
-1.451331855,11.9446629275,-45.6944815510227,4.08509309024784e-10,6.26198963855703e-08,14.2510008440148,"KNG1_HUMAN",26,50.4502439304803,7.05034579509311e-11,1.10050675383037e-08,1.451331855,"Up in D8BM",7.95840728782916,"KNG1","KNG1_HUMAN",-1.451331855
-1.2191727175,14.78619921125,-42.424409235868,6.94918840089453e-10,8.40427145038602e-08,13.7028250054484,"ACSA_HUMAN",34,50.324405023663,7.18507822429826e-11,1.10114589732018e-08,1.2191727175,"Up in D8BM",7.95815513497624,"ACSS2","ACSA_HUMAN",-1.2191727175
-2.11261916,16.4217616325,-46.2147328497335,3.76715709862462e-10,6.19898480918699e-08,14.3339166986924,"APOE_HUMAN",35,50.1430937939834,7.38435601822065e-11,1.10721422611629e-08,2.11261916,"Up in D8BM",7.95576834278967,"APOE","APOE_HUMAN",-2.11261916
-1.4441723825,18.03808236125,-43.497134267764,5.81236096882223e-10,7.5372908624927e-08,13.8879851140086,"BHMT1_HUMAN",37,50.0515070530976,7.48739006864732e-11,1.10721422611629e-08,1.4441723825,"Up in D8BM",7.95576834278967,"BHMT","BHMT1_HUMAN",-1.4441723825
-2.22927308,12.9318288575,-45.6930551658451,4.08600581469494e-10,6.26198963855703e-08,14.2507719636386,"A0AAG2UXZ5_HUMAN",37,49.361778211341,8.31773301630129e-11,1.20879606197248e-08,2.22927308,"Up in D8BM",7.9176469635155,"COL18A1","A0AAG2UXZ5_HUMAN",-2.22927308
1.2716734375,11.63313138375,44.7322295120868,4.75716220834067e-10,6.80958248025885e-08,14.0946330316819,"PACN3_HUMAN",23,-48.7065069176609,9.20427152733967e-11,1.29568039951466e-08,-1.2716734375,"Up in D1C",7.88750211099977,"PACSIN3","PACN3_HUMAN",1.2716734375
-2.74021792425,10.836444020375,-47.943689692834,2.89626328576564e-10,5.30708765993882e-08,14.6016226995231,"FSTL1_HUMAN",17,48.6934312962228,9.22301862271674e-11,1.29568039951466e-08,2.74021792425,"Up in D8BM",7.88750211099977,"FSTL1","FSTL1_HUMAN",-2.74021792425
1.1592664725,10.62197828125,40.2688979668704,1.00900603077695e-09,1.07231409905543e-07,13.3137218662573,"NAA25_HUMAN",37,-48.3817031509859,9.68300464478972e-11,1.33397129143231e-08,-1.1592664725,"Up in D1C",7.87485351682628,"NAA25","NAA25_HUMAN",1.1592664725
1.00870228,12.15954399,36.0470477595659,2.226720039867e-09,1.81922230537739e-07,12.4774832631509,"SPTN2_HUMAN",127,-48.2406562803158,9.89961949272614e-11,1.33397129143231e-08,-1.00870228,"Up in D1C",7.87485351682628,"SPTBN2","SPTN2_HUMAN",1.00870228
-1.2035381825,14.73344337875,-40.0732333290687,1.04476609044337e-09,1.07231409905543e-07,13.2772148721331,"DPP4_HUMAN",42,48.1953469908924,9.97036319376387e-11,1.33397129143231e-08,1.2035381825,"Up in D8BM",7.87485351682628,"DPP4","DPP4_HUMAN",-1.2035381825
1.9667305975,11.33025455625,44.6652227572198,4.80846636744672e-10,6.80958248025885e-08,14.083595765844,"APOA4_HUMAN",29,-48.0626704793377,1.01808290784579e-10,1.34084700472377e-08,-1.9667305975,"Up in D1C",7.87262077382244,"APOA4","APOA4_HUMAN",1.9667305975
-2.560474395,11.515094995,-46.4368159512357,3.64009285885518e-10,6.19898480918699e-08,14.3689720202131,"SMOC1_HUMAN",19,47.6983935231935,1.07850041226143e-10,1.39856614999255e-08,2.560474395,"Up in D8BM",7.85431698735658,"SMOC1","SMOC1_HUMAN",-2.560474395
-1.5006229875,14.64177191125,-42.0613326342721,7.38982857913075e-10,8.53752813445855e-08,13.6389124156657,"NHRF3_HUMAN",36,47.492334915309,1.11446712168456e-10,1.42330960131503e-08,1.5006229875,"Up in D8BM",7.8467006209854,"PDZK1","NHRF3_HUMAN",-1.5006229875
-1.7198116775,11.46874058375,-46.642482159239,3.52675894662958e-10,6.19313565857098e-08,14.4012571122642,"GBA3_HUMAN",18,47.2145412028537,1.16512239066563e-10,1.46579352700308e-08,1.7198116775,"Up in D8BM",7.83392720049873,"GBA3","GBA3_HUMAN",-1.7198116775
-1.640689375,11.66448927,-41.9780949909256,7.49527917843081e-10,8.53752813445855e-08,13.6241694681086,"NEP_HUMAN",38,46.7864185388947,1.24837362439485e-10,1.54743254118003e-08,1.640689375,"Up in D8BM",7.81038827454167,"MME","NEP_HUMAN",-1.640689375
-1.00220418,13.1140352475,-36.4732232157708,2.04738911321601e-09,1.71557490642579e-07,12.5667967757701,"SRBS1_HUMAN",50,46.5700784949651,1.29298791876001e-10,1.57950654597509e-08,1.00220418,"Up in D8BM",7.8014785699013,"SORBS1","SRBS1_HUMAN",-1.00220418
-1.8546819725,17.27817153875,-42.9613445752478,6.35128238030522e-10,8.1113574520595e-08,13.7961808313054,"VTNC_HUMAN",29,46.3167709663304,1.34753460494886e-10,1.622624169302e-08,1.8546819725,"Up in D8BM",7.78978205940937,"VTN","VTNC_HUMAN",-1.8546819725
1.179015638,10.533432246,44.717714471192,4.76822263438991e-10,6.80958248025885e-08,14.0922437963608,"DDX47_HUMAN",19,-45.6688858624688,1.49929298881767e-10,1.77993529616115e-08,-1.179015638,"Up in D1C",7.74959578478713,"DDX47","DDX47_HUMAN",1.179015638
0.901108028500001,10.36590683575,33.7919589485034,3.53197379975806e-09,2.36277834588577e-07,11.9844349978656,"TRIPC_HUMAN",64,-45.0987449855186,1.64897939887659e-10,1.91377343979128e-08,-0.901108028500001,"Up in D1C",7.7181094770463,"TRIP12","TRIPC_HUMAN",0.901108028500001
-0.74788165,15.7220512625,-31.0226349448937,6.50089984399264e-09,3.35204091964038e-07,11.3268996281946,"MAP4_HUMAN",65,45.0682916265512,1.65743814337126e-10,1.91377343979128e-08,0.74788165,"Up in D8BM",7.7181094770463,"MAP4","MAP4_HUMAN",-0.74788165
-1.7918171925,13.91910529125,-42.6671005812226,6.67133935797552e-10,8.26951756593759e-08,13.7451913099794,"QORX_HUMAN",20,44.1433271590323,1.93932143879388e-10,2.19177542629928e-08,1.7918171925,"Up in D8BM",7.6592039465907,"TP53I3","QORX_HUMAN",-1.7918171925
-1.9851305475,12.59712469375,-41.1455464466006,8.64988150093654e-10,9.5090928535774e-08,13.4748146521051,"PROS_HUMAN",31,44.1107067113791,1.95020947885213e-10,2.19177542629928e-08,1.9851305475,"Up in D8BM",7.6592039465907,"PROS1","PROS_HUMAN",-1.9851305475
-1.43030262,11.8956801875,-43.5965756714566,5.71817290625423e-10,7.53101241044014e-08,13.9048776740142,"IGSF8_HUMAN",18,43.9458389319117,2.00630782548244e-10,2.22515377118309e-08,1.43030262,"Up in D8BM",7.65263997134879,"IGSF8","IGSF8_HUMAN",-1.43030262
1.8232255,11.2627573025,41.1211302819043,8.68667872494317e-10,9.5090928535774e-08,13.4703817777834,"ZN622_HUMAN",26,-43.8149700949411,2.05213873875468e-10,2.24642564012509e-08,-1.8232255,"Up in D1C",7.64850795259637,"ZNF622","ZN622_HUMAN",1.8232255
-0.932180881750002,9.911134481625,-35.1033391382736,2.69126188376239e-09,1.95557296708907e-07,12.2754404188332,"CLIP2_HUMAN",37,43.5863488745534,2.13507344063052e-10,2.30724795270188e-08,0.932180881750002,"Up in D8BM",7.63690573070486,"CLIP2","CLIP2_HUMAN",-0.932180881750002
0.698419092499996,12.48196220625,29.3412281559463,9.67131317388934e-09,4.15915809911802e-07,10.8958106617416,"COBL1_HUMAN",67,-43.3603223870255,2.22081279295031e-10,2.3469049113577e-08,-0.698419092499996,"Up in D1C",7.62950450618719,"COBLL1","COBL1_HUMAN",0.698419092499996
-0.918957710000001,15.202581405,-34.3902186038066,3.11605366702648e-09,2.17289611145046e-07,12.1187160932528,"PH4H_HUMAN",41,43.3432191496233,2.22745750277157e-10,2.3469049113577e-08,0.918957710000001,"Up in D8BM",7.62950450618719,"PAH","PH4H_HUMAN",-0.918957710000001
-1.4701929075,17.94640111875,-38.0053186947613,1.52583279919288e-09,1.41163157444498e-07,12.8784503419963,"GATM_HUMAN",48,43.0182910271366,2.35806610538364e-10,2.45384434596033e-08,1.4701929075,"Up in D8BM",7.61015298921883,"GATM","GATM_HUMAN",-1.4701929075
-1.3137085425,15.30369007625,-36.8775015231462,1.89232934186361e-09,1.6615045856842e-07,12.6504461158905,"ITIH2_HUMAN",51,42.7008079555265,2.49410873685097e-10,2.55360026971144e-08,1.3137085425,"Up in D8BM",7.59284708445915,"ITIH2","ITIH2_HUMAN",-1.3137085425
1.3043696875,11.98000800625,37.9536060311479,1.54075340905134e-09,1.41163157444498e-07,12.8681640367062,"LPIN2_HUMAN",32,-42.654869668291,2.51451918835033e-10,2.55360026971144e-08,-1.3043696875,"Up in D1C",7.59284708445915,"LPIN2","LPIN2_HUMAN",1.3043696875
-1.0956485275,11.08373081625,-36.6168859229355,1.99068750856278e-09,1.71219438874242e-07,12.5966407996398,"DTNA_HUMAN",32,42.4822879160355,2.59290356891225e-10,2.57315100778036e-08,1.0956485275,"Up in D8BM",7.58953472606275,"DTNA","DTNA_HUMAN",-1.0956485275
1.0063586225,12.39720678375,35.9107771944675,2.28778697793337e-09,1.81922230537739e-07,12.4486754821385,"HEM1_HUMAN",32,-42.4781308868265,2.59482543197687e-10,2.57315100778036e-08,-1.0063586225,"Up in D1C",7.58953472606275,"ALAS1","HEM1_HUMAN",1.0063586225
-0.935664652499998,16.98193144875,-32.4800816254601,4.68540182359154e-09,2.80093985610305e-07,11.68059086228,"AHNK_HUMAN",309,42.398957951021,2.63173771621863e-10,2.57940897790777e-08,0.935664652499998,"Up in D8BM",7.5884797928885,"AHNAK","AHNK_HUMAN",-0.935664652499998
-1.1090173725,12.65995478625,-37.5245788960974,1.67115548129653e-09,1.50791872329247e-07,12.7822086379677,"AS3MT_HUMAN",27,42.2782300302068,2.68917296417426e-10,2.60540677184194e-08,1.1090173725,"Up in D8BM",7.5841244623932,"AS3MT","AS3MT_HUMAN",-1.1090173725
0.962676047500004,14.81889605625,35.6895290154455,2.39104152656e-09,1.83218991157948e-07,12.4016422028702,"AK1D1_HUMAN",30,-42.1464440237035,2.75349351183399e-10,2.61757356996724e-08,-0.962676047500004,"Up in D1C",7.58210110312312,"AKR1D1","AK1D1_HUMAN",0.962676047500004
-1.0506575125,11.37101709875,-35.2446796762428,2.6151269918033e-09,1.93358819420264e-07,12.3060833886259,"S12A4_HUMAN",39,42.1255711253725,2.76383969304881e-10,2.61757356996724e-08,1.0506575125,"Up in D8BM",7.58210110312312,"SLC12A4","S12A4_HUMAN",-1.0506575125
-0.921900274999999,11.02374506,-35.434716585014,2.51659532707434e-09,1.91102540647834e-07,12.3470690154701,"KS6A1_HUMAN",29,41.972423700976,2.8411102191569e-10,2.66085755969706e-08,0.921900274999999,"Up in D8BM",7.57497837336041,"RPS6KA1","KS6A1_HUMAN",-0.921900274999999
-1.1647012225,11.53817546375,-37.3415162649429,1.73058924265997e-09,1.53548807646115e-07,12.7451934946848,"NADE_HUMAN",26,41.3437445937274,3.1849725581077e-10,2.92762408266635e-08,1.1647012225,"Up in D8BM",7.53348468898821,"NADSYN1","NADE_HUMAN",-1.1647012225
-1.3628680675,12.74588525375,-44.065090911511,5.2971572144424e-10,7.08726002548174e-08,13.9838606647801,"VISL1_HUMAN",15,41.3258732303036,3.19541363869147e-10,2.92762408266635e-08,1.3628680675,"Up in D8BM",7.53348468898821,"VSNL1","VISL1_HUMAN",-1.3628680675
1.8892736425,11.11236285875,40.1958211101375,1.02219609069028e-09,1.07231409905543e-07,13.3001111323568,"TRAF1_HUMAN",18,-40.9426433294831,3.42889916136996e-10,3.10776247647176e-08,-1.8892736425,"Up in D1C",7.5075521813446,"TRAF1","TRAF1_HUMAN",1.8892736425
-1.56610178825,9.975053905875,-38.8486253543352,1.30431090253665e-09,1.2636823675266e-07,13.0439873947446,"SCMC1_HUMAN",22,40.8239960211733,3.50505343868188e-10,3.14298887602655e-08,1.56610178825,"Up in D8BM",7.50265715607718,"SLC25A24","SCMC1_HUMAN",-1.56610178825
