"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1CM_vs_D8C","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names"
1.63316822,14.0767416975,66.24628601363,2.67497418845988e-11,1.29985405589986e-08,16.9455786562492,"HEXA_HUMAN",24,72.7124775252075,3.3193345922457e-12,1.74866695487744e-09,1.63316822,"Up in D8C",8.75729289688603,"HEXA","HEXA_HUMAN"
2.3399007325,13.53481090125,63.6536836281104,3.5645260065871e-11,1.30632129171838e-08,16.6726997109489,"EPIPL_HUMAN",173,72.0584013994291,3.55818495662017e-12,1.76423182349126e-09,2.3399007325,"Up in D8C",8.75344434831532,"EPPK1","EPIPL_HUMAN"
3.270179035,12.7459427125,73.5173494776059,1.26475080258797e-11,8.8838204291783e-09,17.6397089445923,"IL18_HUMAN",13,70.7743941266289,4.08575555277394e-12,1.76522215811319e-09,3.270179035,"Up in D8C",8.75320062966928,"IL18","IL18_HUMAN"
2.150597335,12.694496275,67.0194846549159,2.46079855002371e-11,1.29985405589986e-08,17.0242181922974,"HRG_HUMAN",22,70.7627633927196,4.09092216429299e-12,1.76522215811319e-09,2.150597335,"Up in D8C",8.75320062966928,"HRG","HRG_HUMAN"
2.4391942025,13.16906833625,78.1482519159303,8.1498120883029e-12,8.36712046839509e-09,18.0338577326896,"CAVN1_HUMAN",13,70.5462775530661,4.18844977604268e-12,1.76522215811319e-09,2.4391942025,"Up in D8C",8.75320062966928,"CAVIN1","CAVN1_HUMAN"
1.76863885025,9.939740777375,61.2353013095853,4.70929612235721e-11,1.50319491173531e-08,16.4046389730091,"FIL1L_HUMAN",33,69.2561456769209,4.82711603589153e-12,1.93751243173951e-09,1.76863885025,"Up in D8C",8.71275550223143,"FILIP1L","FIL1L_HUMAN"
-0.98965025,13.71088791,-48.9576610292345,2.35162782878826e-10,3.04951861059327e-08,14.8009060499402,"HS105_HUMAN",48,-68.0582808840773,5.52011245864363e-12,2.11495581426851e-09,-0.98965025,"Up in D1CM",8.6746987014898,"HSPH1","HS105_HUMAN"
2.0356683725,11.16290497875,65.8541850756319,2.79164863415375e-11,1.29985405589986e-08,16.905228181602,"SMOC1_HUMAN",19,67.5467652437656,5.84976625980997e-12,2.14381216538862e-09,2.0356683725,"Up in D8C",8.66881326893675,"SMOC1","SMOC1_HUMAN"
2.920726775,12.877163885,62.924177020361,3.87256207952495e-11,1.36007607367982e-08,16.5932592996261,"HTRA1_HUMAN",27,66.6016408666547,6.51909667262978e-12,2.28956107723318e-09,2.920726775,"Up in D8C",8.64024776657108,"HTRA1","HTRA1_HUMAN"
-2.0008268325,12.91609096625,-65.1457533255899,3.0174562115612e-11,1.29985405589986e-08,16.8315060212609,"HMOX1_HUMAN",18,-65.8963128348714,7.07513712534422e-12,2.38545323318106e-09,-2.0008268325,"Up in D1CM",8.62242909336642,"HMOX1","HMOX1_HUMAN"
1.249562025,11.9774585975,53.5767931824892,1.23040302601804e-10,2.20661002261831e-08,15.4574054794411,"ITB5_HUMAN",36,65.0914352821399,7.77617024929509e-12,2.45565332953328e-09,1.249562025,"Up in D8C",8.60983294359662,"ITGB5","ITB5_HUMAN"
1.816657545,15.6570985325,57.9955245215512,6.96104788035e-11,1.67641921667058e-08,16.023288939083,"DPYL2_HUMAN",35,64.9942396616304,7.86601493622004e-12,2.45565332953328e-09,1.816657545,"Up in D8C",8.60983294359662,"DPYSL2","DPYL2_HUMAN"
-2.49732971,15.2070178975,-61.0247876685989,4.82735280474303e-11,1.50319491173531e-08,16.3806545577631,"AACT_HUMAN",24,-64.4282920523625,8.41304349697794e-12,2.53262655842954e-09,-2.49732971,"Up in D1CM",8.59642884320193,"SERPINA3","AACT_HUMAN"
1.45643687,15.65150082,53.2781540224361,1.28083117133352e-10,2.24919290482714e-08,15.4170801134079,"TRFE_HUMAN",55,64.0017598739072,8.85376948533927e-12,2.57339389627327e-09,1.45643687,"Up in D8C",8.58949373346121,"TF","TRFE_HUMAN"
2.65863871725,10.976624608875,60.1583279054164,5.35008273247827e-11,1.50319491173531e-08,16.2807996026899,"ANXA3_HUMAN",21,62.6225421680955,1.04677734880326e-11,2.89009831371011e-09,2.65863871725,"Up in D8C",8.53908738341108,"ANXA3","ANXA3_HUMAN"
2.129826305,12.120420815,56.4379893149882,8.46563246055477e-11,1.9285625948653e-08,15.8301705996399,"PCSK6_HUMAN",46,62.3993104584919,1.0759081733997e-11,2.89009831371011e-09,2.129826305,"Up in D8C",8.53908738341108,"PCSK6","PCSK6_HUMAN"
1.419077635,12.9974037425,53.7364307118048,1.20437601408708e-10,2.20661002261831e-08,15.4788480234219,"CADH2_HUMAN",34,62.240411770521,1.09720187494037e-11,2.89009831371011e-09,1.419077635,"Up in D8C",8.53908738341108,"CDH2","CADH2_HUMAN"
1.563421965,14.1840320825,53.9955204881513,1.16345737308099e-10,2.20661002261831e-08,15.5134822915236,"CAN2_HUMAN",37,61.7801941141236,1.1616107053117e-11,2.96703534396131e-09,1.563421965,"Up in D8C",8.52767728024334,"CAPN2","CAN2_HUMAN"
2.01718902575,10.761729717125,55.1804917095691,9.95394222783902e-11,2.04638485459647e-08,15.6693040396486,"ERBB2_HUMAN",39,60.8248522228827,1.3094237133429e-11,3.14658463683373e-09,2.01718902575,"Up in D8C",8.50216058210639,"ERBB2","ERBB2_HUMAN"
1.4383099075,11.94218075125,53.6288367938836,1.22184821628047e-10,2.20661002261831e-08,15.4644046296445,"PALLD_HUMAN",30,60.770528490312,1.31844679755026e-11,3.14658463683373e-09,1.4383099075,"Up in D8C",8.50216058210639,"PALLD","PALLD_HUMAN"
-1.70497584,11.4360612625,-56.7729305916464,8.1131273394589e-11,1.89959862067497e-08,15.8722623457813,"PACN3_HUMAN",23,-60.619541490281,1.34389662980205e-11,3.14658463683373e-09,-1.70497584,"Up in D1CM",8.50216058210639,"PACSIN3","PACN3_HUMAN"
2.85912728175,11.276080011625,58.4678329233353,6.56678226165031e-11,1.62836891165366e-08,16.0805576634574,"SFXN3_HUMAN",17,59.533872355686,1.54413056276418e-11,3.4024710349493e-09,2.85912728175,"Up in D8C",8.46820556323417,"SFXN3","SFXN3_HUMAN"
1.3695900425,12.52427303875,51.0417980677254,1.74302803442813e-10,2.60022671408764e-08,15.1060309480017,"A0AAG2UXZ5_HUMAN",37,59.5092260958483,1.54905205853269e-11,3.4024710349493e-09,1.3695900425,"Up in D8C",8.46820556323417,"COL18A1","A0AAG2UXZ5_HUMAN"
2.6963639275,16.77236485625,55.7493506881619,9.24658667270093e-11,1.9615045459054e-08,15.7426374551449,"CLUS_HUMAN",30,59.1871635405366,1.61501913896075e-11,3.4024710349493e-09,2.6963639275,"Up in D8C",8.46820556323417,"CLU","CLUS_HUMAN"
-1.3908638925,14.59813761625,-52.03148435823,1.51838143075145e-10,2.4612378999623e-08,15.2456952931688,"AK1D1_HUMAN",30,-58.9998162688861,1.65485001185421e-11,3.4024710349493e-09,-1.3908638925,"Up in D1CM",8.46820556323417,"AKR1D1","AK1D1_HUMAN"
1.735955955,13.730934025,60.9143444826355,4.89063524917251e-11,1.50319491173531e-08,16.368028610561,"CRYM_HUMAN",16,58.9990454678519,1.65501616363651e-11,3.4024710349493e-09,1.735955955,"Up in D8C",8.46820556323417,"CRYM","CRYM_HUMAN"
-3.604517223,10.593124271,-55.9994676963097,8.95382173869165e-11,1.9615045459054e-08,15.7745857248931,"APOA4_HUMAN",29,-58.714418239373,1.71767813722512e-11,3.4472164330168e-09,-3.604517223,"Up in D1CM",8.46253144861582,"APOA4","APOA4_HUMAN"
1.90653800775,9.329983233625,59.4942324393703,5.79454649005423e-11,1.5755558827312e-08,16.2030051344131,"SULF2_HUMAN",16,58.3765058325343,1.79557813699211e-11,3.51975072481547e-09,1.90653800775,"Up in D8C",8.45348809296237,"SULF2","SULF2_HUMAN"
1.6585009075,12.62931406625,52.3215596591656,1.45892267102582e-10,2.4112272929562e-08,15.2860185388531,"ENAH_HUMAN",32,58.0436092268031,1.87624610945557e-11,3.52868202252481e-09,1.6585009075,"Up in D8C",8.45238747512961,"ENAH","ENAH_HUMAN"
2.22173953,12.4557274575,65.1196286084654,3.02617246340378e-11,1.29985405589986e-08,16.8287670120406,"GELS_HUMAN",12,57.9095832984707,1.90987315228423e-11,3.52868202252481e-09,2.22173953,"Up in D8C",8.45238747512961,"GSN","GELS_HUMAN"
2.0270674225,13.98851025125,55.6977263155831,9.30836182657683e-11,1.9615045459054e-08,15.7360209933516,"QORX_HUMAN",20,57.7455894177052,1.9519489987924e-11,3.52868202252481e-09,2.0270674225,"Up in D8C",8.45238747512961,"TP53I3","QORX_HUMAN"
1.7126035675,11.56444406375,63.8208757540273,3.49791968225781e-11,1.30632129171838e-08,16.6907379107531,"IYD1_HUMAN",14,57.6856477324991,1.96758874194645e-11,3.52868202252481e-09,1.7126035675,"Up in D8C",8.45238747512961,"IYD","IYD1_HUMAN"
0.932167770000001,14.65435779,46.0761704749519,3.63552629676078e-10,3.83048139442458e-08,14.3525092135111,"KLKB1_HUMAN",31,57.3071124923807,2.06968685890034e-11,3.63445636118144e-09,0.932167770000001,"Up in D8C",8.43956054133752,"KLKB1","KLKB1_HUMAN"
2.647028445,11.79690933,53.9900560398364,1.16430387939912e-10,2.20661002261831e-08,15.5127539416566,"APOA5_HUMAN",27,57.0040621978158,2.15574901581767e-11,3.70832825598514e-09,2.647028445,"Up in D8C",8.43082182969118,"APOA5","APOA5_HUMAN"
-1.18726087,12.07166922,-45.0536283957643,4.27118223428122e-10,4.01267094489354e-08,14.1853807414251,"SPTN2_HUMAN",127,-56.6155615910117,2.27205197889833e-11,3.83022522602681e-09,-1.18726087,"Up in D1CM",8.41677568776905,"SPTBN2","SPTN2_HUMAN"
1.050105575,14.2524540425,43.4479412129547,5.54227635014302e-10,4.62533142132233e-08,13.9138151876733,"MYO1C_HUMAN",72,56.0998218021565,2.4375541893743e-11,4.02865573769333e-09,1.050105575,"Up in D8C",8.39483984296358,"MYO1C","MYO1C_HUMAN"
1.520796295,11.9807500825,50.4401985437028,1.89800632608298e-10,2.71157547839888e-08,15.0195181025222,"KNG1_HUMAN",26,54.9248249677174,2.86800936296383e-11,4.57130228657356e-09,1.520796295,"Up in D8C",8.3399600591635,"KNG1","KNG1_HUMAN"
1.7473835975,18.27532982875,49.2910844377872,2.23972571598547e-10,3.04494323549056e-08,14.8507585192972,"ANXA2_HUMAN",42,54.7869660159354,2.92391903514997e-11,4.57130228657356e-09,1.7473835975,"Up in D8C",8.3399600591635,"ANXA2","ANXA2_HUMAN"
-1.99251795,13.58853817,-75.2339067129002,1.071260886098e-11,8.36712046839509e-09,17.7898221509323,"ISG20_HUMAN",10,-54.7755988498014,2.92858374036033e-11,4.57130228657356e-09,-1.99251795,"Up in D1CM",8.3399600591635,"ISG20","ISG20_HUMAN"
1.3154973975,14.80658507125,48.9874209567558,2.34138532755593e-10,3.04951861059327e-08,14.8053721579969,"ANX11_HUMAN",27,54.5088801344126,3.04048608875939e-11,4.62075688051303e-09,1.3154973975,"Up in D8C",8.33528688113056,"ANXA11","ANX11_HUMAN"
1.290392395,12.8005495075,46.0975312416894,3.62344702675063e-10,3.83048139442458e-08,14.3559540396417,"DSG2_HUMAN",47,54.3362418649983,3.11548990404146e-11,4.62075688051303e-09,1.290392395,"Up in D8C",8.33528688113056,"DSG2","DSG2_HUMAN"
1.876498935,12.57213533,50.9683780216786,1.76114766966836e-10,2.60022671408764e-08,15.0955390850301,"FA10_HUMAN",25,54.315308342436,3.12472585347304e-11,4.62075688051303e-09,1.876498935,"Up in D8C",8.33528688113056,"F10","FA10_HUMAN"
1.0209810725,13.89121258125,45.5267608739383,3.96254037799819e-10,3.92058560052196e-08,14.2632573742312,"ACOT9_HUMAN",29,53.517288137052,3.500994154538e-11,5.08791029803463e-09,1.0209810725,"Up in D8C",8.2934605540837,"ACOT9","ACOT9_HUMAN"
1.34249091,14.8962579975,46.2073250417511,3.56207632344196e-10,3.83048139442458e-08,14.3736308238644,"PLOD2_HUMAN",41,53.3237308530142,3.59980217944393e-11,5.14283602890387e-09,1.34249091,"Up in D8C",8.28879732224268,"PLOD2","PLOD2_HUMAN"
4.226662635,11.1520764825,51.0142566672432,1.74980009924463e-10,2.60022671408764e-08,15.1020973745153,"PEG10_HUMAN",23,52.9648045732502,3.79148059085006e-11,5.25189477498051e-09,4.226662635,"Up in D8C",8.27968398385886,"PEG10","PEG10_HUMAN"
2.40951657,16.105853915,52.5150837982965,1.42072911527379e-10,2.39506514252855e-08,15.3127686566621,"TPM1_HUMAN",16,52.8933747240071,3.8309871094072e-11,5.25189477498051e-09,2.40951657,"Up in D8C",8.27968398385886,"TPM1","TPM1_HUMAN"
1.86437296875,10.771479010625,50.8563213783484,1.78921757524123e-10,2.60022671408764e-08,15.0794906357198,"ALDR_HUMAN",20,52.7241242103657,3.92646625680414e-11,5.25189477498051e-09,1.86437296875,"Up in D8C",8.27968398385886,"AKR1B1","ALDR_HUMAN"
1.4024498475,15.69320285375,49.1802839854592,2.27622543889473e-10,3.04544511499105e-08,14.834236874301,"SCRB2_HUMAN",23,52.7036503584028,3.93819731789039e-11,5.25189477498051e-09,1.4024498475,"Up in D8C",8.27968398385886,"SCARB2","SCRB2_HUMAN"
-1.3537096975,12.73858213375,-47.6803781210542,2.84334991951629e-10,3.52449948111805e-08,14.6061117863934,"HUTU_HUMAN",27,-52.6180472826237,3.98767665913813e-11,5.25189477498051e-09,-1.3537096975,"Up in D1CM",8.27968398385886,"UROC1","HUTU_HUMAN"
-0.717761277499998,14.34078967625,-35.9807220296804,2.14348084292797e-09,1.01502247331685e-07,12.4802035993027,"XDH_HUMAN",58,-52.4028162062385,4.11521439811446e-11,5.33648340949335e-09,-0.717761277499998,"Up in D1CM",8.27274483640667,"XDH","XDH_HUMAN"
1.171756745,15.18602109,43.6311897235994,5.37734614773759e-10,4.53256506792802e-08,13.945390829451,"AMPN_HUMAN",49,52.2906859488613,4.18347985775524e-11,5.34281086682105e-09,1.171756745,"Up in D8C",8.2722301993806,"ANPEP","AMPN_HUMAN"
1.47628808,15.0499893425,49.4758241807159,2.1803406923479e-10,3.01280191734433e-08,14.8782066349503,"TMPS6_HUMAN",21,51.9241079390478,4.41574289786988e-11,5.55526819196197e-09,1.47628808,"Up in D8C",8.25529496976045,"TMPRSS6","TMPS6_HUMAN"
1.892398595,12.2418161625,48.3984643421963,2.55390046057802e-10,3.21295925107644e-08,14.7163787420354,"CAP2_HUMAN",27,51.7363524420352,4.54032198719561e-11,5.6032103337719e-09,1.892398595,"Up in D8C",8.25156307464434,"CAP2","CAP2_HUMAN"
1.0802733925,10.59379088875,46.1988510483706,3.56677060349855e-10,3.83048139442458e-08,14.3722682703383,"GLSK_HUMAN",25,51.6677877613234,4.58680167315531e-11,5.6032103337719e-09,1.0802733925,"Up in D8C",8.25156307464434,"GLS","GLSK_HUMAN"
1.7514359975,10.40717375375,47.4675770121938,2.93617525429234e-10,3.5868146693377e-08,14.5730555156604,"ITA2_HUMAN",31,51.5313427946079,4.68090501541055e-11,5.63647833927078e-09,1.7514359975,"Up in D8C",8.24899215763319,"ITGA2","ITA2_HUMAN"
1.6657328625,14.97862124625,46.3102788982097,3.50560191063139e-10,3.83048139442458e-08,14.3901615966616,"DPP4_HUMAN",42,51.3595535289766,4.80250100135089e-11,5.70144801977277e-09,1.6657328625,"Up in D8C",8.24401483079553,"DPP4","DPP4_HUMAN"
1.0189981475,11.07134842625,43.9593484038779,5.09575754506107e-10,4.38287146401222e-08,14.0015545894939,"IFIT1_HUMAN",29,51.1974974310341,4.9204870072237e-11,5.75133606652167e-09,1.0189981475,"Up in D8C",8.24023125462943,"IFIT1","IFIT1_HUMAN"
-0.898745535000002,15.92380476,-41.568032195557,7.61291332963576e-10,5.09279733773808e-08,13.5807580786344,"DPYS_HUMAN",33,-51.1160908723292,4.9809886446326e-11,5.75133606652167e-09,-0.898745535000002,"Up in D1CM",8.24023125462943,"DPYS","DPYS_HUMAN"
2.0168309225,11.58566522375,46.8178296640571,3.24166980081618e-10,3.82533177206181e-08,14.4710290381036,"HKDC1_HUMAN",46,50.9208866068453,5.12951864379506e-11,5.84279900656062e-09,2.0168309225,"Up in D8C",8.23337905324869,"HKDC1","HKDC1_HUMAN"
-1.7483224855,9.86669254225,-49.8875977640908,2.05431396260098e-10,2.88596873179394e-08,14.9389465379392,"RIOX2_HUMAN",18,-50.715737200925,5.29103170948949e-11,5.94641417057159e-09,-1.7483224855,"Up in D1CM",8.22574484526065,"RIOX2","RIOX2_HUMAN"
-1.53551364,11.5458012825,-58.4659030961792,6.56834060935156e-11,1.62836891165366e-08,16.0803248635678,"HLAE_HUMAN",13,-50.3669804459242,5.57896621974603e-11,6.18751398239991e-09,-1.53551364,"Up in D1CM",8.20848380664872,"HLA-E","HLAE_HUMAN"
2.3148100375,10.64525020125,51.0396790661571,1.74354800789252e-10,2.60022671408764e-08,15.1057283950327,"F151A_HUMAN",14,50.1350701374933,5.78022400891664e-11,6.32746859365693e-09,2.3148100375,"Up in D8C",8.19877000178177,"FAM151A","F151A_HUMAN"
-1.106120825,12.4103814375,-45.4669444458103,4.00012292851926e-10,3.92058560052196e-08,14.2534640716627,"A16A1_HUMAN",24,-49.9902463995132,5.91006127401409e-11,6.38665467675189e-09,-1.106120825,"Up in D1CM",8.19472656529426,"ALDH16A1","A16A1_HUMAN"
1.6046097225,15.97606456375,45.7628440032669,3.81808301435568e-10,3.87742430457879e-08,14.3017630233286,"TPM4_HUMAN",30,49.820414819748,6.06653413460926e-11,6.47276154691411e-09,1.6046097225,"Up in D8C",8.18891039186464,"TPM4","TPM4_HUMAN"
3.2768096925,12.51576447625,50.9949681900895,1.75456071626642e-10,2.60022671408764e-08,15.0993409841339,"TSK_HUMAN",11,49.578476542387,6.2975889946299e-11,6.63529720446693e-09,3.2768096925,"Up in D8C",8.1781396196919,"TSKU","TSK_HUMAN"
-1.106551647,10.506219864,-42.2908452813951,6.72705110062159e-10,4.93063597627299e-08,13.7108240221452,"UT14A_HUMAN",35,-49.2967324547483,6.5792814374916e-11,6.79778187833844e-09,-1.106551647,"Up in D1CM",8.1676327748153,"UTP14A","UT14A_HUMAN"
-1.1384255875,15.76066124125,-44.9648402527969,4.33210411656558e-10,4.01267094489354e-08,14.1706599961884,"SERC_HUMAN",24,-49.1922527538446,6.68733798332182e-11,6.79778187833844e-09,-1.1384255875,"Up in D1CM",8.1676327748153,"PSAT1","SERC_HUMAN"
2.1669678625,12.31064844125,64.5208930514101,3.23401201952213e-11,1.29985405589986e-08,16.7655911050971,"GSTM4_HUMAN",9,49.1481887045781,6.73351042117458e-11,6.79778187833844e-09,2.1669678625,"Up in D8C",8.1676327748153,"GSTM4","GSTM4_HUMAN"
1.6727492825,10.95892989625,44.1724667763527,4.92187976964398e-10,4.32151297690928e-08,14.0377699386972,"LIMC1_HUMAN",55,49.1094558647239,6.77439408922089e-11,6.79778187833844e-09,1.6727492825,"Up in D8C",8.1676327748153,"LIMCH1","LIMC1_HUMAN"
1.35874152,14.98568356,45.3592961163789,4.06878508193261e-10,3.94204476501264e-08,14.2358015880024,"GSTM3_HUMAN",24,48.7979918715798,7.11353966445438e-11,7.0541206860807e-09,1.35874152,"Up in D8C",8.15155711443738,"GSTM3","GSTM3_HUMAN"
2.13790988875,10.097851753125,45.8049214859544,3.79297056495189e-10,3.87742430457879e-08,14.3086015163576,"EHD2_HUMAN",29,48.6492587429981,7.28222715642705e-11,7.12424891890099e-09,2.13790988875,"Up in D8C",8.14726091483814,"EHD2","EHD2_HUMAN"
-1.4772591625,11.25466251375,-44.9997223848265,4.30805256342728e-10,4.01267094489354e-08,14.1764473639682,"GBP4_HUMAN",26,-48.587754346496,7.3532999874764e-11,7.12424891890099e-09,-1.4772591625,"Up in D1CM",8.14726091483814,"GBP4","GBP4_HUMAN"
-1.1153006575,16.83533930875,-42.0829889333248,6.96916226536758e-10,5.00649929810909e-08,13.6736836520065,"A1AT_HUMAN",33,-48.4976113630546,7.4588869277272e-11,7.14442703566052e-09,-1.1153006575,"Up in D1CM",8.14603259475666,"SERPINA1","A1AT_HUMAN"
1.3556773675,11.41438329125,42.8751367866478,6.09616860209851e-10,4.7836466339356e-08,13.814115153238,"ARVC_HUMAN",38,48.2912232584021,7.70714625289066e-11,7.22556561393242e-09,1.3556773675,"Up in D8C",8.14112815086967,"ARVCF","ARVC_HUMAN"
-0.915960549999998,14.8575900775,-38.9085137252411,1.22332948731602e-09,6.76472937756859e-08,13.0790572464748,"FKBP4_HUMAN",42,-48.2668889073211,7.73702768185877e-11,7.22556561393242e-09,-0.915960549999998,"Up in D1CM",8.14112815086967,"FKBP4","FKBP4_HUMAN"
1.464755535,15.22777629,48.4985901901696,2.51627074564852e-10,3.21295925107644e-08,14.7315990007656,"PPGB_HUMAN",17,48.2153364825917,7.80076486970993e-11,7.22556561393242e-09,1.464755535,"Up in D8C",8.14112815086967,"CTSA","PPGB_HUMAN"
1.15486908,10.85804248,43.1619815444199,5.81128877132419e-10,4.74008503735029e-08,13.8642328606234,"ITB3_HUMAN",27,48.0544864560663,8.0034769954202e-11,7.33275082547792e-09,1.15486908,"Up in D8C",8.13473307253317,"ITGB3","ITB3_HUMAN"
1.243023155,13.4558044675,45.5117828856605,3.97191315455103e-10,3.92058560052196e-08,14.2608065519854,"FUCO2_HUMAN",21,47.9041947717049,8.19827396344468e-11,7.43045712235218e-09,1.243023155,"Up in D8C",8.1289844675842,"FUCA2","FUCO2_HUMAN"
1.0621414175,12.62154292875,42.4232210341731,6.57785327477481e-10,4.90693959989127e-08,13.7343683961804,"AS3MT_HUMAN",27,47.7762490426038,8.36833459953704e-11,7.5039034403721e-09,1.0621414175,"Up in D8C",8.12471276305961,"AS3MT","AS3MT_HUMAN"
1.7675590525,17.19921493625,44.3016268300766,4.81979183667844e-10,4.27642372540659e-08,14.0596197016715,"VTNC_HUMAN",29,47.5379253706756,8.69583737958675e-11,7.5807086485245e-09,1.7675590525,"Up in D8C",8.12029019439981,"VTN","VTNC_HUMAN"
1.96050215,13.1110901825,46.1679027682416,3.58397473935869e-10,3.83048139442458e-08,14.3672895270468,"PLBL2_HUMAN",19,47.5330271412952,8.70271867557276e-11,7.5807086485245e-09,1.96050215,"Up in D8C",8.12029019439981,"PLBD2","PLBL2_HUMAN"
2.141669275,11.309128045,46.7659661153657,3.26757489130917e-10,3.82533177206181e-08,14.4628131743304,"ASM3A_HUMAN",17,47.518051320242,8.72379569233452e-11,7.5807086485245e-09,2.141669275,"Up in D8C",8.12029019439981,"SMPDL3A","ASM3A_HUMAN"
-0.798352,10.9450398675,-35.5278271526577,2.34716035675768e-09,1.07043972520915e-07,12.382757091237,"GEMI5_HUMAN",61,-47.3184366378848,9.01031138869324e-11,7.66744407670715e-09,-0.798352,"Up in D1CM",8.11534938290545,"GEMIN5","GEMI5_HUMAN"
1.5714986325,12.10518038125,53.0849360965439,1.31471108336944e-10,2.26157137177979e-08,15.3908414060643,"CAPG_HUMAN",13,47.2973254799498,9.04122967778414e-11,7.66744407670715e-09,1.5714986325,"Up in D8C",8.11534938290545,"CAPG","CAPG_HUMAN"
1.4633779525,13.17180991125,42.8428264914621,6.12924233556822e-10,4.7836466339356e-08,13.8084456954478,"MA2B1_HUMAN",34,47.2597856326861,9.09650501448232e-11,7.66744407670715e-09,1.4633779525,"Up in D8C",8.11534938290545,"MAN2B1","MA2B1_HUMAN"
