"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D5BM_vs_D8C","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names"
1.38334465,13.190180065,38.1020676880234,1.49942717102481e-09,4.47742243920036e-07,12.9505603516211,"CAV1_HUMAN",12,34.5959301819722,1.22583124724273e-09,2.81661550266646e-07,1.38334465,"Up in D8C",6.55027243468527,"CAV1","CAV1_HUMAN"
1.074754475,11.1456171275,32.4281014694964,4.74239504935713e-09,1.08036886137922e-06,11.8108519719556,"FMO1_HUMAN",23,34.5567121298516,1.23638359946208e-09,2.81661550266646e-07,1.074754475,"Up in D8C",6.55027243468527,"FMO1","FMO1_HUMAN"
-3.2950170025,16.70191395125,-33.0149799810481,4.17267543050755e-09,1.034455329522e-06,11.9398022414313,"FINC_HUMAN",161,-34.3717137655569,1.28756644804315e-09,2.8560256817252e-07,-3.2950170025,"Up in D5BM",6.54423789165028,"FN1","FINC_HUMAN"
-0.801132684999999,10.5775992875,-28.352182070359,1.23549542811736e-08,1.92851684511134e-06,10.8306489085715,"LAMC1_HUMAN",57,-33.882208160044,1.43495629830204e-09,3.08308244219365e-07,-0.801132684999999,"Up in D5BM",6.5110148620036,"LAMC1","LAMC1_HUMAN"
1.1424598675,13.47367215125,39.4123325869639,1.17752444353291e-09,3.97014141381555e-07,13.1833895274344,"CNN2_HUMAN",12,33.7259527652583,1.48595344234007e-09,3.08308244219365e-07,1.1424598675,"Up in D8C",6.5110148620036,"CNN2","CNN2_HUMAN"
1.660974979,10.774410963,32.5557065482392,4.61135113714813e-09,1.08036886137922e-06,11.8391295078086,"FBLI1_HUMAN",20,33.6849868612281,1.49966045948439e-09,3.08308244219365e-07,1.660974979,"Up in D8C",6.5110148620036,"FBLIM1","FBLI1_HUMAN"
-1.209343435,12.323941945,-31.5103762930843,5.82021592189296e-09,1.26998815836029e-06,11.6034409514038,"OAT_HUMAN",22,-33.1214896533899,1.70347967958993e-09,3.33529931763972e-07,-1.209343435,"Up in D5BM",6.47686518538575,"OAT","OAT_HUMAN"
0.9314937575,12.19558882625,29.8337486698204,8.59488772599726e-09,1.6099179698318e-06,11.2051768284139,"PALLD_HUMAN",30,33.0668462594362,1.72485723176287e-09,3.33529931763972e-07,0.9314937575,"Up in D8C",6.47686518538575,"PALLD","PALLD_HUMAN"
1.5646917825,13.38339412125,31.4681961652874,5.87608710120434e-09,1.26998815836029e-06,11.593733811467,"MUC18_HUMAN",25,33.0259610572572,1.74105077679615e-09,3.33529931763972e-07,1.5646917825,"Up in D8C",6.47686518538575,"MCAM","MUC18_HUMAN"
1.4144539825,16.60338520875,32.5059920178145,4.66190900590064e-09,1.08036886137922e-06,11.8281286724238,"TPM1_HUMAN",16,32.7070944973659,1.87341318743394e-09,3.48718010214668e-07,1.4144539825,"Up in D8C",6.45752562206807,"TPM1","TPM1_HUMAN"
-0.853892807499999,13.54736995625,-29.4892857577927,9.33647760474579e-09,1.66049597874867e-06,11.1200709663324,"APOA5_HUMAN",27,-32.6391271165327,1.90307610272568e-09,3.48718010214668e-07,-0.853892807499999,"Up in D5BM",6.45752562206807,"APOA5","APOA5_HUMAN"
-3.49533534225,10.358457923875,-31.2124594524558,6.22819792624379e-09,1.29330463417126e-06,11.5345440974154,"AMY1B_HUMAN;AMY1C_HUMAN;AMY1A_HUMAN",20,-32.1531937886899,2.13131083261656e-09,3.82230191662234e-07,-3.49533534225,"Up in D5BM",6.41767501180104,"AMY1B;AMY1C;AMY1A","AMY1B_HUMAN;AMY1C_HUMAN;AMY1A_HUMAN"
1.0889465775,16.23389613625,29.5345540554724,9.23498110225883e-09,1.66049597874867e-06,11.131321809525,"TPM4_HUMAN",30,32.0173055333952,2.2005638462266e-09,3.86428180413418e-07,1.0889465775,"Up in D8C",6.41293121002108,"TPM4","TPM4_HUMAN"
0.655130148,9.8412166835,26.5129407819569,1.99144913986845e-08,2.61979606280061e-06,10.3328910125676,"ANPRB_HUMAN",34,31.5793927044206,2.44166328110704e-09,4.2001591421329e-07,0.655130148,"Up in D8C",6.37673425406858,"NPR2","ANPRB_HUMAN"
-0.879967212499997,14.90760254875,-27.0197282829266,1.74045955089848e-08,2.44505559242055e-06,10.4739018956042,"CO4B_HUMAN",87,-31.3290078817421,2.59286865653816e-09,4.37105798119204e-07,-0.879967212499997,"Up in D5BM",6.35941343264447,"C4B","CO4B_HUMAN"
0.4319593925,11.06366407875,21.3354541256385,9.30802339584165e-08,7.08776503140949e-06,8.69258246753692,"JAK1_HUMAN",56,31.077729462567,2.7553451066691e-09,4.55388311845369e-07,0.4319593925,"Non-significant",6.34161812033089,"JAK1","JAK1_HUMAN"
-0.874878644999999,11.021012665,-28.8790389321403,1.08364429476342e-08,1.72340335104923e-06,10.9663987287333,"PACN3_HUMAN",23,-30.9969055524743,2.8100294974555e-09,4.55494973731778e-07,-0.874878644999999,"Up in D5BM",6.34151641099087,"PACSIN3","PACN3_HUMAN"
0.795913219999999,10.669842005,26.243228817678,2.14168239228289e-08,2.73041090735068e-06,10.2565900474888,"TENA_HUMAN",61,30.7524359623977,2.98305095255308e-09,4.70848379380952e-07,0.795913219999999,"Up in D8C",6.32711892004543,"TNC","TENA_HUMAN"
-2.186549185,9.51229,-29.3516744334645,9.65290105097695e-09,1.66049597874867e-06,11.0857446903152,"NID1_HUMAN",42,-30.7070674022202,3.01646844068945e-09,4.70848379380952e-07,-2.186549185,"Up in D5BM",6.32711892004543,"NID1","NID1_HUMAN"
1.13044977,11.1099114425,30.6944592880929,7.01759178479367e-09,1.37561118962851e-06,11.4128595051911,"MMP14_HUMAN",16,30.6201514155926,3.08167786399256e-09,4.72281140283514e-07,1.13044977,"Up in D8C",6.32579939686314,"MMP14","MMP14_HUMAN"
1.5099756695,10.07039034275,28.2371983763373,1.27177291890716e-08,1.94904980608517e-06,10.8006329025736,"TRFM_HUMAN",35,29.898204811119,3.68942877195442e-09,5.4711697851703e-07,1.5099756695,"Up in D8C",6.26191980768306,"MELTF","TRFM_HUMAN"
0.6446740625,11.75802838875,24.5755551833518,3.41527383526836e-08,3.80391543991339e-06,9.76428836068891,"RIGI_HUMAN",49,29.8870728477408,3.69980635608859e-09,5.4711697851703e-07,0.6446740625,"Up in D8C",6.26191980768306,"RIGI","RIGI_HUMAN"
-0.881787062500003,15.39795219875,-29.2464630634627,9.90306889224742e-09,1.66945935385507e-06,11.0593729366387,"NDRG1_HUMAN",18,-29.7945239147251,3.78737283310082e-09,5.50409751900117e-07,-0.881787062500003,"Up in D5BM",6.25931388007979,"NDRG1","NDRG1_HUMAN"
0.600583792500004,13.86032879375,29.4104683937753,9.51623995446662e-09,1.66049597874867e-06,11.1004335089433,"NEUR1_HUMAN",18,29.6182480310312,3.96071926307645e-09,5.65845807940194e-07,0.600583792500004,"Up in D8C",6.24730189722832,"NEU1","NEUR1_HUMAN"
0.885869742500002,16.14325058375,26.8579306328391,1.81645407978144e-08,2.46949861910932e-06,10.4292123521144,"ZYX_HUMAN",27,29.2054776946433,4.40286091941462e-09,6.18528578162431e-07,0.885869742500002,"Up in D8C",6.20864022966215,"ZYX","ZYX_HUMAN"
1.1073703775,10.80606389125,27.515499314837,1.52920119807033e-08,2.22235118940255e-06,10.6089545388933,"SCMC1_HUMAN",22,28.8654625224461,4.8092524338168e-09,6.5563075458745e-07,1.1073703775,"Up in D8C",6.18334068256592,"SLC25A24","SCMC1_HUMAN"
0.805356740000001,15.950752855,28.918854830321,1.07306056152132e-08,1.72340335104923e-06,10.976540395402,"TBB6_HUMAN",17,28.854907336978,4.82253016780423e-09,6.5563075458745e-07,0.805356740000001,"Up in D8C",6.18334068256592,"TUBB6","TBB6_HUMAN"
-0.3769645725,13.62954187375,-19.3724534153948,1.84146958924702e-07,1.0279302760108e-05,7.9542178091545,"CERU_HUMAN",50,-28.7915394681753,4.90311943008432e-09,6.56006248828266e-07,-0.3769645725,"Non-significant",6.18309202370558,"CP","CERU_HUMAN"
0.4371078025,11.89473378625,21.1942086975537,9.7560948965045e-08,7.15079338109882e-06,8.64191580902614,"S12A4_HUMAN",39,28.3092069964093,5.56895202250631e-09,7.30402412145035e-07,0.4371078025,"Non-significant",6.13643780121917,"SLC12A4","S12A4_HUMAN"
-0.934366225000003,13.3603191375,-25.9418830500045,2.32500911259826e-08,2.88198556030746e-06,10.1702824837181,"MA1A1_HUMAN",31,-28.2666298953433,5.63247796766251e-09,7.30402412145035e-07,-0.934366225000003,"Up in D5BM",6.13643780121917,"MAN1A1","MA1A1_HUMAN"
1.25499606,9.4915040725,31.0635421473354,6.44427507832399e-09,1.29330463417126e-06,11.4998096747162,"DAPK2_HUMAN",11,27.9416956142117,6.14518988096973e-09,7.84815234949906e-07,1.25499606,"Up in D8C",6.10523257495729,"DAPK2","DAPK2_HUMAN"
-1.737138508,9.6594349135,-26.4838436347291,2.00706553697787e-08,2.61979606280061e-06,10.3247019675518,"APOA4_HUMAN",29,-27.666779787557,6.62042885108712e-09,8.32889474415125e-07,-1.737138508,"Up in D5BM",6.0794126262479,"APOA4","APOA4_HUMAN"
0.9084730175,18.15157032125,24.2873418139238,3.7137500581476e-08,4.00148367012938e-06,9.67542845405643,"MYH9_HUMAN",152,27.3536367757809,7.2131057737646e-09,8.94106890692085e-07,0.9084730175,"Up in D8C",6.04861055809139,"MYH9","MYH9_HUMAN"
0.626209732500001,14.08859825125,23.7231544793305,4.38814781209127e-08,4.56638245779226e-06,9.4980515011667,"ACOT9_HUMAN",29,27.0273208485196,7.89537823543272e-09,9.59033865015326e-07,0.626209732500001,"Up in D8C",6.01816605692776,"ACOT9","ACOT9_HUMAN"
-0.699539902500003,12.18065607625,-22.9827024064344,5.49528438067502e-08,5.26360818689883e-06,9.25807791993883,"COBL1_HUMAN",67,-26.9960730727735,7.96445255084503e-09,9.59033865015326e-07,-0.699539902500003,"Up in D5BM",6.01816605692776,"COBLL1","COBL1_HUMAN"
0.576282740000002,11.14733565,23.5599677444175,4.60846815553018e-08,4.68009374493541e-06,9.44587762491831,"ITB3_HUMAN",27,26.9394021173741,8.09147572306066e-09,9.60606322108145e-07,0.576282740000002,"Up in D8C",6.01745455943384,"ITGB3","ITB3_HUMAN"
1.52492809325,10.546159505875,25.5075510632287,2.62154504606825e-08,3.20246423091439e-06,10.04387599162,"ITA7_HUMAN",30,26.7551867049593,8.52047381359369e-09,9.88862942937946e-07,1.52492809325,"Up in D8C",6.00486389773602,"ITGA7","ITA7_HUMAN"
-0.675332547499996,10.20053482125,-23.6431403922634,4.49464180841494e-08,4.62016290282067e-06,9.47251902275311,"CO6_HUMAN",31,-26.7370331413998,8.56412324528058e-09,9.88862942937946e-07,-0.675332547499996,"Up in D5BM",6.00486389773602,"C6","CO6_HUMAN"
0.554248097499999,11.00576770375,22.5857927729062,6.21782796232541e-08,5.78807127044421e-06,9.12593498071245,"ITA2_HUMAN",31,26.5388274885145,9.05751335274113e-09,1.01189860679914e-06,0.554248097499999,"Up in D8C",5.99486300203546,"ITGA2","ITA2_HUMAN"
-0.4985044025,12.43550145625,-24.8416352918617,3.16374700456201e-08,3.60367885154773e-06,9.84530148482322,"FA9_HUMAN",20,-26.5252997571496,9.09234178243281e-09,1.01189860679914e-06,-0.4985044025,"Non-significant",5.99486300203546,"F9","FA9_HUMAN"
0.558447835000001,11.1769311425,22.3444852170981,6.70975268334801e-08,6.08134466321939e-06,9.04435490391456,"BMP1_HUMAN",34,26.5131411967973,9.12377436430589e-09,1.01189860679914e-06,0.558447835000001,"Up in D8C",5.99486300203546,"BMP1","BMP1_HUMAN"
0.475914954999999,11.7661435575,20.8419138303933,1.09846443730093e-07,7.31168914694733e-06,8.5139512828584,"NFKB2_HUMAN",40,26.3430956681694,9.5765032136474e-09,1.04831617646538e-06,0.475914954999999,"Non-significant",5.97950771259566,"NFKB2","NFKB2_HUMAN"
1.79593825425,9.157783151125,25.2729998457585,2.79945540484955e-08,3.27730688992734e-06,9.97460259325831,"BICC1_HUMAN",24,26.2282230406851,9.89670654112222e-09,1.06947871070666e-06,1.79593825425,"Up in D8C",5.97082785617394,"BICC1","BICC1_HUMAN"
-0.605934857499998,13.51203548875,-22.2705865440025,6.86914913719532e-08,6.15958064653397e-06,9.01918014226742,"A0AAG2UXZ5_HUMAN",37,-26.0278904001061,1.04845128847307e-08,1.11865771019487e-06,-0.605934857499998,"Up in D5BM",5.9513027797041,"COL18A1","A0AAG2UXZ5_HUMAN"
0.845047470000001,13.8238685125,30.569642044087,7.22445372072012e-09,1.38397546390795e-06,11.3831726528053,"RRAS2_HUMAN",12,25.7663572370996,1.13121919576091e-08,1.18617004234744e-06,0.845047470000001,"Up in D8C",5.92585304861114,"RRAS2","RRAS2_HUMAN"
0.649426222500002,11.76750886375,22.3574222833186,6.68228287573449e-08,6.08134466321939e-06,9.04875283034074,"ARVC_HUMAN",38,25.7402727191356,1.13987155570225e-08,1.18617004234744e-06,0.649426222500002,"Up in D8C",5.92585304861114,"ARVCF","ARVC_HUMAN"
0.656205415000001,10.8058248775,23.2929604784873,4.99666223603096e-08,4.89730999854709e-06,9.35964756071582,"GLSK_HUMAN",25,25.560589522434,1.20154668732652e-08,1.23510207652137e-06,0.656205415000001,"Up in D8C",5.90829714812253,"GLS","GLSK_HUMAN"
0.571073292500001,13.79177939875,23.7739452499022,4.32203844962232e-08,4.55380776148331e-06,9.51420964907199,"FUCO2_HUMAN",21,25.5133484083795,1.21838211009909e-08,1.23731841036449e-06,0.571073292500001,"Up in D8C",5.9075185250517,"FUCA2","FUCO2_HUMAN"
0.397567752500001,15.01831245625,19.8922817078502,1.52742774880904e-07,8.8182797908982e-06,8.15720612839144,"LPP_HUMAN",31,25.4174962992627,1.25336687708755e-08,1.25769397702035e-06,0.397567752500001,"Non-significant",5.90042501887425,"LPP","LPP_HUMAN"
1.1684555975,13.80443763875,26.1942361637573,2.17033492457581e-08,2.73041090735068e-06,10.24263474578,"CAVN1_HUMAN",13,25.2837748677055,1.30408642367064e-08,1.29319346648468e-06,1.1684555975,"Up in D8C",5.88833649821206,"CAVIN1","CAVN1_HUMAN"
-1.614295721,8.5078805685,-24.2538211278856,3.75035247289383e-08,4.00148367012938e-06,9.66501769228381,"EXT1_HUMAN",17,-24.8187008745509,1.4994331649449e-08,1.4696188543396e-06,-1.614295721,"Up in D5BM",5.83279528492549,"EXT1","EXT1_HUMAN"
-0.764935495000001,11.4204380525,-24.4517126336245,3.54004909096707e-08,3.87520438802096e-06,9.72624865176645,"ST1E1_HUMAN",17,-24.5501146833336,1.62721375580372e-08,1.57652698249075e-06,-0.764935495000001,"Up in D5BM",5.80229859183865,"SULT1E1","ST1E1_HUMAN"
1.041078805,10.028227925,27.741459825492,1.4427126526374e-08,2.13344297352292e-06,10.6695851780383,"MTAP2_HUMAN",11,24.4985254576823,1.65314207549165e-08,1.58344710844535e-06,1.041078805,"Up in D8C",5.8003964386981,"MAP2","MTAP2_HUMAN"
0.490780355000004,13.03257227,21.5753055449177,8.59970638689098e-08,7.05165331815358e-06,8.77780120730569,"GNA13_HUMAN",24,24.30209816488,1.75622846346475e-08,1.66328648522971e-06,0.490780355000004,"Non-significant",5.77903294125624,"GNA13","GNA13_HUMAN"
1.2020506875,9.58587145875,23.5027331613694,4.68870203172844e-08,4.70488921731417e-06,9.42748440531089,"AJUBA_HUMAN",19,24.2172296853868,1.80300056372937e-08,1.6861296971361e-06,1.2020506875,"Up in D8C",5.77310902248462,"AJUBA","AJUBA_HUMAN"
-0.460953477500004,15.26626789625,-20.8102863451343,1.11032887745789e-07,7.31168914694733e-06,8.50235033751481,"CGL_HUMAN",26,-24.1602993519681,1.83516426896988e-08,1.6861296971361e-06,-0.460953477500004,"Non-significant",5.77310902248462,"CTH","CGL_HUMAN"
0.692139148750003,9.639052390875,23.3733745076352,4.87596669963598e-08,4.83523803661549e-06,9.38573103214494,"CPNE2_HUMAN",19,24.1512089109803,1.8403598545085e-08,1.6861296971361e-06,0.692139148750003,"Up in D8C",5.77310902248462,"CPNE2","CPNE2_HUMAN"
0.354369162499998,11.68567657625,16.6972043067915,5.24152283018836e-07,2.01090455126395e-05,6.81105187875338,"MYO5B_HUMAN",77,24.0952976207694,1.87268351607322e-08,1.69729562978292e-06,0.354369162499998,"Non-significant",5.77024250700381,"MYO5B","MYO5B_HUMAN"
-0.445684194999997,15.68636191,-18.7888083078882,2.28499890162867e-07,1.15330872705557e-05,7.71938898535914,"ITIH2_HUMAN",51,-24.0374311193794,1.90681484921534e-08,1.70984493234427e-06,-0.445684194999997,"Non-significant",5.76704327445048,"ITIH2","ITIH2_HUMAN"
0.48609686,14.5344584,19.0109483644002,2.10323500414996e-07,1.1164067345384e-05,7.80965381263881,"MYO1C_HUMAN",72,23.981187963973,1.94066380017025e-08,1.72187949175106e-06,0.48609686,"Non-significant",5.76399724655188,"MYO1C","MYO1C_HUMAN"
1.1392531425,13.81140565875,24.5608781908204,3.42979681377883e-08,3.80391543991339e-06,9.75979129141691,"IL18_HUMAN",13,23.8148581696459,2.04480757939518e-08,1.79538365486687e-06,1.1392531425,"Up in D8C",5.74584273294194,"IL18","IL18_HUMAN"
-0.543874980000002,12.333664775,-20.9633172913171,1.05424218443193e-07,7.31163375573153e-06,8.55830818083892,"HUTU_HUMAN",27,-23.6634519114956,2.14512544294417e-08,1.86404766583262e-06,-0.543874980000002,"Up in D5BM",5.729542986433,"UROC1","HUTU_HUMAN"
0.737039087500001,14.10486650375,21.5040040845292,8.80365613317242e-08,7.05165331815358e-06,8.75257469829038,"EHD4_HUMAN",31,23.5807935367402,2.2022327487443e-08,1.89414488154752e-06,0.737039087500001,"Up in D8C",5.7225868052429,"EHD4","EHD4_HUMAN"
