"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1C_vs_D8B","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names"
1.7320382575,12.32544529375,59.72509208338,6.29402242485568e-11,1.54786205806078e-08,16.1288992237171,"GELS_HUMAN",12,50.4036457666941,7.09990120643904e-11,8.22820154443002e-09,1.7320382575,"Up in D8B",8.08469507908696,"GSN","GELS_HUMAN"
-2.0487096375,11.28926503625,-47.2704700912155,3.3464003039994e-10,4.14773036389534e-08,14.4404500612537,"APOA4_HUMAN",29,-50.3791616716825,7.12609695982194e-11,8.22820154443002e-09,-2.0487096375,"Up in D1C",8.08469507908696,"APOA4","APOA4_HUMAN"
0.900921819999997,16.9645600325,36.6696157860895,2.04821130108013e-09,1.1463832231584e-07,12.5270347444619,"AHNK_HUMAN",309,50.1308773143106,7.39800627421934e-11,8.35134965908312e-09,0.900921819999997,"Up in D8B",8.07824333264502,"AHNAK","AHNK_HUMAN"
-1.21975827,10.6964462975,-43.3646463874125,6.19366560426637e-10,5.69945719869321e-08,13.7982380775153,"DDX27_HUMAN",35,-50.0577923662667,7.48026741778677e-11,8.35134965908312e-09,-1.21975827,"Up in D1C",8.07824333264502,"DDX27","DDX27_HUMAN"
-1.1193876275,12.49640607875,-43.7398945474143,5.82428013664316e-10,5.53449832593274e-08,13.8627919829456,"ABHD2_HUMAN",29,-50.0115114672065,7.53289406818761e-11,8.35134965908312e-09,-1.1193876275,"Up in D1C",8.07824333264502,"ABHD2","ABHD2_HUMAN"
1.6117670525,13.50529944875,49.5417795499793,2.39345118129636e-10,3.30727868969623e-08,14.7859692184186,"CBPQ_HUMAN",18,49.9278738963295,7.62906541403963e-11,8.35134965908312e-09,1.6117670525,"Up in D8B",8.07824333264502,"CPQ","CBPQ_HUMAN"
0.99551344,15.24085927,40.353652493265,1.03497949845573e-09,7.33248958368949e-08,13.2559959158817,"PH4H_HUMAN",41,49.8047381847042,7.77319236863481e-11,8.40003057374652e-09,0.99551344,"Up in D8B",8.07571913322559,"PAH","PH4H_HUMAN"
1.1911935825,12.70104289125,44.5398336360015,5.11757531268836e-10,5.26049296471344e-08,13.9983023986502,"AS3MT_HUMAN",27,49.6899891247038,7.91028093175034e-11,8.40038206835826e-09,1.1911935825,"Up in D8B",8.07570096079452,"AS3MT","AS3MT_HUMAN"
1.882685425,13.9645394075,48.1222408080771,2.94573929168849e-10,3.87963070150661e-08,14.572281301552,"QORX_HUMAN",20,49.638370856895,7.972838598513e-11,8.40038206835826e-09,1.882685425,"Up in D8B",8.07570096079452,"TP53I3","QORX_HUMAN"
2.59811902,12.6358312375,50.6412843205522,2.04612738123461e-10,2.97358753386664e-08,14.9465300769396,"IL18_HUMAN",13,49.3561485991036,8.32492596735472e-11,8.66306184923864e-09,2.59811902,"Up in D8B",8.06232858497914,"IL18","IL18_HUMAN"
-1.8992517025,11.22474420125,-46.3681429328844,3.84009298765245e-10,4.315752505723e-08,14.2977140207445,"ZN622_HUMAN",26,-49.1810887597636,8.5521504318254e-11,8.79098487681174e-09,-1.8992517025,"Up in D1C",8.05596246706455,"ZNF622","ZN622_HUMAN"
1.4032726275,11.76220083125,42.7126724455706,6.90077220596112e-10,5.91589235223738e-08,13.6845408758538,"PRG4_HUMAN",47,48.7737136336369,9.10859187386715e-11,9.25015914515978e-09,1.4032726275,"Up in D8B",8.03385079533987,"PRG4","PRG4_HUMAN"
1.35689830500001,18.132476805,42.1907437123853,7.53353129607583e-10,6.10578223986761e-08,13.5920827057195,"ANXA2_HUMAN",42,48.0416235297849,1.02146757303124e-10,1.02499406822385e-08,1.35689830500001,"Up in D8B",7.98927864792052,"ANXA2","ANXA2_HUMAN"
-0.780574082499999,13.64294421625,-35.4023120748135,2.63160008025415e-09,1.36924426397915e-07,12.2573282440257,"SEC63_HUMAN",47,-47.6076386381048,1.09417699059063e-10,1.06157863144777e-08,-0.780574082499999,"Up in D1C",7.97404783198398,"SEC63","SEC63_HUMAN"
3.5679130575,16.51665687625,45.365227388529,4.48889897339774e-10,4.86613285398393e-08,14.135207634379,"FIBA_HUMAN",58,47.5908752349279,1.09710073951897e-10,1.06157863144777e-08,3.5679130575,"Up in D8B",7.97404783198398,"FGA","FIBA_HUMAN"
-1.54776143925,9.384102105375,-45.3452923237364,4.50300584423712e-10,4.86613285398393e-08,14.131935209364,"DDX52_HUMAN",22,-47.5829316806926,1.09848928088406e-10,1.06157863144777e-08,-1.54776143925,"Up in D1C",7.97404783198398,"DDX52","DDX52_HUMAN"
1.965744975,12.65289545,45.106477907513,4.67598737869326e-10,4.98910096392475e-08,14.0926024833354,"FA10_HUMAN",25,47.5271072784859,1.10830370823826e-10,1.06157863144777e-08,1.965744975,"Up in D8B",7.97404783198398,"F10","FA10_HUMAN"
-0.775207282500002,13.10073602375,-36.2023037596427,2.24424890919451e-09,1.22043703584519e-07,12.4287912681772,"TFR1_HUMAN",38,-47.3443238257816,1.1411395418342e-10,1.07994043611006e-08,-0.775207282500002,"Up in D1C",7.96660019727424,"TFRC","TFR1_HUMAN"
-2.9516568175,11.67293953875,-45.0005948477234,4.75509539232674e-10,5.01008738274026e-08,14.0750861765512,"PIGR_HUMAN",36,-47.2792286694713,1.15309810475626e-10,1.07994043611006e-08,-2.9516568175,"Up in D1C",7.96660019727424,"PIGR","PIGR_HUMAN"
1.3014276025,11.40103519125,41.4268234025086,8.58256612879039e-10,6.3737169054227e-08,13.4543814167834,"G6PD_HUMAN",38,47.0239576163786,1.201381336891e-10,1.11279596578618e-08,1.3014276025,"Up in D8B",7.95358445745884,"G6PD","G6PD_HUMAN"
-0.965572357499999,11.35167813375,-39.4729097787233,1.21139403998227e-09,8.16867229040844e-08,13.0886862570145,"PAR12_HUMAN",32,-46.6950676323251,1.26699638281765e-10,1.13639171679078e-08,-0.965572357499999,"Up in D1C",7.94447194052915,"PARP12","PAR12_HUMAN"
0.647412299999999,15.6718165875,31.1057889780321,6.6110069235979e-09,2.37124158974497e-07,11.257953435174,"MAP4_HUMAN",65,46.6352346723937,1.27936418882775e-10,1.13639171679078e-08,0.647412299999999,"Up in D8B",7.94447194052915,"MAP4","MAP4_HUMAN"
1.605157615,13.247131945,42.5479635876033,7.09367545537353e-10,5.92005845676668e-08,13.6555030725591,"PFKAP_HUMAN",36,46.6312267816827,1.28019750998968e-10,1.13639171679078e-08,1.605157615,"Up in D8B",7.94447194052915,"PFKP","PFKAP_HUMAN"
1.6653876325,11.67683839875,42.6062930625772,7.0246672697113e-10,5.92005845676668e-08,13.6658010916395,"NEP_HUMAN",38,46.6284118097138,1.28078316639132e-10,1.13639171679078e-08,1.6653876325,"Up in D8B",7.94447194052915,"MME","NEP_HUMAN"
-1.5355713375,11.49748766375,-43.0165535793843,6.56034517082566e-10,5.80138291391047e-08,13.7377799685391,"PESC_HUMAN",28,-46.4565370944002,1.31712269245765e-10,1.1514764277492e-08,-1.5355713375,"Up in D1C",7.93874494819322,"PES1","PESC_HUMAN"
2.15539479,12.8948897125,43.472669460649,6.08466341639501e-10,5.6986253263104e-08,13.8168868465178,"A0AAG2UXZ5_HUMAN",37,46.4194953978627,1.3251063411042e-10,1.1514764277492e-08,2.15539479,"Up in D8B",7.93874494819322,"COL18A1","A0AAG2UXZ5_HUMAN"
0.762062309999997,11.96534288,34.285757497345,3.30645514795139e-09,1.56573654169001e-07,12.0107938457117,"RAPH1_HUMAN",50,46.3552934034261,1.33907389298202e-10,1.1517401881577e-08,0.762062309999997,"Up in D8B",7.93864547887743,"RAPH1","RAPH1_HUMAN"
-1.2795670025,11.10599052875,-40.1269804155911,1.07741019195865e-09,7.56790875668291e-08,13.2133315601979,"RRP12_HUMAN",49,-46.2701001819981,1.35786606507891e-10,1.15284379709366e-08,-1.2795670025,"Up in D1C",7.93822953282315,"RRP12","RRP12_HUMAN"
0.991188525000002,11.6858947275,41.9153198362113,7.89393716623713e-10,6.21850433403858e-08,13.5427650639721,"PAXI_HUMAN",24,46.2259984101356,1.36771123157393e-10,1.15284379709366e-08,0.991188525000002,"Up in D8B",7.93822953282315,"PXN","PAXI_HUMAN"
