"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1BM_vs_D8B","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names","D8B_vs_D1BM"
-0.853808879999999,16.6971046925,-46.9479089672714,3.97452115961332e-10,3.24572628672644e-08,14.2553759247245,"FLNB_HUMAN",187,78.8309162589798,3.19501419794507e-12,1.1881950828055e-09,0.853808879999999,"Up in D8B",8.92511224922819,"FLNB","FLNB_HUMAN",-0.853808879999999
2.1601963075,16.70466422875,83.1556546881295,6.87060697517888e-12,6.76122882092256e-09,18.2346789285925,"A1AG1_HUMAN",15,-78.6768126176445,3.24219799555423e-12,1.1881950828055e-09,-2.1601963075,"Up in D1BM",8.92511224922819,"ORM1","A1AG1_HUMAN",2.1601963075
1.92730522,13.5500717175,70.3812275787201,2.24629940679931e-11,8.3085847457964e-09,17.1410687530585,"PLIN2_HUMAN",27,-76.834773233953,3.87187246697798e-12,1.33701309165263e-09,-1.92730522,"Up in D1BM",8.87386434022892,"PLIN2","PLIN2_HUMAN",1.92730522
2.3766346,15.31787777,72.2938089009993,1.85684950405319e-11,8.3085847457964e-09,17.3214072751083,"AACT_HUMAN",24,-76.4394360874454,4.02443034555177e-12,1.33701309165263e-09,-2.3766346,"Up in D1BM",8.87386434022892,"SERPINA3","AACT_HUMAN",2.3766346
-2.02573204075,8.508878231125,-70.9245945806014,2.12691074626349e-11,8.3085847457964e-09,17.1929623972214,"DREB_HUMAN",25,76.1901280174749,4.12413576734706e-12,1.33701309165263e-09,2.02573204075,"Up in D8B",8.87386434022892,"DBN1","DREB_HUMAN",-2.02573204075
-1.4128262975,16.05206739875,-60.9566776642468,6.233681269434e-11,1.31359248550148e-08,16.1483479780028,"TRFE_HUMAN",55,75.6746155977311,4.3393116962542e-12,1.35466882547136e-09,1.4128262975,"Up in D8B",8.86816686335013,"TF","TRFE_HUMAN",-1.4128262975
-0.906980275000002,12.518258215,-51.4414195942865,2.07859368275955e-10,2.53919799304061e-08,14.9290748748299,"KLC4_HUMAN",45,74.4397887749487,4.90846022867905e-12,1.47762183098342e-09,0.906980275000002,"Up in D8B",8.83043670107783,"KLC4","KLC4_HUMAN",-0.906980275000002
-1.9693059925,16.98351859875,-66.7061200489583,3.28738688147879e-11,9.55496000827058e-09,16.7756264228388,"CLUS_HUMAN",30,73.0628041658013,5.64529061822315e-12,1.64083291796562e-09,1.9693059925,"Up in D8B",8.78493563984872,"CLU","CLUS_HUMAN",-1.9693059925
-1.34873294500001,18.136559485,-58.6331646967938,8.2137047200014e-11,1.57348447920209e-08,15.8732551568718,"ANXA2_HUMAN",42,70.9469260649301,7.03530926016289e-12,1.9766873917971e-09,1.34873294500001,"Up in D8B",8.70406200784987,"ANXA2","ANXA2_HUMAN",-1.34873294500001
1.12699914,13.523916125,58.1190094573354,8.74352101709603e-11,1.5991701667071e-08,15.8105486628426,"CFAB_HUMAN",30,-70.3397344268241,7.50312263893494e-12,2.01004433152245e-09,-1.12699914,"Up in D1BM",8.69679436411023,"CFB","CFAB_HUMAN",1.12699914
-1.24363231750001,16.88325023625,-53.6657051470149,1.53941011579174e-10,2.1271619452473e-08,15.2373214344475,"FAS_HUMAN",166,70.181243533397,7.63096673492921e-12,2.01004433152245e-09,1.24363231750001,"Up in D8B",8.69679436411023,"FASN","FAS_HUMAN",-1.24363231750001
-1.659853935,13.4812560075,-69.6046073722699,2.43045013482171e-11,8.49742698207122e-09,17.0659680032477,"CBPQ_HUMAN",18,69.8200308080501,7.93166293205047e-12,2.02593899558344e-09,1.659853935,"Up in D8B",8.69337363611314,"CPQ","CBPQ_HUMAN",-1.659853935
-2.2991602425,13.30941402875,-64.4822391863343,4.18215018134598e-11,1.06978981465171e-08,16.5414986113968,"APOA5_HUMAN",27,68.5917749665978,9.05927256904413e-12,2.23796814941196e-09,2.2991602425,"Up in D8B",8.65014609860886,"APOA5","APOA5_HUMAN",-2.2991602425
-4.947521447,11.1787260765,-74.9365751947554,1.43892342301234e-11,7.96739144607743e-09,17.5602974879727,"SPP24_HUMAN",7,67.7933674940986,9.88950682594176e-12,2.23796814941196e-09,4.947521447,"Up in D8B",8.65014609860886,"SPP2","SPP24_HUMAN",-4.947521447
2.0329213145,8.572946787,61.0200772841425,6.18785334353114e-11,1.31359248550148e-08,16.155669808758,"LAMB3_HUMAN",46,-67.6064628474022,1.00961067809006e-11,2.23796814941196e-09,-2.0329213145,"Up in D1BM",8.65014609860886,"LAMB3","LAMB3_HUMAN",2.0329213145
-1.42932081,12.0030705925,-54.8894902217019,1.31182947775642e-10,1.9745376192873e-08,15.4004527809778,"FAT1_HUMAN",154,67.4812455040181,1.02372545422399e-11,2.23796814941196e-09,1.42932081,"Up in D8B",8.65014609860886,"FAT1","FAT1_HUMAN",-1.42932081
-2.760319235,12.55473113,-70.2897460514411,2.26714259287362e-11,8.3085847457964e-09,17.1322795238432,"IL18_HUMAN",13,67.3631955108548,1.03723739348094e-11,2.23796814941196e-09,2.760319235,"Up in D8B",8.65014609860886,"IL18","IL18_HUMAN",-2.760319235
0.981674672500006,18.02310967375,49.5329466005507,2.7178291623023e-10,2.76007012157182e-08,14.6517088660893,"HS71A_HUMAN;HS71B_HUMAN",53,-67.1039692341598,1.06762340048337e-11,2.23796814941196e-09,-0.981674672500006,"Up in D1BM",8.65014609860886,"HSPA1A;HSPA1B","HS71A_HUMAN;HS71B_HUMAN",0.981674672500006
-2.50172448,12.970579745,-65.9038297442717,3.58229815294613e-11,1.00650637103943e-08,16.6923399536531,"FADS2_HUMAN",18,67.0497413640531,1.07410671971621e-11,2.23796814941196e-09,2.50172448,"Up in D8B",8.65014609860886,"FADS2","FADS2_HUMAN",-2.50172448
-3.4443354625,12.77564406375,-70.5055823114809,2.21831587659344e-11,8.3085847457964e-09,17.1529920224984,"TSK_HUMAN",11,66.9299825526658,1.08858339216859e-11,2.23796814941196e-09,3.4443354625,"Up in D8B",8.65014609860886,"TSKU","TSK_HUMAN",-3.4443354625
-1.6232349875,11.08715689125,-57.8744712061575,9.00911209967746e-11,1.5991701667071e-08,15.7804838745831,"ARVC_HUMAN",38,65.4325636946911,1.28958438822514e-11,2.58807304960707e-09,1.6232349875,"Up in D8B",8.58702346965963,"ARVCF","ARVC_HUMAN",-1.6232349875
-2.46853471,15.9824389225,-64.6349570367813,4.11250029216719e-11,1.06978981465171e-08,16.5579072605121,"LEG4_HUMAN",17,65.2133185902668,1.32240617719777e-11,2.58842043137343e-09,2.46853471,"Up in D8B",8.58696518078704,"LGALS4","LEG4_HUMAN",-2.46853471
-0.8982176825,14.80804681625,-47.7436564393514,3.52801257746793e-10,3.06573381602858e-08,14.3800303127842,"ES8L2_HUMAN",44,64.9611319415689,1.36133588651024e-11,2.58842043137343e-09,0.8982176825,"Up in D8B",8.58696518078704,"EPS8L2","ES8L2_HUMAN",-0.8982176825
-2.01170802,12.718909145,-61.9196235601982,5.57732466598156e-11,1.24556082052671e-08,16.2585358481266,"HRG_HUMAN",22,64.8313010272115,1.38188301591891e-11,2.58842043137343e-09,2.01170802,"Up in D8B",8.58696518078704,"HRG","HRG_HUMAN",-2.01170802
-1.208686115,11.94245565,-53.7799315329028,1.51636255337248e-10,2.1271619452473e-08,15.2527367054741,"ITB5_HUMAN",36,64.1967924626962,1.48749417634619e-11,2.71494869065869e-09,1.208686115,"Up in D8B",8.56623837365317,"ITGB5","ITB5_HUMAN",-1.208686115
-1.07481122,13.17508042,-49.0115194943942,2.92965131577247e-10,2.83839436099381e-08,14.5737360443081,"FA5_HUMAN",71,64.0223597306601,1.51810993151265e-11,2.71494869065869e-09,1.07481122,"Up in D8B",8.56623837365317,"F5","FA5_HUMAN",-1.07481122
1.4550120825,10.44452226125,53.3034236665105,1.61519393770853e-10,2.16102693665797e-08,15.1881682415825,"LAMA5_HUMAN",106,-63.8665512600694,1.54606165798573e-11,2.71494869065869e-09,-1.4550120825,"Up in D1BM",8.56623837365317,"LAMA5","LAMA5_HUMAN",1.4550120825
-1.0900435425,11.43720316875,-53.4921974222199,1.57518737627195e-10,2.14149264428972e-08,15.2138303343777,"PALLD_HUMAN",30,63.583365411017,1.59837099756504e-11,2.74952431397463e-09,1.0900435425,"Up in D8B",8.5607424355099,"PALLD","PALLD_HUMAN",-1.0900435425
2.0365400325,12.91797375625,61.8604697881303,5.61529376913217e-11,1.24556082052671e-08,16.2518294111871,"HMOX1_HUMAN",18,-62.7429502460735,1.7658106667016e-11,2.97680362192556e-09,-2.0365400325,"Up in D1BM",8.52624981457302,"HMOX1","HMOX1_HUMAN",2.0365400325
-1.852132085,13.12364471,-56.6532997332406,1.0481154576789e-10,1.76358453034386e-08,15.6279725558082,"PFKAP_HUMAN",36,62.1228027731837,1.90214117363745e-11,3.09861158479676e-09,1.852132085,"Up in D8B",8.5088328597567,"PFKP","PFKAP_HUMAN",-1.852132085
0.894783495000002,18.1172029975,45.3834633991155,5.05391688124245e-10,3.98125844784977e-08,14.0030381252434,"PDIA4_HUMAN",55,-62.0719474635754,1.91384005202776e-11,3.09861158479676e-09,-0.894783495000002,"Up in D1BM",8.5088328597567,"PDIA4","PDIA4_HUMAN",0.894783495000002
-1.8544271,14.4982510775,-63.1351492093837,4.85838247254485e-11,1.17003731031659e-08,16.3945746223407,"FBX2_HUMAN",16,61.9239601759485,1.948349910953e-11,3.09861158479676e-09,1.8544271,"Up in D8B",8.5088328597567,"FBXO2","FBX2_HUMAN",-1.8544271
-2.097700595,11.5991277675,-64.1984020802987,4.31520390297286e-11,1.06978981465171e-08,16.5108692329667,"IYD1_HUMAN",14,61.300228504027,2.10176179945465e-11,3.28069448288949e-09,2.097700595,"Up in D8B",8.48403421172709,"IYD","IYD1_HUMAN",-2.097700595
-2.326529744,10.6659177555,-57.7866990124208,9.10667552520358e-11,1.5991701667071e-08,15.7696544982101,"PEG10_HUMAN",23,60.3075083700009,2.37502101335479e-11,3.63982765846683e-09,2.326529744,"Up in D8B",8.43891917919402,"PEG10","PEG10_HUMAN",-2.326529744
-1.0098652875,13.79830837375,-49.2521467296168,2.82964508809781e-10,2.80600922912664e-08,14.6098389346893,"CHDH_HUMAN",33,59.8185775509119,2.5242537867415e-11,3.79945270865073e-09,1.0098652875,"Up in D8B",8.42027895673341,"CHDH","CHDH_HUMAN",-1.0098652875
-0.855523109999996,12.2527050975,-44.3723036243104,5.92909940083128e-10,4.46217668300061e-08,13.8345761059391,"KANK2_HUMAN",45,59.5832636794989,2.59984433631958e-11,3.84457682646276e-09,0.855523109999996,"Up in D8B",8.41515145613464,"KANK2","KANK2_HUMAN",-0.855523109999996
-1.8606765275,12.66661655875,-54.4870479136591,1.38214377705607e-10,1.98434732918118e-08,15.3472953811162,"PROS_HUMAN",31,58.8165437000172,2.86452517795593e-11,4.14283786994339e-09,1.8606765275,"Up in D8B",8.38270206249382,"PROS1","PROS_HUMAN",-1.8606765275
1.3947682375,14.82386136125,54.4492125278483,1.38897250470625e-10,1.98434732918118e-08,15.3422734264261,"SQSTM_HUMAN",24,-58.7203481096764,2.89983905951667e-11,4.14283786994339e-09,-1.3947682375,"Up in D1BM",8.38270206249382,"SQSTM1","SQSTM_HUMAN",1.3947682375
-1.2852478025,12.04077553875,-52.7270384369132,1.74470481072634e-10,2.27422329282952e-08,15.1091348363526,"KNG1_HUMAN",26,58.1282153659974,3.12839347757912e-11,4.39487143708573e-09,1.2852478025,"Up in D8B",8.35705382479519,"KNG1","KNG1_HUMAN",-1.2852478025
-0.924020052500001,10.40351164375,-48.091765487793,3.35087779429838e-10,2.98741185250093e-08,14.433806217862,"MRTFB_HUMAN",29,57.7877693618833,3.26900943398955e-11,4.51712795395047e-09,0.924020052500001,"Up in D8B",8.34513760726735,"MRTFB","MRTFB_HUMAN",-0.924020052500001
-1.6512033925,13.73528277875,-58.7534250585689,8.09512570680269e-11,1.57348447920209e-08,15.8878240308778,"CRYM_HUMAN",16,57.393701913427,3.44079561964778e-11,4.63204133265743e-09,1.6512033925,"Up in D8B",8.33422757396435,"CRYM","CRYM_HUMAN",-1.6512033925
1.28782606,11.9947361925,48.2880322914583,3.25548892263672e-10,2.98741185250093e-08,14.4639263271563,"AKA12_HUMAN",65,-57.3464366557198,3.46207858532944e-11,4.63204133265743e-09,-1.28782606,"Up in D1BM",8.33422757396435,"AKAP12","AKA12_HUMAN",1.28782606
1.57111930875,9.010127782875,52.6885725345295,1.75376099221638e-10,2.27422329282952e-08,15.1038236658663,"UTP25_HUMAN",26,-56.6724619550507,3.78238098266187e-11,4.9815139535714e-09,-1.57111930875,"Up in D1BM",8.3026386488548,"UTP25","UTP25_HUMAN",1.57111930875
-2.0329120175,13.88942611125,-54.4987408199475,1.38004113037091e-10,1.98434732918118e-08,15.3488465485078,"QORX_HUMAN",20,56.2117790468519,4.020638398286e-11,5.21384016294657e-09,2.0329120175,"Up in D8B",8.28284228682598,"TP53I3","QORX_HUMAN",-2.0329120175
1.53283334,10.118635775,55.9115755809271,1.15086244399999e-10,1.83030557367471e-08,15.5333602986943,"PLPL2_HUMAN",17,-55.5074875811205,4.41850241929519e-11,5.64296316549078e-09,-1.53283334,"Up in D1BM",8.24849278458311,"PNPLA2","PLPL2_HUMAN",1.53283334
-1.2246470425,11.02578020125,-47.1961917179573,3.82863265437761e-10,3.24252911037902e-08,14.2945305979122,"PTPRK_HUMAN",45,55.2083650689415,4.60083629463887e-11,5.75935585165053e-09,1.2246470425,"Up in D8B",8.23962608701381,"PTPRK","PTPRK_HUMAN",-1.2246470425
-1.065963265,11.486436605,-49.9112836652399,2.57505046974726e-10,2.74753389821504e-08,14.7076841800798,"5NTD_HUMAN",24,55.0799803917649,4.68169810929963e-11,5.75935585165053e-09,1.065963265,"Up in D8B",8.23962608701381,"NT5E","5NTD_HUMAN",-1.065963265
-1.629320625,11.6948719025,-49.9560821662675,2.5587177138889e-10,2.74753389821504e-08,14.714279135294,"NEP_HUMAN",38,54.9836070666032,4.7434564733403e-11,5.75935585165053e-09,1.629320625,"Up in D8B",8.23962608701381,"MME","NEP_HUMAN",-1.629320625
-3.60733557,12.03469014,-62.8774148576207,5.00153386014984e-11,1.17105358075564e-08,16.3660085502224,"CAPSD_HBVD3",7,54.9227190965658,4.7829506420161e-11,5.75935585165053e-09,3.60733557,"Up in D8B",8.23962608701381,"C","CAPSD_HBVD3",-3.60733557
0.680336477499996,10.95042538625,38.8427818877855,1.5221797410907e-09,8.66922502544153e-08,12.8294618474367,"TBL3_HUMAN",40,-54.6047768149142,4.99532951673837e-11,5.93037077416728e-09,-0.680336477499996,"Up in D1BM",8.22691815315496,"TBL3","TBL3_HUMAN",0.680336477499996
-1.2952530375,14.69120371375,-48.1193324408584,3.33728934890361e-10,2.98741185250093e-08,14.4380454115902,"ACSA_HUMAN",34,54.2782083517792,5.22466570695112e-11,6.08315641970946e-09,1.2952530375,"Up in D8B",8.21587101612901,"ACSS2","ACSA_HUMAN",-1.2952530375
1.1179900175,16.95399546625,46.8978579943915,4.00469253552675e-10,3.24572628672644e-08,14.2474537916963,"A1AT_HUMAN",33,-54.2178260573036,5.26836420261942e-11,6.08315641970946e-09,-1.1179900175,"Up in D1BM",8.21587101612901,"SERPINA1","A1AT_HUMAN",1.1179900175
-2.61947441,11.582734585,-51.8111278012796,1.97564246669311e-10,2.44892505172886e-08,14.9813990362289,"MUC18_HUMAN",25,53.9573051606937,5.46171152721165e-11,6.17109194443566e-09,2.61947441,"Up in D8B",8.20963798288985,"MCAM","MUC18_HUMAN",-2.61947441
-1.3531935225,12.86218845875,-71.662352056744,1.97621456044634e-11,8.3085847457964e-09,17.2625789005538,"CSRP2_HUMAN",12,53.9188237204212,5.4909466820818e-11,6.17109194443566e-09,1.3531935225,"Up in D8B",8.20963798288985,"CSRP2","CSRP2_HUMAN",-1.3531935225
-1.28720832,10.903072715,-47.9883116431573,3.40243846055392e-10,2.98741185250093e-08,14.4178720362764,"DTNA_HUMAN",32,53.7851867272858,5.59385923993276e-11,6.20403151755174e-09,1.28720832,"Up in D8B",8.20732600456184,"DTNA","DTNA_HUMAN",-1.28720832
-1.226712705,12.68328333,-48.6078938487624,3.10658913222019e-10,2.94218424668359e-08,14.5127095801255,"AS3MT_HUMAN",27,53.686888927803,5.67095293103082e-11,6.20785224099465e-09,1.226712705,"Up in D8B",8.20705862868356,"AS3MT","AS3MT_HUMAN",-1.226712705
3.0638608925,11.72904157625,51.0430309540193,2.19644133985607e-10,2.59326747091326e-08,14.8721899526105,"PIGR_HUMAN",36,-53.4045928623179,5.89913282562834e-11,6.26989957914331e-09,-3.0638608925,"Up in D1BM",8.20273941492258,"PIGR","PIGR_HUMAN",3.0638608925
-2.1748564225,12.28970706375,-51.2204079905294,2.14305495476091e-10,2.58054431623996e-08,14.8975819130948,"RIR2B_HUMAN",23,53.367172858389,5.93015306139062e-11,6.26989957914331e-09,2.1748564225,"Up in D8B",8.20273941492258,"RRM2B","RIR2B_HUMAN",-2.1748564225
-1.228815315,11.476127745,-48.0904167169747,3.35154425452798e-10,2.98741185250093e-08,14.4335987339027,"TCAF2_HUMAN",28,53.3424027088512,5.95078854349822e-11,6.26989957914331e-09,1.228815315,"Up in D8B",8.20273941492258,"TCAF2","TCAF2_HUMAN",-1.228815315
-1.532639265,12.0332309,-49.3730840593581,2.7808562823436e-10,2.79045685760407e-08,14.6279060565528,"CAP2_HUMAN",27,53.140393794468,6.12214875029157e-11,6.28890148651256e-09,1.532639265,"Up in D8B",8.20142520829245,"CAP2","CAP2_HUMAN",-1.532639265
-1.3297224,14.717399835,-47.1645644599778,3.84687283233957e-10,3.24252911037902e-08,14.2895561771292,"NHRF3_HUMAN",36,53.0119635125164,6.2339991248548e-11,6.28890148651256e-09,1.3297224,"Up in D8B",8.20142520829245,"PDZK1","NHRF3_HUMAN",-1.3297224
-1.6466851225,15.53183197875,-54.962647716261,1.29949039824646e-10,1.9745376192873e-08,15.4100652879302,"BAAT_HUMAN",15,53.007270037342,6.23813032344749e-11,6.28890148651256e-09,1.6466851225,"Up in D8B",8.20142520829245,"BAAT","BAAT_HUMAN",-1.6466851225
-2.573750735,13.62542355,-56.3696063756655,1.0861262668003e-10,1.76358453034386e-08,15.5919649897635,"SCD_HUMAN",11,52.9553509215373,6.28403708939377e-11,6.28890148651256e-09,2.573750735,"Up in D8B",8.20142520829245,"SCD","SCD_HUMAN",-2.573750735
0.599363805000003,17.1442887775,32.8486227843788,4.9828623063545e-09,1.83804280992223e-07,11.5439961396939,"AOXA_HUMAN",104,-52.8275144307202,6.39871036524097e-11,6.28890148651256e-09,-0.599363805000003,"Up in D1BM",8.20142520829245,"AOX1","AOXA_HUMAN",0.599363805000003
-2.2036507125,14.13813865375,-56.3560131007554,1.08798666007688e-10,1.76358453034386e-08,15.5902341168602,"TTHY_HUMAN",12,52.807931873915,6.4164850853017e-11,6.28890148651256e-09,2.2036507125,"Up in D8B",8.20142520829245,"TTR","TTHY_HUMAN",-2.2036507125
0.634728672500005,12.77940261125,34.6694876520882,3.40254886827354e-09,1.39902850783794e-07,11.9597375960329,"AGRIN_HUMAN",69,-52.7207740161614,6.49627824684061e-11,6.29392291294477e-09,-0.634728672500005,"Up in D1BM",8.20107858056607,"AGRN","AGRIN_HUMAN",0.634728672500005
1.07430291,11.27747357,43.4501431733777,6.88062030614251e-10,5.04319552699784e-08,13.6770841650079,"JAK1_HUMAN",56,-52.563210183497,6.64339840842493e-11,6.36331877097884e-09,-1.07430291,"Up in D1BM",8.19631632020092,"JAK1","JAK1_HUMAN",1.07430291
1.962134123,10.734408021,49.5737632590376,2.70199895798664e-10,2.76007012157182e-08,14.6577718447849,"ASNS_HUMAN",27,-52.3754454936822,6.82367122965053e-11,6.46255334772184e-09,-1.962134123,"Up in D1BM",8.18959585882634,"ASNS","ASNS_HUMAN",1.962134123
1.14884472,14.2308859825,48.9023737404033,2.97633732333133e-10,2.85085764754089e-08,14.5572917621291,"ICAM1_HUMAN",22,-52.1452941712256,7.05224683678588e-11,6.60482095414091e-09,-1.14884472,"Up in D1BM",8.18013895090071,"ICAM1","ICAM1_HUMAN",1.14884472
-2.9829342365,10.39862644675,-50.9820213053059,2.21515313685792e-10,2.59326747091326e-08,14.863432118684,"FSTL1_HUMAN",17,51.9615827342072,7.24093655201284e-11,6.65341015161968e-09,2.9829342365,"Up in D8B",8.17695570350499,"FSTL1","FSTL1_HUMAN",-2.9829342365
0.619825602500001,11.79756462625,34.2087554603402,3.74021744557661e-09,1.49413710183722e-07,11.856801839907,"ABCBB_HUMAN",63,-51.8663629272933,7.34098320127408e-11,6.65341015161968e-09,-0.619825602500001,"Up in D1BM",8.17695570350499,"ABCB11","ABCBB_HUMAN",0.619825602500001
0.607960940000002,13.2103353725,35.0183587071938,3.16990792873636e-09,1.32931114086163e-07,12.0367036367394,"MTREX_HUMAN",46,-51.8100721148347,7.40086369344887e-11,6.65341015161968e-09,-0.607960940000002,"Up in D1BM",8.17695570350499,"MTREX","MTREX_HUMAN",0.607960940000002
1.088702915,11.5312539325,46.9766295528834,3.95732509213432e-10,3.24572628672644e-08,14.2599174500005,"5MP1_HUMAN",25,-51.7421627445649,7.47384152015003e-11,6.65341015161968e-09,-1.088702915,"Up in D1BM",8.17695570350499,"BZW2","5MP1_HUMAN",1.088702915
