"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D5BM_vs_D8CM","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names","D8CM_vs_D5BM"
-0.130359650000001,10.8659679875,-5.06093593964217,0.00140471497915416,0.00588339402301262,-1.91433688583036,"RRP5_HUMAN",81,6.00761774630627,0.000434676009711164,0.0022569151998515,0.130359650000001,"Non-significant",2.64648475856886,"PDCD11","RRP5_HUMAN",-0.130359650000001
-1.15182328,14.55855,-5.87020216287854,0.000588156503223199,0.0029828948048546,-0.950261411658528,"VIME_HUMAN",47,6.00726581593801,0.000434835720080536,0.0022569151998515,1.15182328,"Up in D8CM",2.64648475856886,"VIM","VIME_HUMAN",-1.15182328
-0.248545169999993,20.6166827675,-5.74956597173996,0.000666093892935404,0.00326804739438447,-1.08839305549906,"SODM_HUMAN",25,6.0042720684758,0.000436196960510893,0.00226258718778235,0.248545169999993,"Non-significant",2.64539467645726,"SOD2","SODM_HUMAN",-0.248545169999993
0.147099019999997,12.01389861,5.78398961582857,0.000642739087186103,0.0031868516269951,-1.0487834014838,"VATD_HUMAN",19,-6.00342500614897,0.000436582974330817,0.00226319673470754,-0.147099019999997,"Non-significant",2.64527769214152,"ATP6V1D","VATD_HUMAN",0.147099019999997
-0.133186580000004,11.8697139,-5.14754646178622,0.00127444135774077,0.00547919182239635,-1.80685986387795,"MYO1E_HUMAN",53,5.9998750985031,0.000438204834140747,0.0022702080804993,0.133186580000004,"Non-significant",2.64393433484605,"MYO1E","MYO1E_HUMAN",-0.133186580000004
0.3092398625,14.19524574375,6.90502224337849,0.00021677646515778,0.00139268965306016,0.160605055694216,"MCEE_HUMAN",8,-5.99555039357437,0.000440189734545577,0.00227909046221417,-0.3092398625,"Non-significant",2.64223843635507,"MCEE","MCEE_HUMAN",0.3092398625
-0.186687710000003,14.7095063925,-5.55107743637305,0.000820685132592105,0.00384950193801828,-1.31984273988492,"CP8B1_HUMAN",33,5.99374513510621,0.000441021244906155,0.00228199390627009,0.186687710000003,"Non-significant",2.64168551963595,"CYP8B1","CP8B1_HUMAN",-0.186687710000003
0.145140407500001,11.18207991125,5.60888839738197,0.000771884765979236,0.00366754041287429,-1.25188971406834,"T23O_HUMAN",22,-5.99121718252483,0.000442188567157176,0.00228663032672874,-0.145140407500001,"Non-significant",2.64080404091958,"TDO2","T23O_HUMAN",0.145140407500001
-0.280534028999998,9.671516061,-5.88037510406513,0.000582064556684977,0.0029582733519231,-0.93869959335857,"PLPL2_HUMAN",17,5.98307166288349,0.000445973313654009,0.00230478789747985,0.280534028999998,"Non-significant",2.63736903521685,"PNPLA2","PLPL2_HUMAN",-0.280534028999998
0.318538188250001,9.825898408375,5.85337822646805,0.000598388159059774,0.0030184403307689,-0.969411640226114,"OGFD1_HUMAN",18,-5.98171395447896,0.000446607655308488,0.00230665191580591,-0.318538188250001,"Non-significant",2.63701793753368,"OGFOD1","OGFD1_HUMAN",0.318538188250001
-0.385436296250001,8.520839333375,-5.86722805880397,0.000589950934227213,0.00298660445921993,-0.953644087519607,"SMRD1_HUMAN",17,5.98050640134133,0.000447172684840275,0.00230815588519209,0.385436296250001,"Non-significant",2.6367348637171,"SMARCD1","SMRD1_HUMAN",-0.385436296250001
-0.146890877500002,13.71955978875,-6.05926421812631,0.000485673200290434,0.00257306059412198,-0.737554466490796,"RISC_HUMAN",16,5.97641523078684,0.000449092909516759,0.00231664879701148,0.146890877500002,"Non-significant",2.63513980008174,"SCPEP1","RISC_HUMAN",-0.146890877500002
-0.2827408325,12.75998890375,-5.82515936616766,0.000615998965443413,0.00308371257767181,-1.00161481585063,"ACOT4_HUMAN",19,5.9756998955977,0.000449429598347112,0.00231696763576012,0.2827408325,"Non-significant",2.63508003254967,"ACOT4","ACOT4_HUMAN",-0.2827408325
0.195413830000003,14.969787955,5.7286082962921,0.000680775556881298,0.00332075067647712,-1.1125842681612,"PSMD7_HUMAN",21,-5.9732718800675,0.000450574493040429,0.00232145012337272,-0.195413830000003,"Non-significant",2.63424064276528,"PSMD7","PSMD7_HUMAN",0.195413830000003
-0.23666978,10.33372867,-5.98182872395089,0.000525018480090914,0.00272498815805808,-0.824123095766038,"NTAN1_HUMAN",15,5.9723159880672,0.000451026118663332,0.00232235745523105,0.23666978,"Non-significant",2.63407093322514,"NTAN1","NTAN1_HUMAN",-0.23666978
-0.17147207375,10.060279370625,-6.26535335105729,0.000396091734985202,0.00219504091662739,-0.51081553655307,"BIN3_HUMAN",14,5.9696451960594,0.000452290643474969,0.00232698656981991,0.17147207375,"Non-significant",2.63320612323237,"BIN3","BIN3_HUMAN",-0.17147207375
0.118416312499996,16.95591759625,5.11711972374557,0.00131861450512587,0.00561911105344084,-1.84449688195445,"APMAP_HUMAN",35,-5.96925170682673,0.000452477279384841,0.00232698656981991,-0.118416312499996,"Non-significant",2.63320612323237,"APMAP","APMAP_HUMAN",0.118416312499996
-0.177413937500001,14.54494714625,-5.66792555994208,0.000725361995132796,0.00349575543566286,-1.18295658682791,"GSDMD_HUMAN",22,5.96641781612274,0.000453823952916313,0.00233248908483634,0.177413937500001,"Non-significant",2.63218037991005,"GSDMD","GSDMD_HUMAN",-0.177413937500001
-0.175036429999999,15.80527687,-5.72937088709022,0.000680235047334905,0.00332003544527268,-1.11170300446372,"KAD1_HUMAN",20,5.96470953610809,0.000454637884221469,0.00233418445371739,0.175036429999999,"Non-significant",2.63186482778234,"AK1","KAD1_HUMAN",-0.175036429999999
-0.309207677500002,10.53160727125,-5.71114862533076,0.000693282609928389,0.00337394868307528,-1.13278195277434,"PSD3_HUMAN",36,5.96456324710527,0.000454707660814326,0.00233418445371739,0.309207677500002,"Non-significant",2.63186482778234,"PSD3","PSD3_HUMAN",-0.309207677500002
0.322745084750004,9.692467570375,5.80578021359756,0.000628428024817094,0.00313247771802678,-1.02379015672463,"SPART_HUMAN",20,-5.96373747918017,0.000455101756964867,0.00233478558092323,-0.322745084750004,"Non-significant",2.63175299745234,"SPART","SPART_HUMAN",0.322745084750004
-0.266384600000002,11.173172235,-5.65555981460037,0.000734841623716424,0.00352732348878459,-1.19735668774284,"RNZ2_HUMAN",39,5.96030934031408,0.000456741893332441,0.00234125041585263,0.266384600000002,"Non-significant",2.63055213247736,"ELAC2","RNZ2_HUMAN",-0.266384600000002
0.293251517500003,11.61119747125,5.884950035375,0.000579347904973402,0.00294708720037465,-0.933504420004484,"DEK_HUMAN",16,-5.95994327275661,0.000456917420106486,0.00234125041585263,-0.293251517500003,"Non-significant",2.63055213247736,"DEK","DEK_HUMAN",0.293251517500003
-0.163064719999998,11.1800700425,-5.55053331292993,0.000821160480781921,0.00384958937292036,-1.32048445450584,"NCOA5_HUMAN",25,5.95607559127013,0.000458776532612044,0.0023485502118179,0.163064719999998,"Non-significant",2.62920015019978,"NCOA5","NCOA5_HUMAN",-0.163064719999998
0.217285635000003,16.70541215,6.62322824762064,0.000281179503343735,0.00169048647195745,-0.129321535259009,"COX2_HUMAN",11,-5.95582080055266,0.000458899299900829,0.0023485502118179,-0.217285635000003,"Non-significant",2.62920015019978,"MT-CO2","COX2_HUMAN",0.217285635000003
0.127680065,13.9655655625,5.62367341784724,0.00075992936862898,0.00362503941605754,-1.23458277368168,"HMOX2_HUMAN",20,-5.94934775143623,0.000462030524413135,0.00236314034604267,-0.127680065,"Non-significant",2.62651048501092,"HMOX2","HMOX2_HUMAN",0.127680065
-0.206876042499999,11.32384193125,-5.69228936900013,0.00070708089797852,0.00342724835483666,-1.15464392922601,"PPIP2_HUMAN",22,5.94451403877409,0.000464384232829644,0.0023737384466471,0.206876042499999,"Non-significant",2.62456713602833,"PSTPIP2","PPIP2_HUMAN",-0.206876042499999
0.0794935224999964,11.91552758125,4.1289178203362,0.00428503755544981,0.0141752674862192,-3.13858798342026,"SYNE2_HUMAN",176,-5.9424811221404,0.000465378110427363,0.00237737702593469,-0.0794935224999964,"Non-significant",2.62390193846594,"SYNE2","SYNE2_HUMAN",0.0794935224999964
0.263438225000002,11.27876115,5.92093959022132,0.000558463946772596,0.00285617192958451,-0.892729690474028,"AAMP_HUMAN",15,-5.93921707820839,0.000466978824488879,0.00238410933471639,-0.263438225000002,"Non-significant",2.62267383182811,"AAMP","AAMP_HUMAN",0.263438225000002
-0.217954397499998,12.75333440375,-5.90340208278581,0.000568533647566376,0.00289907447993768,-0.912578155460998,"DUS23_HUMAN",16,5.93771427162673,0.000467717869153307,0.00238580422114324,0.217954397499998,"Non-significant",2.62236519736545,"DUSP23","DUS23_HUMAN",-0.217954397499998
-0.511135577749997,9.922120571125,-5.97839044087564,0.000526846296920354,0.00273111158471197,-0.827984552206446,"GP108_HUMAN",10,5.93739123914458,0.000467876898511066,0.00238580422114324,0.511135577749997,"Up in D8CM",2.62236519736545,"GPR108","GP108_HUMAN",-0.511135577749997
-0.278246879999998,14.1501164425,-5.72949605459831,0.000680146376771933,0.00332003544527268,-1.11155836595055,"EHD1_HUMAN",23,5.93591847724313,0.000468602703077062,0.00238760120522364,0.278246879999998,"Non-significant",2.62203821055527,"EHD1","EHD1_HUMAN",-0.278246879999998
-0.2346768375,12.07628822375,-6.12551805717189,0.000454614594418877,0.00244228579755048,-0.664086214135185,"INPP_HUMAN",13,5.93552703538877,0.000468795823305864,0.00238760120522364,0.2346768375,"Non-significant",2.62203821055527,"INPP1","INPP_HUMAN",-0.2346768375
-0.203579662499999,12.25732457625,-6.23532946040068,0.000407908865073809,0.00224565623067694,-0.543520947463127,"RNT2_HUMAN",13,5.93123535873676,0.000470918957612401,0.00239559095846329,0.203579662499999,"Non-significant",2.62058733471661,"RNASET2","RNT2_HUMAN",-0.203579662499999
0.655602456,10.476947547,5.77662256970375,0.000647659389498007,0.00320283326609843,-1.05724725108233,"HXK2_HUMAN",39,-5.93120705453007,0.000470932995393721,0.00239559095846329,-0.655602456,"Up in D5BM",2.62058733471661,"HK2","HXK2_HUMAN",0.655602456
0.136708017499997,12.71583068375,5.48752847652393,0.000878332591235679,0.00405891744052935,-1.39505973884658,"GALK2_HUMAN",23,-5.93022656886829,0.000471419565119659,0.00239597731796611,-0.136708017499997,"Non-significant",2.62051729760526,"GALK2","GALK2_HUMAN",0.136708017499997
-0.389443635999999,9.4105888605,-5.76353902600701,0.000656501559588634,0.00323227315757745,-1.07229619015573,"FAKD1_HUMAN",23,5.92990864634216,0.000471577455274145,0.00239597731796611,0.389443635999999,"Non-significant",2.62051729760526,"FASTKD1","FAKD1_HUMAN",-0.389443635999999
0.220346929999998,15.3575789925,6.32420257462958,0.000374024449776772,0.00209396692779124,-0.447029460408561,"NDUA8_HUMAN",12,-5.92404692714458,0.000474499119523504,0.00240936932437567,-0.220346929999998,"Non-significant",2.61809662331237,"NDUFA8","NDUA8_HUMAN",0.220346929999998
-0.392158865999999,8.3388367295,-5.76257422880644,0.000657158905202888,0.00323362078923243,-1.07340680651338,"TARB1_HUMAN",22,5.92255255488967,0.000475247174542499,0.00241171489116118,0.392158865999999,"Non-significant",2.61767403505349,"TARBP1","TARB1_HUMAN",-0.392158865999999
-0.192721369999997,12.63841772,-6.84382742323511,0.000229214047190047,0.00145375861833326,0.0984041555321031,"CD276_HUMAN",11,5.92095091833696,0.000476050379031902,0.00241433733144399,0.192721369999997,"Non-significant",2.61720205033244,"CD276","CD276_HUMAN",-0.192721369999997
-0.142633677499999,10.84090602375,-5.63531806920837,0.000750658525797864,0.00359505722383534,-1.22097240733373,"DCP1A_HUMAN",20,5.91970535407546,0.000476676059369528,0.00241605682767634,0.142633677499999,"Non-significant",2.6168928549615,"DCP1A","DCP1A_HUMAN",-0.142633677499999
-0.171527387500001,12.33543586875,-5.5173379864285,0.000850748356281749,0.00396623777383787,-1.35970902619086,"MP2K3_HUMAN",26,5.90954616392483,0.000481813542160631,0.00244062881422593,0.171527387500001,"Non-significant",2.61249826572466,"MAP2K3","MP2K3_HUMAN",-0.171527387500001
-0.259970187500002,14.35316777125,-6.14336265344166,0.000446633603173963,0.00240708097260443,-0.644392348591223,"JUPI2_HUMAN",12,5.90780530136866,0.000482700051239882,0.00244284317617895,0.259970187500002,"Non-significant",2.61210441264434,"JPT2","JUPI2_HUMAN",-0.259970187500002
-0.291650535000002,9.9608196025,-5.86859134649428,0.000589127634531853,0.0029842288650655,-0.952093374215074,"LIPG_HUMAN",15,5.90754979661972,0.000482830315756807,0.00244284317617895,0.291650535000002,"Non-significant",2.61210441264434,"LIPG","LIPG_HUMAN",-0.291650535000002
0.268445017499992,16.64934587625,5.58300500949845,0.000793322422311296,0.00374827057043829,-1.28225851356619,"TRFE_HUMAN",55,-5.90686428388506,0.000483180005117549,0.00244314592869575,-0.268445017499992,"Non-significant",2.61205059191541,"TF","TRFE_HUMAN",0.268445017499992
0.195206877499999,10.68049085125,5.53477148070809,0.000835064058100006,0.00390607932615147,-1.33909056210726,"FA11_HUMAN",29,-5.90441115397068,0.000484433686716187,0.00244801651398725,-0.195206877499999,"Non-significant",2.61118565682495,"F11","FA11_HUMAN",0.195206877499999
0.138276340000001,14.731449245,5.55596494317702,0.000816429102062622,0.00383167088044869,-1.31408042198958,"CLYBL_HUMAN",21,-5.9037667699953,0.000484763600604516,0.00244821593139333,-0.138276340000001,"Non-significant",2.61115028028592,"CLYBL","CLYBL_HUMAN",0.138276340000001
0.150289295,13.82027781,5.54831232789586,0.000823103924055776,0.00385655529508957,-1.32310419748134,"SIAT1_HUMAN",22,-5.90239248487119,0.000485468045825232,0.00245030548398855,-0.150289295,"Non-significant",2.61077976798645,"ST6GAL1","SIAT1_HUMAN",0.150289295
0.224941015000006,16.1483765825,5.77100878164364,0.000651436942782765,0.0032135385492832,-1.06370158856815,"RS7_HUMAN",18,-5.90055687779805,0.000486410734587805,0.00245282899264999,-0.224941015000006,"Non-significant",2.61033272906117,"RPS7","RS7_HUMAN",0.224941015000006
1.24787437925,6.962903201625,5.80307645887612,0.000630184253564571,0.0031356688744367,-1.02688792323818,"SURF6_HUMAN",10,-5.90028600571463,0.000486550014914079,0.00245282899264999,-1.24787437925,"Up in D5BM",2.61033272906117,"SURF6","SURF6_HUMAN",1.24787437925
-0.524938107500001,11.78989529625,-5.81295109749409,0.000623796558965275,0.00311676419414245,-1.01557889408836,"AUP1_HUMAN",14,5.89695701919543,0.000488265376691934,0.00246000529595715,0.524938107500001,"Up in D8CM",2.60906395793626,"AUP1","AUP1_HUMAN",-0.524938107500001
-0.412119147750003,10.039804101125,-5.79657457383871,0.00063443003002993,0.00315121433301254,-1.03434121829021,"SULF2_HUMAN",16,5.89573811444172,0.000488895133756194,0.00246047769472581,0.412119147750003,"Non-significant",2.60898056767579,"SULF2","SULF2_HUMAN",-0.412119147750003
0.111971855,16.3403310775,5.03137990233019,0.00145249763942256,0.00602218524480705,-1.95125566447394,"ARLY_HUMAN",33,-5.89564563358231,0.000488942951556024,0.00246047769472581,-0.111971855,"Non-significant",2.60898056767579,"ASL","ARLY_HUMAN",0.111971855
-0.2055470925,10.70311462875,-5.43781145432735,0.000926580878557974,0.00424234124137162,-1.45428684272824,"AQR_HUMAN",58,5.89364116825493,0.000489980650345883,0.0024642284616739,0.2055470925,"Non-significant",2.60831903066152,"AQR","AQR_HUMAN",-0.2055470925
-0.180278065,11.06519854,-5.66724090558605,0.000725883274171056,0.00349626863885019,-1.1837533461976,"PIGT_HUMAN",20,5.89112685025826,0.000491285756855746,0.00246931881009963,0.180278065,"Non-significant",2.60742283532986,"PIGT","PIGT_HUMAN",-0.180278065
-0.19991374,13.7610582125,-5.62767768073945,0.000756727072617148,0.0036159027749943,-1.22990051690448,"SPSY_HUMAN",22,5.88328062159292,0.000495383386543642,0.00248843061095135,0.19991374,"Non-significant",2.60407446490633,"SMS","SPSY_HUMAN",-0.19991374
-0.261422157249999,10.163358448875,-6.10348898766452,0.000464687919520586,0.00248531375230902,-0.688453004895559,"RET1_HUMAN",12,5.87742993321748,0.000498463568411984,0.00250241180354057,0.261422157249999,"Non-significant",2.60164122010664,"RBP1","RET1_HUMAN",-0.261422157249999
-0.170330290000003,12.9889880425,-6.00617882166514,0.000512274742157324,0.00267342158148534,-0.796819106563455,"IAH1_HUMAN",15,5.87430514482164,0.000500117369354298,0.00250921982517106,0.170330290000003,"Non-significant",2.6004612897907,"IAH1","IAH1_HUMAN",-0.170330290000003
-0.268721104999997,16.1105997575,-6.21110804797973,0.000417730083584852,0.00227899474080047,-0.569986271458703,"LAMP1_HUMAN",11,5.8729245291434,0.000500850003404138,0.00251140076067429,0.268721104999997,"Non-significant",2.60008397854089,"LAMP1","LAMP1_HUMAN",-0.268721104999997
-0.181365727500001,11.59817302375,-5.34186175588683,0.00102826087464455,0.00461267211941402,-1.56954482471429,"FA83H_HUMAN",55,5.87141101283136,0.000501654532036715,0.00251393938795331,0.181365727500001,"Non-significant",2.59964519753103,"FAM83H","FA83H_HUMAN",-0.181365727500001
-0.156352994999999,13.4115283475,-5.41453755922283,0.000950174971843796,0.00432452745014652,-1.48212839377032,"ARMT1_HUMAN",27,5.86928698626219,0.000502786006530335,0.00251811244744159,0.156352994999999,"Non-significant",2.59892488018011,"ARMT1","ARMT1_HUMAN",-0.156352994999999
1.7419217825,7.60263592,5.82666783261791,0.000615043061149135,0.00308216287896912,-0.999890746375219,"PXDC2_HUMAN",4,-5.86722607699614,0.000503886567956037,0.00252212582025026,-1.7419217825,"Up in D5BM",2.59823325175287,"PLXDC2","PXDC2_HUMAN",1.7419217825
-0.280573130000001,9.44603860375,-6.97390810884718,0.000203673903064893,0.00132364481799074,0.230128427764924,"WLS_HUMAN",8,5.86404890460341,0.000505588478466966,0.00252914260237274,0.280573130000001,"Non-significant",2.59702668284318,"WLS","WLS_HUMAN",-0.280573130000001
-0.13381839,13.0749238725,-5.35269633807395,0.00101617988117588,0.00457079220236738,-1.55646667602894,"AT2L2_HUMAN",25,5.86078596231458,0.000507342980311117,0.0025364139863834,0.13381839,"Non-significant",2.59577986067653,"PHYKPL","AT2L2_HUMAN",-0.13381839
-0.203290702500004,11.67819893375,-5.63015131831781,0.000754756366757944,0.00361057969092095,-1.22700911693979,"GSK3B_HUMAN",21,5.85733773326516,0.000509204463261029,0.00254421127494204,0.203290702500004,"Non-significant",2.59444682709138,"GSK3B","GSK3B_HUMAN",-0.203290702500004
-0.2484600525,12.30705582875,-5.57701981050686,0.000798373509923751,0.00376369704426583,-1.28929368899754,"DKC1_HUMAN",29,5.85105014065337,0.000512618295933651,0.0025597509575976,0.2484600525,"Non-significant",2.59180228586095,"DKC1","DKC1_HUMAN",-0.2484600525
-0.520545242500001,11.16308725125,-5.80589775553276,0.000628351799221974,0.00313247771802678,-1.02365550731113,"REEP3_HUMAN",12,5.84718423657428,0.000514729891661466,0.00256792844935016,0.520545242500001,"Up in D8CM",2.59041708125946,"REEP3","REEP3_HUMAN",-0.520545242500001
-0.223129034999998,14.205596805,-5.63779596715289,0.000748702063616159,0.00358772580683377,-1.21807855259493,"MGLL_HUMAN",21,5.84693704817444,0.000514865236611908,0.00256792844935016,0.223129034999998,"Non-significant",2.59041708125946,"MGLL","MGLL_HUMAN",-0.223129034999998
-0.437698841249997,9.393370628375,-5.67835161255607,0.000717475201545769,0.00346533904472438,-1.17083106336474,"NEBU_HUMAN",27,5.84592832952895,0.000515417957826631,0.00256916497133097,0.437698841249997,"Non-significant",2.59020800790244,"NEB","NEBU_HUMAN",-0.437698841249997
0.299540043249998,9.832426786625,6.07884180824229,0.000476255386226875,0.00253431606723884,-0.7157877454317,"DJC12_HUMAN",11,-5.84436615662441,0.000516275241636423,0.00257050606153461,-0.299540043249998,"Non-significant",2.58998136768182,"DNAJC12","DJC12_HUMAN",0.299540043249998
-0.160968542500003,15.08855140375,-6.00505150138806,0.000512857040811606,0.00267342158148534,-0.798081517896108,"6PGL_HUMAN",15,5.84432668581415,0.000516296922787768,0.00257050606153461,0.160968542500003,"Non-significant",2.58998136768182,"PGLS","6PGL_HUMAN",-0.160968542500003
0.150969269999999,11.71931541,5.49734755715291,0.000869138039438309,0.00402525523869533,-1.38340212639384,"E41L5_HUMAN",22,-5.84146165854768,0.000517873373601553,0.00257683274267266,-0.150969269999999,"Non-significant",2.58891376976562,"EPB41L5","E41L5_HUMAN",0.150969269999999
-0.2080123425,11.74523794625,-5.70347240002124,0.000698862320026257,0.00339718021655209,-1.14167469212673,"UBXN6_HUMAN",18,5.83237619740564,0.000522908006513267,0.00260034901882025,0.2080123425,"Non-significant",2.58496835711575,"UBXN6","UBXN6_HUMAN",-0.2080123425
0.7832117075,9.11843132975,6.69095602427905,0.000263938053659862,0.00162006548145579,-0.0588161909679314,"ATNG_HUMAN",2,-5.82898076115324,0.000524803489338378,0.00260823620968938,-0.7832117075,"Up in D5BM",2.58365308014896,"FXYD2","ATNG_HUMAN",0.7832117075
-0.294215202500006,11.85306930625,-6.43740921243573,0.000335339182854658,0.00192545910918386,-0.325502437864726,"ZFPL1_HUMAN",9,5.82456040139,0.000527282569228608,0.00261883038545129,0.294215202500006,"Non-significant",2.58189262874085,"ZFPL1","ZFPL1_HUMAN",-0.294215202500006
0.475513459999998,12.225925685,6.04656938425313,0.000491891272834027,0.00259783930997369,-0.751694608641571,"FRDA_HUMAN",8,-5.82407332721737,0.000527556530370897,0.00261883038545129,-0.475513459999998,"Non-significant",2.58189262874085,"FXN","FRDA_HUMAN",0.475513459999998
-0.196146725,14.3016637575,-7.93348789349309,8.95629208556983e-05,0.000725890249896809,1.14719766153437,"LTOR1_HUMAN",9,5.82172585828624,0.000528879112543022,0.00262385052361691,0.196146725,"Non-significant",2.58106090962314,"LAMTOR1","LTOR1_HUMAN",-0.196146725
0.450576784999999,14.2986733925,5.66500204294857,0.000727590807139989,0.00350249166955052,-1.18635923380836,"AACT_HUMAN",24,-5.82026878048434,0.000529701892752326,0.0026263866200055,-0.450576784999999,"Non-significant",2.58064134276447,"SERPINA3","AACT_HUMAN",0.450576784999999
-0.145359752499997,14.69643008625,-5.26081016410794,0.00112387047759227,0.00495714508405298,-1.66789430170152,"SEPT2_HUMAN",31,5.81672551195142,0.000531708635275583,0.00263478664711222,0.145359752499997,"Non-significant",2.57925454619461,"SEPTIN2","SEPT2_HUMAN",-0.145359752499997
-0.203307867500003,16.07610046875,-5.34478355669268,0.00102498730089994,0.00460288649935299,-1.56601640155267,"MAP4_HUMAN",65,5.79934426163497,0.000541675596314893,0.00268259906071577,0.203307867500003,"Non-significant",2.57144423181201,"MAP4","MAP4_HUMAN",-0.203307867500003
0.231940747500001,17.69736170625,5.51591057934683,0.000852047000999795,0.00397009628050153,-1.36139902841267,"GSTM1_HUMAN",28,-5.79822607738988,0.000542323863132425,0.00268423243825203,-0.231940747500001,"Non-significant",2.57117987960609,"GSTM1","GSTM1_HUMAN",0.231940747500001
2.92887020025,8.539769172625,5.67849702973526,0.000717365878773373,0.00346533904472438,-1.1706620448044,"OLFL3_HUMAN",11,-5.7964741846642,0.000543341254381929,0.00268768980820732,-2.92887020025,"Up in D5BM",2.57062085554285,"OLFML3","OLFL3_HUMAN",2.92887020025
-1.0094234935,9.86113989325,-5.84994493081842,0.000600500478302554,0.00302728381077286,-0.97332417173134,"GAPR1_HUMAN",5,5.79394879965803,0.000544811572267484,0.00269338225374934,1.0094234935,"Up in D8CM",2.56970200569986,"GLIPR2","GAPR1_HUMAN",-1.0094234935
-0.154463052499999,13.78863728125,-5.59470503057873,0.00078355091900291,0.00371668581669979,-1.2685198464922,"PPCS_HUMAN",19,5.792633287836,0.000545579232447933,0.00269559633663753,0.154463052499999,"Non-significant",2.56934514251371,"PPCS","PPCS_HUMAN",-0.154463052499999
0.295629977500003,14.46546864625,5.56470377397302,0.000808880481273042,0.00380047579523438,-1.30378544559122,"SERB1_HUMAN",29,-5.79097510761104,0.000546548565933655,0.00269880366857339,-0.295629977500003,"Non-significant",2.56882870816544,"SERBP1","SERB1_HUMAN",0.295629977500003
-0.129370924999996,15.977710605,-5.04873632862066,0.00142422339683817,0.00594295990690539,-1.9295605968028,"NONO_HUMAN",39,5.78428727175943,0.000550477567152069,0.00271661323976861,0.129370924999996,"Non-significant",2.56597218704785,"NONO","NONO_HUMAN",-0.129370924999996
-0.1688024975,13.03943908375,-5.4004459853259,0.000964784860029139,0.00437919848421412,-1.49902151493142,"EGLN1_HUMAN",26,5.78124922063029,0.000552272721964987,0.00272382743246998,0.1688024975,"Non-significant",2.56482041052579,"EGLN1","EGLN1_HUMAN",-0.1688024975
-0.129015210000002,13.0906673675,-5.10535206517372,0.00133615192995097,0.00567376555040642,-1.8590880263197,"SYNPO_HUMAN",33,5.78072066182677,0.000552585705246608,0.00272382743246998,0.129015210000002,"Non-significant",2.56482041052579,"SYNPO","SYNPO_HUMAN",-0.129015210000002
-0.0920376774999987,15.07739281625,-4.45449239887337,0.00286069318154083,0.010234627685572,-2.69681240595651,"MVP_HUMAN",61,5.77778420077352,0.000554328103756318,0.00273004984038167,0.0920376774999987,"Non-significant",2.56382942431267,"MVP","MVP_HUMAN",-0.0920376774999987
-0.399084327499999,11.30694711125,-6.34957056301923,0.00036493933191146,0.00205747267223323,-0.419662973782085,"RM14_HUMAN",7,5.77750207753013,0.000554495827112756,0.00273004984038167,0.399084327499999,"Non-significant",2.56382942431267,"MRPL14","RM14_HUMAN",-0.399084327499999
-0.236423254999998,13.322182775,-5.52826723164199,0.000840877732148447,0.00392673595804945,-1.34677828980885,"FAF2_HUMAN",25,5.77601991202279,0.000555377905917342,0.00273279647926286,0.236423254999998,"Non-significant",2.5633927105043,"FAF2","FAF2_HUMAN",-0.236423254999998
-0.183551549750002,10.020343422625,-5.30002595938735,0.00107643092125677,0.00477287545253727,-1.62019568109536,"ANKL2_HUMAN",45,5.77502858489362,0.000555968741912214,0.00273403944332746,0.183551549750002,"Non-significant",2.56319522426128,"ANKLE2","ANKL2_HUMAN",-0.183551549750002
-0.126211162499995,16.87560319875,-5.05520989305785,0.00141383437327742,0.00591131445057311,-1.92147971564954,"ACOT1_HUMAN",35,5.77450810157508,0.000556279231855094,0.00273403944332746,0.126211162499995,"Non-significant",2.56319522426128,"ACOT1","ACOT1_HUMAN",-0.126211162499995
-0.198893544999999,10.2319016475,-5.92650232387856,0.000555311664490613,0.00284849331156644,-0.8864421988914,"ARFRP_HUMAN",14,5.77366035281651,0.000556785361295955,0.00273493229042168,0.198893544999999,"Non-significant",2.56305342116245,"ARFRP1","ARFRP_HUMAN",-0.198893544999999
-0.327985286499999,9.0212624075,-5.73703180254357,0.000674831615368026,0.00329939424938347,-1.10285416163536,"JMJD7_HUMAN",14,5.76203310332192,0.000563778970432161,0.00276767206859213,0.327985286499999,"Non-significant",2.55788536914226,"JMJD7","JMJD7_HUMAN",-0.327985286499999
-0.160020112250002,10.026484131375,-5.20825534746436,0.00119112809172238,0.00519400863172681,-1.73215228326404,"SLMAP_HUMAN",41,5.75982423734709,0.000565118557116266,0.00277263347958848,0.160020112250002,"Non-significant",2.55710753695398,"SLMAP","SLMAP_HUMAN",-0.160020112250002
-0.169012547500003,12.13782143625,-6.97860471719373,0.000202813500051307,0.00131907020982444,0.234849548822625,"A0ABB0MV19_HUMAN",11,5.75807231769486,0.000566183536334986,0.00277624259905037,0.169012547500003,"Non-significant",2.55654258619074,"","A0ABB0MV19_HUMAN",-0.169012547500003
-0.133464814999998,13.9552481175,-5.1784688388169,0.00123122440810104,0.00534122003905489,-1.76874276468828,"SAHH2_HUMAN",29,5.75737242041706,0.000566609621219596,0.0027767165681744,0.133464814999998,"Non-significant",2.5564684483592,"AHCYL1","SAHH2_HUMAN",-0.133464814999998
