"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1B_vs_D2B","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names","D2B_vs_D1B"
-1.04794455,15.923580885,-47.1449561099268,2.91555904788629e-10,2.2341133831485e-07,14.4096271507586,"NDRG1_HUMAN",18,47.1900309919112,9.20023143076485e-11,6.55994318439851e-08,1.04794455,"Up in D2B",7.18309992202816,"NDRG1","NDRG1_HUMAN",-1.04794455
-1.2452509425,12.02646505625,-45.0624643173718,4.03696293170173e-10,2.83563004594282e-07,14.1254424127948,"PDCD4_HUMAN",21,47.0980184301581,9.33910525718142e-11,6.55994318439851e-08,1.2452509425,"Up in D2B",7.18309992202816,"PDCD4","PDCD4_HUMAN",-1.2452509425
1.3933734875,11.38065075875,44.1764368160508,4.657642892539e-10,3.01994399547779e-07,13.9987008937967,"HSP76_HUMAN",21,-46.0382450230489,1.11216578707179e-10,7.2111118609447e-08,-1.3933734875,"Up in D1B",7.14199776747968,"HSPA6","HSP76_HUMAN",1.3933734875
-1.041525125,11.3168243175,-37.919626842043,1.39813868789258e-09,5.89245550012327e-07,12.9898445289142,"NEP_HUMAN",38,42.7549884589758,1.96209546309104e-10,1.18132161845674e-07,1.041525125,"Up in D2B",6.9276318482751,"MME","NEP_HUMAN",-1.041525125
0.900738957499998,10.66642320125,41.8971372860421,6.82049689474467e-10,3.59312302036267e-07,13.6553951710334,"OGFD1_HUMAN",18,-41.8508555189137,2.31164050959017e-10,1.27117947462181e-07,-0.900738957499998,"Up in D1B",6.89579312817517,"OGFOD1","OGFD1_HUMAN",0.900738957499998
-0.834066152500002,14.32948386625,-35.7513813347544,2.13518158636952e-09,7.05943235222851e-07,12.5863359919218,"NHRF3_HUMAN",36,41.6174248556341,2.41296376722612e-10,1.27117947462181e-07,0.834066152500002,"Up in D2B",6.89579312817517,"PDZK1","NHRF3_HUMAN",-0.834066152500002
-1.2765948775,11.30853450375,-41.0727383833518,7.86941390986461e-10,3.9018405791911e-07,13.524726223648,"EKI2_HUMAN",17,41.2592317017734,2.57834701112629e-10,1.27840511510491e-07,1.2765948775,"Up in D2B",6.89333150034439,"ETNK2","EKI2_HUMAN",-1.2765948775
-0.746188162499999,10.79800033625,-35.4241147246263,2.28110454457342e-09,7.05943235222851e-07,12.5226570800974,"IFIT1_HUMAN",29,40.7953744983531,2.81187209898011e-10,1.31673721790574e-07,0.746188162499999,"Up in D2B",6.88050088882007,"IFIT1","IFIT1_HUMAN",-0.746188162499999
-0.829221962500004,11.21076405125,-35.1162772388977,2.42879983645304e-09,7.05943235222851e-07,12.4620614756674,"CDHR2_HUMAN",33,40.272808658826,3.1040414089108e-10,1.32214615714988e-07,0.829221962500004,"Up in D2B",6.87872053294788,"CDHR2","CDHR2_HUMAN",-0.829221962500004
-0.729446410000001,12.9654238225,-33.5544700790408,3.36800472112682e-09,8.34967993952293e-07,12.1437991137415,"PCKGC_HUMAN",38,40.2171415779619,3.13713645070562e-10,1.32214615714988e-07,0.729446410000001,"Up in D2B",6.87872053294788,"PCK1","PCKGC_HUMAN",-0.729446410000001
0.831937314999999,12.079122545,32.1065464021374,4.62341342518404e-09,1.11345005031075e-06,11.8315606559835,"AKA12_HUMAN",65,-38.0324816773825,4.81359039022854e-10,1.80124428018172e-07,-0.831937314999999,"Up in D1B",6.74442738526995,"AKAP12","AKA12_HUMAN",0.831937314999999
-1.454032895,11.9101347925,-36.2047964299247,1.9502250974131e-09,7.05943235222851e-07,12.6733222712483,"T23O_HUMAN",22,37.7394687612387,5.10750418973432e-10,1.80124428018172e-07,1.454032895,"Up in D2B",6.74442738526995,"TDO2","T23O_HUMAN",-1.454032895
1.399893045,11.188231825,39.4209617712984,1.05738337595308e-09,4.69088656626764e-07,13.2517423382836,"HLAE_HUMAN",13,-37.6896075976708,5.15951004898996e-10,1.80124428018172e-07,-1.399893045,"Up in D1B",6.74442738526995,"HLA-E","HLAE_HUMAN",1.399893045
0.87810135,13.4999144075,37.5075527012152,1.51245298351728e-09,6.07069818955579e-07,12.9155302644815,"HMOX1_HUMAN",18,-37.6546160241026,5.1963638155501e-10,1.80124428018172e-07,-0.87810135,"Up in D1B",6.74442738526995,"HMOX1","HMOX1_HUMAN",0.87810135
-1.2113037135,10.27904892075,-55.041304398662,9.55007172812081e-11,1.72864179193536e-07,15.3363142259561,"CALL4_HUMAN",9,37.351978473382,5.52781205374686e-10,1.80124428018172e-07,1.2113037135,"Up in D2B",6.74442738526995,"CALML4","CALL4_HUMAN",-1.2113037135
-1.16504764725,9.679537773875,-34.7295228554228,2.63002663885672e-09,7.3894981796411e-07,12.3849561860376,"EHD2_HUMAN",29,37.3271051361434,5.55609814743442e-10,1.80124428018172e-07,1.16504764725,"Up in D2B",6.74442738526995,"EHD2","EHD2_HUMAN",-1.16504764725
-0.739243985,13.2887802125,-35.5629150384379,2.21787269659704e-09,7.05943235222851e-07,12.5497571289671,"QORX_HUMAN",20,36.9006682130048,6.06739003668285e-10,1.86867078112211e-07,0.739243985,"Up in D2B",6.728467205061,"TP53I3","QORX_HUMAN",-0.739243985
-1.4767730225,12.77671420625,-35.9696963046431,2.04374560098986e-09,7.05943235222851e-07,12.6283968964085,"FADS2_HUMAN",18,36.7908905715145,6.2074720454881e-10,1.86867078112211e-07,1.4767730225,"Up in D2B",6.728467205061,"FADS2","FADS2_HUMAN",-1.4767730225
0.864394664999997,16.072362185,34.0204045150756,3.05030134926654e-09,7.7912091130205e-07,12.2406889872316,"AACT_HUMAN",24,-36.6073513464842,6.44991274275949e-10,1.87470050030068e-07,-0.864394664999997,"Up in D1B",6.72706810471289,"SERPINA3","AACT_HUMAN",0.864394664999997
-0.66891599,12.3717693075,-31.3935189600392,5.4323475657883e-09,1.23754750356837e-06,11.6712847977502,"AS3MT_HUMAN",27,35.4675636015796,8.21805238755360e-10,2.30899878582297e-07,0.66891599,"Up in D2B",6.63657629545464,"AS3MT","AS3MT_HUMAN",-0.66891599
-1.763093711,9.6020323045,-42.9296474629063,5.72395539070903e-10,3.21648133255243e-07,13.8140893909369,"SPP24_HUMAN",7,34.3835070238385,1.0422927029399e-09,2.76559421352319e-07,1.763093711,"Up in D2B",6.55821154214282,"SPP2","SPP24_HUMAN",-1.763093711
0.701105589999997,12.2271718975,29.1708205629353,9.20027007169022e-09,1.98843785728915e-06,11.1415813118282,"DDX21_HUMAN",43,-34.3507106730425,1.04993492505329e-09,2.76559421352319e-07,-0.701105589999997,"Up in D1B",6.55821154214282,"DDX21","DDX21_HUMAN",0.701105589999997
-0.860116004999998,15.02671671,-29.8976081389563,7.71159905695881e-09,1.71055443292384e-06,11.3200248173404,"THRB_HUMAN",47,33.8858813902112,1.16534426307207e-09,2.94747813739171e-07,0.860116004999998,"Up in D2B",6.53054940755445,"F2","THRB_HUMAN",-0.860116004999998
-0.448060747500001,13.37901961875,-23.6662902164789,4.11038568658681e-08,4.23270547632699e-06,9.59392203172822,"TENS1_HUMAN",81,33.7973157802701,1.18892225259602e-09,2.94747813739171e-07,0.448060747500001,"Non-significant",6.53054940755445,"TNS1","TENS1_HUMAN",-0.448060747500001
-0.650753737499995,14.94657385375,-28.2883873105998,1.14668066618256e-08,2.14786029672285e-06,10.9176255546578,"PH4H_HUMAN",41,33.5991375412812,1.24365825133879e-09,2.99508440015276e-07,0.650753737499995,"Up in D2B",6.52359093487595,"PAH","PH4H_HUMAN",-0.650753737499995
1.0737195005,9.93507838225,35.6116213258895,2.19615855547339e-09,7.05943235222851e-07,12.5592343913692,"INGR1_HUMAN",13,-33.1468480451334,1.37956850633239e-09,3.2301063721877e-07,-1.0737195005,"Up in D1B",6.49078317547278,"IFNGR1","INGR1_HUMAN",1.0737195005
-0.50807023,11.8657363675,-25.1131175258814,2.68955433513148e-08,3.63201984072032e-06,10.0381190152222,"RAPH1_HUMAN",50,32.3004352302363,1.68147302838685e-09,3.68669532861186e-07,0.50807023,"Up in D2B",6.43336275134694,"RAPH1","RAPH1_HUMAN",-0.50807023
-0.834884407499999,10.72157752375,-28.6296612473828,1.05222831114178e-08,2.11172200824145e-06,11.0052135167996,"PTPRK_HUMAN",45,32.2811507790489,1.68917206467234e-09,3.68669532861186e-07,0.834884407499999,"Up in D2B",6.43336275134694,"PTPRK","PTPRK_HUMAN",-0.834884407499999
1.66675067,13.4407719375,34.178983984497,2.95005728845864e-09,7.77063527638058e-07,12.2732819734815,"ISG20_HUMAN",10,-32.1950740014922,1.72402578861022e-09,3.68669532861186e-07,-1.66675067,"Up in D1B",6.43336275134694,"ISG20","ISG20_HUMAN",1.66675067
0.685420752500001,11.29017293375,28.9688092208446,9.67033537197425e-09,2.03778142125927e-06,11.0910324792559,"ASNS_HUMAN",27,-32.1333248644266,1.7495291629431e-09,3.68669532861186e-07,-0.685420752500001,"Up in D1B",6.43336275134694,"ASNS","ASNS_HUMAN",0.685420752500001
-0.469571112500002,12.21414637625,-23.4570402099107,4.37956370867868e-08,4.27925944993589e-06,9.52715112411018,"MOV10_HUMAN",53,30.591505761971,2.54804074019154e-09,5.23839887782305e-07,0.469571112500002,"Non-significant",6.2808014353033,"MOV10","MOV10_HUMAN",-0.469571112500002
-0.928832052499999,11.83787703625,-28.4027784811702,1.11398642194232e-08,2.14786029672285e-06,10.9471233253592,"KNG1_HUMAN",26,30.2977390581187,2.74306280695319e-09,5.40431127041648e-07,0.928832052499999,"Up in D2B",6.26725964500694,"KNG1","KNG1_HUMAN",-0.928832052499999
0.5617561375,13.80392861375,25.7790833295323,2.23028603106886e-08,3.29808437822445e-06,10.2328923778585,"RAGP1_HUMAN",33,-30.1867993395087,2.82105242937924e-09,5.40431127041648e-07,-0.5617561375,"Up in D1B",6.26725964500694,"RANGAP1","RAGP1_HUMAN",0.5617561375
0.971435307499998,10.96568810875,31.5321897694361,5.26316315308025e-09,1.23231117270315e-06,11.7028055664508,"CD123_HUMAN",14,-30.1687360906401,2.83398621533566e-09,5.40431127041648e-07,-0.971435307499998,"Up in D1B",6.26725964500694,"CDC123","CD123_HUMAN",0.971435307499998
-0.466652152499996,13.05447208875,-22.4031206025446,6.08044457828558e-08,5.3949544579336e-06,9.18043398830051,"MYLK_HUMAN",99,30.098105995536,2.88520592203988e-09,5.40431127041648e-07,0.466652152499996,"Non-significant",6.26725964500694,"MYLK","MYLK_HUMAN",-0.466652152499996
-0.555363180000004,12.6427118775,-25.3888574185636,2.48746399165565e-08,3.49447233094425e-06,10.1194738401888,"CADH2_HUMAN",34,29.8482416383276,3.07497434462601e-09,5.60288578727445e-07,0.555363180000004,"Up in D2B",6.25158823037234,"CDH2","CADH2_HUMAN",-0.555363180000004
-0.781036379999998,12.56538415,-27.4823134010506,1.41061914414745e-08,2.43480938097685e-06,10.7056822977651,"APOA5_HUMAN",27,29.7863116570305,3.12416220194447e-09,5.60288578727445e-07,0.781036379999998,"Up in D2B",6.25158823037234,"APOA5","APOA5_HUMAN",-0.781036379999998
-0.737187145,15.788970115,-28.7275081459961,1.02680301228941e-08,2.11095672941157e-06,11.0300969618297,"MTND_HUMAN",19,29.3859210030502,3.46446118643644e-09,6.01016894753873e-07,0.737187145,"Up in D2B",6.22111331968569,"ADI1","MTND_HUMAN",-0.737187145
-0.875938892499997,10.33170056375,-27.4692860242375,1.41541890696246e-08,2.43480938097685e-06,10.7021970326649,"S4A4_HUMAN",26,29.3534220154617,3.49386971680387e-09,6.01016894753873e-07,0.875938892499997,"Up in D2B",6.22111331968569,"SLC4A4","S4A4_HUMAN",-0.875938892499997
-0.578549862499997,14.90537524125,-24.058901994326,3.65452301836374e-08,4.11694978519446e-06,9.71743290892859,"AMPN_HUMAN",49,28.6657585948027,4.18731469481928e-09,7.02378598243869e-07,0.578549862499997,"Up in D2B",6.15342873002649,"ANPEP","AMPN_HUMAN",-0.578549862499997
-0.878690242499999,10.63050603875,-26.0797824546846,2.05265379344898e-08,3.26449411792103e-06,10.3189508422188,"VLDLR_HUMAN",35,28.3723052396027,4.52955962237266e-09,7.02378598243869e-07,0.878690242499999,"Up in D2B",6.15342873002649,"VLDLR","VLDLR_HUMAN",-0.878690242499999
1.421875955,11.0861413475,27.889835271192,1.26942157894852e-08,2.32607706281675e-06,10.8137370330417,"IMA1_HUMAN",16,-28.3512627161067,4.55528915021362e-09,7.02378598243869e-07,-1.421875955,"Up in D1B",6.15342873002649,"KPNA2","IMA1_HUMAN",1.421875955
0.392210962500004,10.24777221625,20.8042661903989,1.03063584973503e-07,7.42498254480048e-06,8.61856647332637,"TMF1_HUMAN",54,-28.3097329623535,4.60655479281214e-09,7.02378598243869e-07,-0.392210962500004,"Non-significant",6.15342873002649,"TMF1","TMF1_HUMAN",0.392210962500004
0.561538457499999,14.88890135125,24.2527330545524,3.45085104773669e-08,4.05287137645208e-06,9.7775754844414,"CP4AB_HUMAN",36,-28.2907691044576,4.63018072178232e-09,7.02378598243869e-07,-0.561538457499999,"Up in D1B",6.15342873002649,"CYP4A11","CP4AB_HUMAN",0.561538457499999
-0.546904325,11.6035684325,-25.1290831823614,2.6773563506991e-08,3.63201984072032e-06,10.0428573470324,"CAP2_HUMAN",27,28.2744332421549,4.65064228443921e-09,7.02378598243869e-07,0.546904325,"Up in D2B",6.15342873002649,"CAP2","CAP2_HUMAN",-0.546904325
-0.625966307499999,12.60963451875,-24.7622809030329,2.97422810486684e-08,3.68673069057686e-06,9.93312105534072,"PFKAP_HUMAN",36,28.2618970716974,4.66641375034484e-09,7.02378598243869e-07,0.625966307499999,"Up in D2B",6.15342873002649,"PFKP","PFKAP_HUMAN",-0.625966307499999
-0.44472599,10.4999053475,-21.3122320950053,8.67945169269853e-08,6.83729890820149e-06,8.80204664370057,"DEN4C_HUMAN",74,28.0483120588812,4.94461610926342e-09,7.31195950613708e-07,0.44472599,"Non-significant",6.13596622240414,"DENND4C","DEN4C_HUMAN",-0.44472599
0.805445195000003,12.770490885,24.9924081604851,2.78385030118584e-08,3.63201984072032e-06,10.0021829229072,"PIGR_HUMAN",36,-27.3777346754717,5.9474778603633e-09,8.47163569818791e-07,-0.805445195000003,"Up in D1B",6.07203272826276,"PIGR","PIGR_HUMAN",0.805445195000003
-0.809288502500001,11.03152680375,-26.978657534009,1.610461327184e-08,2.66168206408508e-06,10.5695080847354,"GBA3_HUMAN",18,27.3764546443476,5.94959990377854e-09,8.47163569818791e-07,0.809288502500001,"Up in D2B",6.07203272826276,"GBA3","GBA3_HUMAN",-0.809288502500001
-1.3827431225,11.28698837625,-34.373541880006,2.8321503974695e-09,7.70070829040981e-07,12.3130077488475,"CXB1_HUMAN",7,27.3016795580627,6.07505845122636e-09,8.47163569818791e-07,1.3827431225,"Up in D2B",6.07203272826276,"GJB1","CXB1_HUMAN",-1.3827431225
0.847833395,10.85185802,24.3414777578459,3.36193042284395e-08,4.05287137645208e-06,9.80493057679939,"LAMA5_HUMAN",106,-27.223322691536,6.2097405125851e-09,8.47163569818791e-07,-0.847833395,"Up in D1B",6.07203272826276,"LAMA5","LAMA5_HUMAN",0.847833395
-1.365845915,13.11425054,-28.3465312141644,1.12992811110293e-08,2.14786029672285e-06,10.9326366386465,"SCD_HUMAN",11,27.2109229146232,6.23136093590759e-09,8.47163569818791e-07,1.365845915,"Up in D2B",6.07203272826276,"SCD","SCD_HUMAN",-1.365845915
-0.588610172500001,12.02980852125,-25.4485876616082,2.44599719064284e-08,3.49445937625906e-06,10.1369635197627,"HRG_HUMAN",22,27.0666342186111,6.48929211631386e-09,8.68226083308088e-07,0.588610172500001,"Up in D2B",6.06136717119645,"HRG","HRG_HUMAN",-0.588610172500001
-0.843928336999999,9.813462019,-35.2604531308536,2.35831321475691e-09,7.05943235222851e-07,12.4905263411837,"INHBC_HUMAN",10,26.8726769171117,6.85521232739536e-09,9.02852886056492e-07,0.843928336999999,"Up in D2B",6.04438300935303,"INHBC","INHBC_HUMAN",-0.843928336999999
-0.341013909999997,12.9225854875,-18.9255115821699,2.01984146243368e-07,1.08340171609226e-05,7.89540171073153,"INSR_HUMAN",54,26.7023035347913,7.1959361248467e-09,9.33146855328197e-07,0.341013909999997,"Non-significant",6.03005000315618,"INSR","INSR_HUMAN",-0.341013909999997
0.720790862500003,11.44014430125,23.5647595085224,4.23857123674836e-08,4.23270547632699e-06,9.56160693139381,"JAK1_HUMAN",56,-26.6011302770828,7.40729581305445e-09,9.46001460730848e-07,-0.720790862500003,"Up in D1B",6.02410819299899,"JAK1","JAK1_HUMAN",0.720790862500003
-0.546686407499998,11.46722018625,-24.8150039355107,2.92933786593062e-08,3.68528192118347e-06,9.94900772226559,"ANXA9_HUMAN",22,26.4760880720466,7.67826555821888e-09,9.56245066646782e-07,0.546686407499998,"Up in D2B",6.01943079239635,"ANXA9","ANXA9_HUMAN",-0.546686407499998
0.836463215,10.1281296025,27.1286142278251,1.54777836445081e-08,2.60924476679117e-06,10.6103612335937,"COCH_HUMAN",15,-26.4597911516967,7.71439844963592e-09,9.56245066646782e-07,-0.836463215,"Up in D1B",6.01943079239635,"COCH","COCH_HUMAN",0.836463215
-0.551419020000001,15.253762365,-23.1629389507974,4.79246078542548e-08,4.48840577337238e-06,9.43216953055436,"HMCS1_HUMAN",32,26.39794503784,7.85327793437214e-09,9.59351879838012e-07,0.551419020000001,"Up in D2B",6.01802206911479,"HMGCS1","HMCS1_HUMAN",-0.551419020000001
0.89628243425,8.298746943375,25.9478758507155,2.1285159453629e-08,3.29808437822445e-06,10.2813415068034,"BCD1_HUMAN",16,-25.9177601641962,9.03290550698019e-09,1.08769086454766e-06,-0.89628243425,"Up in D1B",5.96349451906606,"ZNHIT6","BCD1_HUMAN",0.89628243425
-0.4470529575,13.06616878375,-23.4292177284617,4.41684152502577e-08,4.27925944993589e-06,9.51822285399749,"GBA1_HUMAN",23,25.7067332885611,9.61361405996506e-09,1.13704605459865e-06,0.4470529575,"Non-significant",5.94422194441254,"GBA1","GBA1_HUMAN",-0.4470529575
-0.282799004999998,13.85946548,-15.8547098955222,7.0656614223585e-07,2.4610107491347e-05,6.53337831294073,"LRP1_HUMAN",202,25.6722075133577,9.71257752178229e-09,1.13704605459865e-06,0.282799004999998,"Non-significant",5.94422194441254,"LRP1","LRP1_HUMAN",-0.282799004999998
1.225003958,8.88849270325,24.050917640919,3.66320125625323e-08,4.11694978519446e-06,9.71494378477345,"LAMB3_HUMAN",46,-25.5233711255387,1.01525649924034e-08,1.17227356604067e-06,-1.225003958,"Up in D1B",5.93097102794416,"LAMB3","LAMB3_HUMAN",1.225003958
-0.693556305000001,13.982096435,-25.7865797526126,2.22565048785293e-08,3.29808437822445e-06,10.2350518479894,"FBX2_HUMAN",16,25.2388939319838,1.10575782295389e-08,1.24531846798851e-06,0.693556305000001,"Up in D2B",5.90471957129632,"FBXO2","FBX2_HUMAN",-0.693556305000001
0.4306931505,9.98368501725,19.6989751559957,1.5197031471461e-07,9.41880722595181e-06,8.20203195518843,"ZNFX1_HUMAN",74,-25.2319858042535,1.10806602324283e-08,1.24531846798851e-06,-0.4306931505,"Non-significant",5.90471957129632,"ZNFX1","ZNFX1_HUMAN",0.4306931505
0.32903409,11.517199635,19.1584068696134,1.85185637945891e-07,1.02692746200389e-05,7.98911000317194,"HGFL_HUMAN",34,-24.9452586870975,1.20884215315253e-08,1.34070138275298e-06,-0.32903409,"Non-significant",5.87266794270346,"MST1","HGFL_HUMAN",0.32903409
-1.128842355,12.6187167175,-23.6894638525556,4.08174961987873e-08,4.23270547632699e-06,9.60127592229554,"FA10_HUMAN",25,24.7850575481857,1.26962965431898e-08,1.38983225405905e-06,1.128842355,"Up in D2B",5.85703761379823,"F10","FA10_HUMAN",-1.128842355
0.511018755,11.084968565,22.705812688599,5.52520947187812e-08,5.02149991106528e-06,9.28183791076711,"RCC2_HUMAN",24,-24.7276514450541,1.2922457548917e-08,1.39645377794643e-06,-0.511018755,"Up in D1B",5.85497343469626,"RCC2","RCC2_HUMAN",0.511018755
0.7440752985,9.48686742775,23.0497100614395,4.96309057053664e-08,4.59713081528058e-06,9.3952422929318,"UTP25_HUMAN",26,-24.6094070609346,1.34027735414173e-08,1.43002504026084e-06,-0.7440752985,"Up in D1B",5.84465635781333,"UTP25","UTP25_HUMAN",0.7440752985
-0.96803403,14.74650681,-23.5810863663253,4.2176548085126e-08,4.23270547632699e-06,9.56681394879351,"TMPS6_HUMAN",21,24.4793081545121,1.3954666876664e-08,1.45617932327682e-06,0.96803403,"Up in D2B",5.83678513991712,"TMPRSS6","TMPS6_HUMAN",-0.96803403
0.652142044999998,11.26880765,22.4467339331882,5.99666350681627e-08,5.37722092542067e-06,9.19513789939206,"IP3KC_HUMAN",29,-24.4703921295533,1.39934185769868e-08,1.45617932327682e-06,-0.652142044999998,"Up in D1B",5.83678513991712,"ITPKC","IP3KC_HUMAN",0.652142044999998
-0.640796899999998,10.9441126575,-26.5602469891833,1.80119308038745e-08,2.91966470665112e-06,10.4541038702402,"IYD1_HUMAN",14,24.3518741279254,1.45202390133697e-08,1.4808593310221e-06,0.640796899999998,"Up in D2B",5.8294861937829,"IYD","IYD1_HUMAN",-0.640796899999998
-1.675311089,9.286263943,-25.8041252211025,2.21484370761015e-08,3.29808437822445e-06,10.2401032900141,"SYUG_HUMAN",8,24.3186255016842,1.46720253727484e-08,1.4808593310221e-06,1.675311089,"Up in D2B",5.8294861937829,"SNCG","SYUG_HUMAN",-1.675311089
-0.457363369999996,13.2501040675,-19.3322674036535,1.73677502783365e-07,1.00269018558971e-05,8.05828098444665,"MPRI_HUMAN",109,24.2373305299502,1.50507510419137e-08,1.4808593310221e-06,0.457363369999996,"Non-significant",5.8294861937829,"IGF2R","MPRI_HUMAN",-0.457363369999996
-0.520242212500001,11.09237074875,-20.9509617706666,9.8034200421627e-08,7.26297622227399e-06,8.6720491007686,"S12A4_HUMAN",39,24.2131751467879,1.51653994814984e-08,1.4808593310221e-06,0.520242212500001,"Up in D2B",5.8294861937829,"SLC12A4","S12A4_HUMAN",-0.520242212500001
-0.505885122500004,14.98881506875,-20.9450970377316,9.82298362011193e-08,7.26297622227399e-06,8.66991872432226,"DPYL2_HUMAN",35,24.0802264951691,1.58143233893456e-08,1.4808593310221e-06,0.505885122500004,"Up in D2B",5.8294861937829,"DPYSL2","DPYL2_HUMAN",-0.505885122500004
0.515887977499998,12.85629808875,20.1627083102964,1.28798114563569e-07,8.66610368226734e-06,8.3797773485971,"AGRIN_HUMAN",69,-24.052542349159,1.59533576276995e-08,1.4808593310221e-06,-0.515887977499998,"Up in D1B",5.8294861937829,"AGRN","AGRIN_HUMAN",0.515887977499998
0.477454662500003,12.47101235375,21.4595194362402,8.26382177090385e-08,6.57129751952345e-06,8.85435867557121,"ABCF2_HUMAN",27,-24.0482479720875,1.59750480011405e-08,1.4808593310221e-06,-0.477454662500003,"Non-significant",5.8294861937829,"ABCF2","ABCF2_HUMAN",0.477454662500003
-1.9613220675,9.40818321625,-24.816014470846,2.9284850165278e-08,3.68528192118347e-06,9.94931184480783,"CDO1_HUMAN",8,24.0478290557171,1.59771656771963e-08,1.4808593310221e-06,1.9613220675,"Up in D2B",5.8294861937829,"CDO1","CDO1_HUMAN",-1.9613220675
-0.878350257500005,11.92919969625,-23.5416654601118,4.26835882652502e-08,4.23270547632699e-06,9.5542347914292,"BODG_HUMAN",18,24.0327472241673,1.60536176628654e-08,1.4808593310221e-06,0.878350257500005,"Up in D2B",5.8294861937829,"BBOX1","BODG_HUMAN",-0.878350257500005
-0.626961944999998,10.45543301,-22.1570237131357,6.5788810127411e-08,5.6585089853464e-06,9.09686767184954,"RBG1L_HUMAN",27,24.0253047250684,1.60914968115028e-08,1.4808593310221e-06,0.626961944999998,"Up in D2B",5.8294861937829,"RABGAP1L","RBG1L_HUMAN",-0.626961944999998
-0.726509332499999,12.95201218125,-22.2850817842968,6.31395095590355e-08,5.54378047992823e-06,9.14047897289046,"APOA4_HUMAN",29,24.0112832888554,1.61631342334836e-08,1.4808593310221e-06,0.726509332499999,"Up in D2B",5.8294861937829,"APOA4","APOA4_HUMAN",-0.726509332499999
0.538962123499999,9.88389766075,21.0014326258656,9.63687725521354e-08,7.26297622227399e-06,8.69035603880317,"MCM2_HUMAN",33,-23.6642160844548,1.80563752212213e-08,1.63652888967392e-06,-0.538962123499999,"Up in D1B",5.78607632368001,"MCM2","MCM2_HUMAN",0.538962123499999
