"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1C_vs_D3BM","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names"
0.888927225,14.5761379,42.7140940078631,6.66928005068608e-10,9.53208708570381e-08,13.7620114175016,"DPP4_HUMAN",42,56.2578603145504,3.0863202381887e-11,9.2909261741759e-09,0.888927225,"Up in D3BM",8.03194099081962,"DPP4","DPP4_HUMAN"
1.12409853999999,14.7386621225,45.9988338034089,3.92606645629426e-10,7.47236695180925e-08,14.3004440531853,"ACSA_HUMAN",34,54.1607782334229,4.11669432340431e-11,1.17393969031155e-08,1.12409853999999,"Up in D3BM",7.93035421385304,"ACSS2","ACSA_HUMAN"
1.038738965,10.9591232525,43.6206925373306,5.73923490910459e-10,8.95852056460048e-08,13.9154825639374,"PTPRK_HUMAN",45,54.0549220511843,4.17821695448409e-11,1.17393969031155e-08,1.038738965,"Up in D3BM",7.93035421385304,"PTPRK","PTPRK_HUMAN"
-1.6164340975,13.12201452125,-52.7602108164462,1.47137541732429e-10,4.41525926435653e-08,15.2730368364544,"HMOX1_HUMAN",18,-53.2871435275455,4.65690077771802e-11,1.2662263437221e-08,-1.6164340975,"Up in D1C",7.89748865526398,"HMOX1","HMOX1_HUMAN"
1.114807605,11.3077251925,44.3723980444502,5.07908945959479e-10,8.39444020684794e-08,14.0398573265185,"G6PD_HUMAN",38,52.6684082066615,5.08806670473841e-11,1.3312461912663e-08,1.114807605,"Up in D3BM",7.87574162174443,"G6PD","G6PD_HUMAN"
1.6377925875,11.66304087625,47.3759322668249,3.17909701986494e-10,6.53575823913209e-08,14.5124328565311,"NEP_HUMAN",38,52.3067577710364,5.36091499919027e-11,1.3312461912663e-08,1.6377925875,"Up in D3BM",7.87574162174443,"MME","NEP_HUMAN"
-1.7472312475,11.25453555625,-57.6162533837736,7.83296808434854e-11,3.28825997782877e-08,15.8781753256854,"HLAE_HUMAN",13,-52.2952835986954,5.36983871195329e-11,1.3312461912663e-08,-1.7472312475,"Up in D1C",7.87574162174443,"HLA-E","HLAE_HUMAN"
1.2532703875,12.76528704125,44.6270556079841,4.87539892345768e-10,8.21894750516495e-08,14.0814168952799,"PLOD1_HUMAN",42,51.800170124601,5.77139369463771e-11,1.38991649863146e-08,1.2532703875,"Up in D3BM",7.85701128987028,"PLOD1","PLOD1_HUMAN"
-2.4524950975,13.11620950625,-57.5763601353022,7.87191869310099e-11,3.28825997782877e-08,15.8734805254405,"ISG20_HUMAN",10,-51.3053761094239,6.20695975829456e-11,1.42121977697499e-08,-2.4524950975,"Up in D1C",7.84733875771849,"ISG20","ISG20_HUMAN"
2.93475604249999,17.31171667625,48.6873753788993,2.61486741195696e-10,6.31524486474683e-08,14.7073579769254,"FIBG_HUMAN",40,51.2709777795007,6.23859671942989e-11,1.42121977697499e-08,2.93475604249999,"Up in D3BM",7.84733875771849,"FGG","FIBG_HUMAN"
1.15690136,17.89444685,43.4842171647349,5.86929733620679e-10,8.99496495397945e-08,13.892625252964,"BHMT1_HUMAN",37,50.555200828297,6.94015463435813e-11,1.48983362995889e-08,1.15690136,"Up in D3BM",7.82686222663802,"BHMT","BHMT1_HUMAN"
0.963843822499999,16.57364678375,38.9156844194464,1.29772541186481e-09,1.42058798657253e-07,13.0742776833527,"CO3_HUMAN",118,50.4680723708481,7.03148949419633e-11,1.48983362995889e-08,0.963843822499999,"Up in D3BM",7.82686222663802,"C3","CO3_HUMAN"
2.22258854,11.938700915,55.4726976936829,1.02763155112186e-10,3.76604623669834e-08,15.6196235791406,"TSK_HUMAN",11,50.2958880185706,7.21601395509004e-11,1.48983362995889e-08,2.22258854,"Up in D3BM",7.82686222663802,"TSKU","TSK_HUMAN"
-1.320808645,10.9510864025,-45.8962400448024,3.98928120573516e-10,7.47236695180925e-08,14.2843400542045,"ASNS_HUMAN",27,-50.2676566427576,7.2467883293765e-11,1.48983362995889e-08,-1.320808645,"Up in D1C",7.82686222663802,"ASNS","ASNS_HUMAN"
0.956708672499996,12.34967362875,40.2131104056792,1.02659803551417e-09,1.17029966784085e-07,13.3177349731472,"KANK2_HUMAN",45,49.85300537489,7.71633302649493e-11,1.52883519648607e-08,0.956708672499996,"Up in D3BM",7.81563932761204,"KANK2","KANK2_HUMAN"
1.438891174,10.230006338,47.985559219782,2.90116485525306e-10,6.31524486474683e-08,14.6038663585426,"IRF6_HUMAN",20,49.6292284197388,7.98397682224764e-11,1.52883519648607e-08,1.438891174,"Up in D3BM",7.81563932761204,"IRF6","IRF6_HUMAN"
0.903377054999996,13.4889125825,40.3578317369286,1.00057509931013e-09,1.17029966784085e-07,13.3443215825187,"BGH3_HUMAN",36,49.5787929804706,8.04573957285399e-11,1.52883519648607e-08,0.903377054999996,"Up in D3BM",7.81563932761204,"TGFBI","BGH3_HUMAN"
1.29770851,13.2833178025,42.2891648536974,7.16349593010326e-10,9.85702262004992e-08,13.6887332268361,"CO5_HUMAN",77,49.4811399040344,8.16686717115461e-11,1.52883519648607e-08,1.29770851,"Up in D3BM",7.81563932761204,"C5","CO5_HUMAN"
-1.17522907425,10.535325527875,-48.4273829125718,2.71700103271175e-10,6.31524486474683e-08,14.6692365457613,"DDX47_HUMAN",19,-49.3417241657361,8.34338818820255e-11,1.52883519648607e-08,-1.17522907425,"Up in D1C",7.81563932761204,"DDX47","DDX47_HUMAN"
1.3396422825,12.73427236125,52.525620703245,1.51907128563696e-10,4.41525926435653e-08,15.241981804217,"VISL1_HUMAN",15,49.0528790435834,8.72301720459373e-11,1.55601162409682e-08,1.3396422825,"Up in D3BM",7.80798716296185,"VSNL1","VISL1_HUMAN"
-1.69378924375,9.801478028125,-48.2537978035714,2.7877202995195e-10,6.31524486474683e-08,14.6436424488571,"RIOX2_HUMAN",18,-48.9514701427723,8.86090377941005e-11,1.55601162409682e-08,-1.69378924375,"Up in D1C",7.80798716296185,"RIOX2","RIOX2_HUMAN"
3.50038027725,10.448481678875,54.0962484058629,1.23018132697368e-10,3.92419197286053e-08,15.4465694172476,"SPP24_HUMAN",7,48.2659387936963,9.86039152846599e-11,1.67717168940658e-08,3.50038027725,"Up in D3BM",7.7754224770807,"SPP2","SPP24_HUMAN"
1.1365761775,10.63959932375,42.1882536789458,7.28690778376172e-10,9.85702262004992e-08,13.6712024713438,"MANBA_HUMAN",33,48.1722985061072,1.00065692907948e-10,1.67717168940658e-08,1.1365761775,"Up in D3BM",7.7754224770807,"MANBA","MANBA_HUMAN"
-1.5443432325,15.76861178875,-45.346128292869,4.34866582160051e-10,7.54161110276322e-08,14.1972340728365,"AACT_HUMAN",24,-48.0832891933182,1.01477940633213e-10,1.67717168940658e-08,-1.5443432325,"Up in D1C",7.7754224770807,"SERPINA3","AACT_HUMAN"
4.6974112945,10.67169296525,45.6672955415552,4.13457386736555e-10,7.49004026170362e-08,14.2482439054648,"PGBM_HUMAN",175,47.5247517846492,1.10872000070874e-10,1.79719247807191e-08,4.6974112945,"Up in D3BM",7.74540540776135,"HSPG2","PGBM_HUMAN"
1.8533046225,11.55713427125,46.4348010046773,3.66986178953129e-10,7.19378256371145e-08,14.3683903360885,"EKI2_HUMAN",17,46.8536086077063,1.23487384750204e-10,1.93404773686977e-08,1.8533046225,"Up in D3BM",7.71353281070634,"ETNK2","EKI2_HUMAN"
-0.836585995,13.7924444675,-36.6837393407622,1.97886829547873e-09,1.85332009584335e-07,12.6326382236087,"HS105_HUMAN",48,-46.8327910015185,1.23903876843003e-10,1.93404773686977e-08,-0.836585995,"Up in D1C",7.71353281070634,"HSPH1","HS105_HUMAN"
1.6961517325,11.45691061125,45.6030264089716,4.17643720844786e-10,7.49004026170362e-08,14.2380713196114,"GBA3_HUMAN",18,46.3343156445314,1.34367377811741e-10,2.05924114104576e-08,1.6961517325,"Up in D3BM",7.68629279369597,"GBA3","GBA3_HUMAN"
0.823295357500001,13.93398654375,34.3765937345593,3.14642216854857e-09,2.53516103090355e-07,12.1426598453164,"LRP1_HUMAN",202,45.9346780307414,1.43481027640673e-10,2.08190106962411e-08,0.823295357500001,"Up in D3BM",7.68153991168291,"LRP1","LRP1_HUMAN"
1.4856591215,10.40920948925,40.8928422839582,9.10686568351381e-10,1.09659672637626e-07,13.4416451931559,"SORL_HUMAN",72,45.8932606304236,1.44464882272359e-10,2.08190106962411e-08,1.4856591215,"Up in D3BM",7.68153991168291,"SORL1","SORL_HUMAN"
-1.953941105,14.7583192575,-43.7317419727364,5.63582261535669e-10,8.95852056460048e-08,13.9340181774738,"SQSTM_HUMAN",24,-45.784938959374,1.4707430189527e-10,2.08190106962411e-08,-1.953941105,"Up in D1C",7.68153991168291,"SQSTM1","SQSTM_HUMAN"
-0.740956307499999,10.89309263375,-33.6547884221927,3.66084531513495e-09,2.83094175791491e-07,11.9817147934073,"K1671_HUMAN",68,-45.7541931951314,1.4782463765159e-10,2.08190106962411e-08,-0.740956307499999,"Up in D1C",7.68153991168291,"KIAA1671","K1671_HUMAN"
3.2361319075,16.16867482625,43.7421065480255,5.62627959997859e-10,8.95852056460048e-08,13.9357452751058,"FIBB_HUMAN",43,45.7390581236634,1.48195591621125e-10,2.08190106962411e-08,3.2361319075,"Up in D3BM",7.68153991168291,"FGB","FIBB_HUMAN"
2.589065073,9.7636523235,51.6417782486044,1.71528388592174e-10,4.81937595814479e-08,15.123362458868,"CDO1_HUMAN",8,44.6270308645556,1.78567895742133e-10,2.4674570380499e-08,2.589065073,"Up in D3BM",7.60775040027952,"CDO1","CDO1_HUMAN"
1.6033947425,16.16714942375,41.0659483631098,8.83599129496403e-10,1.07939957427901e-07,13.4728146271182,"APOE_HUMAN",35,44.434805473324,1.84502579403642e-10,2.50812972945388e-08,1.6033947425,"Up in D3BM",7.60065000399409,"APOE","APOE_HUMAN"
1.371820447,10.3385045515,42.2199316395992,7.24790754839729e-10,9.85702262004992e-08,13.6767110763961,"VWA1_HUMAN",22,44.3415286822173,1.87462537614894e-10,2.50812972945388e-08,1.371820447,"Up in D3BM",7.60065000399409,"VWA1","VWA1_HUMAN"
-1.3262617625,10.77514660125,-42.7241117645683,6.65810661997583e-10,9.53208708570381e-08,13.7637284648694,"CCN1_HUMAN",20,-44.1729179156001,1.92950409324628e-10,2.54121718780827e-08,-1.3262617625,"Up in D1C",7.59495821592727,"CCN1","CCN1_HUMAN"
-0.640499352499999,13.23710024375,-32.0557275603988,5.18063569435039e-09,3.43839198958106e-07,11.6110280643785,"TOP1_HUMAN",42,-43.4106457453726,2.20139153532258e-10,2.85469680788216e-08,-0.640499352499999,"Up in D1C",7.54444001059009,"TOP1","TOP1_HUMAN"
-1.33941316875,10.546220780625,-42.7768284473581,6.59965853988859e-10,9.53208708570381e-08,13.7727562157978,"OGFD1_HUMAN",18,-43.2380791264479,2.26880246617505e-10,2.89753575566507e-08,-1.33941316875,"Up in D1C",7.53797119612632,"OGFOD1","OGFD1_HUMAN"
-0.848360302500001,10.70049965375,-34.571972135778,3.02169566841825e-09,2.4970463518723e-07,12.1855733699471,"NOTC2_HUMAN",52,-42.9534177706066,2.38516783065262e-10,3.00068352904043e-08,-0.848360302500001,"Up in D1C",7.52277980558778,"NOTCH2","NOTC2_HUMAN"
0.913134335000001,12.79781592,36.4584398143337,2.06787040911574e-09,1.89457387809093e-07,12.586352081145,"CADH2_HUMAN",34,42.6128813274673,2.53334005635014e-10,3.07901427964451e-08,0.913134335000001,"Up in D3BM",7.51158829695051,"CDH2","CADH2_HUMAN"
1.0031685825,15.94784855875,42.7115493208024,6.67212169956727e-10,9.53208708570381e-08,13.7615751806353,"NDRG1_HUMAN",18,42.5899956518074,2.5436654005666e-10,3.07901427964451e-08,1.0031685825,"Up in D3BM",7.51158829695051,"NDRG1","NDRG1_HUMAN"
-1.44702482375,9.753313780625,-46.5577562413702,3.6010858276396e-10,7.19378256371145e-08,14.3874119004084,"INGR1_HUMAN",13,-42.4851793562835,2.59156775785383e-10,3.07901427964451e-08,-1.44702482375,"Up in D1C",7.51158829695051,"IFNGR1","INGR1_HUMAN"
1.3217139225,14.15870189625,41.0922737447861,8.79560681540544e-10,1.07939957427901e-07,13.4775412058694,"LG3BP_HUMAN",20,42.4722947716965,2.59752628355705e-10,3.07901427964451e-08,1.3217139225,"Up in D3BM",7.51158829695051,"LGALS3BP","LG3BP_HUMAN"
-1.08148097825,10.461900233375,-48.4746684540247,2.69809239090102e-10,6.31524486474683e-08,14.6761887379921,"LTV1_HUMAN",14,-42.3547215497384,2.6526201931212e-10,3.07901427964451e-08,-1.08148097825,"Up in D1C",7.51158829695051,"LTV1","LTV1_HUMAN"
1.01179242,12.61134231,38.1823595477714,1.486657114181e-09,1.54704108832489e-07,12.9324628941903,"AS3MT_HUMAN",27,42.3253187950736,2.66660389623976e-10,3.07901427964451e-08,1.01179242,"Up in D3BM",7.51158829695051,"AS3MT","AS3MT_HUMAN"
1.4633083375,12.35336184375,40.1179164923226,1.04413540435334e-09,1.17346897643924e-07,13.3001858125391,"HRG_HUMAN",22,41.9549902169617,2.85006015516341e-10,3.17679948928787e-08,1.4633083375,"Up in D3BM",7.49801019576269,"HRG","HRG_HUMAN"
2.018733505,11.6194491375,61.7063064405405,4.7928791234699e-11,2.52494863323299e-08,16.3374966131861,"CXB1_HUMAN",7,41.9382849326739,2.85866618029671e-10,3.17679948928787e-08,2.018733505,"Up in D3BM",7.49801019576269,"GJB1","CXB1_HUMAN"
1.4197759625,12.27274131875,41.3563484439617,8.40192396514261e-10,1.07302753185132e-07,13.5247576673498,"BODG_HUMAN",18,41.9272670952076,2.86435830093579e-10,3.17679948928787e-08,1.4197759625,"Up in D3BM",7.49801019576269,"BBOX1","BODG_HUMAN"
-1.1855247055,10.59951627225,-42.123534309457,7.36733212792911e-10,9.85702262004992e-08,13.659932871497,"PLPL2_HUMAN",17,-41.6940778702205,2.9878895178571e-10,3.27076892805422e-08,-1.1855247055,"Up in D1C",7.48535013665024,"PNPLA2","PLPL2_HUMAN"
-0.556313277499999,11.07661950625,-28.1305285736672,1.31386744102046e-08,6.43871433741946e-07,10.6075946003008,"GEMI5_HUMAN",61,-41.4725923452033,3.11082699196612e-10,3.36168727119006e-08,-0.556313277499999,"Up in D1C",7.47344269027597,"GEMIN5","GEMI5_HUMAN"
-1.36973834,11.0809973475,-39.704317358852,1.12440120027301e-09,1.24704969961858e-07,13.2233685750871,"HSP76_HUMAN",21,-41.3280362706801,3.1941478572462e-10,3.39223889870825e-08,-1.36973834,"Up in D1C",7.46951357011307,"HSPA6","HSP76_HUMAN"
2.031063315,15.6586974875,40.2085461905887,1.02743119492493e-09,1.17029966784085e-07,13.3168946630244,"FGL1_HUMAN",19,41.2847469097034,3.21958846715696e-10,3.39223889870825e-08,2.031063315,"Up in D3BM",7.46951357011307,"FGL1","FGL1_HUMAN"
1.4067208755,9.81651699475,37.7953799503175,1.59887619850369e-09,1.58552087966913e-07,12.8563525532779,"BMP1_HUMAN",34,41.041484839977,3.36688434532648e-10,3.50363804280949e-08,1.4067208755,"Up in D3BM",7.45548076669634,"BMP1","BMP1_HUMAN"
1.150704625,12.1799117325,36.9472097356744,1.88027034700581e-09,1.80099985851273e-07,12.6863563521483,"PROS_HUMAN",31,40.749239364138,3.55401817538602e-10,3.6499341387938e-08,1.150704625,"Up in D3BM",7.43771497209599,"PROS1","PROS_HUMAN"
2.2356560225,14.15219318875,41.9117298110038,7.63768835526646e-10,1.0059074241647e-07,13.6229070601949,"TTHY_HUMAN",12,40.6889448126589,3.5940744278074e-10,3.6499341387938e-08,2.2356560225,"Up in D3BM",7.43771497209599,"TTR","TTHY_HUMAN"
1.86725115925,9.291210532875,41.1603123440821,8.69220220331357e-10,1.07939957427901e-07,13.4897406473783,"CP7A1_HUMAN",14,40.5057786247994,3.71892645982577e-10,3.73176561069898e-08,1.86725115925,"Up in D3BM",7.42808564176819,"CYP7A1","CP7A1_HUMAN"
1.840758085,12.73757136,37.9820071727091,1.54359526951964e-09,1.55855906812984e-07,12.8931695615926,"A0AAG2UXZ5_HUMAN",37,40.4302981084668,3.7717980030496e-10,3.7402923962006e-08,1.840758085,"Up in D3BM",7.42709444563568,"COL18A1","A0AAG2UXZ5_HUMAN"
-0.7767608175,11.44608390375,-33.9288461135117,3.45500680011241e-09,2.74738229416486e-07,12.0432741392381,"PAR12_HUMAN",32,-40.318667506548,3.85155725745717e-10,3.7625680299588e-08,-0.7767608175,"Up in D1C",7.4245156389679,"PARP12","PAR12_HUMAN"
1.0035850975,15.14862835375,34.5229291797311,3.05246627199184e-09,2.49798429190478e-07,12.1748270863836,"ITIH2_HUMAN",51,40.274639689264,3.88353800695712e-10,3.7625680299588e-08,1.0035850975,"Up in D3BM",7.4245156389679,"ITIH2","ITIH2_HUMAN"
1.08512807,11.44415176,37.9979957146326,1.538961407254e-09,1.55855906812984e-07,12.8963140174031,"T23O_HUMAN",22,40.1529595162026,3.97349698200775e-10,3.80597796151629e-08,1.08512807,"Up in D3BM",7.4195337308203,"TDO2","T23O_HUMAN"
1.19260907,14.938548445,35.6457190827514,2.42901948724346e-09,2.13272971437241e-07,12.4166381615846,"THRB_HUMAN",47,40.0494842023372,4.05185422669258e-10,3.83742463784177e-08,1.19260907,"Up in D3BM",7.41596014042442,"F2","THRB_HUMAN"
-0.787166119999998,11.16105342,-31.6803254471464,5.63459268961626e-09,3.6817040140136e-07,11.5210328012256,"SMCA5_HUMAN",59,-39.5743826394097,4.43480487726756e-10,4.15344114560981e-08,-0.787166119999998,"Up in D1C",7.38159193912146,"SMARCA5","SMCA5_HUMAN"
0.832721232499997,15.22211933375,34.5816446222885,3.01566872575769e-09,2.4970463518723e-07,12.1876907799795,"BHMT2_HUMAN",28,39.3320590841276,4.64578390686380e-10,4.3032211594456e-08,0.832721232499997,"Up in D3BM",7.36620633324381,"BHMT2","BHMT2_HUMAN"
1.24183058825,9.762423873375,50.6650335414817,1.96650434746695e-10,5.34698875638675e-08,14.9892266695031,"PMM1_HUMAN",11,39.1846291411355,4.77968937148364e-10,4.37587858585034e-08,1.24183058825,"Up in D3BM",7.35893473654362,"PMM1","PMM1_HUMAN"
-1.4036264425,13.59053325625,-37.4369791387956,1.71148166266982e-09,1.67745103891208e-07,12.7850587845727,"PAI1_HUMAN",22,-39.1171867375967,4.84239608137257e-10,4.37587858585034e-08,-1.4036264425,"Up in D1C",7.35893473654362,"SERPINE1","PAI1_HUMAN"
-1.2843267875,11.30375444875,-40.5204221107348,9.72230796963455e-10,1.15421597008521e-07,13.3740578728431,"PDCL3_HUMAN",15,-39.0772477902246,4.87996900071102e-10,4.37587858585034e-08,-1.2843267875,"Up in D1C",7.35893473654362,"PDCL3","PDCL3_HUMAN"
1.00532221825,10.063938498375,34.8712614028684,2.84139422329933e-09,2.46908370187526e-07,12.2507840775368,"ITA2_HUMAN",31,38.9455196147261,5.00625065320932e-10,4.44186176377909e-08,1.00532221825,"Up in D3BM",7.35243496135758,"ITGA2","ITA2_HUMAN"
0.9004240075,15.22699189125,33.476943999072,3.80188619097784e-09,2.83593793838515e-07,11.9414666281276,"DPYL2_HUMAN",35,38.541443957522,5.41728367326923e-10,4.71884436906129e-08,0.9004240075,"Up in D3BM",7.32616434577052,"DPYSL2","DPYL2_HUMAN"
0.562315702499999,14.77292335125,26.3051446315742,2.1175310879879e-08,8.29580009012574e-07,10.0881518730958,"FLNA_HUMAN",152,38.5291317714728,5.43039392334732e-10,4.71884436906129e-08,0.562315702499999,"Up in D3BM",7.32616434577052,"FLNA","FLNA_HUMAN"
0.501079797499997,11.33791697125,24.6448935473295,3.3651679485027e-08,1.14721137329195e-06,9.58135141828351,"FAT1_HUMAN",154,38.2380071786208,5.75109334839403e-10,4.8569117181053e-08,0.501079797499997,"Up in D3BM",7.31363979043023,"FAT1","FAT1_HUMAN"
0.568415642499998,10.96520018625,27.6244481547536,1.49507352117311e-08,6.81187822160441e-07,10.4672732613708,"TENS2_HUMAN",52,38.2087251621183,5.78451877057672e-10,4.8569117181053e-08,0.568415642499998,"Up in D3BM",7.31363979043023,"TNS2","TENS2_HUMAN"
