"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D3B_vs_D8CM","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names","D8CM_vs_D3B"
-2.1830875875,10.30585610875,-69.8250294763391,2.6729483619913e-11,1.73309859563267e-08,16.8648650178468,"FBLI1_HUMAN",20,72.0834852044585,8.29516143072509e-12,5.69386237906655e-09,2.1830875875,"Up in D8CM",8.24459303398118,"FBLIM1","FBLI1_HUMAN",-2.1830875875
-1.2947649975,13.69765305375,-64.0693689591798,4.90584342286713e-11,2.58445963820919e-08,16.3182006413002,"HTRA1_HUMAN",27,71.5368644722456,8.77519942142512e-12,5.69386237906655e-09,1.2947649975,"Up in D8CM",8.24459303398118,"HTRA1","HTRA1_HUMAN",-1.2947649975
-1.4777522085,10.43082070325,-71.9029001423325,2.17310326229713e-11,1.5752094224132e-08,17.0465834972099,"TAGL_HUMAN",17,71.5297934575228,8.78161240098056e-12,5.69386237906655e-09,1.4777522085,"Up in D8CM",8.24459303398118,"TAGLN","TAGL_HUMAN",-1.4777522085
-1.213421585,14.0236171475,-72.6905176178726,2.01222100190995e-11,1.5752094224132e-08,17.1134666643857,"CRYM_HUMAN",16,69.1109686007315,1.1323547354686e-11,6.52097719903544e-09,1.213421585,"Up in D8CM",8.18568731832504,"CRYM","CRYM_HUMAN",-1.213421585
-1.5049920075,11.80678653625,-62.3018682029716,5.97667723152467e-11,2.96337719908949e-08,16.1363094176465,"PALLD_HUMAN",30,68.4556256521513,1.21495376332041e-11,6.52097719903544e-09,1.5049920075,"Up in D8CM",8.18568731832504,"PALLD","PALLD_HUMAN",-1.5049920075
-1.54759073,13.8003909575,-61.2721428091713,6.72263390907748e-11,3.14806006775634e-08,16.0270372876364,"PFKAP_HUMAN",36,67.8944303528068,1.29115129037538e-11,6.52097719903544e-09,1.54759073,"Up in D8CM",8.18568731832504,"PFKP","PFKAP_HUMAN",-1.54759073
3.78371333875,11.264944075625,64.470293529571,4.69452935811946e-11,2.58445963820919e-08,16.3584939232887,"PGBM_HUMAN",175,-67.3870914318882,1.36473202594211e-11,6.52097719903544e-09,-3.78371333875,"Up in D3B",8.18568731832504,"HSPG2","PGBM_HUMAN",3.78371333875
1.102886675,12.00868249,54.4942361845114,1.53727112899868e-10,5.36076562609529e-08,15.2405201156647,"AGRIN_HUMAN",69,-67.1565846278122,1.39972698661203e-11,6.52097719903544e-09,-1.102886675,"Up in D3B",8.18568731832504,"AGRN","AGRIN_HUMAN",1.102886675
-1.7878091325,13.22564089375,-72.0019982558325,2.15207480353248e-11,1.5752094224132e-08,17.0550579233399,"IL18_HUMAN",13,66.5115546329972,1.50319251779789e-11,6.52097719903544e-09,1.7878091325,"Up in D8CM",8.18568731832504,"IL18","IL18_HUMAN",-1.7878091325
-0.867490292500001,16.97051691875,-48.1714122340873,3.66822123514495e-10,7.64430234472451e-08,14.3830943072986,"FLNB_HUMAN",187,66.1966573954645,1.55683799962158e-11,6.52097719903544e-09,0.867490292500001,"Up in D8CM",8.18568731832504,"FLNB","FLNB_HUMAN",-0.867490292500001
-1.833105565,11.7931730725,-65.3154503603821,4.28221746960367e-11,2.57820078937781e-08,16.4422985162414,"PRS23_HUMAN",17,65.8158621460261,1.62463543931361e-11,6.52097719903544e-09,1.833105565,"Up in D8CM",8.18568731832504,"PRSS23","PRS23_HUMAN",-1.833105565
-1.0285916275,18.55464577625,-53.8920622270726,1.66260795278437e-10,5.36076562609529e-08,15.1644494202877,"ANXA2_HUMAN",42,65.3337805695277,1.71532437431042e-11,6.57203143230115e-09,1.0285916275,"Up in D8CM",8.18230036811551,"ANXA2","ANXA2_HUMAN",-1.0285916275
-1.058182,11.6895788925,-52.5854981046649,1.97682294896161e-10,5.91189216347136e-08,14.9955636908931,"ACD10_HUMAN",56,64.0971877237442,1.97542558174296e-11,7.23950531674408e-09,1.058182,"Up in D8CM",8.14029110860233,"ACAD10","ACD10_HUMAN",-1.058182
1.1490180525,11.19152963125,57.5097284629625,1.05132688353341e-10,4.43081715065155e-08,15.6056202470266,"PACN3_HUMAN",23,-62.2821452901876,2.44245211089884e-11,8.57809535115264e-09,-1.1490180525,"Up in D3B",8.06660913060228,"PACSIN3","PACN3_HUMAN",1.1490180525
-1.30706310249999,17.59895944625,-55.5083729881983,1.34977585718896e-10,4.94663508706338e-08,15.366198774366,"CLUS_HUMAN",30,61.2376169368281,2.76749645874822e-11,9.33089106031549e-09,1.30706310249999,"Up in D8CM",8.03007688100164,"CLU","CLUS_HUMAN",-1.30706310249999
-0.893257857499998,13.99269664125,-51.666368449991,2.23859665117685e-10,6.13473491083231e-08,14.8735071288093,"TES_HUMAN",27,59.8173922120611,3.29126732628945e-11,1.06700354974207e-08,0.893257857499998,"Up in D8CM",7.97183413574814,"TES","TES_HUMAN",-0.893257857499998
1.0839960575,14.43285882375,52.3733716989065,2.03398828734926e-10,5.91189216347136e-08,14.9676368313542,"AK1D1_HUMAN",30,-59.2133213870953,3.54749652215811e-11,1.09958554183615e-08,-1.0839960575,"Up in D3B",7.95877097921604,"AKR1D1","AK1D1_HUMAN",1.0839960575
-0.818484785000003,11.6297171125,-45.941119663015,5.12358132403665e-10,8.30512826544326e-08,14.0464514264769,"RIGI_HUMAN",49,58.64132873477,3.81116963321461e-11,1.09958554183615e-08,0.818484785000003,"Up in D8CM",7.95877097921604,"RIGI","RIGI_HUMAN",-0.818484785000003
-0.838525534999999,11.86579907,-48.7405880080453,3.37669071445585e-10,7.64430234472451e-08,14.4659389430953,"TCAF1_HUMAN",31,58.4996708519666,3.87986074262362e-11,1.09958554183615e-08,0.838525534999999,"Up in D8CM",7.95877097921604,"TCAF1","TCAF1_HUMAN",-0.838525534999999
-1.030435085,17.99254918,-47.6200254049792,3.9783323798812e-10,7.64430234472451e-08,14.3016757524179,"MYH9_HUMAN",152,58.4311711555132,3.91358005161757e-11,1.09958554183615e-08,1.030435085,"Up in D8CM",7.95877097921604,"MYH9","MYH9_HUMAN",-1.030435085
-2.929491046,9.7287344945,-55.8316072905984,1.29560582791368e-10,4.94663508706338e-08,15.4056284244476,"ITA7_HUMAN",30,57.9466385200594,4.16181728384881e-11,1.13161154469554e-08,2.929491046,"Up in D8CM",7.94630263052223,"ITGA7","ITA7_HUMAN",-2.929491046
0.577991964999997,14.636935235,39.8733535218894,1.38977335547082e-09,1.41671798888462e-07,13.0208206332435,"FKBP4_HUMAN",42,-57.624694546105,4.33663380856557e-11,1.14229644913748e-08,-0.577991964999997,"Up in D3B",7.94222117322065,"FKBP4","FKBP4_HUMAN",0.577991964999997
1.0921328025,11.89338004375,53.9644132314081,1.64694869374783e-10,5.36076562609529e-08,15.1736472350587,"PDCD4_HUMAN",21,-57.1452306193613,4.61265455790025e-11,1.1781837960164e-08,-1.0921328025,"Up in D3B",7.92878695456646,"PDCD4","PDCD4_HUMAN",1.0921328025
-0.933049199999999,10.86499834,-50.4967340378567,2.63089368993527e-10,6.52229497425422e-08,14.7141404175769,"APBA1_HUMAN",25,56.4271971115552,5.06413138244151e-11,1.25545774772351e-08,0.933049199999999,"Up in D8CM",7.90119789883262,"APBA1","APBA1_HUMAN",-0.933049199999999
0.668755532500001,17.72856807625,40.8422928224862,1.17359663405797e-09,1.30161131953613e-07,13.1965498088503,"PDIA4_HUMAN",55,-56.0070931958875,5.35144567150258e-11,1.25894254496973e-08,-0.668755532500001,"Up in D3B",7.89999408956805,"PDIA4","PDIA4_HUMAN",0.668755532500001
-1.42965293,12.161272645,-53.6458900856688,1.71717489505959e-10,5.36076562609529e-08,15.1330344199437,"FHL2_HUMAN",21,55.9711074699183,5.37690492572194e-11,1.25894254496973e-08,1.42965293,"Up in D8CM",7.89999408956805,"FHL2","FHL2_HUMAN",-1.42965293
-0.866367097499996,16.05741369625,-46.6145987155606,4.62409892175154e-10,7.79530596228875e-08,14.1501829044907,"DPYL2_HUMAN",35,55.6589779524111,5.60359160568762e-11,1.27655874714435e-08,0.866367097499996,"Up in D8CM",7.89395919419812,"DPYSL2","DPYL2_HUMAN",-0.866367097499996
-0.758724450000001,13.379627585,-42.5266088637409,8.82886544577666e-10,1.11072398272316e-07,13.4906673619078,"ITAV_HUMAN",56,55.0734332062922,6.05873686957849e-11,1.3057545503052e-08,0.758724450000001,"Up in D8CM",7.88413845205501,"ITGAV","ITAV_HUMAN",-0.758724450000001
-0.697029114999999,15.631251335,-42.6102462618657,8.70751092283768e-10,1.11072398272316e-07,13.5049118134354,"AGM1_HUMAN",38,54.7773490950762,6.30476117807131e-11,1.3057545503052e-08,0.697029114999999,"Up in D8CM",7.88413845205501,"PGM3","AGM1_HUMAN",-0.697029114999999
0.986810209999998,13.455489635,48.1090479062742,3.70187516656691e-10,7.64430234472451e-08,14.3739433875042,"MA1A1_HUMAN",31,-54.768528293201,6.31226261753592e-11,1.3057545503052e-08,-0.986810209999998,"Up in D3B",7.88413845205501,"MAN1A1","MA1A1_HUMAN",0.986810209999998
-0.9483013175,16.12453222125,-60.1938828172048,7.61994729217253e-11,3.38044924872223e-08,15.9099008253083,"BAAT_HUMAN",15,54.5577929157601,6.49452455602944e-11,1.3057545503052e-08,0.9483013175,"Up in D8CM",7.88413845205501,"BAAT","BAAT_HUMAN",-0.9483013175
2.313697575,11.608941435,71.583208632602,2.24255701375707e-11,1.5752094224132e-08,17.0191276115653,"F13A_HUMAN",7,-54.5443974325846,6.50631048912309e-11,1.3057545503052e-08,-2.313697575,"Up in D3B",7.88413845205501,"F13A1","F13A_HUMAN",2.313697575
-0.999063249999997,12.64216435,-48.5789623661196,3.45669609273609e-10,7.64430234472451e-08,14.4425364807671,"CAP2_HUMAN",27,54.0637176158882,6.94574029727555e-11,1.36152662711013e-08,0.999063249999997,"Up in D8CM",7.86597386082867,"CAP2","CAP2_HUMAN",-0.999063249999997
-0.826357365,16.01177287,-48.3686953901308,3.56403735105916e-10,7.64430234472451e-08,14.4119460262334,"SCRB2_HUMAN",23,53.5813275163414,7.4209068915744e-11,1.42160964066092e-08,0.826357365,"Up in D8CM",7.84721964002011,"SCARB2","SCRB2_HUMAN",-0.826357365
-0.936183212500001,13.94481146375,-46.9044747122009,4.4263956918051e-10,7.79530596228875e-08,14.1942683383873,"ACOT9_HUMAN",29,53.1756147719551,7.84923735552661e-11,1.47024937043853e-08,0.936183212500001,"Up in D8CM",7.83260899789099,"ACOT9","ACOT9_HUMAN",-0.936183212500001
-1.851547955,12.922867895,-56.2096357995479,1.23537348503998e-10,4.94663508706338e-08,15.4513646470307,"CAV1_HUMAN",12,52.9973364705231,8.04627599577448e-11,1.47439261670398e-08,1.851547955,"Up in D8CM",7.83138685259416,"CAV1","CAV1_HUMAN",-1.851547955
1.0610299125,10.64530038875,44.4834590476356,6.43064039151472e-10,9.34549445863406e-08,13.8154727087177,"LAMC1_HUMAN",57,-51.2570687222977,1.02952386686959e-10,1.7486736446356e-08,-1.0610299125,"Up in D3B",7.75729123543786,"LAMC1","LAMC1_HUMAN",1.0610299125
-1.20828867,16.759209395,-51.0958479452482,2.42093311514187e-10,6.37688913360338e-08,14.7963479084737,"LEG4_HUMAN",17,51.1739682589986,1.04192839363153e-10,1.7486736446356e-08,1.20828867,"Up in D8CM",7.75729123543786,"LGALS4","LEG4_HUMAN",-1.20828867
-1.337465525,16.0421518075,-47.4480929276828,4.08107255324004e-10,7.64430234472451e-08,14.2760498648717,"TPM4_HUMAN",30,51.1049479614205,1.05236018641185e-10,1.7486736446356e-08,1.337465525,"Up in D8CM",7.75729123543786,"TPM4","TPM4_HUMAN",-1.337465525
-0.560641287499999,11.70604682125,-35.3636304340026,3.23423155253124e-09,2.46349886093378e-07,12.1325328808211,"PHLB2_HUMAN",65,51.0929054311367,1.05419242355071e-10,1.7486736446356e-08,0.560641287499999,"Up in D8CM",7.75729123543786,"PHLDB2","PHLB2_HUMAN",-0.560641287499999
0.867452385000004,13.8200279475,50.5953800090302,2.5949363685228e-10,6.52229497425422e-08,14.7277604599706,"GPX2_HUMAN",18,-51.0676812993024,1.05804194894312e-10,1.7486736446356e-08,-0.867452385000004,"Up in D3B",7.75729123543786,"GPX2","GPX2_HUMAN",0.867452385000004
0.950784207499996,17.87258505875,46.6628538992348,4.59049944801367e-10,7.79530596228875e-08,14.1575449811808,"NNMT_HUMAN",24,-50.8615741479329,1.09010120842783e-10,1.76701213189195e-08,-0.950784207499996,"Up in D3B",7.75276046871868,"NNMT","NNMT_HUMAN",0.950784207499996
-2.735806464,11.406166793,-49.6939771136204,2.94561324212015e-10,7.09387829080877e-08,14.602046109833,"FSTL1_HUMAN",17,50.6413362572481,1.12558282154525e-10,1.7901014344915e-08,2.735806464,"Up in D8CM",7.74712235941574,"FSTL1","FSTL1_HUMAN",-2.735806464
-0.614089252500001,10.84478032625,-39.0166193946898,1.61940784361204e-09,1.58720798997743e-07,12.8612468412984,"IASPP_HUMAN",35,50.3159453374734,1.18043015156041e-10,1.84256402731531e-08,0.614089252500001,"Up in D8CM",7.7345774118941,"PPP1R13L","IASPP_HUMAN",-0.614089252500001
-0.367096902500004,15.46632003875,-25.9933808683545,2.80741937128197e-08,9.53531390322743e-07,9.7988019649391,"MYH14_HUMAN",140,49.4414530924206,1.34349971654453e-10,2.03064586269199e-08,0.367096902500004,"Non-significant",7.6923658093815,"MYH14","MYH14_HUMAN",-0.367096902500004
-1.1987209275,12.71608495625,-46.6971183915673,4.56681062820867e-10,7.79530596228875e-08,14.1627669077957,"PEG10_HUMAN",23,49.4135620253884,1.34910627963876e-10,2.03064586269199e-08,1.1987209275,"Up in D8CM",7.6923658093815,"PEG10","PEG10_HUMAN",-1.1987209275
-0.976306677499998,16.21526634625,-42.8017005451589,8.43681534635028e-10,1.1052676378302e-07,13.537394094589,"CALD1_HUMAN",42,49.0059629710326,1.4341455173667e-10,2.12075225487598e-08,0.976306677499998,"Up in D8CM",7.67351006256528,"CALD1","CALD1_HUMAN",-0.976306677499998
3.2932941925,12.89599955125,47.1612788965979,4.25927398309656e-10,7.79530596228875e-08,14.2330460376662,"TSP1_HUMAN",52,-48.8397151576252,1.47056456131089e-10,2.12075225487598e-08,-3.2932941925,"Up in D3B",7.67351006256528,"THBS1","TSP1_HUMAN",3.2932941925
1.24036312249999,15.73320960875,47.9615080479049,3.78290479227532e-10,7.64430234472451e-08,14.352235868932,"NDRG1_HUMAN",18,-48.7775516174496,1.48445109784889e-10,2.12075225487598e-08,-1.24036312249999,"Up in D3B",7.67351006256528,"NDRG1","NDRG1_HUMAN",1.24036312249999
-1.091615675,17.2910575875,-44.9092847898196,6.0130983216962e-10,9.05078674171022e-08,13.8838844779438,"PDLI1_HUMAN",26,48.5020000019766,1.54782461797015e-10,2.14770685653897e-08,1.091615675,"Up in D8CM",7.66802499637823,"PDLIM1","PDLI1_HUMAN",-1.091615675
-0.971246002500001,11.26282751625,-42.0011665062837,9.6369182203397e-10,1.19455270116534e-07,13.4004116164516,"MILK2_HUMAN",50,48.4746594550692,1.55427830405596e-10,2.14770685653897e-08,0.971246002500001,"Up in D8CM",7.66802499637823,"MICALL2","MILK2_HUMAN",-0.971246002500001
-1.730799675,11.7640988825,-47.5075049098022,4.04523170449421e-10,7.64430234472451e-08,14.2849179076518,"SFXN3_HUMAN",17,48.166785315385,1.62909925395084e-10,2.19029179375284e-08,1.730799675,"Up in D8CM",7.65949802398402,"SFXN3","SFXN3_HUMAN",-1.730799675
3.387242315,16.76456976,46.2802634011399,4.86475301914114e-10,8.04019670555699e-08,14.09891768401,"FINC_HUMAN",161,-47.998260964402,1.67178108753996e-10,2.19029179375284e-08,-3.387242315,"Up in D3B",7.65949802398402,"FN1","FINC_HUMAN",3.387242315
0.840541125,12.2546736,39.7275596781929,1.42608385112456e-09,1.43100723584868e-07,12.9939481584115,"COBL1_HUMAN",67,-47.9758759489381,1.6775453925373e-10,2.19029179375284e-08,-0.840541125,"Up in D3B",7.65949802398402,"COBLL1","COBL1_HUMAN",0.840541125
-0.757641554999999,11.956783175,-40.5947169211516,1.22493807550975e-09,1.33383819615286e-07,13.152116059301,"S12A7_HUMAN",33,47.9315072007825,1.68903744921028e-10,2.19029179375284e-08,0.757641554999999,"Up in D8CM",7.65949802398402,"SLC12A7","S12A7_HUMAN",-0.757641554999999
1.37318563575,10.701372624625,43.4142238489407,7.63315547145306e-10,1.03773979788513e-07,13.6401644870485,"PTPRF_HUMAN",72,-47.582365416761,1.78265292911507e-10,2.26450096425336e-08,-1.37318563575,"Up in D3B",7.64502749005286,"PTPRF","PTPRF_HUMAN",1.37318563575
1.5978739275,12.58627831875,45.7611941098504,5.26725702022626e-10,8.37692630631833e-08,14.0184247322132,"OAT_HUMAN",22,-47.5199742053304,1.79999483455897e-10,2.26450096425336e-08,-1.5978739275,"Up in D3B",7.64502749005286,"OAT","OAT_HUMAN",1.5978739275
-0.852213619999997,12.5840684175,-44.030314981991,6.91173026761617e-10,9.70982907095612e-08,13.7418006230347,"BCAT2_HUMAN",20,46.1287207699481,2.24119422830613e-10,2.73730980052014e-08,0.852213619999997,"Up in D8CM",7.56267604766024,"BCAT2","BCAT2_HUMAN",-0.852213619999997
-2.42160248725,9.534433483875,-44.3086925631183,6.6115103986147e-10,9.44549511015649e-08,13.7871665498048,"TRFM_HUMAN",35,46.0479440316854,2.27035961445027e-10,2.73730980052014e-08,2.42160248725,"Up in D8CM",7.56267604766024,"MELTF","TRFM_HUMAN",-2.42160248725
-1.0368542675,11.08105063375,-43.5169898939562,7.50706058993768e-10,1.03732809364893e-07,13.6572372553218,"GSDME_HUMAN",22,45.9902928735035,2.29143865971896e-10,2.73730980052014e-08,1.0368542675,"Up in D8CM",7.56267604766024,"GSDME","GSDME_HUMAN",-1.0368542675
0.7566781025,13.30024910125,38.7176233804479,1.70952226485598e-09,1.60106257449679e-07,12.8045981465305,"TFR1_HUMAN",38,-45.9515789265348,2.30571830391423e-10,2.73730980052014e-08,-0.7566781025,"Up in D3B",7.56267604766024,"TFRC","TFR1_HUMAN",0.7566781025
-1.9479563245,10.61177742525,-45.266690650667,5.68641200707079e-10,8.71468487410904e-08,13.9407021957638,"RDH5_HUMAN",16,45.7737776291353,2.37261060282366e-10,2.77760205155565e-08,1.9479563245,"Up in D8CM",7.55632997573064,"RDH5","RDH5_HUMAN",-1.9479563245
-0.514107705000002,11.5811803325,-31.6458609663161,7.06089747507147e-09,3.87133504246604e-07,11.2981301333985,"MYO5B_HUMAN",77,45.5388808322168,2.46438622193059e-10,2.8178659062049e-08,0.514107705000002,"Up in D8CM",7.55007967750803,"MYO5B","MYO5B_HUMAN",-0.514107705000002
-0.642817497500001,17.24137878625,-34.0622149208014,4.20998989934464e-09,3.05913835013586e-07,11.8520543008362,"AHNK_HUMAN",309,45.439896892931,2.5042611726304e-10,2.8178659062049e-08,0.642817497500001,"Up in D8CM",7.55007967750803,"AHNAK","AHNK_HUMAN",-0.642817497500001
-2.287691594,9.3126688005,-43.2601582668399,7.82674962062525e-10,1.04716940559127e-07,13.6144785544596,"FLNC_HUMAN",88,45.3609575126333,2.53658647390746e-10,2.8178659062049e-08,2.287691594,"Up in D8CM",7.55007967750803,"FLNC","FLNC_HUMAN",-2.287691594
-0.8868908875,14.09360241875,-40.1795174770997,1.31690250384039e-09,1.37039150677415e-07,13.0768815490432,"CHDH_HUMAN",33,45.3455537695651,2.54294929615912e-10,2.8178659062049e-08,0.8868908875,"Up in D8CM",7.55007967750803,"CHDH","CHDH_HUMAN",-0.8868908875
0.647038697499999,12.95770275625,38.1435754622514,1.89905516276229e-09,1.70288680499184e-07,12.6944084153286,"P4HA1_HUMAN",29,-45.270631668335,2.57415677752732e-10,2.8178659062049e-08,-0.647038697499999,"Up in D3B",7.55007967750803,"P4HA1","P4HA1_HUMAN",0.647038697499999
0.705283880000001,12.41730654,41.2330120722848,1.09748491692087e-09,1.2500946438819e-07,13.266035345886,"HAOX2_HUMAN",22,-45.0156395443227,2.68367213608367e-10,2.86660251355999e-08,-0.705283880000001,"Up in D3B",7.54263252265702,"HAO2","HAOX2_HUMAN",0.705283880000001
-0.607954262499998,13.20717465875,-35.3482570431631,3.24413778103748e-09,2.46349886093378e-07,12.1292877544676,"ABLM1_HUMAN",42,45.0087674503721,2.68669591376485e-10,2.86660251355999e-08,0.607954262499998,"Up in D8CM",7.54263252265702,"ABLIM1","ABLM1_HUMAN",-0.607954262499998
-0.598110200000004,13.7998425975,-33.1687959673051,5.07487888108259e-09,3.25424393474857e-07,11.652476340049,"MYLK_HUMAN",99,44.535635623037,2.9044835341193e-10,3.06023646363645e-08,0.598110200000004,"Up in D8CM",7.51424501440575,"MYLK","MYLK_HUMAN",-0.598110200000004
-2.210531233,9.537347316,-42.739821908864,8.52324077102423e-10,1.1052676378302e-07,13.5269146389218,"DREB_HUMAN",25,44.1878381026792,3.07737789440152e-10,3.16461742649394e-08,2.210531233,"Up in D8CM",7.49967878473199,"DBN1","DREB_HUMAN",-2.210531233
-0.882799387499993,14.49234378375,-38.9382353105939,1.6424965510378e-09,1.59133372743651e-07,12.8464446249739,"CAN2_HUMAN",37,44.1853799361924,3.07864075183893e-10,3.16461742649394e-08,0.882799387499993,"Up in D8CM",7.49967878473199,"CAPN2","CAN2_HUMAN",-0.882799387499993
-0.711148740000002,14.3638741975,-35.47826685434,3.16144117408084e-09,2.44475116113095e-07,12.1566811044226,"MYO1C_HUMAN",72,44.0202798664792,3.16482092837383e-10,3.21400910906783e-08,0.711148740000002,"Up in D8CM",7.49295289670389,"MYO1C","MYO1C_HUMAN",-0.711148740000002
-0.719475984749995,10.239716887625,-37.5990073138645,2.10130729258736e-09,1.85687796498429e-07,12.5880999521811,"SPT20_HUMAN",30,43.3309339724831,3.55548696311217e-10,3.56776185858005e-08,0.719475984749995,"Up in D8CM",7.44760414167153,"SPATA20","SPT20_HUMAN",-0.719475984749995
-0.712674620000005,18.988212825,-35.2620559256807,3.300328946447e-09,2.48379220442873e-07,12.1110622777741,"K1C18_HUMAN",62,43.2032456814697,3.63370874934071e-10,3.58313769450486e-08,0.712674620000005,"Up in D8CM",7.44573650224008,"KRT18","K1C18_HUMAN",-0.712674620000005
-0.903383969999997,15.6736022225,-40.3458380036046,1.2791487929668e-09,1.34774314698965e-07,13.1071275803448,"GBP1_HUMAN",23,43.1677015812464,3.65582918172284e-10,3.58313769450486e-08,0.903383969999997,"Up in D8CM",7.44573650224008,"GBP1","GBP1_HUMAN",-0.903383969999997
-0.629469870000001,17.68598318,-36.4338691930717,2.62232114144562e-09,2.12534085588896e-07,12.3546086893191,"VTNC_HUMAN",29,42.9750112965803,3.77843972358952e-10,3.65724097162712e-08,0.629469870000001,"Up in D8CM",7.43684642352847,"VTN","VTNC_HUMAN",-0.629469870000001
0.4485166075,13.76068890125,29.0058636880905,1.30154368932222e-08,5.62632610503257e-07,10.6371892211841,"SYIC_HUMAN",64,-42.9140243367878,3.81821337647629e-10,3.65724097162712e-08,-0.4485166075,"Non-significant",7.43684642352847,"IARS1","SYIC_HUMAN",0.4485166075
-1.67677927125,10.532060146875,-41.3028000028492,1.08449139754796e-09,1.2500946438819e-07,13.2783649905635,"SCMC1_HUMAN",22,42.723350616992,3.94566238362614e-10,3.73685261029042e-08,1.67677927125,"Up in D8CM",7.42749403134488,"SLC25A24","SCMC1_HUMAN",-1.67677927125
-0.648347139999998,12.708548665,-35.7282646708328,3.00908917876779e-09,2.3484826562809e-07,12.209039138265,"LIMD1_HUMAN",33,42.5957571279199,4.0336430105103e-10,3.77773077062126e-08,0.648347139999998,"Up in D8CM",7.4227689963877,"LIMD1","LIMD1_HUMAN",-0.648347139999998
0.623001335000001,13.25600612,32.9767921750499,5.28623357135600e-09,3.32519871439998e-07,11.608804554565,"TENS1_HUMAN",81,-42.4886009197617,4.10925360135066e-10,3.80625259404227e-08,-0.623001335000001,"Up in D3B",7.419502394042,"TNS1","TENS1_HUMAN",0.623001335000001
-1.2382922175,10.90195870375,-40.8934739586198,1.1632916938163e-09,1.30161131953613e-07,13.2056961810351,"CCN1_HUMAN",20,42.241320533911,4.28995458450549e-10,3.93043773834748e-08,1.2382922175,"Up in D8CM",7.40555907894718,"CCN1","CCN1_HUMAN",-1.2382922175
-2.41255855375,9.358808993125,-40.5508365837754,1.23430275596064e-09,1.33383819615286e-07,13.1442075165785,"FIL1L_HUMAN",33,42.0080837423189,4.46869595999255e-10,4.05017615556744e-08,2.41255855375,"Up in D8CM",7.39252608746998,"FILIP1L","FIL1L_HUMAN",-2.41255855375
