"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1C_vs_D3B","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names"
0.991015909999998,16.5872328275,51.4338932819884,1.6346734264858e-10,3.53299033637149e-08,15.173147959347,"CO3_HUMAN",118,73.4036132005658,3.08643044019092e-12,1.73436814535795e-09,0.991015909999998,"Up in D3B",8.76085871163058,"C3","CO3_HUMAN"
1.03582573,15.261015415,53.7806573750899,1.18611959420564e-10,3.39462396853758e-08,15.4927711573403,"PH4H_HUMAN",41,68.6446505426189,5.16775831155139e-12,2.72243967550417e-09,1.03582573,"Up in D3B",8.56504173467078,"PAH","PH4H_HUMAN"
-1.6577618125,13.10135066375,-67.7327739722063,2.25724258277214e-11,1.18914360813665e-08,17.0819813445482,"HMOX1_HUMAN",18,-67.5837303729612,5.825211900514e-12,2.88827712408426e-09,-1.6577618125,"Up in D1C",8.53936113946577,"HMOX1","HMOX1_HUMAN"
2.482349395,12.0685813425,73.6608551639656,1.23409749091225e-11,8.00169826992256e-09,17.6289881841143,"TSK_HUMAN",11,65.8814735516812,7.08739773613049e-12,3.25586101617725e-09,2.482349395,"Up in D3B",8.48733414223357,"TSKU","TSK_HUMAN"
2.6230801345,8.37198644875,62.4694827317725,4.03964525496389e-11,1.89167610300503e-08,16.5378630660588,"ANGL2_HUMAN",23,65.1682736710079,7.70596325707445e-12,3.25586101617725e-09,2.6230801345,"Up in D3B",8.48733414223357,"ANGPTL2","ANGL2_HUMAN"
2.0182573825,12.67915165375,61.1609555515568,4.70414044740939e-11,2.08690525427441e-08,16.3929690930004,"FA10_HUMAN",25,64.7704626913812,8.07736044261487e-12,3.25586101617725e-09,2.0182573825,"Up in D3B",8.48733414223357,"F10","FA10_HUMAN"
2.0921745275,12.11873173875,59.0642341388222,6.04579150958057e-11,2.54799883171273e-08,16.1520823561123,"PCSK6_HUMAN",46,64.7154519098486,8.13029262254712e-12,3.25586101617725e-09,2.0921745275,"Up in D3B",8.48733414223357,"PCSK6","PCSK6_HUMAN"
1.17443657,11.337539675,53.8442005833964,1.17609199090523e-10,3.39462396853758e-08,15.501182588689,"G6PD_HUMAN",38,64.3442178742837,8.49791699559847e-12,3.25586101617725e-09,1.17443657,"Up in D3B",8.48733414223357,"G6PD","G6PD_HUMAN"
1.32236266,13.2956448775,52.5334908174765,1.4040696459785e-10,3.44690078566225e-08,15.3251200511255,"CO5_HUMAN",77,63.2365703940423,9.71139198295385e-12,3.55901404453556e-09,1.32236266,"Up in D3B",8.44867029818546,"C5","CO5_HUMAN"
1.3104772525,11.83143782625,58.6026210174136,6.39678800144451e-11,2.56754886019885e-08,16.0975476508616,"RIR2B_HUMAN",23,62.6091970802253,1.04849357155655e-11,3.64202399451528e-09,1.3104772525,"Up in D3B",8.43865719729693,"RRM2B","RIR2B_HUMAN"
0.780787227499999,11.47777068625,41.9581787383014,7.05931584066839e-10,8.62361930739042e-08,13.6753453563061,"FAT1_HUMAN",154,62.3669512978971,1.08020642855478e-11,3.64202399451528e-09,0.780787227499999,"Up in D3B",8.43865719729693,"FAT1","FAT1_HUMAN"
0.826298474999998,14.544823525,45.3517860654897,4.03816256603847e-10,6.303272642433e-08,14.2543066777773,"DPP4_HUMAN",42,60.0968723156055,1.43637905828908e-11,4.49001434816031e-09,0.826298474999998,"Up in D3B",8.34775227117554,"DPP4","DPP4_HUMAN"
1.014028075,17.8230102075,49.3280372248418,2.207634876782e-10,4.53857423814523e-08,14.8706214653596,"BHMT1_HUMAN",37,59.9392947282146,1.46565626007021e-11,4.49001434816031e-09,1.014028075,"Up in D3B",8.34775227117554,"BHMT","BHMT1_HUMAN"
0.898578164999996,12.0336008075,45.6546485149452,3.84962875634205e-10,6.303272642433e-08,14.3034859386696,"RAPH1_HUMAN",50,59.5694243432876,1.5370624377122e-11,4.49001434816031e-09,0.898578164999996,"Up in D3B",8.34775227117554,"RAPH1","RAPH1_HUMAN"
1.8362731925,12.35046362875,56.1859080472537,8.65960474023575e-11,3.16724050278007e-08,15.8027094363258,"HEP2_HUMAN",25,59.5305608431505,1.54479079483508e-11,4.49001434816031e-09,1.8362731925,"Up in D3B",8.34775227117554,"SERPIND1","HEP2_HUMAN"
0.717024324999997,16.6541578775,39.1516906789616,1.16030164521021e-09,1.08668695194187e-07,13.1539550149379,"FAS_HUMAN",166,59.2650150032999,1.59878697458155e-11,4.49205846958263e-09,0.717024324999997,"Up in D3B",8.34755459950501,"FASN","FAS_HUMAN"
4.017604115,16.44938886,55.5219114640421,9.43247157715801e-11,3.1802521169546e-08,15.7188495005235,"FINC_HUMAN",161,58.4005804414768,1.78989798310423e-11,4.866790354705e-09,4.017604115,"Up in D3B",8.31275736132908,"FN1","FINC_HUMAN"
-1.332443475,13.62612474,-54.9611869145789,1.01466919469069e-10,3.19210032640306e-08,15.6470351016556,"PAI1_HUMAN",22,-57.8303696179042,1.93006768024924e-11,5.0839188990065e-09,-1.332443475,"Up in D1C",8.29380138612646,"SERPINE1","PAI1_HUMAN"
1.2672715175,12.19648909625,57.5477160217382,7.28954870287265e-11,2.7928911825688e-08,15.9708082368757,"BODG_HUMAN",18,56.9653020312419,2.16704513686761e-11,5.46447800887095e-09,1.2672715175,"Up in D3B",8.26245131746436,"BBOX1","BODG_HUMAN"
-2.05569934725,11.029150006375,-55.8698401265914,9.01812457785286e-11,3.16724050278007e-08,15.7629494664539,"TRAF1_HUMAN",18,-56.8393956865769,2.2042027797083e-11,5.46447800887095e-09,-2.05569934725,"Up in D1C",8.26245131746436,"TRAF1","TRAF1_HUMAN"
-1.2424845675,12.49525499375,-52.1751952087015,1.47487670172255e-10,3.44690078566225e-08,15.2760373196466,"4F2_HUMAN",25,-56.5587598195032,2.28964309405329e-11,5.51411475422148e-09,-1.2424845675,"Up in D1C",8.25852420003536,"SLC3A2","4F2_HUMAN"
1.575932505,12.4096739275,53.6429016481518,1.20819455518006e-10,3.39462396853758e-08,15.4744931098316,"HRG_HUMAN",22,56.1211607258349,2.43044225555299e-11,5.69061049223781e-09,1.575932505,"Up in D3B",8.24484113972307,"HRG","HRG_HUMAN"
-0.787527320000002,11.7389479875,-40.3020222382078,9.42572820142221e-10,9.80857568022072e-08,13.3726894494239,"HEAT1_HUMAN",85,-55.8694011757963,2.51586600906414e-11,5.73141475416261e-09,-0.787527320000002,"Up in D1C",8.24173816265957,"HEATR1","HEAT1_HUMAN"
0.941766977499995,12.34220278125,44.7091225582539,4.47410910399052e-10,6.4631655790852e-08,14.1486506789449,"KANK2_HUMAN",45,55.5054050857888,2.64543590638364e-11,5.86799454076518e-09,0.941766977499995,"Up in D3B",8.23151029887045,"KANK2","KANK2_HUMAN"
3.48273325,16.4740669725,52.3350170688305,1.4428018995059e-10,3.44690078566225e-08,15.2979827680958,"FIBA_HUMAN",58,55.0632269048257,2.81309117772819e-11,6.07988347104383e-09,3.48273325,"Up in D3B",8.21610474447194,"FGA","FIBA_HUMAN"
1.271203995,14.489717245,45.5468506754108,3.91556091465755e-10,6.303272642433e-08,14.2860260062566,"APOB_HUMAN",250,53.5323563230293,3.49343152295479e-11,7.36153357674649e-09,1.271203995,"Up in D3B",8.13303170270874,"APOB","APOB_HUMAN"
2.046566245,15.6664489525,51.9900458655038,1.51305408790489e-10,3.44690078566225e-08,15.250509658642,"FGL1_HUMAN",19,53.3206192452199,3.60141613037649e-11,7.40398452754718e-09,2.046566245,"Up in D3B",8.13053449748368,"FGL1","FGL1_HUMAN"
1.11807275,11.4606241,50.1209010146683,1.96859160527535e-10,4.14831466021648e-08,14.9863480273426,"T23O_HUMAN",22,52.9105613990358,3.82143917215484e-11,7.66926447192694e-09,1.11807275,"Up in D3B",8.11524628547746,"TDO2","T23O_HUMAN"
-1.54305624925,9.876844525375,-51.7130144957581,1.57229749156699e-10,3.48760409379425e-08,15.2121027102284,"RIOX2_HUMAN",18,-52.1855262864448,4.24866590000704e-11,8.328373225851e-09,-1.54305624925,"Up in D1C",8.07943982068585,"RIOX2","RIOX2_HUMAN"
-1.26722574,10.977877855,-47.6264344424914,2.84110134850159e-10,5.3216985036711e-08,14.6144506326332,"ASNS_HUMAN",27,-51.7694472177017,4.51807772596111e-11,8.59104438952756e-09,-1.26722574,"Up in D1C",8.06595403697925,"ASNS","ASNS_HUMAN"
-1.42323637,12.3444817075,-47.6475676890436,2.83205911461415e-10,5.3216985036711e-08,14.6176995832605,"ABHD2_HUMAN",29,-51.6623096791842,4.59053836521228e-11,8.59104438952756e-09,-1.42323637,"Up in D1C",8.06595403697925,"ABHD2","ABHD2_HUMAN"
-0.847029922500003,13.78722250375,-40.8442349125972,8.56357430854242e-10,9.16228619458675e-08,13.4733283489338,"HS105_HUMAN",48,-51.5205612787567,4.68843328886307e-11,8.59104438952756e-09,-0.847029922500003,"Up in D1C",8.06595403697925,"HSPH1","HS105_HUMAN"
-0.770813464999996,12.3081080925,-41.099785910041,8.18861072492524e-10,9.08181576320984e-08,13.5202299818252,"MX1_HUMAN",35,-51.2472731356262,4.88390263842447e-11,8.75881177431487e-09,-0.770813464999996,"Up in D1C",8.05755480648715,"MX1","MX1_HUMAN"
-1.59046745,15.74554968,-47.7587133644591,2.78503936598088e-10,5.3216985036711e-08,14.6347582468942,"AACT_HUMAN",24,-50.3345447669484,5.60663276228888e-11,9.6752496291411e-09,-1.59046745,"Up in D1C",8.0143378210212,"SERPINA3","AACT_HUMAN"
-1.7271776225,11.26456236875,-53.2802732933935,1.2685759264127e-10,3.44690078566225e-08,15.426095689071,"HLAE_HUMAN",13,-50.0315451007508,5.87270349665248e-11,9.6752496291411e-09,-1.7271776225,"Up in D1C",8.0143378210212,"HLA-E","HLAE_HUMAN"
1.274845125,12.77607441,44.4119881539793,4.69361009704386e-10,6.59373991799711e-08,14.0991932814934,"PLOD1_HUMAN",42,50.0231937317287,5.88023637132576e-11,9.6752496291411e-09,1.274845125,"Up in D3B",8.0143378210212,"PLOD1","PLOD1_HUMAN"
1.6446192225,16.18776166375,46.1741961591927,3.54906780931478e-10,6.23231095098213e-08,14.3869555007265,"APOE_HUMAN",35,49.9453502789101,5.95097801941698e-11,9.6752496291411e-09,1.6446192225,"Up in D3B",8.0143378210212,"APOE","APOE_HUMAN"
1.00058079,10.940044165,42.0843720029457,6.90873616593122e-10,8.5637848739168e-08,13.6978395742583,"PTPRK_HUMAN",45,49.9258673439948,5.96883355932302e-11,9.6752496291411e-09,1.00058079,"Up in D3B",8.0143378210212,"PTPRK","PTPRK_HUMAN"
3.39647483725,10.396528958875,54.9024389675829,1.02250218071993e-10,3.19210032640306e-08,15.6394573745618,"SPP24_HUMAN",7,49.5831853659323,6.29299820651535e-11,1.00082418646637e-08,3.39647483725,"Up in D3B",7.9996422077891,"SPP2","SPP24_HUMAN"
1.279188874,10.150155188,47.8590051214047,2.74337284646972e-10,5.3216985036711e-08,14.6501100969513,"IRF6_HUMAN",20,49.2132851845933,6.66542534855915e-11,1.02552680178939e-08,1.279188874,"Up in D3B",7.98905298501074,"IRF6","IRF6_HUMAN"
4.833813427,10.7398940315,47.1762934222128,3.04173141810526e-10,5.57364220069765e-08,14.5448334363124,"PGBM_HUMAN",175,49.1881167233641,6.69165667320165e-11,1.02552680178939e-08,4.833813427,"Up in D3B",7.98905298501074,"HSPG2","PGBM_HUMAN"
1.446241855,11.56726551,44.2689254359793,4.80364890200502e-10,6.63769780245906e-08,14.0752416904883,"NEP_HUMAN",38,48.5674351226872,7.37695225855647e-11,1.10160145433641e-08,1.446241855,"Up in D3B",7.95797549939432,"MME","NEP_HUMAN"
-1.16260815,17.1222972875,-52.629889099965,1.38568549647484e-10,3.44690078566225e-08,15.3382546431891,"A1AG1_HUMAN",15,-48.5056223437238,7.44943444028654e-11,1.10160145433641e-08,-1.16260815,"Up in D1C",7.95797549939432,"ORM1","A1AG1_HUMAN"
2.952996495,17.3208369025,45.9877302182089,3.65375555132869e-10,6.28520521268358e-08,14.3571272461925,"FIBG_HUMAN",40,48.2768603484624,7.7247674292028e-11,1.1226218044957e-08,2.952996495,"Up in D3B",7.94976652680528,"FGG","FIBG_HUMAN"
0.753794910000003,13.89923632,35.8695576549808,2.17431266688328e-09,1.60765626922449e-07,12.4875372866891,"LRP1_HUMAN",202,48.0383430473334,8.0241482561188e-11,1.14341021633566e-08,0.753794910000003,"Up in D3B",7.94179793169636,"LRP1","LRP1_HUMAN"
1.2171034825,14.50001215875,42.9776023335392,5.94160808630605e-10,7.58815372113238e-08,13.8548544661518,"NHRF3_HUMAN",36,47.94940637037,8.13911650019455e-11,1.14341021633566e-08,1.2171034825,"Up in D3B",7.94179793169636,"PDZK1","NHRF3_HUMAN"
-0.591305729999997,13.261697055,-34.413746034904,2.92626658400694e-09,2.00532528752801e-07,12.169787848406,"TOP1_HUMAN",42,-47.5447588073285,8.68624766518667e-11,1.19314606497302e-08,-0.591305729999997,"Up in D1C",7.92330638673305,"TOP1","TOP1_HUMAN"
-0.8744204025,14.75053608375,-40.0565063417732,9.84831384004655e-10,9.882313971161e-08,13.3266082270046,"CP4AB_HUMAN",36,-47.4411086805215,8.83299819352014e-11,1.19314606497302e-08,-0.8744204025,"Up in D1C",7.92330638673305,"CYP4A11","CP4AB_HUMAN"
-1.1961004725,11.32392203625,-41.3992353672069,7.77279572834642e-10,9.08181576320984e-08,13.574763015845,"JAK1_HUMAN",56,-47.3062291580055,9.02817523170188e-11,1.19314606497302e-08,-1.1961004725,"Up in D1C",7.92330638673305,"JAK1","JAK1_HUMAN"
0.820410727499999,12.75145411625,39.6542035825264,1.0588246815139e-09,1.04998038123302e-07,13.2503971924489,"CADH2_HUMAN",34,47.2705656634602,9.08059305073586e-11,1.19314606497302e-08,0.820410727499999,"Up in D3B",7.92330638673305,"CDH2","CADH2_HUMAN"
1.0298419,13.552145005,41.2784629444153,7.93753871075569e-10,9.08181576320984e-08,13.5528238950676,"BGH3_HUMAN",36,47.189575703007,9.20091282752953e-11,1.19314606497302e-08,1.0298419,"Up in D3B",7.92330638673305,"TGFBI","BGH3_HUMAN"
3.2121407975,16.15667927125,44.780009294552,4.42348487504576e-10,6.4631655790852e-08,14.1603924171015,"FIBB_HUMAN",43,46.89588814326,9.65257204195816e-11,1.23038785351906e-08,3.2121407975,"Up in D3B",7.9099579649091,"FGB","FIBB_HUMAN"
1.3294196125,14.16255474125,45.4679610879966,3.96462690478458e-10,6.303272642433e-08,14.2732172428218,"LG3BP_HUMAN",20,46.7948215446689,9.8137522994818e-11,1.23038785351906e-08,1.3294196125,"Up in D3B",7.9099579649091,"LGALS3BP","LG3BP_HUMAN"
0.84745026,15.2005050175,39.4487281075737,1.09904550249059e-09,1.05271074323786e-07,13.2111314715738,"DPYL2_HUMAN",35,46.7255300850592,9.92601424122624e-11,1.23038785351906e-08,0.84745026,"Up in D3B",7.9099579649091,"DPYSL2","DPYL2_HUMAN"
1.905478715,12.769931675,43.4929810575299,5.45414874319592e-10,7.17224652769403e-08,13.9437303748358,"A0AAG2UXZ5_HUMAN",37,46.3925829620836,1.04860696296646e-10,1.28097218707888e-08,1.905478715,"Up in D3B",7.89246029970832,"COL18A1","A0AAG2UXZ5_HUMAN"
0.9582409825,15.99015355125,45.554370097,3.9109203462724e-10,6.303272642433e-08,14.2872455104002,"MTND_HUMAN",19,45.8310497245972,1.15134185438459e-10,1.38638007008682e-08,0.9582409825,"Up in D3B",7.85811769345162,"ADI1","MTND_HUMAN"
1.028828145,12.6198601725,41.6545007259281,7.43723883202358e-10,8.82936424156715e-08,13.6208916788836,"AS3MT_HUMAN",27,45.6671606105132,1.18343531458857e-10,1.39531491574412e-08,1.028828145,"Up in D3B",7.85532776318963,"AS3MT","AS3MT_HUMAN"
-0.613662959999999,13.79088986,-35.709589152507,2.2451224695215e-09,1.64286316410002e-07,12.453328046707,"RAGP1_HUMAN",33,-45.624922850518,1.19186942619026e-10,1.39531491574412e-08,-0.613662959999999,"Up in D1C",7.85532776318963,"RANGAP1","RAGP1_HUMAN"
-1.28889155625,10.571481586875,-45.1331666231252,4.1807930697292e-10,6.40725541540862e-08,14.2185645823074,"OGFD1_HUMAN",18,-45.4476875997147,1.22800800436894e-10,1.41792869435969e-08,-1.28889155625,"Up in D1C",7.84834560866266,"OGFOD1","OGFD1_HUMAN"
1.736166235,11.4985650775,44.7456077650953,4.4479710599926e-10,6.4631655790852e-08,14.1546968586996,"EKI2_HUMAN",17,45.2699389404574,1.26549916796048e-10,1.44147195766742e-08,1.736166235,"Up in D3B",7.8411938019395,"ETNK2","EKI2_HUMAN"
-0.799962757499999,12.23221147125,-38.4485268137142,1.3214358949353e-09,1.14828692354739e-07,13.0166171173125,"LPIN2_HUMAN",32,-45.1521886563254,1.29104693672403e-10,1.45046806186189e-08,-0.799962757499999,"Up in D1C",7.83849182957063,"LPIN2","LPIN2_HUMAN"
1.00031232825,10.061433553375,40.2135041968866,9.57566145018987e-10,9.8430793126403e-08,13.3561124944638,"ITA2_HUMAN",31,45.0763339529987,1.30781317714442e-10,1.45046806186189e-08,1.00031232825,"Up in D3B",7.83849182957063,"ITGA2","ITA2_HUMAN"
-1.4030095335,8.1087073685,-43.8766296943552,5.12077089542107e-10,6.96177062540391e-08,14.0090940630738,"MELPH_HUMAN",19,-44.8190276445642,1.36654496106214e-10,1.48660786890008e-08,-1.4030095335,"Up in D1C",7.82780357272314,"MLPH","MELPH_HUMAN"
-1.1554648875,10.86054503875,-43.5512743101772,5.40193740043657e-10,7.17224652769403e-08,13.9537054101514,"CCN1_HUMAN",20,-44.780163764146,1.37567224788476e-10,1.48660786890008e-08,-1.1554648875,"Up in D1C",7.82780357272314,"CCN1","CCN1_HUMAN"
-1.2305021325,11.95310211125,-40.0707208159806,9.82326761035493e-10,9.882313971161e-08,13.3292849631886,"DDX21_HUMAN",43,-44.6689809097065,1.40216640145608e-10,1.49605830352827e-08,-1.2305021325,"Up in D1C",7.82505148106567,"DDX21","DDX21_HUMAN"
1.0514943575,15.17258298375,38.5172648213878,1.3046090315558e-09,1.14547390906082e-07,13.0301676671701,"ITIH2_HUMAN",51,44.3882337404913,1.47166982444397e-10,1.54143132545997e-08,1.0514943575,"Up in D3B",7.81207581938908,"ITIH2","ITIH2_HUMAN"
1.5189728755,9.87264299475,41.1663778515035,8.09399551294408e-10,9.08181576320984e-08,13.5323965966047,"BMP1_HUMAN",34,44.317388577548,1.48981799613882e-10,1.54143132545997e-08,1.5189728755,"Up in D3B",7.81207581938908,"BMP1","BMP1_HUMAN"
1.65033936625,9.982968211875,41.7092651705237,7.36741545964182e-10,8.82936424156715e-08,13.6307455611772,"EHD2_HUMAN",29,44.2797843544257,1.4995535495043e-10,1.54143132545997e-08,1.65033936625,"Up in D3B",7.81207581938908,"EHD2","EHD2_HUMAN"
1.9012794525,11.56072211125,67.0884894222343,2.41794544009923e-11,1.19887424203508e-08,17.0185137572726,"CXB1_HUMAN",7,44.0564835354144,1.5588667535337e-10,1.5830949235585e-08,1.9012794525,"Up in D3B",7.80049304373417,"GJB1","CXB1_HUMAN"
-0.934985874999999,11.3767517825,-38.603991116241,1.28372554229545e-09,1.14547390906082e-07,13.0472253042733,"GTPB4_HUMAN",32,-43.701360385412,1.65873427907635e-10,1.6644608617065e-08,-0.934985874999999,"Up in D1C",7.77872641242966,"GTPBP4","GTPB4_HUMAN"
0.911225797499993,14.63222575125,38.0060105297962,1.43586812700518e-09,1.22251842853805e-07,12.9287215271643,"ACSA_HUMAN",34,43.5103481686609,1.71542719291778e-10,1.68805970438045e-08,0.911225797499993,"Up in D3B",7.77261219703239,"ACSS2","ACSA_HUMAN"
0.630286932500001,13.21744525375,31.5260200764699,5.48244329504976e-09,2.80069785054391e-07,11.4933436822979,"MPRI_HUMAN",109,43.4876592772872,1.72230554723833e-10,1.68805970438045e-08,0.630286932500001,"Up in D3B",7.77261219703239,"IGF2R","MPRI_HUMAN"
0.500199319999998,10.931092025,29.3842914782116,9.07038053103914e-09,3.90072640286372e-07,10.9467272916827,"TENS2_HUMAN",52,43.2647040150416,1.79157929531717e-10,1.73577262991132e-08,0.500199319999998,"Up in D3B",7.76050716397632,"TNS2","TENS2_HUMAN"
0.602586982499998,14.79305899125,30.6396039610883,6.72414072937775e-09,3.21596419406279e-07,11.2721069320388,"FLNA_HUMAN",152,43.1869239321937,1.816482280266e-10,1.73990103867752e-08,0.602586982499998,"Up in D3B",7.75947545262459,"FLNA","FLNA_HUMAN"
1.3857069015,10.35923337925,38.766724233865,1.24555821426448e-09,1.14117502043862e-07,13.0791154065859,"SORL_HUMAN",72,42.9204288611634,1.90481868541767e-10,1.80401311229051e-08,1.3857069015,"Up in D3B",7.74376031015621,"SORL1","SORL_HUMAN"
-0.551791429999998,11.07888043,-30.194230510951,7.46697122484209e-09,3.42060328555402e-07,11.1583296430696,"GEMI5_HUMAN",61,-42.7994829755245,1.94650217123439e-10,1.82300742237052e-08,-0.551791429999998,"Up in D1C",7.73921156311244,"GEMIN5","GEMI5_HUMAN"
-1.741710425,14.8644345975,-40.8285182045621,8.58726550447685e-10,9.16228619458675e-08,13.4704328325251,"SQSTM_HUMAN",24,-42.7024691166144,1.98068292693486e-10,1.83463476825648e-08,-1.741710425,"Up in D1C",7.7364503804137,"SQSTM1","SQSTM_HUMAN"
1.163450475,12.6461764575,44.6401697732032,4.5239858721797e-10,6.4631655790852e-08,14.1372082043637,"VISL1_HUMAN",15,42.3842202818504,2.09766232050583e-10,1.92186909777648e-08,1.163450475,"Up in D3B",7.71627619629775,"VSNL1","VISL1_HUMAN"
1.5587315575,11.38820052375,41.2199435919021,8.01879068099059e-10,9.08181576320984e-08,13.5421668357341,"GBA3_HUMAN",18,41.9703805410554,2.26162538515977e-10,2.04981079263567e-08,1.5587315575,"Up in D3B",7.68828622455721,"GBA3","GBA3_HUMAN"
0.802188634999998,12.769999385,33.5098623714053,3.54117644263664e-09,2.21100564703587e-07,11.9649452412183,"EPIPL_HUMAN",173,41.7728753268305,2.34494433476628e-10,2.10271657422819e-08,0.802188634999998,"Up in D3B",7.67721926204694,"EPPK1","EPIPL_HUMAN"
1.23523879075,9.759127974625,52.2482226723041,1.46012109551177e-10,3.44690078566225e-08,15.286075194585,"PMM1_HUMAN",11,41.6403430622239,2.4027969689312e-10,2.11964529776743e-08,1.23523879075,"Up in D3B",7.67373680799134,"PMM1","PMM1_HUMAN"
-0.643718482250002,9.839018941375,-32.3105659257534,4.59759024099066e-09,2.51643429489028e-07,11.6836093048142,"PRC2B_HUMAN",48,-41.6148313922831,2.41411731623767e-10,2.11964529776743e-08,-0.643718482250002,"Up in D1C",7.67373680799134,"PRRC2B","PRC2B_HUMAN"
-0.704342844999999,11.2024650575,-32.7401536964224,4.18259329348164e-09,2.35033859138379e-07,11.7856750834819,"SMCA5_HUMAN",59,-41.4711574079917,2.47900591627828e-10,2.14418882021877e-08,-0.704342844999999,"Up in D1C",7.66873697272539,"SMARCA5","SMCA5_HUMAN"
0.545622587499999,12.44236075875,30.244199790014,7.37914135670419e-09,3.39884057353331e-07,11.1711845756731,"DSG2_HUMAN",47,41.3727903121003,2.52456808728062e-10,2.14418882021877e-08,0.545622587499999,"Up in D3B",7.66873697272539,"DSG2","DSG2_HUMAN"
-0.6841256625,11.77549564875,-32.7865754048291,4.14035821258377e-09,2.34222009220595e-07,11.7966169288443,"NAT10_HUMAN",49,-41.3418935865349,2.53907359784624e-10,2.14418882021877e-08,-0.6841256625,"Up in D1C",7.66873697272539,"NAT10","NAT10_HUMAN"
