"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","D1CM_vs_D2BM","Diff_Abund","negLog10_sca_adjPval","Genes","Protein.Names"
2.366340635,17.0311265,40.3005646323998,1.07922281054519e-09,1.68458686483064e-07,13.2631865416779,"FIBG_HUMAN",40,42.1340870238707,2.75961327099582e-10,3.87679671020397e-08,2.366340635,"Up in D2BM",7.4115269717427,"FGG","FIBG_HUMAN"
-0.677147152499998,12.45501053125,-36.5708142132465,2.15393310156777e-09,2.66992678134041e-07,12.5379321224914,"ABCF2_HUMAN",27,-41.1519776245469,3.29905612339042e-10,4.55864656787834e-08,-0.677147152499998,"Up in D1CM",7.34116407736816,"ABCF2","ABCF2_HUMAN"
1.296272992,9.6684991115,40.1748592855115,1.10349261960477e-09,1.69115259829975e-07,13.2400221698883,"GBP7_HUMAN",18,41.0139666875116,3.38402132105414e-10,4.60063156696216e-08,1.296272992,"Up in D2BM",7.33718254500995,"GBP7","GBP7_HUMAN"
-0.623484609999998,15.5154256825,-33.3621335208642,4.13774846275946e-09,4.103186093247e-07,11.8434549089385,"CP2A6_HUMAN",45,-40.8282274982802,3.50230477126277e-10,4.68586141539269e-08,-0.623484609999998,"Up in D1CM",7.32921055983215,"CYP2A6","CP2A6_HUMAN"
0.531696800000002,12.48026943,32.0786073586368,5.46777254024534e-09,5.04059972553284e-07,11.5445580066602,"AMPE_HUMAN",38,40.2983998473473,3.86624205139464e-10,5.03724958771143e-08,0.531696800000002,"Up in D2BM",7.29780653000781,"ENPEP","AMPE_HUMAN"
2.46890938225,9.221552073875,38.5889464491086,1.46981531041217e-09,2.0648455419107e-07,12.9403637757275,"NID1_HUMAN",42,40.2733750120844,3.8844610653843e-10,5.03724958771143e-08,2.46890938225,"Up in D2BM",7.29780653000781,"NID1","NID1_HUMAN"
-0.775109052499996,16.06812822625,-37.2248619027391,1.89876086803826e-09,2.42494778131735e-07,12.6710706109689,"AACT_HUMAN",24,-40.1836624343133,3.95057780112616e-10,5.0453667099534e-08,-0.775109052499996,"Up in D1CM",7.29710726266367,"SERPINA3","AACT_HUMAN"
-1.6968457725,11.06125008875,-39.474732683632,1.25059556761413e-09,1.81746035162405e-07,13.1094491824604,"IMA1_HUMAN",16,-40.0967181048905,4.01587133007596e-10,5.05220588674781e-08,-1.6968457725,"Up in D1CM",7.29651895945152,"KPNA2","IMA1_HUMAN"
0.888498542499999,14.33943855625,35.8450661482584,2.48396019761892e-09,2.80760522033792e-07,12.3870052448712,"NHRF3_HUMAN",36,39.8313072767011,4.22286509221471e-10,5.23448968562909e-08,0.888498542499999,"Up in D2BM",7.28112565161995,"PDZK1","NHRF3_HUMAN"
3.62423693975,8.684557735125,38.101613462314,1.60893637982051e-09,2.18109094345791e-07,12.8454239777589,"LAMB1_HUMAN",56,39.5390384921843,4.46489124140863e-10,5.4099774648344e-08,3.62423693975,"Up in D2BM",7.26680454393566,"LAMB1","LAMB1_HUMAN"
-1.18465316325,8.629699528125,-37.4570493062909,1.81659772271292e-09,2.35570803149957e-07,12.7176965548804,"LRC41_HUMAN",25,-39.5064882162565,4.49280368416666e-10,5.4099774648344e-08,-1.18465316325,"Up in D1CM",7.26680454393566,"LRRC41","LRC41_HUMAN"
0.522317882499999,12.60648584375,31.5590834811913,6.14004326639799e-09,5.38814157711865e-07,11.4198144872911,"PFKAP_HUMAN",36,39.2146950080438,4.75203104352545e-10,5.64153093885578e-08,0.522317882499999,"Up in D2BM",7.24860302579055,"PFKP","PFKAP_HUMAN"
0.999993800000002,13.4095013125,35.7715424146019,2.52049554670726e-09,2.80760522033792e-07,12.3715230988901,"BGH3_HUMAN",36,39.0821858438799,4.87530566677917e-10,5.70749325906689e-08,0.999993800000002,"Up in D2BM",7.24355459276839,"TGFBI","BGH3_HUMAN"
0.520608185,13.7701309925,30.9952040764502,6.97857801645431e-09,5.71091593210615e-07,11.2818517630276,"TFR1_HUMAN",38,38.6927190326112,5.25909087080741e-10,6.02288722336873e-08,0.520608185,"Up in D2BM",7.22019526877815,"TFRC","TFR1_HUMAN"
1.3317554025,10.90417110875,38.0605816312806,1.62131906032998e-09,2.18109094345791e-07,12.8373669110788,"ASM3A_HUMAN",17,38.6650583023002,5.28762195431589e-10,6.02288722336873e-08,1.3317554025,"Up in D2BM",7.22019526877815,"SMPDL3A","ASM3A_HUMAN"
-0.578149080000003,13.8068305225,-32.1600013655566,5.37023668317032e-09,5.0295250002714e-07,11.5639006405193,"RAGP1_HUMAN",33,-38.0374083068731,5.98453606268323e-10,6.72582059631425e-08,-0.578149080000003,"Up in D1CM",7.17225472118283,"RANGAP1","RAGP1_HUMAN"
1.678091765,12.25642407,36.2580639187045,2.2896119705657e-09,2.79697671013019e-07,12.4733111559557,"HEP2_HUMAN",25,37.7809487160967,6.29875182431326e-10,6.98581304304427e-08,1.678091765,"Up in D2BM",7.15578304129509,"SERPIND1","HEP2_HUMAN"
0.606502772499999,11.11517131375,31.5154871880424,6.20061374991706e-09,5.38814157711865e-07,11.4092443602779,"UBA7_HUMAN",41,37.7035612101366,6.39720132736807e-10,7.00285844005006e-08,0.606502772499999,"Up in D2BM",7.15472465265051,"UBA7","UBA7_HUMAN"
-0.455795764999998,13.9778151525,-27.9495947554452,1.45358771550424e-08,8.93214723531213e-07,10.4863288535233,"HS105_HUMAN",48,-37.0556850595218,7.29326339151227e-10,7.83631281215168e-08,-0.455795764999998,"Non-significant",7.10588823604129,"HSPH1","HS105_HUMAN"
1.43306470125,10.438993574375,34.5570979126532,3.22209889645623e-09,3.52715215561423e-07,12.1104952374623,"SORL_HUMAN",72,36.9790512493687,7.40834426255621e-10,7.83631281215168e-08,1.43306470125,"Up in D2BM",7.10588823604129,"SORL1","SORL_HUMAN"
0.496839047500004,14.99718928375,29.9591880247765,8.88310278762082e-09,6.51092812146573e-07,11.021098022449,"DPYL2_HUMAN",35,36.9598641310339,7.43747805163287e-10,7.83631281215168e-08,0.496839047500004,"Non-significant",7.10588823604129,"DPYSL2","DPYL2_HUMAN"
0.749761577499999,12.66274571375,32.6201259756347,4.85475904665814e-09,4.70353609244614e-07,11.6722427178696,"CADH2_HUMAN",34,36.5286297417639,8.12771571459477e-10,8.45784145164436e-08,0.749761577499999,"Up in D2BM",7.07274046027701,"CDH2","CADH2_HUMAN"
0.65550971,14.9278975725,30.8271397061988,7.25321240214687e-09,5.8226026035901e-07,11.2402015770597,"AMPN_HUMAN",49,36.3426786303292,8.4474883048715e-10,8.61483375518047e-08,0.65550971,"Up in D2BM",7.06475309893614,"ANPEP","AMPN_HUMAN"
0.947987317500001,12.00158631875,35.7496851120206,2.53147463217086e-09,2.80760522033792e-07,12.3669136178874,"BODG_HUMAN",18,36.3225264159448,8.48298969842187e-10,8.61483375518047e-08,0.947987317500001,"Up in D2BM",7.06475309893614,"BBOX1","BODG_HUMAN"
2.99163842475,11.027740837625,37.4670094723554,1.81316484264098e-09,2.35570803149957e-07,12.7196893034163,"F13A_HUMAN",7,36.1283266632394,8.83388997683346e-10,8.86438793032491e-08,2.99163842475,"Up in D2BM",7.05235124626265,"F13A1","F13A_HUMAN"
-0.841803547499998,10.54844832375,-32.7032218311185,4.76780143878917e-09,4.67299980552952e-07,11.6916291779951,"TAXB1_HUMAN",32,-35.7971823050778,9.47077093615791e-10,9.39166214363236e-08,-0.841803547499998,"Up in D1CM",7.02725753915814,"TAX1BP1","TAXB1_HUMAN"
0.642509459999999,17.6688218125,30.8476065499727,7.219117810539e-09,5.8226026035901e-07,11.245286940121,"BHMT1_HUMAN",37,35.6034701389619,9.86733167662452e-10,9.67113240724047e-08,0.642509459999999,"Up in D2BM",7.01452267075443,"BHMT","BHMT1_HUMAN"
-1.28030943725,10.100699066375,-34.2001480039297,3.46890450884919e-09,3.65492451313622e-07,12.0318172447548,"RIOX2_HUMAN",18,-35.0044386278123,1.12176423012587e-09,1.0769299269573e-07,-1.28030943725,"Up in D1CM",6.96781255420047,"RIOX2","RIOX2_HUMAN"
-0.892467022750001,9.811807156125,-37.1026385621668,1.94370771224424e-09,2.44530034425473e-07,12.6463935703027,"DGAT2_HUMAN",14,-34.9938561897889,1.12433068658491e-09,1.0769299269573e-07,-0.892467022750001,"Up in D1CM",6.96781255420047,"DGAT2","DGAT2_HUMAN"
0.736202242500001,10.92995047375,31.7968719130927,5.82130234112782e-09,5.27610294982434e-07,11.477187413658,"IFIT1_HUMAN",29,34.9360906009614,1.13845760385077e-09,1.07820889245597e-07,0.736202242500001,"Up in D2BM",6.96729709067782,"IFIT1","IFIT1_HUMAN"
0.5691180225,16.59999442125,30.3856907806337,8.03517966641722e-09,6.26815608350468e-07,11.1296124840254,"VTNC_HUMAN",29,34.6452097509023,1.21271575221596e-09,1.13577567504759e-07,0.5691180225,"Up in D2BM",6.944707436855,"VTN","VTNC_HUMAN"
0.982968567499999,11.05702960375,33.8690277073357,3.71726596551319e-09,3.82107741747691e-07,11.9580100495487,"GBA3_HUMAN",18,34.4952600296532,1.25312568266161e-09,1.16072487683019e-07,0.982968567499999,"Up in D2BM",6.93527070759467,"GBA3","GBA3_HUMAN"
0.467245102500002,10.90817093875,26.7079382112817,2.00580488403959e-08,1.07687448201081e-06,10.1349340634893,"TENS2_HUMAN",52,34.35114916844,1.29340249663893e-09,1.17411631347316e-07,0.467245102500002,"Non-significant",6.93028887770732,"TNS2","TENS2_HUMAN"
-1.7472198,11.1429041625,-33.4328661373468,4.07594172914674e-09,4.103186093247e-07,11.8595555584433,"TRAF1_HUMAN",18,-34.343986804961,1.29544213018156e-09,1.17411631347316e-07,-1.7472198,"Up in D1CM",6.93028887770732,"TRAF1","TRAF1_HUMAN"
-0.745541095750003,9.551635742125,-30.3089179772988,8.18075853998231e-09,6.26815608350468e-07,11.1102016879714,"RIPR1_HUMAN",37,-33.7944262469476,1.46335761307271e-09,1.31219588516914e-07,-0.745541095750003,"Up in D1CM",6.88200132845278,"RIPOR1","RIPR1_HUMAN"
2.591407295,15.845431565,32.3562377994036,5.143125364128e-09,4.92629587434488e-07,11.6103142579661,"FIBB_HUMAN",43,33.6257076078494,1.51974892672226e-09,1.34841723193073e-07,2.591407295,"Up in D2BM",6.87017570610315,"FGB","FIBB_HUMAN"
-1.253921984,10.2320342055,-35.896093528519,2.45895833822452e-09,2.80760522033792e-07,12.3977292340733,"CR3L3_HUMAN",11,-33.3729400046119,1.60889119202168e-09,1.41263998516154e-07,-1.253921984,"Up in D1CM",6.84996850508666,"CREB3L3","CR3L3_HUMAN"
-0.9275743925,11.49843943125,-30.2706606854787,8.25442312574469e-09,6.26815608350468e-07,11.1005090021234,"JAK1_HUMAN",56,-33.2802873049026,1.64303587365243e-09,1.42774735866148e-07,-0.9275743925,"Up in D1CM",6.84534863460904,"JAK1","JAK1_HUMAN"
0.658374785000001,13.1837344175,27.919990477493,1.46454888978564e-08,8.93214723531213e-07,10.4781456914276,"MPRI_HUMAN",109,33.0064940252755,1.74882151485318e-09,1.50416495394872e-07,0.658374785000001,"Up in D2BM",6.82270453431523,"IGF2R","MPRI_HUMAN"
