"logFC","AveExpr","t","P.Value","adj.P.Val","B","gene","count","sca.t","sca.P.Value","sca.adj.pval","B_vs_BM","Diff_Abund","negLog10_sca_adjPval","Genes","ProtDesc","Protein.Names"
-0.334101587759612,19.4139834616552,-8.06363470621171,7.75199608836672e-05,0.0169138864653051,2.20152933311203,"ARGI2_HUMAN",16,-8.4696994916286,2.14816966905779e-05,0.0048119694725943,0.334101587759612,"Non-significant",2.31767713651214,"ARG2","Arginase-2, mitochondrial","ARGI2_HUMAN"
-0.251816611251094,19.7506709452835,-9.83080431879605,2.08992789926721e-05,0.00767993504878088,3.45283135573783,"DAF_HUMAN",10,-8.37651503343396,2.33646252852889e-05,0.0048119694725943,0.251816611251094,"Non-significant",2.31767713651214,"CD55","Complement decay-accelerating factor","DAF_HUMAN"
-0.210329348266374,20.1102195756245,-8.64486240157047,4.91331448665837e-05,0.0118292281882237,2.64412270876014,"DHB2_HUMAN",15,-8.42503245942495,2.23624306768723e-05,0.0048119694725943,0.210329348266381,"Non-significant",2.31767713651214,"HSD17B2","17-beta-hydroxysteroid dehydrogenase type 2","DHB2_HUMAN"
-0.13753538626046,20.7227100216481,-7.23399196152962,0.000156115778460722,0.0242222303380614,1.50930226207501,"ILK_HUMAN",28,-8.37330436102595,2.34326786118886e-05,0.0048119694725943,0.137535386260453,"Non-significant",2.31767713651214,"ILK","Integrin-linked protein kinase","ILK_HUMAN"
-0.247048813875498,18.2214724487976,-7.69339708674721,0.000105150089527944,0.0205549371574901,1.90185355461354,"CRIM1_HUMAN",20,-8.20322307354069,2.73715039049349e-05,0.0051650767638988,0.247048813875494,"Non-significant",2.28692321956742,"CRIM1","Cysteine-rich motor neuron 1 protein","CRIM1_HUMAN"
-0.288186488732741,21.4881207656574,-8.22539804379617,6.8097534520152e-05,0.0153373221296678,2.32803057455497,"TAGL2_HUMAN",13,-8.2266843619255,2.67870166679793e-05,0.0051650767638988,0.288186488732737,"Non-significant",2.28692321956742,"TAGLN2","Transgelin-2","TAGL2_HUMAN"
-0.256939503600972,24.3557560021658,-7.53592255914126,0.000120142411717751,0.0220745873319299,1.76995063307859,"UD16_HUMAN",25,-8.24816844561001,2.62638774951876e-05,0.0051650767638988,0.256939503600972,"Non-significant",2.28692321956742,"UGT1A6","UDP-glucuronosyltransferase 1-6","UD16_HUMAN"
0.2648615136277,20.046130127469,7.68399502769495,0.000105983634727821,0.0205549371574901,1.89405416284316,"CP51A_HUMAN",18,8.10105573755151,3.00865865720011e-05,0.00552801440646611,-0.2648615136277,"Non-significant",2.25743083382478,"CYP51A1","Lanosterol 14-alpha demethylase","CP51A_HUMAN"
-0.649862282234693,16.6825877322549,-7.65115403608923,0.00010895406186531,0.0205599259444214,1.8667360428413,"ITA1_HUMAN",8,-7.93428680143012,3.51813932072317e-05,0.00629837147109978,0.649862282234697,"Up in BM",2.20077172872786,"ITGA1","Integrin alpha-1","ITA1_HUMAN"
-0.145738315198276,20.4266107628262,-7.43706767194785,0.000130777566825343,0.0227160609121236,1.68574843463939,"SEP10_HUMAN",21,-7.85071100895721,3.80878433776843e-05,0.0066482330615748,0.145738315198283,"Non-significant",2.17729376425678,"SEPTIN10","Septin-10","SEP10_HUMAN"
-0.19149299824597,18.4486813947977,-6.72469680065021,0.000247770936611469,0.0298824604163849,1.04535108898659,"HECD1_HUMAN",37,-7.72135618719028,4.31235529007934e-05,0.00734362552081316,0.191492998245966,"Non-significant",2.13408947755723,"HECTD1","E3 ubiquitin-protein ligase HECTD1","HECD1_HUMAN"
-0.092707605347961,21.1038936013294,-5.10848934182961,0.00130253890266141,0.0586218020238888,-0.65517925836753,"CO4A_HUMAN",96,-7.67336200510389,4.51754674754783e-05,0.00750988366461403,0.0927076053479574,"Non-significant",2.12436679058671,"C4A","Complement C4-A","CO4A_HUMAN"
0.124550335561047,21.8215286681423,6.03707694195647,0.000482996732130562,0.0386832866260946,0.366674650015698,"SYYC_HUMAN",44,7.57375596139401,4.97869032391239e-05,0.00808400368408286,-0.124550335561057,"Non-significant",2.09237349723782,"YARS1","Tyrosine--tRNA ligase, cytoplasmic","SYYC_HUMAN"
0.108012431141134,20.9563814939882,5.51979945086445,0.000827921538755159,0.0494063947315258,-0.186861734944895,"AL1L1_HUMAN",60,7.41955224663531,5.79851917305133e-05,0.00882536293705393,-0.108012431141137,"Non-significant",2.05426742550742,"ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase","AL1L1_HUMAN"
-0.453642726203608,17.9924712361058,-9.23650895263583,3.16974228078521e-05,0.0093977476775953,3.06244142536942,"NSE1_HUMAN",5,-7.45127371245955,5.61840490882259e-05,0.00882536293705393,0.453642726203608,"Non-significant",2.05426742550742,"NSMCE1","Non-structural maintenance of chromosomes element 1 homolog","NSE1_HUMAN"
-0.16396948732309,19.795561126474,-6.14242199541636,0.000434527204447295,0.0376613664035269,0.474760218136293,"SVIL_HUMAN",64,-7.41679456538193,5.81447572478488e-05,0.00882536293705393,0.16396948732309,"Non-significant",2.05426742550742,"SVIL","Supervillin","SVIL_HUMAN"
-0.253935510536621,21.4028513229351,-6.5273114594993,0.000298490496422564,0.0341649286233171,0.856898209181161,"MVP_HUMAN",47,-7.3604987623937,6.1510374486965e-05,0.00894719655558312,0.253935510536618,"Non-significant",2.04831302179747,"MVP","Major vault protein","MVP_HUMAN"
-0.112071590400831,19.6376625481479,-6.37698839347103,0.000344955063076817,0.0358648002350405,0.709996724001011,"NUDC1_HUMAN",27,-7.37504772849794,6.06204455129319e-05,0.00894719655558312,0.112071590400834,"Non-significant",2.04831302179747,"NUDCD1","NudC domain-containing protein 1","NUDC1_HUMAN"
0.195251114486478,22.5298212111764,6.4495705971596,0.000321579965160627,0.0358648002350405,0.781296848231952,"ADH4_HUMAN",35,7.32145955621337,6.39703446154706e-05,0.00904263743326255,-0.195251114486471,"Non-significant",2.04370488195213,"ADH4","All-trans-retinol dehydrogenase [NAD(+)] ADH4","ADH4_HUMAN"
-0.214621086446662,20.9044622189973,-7.26446477555519,0.00015198379238913,0.0242222303380614,1.5360812130207,"FEN1_HUMAN",15,-7.30932720987607,6.47567848271452e-05,0.00904263743326255,0.214621086446662,"Non-significant",2.04370488195213,"FEN1","Flap endonuclease 1","FEN1_HUMAN"
-0.152257517856427,18.7843666659021,-5.96355356409649,0.000520400389954691,0.0399278628864138,0.290325399281778,"LAMA5_HUMAN",63,-7.27569986280044,6.69928581540262e-05,0.00917145363983158,0.152257517856427,"Non-significant",2.03756182488342,"LAMA5","Laminin subunit alpha-5","LAMA5_HUMAN"
0.214317347509933,21.1153664616097,6.75413193609248,0.000241070142193999,0.0298824604163849,1.07303037272631,"HYPDH_HUMAN",21,7.2477401227759,6.89169594643214e-05,0.00925342713422869,-0.214317347509933,"Non-significant",2.03369739052278,"PRODH2","Hydroxyproline dehydrogenase","HYPDH_HUMAN"
-0.0988391263779675,19.6162027424775,-5.05640122409881,0.0013817338667042,0.0589063601364832,-0.716327361207671,"NUMA1_HUMAN",99,-7.17241732503446,7.44104708460539e-05,0.00980252655560658,0.0988391263779675,"Non-significant",2.00866197249751,"NUMA1","Nuclear mitotic apparatus protein 1","NUMA1_HUMAN"
0.174551852410548,21.2213606561281,6.03133404226667,0.000485807622605256,0.0386832866260946,0.360738186955909,"AMPN_HUMAN",52,7.0803325842844,8.17921750303213e-05,0.00990432409111787,-0.174551852410548,"Non-significant",2.00417515702738,"ANPEP","Aminopeptidase N","AMPN_HUMAN"
-0.11278897228577,22.2020308997094,-5.8282552525831,0.000597985752339539,0.0439488055035228,0.147837390165283,"ITB1_HUMAN",35,-7.13042855560684,7.76811317993154e-05,0.00990432409111787,0.112788972285774,"Non-significant",2.00417515702738,"ITGB1","Integrin beta-1","ITB1_HUMAN"
-0.536666363032943,17.3697147046823,-7.03688086408979,0.000186099829074714,0.026240149512689,1.33345339603649,"NSE2_HUMAN",7,-7.09927005317962,8.02105742652272e-05,0.00990432409111787,0.536666363032946,"Up in BM",2.00417515702738,"NSMCE2","E3 SUMO-protein ligase NSE2","NSE2_HUMAN"
0.27176228376689,19.9096069377108,9.41787736232812,2.78465072014264e-05,0.00887702549795525,3.18462112657544,"RBSK_HUMAN",7,7.07462033606573,8.22759663828181e-05,0.00990432409111787,-0.27176228376689,"Non-significant",2.00417515702738,"RBKS","Ribokinase","RBSK_HUMAN"
-0.190944157018173,20.1999874075109,-6.24752700527229,0.000391521894940284,0.0364480782729742,0.581083397117204,"SUN2_HUMAN",35,-7.08568408521807,8.13417788560335e-05,0.00990432409111787,0.190944157018169,"Non-significant",2.00417515702738,"SUN2","SUN domain-containing protein 2","SUN2_HUMAN"
-0.198784151428399,19.1110208416643,-7.12952368095057,0.000171269309202565,0.0254426024862194,1.41667461066652,"KLH36_HUMAN",14,-6.98541365708858,9.02550340515631e-05,0.0106806889448816,0.198784151428395,"Non-significant",1.9714007327653,"KLHL36","Kelch-like protein 36","KLH36_HUMAN"
-0.182029756783038,19.4199118799695,-6.28365941633043,0.000377854180961599,0.0361207182194141,0.617288802879024,"ENPP1_HUMAN",25,-6.90278595294946,9.84111693162334e-05,0.0111813765448087,0.182029756783038,"Non-significant",1.95150472694927,"ENPP1","Ectonucleotide pyrophosphatase/phosphodiesterase family member 1","ENPP1_HUMAN"
-0.119662389431603,23.5580993267486,-5.68204962527933,0.000696647722569699,0.0458867396130343,-0.0090802544943509,"FIBG_HUMAN",37,-6.8791432854483,0.00010089182502477,0.0111813765448087,0.119662389431596,"Non-significant",1.95150472694927,"FGG","Fibrinogen gamma chain","FIBG_HUMAN"
-0.117124400976422,20.7951592292715,-5.30391404463905,0.00104726652340145,0.0543044700794283,-0.429474881695515,"PLXB2_HUMAN",81,-6.91867175170375,9.67821282259269e-05,0.0111813765448087,0.117124400976422,"Non-significant",1.95150472694927,"PLXNB2","Plexin-B2","PLXB2_HUMAN"
-0.178320974682453,20.212413546998,-6.38967839511912,0.000340734589642681,0.0358648002350405,0.722512745862787,"SPIT1_HUMAN",22,-6.89020632045947,9.9722595080287e-05,0.0111813765448087,0.178320974682453,"Non-significant",1.95150472694927,"SPINT1","Kunitz-type protease inhibitor 1","SPIT1_HUMAN"
-0.237044504464404,18.610060139567,-6.70438836885104,0.000252515778368191,0.0298824604163849,1.02619053584119,"ABTB2_HUMAN",14,-6.80931658592042,0.000108629098858385,0.0115599547047806,0.237044504464397,"Non-significant",1.93704386760255,"ABTB2","Ankyrin repeat and BTB/POZ domain-containing protein 2","ABTB2_HUMAN"
0.146302059004771,19.3993154386669,6.27033304841292,0.000382832017793847,0.0361207182194141,0.603955981557629,"ADA_HUMAN",23,6.81473222955937,0.000108006221405358,0.0115599547047806,-0.146302059004764,"Non-significant",1.93704386760255,"ADA","Adenosine deaminase","ADA_HUMAN"
-0.0647364183014503,20.6238324407882,-3.89441680943343,0.0057084616207298,0.109495821527295,-2.19044677079126,"LRP1_HUMAN",151,-6.80373801240945,0.000109274851119381,0.0115599547047806,0.0647364183014503,"Non-significant",1.93704386760255,"LRP1","Prolow-density lipoprotein receptor-related protein 1","LRP1_HUMAN"
-0.109764763032,20.4324856515789,-5.28781023845724,0.00106605266365546,0.0543044700794283,-0.447853673814488,"PLCB1_HUMAN",52,-6.78297827398091,0.000111715279812453,0.0116417325917992,0.109764763032004,"Non-significant",1.9339823805914,"PLCB1","1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase beta-1","PLCB1_HUMAN"
0.41206165268413,18.4254677150141,7.37574095963781,0.000137905880939427,0.0229252109695019,1.63295987849948,"BHMT1_HUMAN",6,6.73626469484438,0.000117428963189893,0.0117932729885112,-0.41206165268413,"Non-significant",1.92836564837521,"BHMT","Betaine--homocysteine S-methyltransferase 1","BHMT1_HUMAN"
0.0967544313690389,22.5768295276093,4.9447114474516,0.00157015526469641,0.0625852551856869,-0.848860057102153,"HKDC1_HUMAN",66,6.72986256805551,0.000118236767286706,0.0117932729885112,-0.0967544313690425,"Non-significant",1.92836564837521,"HKDC1","Hexokinase HKDC1","HKDC1_HUMAN"
0.200406920484273,20.1354649801969,6.06791151630546,0.000468211753285929,0.0386832866260946,0.39847015685895,"ITIH2_HUMAN",30,6.7568204982529,0.000114876047892247,0.0117932729885112,-0.200406920484276,"Non-significant",1.92836564837521,"ITIH2","Inter-alpha-trypsin inhibitor heavy chain H2","ITIH2_HUMAN"
0.170310365210685,21.1404847038352,5.86815967365126,0.000573838190508942,0.0426227472992919,0.190132346819276,"ANXA2_HUMAN",33,6.65279078456506,0.000128456391020694,0.0118792200067112,-0.170310365210689,"Non-significant",1.92521207432975,"ANXA2","Annexin A2","ANXA2_HUMAN"
0.16466599861505,21.7060763513255,6.05731301981991,0.000473235878991586,0.0386832866260946,0.38755624735741,"ASAH1_HUMAN",25,6.66609348158882,0.000126625227375944,0.0118792200067112,-0.164665998615053,"Non-significant",1.92521207432975,"ASAH1","Acid ceramidase","ASAH1_HUMAN"
0.437602414111765,16.8803522783071,6.78203833206466,0.000234904483862254,0.0298200564786592,1.09917183997981,"ASCC1_HUMAN",7,6.66675239795509,0.000126535274250565,0.0118792200067112,-0.437602414111772,"Non-significant",1.92521207432975,"ASCC1","Activating signal cointegrator 1 complex subunit 1","ASCC1_HUMAN"
-0.134610222522781,18.9382691032601,-7.08910361966115,0.000177570204507581,0.0258290659973318,1.38049083424932,"ERAP2_HUMAN",16,-6.70918325463864,0.000120888072982846,0.0118792200067112,0.134610222522781,"Non-significant",1.92521207432975,"ERAP2","Endoplasmic reticulum aminopeptidase 2","ERAP2_HUMAN"
0.14097951157391,21.5747679233792,7.15143018438457,0.000167959579304208,0.0254426024862194,1.43620438873204,"FN3K_HUMAN",15,6.64363460847475,0.000129733682385154,0.0118792200067112,-0.14097951157391,"Non-significant",1.92521207432975,"FN3K","Fructosamine-3-kinase","FN3K_HUMAN"
-0.0901053667178253,19.0068309037044,-4.91150522534159,0.00163153102281821,0.0633291489108552,-0.888637043558929,"KDM3A_HUMAN",50,-6.6345958818123,0.000131008298555824,0.0118792200067112,0.0901053667178253,"Non-significant",1.92521207432975,"KDM3A","Lysine-specific demethylase 3A","KDM3A_HUMAN"
-0.296132987570964,18.7888396869221,-6.33852246010355,0.000358109826061696,0.0361207182194141,0.671927551678801,"MIER1_HUMAN",15,-6.66132497352939,0.000127278308207884,0.0118792200067112,0.29613298757096,"Non-significant",1.92521207432975,"MIER1","Mesoderm induction early response protein 1","MIER1_HUMAN"
-0.155950537462957,19.6680666556205,-5.6540387622204,0.000717550961738107,0.0463883408782913,-0.0394967922581539,"PTPRF_HUMAN",43,-6.60471170896329,0.000135321476408573,0.0121130070292904,0.155950537462957,"Non-significant",1.9167480307532,"PTPRF","Receptor-type tyrosine-protein phosphatase F","PTPRF_HUMAN"
0.146226700025235,20.0784251645307,6.01190243674609,0.000495454854106396,0.0388681549592231,0.340617578080008,"ANAG_HUMAN",23,6.53264657899286,0.000146378832727325,0.0128588106539226,-0.146226700025242,"Non-significant",1.89079919862216,"NAGLU","Alpha-N-acetylglucosaminidase","ANAG_HUMAN"
0.13946628473229,20.0121885504299,5.64430938531392,0.000724974264093113,0.0464382597421846,-0.0500885518932304,"M4K4_HUMAN",33,6.51534814421614,0.000149178410622705,0.0128588106539226,-0.13946628473229,"Non-significant",1.89079919862216,"MAP4K4","Mitogen-activated protein kinase kinase kinase kinase 4","M4K4_HUMAN"
-0.500538337107017,18.5623731750683,-6.19950703367358,0.000410549702192527,0.0374983589391165,0.532693346646497,"NPNT_HUMAN",10,-6.52185292120796,0.00014811883476611,0.0128588106539226,0.500538337107017,"Up in BM",1.89079919862216,"NPNT","Nephronectin","NPNT_HUMAN"
0.112675326874978,21.1767683831136,5.52020166464801,0.00082756382596057,0.0494063947315258,-0.186416222976502,"NIT2_HUMAN",30,6.43828030574239,0.000162386470863506,0.0138266138971829,-0.112675326874978,"Non-significant",1.85928416449104,"NIT2","Omega-amidase NIT2","NIT2_HUMAN"
0.0923894900963234,21.2301355818001,4.76489348689291,0.00193612785618358,0.0693250568305509,-1.06631954034304,"NAT10_HUMAN",59,6.4215234727097,0.000165425192487731,0.0139156469150523,-0.0923894900963234,"Non-significant",1.85649659923961,"NAT10","RNA cytidine acetyltransferase","NAT10_HUMAN"
0.12402821732443,20.2534222526439,5.35403410530817,0.00099111084959264,0.0536429143554714,-0.372525586404836,"AL1L2_HUMAN",39,6.39435403507724,0.000170485720381889,0.0141706107107899,-0.124028217324426,"Non-significant",1.84861143256053,"ALDH1L2","Mitochondrial 10-formyltetrahydrofolate dehydrogenase","AL1L2_HUMAN"
0.102497208314965,24.0073568011532,4.97355675067735,0.00151890854041125,0.0613006903419154,-0.814446274845865,"ACSL5_HUMAN",50,6.36375390491241,0.000176389686840595,0.0144888563943651,-0.102497208314972,"Non-significant",1.83896589204552,"ACSL5","Long-chain-fatty-acid--CoA ligase 5","ACSL5_HUMAN"
-0.104722074960776,19.1053628863794,-4.91191748655854,0.00163075295644699,0.0633291489108552,-0.888142151340922,"PCM1_HUMAN",57,-6.30429195192282,0.00018851462850768,0.0153047573981468,0.104722074960776,"Non-significant",1.81517355018825,"PCM1","Pericentriolar material 1 protein","PCM1_HUMAN"
-0.114210884762855,21.9098638313169,-5.30326498372532,0.00104801654744258,0.0543044700794283,-0.430214875025116,"P4HA2_HUMAN",34,-6.29044612674925,0.000191467412334199,0.015365810033533,0.114210884762851,"Non-significant",1.81344454026795,"P4HA2","Prolyl 4-hydroxylase subunit alpha-2","P4HA2_HUMAN"
0.122884065291103,23.830901173533,5.0609088940284,0.00137467370751614,0.0589063601364832,-0.711019086026964,"DHB4_HUMAN",63,6.26308505043833,0.00019745285499688,0.0156373740713223,-0.122884065291096,"Non-significant",1.80583617468302,"HSD17B4","Peroxisomal multifunctional enzyme type 2","DHB4_HUMAN"
-0.18603060192585,20.2813308979856,-5.54830717386653,0.000802988561568185,0.0487518794510354,-0.15534449628558,"NIBA2_HUMAN",36,-6.25468848592334,0.000199330606179845,0.0156373740713223,0.186030601925843,"Non-significant",1.80583617468302,"NIBAN2","Protein Niban 2","NIBA2_HUMAN"
0.16778818387224,21.5965905369102,5.55118149204271,0.000800521393135476,0.0487518794510354,-0.152173412799929,"AL3A2_HUMAN",29,6.19319603673387,0.000213694506117487,0.0160683766957815,-0.167788183872233,"Non-significant",1.79402799552503,"ALDH3A2","Aldehyde dehydrogenase family 3 member A2","AL3A2_HUMAN"
